dates,nzd0121-0001,nzd0121-0002,nzd0121-0003,nzd0121-0062,nzd0121-0063,nzd0121-0065,nzd0121-0090,nzd0121-0091,nzd0121-0092,nzd0121-0101,nzd0121-0102,nzd0121-0103,nzd0121-0104,nzd0121-0140,nzd0121-0141,nzd0121-0142,nzd0121-0143,nzd0121-0144,nzd0121-0145,nzd0121-0146,nzd0121-0147,nzd0121-0148,nzd0121-0149,nzd0121-0150,nzd0121-0151,nzd0121-0152,nzd0121-0153,nzd0121-0154,nzd0121-0155,nzd0121-0156,nzd0121-0157,nzd0121-0158,nzd0121-0159,nzd0121-0160,nzd0121-0161,nzd0121-0162,nzd0121-0004,nzd0121-0005,nzd0121-0006,nzd0121-0007,nzd0121-0008,nzd0121-0011,nzd0121-0012,nzd0121-0013,nzd0121-0014,nzd0121-0015,nzd0121-0020,nzd0121-0021,nzd0121-0024,nzd0121-0025,nzd0121-0026,nzd0121-0057,nzd0121-0058,nzd0121-0059,nzd0121-0060,nzd0121-0064,nzd0121-0073,nzd0121-0074,nzd0121-0075,nzd0121-0084,nzd0121-0085,nzd0121-0086,nzd0121-0087,nzd0121-0088,nzd0121-0114,nzd0121-0115,nzd0121-0116,nzd0121-0117,nzd0121-0118,nzd0121-0119,nzd0121-0120,nzd0121-0121,nzd0121-0122,nzd0121-0123,nzd0121-0124,nzd0121-0130,nzd0121-0131,nzd0121-0132,nzd0121-0133,nzd0121-0134,nzd0121-0135,nzd0121-0136,nzd0121-0137,nzd0121-0009,nzd0121-0128,nzd0121-0129,nzd0121-0138,nzd0121-0139,nzd0121-0010,nzd0121-0076,nzd0121-0077,nzd0121-0078,nzd0121-0083,nzd0121-0089,nzd0121-0105,nzd0121-0106,nzd0121-0112,nzd0121-0113,nzd0121-0125,nzd0121-0126,nzd0121-0127,nzd0121-0070,nzd0121-0071,nzd0121-0072,nzd0121-0079,nzd0121-0080,nzd0121-0081,nzd0121-0082,nzd0121-0163,nzd0121-0164,nzd0121-0165,nzd0121-0166,nzd0121-0167,nzd0121-0168,nzd0121-0169,nzd0121-0170,nzd0121-0171,nzd0121-0172,nzd0121-0173,nzd0121-0016,nzd0121-0019,nzd0121-0022,nzd0121-0066,nzd0121-0067,nzd0121-0068,nzd0121-0176,nzd0121-0177,nzd0121-0178,nzd0121-0017,nzd0121-0094,nzd0121-0095,nzd0121-0096,nzd0121-0097,nzd0121-0098,nzd0121-0099,nzd0121-0174,nzd0121-0175,nzd0121-0040,nzd0121-0044,nzd0121-0045,nzd0121-0046,nzd0121-0061,nzd0121-0093,nzd0121-0107,nzd0121-0108,nzd0121-0109,nzd0121-0110,nzd0121-0023,nzd0121-0055,nzd0121-0056,nzd0121-0069,nzd0121-0179,nzd0121-0100,nzd0121-0027,nzd0121-0028,nzd0121-0111,nzd0121-0030,nzd0121-0043,nzd0121-0048,nzd0121-0049,nzd0121-0050,nzd0121-0051,nzd0121-0052,nzd0121-0053,nzd0121-0054,satname
2023-09-05 22:11:46+00:00,,,,,,,,,,,223.48,191.0,205.91,76.20333333333333,84.0,88.8575,92.2475,98.0075,102.4825,107.76,111.55250000000001,108.022,115.826,120.05199999999999,126.494,129.41400000000002,135.4,143.242,142.76999999999998,138.525,143.01,152.23,165.83800000000002,174.31400000000002,179.57399999999998,152.745,,,,,,,,,,,,25.07,33.16,,,,,,,,,,,,,,,,,,,,,,173.85,153.5,178.24,192.36,,,122.3,66.32,64.47500000000001,46.480000000000004,55.81,64.405,66.02666666666667,,,,66.82,69.50666666666666,,,,,,,,,,,,,,,,,,230.63,277.74,252.15,163.97500000000002,169.315,183.55999999999997,176.615,189.7,209.935,203.51,226.365,219.865,229.69,228.63499999999996,,,27.64,,,,250.63,245.65,204.86,,,,,,,,243.72999999999996,198.53,,,,,,,,,,,24.05,,,,220.25,,,,,,,,,,,,,,L8
2023-09-13 22:11:53+00:00,,,,,,,,,,,223.48,191.0,205.91,77.4475,84.876,88.91600000000001,92.08200000000001,97.268,100.55199999999999,106.066,110.55,117.954,124.05199999999999,127.86799999999998,134.92799999999997,139.166,146.44,152.676,153.856,147.53,155.26749999999998,163.76,174.462,183.75600000000003,190.55199999999996,160.6,,,,,,,,,,,,25.07,33.16,,,,,,,,,,,,,,,,,,,,,,173.85,153.5,178.24,192.36,,,113.265,81.83,64.47500000000001,46.480000000000004,75.26333333333334,84.73,66.02666666666667,,,,82.95,78.785,,,,,,,,,,,,,,,,,,230.63,277.74,252.15,177.4,175.13,191.65,186.51,190.53,221.95,,240.46,220.64,231.97,236.35,,,27.64,,,,,,,,,,,,,,246.98,,,,,,,,,,,,24.05,,,,,,,,,,,,,,,,,,L9
2023-10-15 22:12:03+00:00,,,,,,,,,,,223.48,191.0,205.91,85.182,89.65499999999999,88.565,91.985,98.29666666666667,101.70666666666666,105.79,111.43833333333333,121.51333333333332,126.58666666666666,130.935,134.92799999999997,139.166,146.44,152.676,153.856,147.53,155.26749999999998,163.76,174.462,183.75600000000003,190.55199999999996,160.6,,,,,,,,,,,,25.07,33.16,,,,,,,,,,,,,,,,,,,,,,173.85,153.5,178.24,192.36,,79.83,98.24666666666667,79.8675,64.47500000000001,46.480000000000004,81.0875,88.5375,66.02666666666667,,,,87.22,84.958,,,,,,,,,,,,,,,,,,230.63,277.74,252.15,177.4,175.13,191.65,186.51,190.53,221.95,,240.46,220.64,231.97,236.35,,,27.64,,,,,,,,,,229.26,234.83,,,246.98,,,,,,,,,,,,24.05,,,,,,,,,,,,,,,,,,L9
2024-02-12 22:11:54+00:00,,,,,,,,,,,,,,89.48333333333335,95.00666666666666,89.02999999999999,92.57666666666665,99.00999999999999,100.71333333333332,104.33666666666666,112.31,108.27499999999999,112.82,119.4375,117.53999999999998,118.96333333333332,124.35333333333335,133.72666666666666,154.745,140.6966666666667,143.57333333333335,157.32666666666668,171.245,179.1225,183.45999999999998,143.84,,,,,,,,,,,,25.07,33.16,,,,,,,,,,,,,,,,,,,,,,,,,,,79.83,86.22,93.41500000000002,,46.01,89.04666666666668,96.31333333333333,66.73,,,,99.93333333333334,92.81666666666665,,,,,,,,,,,,,,,,,,,,,143.72,162.93,192.7,166.71,189.83,198.79,212.29,214.3,217.6,226.84,220.54,,,27.64,,,,248.67,239.88,203.03,,,,229.26,234.83,,,241.39,197.19,,,,,,,,,,,24.05,,,,220.4,,,,,,,,,,,,,,L8
2024-02-20 22:11:56+00:00,,,,,,,,,,,,,,89.48333333333335,95.00666666666666,89.02999999999999,92.57666666666665,99.00999999999999,100.71333333333332,104.33666666666666,112.31,99.694,105.58599999999998,112.40799999999999,110.76749999999998,112.38749999999999,114.8875,125.495,154.745,134.22500000000002,134.5825,149.105,164.394,172.05800000000002,174.26999999999998,144.11,,,,,,,,,,,,25.07,33.16,,,,,,,,,,,,,,,,,,,,,,,,,,,79.83,86.22,93.41500000000002,,46.01,89.04666666666668,96.31333333333333,66.73,,,,99.93333333333334,92.81666666666665,,,,,,,,,,,,,,,,,,,,,148.22,164.22500000000002,193.26,169.825,190.515,199.665,223.35,215.425,218.98000000000002,227.9,223.39,,,27.64,,,,250.98,244.39,203.72,,,,229.26,234.83,,,242.355,198.715,,,,,,,,,,,24.05,,,,225.19,,,,,,,,,,,,,,L9
2024-02-28 22:11:48+00:00,,,,,,,,,,,,,,89.48333333333335,95.00666666666666,89.02999999999999,92.57666666666665,99.00999999999999,100.71333333333332,104.33666666666666,112.31,93.54166666666667,100.33333333333333,107.09333333333332,106.234,106.424,108.61600000000001,119.814,154.745,129.76000000000002,127.578,143.62,153.876,160.846,160.26,143.83333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.83,86.22,93.41500000000002,,46.01,89.04666666666668,96.31333333333333,66.73,,,,99.93333333333334,92.81666666666665,,,,,,,,,,,,,,,,,,,,,147.48,163.51000000000002,193.33666666666667,168.92999999999998,190.02666666666667,198.03666666666666,217.0666666666667,214.90666666666667,218.5666666666667,227.23333333333335,222.5666666666667,,,,,,,249.61333333333332,243.68999999999997,203.39333333333335,,,,229.26,234.83,,,242.32666666666668,198.56000000000003,,,,,,,,,,,,,,,223.1833333333333,,,,,,,,,,,,,,L8
2024-05-18 22:10:55+00:00,,,,,,,,,,,,,,,,,,,,,,63.51666666666667,74.82000000000001,82.62999999999998,88.81333333333333,85.76666666666667,84.70333333333333,98.66666666666664,156.41,113.10000000000002,103.33666666666666,123.09000000000002,135.2266666666667,140.46,134.81333333333333,143.83333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.48,163.51000000000002,193.33666666666667,168.92999999999998,190.02666666666667,198.03666666666666,217.0666666666667,214.90666666666667,218.5666666666667,227.23333333333335,222.5666666666667,,,,,,,249.61333333333332,243.68999999999997,203.39333333333335,,,,,,,,242.32666666666668,198.56000000000003,,,,,,,,,,,,,,,223.1833333333333,,,,,,,,,,,,,,L8
2024-06-27 22:10:53+00:00,,,,,,,,,,,,,,74.15,88.99,89.5,91.42,99.49,103.47,107.68,105.27,63.51666666666667,74.82000000000001,82.62999999999998,88.81333333333333,85.76666666666667,84.70333333333333,98.66666666666664,158.595,113.10000000000002,103.33666666666666,123.09000000000002,135.2266666666667,140.46,134.81333333333333,143.83333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.92,,,,,,,,,,,,,,,,,,,,,147.48,163.51000000000002,193.33666666666667,168.92999999999998,190.02666666666667,198.03666666666666,217.0666666666667,214.90666666666667,218.5666666666667,227.23333333333335,222.5666666666667,,,,,,,249.61333333333332,243.68999999999997,203.39333333333335,,,,,,,,242.32666666666668,198.56000000000003,,,,,,,,,,,,,,,223.1833333333333,,,,,,,,,,,,,,L9
2024-08-22 22:11:34+00:00,,,,,,,,,,,,,,74.15,88.99,89.5,91.42,99.49,103.47,107.68,105.27,62.845,74.28999999999999,80.62999999999998,87.55,82.925,85.465,96.80000000000001,133.02333333333334,111.045,102.67500000000001,122.555,134.22,139.495,134.225,144.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.92,,,,,,,,,,,,,,,,,,,,,146.0,162.08,193.49,167.14,189.05,194.78,204.5,213.87,217.74,225.9,220.92,,,,,,,246.88,242.29,202.74,,,,,,,,242.27,198.25,,,,,,,,,,,,,,,219.17,,,,,,,,,,,,,,L8
2025-01-21 22:12:01+00:00,,,,,,,,,,,,,,,,,,,,,,64.225,75.235,82.16999999999999,88.275,87.78,85.94,98.385,83.465,112.72,105.785,124.19,135.24,142.255,139.2,145.20499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.03,162.84,197.23,171.32,195.62,203.16,228.21,222.48,222.93,227.4,229.28,,,,,,,,,,,,,,,,,243.1,197.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2025-03-02 22:11:40+00:00,,,,,,,,,,,,,,,,,,,,,,62.38,73.655,80.54499999999999,87.675,86.935,82.24000000000001,97.215,83.36,112.09,102.14,121.93,133.515,141.38,133.505,143.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.5,162.29000000000002,195.03,167.475,191.70499999999998,198.03,217.03,216.875,219.555,225.945,224.06,,,,,,,247.35,239.22,203.78,,,,,,,,242.03,196.6,,,,,,,,,,,,,,,217.54,,,,,,,,,,,,,,L8
2025-03-10 22:11:52+00:00,,,,,,,,,,,,,,,,,,,,,,62.64000000000001,74.08666666666666,81.02999999999999,87.89666666666666,86.93333333333334,83.22666666666667,97.54333333333334,83.36333333333333,112.15666666666668,103.27,122.28666666666668,133.81666666666666,141.16666666666666,134.41,144.00666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.33,162.53666666666666,195.66333333333333,167.69666666666666,191.65666666666667,197.97333333333336,223.62333333333333,221.58,219.4333333333333,226.07000000000002,224.29999999999998,,,,,,,248.97,241.75,205.65,,,,,,,,242.07666666666668,196.8033333333333,,,,,,,,,,,,,,,222.96499999999997,,,,,,,,,,,,,,L9
2025-04-11 22:11:41+00:00,,,,,,,,,,,,,,71.03,69.07,73.32,,,,,95.14,62.64000000000001,74.08666666666666,81.02999999999999,87.89666666666666,86.93333333333334,83.22666666666667,97.54333333333334,83.36333333333333,120.76,103.27,122.28666666666668,133.8625,138.525,129.58749999999998,141.8075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.33,162.53666666666666,195.66333333333333,167.69666666666666,191.65666666666667,197.97333333333336,223.62333333333333,221.58,219.4333333333333,226.07000000000002,224.29999999999998,,,,,,,248.97,241.75,205.65,,,,,,,,242.07666666666668,196.8033333333333,,,,,,,,,,,,,,,222.96499999999997,,,,,,,,,,,,,,L9
2025-05-05 22:11:12+00:00,,,,,,,,,,,,,,77.345,78.435,82.725,93.7,101.86,104.75,112.47,103.985,62.64000000000001,74.08666666666666,81.02999999999999,87.89666666666666,86.93333333333334,83.22666666666667,97.54333333333334,83.36333333333333,130.38400000000001,103.27,122.28666666666668,133.8625,138.525,129.58749999999998,141.8075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.78,52.58,54.44,59.4,66.82,70.83,,,,75.51,80.16,,,,,,,,,,,,,,,,,,,,,145.33,162.53666666666666,195.66333333333333,167.69666666666666,191.65666666666667,197.97333333333336,223.62333333333333,221.58,219.4333333333333,226.07000000000002,224.29999999999998,,,,,,,248.97,241.75,205.65,,,,,,,,242.07666666666668,196.8033333333333,,,,,,,,,,,,,,,222.96499999999997,,,,,,,,,,,,,,L8
2025-06-06 22:11:18+00:00,,,,,,,,,,,,,,77.345,78.435,82.725,93.7,101.86,104.75,112.47,103.985,62.8375,73.9075,80.18749999999999,87.9275,88.19500000000001,84.245,96.965,84.0775,126.955,105.52250000000001,122.205,133.978,139.44400000000002,133.536,142.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.78,52.58,54.44,59.4,66.82,70.83,,,,75.51,80.16,,,,,,,,,,,,,,,,,,,,,144.8825,163.075,193.88,169.9275,191.2525,198.1975,218.3625,219.10500000000002,219.4333333333333,226.07000000000002,224.29999999999998,,,,,,,248.97,241.75,205.65,,,,,,,,242.07666666666668,196.8033333333333,,,,,,,,,,,,,,,222.96499999999997,,,,,,,,,,,,,,L8
2025-08-25 22:11:51+00:00,,,,,,,,,,,,,,77.345,78.435,82.725,93.7,101.86,104.75,112.47,103.985,62.2175,73.5625,79.6325,87.5925,87.47749999999999,85.8775,96.25,85.07249999999999,126.22833333333334,106.89000000000001,121.9,133.794,139.846,135.036,143.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.78,52.58,54.44,59.4,66.82,70.83,,,,75.51,80.16,,,,,,,,,,,,,,,,,,,,,144.54500000000002,164.13,193.88,170.3375,190.5875,197.16500000000002,221.305,217.7375,218.83333333333334,226.46333333333337,226.34333333333333,,,,,,,251.89000000000001,244.03666666666666,205.65,,,,,,,,242.34,196.27999999999997,,,,,,,,,,,,,,,222.96499999999997,,,,,,,,,,,,,,L8
