dates,satname,nzd0329-0000,nzd0329-0001,nzd0329-0002,nzd0329-0003,nzd0329-0004,nzd0329-0005,nzd0329-0006,nzd0329-0007,nzd0329-0008,nzd0329-0009,nzd0329-0010,nzd0329-0011,nzd0329-0012
1999-12-16 22:05:57.846000,L7,,,,283.75,288.19,250.88,200.04,182.09,252.97,184.15,,275.81,226.11
1999-12-16 22:06:21.817000,L7,,,,,281.98,245.50,206.22,180.81,253.47,186.41,,,
2000-10-31 22:03:22.696000,L7,,,278.33,284.24,209.38,279.48,270.06,292.20,285.33,253.06,280.51,265.80,240.64
2001-11-03 22:01:22.838000,L7,336.02,343.20,334.65,337.71,321.61,544.63,521.56,491.13,532.32,329.76,340.56,341.42,376.89
2001-11-03 22:01:46.660000,L7,,,,,,274.11,266.65,278.46,283.32,248.92,290.04,267.61,293.52
2001-12-21 22:02:05.831000,L7,324.85,,323.78,270.19,230.11,307.99,279.33,297.10,302.84,314.99,274.26,252.15,330.22
2002-01-29 22:07:57.272000,L7,326.41,262.28,330.16,326.32,313.04,314.36,183.14,311.07,315.45,325.40,332.51,291.21,298.05
2003-10-16 21:50:55.996000,L5,293.83,277.97,266.97,214.67,257.84,261.22,269.86,253.75,272.02,260.50,,,
2003-10-16 21:51:19.969000,L5,277.09,268.24,247.69,198.97,155.34,249.67,263.50,235.78,257.04,,,,
2003-12-03 21:51:55.424000,L5,236.18,261.10,263.01,214.59,156.23,,,,,,,,
2004-01-04 21:51:46.048000,L5,226.57,278.13,259.81,213.82,170.44,247.32,265.15,249.55,250.41,210.07,,,
2004-01-04 21:52:10.021000,L5,223.09,276.52,255.66,210.57,167.23,,264.22,247.75,247.35,198.56,,,
2004-11-10 22:04:11.885000,L5,242.16,269.22,247.70,185.06,,,,,,,,,
2005-01-29 22:05:29.709000,L5,264.82,265.15,272.64,233.93,165.99,,,,,,,,
2005-02-14 22:05:45.214000,L5,243.30,272.56,233.77,178.18,,,,,,,,,
2005-02-23 22:00:07.370000,L5,268.99,278.44,256.23,201.31,165.27,,,,,,,,
2005-09-19 22:01:08.704000,L5,279.51,269.85,245.67,191.88,165.50,,,,,,,,
2005-11-22 22:01:34.747000,L5,263.06,259.88,260.18,219.03,167.11,264.44,270.58,260.92,261.28,226.96,,,
2005-11-22 22:01:58.720000,L5,263.39,261.25,261.64,220.86,168.12,264.03,271.23,260.70,260.88,229.07,,,
2006-10-24 22:07:14.438000,L5,242.14,268.46,240.57,192.15,157.30,250.33,263.58,236.32,,,,,
2006-10-24 22:07:38.411000,L5,263.25,274.62,252.09,247.48,168.20,259.91,267.26,251.67,250.09,207.10,,,
2006-10-31 22:13:29.135000,L5,250.11,257.58,257.03,236.85,171.41,269.24,269.35,258.19,214.03,,,,
2007-02-04 22:14:09.375000,L5,242.99,280.41,258.05,212.69,160.58,260.39,269.68,257.45,251.22,232.22,,,
2008-10-29 21:56:36.227000,L5,247.36,269.37,242.10,208.40,,,,,,,,,
2008-10-29 21:57:00.343000,L5,251.44,268.43,243.34,209.74,,,,,,,,,
2009-01-24 22:04:30.805000,L5,230.33,258.49,244.02,183.41,163.15,251.06,273.92,189.41,,,,,
2010-02-21 22:03:56.549000,L5,267.41,270.87,255.01,190.25,160.38,250.25,267.37,255.80,264.40,,,,
2010-10-10 22:09:11.852000,L5,260.13,262.00,242.19,172.85,,251.63,258.42,262.02,238.10,,,,
2011-01-07 22:02:56.182000,L5,231.15,271.20,258.64,195.96,158.92,,252.59,248.75,243.47,,,,
2011-01-07 22:03:20.155000,L5,244.08,276.49,264.68,204.34,163.64,249.47,258.37,251.61,251.84,233.07,,,
2011-01-23 22:02:56.734000,L5,230.70,267.65,242.38,191.84,,250.10,263.55,247.21,244.83,,,,
2011-01-23 22:03:20.850000,L5,,,,,,241.61,264.39,248.43,248.77,,,,
2011-02-08 22:02:59.125000,L5,241.24,269.02,238.92,180.54,156.72,,,,,,,,
2013-09-16 22:21:09.463000,L8,319.00,305.18,242.49,311.47,309.98,298.64,299.74,295.86,279.86,,,,
2013-10-18 22:21:01.576000,L8,280.04,254.83,261.45,260.08,260.13,273.43,286.37,279.97,282.91,243.06,,,
2013-10-27 22:14:43.714000,L8,282.12,265.58,,,,268.13,282.77,281.19,280.87,213.93,,,
2013-11-03 22:20:56.205000,L8,290.47,274.43,281.96,308.97,298.04,295.46,295.31,294.90,298.65,300.72,299.70,284.09,318.08
2013-12-14 22:14:33.459000,L8,337.07,334.88,335.15,334.45,326.76,320.20,321.43,317.90,325.88,328.51,332.55,332.11,341.23
2013-12-14 22:14:57.422000,L8,337.61,336.17,335.89,334.57,329.42,320.73,321.81,318.77,326.51,329.62,333.72,332.44,341.52
2013-12-21 22:20:39.177000,L8,282.08,259.04,263.39,259.50,264.27,281.29,286.41,225.22,164.21,185.59,,,
2014-02-07 22:20:09.196000,L8,281.14,257.66,267.74,238.52,175.12,221.05,284.86,281.38,286.21,202.39,,,
2014-02-16 22:13:50.683000,L8,288.11,277.24,267.43,255.74,271.46,293.61,295.01,293.23,296.73,255.46,,295.56,308.36
2014-02-16 22:14:14.638000,L8,288.00,276.12,265.85,252.87,264.56,293.29,294.88,293.22,296.78,254.62,,,
2014-09-28 22:13:08.778000,L8,280.81,256.67,232.61,187.11,156.67,,,,,,,,
2014-09-28 22:13:32.732000,L8,281.95,261.15,235.22,196.59,162.01,,,,,,,,
2014-10-14 22:13:14.573000,L8,281.41,252.05,252.72,258.15,168.25,277.88,289.17,266.42,285.33,216.54,,,
2014-10-14 22:13:38.532000,L8,281.39,252.49,253.55,259.85,168.39,206.29,289.30,266.50,285.56,216.50,,,
2014-10-21 22:19:25.564000,L8,281.28,263.52,265.28,256.87,172.08,276.72,287.95,285.99,285.67,218.93,,,
2014-11-06 22:19:25.282000,L8,287.04,269.97,272.38,308.52,297.52,294.41,296.12,293.62,298.86,302.22,313.85,287.77,310.78
2014-11-15 22:13:13.466000,L8,270.33,265.49,254.26,245.66,178.99,268.53,281.09,255.24,263.71,,,,
2014-11-15 22:13:37.425000,L8,274.22,266.82,257.03,257.10,181.75,273.33,283.05,260.58,270.37,,,,
