dates,satname,nzd0360-0000,nzd0360-0020,nzd0360-0021,nzd0360-0022,nzd0360-0023,nzd0360-0024,nzd0360-0025,nzd0360-0026,nzd0360-0027,nzd0360-0028,nzd0360-0029,nzd0360-0030,nzd0360-0031,nzd0360-0032,nzd0360-0033,nzd0360-0034,nzd0360-0035,nzd0360-0036,nzd0360-0037,nzd0360-0038,nzd0360-0039,nzd0360-0040,nzd0360-0041,nzd0360-0042,nzd0360-0001,nzd0360-0002,nzd0360-0003,nzd0360-0014,nzd0360-0015,nzd0360-0016,nzd0360-0019,nzd0360-0043,nzd0360-0004,nzd0360-0005,nzd0360-0007,nzd0360-0008,nzd0360-0009,nzd0360-0011,nzd0360-0012,nzd0360-0013,nzd0360-0010,nzd0360-0044,nzd0360-0045,nzd0360-0018,nzd0360-0017,nzd0360-0006,nzd0360-0046,nzd0360-0054,nzd0360-0055,nzd0360-0056,nzd0360-0057,nzd0360-0058,nzd0360-0059,nzd0360-0047,nzd0360-0048,nzd0360-0049,nzd0360-0050,nzd0360-0051,nzd0360-0052,nzd0360-0053,nzd0360-0060,nzd0360-0061
2011-02-17 21:57:12.898000,L5,,,359.73,360.80,359.42,397.09,413.51,407.23,407.79,410.61,403.81,387.95,386.35,370.05,370.54,377.17,364.99,352.99,334.10,350.44,345.53,329.29,324.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-13 21:55:45.838000,L5,396.85,319.72,357.49,363.75,359.82,378.04,397.44,400.31,401.07,399.24,401.74,390.60,386.46,379.34,368.18,369.93,354.17,335.04,,,,,,,422.40,400.88,366.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-11 22:09:26.995000,L8,379.93,,,,345.80,422.99,394.97,401.58,397.58,388.18,383.89,368.59,362.16,354.34,353.25,356.03,348.47,329.46,,,,,,,378.73,405.37,401.75,,,,,,,,,380.82,322.49,386.58,,,326.09,,,,,,,,,,,,,,,,,,,,,
2013-05-13 22:09:11.169000,L8,357.14,346.06,338.06,363.14,346.91,375.38,395.00,395.16,390.60,382.35,376.86,368.12,365.14,359.67,355.40,356.52,347.47,334.12,331.15,329.07,328.83,320.37,,,391.29,392.92,,308.58,304.46,329.26,,,,,,,,,,,,,,,396.13,,,,,,,,,,,,,,,,,
2013-05-29 22:09:17.297000,L8,,340.26,340.98,362.29,345.71,380.66,402.94,393.17,389.79,380.42,378.89,372.44,363.00,358.69,357.67,358.19,345.29,330.11,333.88,335.75,332.20,,,,,,403.23,311.52,310.26,405.47,,,372.07,393.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30 22:09:11.994000,L8,344.35,,,,344.69,370.87,393.63,392.31,383.80,378.47,375.41,366.36,359.70,353.97,351.50,352.46,340.12,318.94,,,,,,,389.88,415.19,411.72,324.86,319.11,399.66,,,397.40,399.24,,392.57,393.33,,,,331.55,,,,,,,,,,,,,,,,,,,,,
2013-09-02 22:09:16.475000,L8,,348.94,352.84,364.38,353.08,416.64,410.45,409.60,396.37,387.87,394.57,373.89,370.73,363.43,364.72,367.33,352.99,325.29,,,,,,,,,,313.44,305.42,325.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-07 22:08:50.709000,L8,,344.00,349.78,366.59,352.58,381.77,402.33,391.34,384.24,374.22,374.82,368.87,363.15,356.80,350.64,353.52,344.46,328.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24 22:08:21.364000,L8,408.01,331.85,338.09,340.15,347.00,375.97,394.74,387.94,380.34,377.97,374.15,363.34,361.49,349.59,342.84,348.73,341.47,323.56,,,,,,,381.53,361.97,399.63,,,,,,,,,389.40,341.85,384.10,393.50,297.55,396.76,,,,,,,,,,,,,,,,,,,,,
2014-02-09 22:08:09.113000,L8,406.15,,,,345.24,370.55,398.60,383.78,385.20,379.85,371.63,364.47,357.14,346.91,350.52,347.41,340.41,322.52,,,,,,,365.74,415.77,406.10,,351.73,385.39,,,372.33,390.07,,,,,,,,,,405.12,402.69,,,,,,,,,,,,,,,,,
2014-03-13 22:07:45.256000,L8,405.32,,,,344.65,395.82,395.32,398.34,391.01,381.09,381.71,378.18,366.97,357.37,359.43,366.00,347.55,328.12,,,,,,,382.56,408.43,399.23,,,,,,,,,,,376.55,388.31,296.29,312.48,,,,,,,,,,,,,,,,,,,,,
2014-04-30 22:06:58.400000,L8,358.61,,,,337.17,361.43,385.27,382.31,383.72,373.69,367.90,358.31,355.72,347.61,347.99,348.92,337.62,320.75,,,,,,,367.20,348.52,330.00,336.03,313.37,400.81,,,293.43,323.89,,,,,,,,,,,408.05,,,,,,,,,,,,,,,,,
2014-05-16 22:06:45.666000,L8,,,,,,463.63,445.02,416.24,398.07,392.97,414.17,387.96,412.95,370.81,364.10,362.22,364.23,342.38,337.49,342.25,341.09,335.20,331.68,310.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-01 22:06:50.694000,L8,361.31,355.49,342.65,368.63,351.95,427.19,413.82,408.23,403.25,392.24,393.39,389.73,386.89,364.28,370.82,390.79,364.81,349.80,346.41,349.92,350.25,335.51,327.06,317.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03 22:07:01.995000,L8,,,339.29,363.54,344.62,381.49,397.86,394.65,391.55,378.80,374.40,366.54,362.39,357.25,356.10,352.58,344.16,323.99,,,,,,,,,407.71,333.94,315.23,405.46,,,386.72,395.06,285.97,393.68,363.38,422.20,,,324.59,,,,,,,,,,,,,,,,,,,,,
2014-08-04 22:07:14.381000,L8,357.55,,340.54,345.86,344.64,376.53,398.86,395.19,387.92,380.25,375.35,367.67,362.40,357.69,353.63,354.83,342.43,323.62,,,,,,,387.69,414.82,410.55,327.15,311.56,340.42,,,397.38,396.11,,399.40,349.26,421.39,,,326.30,,,,398.49,,,,,,,,,,,,,,,,,
2014-09-05 22:07:21.754000,L8,380.53,335.72,341.23,364.16,348.02,373.05,394.03,395.52,387.43,381.62,375.62,371.11,364.69,358.80,354.69,357.88,340.68,323.88,,,,,,,391.57,413.63,405.33,,,,,,371.25,392.60,,394.42,360.67,422.83,,,387.35,,,,,,,,,,,,,,,,,,,,,
2014-10-07 22:07:25.795000,L8,404.36,341.94,342.37,344.06,349.99,371.56,392.39,396.11,397.69,382.66,385.78,379.59,368.92,367.41,358.54,365.25,348.49,325.84,,,,,,,386.30,415.18,404.00,,,,,,,,,,,394.59,,,400.77,,,,,,,,,,,,,,,,,,,,,
2014-11-08 22:07:28.004000,L8,,420.81,428.70,368.90,454.60,465.29,450.18,446.18,442.12,385.84,382.65,374.69,367.98,361.34,364.09,361.01,345.60,335.46,331.97,332.29,334.24,324.52,,,,,,,,,437.80,,,,,,,,,,,,,436.06,,,,,,,,,,,,,,,,,,
2014-12-26 22:07:18.944000,L8,410.35,442.31,433.30,435.86,352.05,376.80,399.63,387.31,381.92,379.71,376.89,367.13,359.91,353.41,350.71,353.08,341.29,323.30,,,,,,,417.69,402.63,340.15,,,,,,,,,,,365.25,339.27,293.95,314.50,,,,,,,,,,,,,,,,,,,,,
2015-01-11 22:07:16.745000,L8,409.69,434.03,434.01,366.10,348.37,373.96,388.46,386.34,378.92,380.54,373.35,362.69,361.55,355.01,353.92,352.12,339.68,324.06,,,,,,,379.64,405.42,399.01,,,,448.04,,,,,383.01,316.15,374.40,,,367.06,,,,,,,,,,,,,,,,,,,,,
2015-01-27 22:07:11.201000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.27,397.58,,,,,,,,,,,,,,366.85,413.27,,,,,,,,,,,,,,,,,
2015-02-12 22:07:03.113000,L8,,335.40,346.33,367.31,349.44,419.64,398.10,392.74,382.18,382.31,380.05,369.62,361.04,356.11,355.35,354.34,344.07,330.00,,,,,,,380.77,401.22,390.20,,,,447.85,,,,,,,,,,,,,432.58,418.63,,,,,,,,,,,,,,,,,
2015-02-28 22:07:00.305000,L8,403.02,442.74,437.43,440.27,404.71,411.40,411.37,396.77,394.98,384.40,384.53,380.13,366.53,367.11,356.17,356.60,354.68,324.04,,,,,,,376.66,401.61,394.46,,,,402.84,,,,,,,372.72,372.63,296.73,310.57,,,,,,,,,,,,,,,,,,,,,
2015-04-01 22:06:37.659000,L8,397.56,443.69,432.26,436.48,348.25,418.59,400.98,392.69,383.76,383.35,377.23,372.61,366.86,363.55,353.24,353.99,354.03,325.04,,,,,,,404.62,399.55,391.30,,,,400.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19 22:06:16.557000,L8,,,336.25,339.20,346.22,365.60,388.95,392.80,387.43,378.89,371.64,364.28,359.92,359.07,356.64,355.02,342.14,321.44,,,,,,,,416.54,410.52,332.24,313.27,344.17,,,399.54,394.57,,,,,,,,,,,,315.34,,,,,,,,,,,,,,,,
2015-06-20 22:06:32.847000,L8,,,,,346.96,378.41,394.46,392.32,381.90,374.69,375.60,369.39,364.21,357.49,354.14,355.48,339.80,324.14,,,,,,,,,404.60,322.63,313.28,410.30,,,292.78,393.10,,373.55,387.54,,,,320.88,,,,,,,,,,,,,,,,,,,,,
2015-07-22 22:06:49.445000,L8,,,,,343.24,364.52,382.41,383.61,374.63,371.60,368.49,357.25,360.75,353.37,350.05,350.07,337.98,317.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-23 22:07:00.453000,L8,,,,,465.46,409.67,414.55,403.14,392.27,383.59,380.79,378.29,376.11,373.13,362.10,359.29,352.82,342.23,339.74,330.79,336.91,333.89,331.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08 22:07:06.448000,L8,377.53,,,,345.74,365.19,390.40,394.45,376.58,378.93,381.78,377.17,363.48,357.95,355.92,357.09,339.13,319.17,,,,,,,386.91,413.19,340.36,323.67,308.40,331.38,,,365.60,392.35,,391.84,387.24,420.39,,,330.80,,,,,,,,,,,,,,,,,,,,,
2015-09-24 22:07:13.635000,L8,,425.81,433.45,422.39,367.98,420.03,410.56,400.94,393.71,386.66,385.60,386.71,376.94,363.35,372.61,362.78,360.43,332.25,,,,,,,,,,,,,444.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-10 22:07:14.813000,L8,,,,,,,,,,,,,,,,445.13,430.23,411.53,404.44,416.31,391.56,415.07,390.32,379.96,,,,,,,,356.32,,,,,,,,,,354.10,341.07,,,,338.96,,,375.06,306.23,309.59,312.81,345.67,341.35,347.32,329.68,,,,329.28,336.75
2015-11-27 22:07:23.156000,L8,411.24,337.10,341.72,339.63,350.78,366.62,389.53,386.28,383.02,376.39,374.06,368.15,365.14,355.49,354.63,352.09,334.09,317.65,,,,,,,377.03,409.91,401.96,,,,,,368.25,387.48,,,,369.73,328.54,295.01,395.56,,,,,,,,,,,,,,,,,,,,,
2015-12-13 22:07:21.432000,L8,411.28,337.84,335.37,366.39,348.05,372.24,386.30,385.57,387.40,379.39,377.72,365.10,362.04,350.64,351.53,347.13,334.16,319.69,,,,,,,377.85,403.69,399.33,,,,404.84,,,,,,,335.20,322.88,,390.36,,,,,,,,,,,,,,,,,,,,,
2015-12-29 22:07:21.036000,L8,406.68,,,,343.90,363.59,380.76,384.34,374.79,373.24,365.77,354.13,352.40,353.58,340.95,340.31,338.60,323.20,,,,,,,369.87,414.70,406.92,,,,,,370.53,388.87,,384.99,334.60,376.84,344.85,299.22,409.51,,,,,,,,,,,,,,,,,,,,,
2016-02-15 22:07:09.441000,L8,,,,,347.63,370.93,389.53,387.40,382.28,381.88,378.15,370.33,359.37,354.62,355.85,352.93,340.15,326.87,,,,,,,,,,,,436.43,427.75,,,,,,,,,,,,,431.60,415.66,,,,,,,,,,,,,,,,,
2016-03-02 22:07:07.398000,L8,400.14,,,,345.43,364.93,388.38,387.68,378.05,382.24,374.99,365.95,351.10,352.86,352.41,349.62,340.38,323.93,,,,,,,376.62,409.40,401.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18 22:07:01.867000,L8,388.86,,,,341.21,363.78,396.50,391.59,384.36,380.57,371.08,368.28,362.83,349.05,348.81,341.54,339.52,320.94,,,,,,,325.50,414.06,405.38,,,,,,,,,387.87,354.25,384.06,,,389.09,,,,,,,,,,,,,,,,,,,,,
2016-04-19 22:06:46.856000,L8,372.35,345.73,394.76,442.04,426.09,425.13,394.16,396.71,387.17,384.22,382.64,379.56,366.66,361.95,354.91,353.72,344.06,322.87,,,,,,,384.29,384.81,401.37,312.33,305.18,327.63,,,370.94,389.22,,380.13,321.16,,,,,,,,373.14,,,,,,,,,,,,,,,,,
2016-05-05 22:06:50.290000,L8,360.54,,,,344.81,372.00,410.56,398.21,390.21,382.23,376.85,361.91,361.00,353.73,348.93,351.34,341.67,322.08,,,,,,,384.10,393.72,398.43,322.77,312.08,402.17,,,366.85,392.76,,329.39,357.01,415.72,344.36,301.08,312.22,,,,,,,,,,,,,,,,,,,,,
2016-06-06 22:06:54.973000,L8,,347.58,340.63,343.72,349.29,365.70,400.30,397.20,387.41,382.82,377.81,368.32,365.49,360.66,356.31,358.69,345.82,322.64,,,,,,,,,406.64,323.18,316.29,399.03,,,386.19,394.28,288.81,330.86,379.30,419.74,343.06,300.60,327.52,,,,,,,,,,,,,,,,,,,,,
2016-07-24 22:07:13.819000,L8,,348.50,341.77,366.09,350.71,369.94,397.36,392.23,383.62,376.61,373.08,367.32,365.49,361.46,354.72,357.71,351.21,325.79,,,,,,,,,,315.79,314.72,350.66,,,,,283.38,380.74,359.36,376.19,333.38,299.74,322.29,,,,,,,,,,,,,,,,,,,,,
2016-08-09 22:07:15.795000,L8,,,340.01,345.92,346.20,362.24,379.92,381.07,376.14,376.95,369.86,364.38,362.99,354.51,348.70,353.39,338.96,317.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-10 22:07:27.365000,L8,376.13,335.18,339.26,342.50,346.74,363.45,383.87,386.32,376.46,378.46,372.14,366.72,361.89,363.44,355.30,357.10,342.65,323.54,,,,,,,379.45,418.00,408.72,,,,,,371.47,391.95,,387.96,325.23,419.27,,,412.19,,,,,,,,,,,,,,,,,,,,,
2016-10-12 22:07:33.085000,L8,398.76,346.55,343.94,367.01,352.22,370.22,395.84,398.45,389.41,383.04,384.24,375.83,372.81,366.48,361.39,368.45,349.25,323.47,,,,,,,412.64,406.33,401.18,,,,427.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15 22:07:29.991000,L8,411.48,344.16,345.33,367.17,352.24,378.04,393.95,385.96,385.99,383.19,380.73,371.76,368.72,365.49,357.54,361.33,354.56,324.59,,,,,,,392.16,407.88,397.75,380.34,,,,,,,,,,333.48,312.96,356.48,312.98,,,,,,,,,,,,,,,,,,,,,
2017-01-16 22:07:22.953000,L8,401.25,,,,343.86,363.83,377.52,387.03,401.06,390.31,394.36,387.80,362.95,348.45,354.84,348.32,335.82,320.32,,,,,,,321.94,334.98,408.30,,,,,,375.89,390.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-05 22:07:02.841000,L8,392.32,,,,,360.28,376.18,377.55,370.68,368.78,364.75,355.08,353.37,346.30,343.46,343.99,337.46,318.76,,,,,,,359.83,349.31,408.91,,,,,,383.07,393.43,,,,395.92,,,401.58,,,,,312.11,,,,,,,,,,,,,,,,
2017-03-21 22:06:52.698000,L8,398.76,339.88,338.26,341.76,346.34,367.72,391.21,391.40,376.03,376.16,378.74,368.71,365.30,357.06,354.56,356.36,344.53,324.77,,,,,,,379.02,423.03,403.38,,,,,,366.35,391.53,,,,371.55,,,394.64,,,,,,,,,,,,,,,,,,,,,
2017-04-06 22:06:45.830000,L8,,,,,455.86,448.82,446.12,430.53,415.24,429.43,422.33,420.65,425.33,417.52,422.93,436.99,424.45,398.83,396.80,411.09,409.08,413.54,,386.01,,,,,,,,376.36,,,,,,,,,,357.93,357.76,,,,338.35,,,,,,,325.36,,,,,,,,
2017-04-22 22:06:36.244000,L8,368.95,,,,,365.03,397.61,390.32,384.93,378.45,376.69,365.63,362.61,356.84,354.51,353.80,341.67,324.00,,,,,,,383.83,425.16,407.68,,,,,,371.57,392.95,,386.21,340.31,420.73,,,409.80,,,,,,,,,,,,,,,,,,,,,
2017-05-08 22:06:35.164000,L8,361.57,,,,345.41,416.70,398.53,392.82,386.89,380.88,380.73,367.09,366.60,362.54,357.28,360.35,345.51,325.33,,,,,,,392.60,415.44,406.99,,436.44,405.51,,,369.62,391.64,,386.85,390.02,392.74,,,296.82,,,,,,,,,,,,,,,,,,,,,
2017-05-24 22:06:46.292000,L8,346.93,,,,338.20,368.01,395.35,389.23,376.84,376.12,369.58,359.19,358.72,352.72,347.36,349.67,338.28,320.83,,,,,,,381.51,378.46,339.01,,,,,,293.35,401.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-09 22:06:54.260000,L8,,355.43,343.69,370.68,425.32,420.53,412.86,417.54,390.11,390.01,413.50,419.55,424.60,,,417.25,362.11,361.16,341.52,362.08,416.01,,,,,,,,,,,,,,,,,,,,,,,,,,325.20,,,,,,,340.27,321.11,354.15,,,,,,
2017-08-28 22:07:19.886000,L8,386.43,349.26,380.77,348.76,347.79,390.44,393.56,386.08,385.08,377.18,379.53,366.32,366.75,363.89,359.50,359.59,353.57,329.19,,,,,,,,,,,439.03,326.75,,,,,,379.22,316.07,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31 22:07:31.844000,L8,404.92,343.52,341.14,363.52,348.17,372.48,398.75,389.52,388.40,382.53,380.41,372.17,367.61,360.36,355.64,360.18,342.41,323.04,,,,,,,384.56,408.24,401.14,,,,,,363.35,387.79,,378.56,342.11,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-02 22:07:22.770000,L8,410.50,342.96,341.65,365.04,348.03,383.60,398.12,394.30,386.17,382.60,375.29,378.64,365.42,366.31,355.33,360.95,353.89,325.26,,,,,,,386.32,405.58,400.05,,,,,,,,,,,371.61,317.53,297.45,388.15,,,,,,,,,,,,,,,,,,,,,
2018-01-19 22:07:14.526000,L8,412.62,345.28,353.34,369.80,351.08,389.77,398.79,389.18,383.40,379.60,376.35,369.57,365.33,361.22,359.32,364.86,350.48,334.84,,,,,,,397.72,404.31,401.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-20 22:07:00.077000,L8,394.78,,,,,365.91,379.68,376.50,360.18,359.40,364.32,351.86,352.90,350.69,344.19,347.58,335.57,318.28,,,,,,,373.55,352.06,411.49,,,,,,376.32,397.09,,,,,,,,,,,,316.93,,,,,,,,,,,,,,,,
2018-03-24 22:06:44.096000,L8,,429.12,434.31,423.40,403.11,414.67,408.21,401.24,399.72,393.56,387.06,378.80,375.98,372.17,370.25,366.83,362.49,349.43,343.97,346.21,342.06,340.76,337.30,319.78,,,,,,,438.65,,,,,,,,,,,,,438.36,,,,,,,,,,,,,,,,,,
2018-04-25 22:06:26.771000,L8,368.13,331.53,342.53,358.60,350.55,374.89,397.88,386.31,385.74,381.85,375.71,368.06,365.30,360.53,356.30,359.62,344.81,324.99,,,,,,,387.11,418.56,406.58,,436.64,336.81,,,391.58,394.30,,387.69,342.91,422.05,,,393.82,,,,375.45,,,,,,,,,,,,,,,,,
2018-05-27 22:06:04.650000,L8,410.22,439.60,433.57,429.01,360.54,420.88,459.30,447.96,433.62,428.38,441.09,415.75,426.85,416.52,373.39,373.39,370.84,351.91,348.13,347.92,349.26,347.25,344.08,326.97,,,,,,,445.27,307.51,,,,,,,,,,302.42,,442.24,,,,,,,,,,,,,,,,,,
2018-06-28 22:06:16.147000,L8,,436.78,445.63,443.58,439.59,424.12,408.10,399.99,398.33,386.59,386.92,384.00,376.88,374.75,372.03,371.75,358.57,345.54,336.89,340.33,339.82,333.35,331.38,,,,,313.33,304.55,330.44,447.43,,,,,,,,,,,,,433.59,415.95,,,,,,,,,,,,,,,,,
2018-08-31 22:06:47.157000,L8,,,,,346.55,395.56,400.57,386.08,383.05,380.44,375.63,370.02,367.25,364.74,360.12,364.55,349.34,332.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-02 22:06:59.122000,L8,,,,,342.35,417.16,411.95,399.39,397.60,393.01,404.89,394.06,400.00,387.51,372.32,378.24,370.14,388.10,423.47,410.68,409.55,440.29,,,,,402.81,,,,,,327.32,356.73,283.03,389.49,393.20,334.61,315.10,,398.00,,,,,,,,,,,,,,,,,,,,,
2018-10-18 22:07:05.594000,L8,403.64,,,,,386.72,398.94,384.35,380.30,380.06,373.76,370.89,368.34,359.61,357.49,364.50,349.87,332.21,,,,,,,387.41,407.42,402.79,,,,,,,,,380.58,340.91,375.87,327.62,307.16,386.65,,,,,,,,,,,,,,,,,,,,,
2018-11-03 22:07:09.298000,L8,402.76,,,,338.85,383.86,395.06,390.49,386.56,380.71,382.68,379.83,369.72,368.12,363.22,363.14,347.60,326.38,,,,,,,389.50,414.72,403.69,,,,,,,,,,,372.15,325.89,305.76,408.54,,,,,,,,,,,,,,,,,,,,,
2018-12-21 22:07:06.566000,L8,,345.87,355.24,359.23,363.57,380.24,400.52,390.44,382.14,380.57,379.96,368.63,366.03,359.77,359.83,366.56,348.65,333.78,,,,,,,,,,,,,,,,,,,,336.60,314.69,298.79,398.13,,,,,,,,,,,,,,,,,,,,,
2019-01-22 22:07:02.132000,L8,,,,,,,,379.64,385.11,382.00,381.14,373.05,375.41,340.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07 22:06:59.544000,L8,408.47,314.10,351.85,367.81,351.61,391.27,395.98,391.32,379.90,379.46,379.47,374.13,363.12,360.72,355.64,359.01,349.61,338.78,,,,,,,385.21,401.02,394.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27 22:06:47.460000,L8,406.13,351.51,419.33,370.78,368.00,401.61,403.83,388.57,389.72,388.86,389.14,372.56,377.84,373.78,365.71,368.09,366.08,354.66,347.05,344.25,345.34,330.69,329.48,315.75,404.75,387.76,400.60,,,,335.37,,,,,,,,,,,,,430.61,424.96,,,,,,,,,,,,,,,,,
2019-05-14 22:06:48.150000,L8,,342.27,334.82,362.83,349.00,374.72,395.40,390.74,377.42,379.17,376.71,367.65,364.39,358.05,354.42,365.22,345.61,326.46,,,,,,,,,,,,,,,373.22,392.20,283.43,382.10,359.63,383.39,326.01,307.14,326.23,,,,,,,,,,,,,,,,,,,,,
2019-05-30 22:06:57.095000,L8,410.33,446.97,436.09,437.60,432.85,426.59,407.81,401.40,399.94,392.18,391.29,385.08,378.30,376.44,373.04,375.44,362.65,357.54,344.60,347.68,343.72,343.07,337.33,323.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15 22:07:03.775000,L8,341.12,340.11,336.83,344.56,345.62,372.07,397.41,383.55,384.22,376.79,372.49,365.68,362.07,358.29,354.72,360.32,344.94,328.64,,,,,,,382.22,388.42,344.19,,434.80,399.54,,,298.15,,286.42,379.74,368.96,421.85,,,409.71,,,,,,,,,,,,,,,,,,,,,
2019-07-17 22:07:10.971000,L8,,430.06,437.84,421.48,430.78,422.10,414.25,401.49,395.72,390.27,388.38,377.33,378.36,370.42,372.09,380.27,363.98,352.34,341.04,340.30,350.68,345.59,341.42,322.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02 22:07:17.867000,L8,352.57,,,,342.66,368.37,388.05,390.67,384.51,379.14,377.44,368.26,361.33,356.88,353.54,364.85,344.72,327.37,,,,,,,388.92,385.53,346.42,,437.09,401.48,,,297.40,,284.37,385.99,365.13,420.04,,,398.70,,,,,,,,,,,,,,,,,,,,,
2019-08-18 22:07:23.116000,L8,,344.44,343.90,363.36,346.52,382.12,394.48,386.71,387.05,380.88,374.71,368.43,365.37,362.57,354.70,362.67,347.08,329.08,,,,,,,,,405.38,327.85,311.64,341.95,,,362.72,392.34,,382.25,337.25,384.42,324.28,306.05,318.74,,,,370.73,,,,,,,,,,,,,,,,,
2019-09-19 22:07:32.145000,L8,374.09,,335.83,343.03,347.26,367.90,385.24,376.63,366.25,371.62,366.52,361.75,358.81,351.35,348.43,353.79,338.00,321.18,,,,,,,385.41,421.05,408.49,,,,,,367.76,356.94,285.53,389.98,387.77,,,,,,,,,315.00,,,,,,,,,,,,,,,,
2019-10-05 22:07:36.198000,L8,393.79,,,,344.94,368.37,384.48,377.09,371.32,371.19,366.87,360.30,,,,,,,,,,,,,378.57,416.24,407.25,,,,,,372.23,393.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21 22:07:37.761000,L8,,,,,,,,,,361.17,360.99,350.38,351.84,346.63,334.23,346.10,329.82,,,,,,,,,,,,,,,,,,,,,,,418.59,,,,,,,,,,,,,,,,,,,,,,
2019-12-08 22:07:32.611000,L8,411.13,340.59,342.19,343.08,354.07,379.14,401.04,386.75,385.76,378.03,379.69,366.57,365.67,360.71,359.71,355.58,346.28,327.18,,,,,,,389.43,401.62,401.78,,,,441.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09 22:07:25.588000,L8,411.16,338.29,342.89,339.86,351.15,376.44,389.60,384.81,387.34,380.34,380.87,365.26,366.92,356.99,356.45,355.86,353.80,332.33,,,,,,,389.56,406.59,403.15,,,,,,,,,,,371.12,312.12,299.17,402.18,,,,,,,,,,,,,,,,,,,,,
2020-02-10 22:07:16.756000,L8,404.74,,,,345.89,372.65,381.77,381.50,372.86,370.00,368.64,363.41,363.66,352.81,353.33,358.66,342.16,325.01,,,,,,,379.59,410.31,400.75,,,,,,,,,,,364.65,320.52,303.42,379.75,,,,,,,,,,,,,,,,,,,,,
2020-02-26 22:07:12.690000,L8,,442.78,432.21,367.10,346.19,403.12,397.93,387.13,379.49,377.24,376.02,368.44,363.34,356.74,354.79,355.50,347.61,333.93,,,,,,,,,,,,,444.63,,,,,,,,,,,,,430.54,418.59,,,,,,,,,,,,,,,,,
2020-03-13 22:07:06.074000,L8,,338.89,340.25,368.33,422.05,391.18,392.67,386.70,383.75,380.71,372.61,369.69,363.97,358.49,364.35,358.05,346.18,333.20,,,,,,,,,,,,400.79,440.56,,,,,,,,,,,,,430.43,417.10,,,,,,,,,,,,,,,,,
2020-04-14 22:06:50.036000,L8,383.59,,,,345.67,385.56,386.31,376.40,372.26,377.03,379.28,354.07,365.24,358.45,357.42,356.05,352.52,332.55,,,,,,,388.17,399.88,,316.61,303.94,326.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16 22:06:39.488000,L8,351.23,,,,,,,381.40,375.07,375.91,366.71,360.99,357.20,351.10,349.68,351.00,345.36,326.21,,,,,,,365.90,374.59,404.45,,310.81,399.52,,,370.01,394.21,,380.69,365.81,384.03,,,385.33,,,,,,,,,,,,,,,,,,,,,
2020-06-01 22:06:44.481000,L8,,,338.32,361.91,346.34,371.67,394.41,380.01,368.45,372.40,369.92,359.11,357.77,352.25,352.11,353.29,347.86,330.77,,,,,,,,,,375.36,317.77,403.92,,,,,285.33,388.63,402.33,419.49,,,410.49,,,,,,,,,,,,,,,,,,,,,
2020-07-19 22:07:07.773000,L8,,,,,461.49,452.80,436.68,441.47,414.74,408.41,407.48,393.50,394.23,388.77,387.92,393.09,379.04,372.30,388.00,363.59,361.81,363.53,356.75,333.39,,,,,,,,328.43,,,,,,,,,,332.30,341.16,,,,,,,,,,,,,,,,,,,
