dates,nzd0360-0000,nzd0360-0020,nzd0360-0021,nzd0360-0022,nzd0360-0023,nzd0360-0024,nzd0360-0025,nzd0360-0026,nzd0360-0027,nzd0360-0028,nzd0360-0029,nzd0360-0030,nzd0360-0031,nzd0360-0032,nzd0360-0033,nzd0360-0034,nzd0360-0035,nzd0360-0036,nzd0360-0037,nzd0360-0038,nzd0360-0039,nzd0360-0040,nzd0360-0041,nzd0360-0042,nzd0360-0001,nzd0360-0002,nzd0360-0003,nzd0360-0014,nzd0360-0015,nzd0360-0016,nzd0360-0019,nzd0360-0043,nzd0360-0004,nzd0360-0005,nzd0360-0007,nzd0360-0008,nzd0360-0009,nzd0360-0011,nzd0360-0012,nzd0360-0013,nzd0360-0010,nzd0360-0044,nzd0360-0045,nzd0360-0018,nzd0360-0017,nzd0360-0006,nzd0360-0046,nzd0360-0054,nzd0360-0055,nzd0360-0056,nzd0360-0057,nzd0360-0058,nzd0360-0059,nzd0360-0047,nzd0360-0048,nzd0360-0049,nzd0360-0050,nzd0360-0051,nzd0360-0052,nzd0360-0053,nzd0360-0060,nzd0360-0061,satname
2023-08-05 22:06:59+00:00,,343.414,339.5133333333333,341.45500000000004,348.46999999999997,,,,,,,,,,352.32,357.8125,345.78333333333336,328.45285714285717,340.955,341.31166666666667,338.494,338.81,333.796,320.24333333333334,313.93,,316.36,314.5,303.81,328.14,,308.87,292.505,,289.71,,318.21,,317.14750000000004,307.905,,,,,,313.86,,,,,,,,,,,,,,,,,L9
2023-08-13 22:07:07+00:00,,343.812,339.745,343.9666666666667,348.3233333333333,,,,,,,,,,352.49333333333334,358.5475,346.3433333333333,328.25857142857143,339.09999999999997,339.8171428571428,336.72499999999997,336.2614285714286,331.22,320.24333333333334,313.93,,316.36,314.5,303.81,328.14,,308.87,292.505,,287.44666666666666,,318.21,,318.10499999999996,310.1975,,,,,,313.86,,,,,,,,,,,,,,,,,L8
2023-08-21 22:07:04+00:00,,343.82000000000005,339.39166666666665,346.51000000000005,348.4683333333333,,,,,,,,,,352.70142857142855,358.95875,345.425,327.5885714285714,339.09999999999997,339.8171428571428,336.72499999999997,336.2614285714286,331.22,320.24333333333334,313.93,,316.36,318.45500000000004,307.475,335.0,,308.87,292.505,,287.44666666666666,,318.21,,319.34999999999997,311.91333333333336,,,,,,313.86,,,,,,,,,,,,,,,,,L9
2023-08-29 22:07:14+00:00,,343.82000000000005,339.39166666666665,346.51000000000005,348.05428571428575,,,,,,,,,,352.5375,358.97,345.04714285714283,327.09375,339.09999999999997,339.8171428571428,336.72499999999997,336.2614285714286,331.22,320.24333333333334,313.93,,316.36,318.45500000000004,307.475,335.0,,308.87,292.94666666666666,,286.09749999999997,,318.21,,320.725,311.91333333333336,,,,,,313.86,,,,,,,,,,,,,,,,,L8
2023-09-06 22:07:14+00:00,,344.57666666666665,340.6257142857143,346.51000000000005,348.6425,,,,,,,,,,353.0888888888889,359.476,345.28,327.57444444444445,335.63428571428574,337.0028571428571,336.0157142857143,333.2657142857143,327.07,317.65999999999997,313.93,,316.36,318.45500000000004,307.475,335.0,,,292.94666666666666,,286.09749999999997,,318.21,,318.404,309.77750000000003,321.67,,,,,313.86,,,,,,,,,,,,,,,,,L9
2023-09-30 22:07:21+00:00,,344.3557142857143,341.88428571428574,348.2300000000001,349.27125,,,,,,,,,,354.1457142857143,360.1085714285714,346.7257142857143,328.64625,334.17833333333334,335.9216666666667,335.58,331.43,326.798,317.65999999999997,,,,318.45500000000004,307.475,335.0,,,294.94999999999993,,286.09749999999997,,318.21,,314.822,307.02,321.67,,,,,313.86,,,,,,,,,,,,,,,,,L8
2023-10-08 22:07:22+00:00,,344.67375,342.4075,346.90000000000003,349.6066666666667,,,,,,,,,,354.1457142857143,360.1085714285714,347.27875,328.6244444444444,333.92571428571426,335.21857142857147,334.89,330.4057142857143,325.60833333333335,317.65999999999997,,,,318.45500000000004,307.475,335.0,,,294.94999999999993,,286.09749999999997,,328.46500000000003,,314.08833333333337,306.67199999999997,321.67,,,,,313.86,,,,,,,,,,,,,,,,,L9
2023-10-24 22:07:27+00:00,,345.03875,343.5775,346.90000000000003,350.27888888888884,,,,,,,,,,354.97285714285715,360.6085714285714,347.93,328.4288888888889,334.46285714285716,335.5357142857143,334.9042857142857,330.29857142857145,325.60833333333335,317.65999999999997,,,,322.41,311.14,341.86,,,294.94999999999993,,285.45666666666665,,338.72,,314.21400000000006,306.74749999999995,321.67,,,,,313.86,,,,,,,,,,,,,,,,,L9
2023-11-09 22:07:24+00:00,,345.25111111111113,343.5775,347.63,351.063,,,,,,,,,,354.97285714285715,360.6085714285714,347.93,329.726,334.39125,335.685,334.90500000000003,329.9075,325.43,317.65999999999997,,,,322.41,311.14,341.86,,,294.94999999999993,,285.45666666666665,,338.72,,312.26000000000005,304.70799999999997,321.67,,,,,313.86,,,,,,,,,,,,,,,,,L9
2023-11-17 22:07:27+00:00,,345.25111111111113,343.5775,347.63,351.4745454545454,,,,,,,,,,355.4625,360.6085714285714,348.13800000000003,330.3390909090909,334.55444444444447,335.1144444444445,334.32,329.3411111111111,325.43,317.65999999999997,,,,322.41,311.14,341.86,,,294.94999999999993,,285.45666666666665,,338.72,,312.26000000000005,304.70799999999997,321.67,,,,,313.86,,,,,,,,,,,,,,,,,L8
2023-11-25 22:07:32+00:00,,345.25111111111113,343.5775,347.63,351.4745454545454,,,,,,,,,,355.4625,360.6085714285714,348.13800000000003,330.3390909090909,334.55444444444447,335.1144444444445,334.32,329.3411111111111,325.43,317.65999999999997,,,,322.41,311.14,341.86,,311.49,294.94999999999993,,285.45666666666665,,338.72,,312.26000000000005,304.70799999999997,321.67,310.4,,,,313.86,,,,,,,,,,,,,,,,,L9
2023-12-19 22:07:27+00:00,,345.61428571428576,345.39333333333326,347.63,352.098,,,,,,,,,,355.84142857142854,360.335,348.0577777777778,330.926,335.48375000000004,335.96000000000004,335.16875,330.1375,326.5033333333334,317.65999999999997,,,,322.41,311.14,341.86,,311.49,293.83,,282.48499999999996,,338.72,,312.0214285714286,304.79999999999995,321.67,310.4,,,,,,,,,,,,,,,,,,,,,L8
2024-01-12 22:07:30+00:00,,345.61428571428576,345.39333333333326,347.63,352.098,,,,,,,,,,355.84875,360.0414285714286,348.054,331.43545454545455,335.48375000000004,335.96000000000004,335.16875,330.1375,326.5033333333334,317.65999999999997,,,,322.41,311.14,341.86,,311.49,293.83,,282.48499999999996,,338.72,,312.0214285714286,304.79999999999995,321.67,310.4,,,,,,,,,,,,,,,,,,,,,L9
2024-01-28 22:07:30+00:00,,345.61428571428576,345.39333333333326,347.63,352.098,,,,,,,,,,355.74888888888887,359.06125,348.08363636363634,331.42249999999996,334.5425,334.3675,332.7475,325.57750000000004,323.75000000000006,315.07,,,,322.41,311.14,341.86,,311.49,293.83,,282.48499999999996,333.05,337.57500000000005,336.89,312.53125,304.91428571428565,321.67,310.4,,,,,,,,,,,,,,,,,,,,,L9
2024-02-05 22:07:19+00:00,,345.61428571428576,345.39333333333326,347.63,351.55454545454546,,,,,,,,,,355.254,358.8511111111111,348.355,332.09615384615387,334.08125000000007,332.96625,331.08625,322.80625,320.69500000000005,,,,,322.41,311.14,341.86,,311.49,293.83,,282.48499999999996,333.05,337.57500000000005,336.89,312.9144444444444,305.23375,321.67,310.4,,,,,,,,,,,,,,,,,,,,,L8
2024-02-13 22:07:29+00:00,,345.71333333333337,345.81399999999996,347.1766666666667,351.24636363636364,,,,,,,,,,354.573,358.0899999999999,348.07750000000004,331.9876923076923,334.95428571428573,333.2685714285714,331.5442857142857,323.06857142857143,321.4800000000001,,,,,322.41,311.14,341.86,,311.49,293.83,,282.05,333.05,337.57500000000005,336.89,313.0711111111111,305.20374999999996,319.6,310.4,,,,,,,,,,,,,,,,,,,,,L9
2024-02-29 22:07:23+00:00,,346.528,347.28,347.03,352.16999999999996,,,,,,,,,,354.47999999999996,357.34125,349.06,332.5683333333333,333.7075,332.25375,330.9825,322.55,321.4800000000001,,,,,,,,,311.49,,,,333.05,330.44,336.89,312.59,305.7522222222222,319.6,310.4,,,,,,,,,,,,,,,,,,,,,L9
2024-03-08 22:07:05+00:00,,345.72799999999995,347.0299999999999,347.03,352.09625,,,,,,,,,,354.10249999999996,356.38571428571424,349.79727272727274,333.06583333333333,334.9125,332.3775,330.73625,322.13,322.0100000000001,,,,,,,,,311.49,,,,333.05,330.44,336.89,313.02375,306.05,317.53,310.4,,,,,,,,,,,,,,,,,,,,,L8
2024-03-16 22:07:23+00:00,,345.72799999999995,347.0299999999999,347.03,352.09625,,,,,,,,,,354.2366666666667,356.38571428571424,349.43250000000006,332.7846153846154,334.9125,332.3775,330.73625,322.13,322.0100000000001,,,,,,,,,311.49,,,,333.05,330.44,336.89,313.94444444444446,307.03999999999996,321.87,310.4,,,,,,,,,,,,,,,,,,,,,L9
2024-04-17 22:07:03+00:00,,346.2366666666666,348.42,349.82,351.63000000000005,,,,,,,,,,353.90099999999995,356.13,348.98454545454547,333.2675,335.27,332.57428571428574,330.7342857142857,321.82571428571424,324.36,,,,,326.62,313.36,,,311.49,,,,333.05,326.3,336.89,315.0942857142857,307.6328571428571,319.5833333333333,310.4,,,,,,,,,,,,,,,,,,,,,L9
2024-05-03 22:06:49+00:00,,345.655,338.98,349.82,350.8771428571429,,333.06,,,,,,,,353.059,355.06749999999994,348.34,332.8441666666667,335.555,332.2866666666667,330.7966666666667,321.3016666666667,324.36,,,,,326.62,313.36,,,311.49,,,,333.05,326.3,336.89,317.7525,309.6025,319.5833333333333,310.4,,,,,,,,,,,,,,,,,,,,,L9
2024-05-11 22:06:27+00:00,,344.36,338.475,344.97,349.6085714285714,,333.06,,,,,,,,352.9127272727273,355.2777777777777,347.96166666666664,331.53,335.88800000000003,331.398,329.974,320.128,,,,,,326.62,313.36,,,311.49,,,,333.05,326.3,336.89,322.36,311.46714285714285,319.5833333333333,310.4,,,,313.66,,,,,,,,,,,,,,,,,L8
2024-05-19 22:06:42+00:00,,345.85,340.9066666666667,344.97,349.5185714285714,,333.06,,,,,,,,352.98454545454547,355.2777777777777,347.9166666666667,331.06583333333333,335.895,331.61,330.0575,318.9575,,,,,,326.62,316.46500000000003,,,311.49,,,,333.05,326.3,336.89,322.60333333333335,312.02125,321.29499999999996,310.4,,,,313.66,,,,,,,,,,,,,,,,,L9
2024-06-04 22:06:35+00:00,,345.85,340.9066666666667,344.97,349.5185714285714,,333.06,,,,,,,,352.98454545454547,355.2777777777777,347.9166666666667,331.06583333333333,335.895,337.5,336.07800000000003,325.892,353.37,333.07,,,,326.62,316.46500000000003,,,321.44,,,,333.05,326.3,336.89,322.60333333333335,312.02125,321.29499999999996,321.45,316.05,,,313.66,,,,,,,,,,,,,,,,,L9
2024-06-20 22:06:18+00:00,,345.85,340.9066666666667,344.97,349.05,,333.06,,,,,,,,352.979,355.51,348.51363636363635,331.2063636363636,335.895,342.1466666666667,340.865,330.89000000000004,349.93,332.28499999999997,,,,326.62,316.46500000000003,,,321.275,,,,333.05,326.3,336.89,324.105,312.9871428571429,321.29499999999996,319.11,316.05,,,313.66,,,,,,,,,,,,,,,,,L9
2024-06-28 22:06:31+00:00,,345.85,340.9066666666667,344.97,349.05,,333.06,,,,,,,,352.979,355.51,348.51363636363635,333.37833333333333,339.414,344.6242857142857,341.64285714285717,333.8457142857143,355.58,340.9766666666667,,,,326.62,316.46500000000003,,,323.24666666666667,,,,333.05,326.3,336.89,324.105,312.9871428571429,321.29499999999996,319.11,316.05,,,313.66,,,,,,,,,,,,,,,,,L8
2024-07-06 22:06:32+00:00,,345.85,342.595,344.97,349.5957142857143,,333.06,,,,,,,,353.46636363636367,356.47333333333336,348.41499999999996,332.98692307692306,339.414,344.6242857142857,341.64285714285717,333.8457142857143,355.58,340.9766666666667,,,,326.62,316.46500000000003,,,323.24666666666667,,,289.19,333.05,326.3,336.89,324.13444444444445,313.44625,322.11,319.11,316.05,,,313.66,,,,,,,,,,,,,,,,,L9
2024-08-23 22:06:59+00:00,,345.85,342.595,344.97,351.092,,333.06,,,,,,,,353.89,357.332,348.35375,332.59,339.32666666666665,348.634,345.622,340.226,355.58,346.2325,,,,326.62,316.46500000000003,,,327.3775,,,289.19,,316.17,,327.74333333333334,316.21,323.255,325.03,325.435,,,313.66,312.96,,,,,,,,,,,,,,,,L9
2024-08-31 22:07:03+00:00,,345.85,342.595,344.97,351.092,,333.06,,,,,,,,354.55,357.76750000000004,347.6214285714285,335.1666666666667,347.70666666666665,354.13199999999995,350.74,346.42400000000004,350.9475,342.178,,,,326.62,316.46500000000003,,,327.3775,,,289.19,,,,329.188,317.7275,323.255,325.03,325.435,,,313.66,312.96,,,,,,,,,,,,,,,,L8
2024-09-24 22:07:01+00:00,,347.34,343.34000000000003,344.525,351.09999999999997,,333.06,,,,,,,,354.055,357.872,346.21000000000004,334.14875,351.80499999999995,359.6425,355.9775,352.75,350.9475,342.178,,,,326.62,316.46500000000003,,,327.3775,,,289.19,,,,329.77000000000004,318.65000000000003,322.27,325.03,325.435,,,314.05,312.96,,,,,,,,,,,,,,,,L9
2024-10-10 22:07:10+00:00,,340.08,344.71166666666664,346.3433333333333,351.6271428571429,,333.06,,,,,,,,354.0642857142857,358.6566666666667,346.06857142857143,333.50444444444446,351.80499999999995,359.6425,355.9775,352.75,350.9475,342.178,,,,326.62,316.46500000000003,,,327.3775,,,289.19,,,,329.77000000000004,318.65000000000003,322.27,325.03,325.435,,,314.05,312.96,,,,,,,,,,,,,,,,L9
2024-10-18 22:07:18+00:00,,340.08,344.71166666666664,346.3433333333333,352.92,,333.06,,,,,,,,354.59499999999997,360.23499999999996,348.12,335.5655555555556,348.90333333333336,357.954,352.326,347.92199999999997,346.688,342.178,,,,,319.57,,,327.3775,,,289.19,,,,329.77000000000004,318.65000000000003,325.9,325.03,325.435,,,314.05,312.96,,,,,,,,,,,,,,,,L8
2024-11-11 22:07:15+00:00,,342.25,347.83,350.99333333333334,354.72166666666664,,,,,,,,,,356.904,363.26200000000006,349.8500000000001,337.37,344.725,353.95,348.785,344.12999999999994,346.688,342.178,,,,,319.57,,,327.3775,,,289.19,,338.68,,319.38,312.26666666666665,325.9,325.03,325.435,,,314.44,312.96,,,,,,,,,,,,,,,,L9
2024-12-13 22:07:21+00:00,,339.70500000000004,348.51666666666665,350.99333333333334,354.674,,,,,,,,,,356.21000000000004,363.26200000000006,349.92600000000004,338.2942857142857,342.04200000000003,349.26500000000004,343.945,338.79333333333335,340.218,344.455,,,,,,,,329.3566666666666,,,289.19,,338.68,,317.6566666666667,310.45,325.37,326.81999999999994,334.82,,,314.44,312.96,,,,,,,,,,,,,,,,L9
2025-01-06 22:07:18+00:00,,339.70500000000004,348.94499999999994,350.99333333333334,353.61400000000003,,,,,,,,,,355.3875,360.736,349.832,335.5,336.854,342.68,338.14000000000004,331.32500000000005,329.24,343.9799999999999,,,,,,,,339.77,,,,,338.68,,312.3333333333333,302.15999999999997,,336.87,334.82,,,314.44,312.96,,,,,,,,,,,,,,,,L8
2025-01-22 22:07:13+00:00,,339.70500000000004,348.94499999999994,350.99333333333334,352.58500000000004,,,,,,,,,,353.846,359.50333333333333,348.865,334.5728571428572,336.854,342.68,338.14000000000004,331.32500000000005,329.24,343.9799999999999,,,,,,,,339.77,,,,,338.68,,313.34749999999997,305.18333333333334,,336.87,334.82,,,314.44,312.96,,,,,,,,,,,,,,,,L8
2025-01-30 22:07:20+00:00,,339.70500000000004,348.94499999999994,350.99333333333334,352.08,,,,,,,,,,354.27666666666664,359.0014285714286,348.68142857142857,334.185,335.1516666666667,342.68,338.14000000000004,331.32500000000005,329.24,343.9799999999999,,,,,,,,339.77,,,,,338.68,,313.34749999999997,305.18333333333334,,336.87,334.82,,,314.44,312.96,,,,,,,,,,,,,,,,L9
2025-02-07 22:07:17+00:00,,339.70500000000004,348.94499999999994,350.99333333333334,352.08,,,,,,,,,,354.27666666666664,359.0014285714286,348.68142857142857,334.185,337.32428571428574,342.044,337.194,332.692,330.9925,339.53999999999996,,,,,,,,339.77,,,,,338.68,,313.34749999999997,305.18333333333334,,336.87,334.82,,,314.44,312.96,283.43,312.51,299.83,292.8,300.65,290.7,,,,,,,,,,L8
2025-02-23 22:07:07+00:00,,339.70500000000004,348.94499999999994,350.99333333333334,351.23,,,,,,,,,345.33,353.5585714285714,358.02,348.68142857142857,333.49666666666667,337.32428571428574,342.044,337.194,332.692,330.9925,328.30999999999995,,,,,,,,,,,,,338.68,,313.618,306.325,,,,,,314.44,,283.43,312.51,299.83,292.8,300.65,290.7,,,,,,,,,,L8
2025-03-19 22:07:06+00:00,,339.70500000000004,348.94499999999994,350.99333333333334,350.53666666666663,,,,,,,,,345.33,353.24875,357.4266666666667,347.35125,331.36125000000004,335.19166666666666,339.395,333.3325,328.3875,328.97333333333336,330.66,,,,,,,,,,,,,334.12,,314.95,307.54,,,,,,314.44,,283.43,312.51,299.83,292.8,300.65,290.7,,,,,,,,,,L9
2025-04-12 22:06:48+00:00,,346.59,,358.92,349.8428571428571,,,,,,,,,345.33,353.25499999999994,357.74,348.20666666666665,334.60714285714283,335.44714285714286,338.878,332.96799999999996,327.76,327.4075,330.66,,,,,,,,,,,,,334.12,,313.09599999999995,307.54,,,,,,,,283.43,312.51,299.83,292.8,300.65,290.7,,,,,,,,,,L8
2025-05-06 22:06:54+00:00,,346.59,,358.92,347.78999999999996,,,,,,,,,348.725,352.8457142857143,356.54999999999995,345.97333333333336,331.7242857142857,334.1716666666667,335.7975,331.78,327.5475,326.66,330.66,,,,,,,,,,,282.27,,334.12,,313.09599999999995,307.54,,,,,,,,283.43,312.51,299.83,292.8,300.65,290.7,,,,,,,,,,L9
2025-05-14 22:06:38+00:00,,,,,346.3333333333333,,,,,,,,,349.01,351.40000000000003,354.59,344.365,330.69428571428574,334.568,336.42,332.0133333333333,328.34,326.66,330.66,,,,,,,,,,,282.27,,329.56,,315.275,308.365,,,,,,309.76,,283.43,312.51,299.83,292.8,300.65,290.7,,,,,,,,,,L8
2025-05-22 22:06:43+00:00,,344.75,342.67,,346.46857142857147,,,,,,,,,349.01,351.60375,354.5211111111111,344.7557142857143,330.51,334.568,336.42,332.0133333333333,328.34,326.66,330.66,,,,,,,,,,329.82,287.17999999999995,,329.56,,317.83000000000004,310.474,,,,,,309.76,,283.43,312.51,299.83,292.8,300.65,290.7,,,,,,,,,,L9
2025-05-30 22:06:42+00:00,,350.09000000000003,344.70500000000004,,346.98375,,,,,,,,,349.01,352.0588888888889,354.70099999999996,345.5475,330.6433333333333,334.30833333333334,335.5225,331.595,327.385,326.66,330.66,,,,314.38,313.15,,,,,329.82,287.17999999999995,,329.56,,317.83000000000004,310.474,,,,,,309.76,,283.43,312.51,299.83,292.8,300.65,290.7,,,,,,,,,,L8
2025-06-07 22:06:40+00:00,,350.09000000000003,344.70500000000004,,347.8388888888889,,,,,,,,,349.01,352.0588888888889,355.26545454545453,346.3833333333333,332.431,335.72285714285715,337.322,333.402,329.464,328.5675,330.66,,,,314.38,313.15,,,,,329.82,287.17999999999995,,329.56,,317.83000000000004,310.474,,,,,,309.76,,283.43,312.51,299.83,292.8,300.65,290.7,,,,,,,,,,L9
2025-07-25 22:07:06+00:00,,350.09000000000003,344.70500000000004,,347.9342857142857,,,,,,,,,349.01,352.2571428571428,355.89222222222224,346.65142857142854,333.09999999999997,340.9766666666667,342.378,338.80199999999996,336.24,334.7675,328.645,,,,314.38,313.15,,,316.48,,329.82,287.17999999999995,,329.56,,321.4533333333334,313.68666666666667,,312.25,,,,309.76,,283.43,312.51,299.83,292.8,300.65,290.7,,,,,,,,,,L9
2025-08-02 22:07:09+00:00,,350.09000000000003,344.70500000000004,,347.7483333333334,,,,,,,,,349.01,351.56166666666667,355.88,346.49666666666667,333.3328571428571,344.5183333333334,342.378,339.5333333333333,337.8866666666667,334.33,328.645,,,,314.38,313.15,,,316.48,,329.82,287.17999999999995,,329.56,,321.4533333333334,313.68666666666667,,312.25,,,,309.76,,283.43,312.51,299.83,292.8,300.65,290.7,,,,,,,,,,L8
2025-08-10 22:07:16+00:00,,350.09000000000003,344.70500000000004,,347.7483333333334,,,,,,,,,349.01,351.56166666666667,355.88,346.49666666666667,333.3328571428571,343.44,343.128,340.91,338.16833333333335,333.626,326.63,,,,314.38,313.15,,,316.48,,329.82,287.17999999999995,,329.56,,321.4533333333334,313.68666666666667,,312.25,,,,309.76,,,,,,,,,,,,,,,,,L9
2025-08-26 22:07:21+00:00,,350.09000000000003,344.70500000000004,,348.242,,,,,,,,,350.85,352.024,356.5557142857143,347.38428571428574,334.48999999999995,342.2371428571428,342.445,340.4742857142857,337.08,332.49333333333334,326.63,,,,314.38,313.15,,,316.48,,329.82,287.17999999999995,,329.56,,324.83000000000004,315.655,,312.25,,,,309.76,,,,,,,,,,,,,,,,,L9
2025-10-29 22:07:29+00:00,,350.91333333333336,344.70500000000004,,350.624,,,,,,,,,350.85,353.69399999999996,356.81333333333333,349.7642857142857,333.61,341.36,342.26500000000004,341.04571428571427,337.1271428571428,332.2833333333333,326.63,,,,314.38,313.15,,,316.48,,329.82,287.17999999999995,,,,328.05,318.91,,312.25,,,,309.76,,,,,,,,,,,,,,,,,L9
2025-11-06 22:07:31+00:00,,350.8625,347.28000000000003,,352.806,,,,,,,,,349.58,354.95799999999997,357.31800000000004,350.6857142857143,334.9342857142857,340.58875,342.09285714285716,340.1825,335.98375,330.88,326.63,,,,314.38,313.15,,,316.48,,329.82,292.09,,,,328.05,318.91,,312.25,,,,309.76,,,,,,,,,,,,,,,,,L8
2025-11-14 22:07:36+00:00,,350.8625,347.28000000000003,,352.806,,,,,,,,,,356.2175,358.76000000000005,352.0566666666667,337.46714285714285,340.06888888888886,341.50875,339.6622222222222,334.98555555555555,330.56874999999997,326.63,,,,314.38,313.15,,,316.48,,329.82,292.09,,,,328.05,318.91,,312.25,,,,,,,,,,,,,,,,,,,,,L9
