dates,nzd0438-0000,nzd0438-0001,nzd0438-0002,nzd0438-0003,nzd0438-0004,nzd0438-0005,nzd0438-0006,nzd0438-0007,nzd0438-0008,nzd0438-0009,nzd0438-0010,nzd0438-0011,nzd0438-0012,nzd0438-0013,nzd0438-0014,nzd0438-0015,nzd0438-0016,nzd0438-0017,nzd0438-0018,nzd0438-0019,nzd0438-0020,nzd0438-0021,nzd0438-0022,nzd0438-0023,nzd0438-0024,nzd0438-0025,nzd0438-0026,nzd0438-0027,nzd0438-0028,nzd0438-0029,nzd0438-0030,nzd0438-0031,nzd0438-0032,nzd0438-0033,nzd0438-0034,nzd0438-0035,nzd0438-0036,nzd0438-0037,nzd0438-0038,nzd0438-0039,nzd0438-0040,nzd0438-0041,nzd0438-0042,nzd0438-0043,nzd0438-0044,nzd0438-0045,nzd0438-0046,nzd0438-0047,nzd0438-0048,nzd0438-0049,nzd0438-0050,nzd0438-0051,nzd0438-0052,nzd0438-0053,nzd0438-0054,nzd0438-0055,nzd0438-0056,nzd0438-0057,nzd0438-0058,nzd0438-0059,nzd0438-0060,nzd0438-0061,nzd0438-0062,nzd0438-0063,nzd0438-0064,nzd0438-0065,nzd0438-0066,nzd0438-0067,nzd0438-0068,nzd0438-0069,nzd0438-0070,nzd0438-0071,nzd0438-0072,nzd0438-0073,nzd0438-0074,nzd0438-0075,nzd0438-0076,nzd0438-0077,nzd0438-0078,nzd0438-0108,nzd0438-0109,nzd0438-0110,nzd0438-0111,nzd0438-0112,nzd0438-0113,nzd0438-0114,nzd0438-0115,nzd0438-0116,nzd0438-0117,nzd0438-0118,nzd0438-0119,nzd0438-0120,nzd0438-0121,nzd0438-0122,nzd0438-0123,nzd0438-0124,nzd0438-0125,nzd0438-0126,nzd0438-0127,nzd0438-0128,nzd0438-0129,nzd0438-0130,nzd0438-0131,nzd0438-0132,nzd0438-0133,nzd0438-0134,nzd0438-0135,nzd0438-0136,nzd0438-0079,nzd0438-0080,nzd0438-0081,nzd0438-0082,nzd0438-0083,nzd0438-0084,nzd0438-0085,nzd0438-0086,nzd0438-0087,nzd0438-0088,nzd0438-0089,nzd0438-0090,nzd0438-0091,nzd0438-0092,nzd0438-0093,nzd0438-0094,nzd0438-0095,nzd0438-0096,nzd0438-0097,nzd0438-0098,nzd0438-0099,nzd0438-0100,nzd0438-0101,nzd0438-0102,nzd0438-0103,nzd0438-0104,nzd0438-0105,nzd0438-0106,nzd0438-0107
2014-10-21 22:20:13+00:00,208.53,202.875,213.93,196.83999999999997,214.635,216.09,211.675,213.515,212.08666666666667,207.70000000000002,197.97,201.27,203.3,238.885,244.41,268.53,269.58,277.2033333333333,265.98,268.95666666666665,270.15000000000003,267.385,257.93833333333333,270.4125,277.3066666666667,286.86999999999995,295.2933333333333,297.49333333333334,284.41333333333336,291.75333333333333,281.38,290.14000000000004,276.2233333333333,280.73333333333335,281.29,279.43666666666667,260.55,287.81333333333333,277.7375,289.37333333333333,287.7966666666667,279.315,286.125,287.98749999999995,292.4225,311.32666666666665,303.93333333333334,301.5466666666667,265.524,263.162,263.242,292.5466666666667,293.67,283.48,282.4225,300.98,286.83500000000004,298.64,275.148,300.32666666666665,289.98,303.5233333333333,295.6466666666667,308.25666666666666,307.74333333333334,302.2733333333333,284.64500000000004,280.105,285.4575,293.60749999999996,282.76800000000003,308.0733333333333,253.49,225.39,227.075,210.70499999999998,222.73333333333335,190.92,235.575,,,237.79,244.09,253.265,279.51,289.4,292.24,292.64,316.06666666666666,309.62333333333333,300.3,299.41,309.225,308.655,302.5,290.8333333333333,287.04,289.23333333333335,292.8333333333333,280.3925,282.4925,291.48,272.65333333333336,282.81333333333333,287.14,283.8533333333333,307.29,321.8,204.5,214.905,168.385,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-06 22:20:13+00:00,201.07666666666668,205.00333333333333,215.76666666666665,197.14333333333332,221.28333333333333,219.0,214.29666666666665,215.06000000000003,211.8425,204.62,198.5375,201.625,204.245,233.87,240.73666666666668,267.2725,267.9225,274.46500000000003,266.83,269.03,271.19,269.72200000000004,262.42857142857144,271.95,276.1625,286.7725,291.3225,295.6725,284.2025,288.73,280.2575,287.3175,279.5575,282.37,276.9675,279.7925,264.078,286.325,279.88800000000003,287.4875,288.615,282.76599999999996,289.048,287.74399999999997,291.73,307.09000000000003,303.97,300.5325,271.6,267.09833333333336,267.1466666666667,288.4275,290.435,283.11199999999997,281.70799999999997,296.5825,288.202,296.28249999999997,276.76,299.065,291.0575,300.1825,296.20500000000004,305.47249999999997,302.08,298.09499999999997,282.024,280.398,283.226,292.798,285.2666666666667,308.0733333333333,253.53,231.08666666666667,228.34666666666666,221.66333333333333,225.5975,186.51,236.47333333333336,,234.58,235.97,243.85500000000002,266.06666666666666,291.08,303.77,303.45500000000004,300.29333333333335,312.9525,307.8875,299.3675,298.52250000000004,303.93,308.4266666666667,299.91,288.1975,284.46500000000003,287.5775,291.21,281.422,282.178,289.615,272.925,280.3925,284.6425,282.07,303.19,318.35,204.11666666666667,217.4766666666667,167.08,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-24 22:20:05+00:00,197.03,205.805,217.1425,206.71249999999998,225.59,222.025,216.32999999999998,216.88,211.49,204.68,197.95999999999998,199.86333333333334,204.13,230.7725,244.7375,265.51599999999996,266.68,271.354,266.03000000000003,267.67600000000004,270.21000000000004,269.79,271.94666666666666,272.81666666666666,276.976,285.38599999999997,290.598,291.97799999999995,281.21999999999997,285.732,279.532,284.45,278.772,280.212,274.928,277.196,265.445,283.87,278.005,285.164,286.434,283.235,288.68666666666667,288.70166666666665,291.9066666666667,304.52799999999996,302.32,299.794,287.848,282.546,282.3,287.88,289.128,283.38166666666666,282.69,294.784,288.3966666666667,295.16999999999996,282.878,298.054,292.65,300.002,296.438,304.648,300.81399999999996,296.038,281.84000000000003,280.38,282.56,291.055,294.448,301.65,251.6975,234.38,228.555,220.65,225.68800000000002,186.596,236.47333333333336,,233.58,235.0975,243.85500000000002,267.85249999999996,288.58,300.20666666666665,299.95,299.05,310.83000000000004,307.17600000000004,298.586,297.724,301.16999999999996,310.155,299.77,286.82800000000003,283.73400000000004,286.882,290.972,281.315,280.8666666666667,285.838,272.074,277.11199999999997,281.758,280.15999999999997,300.125,321.04333333333335,204.11666666666667,217.4766666666667,167.08,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31 22:26:11+00:00,197.03,205.805,217.1425,206.71249999999998,225.59,222.025,216.32999999999998,216.88,215.88000000000002,201.3025,198.01749999999998,208.64249999999998,213.3775,227.425,251.1725,267.666,270.36199999999997,270.696,266.328,269.384,275.41400000000004,272.2033333333333,275.5466666666667,277.1116666666666,282.66999999999996,289.976,289.21999999999997,289.488,283.53000000000003,283.03000000000003,284.23400000000004,286.81000000000006,285.212,282.48199999999997,273.844,280.065,270.47499999999997,283.77,275.3666666666667,285.474,287.12399999999997,285.3533333333333,290.1333333333333,284.13800000000003,289.942,302.655,308.174,304.93199999999996,295.4866666666667,289.095,287.145,295.222,285.0625,277.8,288.22999999999996,297.338,293.86500000000007,295.505,282.878,297.09749999999997,301.556,307.296,296.1,299.9,301.12199999999996,298.034,282.31166666666667,279.78833333333336,276.855,286.73499999999996,298.4433333333333,303.9825,251.6975,234.38,228.555,220.65,231.81799999999998,184.898,236.47333333333336,,233.58,233.92999999999998,243.85500000000002,267.85249999999996,288.58,300.20666666666665,299.95,303.77,311.95799999999997,309.526,302.87,300.498,304.93,313.002,302.092,291.33399999999995,284.75,287.102,292.576,279.77,279.15500000000003,286.196,274.896,274.154,285.008,281.752,301.886,323.3,204.11666666666667,217.4766666666667,167.08,350.44,333.36,305.72,287.79,294.46,268.5,326.28,341.59,342.17,322.52,,,282.44,257.39,,,,,,,,,,295.45,305.84,302.93
2015-02-10 22:19:50+00:00,200.708,206.206,215.888,205.362,226.18200000000002,221.398,216.85999999999999,217.344,214.62333333333333,202.202,197.47,206.346,211.704,225.846,247.542,265.3733333333333,268.37833333333333,269.3383333333333,265.75666666666666,268.10166666666663,273.975,278.055,281.56333333333333,283.825,282.3233333333333,287.8183333333333,287.315,287.0916666666667,281.665,280.93833333333333,282.4216666666667,283.7466666666667,282.15666666666664,279.7083333333333,272.5783333333333,277.658,277.775,281.9216666666667,282.17,284.21,285.75333333333333,292.65833333333336,297.515,292.094,296.43600000000004,301.084,307.34166666666664,304.93199999999996,306.66,297.654,295.846,295.222,285.0625,285.364,295.1233333333334,295.67333333333335,299.7266666666667,294.14,288.798,296.63,300.09166666666664,306.97833333333335,296.39,298.86,299.9166666666667,296.82666666666665,289.1933333333333,286.1516666666667,283.02500000000003,292.2116666666667,304.06,302.084,253.03000000000003,235.63199999999998,228.69400000000002,220.156,227.795,185.58166666666668,236.47333333333336,,233.58,233.6975,242.52333333333334,277.1133333333333,288.58,300.20666666666665,299.95,302.02,310.18333333333334,308.99333333333334,301.6166666666666,299.50666666666666,302.27666666666664,312.8016666666667,301.7733333333333,290.02166666666665,284.0783333333333,286.94166666666666,292.41333333333336,287.04833333333335,283.3016666666667,284.18666666666667,274.7316666666666,273.245,283.03833333333336,280.28,301.8883333333333,324.806,204.11666666666667,217.4766666666667,167.08,350.44,333.36,305.72,287.79,294.46,268.5,326.28,341.59,342.17,322.52,,,282.44,257.39,,,,,,,,,,295.45,305.84,302.93
2015-02-17 22:25:59+00:00,199.25333333333333,204.36833333333334,215.1783333333333,202.99833333333333,226.0583333333333,220.94833333333335,216.94333333333336,217.04333333333332,213.49285714285716,201.80499999999998,197.345,205.07333333333335,210.65666666666667,225.61333333333334,245.36666666666667,263.51142857142855,266.8014285714286,267.74857142857144,264.69,266.9085714285714,272.2014285714286,276.2442857142857,280.0257142857143,282.24999999999994,281.31,285.81857142857143,285.80571428571426,286.30428571428575,279.61428571428576,278.88714285714286,280.34000000000003,280.9071428571429,279.71428571428567,278.8542857142857,270.95285714285717,275.7816666666667,276.2528571428571,280.13571428571424,280.5514285714286,282.03285714285715,284.31142857142856,290.11857142857144,294.6842857142857,290.825,295.19,299.815,304.96000000000004,303.30833333333334,304.65000000000003,296.5333333333333,292.87166666666667,294.1266666666666,284.30600000000004,286.84499999999997,294.5614285714286,294.4585714285714,298.01142857142855,294.135,287.4783333333333,294.9833333333333,298.1457142857143,304.4871428571428,295.865,297.6333333333333,297.75714285714287,295.0828571428571,286.9842857142857,284.75428571428574,282.3357142857143,290.41,301.92,298.3516666666667,254.84333333333333,238.68999999999997,230.25666666666666,224.70166666666668,228.71714285714285,185.07857142857142,236.47333333333336,231.94,233.41666666666666,233.9,241.7625,275.14,286.455,297.3875,298.5025,302.3328571428571,309.2714285714286,309.93857142857144,302.75142857142856,299.5285714285714,301.18,312.3514285714286,300.1485714285714,288.33714285714285,282.9585714285714,285.9971428571429,291.36285714285714,286.61285714285714,283.05428571428575,282.40142857142854,273.45,272.11571428571426,280.96999999999997,278.82142857142856,300.2285714285714,323.39166666666665,204.11666666666667,217.4766666666667,167.08,350.44,333.36,305.72,287.79,294.46,268.5,326.28,341.59,342.17,322.52,,,282.44,257.39,,,,,,,,,,295.45,305.84,302.93
2015-02-26 22:19:46+00:00,198.04714285714286,202.3685714285714,214.44285714285712,200.34714285714287,226.8957142857143,220.50142857142856,215.51285714285714,216.56857142857143,212.30875,199.89000000000001,196.84857142857143,203.8742857142857,209.57285714285715,225.06571428571428,243.72714285714284,262.735,265.6775,266.26125,264.0425,266.32124999999996,271.245,275.09875,279.03249999999997,281.4,280.74875,284.4025,284.425,284.57500000000005,278.12125000000003,277.76875,279.30625,278.79625000000004,277.89874999999995,277.375,270.10125,274.3985714285714,275.4425,279.1275,279.44,281.1875,283.31624999999997,288.745,292.5825,290.46999999999997,294.2042857142857,298.7728571428571,303.56125,302.4042857142857,303.14571428571435,295.64142857142855,290.9214285714286,292.1142857142857,283.71333333333337,285.69142857142856,293.02250000000004,293.15625,296.07625,292.7728571428571,287.04857142857145,294.82857142857137,297.4,303.54125,296.3757142857143,297.76714285714286,297.0175,294.13875,286.02375,283.98375,282.35875,289.94500000000005,301.5175,296.4185714285714,254.84714285714287,238.70999999999998,230.22142857142856,223.95857142857145,228.64,185.49625,236.47333333333336,231.94,232.47750000000002,234.09166666666667,241.71599999999998,274.284,285.216,295.23199999999997,297.432,301.25625,308.535,309.475,302.03749999999997,298.88375,301.00374999999997,313.0225,300.08,287.15625,282.1625,285.115,290.25,285.65125,282.05,281.3475,272.5575,271.1,279.3925,277.47249999999997,301.98625,324.69571428571425,204.11666666666667,217.4766666666667,167.08,350.44,333.36,305.72,287.79,294.46,268.5,326.28,341.59,342.17,322.52,,,282.44,257.39,,,,,,,,,,295.45,305.84,302.93
2015-03-14 22:19:35+00:00,198.06428571428572,205.0442857142857,214.98857142857145,202.10142857142856,231.68285714285713,221.14428571428567,218.03857142857143,218.43,212.5275,201.04857142857142,196.70714285714286,203.22857142857143,209.75285714285715,224.87428571428572,245.48833333333332,263.56000000000006,266.38142857142856,265.41375,263.54625,266.07624999999996,271.54625,274.66375,279.49875,280.57,280.4375,283.93375,284.35875,284.6175,278.25125,278.215,279.54,279.17125,278.46625,277.75624999999997,271.04125,275.7557142857143,280.40999999999997,279.54625,279.84375,282.22625,283.2475,289.20375,292.11625000000004,290.4428571428571,293.9785714285714,298.96714285714285,303.96999999999997,302.5885714285714,304.2442857142857,295.9585714285714,289.86857142857144,292.9171428571429,282.94666666666666,285.81714285714287,293.16375,292.77500000000003,295.745,292.08285714285716,286.77000000000004,294.62,297.45,303.44000000000005,297.2628571428572,298.31714285714287,297.32,294.17125,286.14375,284.76125,282.90500000000003,290.035,301.27375,297.31,254.53714285714287,242.29714285714286,231.0842857142857,225.46142857142857,225.39499999999998,185.07375,232.56333333333336,231.94,231.01399999999998,233.5633333333333,240.942,274.308,284.748,297.102,297.528,306.05499999999995,309.11375000000004,313.48375,303.10499999999996,304.05499999999995,302.51125,317.505,304.28375,286.9171428571429,282.94,286.07142857142856,291.2042857142857,285.86625,281.8275,281.82875,273.56374999999997,271.15,279.08,277.37625,301.795,324.31374999999997,204.88,217.64333333333335,166.10666666666665,350.44,333.36,305.72,287.79,294.46,268.5,326.28,341.59,342.17,322.52,,,282.44,257.39,,,,,,,,,,295.45,305.84,302.93
2015-04-15 22:19:22+00:00,197.0925,204.06875,214.19,201.52249999999998,227.86124999999998,220.34875,217.685,218.45375,211.82666666666668,201.9075,196.56,202.47125,209.055,224.36875,243.69285714285712,261.93,268.40999999999997,263.79,264.4866666666667,265.63444444444445,272.01222222222225,275.36888888888893,280.4777777777778,280.84555555555556,280.66333333333336,283.63111111111107,284.2144444444445,284.8555555555556,279.7933333333333,277.02,280.0711111111111,277.75666666666666,277.8744444444444,276.8511111111111,269.8511111111111,274.22,279.0733333333333,278.2933333333333,279.8888888888889,282.68111111111114,284.2888888888889,288.4144444444444,291.1622222222222,290.09749999999997,294.38,298.23375,303.7288888888889,301.905,304.95875,295.48625,288.3625,293.80375,285.1457142857143,286.46625,292.0155555555556,292.6433333333333,295.82666666666665,292.59375,286.69375,295.33,296.5711111111111,303.7688888888889,297.02875,297.97625,296.72222222222223,294.05333333333334,285.4166666666667,284.8622222222223,283.04,290.78555555555556,300.8833333333333,299.11,254.01125000000002,242.68875,231.0325,228.43,222.99777777777777,185.23666666666665,225.5575,231.94,231.01399999999998,233.5633333333333,240.942,273.03000000000003,284.305,296.765,297.56,304.9188888888889,308.80888888888893,311.74666666666667,302.5988888888889,304.0577777777778,303.5077777777778,316.31999999999994,303.2633333333334,286.3325,282.07875,285.84375,291.85749999999996,286.68666666666667,283.77444444444444,282.6244444444444,273.74111111111114,271.17777777777775,278.5655555555556,277.74111111111114,302.5211111111111,323.48333333333335,203.6525,217.495,166.10666666666665,350.44,333.36,305.72,287.79,294.46,268.5,326.28,341.59,342.17,322.52,,,282.44,257.39,,,,,,,,,,295.45,305.84,302.93
2015-05-01 22:19:12+00:00,192.95428571428573,202.09428571428572,212.8885714285714,200.4842857142857,226.53857142857143,220.28714285714287,217.11857142857144,218.0171428571429,211.4925,201.03714285714287,196.28857142857143,202.47125,209.055,224.36875,243.69285714285712,258.5657142857143,265.68571428571425,260.14750000000004,263.80125000000004,264.18,270.93125,272.95,279.17875000000004,279.77875,281.03625000000005,281.505,282.77000000000004,282.98,277.365,274.38625,278.71999999999997,273.8725,277.395,275.98,267.97375,269.81428571428575,279.6175,270.45222222222225,280.02250000000004,280.26750000000004,282.67375,286.37875,285.24111111111114,287.2885714285714,290.9,293.94999999999993,302.06375,301.5257142857143,303.85857142857145,294.8985714285714,280.64625,291.9971428571429,284.56333333333333,279.95,289.31000000000006,289.90125,288.4111111111111,283.76875,280.765,287.45,292.75222222222226,303.25374999999997,296.7514285714286,296.5442857142857,295.76125,287.34777777777776,282.16,277.9944444444444,277.5822222222222,288.5575,299.40999999999997,296.0971428571429,254.09,243.21142857142857,230.87142857142857,230.8242857142857,222.13125000000002,185.53,221.72333333333336,231.94,231.01399999999998,233.5633333333333,240.942,266.65142857142854,284.305,296.765,297.56,306.10875,308.40125,312.02000000000004,302.57125,304.04375000000005,301.61375,316.92125,303.71875,285.58714285714285,280.34857142857146,284.89142857142855,285.3825,285.98125,281.985,280.15749999999997,272.63125,269.82375,275.1875,277.4825,302.535,323.69374999999997,207.39333333333335,218.03333333333333,164.655,350.44,333.36,305.72,287.79,294.46,268.5,326.28,341.59,342.17,322.52,,,282.44,257.39,,,,,,,,,,295.45,305.84,302.93
2015-05-24 22:25:14+00:00,194.2028571428571,201.13857142857142,211.59428571428572,200.86142857142858,221.78428571428574,219.34857142857143,217.50428571428571,218.69,211.20125000000002,203.31857142857143,195.80714285714285,202.11,208.83375,224.185,244.63285714285715,258.2214285714286,264.8642857142857,258.91125,263.03875,263.41375,269.24125000000004,271.9475,277.605,282.7925,285.01,279.445,281.28,279.81374999999997,275.33375,274.57875,278.655,272.75,274.9975,273.43874999999997,268.5414285714286,267.97333333333336,281.98,269.02625,281.765,282.27125,285.34125,284.92285714285714,283.30375,289.8414285714286,293.21999999999997,294.8657142857143,301.64375,307.12857142857143,304.1716666666667,294.94571428571425,279.7857142857143,292.8585714285714,285.115,279.79625,290.43874999999997,289.8325,287.0422222222222,282.27250000000004,280.70625,286.0025,292.0377777777778,303.24,295.9328571428572,296.07714285714286,296.4875,287.0711111111111,283.53625,277.70444444444445,278.19888888888886,289.0025,299.94500000000005,296.17,252.40142857142857,238.86142857142858,230.67857142857142,231.05714285714288,218.90375,188.44625,198.20333333333335,231.94,230.12249999999997,233.81,240.2725,262.4816666666666,285.41666666666663,298.23333333333335,300.82666666666665,307.1325,312.53375,313.3542857142857,307.805,309.1675,305.645,319.1975,306.78375,291.4114285714286,280.95000000000005,285.2716666666667,284.90625,287.51750000000004,282.13714285714286,285.45,272.77750000000003,270.0625,277.81625,282.4475,306.29749999999996,324.95,209.41500000000002,215.74,164.84,350.44,333.36,310.56500000000005,297.46000000000004,310.03,307.23,326.28,341.59,342.17,322.52,,,282.44,257.39,,,,,,,,,,295.45,305.57,298.755
2015-07-11 22:25:41+00:00,195.755,199.96,209.98166666666668,195.1016666666667,218.99666666666667,217.39000000000001,216.68333333333337,218.08166666666668,206.57833333333335,203.05166666666665,195.83333333333334,197.59333333333336,204.275,221.56999999999996,234.858,255.032,262.684,256.79166666666663,256.16285714285715,255.74142857142854,260.0571428571429,264.24857142857144,271.0942857142857,281.17333333333335,282.7816666666667,275.4266666666667,275.525,275.5233333333333,272.83666666666664,272.11,274.58666666666664,266.89166666666665,269.0016666666667,269.0233333333333,264.27799999999996,268.206,280.77000000000004,258.8328571428571,279.5416666666667,280.7216666666667,285.51000000000005,273.71666666666664,271.3057142857143,289.23333333333335,293.2916666666667,294.96333333333337,297.82,304.54200000000003,298.555,289.966,267.73333333333335,277.855,276.21999999999997,274.77625,279.0842857142857,285.91666666666663,277.65875,276.27500000000003,276.33125,279.305,280.285,290.06428571428575,295.6933333333333,295.1983333333333,291.0266666666667,277.7025,278.9266666666667,269.11875,270.895,288.6066666666667,297.27500000000003,292.8633333333333,253.43500000000003,237.96166666666667,230.9283333333333,233.29833333333332,214.15333333333334,188.51999999999998,198.20333333333335,231.94,229.30333333333328,234.14249999999998,240.2725,260.33599999999996,285.784,299.264,302.404,306.51500000000004,309.83500000000004,311.834,306.86833333333334,309.495,305.38333333333327,318.975,305.705,288.776,277.40000000000003,282.415,280.1116666666667,286.2716666666667,281.71799999999996,285.59666666666664,271.545,268.765,275.34333333333336,279.07666666666665,308.41999999999996,323.63,209.41500000000002,215.74,164.84,,,315.41,307.13,325.6,345.96,,,,,,,,,,,,,,,,,,,305.3,294.58
2015-08-21 22:19:45+00:00,191.78249999999997,199.1925,209.3475,194.8675,214.99750000000003,216.68750000000003,215.94000000000003,218.4375,206.10500000000002,203.17249999999999,195.75,197.4225,203.805,221.35999999999999,235.59333333333333,256.30333333333334,265.8733333333334,254.99749999999995,248.795,248.24833333333333,253.44500000000002,258.455,265.8,284.11750000000006,285.2175,275.4275,266.562,274.11249999999995,274.3425,273.90000000000003,276.57749999999993,267.2625,262.844,261.406,264.6466666666666,268.86666666666673,285.8775,250.48833333333334,282.6325,284.3675,289.625,266.86600000000004,262.00333333333333,291.385,295.4125,295.37750000000005,298.2675,306.88000000000005,299.87333333333333,289.725,262.52833333333336,269.7783333333333,269.82666666666665,266.8342857142857,270.33166666666665,285.24499999999995,271.51,267.8214285714286,271.5057142857143,271.39,274.14428571428573,281.50166666666667,295.84250000000003,296.24749999999995,291.8675,271.4685714285714,280.0125,262.35571428571427,264.7242857142857,290.98,299.08000000000004,295.75,249.585,233.2875,229.5625,233.54500000000002,210.7475,190.015,198.20333333333335,,227.40999999999997,234.42999999999995,240.87500000000003,258.115,287.21,301.8475,304.46500000000003,310.40250000000003,313.475,312.4100000000001,309.07500000000005,315.69,312.17249999999996,323.1,310.9125,294.06333333333333,276.32000000000005,281.595,270.37,287.61000000000007,283.8866666666666,291.9375,272.4000000000001,264.168,277.57750000000004,282.86749999999995,314.5875,323.6666666666667,209.41500000000002,215.74,164.84,,,315.41,307.13,325.6,345.96,,,,,,,,,,,,,,,,,,,305.3,294.58
2015-09-06 22:19:50+00:00,192.1525,202.4025,211.2225,198.7,210.7375,217.1,219.2525,220.51749999999998,207.4625,208.7375,197.125,198.01,204.195,221.635,234.54333333333332,256.75333333333333,264.83,254.47000000000003,247.43666666666664,247.165,252.4566666666667,258.27500000000003,265.8666666666666,283.985,284.9425,275.3175,264.51250000000005,273.60249999999996,275.375,273.97999999999996,276.42,268.3433333333333,262.2575,267.16400000000004,272.66,274.23,286.18999999999994,250.92166666666665,283.2525,291.78749999999997,295.7875,267.59399999999994,263.8283333333333,298.85,308.6525,296.3300000000001,309.53499999999997,310.4725,305.08,296.5575,259.19,267.726,267.642,264.84499999999997,267.948,285.6466666666666,269.67333333333335,267.32,270.88000000000005,270.0342857142857,273.4271428571429,280.52,294.3825,307.38,296.8775,273.3857142857143,288.82750000000004,262.31857142857143,264.40285714285716,290.1225,296.82,296.6275,248.7725,232.23499999999999,228.2575,239.34,203.9125,193.385,190.4575,,225.16,233.81,240.22,253.86666666666665,289.52666666666664,306.9266666666667,308.2366666666667,315.96333333333337,322.17,321.96333333333337,318.84499999999997,325.63,317.685,325.8925,314.8725,303.5933333333333,287.43,295.41499999999996,276.128,296.5325,293.64,301.46500000000003,280.75,270.506,286.015,288.965,315.17499999999995,319.24,209.41500000000002,215.74,164.84,,,315.41,307.13,325.6,345.96,,,,,,,,,,,,,,,,,,,305.3,294.58
2015-09-13 22:26:05+00:00,192.49666666666667,201.00666666666666,212.17,199.20999999999995,205.76333333333332,217.5,219.21,221.17333333333332,208.15,209.9766666666667,197.2566666666667,198.42999999999998,204.07333333333335,222.02666666666667,234.54333333333332,260.4975,264.83,253.63333333333335,244.712,243.80599999999998,249.16600000000003,261.1083333333333,269.95,292.3825,291.27000000000004,283.27,261.5833333333333,274.0233333333333,277.0833333333333,272.9733333333333,277.3766666666667,268.155,258.5566666666667,266.2075,274.255,272.83000000000004,278.8299999999999,246.19400000000002,285.6066666666666,296.3766666666666,302.01000000000005,264.22999999999996,260.008,303.50666666666666,314.5466666666666,296.94500000000016,313.78666666666663,315.06,309.85,298.97,254.4675,263.1875,263.9575,261.26,264.21999999999997,287.2149999999999,267.13,272.34285714285716,268.4266666666667,267.09166666666664,270.7966666666667,277.716,303.3925,313.7425,298.23999999999995,271.15333333333336,292.2366666666667,259.35,261.715,291.0566666666667,296.4866666666667,298.9066666666667,247.91333333333333,230.6933333333333,228.33333333333334,245.70000000000002,204.3166666666667,195.01666666666665,179.82333333333335,,,,,247.50999999999996,295.7049999999999,311.01500000000004,329.02666666666664,315.78000000000003,328.5575,324.14,329.6625,325.40999999999997,327.03499999999997,324.265,309.38,306.105,291.2166666666667,295.41499999999996,281.54833333333335,304.3125,306.27666666666664,307.6675,289.4525,275.828,294.37,302.145,316.68666666666667,316.84,199.97,217.05,,332.52,297.18,306.73,304.25,330.59000000000003,347.34000000000003,353.53,358.24,347.71,287.5,248.99,189.47,285.65,291.02,283.94,288.51,,282.97,,288.55,304.55,324.96,,,305.3,310.27
2015-10-08 22:20:00+00:00,192.49666666666667,201.00666666666666,212.17,199.20999999999995,205.76333333333332,217.5,219.21,221.17333333333332,208.15,209.9766666666667,197.2566666666667,198.42999999999998,204.07333333333335,222.02666666666667,234.54333333333332,260.4975,264.83,253.63333333333335,244.712,243.80599999999998,249.16600000000003,261.1083333333333,277.82714285714286,296.736,291.27000000000004,295.806,261.5833333333333,274.0233333333333,277.0833333333333,272.9733333333333,277.3766666666667,268.155,258.5566666666667,266.2075,274.255,272.83000000000004,278.8299999999999,246.19400000000002,285.6066666666666,296.3766666666666,302.01000000000005,264.22999999999996,260.008,303.50666666666666,314.5466666666666,296.94500000000016,313.78666666666663,315.06,309.85,298.97,254.4675,263.1875,263.9575,261.26,264.21999999999997,287.2149999999999,267.13,272.34285714285716,268.4266666666667,267.09166666666664,270.7966666666667,277.716,303.3925,313.7425,298.23999999999995,271.15333333333336,292.2366666666667,259.35,261.715,291.0566666666667,296.4866666666667,298.9066666666667,247.91333333333333,230.6933333333333,228.33333333333334,245.70000000000002,204.3166666666667,195.01666666666665,179.82333333333335,,,,,247.50999999999996,295.7049999999999,311.01500000000004,329.02666666666664,315.78000000000003,327.882,324.14,331.12,325.40999999999997,330.07599999999996,324.265,309.38,306.105,291.2166666666667,295.41499999999996,281.54833333333335,304.3125,306.27666666666664,307.6675,289.4525,275.828,294.37,302.145,316.68666666666667,316.84,199.97,217.05,,332.52,297.18,306.73,304.25,330.59000000000003,347.34000000000003,353.53,358.24,347.71,287.5,248.99,189.47,285.65,275.845,270.995,281.615,,287.875,,293.275,304.55,324.96,,,305.3,310.27
