dates,satname,nzd0438-0000,nzd0438-0001,nzd0438-0002,nzd0438-0003,nzd0438-0004,nzd0438-0005,nzd0438-0006,nzd0438-0007,nzd0438-0008,nzd0438-0009,nzd0438-0010,nzd0438-0011,nzd0438-0012,nzd0438-0013,nzd0438-0014,nzd0438-0015,nzd0438-0016,nzd0438-0017,nzd0438-0018,nzd0438-0019,nzd0438-0020,nzd0438-0021,nzd0438-0022,nzd0438-0023,nzd0438-0024,nzd0438-0025,nzd0438-0026,nzd0438-0027,nzd0438-0028,nzd0438-0029,nzd0438-0030,nzd0438-0031,nzd0438-0032,nzd0438-0033,nzd0438-0034,nzd0438-0035,nzd0438-0036,nzd0438-0037,nzd0438-0038,nzd0438-0039,nzd0438-0040,nzd0438-0041,nzd0438-0042,nzd0438-0043,nzd0438-0044,nzd0438-0045,nzd0438-0046,nzd0438-0047,nzd0438-0048,nzd0438-0049,nzd0438-0050,nzd0438-0051,nzd0438-0052,nzd0438-0053,nzd0438-0054,nzd0438-0055,nzd0438-0056,nzd0438-0057,nzd0438-0058,nzd0438-0059,nzd0438-0060,nzd0438-0061,nzd0438-0062,nzd0438-0063,nzd0438-0064,nzd0438-0065,nzd0438-0066,nzd0438-0067,nzd0438-0068,nzd0438-0069,nzd0438-0070,nzd0438-0071,nzd0438-0072,nzd0438-0073,nzd0438-0074,nzd0438-0075,nzd0438-0076,nzd0438-0077,nzd0438-0078,nzd0438-0079,nzd0438-0080,nzd0438-0081,nzd0438-0082,nzd0438-0083,nzd0438-0084,nzd0438-0085,nzd0438-0086,nzd0438-0087,nzd0438-0088,nzd0438-0089,nzd0438-0090,nzd0438-0091,nzd0438-0092,nzd0438-0093,nzd0438-0094,nzd0438-0095,nzd0438-0096,nzd0438-0097,nzd0438-0098,nzd0438-0099,nzd0438-0100,nzd0438-0101,nzd0438-0102,nzd0438-0103,nzd0438-0104,nzd0438-0105,nzd0438-0106,nzd0438-0107,nzd0438-0108,nzd0438-0109,nzd0438-0110,nzd0438-0111,nzd0438-0112,nzd0438-0113,nzd0438-0114,nzd0438-0115,nzd0438-0116,nzd0438-0117,nzd0438-0118,nzd0438-0119,nzd0438-0120,nzd0438-0121,nzd0438-0122,nzd0438-0123,nzd0438-0124,nzd0438-0125,nzd0438-0126,nzd0438-0127,nzd0438-0128,nzd0438-0129,nzd0438-0130,nzd0438-0131,nzd0438-0132,nzd0438-0133,nzd0438-0134,nzd0438-0135,nzd0438-0136
2020-09-19 22:20:15.764000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.79,282.67,253.39,230.39,225.18,194.81,,,,,,221.70,243.93,244.89,243.98,235.97,196.32,251.49,284.69,180.93,312.31,315.48,295.01,313.65,327.86,270.07,274.53,250.80,234.62,229.71,245.19,245.45,222.19,225.01,226.99,224.57,174.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.19,233.82,263.40,272.69,275.82,285.02,286.65,290.02,293.16,280.53,273.66,256.30,287.08,291.20,291.17,250.86,255.64,273.29,273.41,256.88,256.57,253.70,259.06,270.50,303.75,309.50,256.28
2020-10-21 22:20:19.635000,L8,179.56,178.47,185.36,184.52,211.52,220.66,242.79,247.21,231.94,216.28,205.27,240.07,234.43,235.48,242.13,248.08,249.23,249.77,247.31,249.38,250.40,251.51,256.76,255.53,254.10,253.53,251.62,252.87,252.68,252.48,249.81,249.69,247.94,252.66,255.95,256.53,261.25,262.89,267.40,269.20,272.13,269.81,275.87,275.98,274.21,283.77,287.35,288.52,293.31,281.35,279.69,279.33,276.85,275.48,277.81,280.57,279.70,285.29,281.55,293.15,291.06,294.48,296.99,293.03,285.76,279.13,269.11,272.18,270.50,251.63,282.39,290.27,256.06,247.27,256.70,252.98,264.09,219.21,228.60,225.68,232.90,173.90,,,,,,,,,,,,,,,,,,,,,,,,346.43,354.74,349.89,354.35,351.66,355.60,365.28,375.77,375.74,372.97,293.70,292.52,293.05,297.03,290.00,285.95,290.13,303.31,295.24,277.62,273.52,278.71,292.42,283.87,278.58,273.02,264.97,264.98,267.29,268.80,299.73,319.67
2021-02-17 22:26:14.043000,L8,,,,176.25,189.25,217.35,242.49,241.75,233.16,227.61,206.76,239.50,237.33,237.12,242.81,250.39,251.15,251.57,249.54,252.15,250.33,252.45,262.12,261.03,260.20,258.80,258.35,256.98,258.34,259.38,255.09,257.00,256.05,257.40,258.35,263.66,265.67,272.16,271.47,273.88,271.66,275.09,274.41,276.49,276.61,279.47,285.49,286.13,284.35,283.17,278.26,281.84,282.18,277.61,275.47,279.85,280.60,285.41,283.78,294.97,292.69,299.17,301.65,294.30,285.93,278.35,265.04,265.76,261.18,249.23,276.63,289.16,238.84,248.30,267.35,268.01,268.78,202.42,236.77,225.69,265.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.66,242.16,276.50,282.37,294.17,294.88,297.87,302.09,305.81,295.50,293.95,294.71,316.20,296.61,279.47,276.39,276.64,286.37,281.84,282.74,279.96,269.46,266.53,269.42,271.42,306.95,337.73
2021-03-30 22:19:46.369000,L8,,,,179.22,188.41,207.43,238.05,236.13,211.09,227.46,203.45,211.18,232.82,233.62,237.46,248.62,247.42,250.69,247.50,250.38,250.67,249.82,260.59,266.10,256.71,281.49,284.30,271.26,256.20,266.67,251.66,258.73,274.52,255.73,256.52,261.59,264.27,276.42,265.15,278.18,284.75,290.92,296.81,280.58,276.85,295.16,284.81,283.34,304.91,289.01,291.03,290.72,305.97,298.62,285.04,289.08,289.88,283.12,284.33,286.89,296.42,296.92,295.41,293.97,281.11,274.93,286.42,266.71,302.70,272.92,299.08,287.87,251.11,260.13,273.28,276.22,270.08,253.48,255.99,259.52,278.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.53,234.81,271.54,278.52,288.84,294.56,293.37,296.73,300.06,294.21,290.88,312.62,307.99,294.87,282.57,282.33,281.82,288.31,285.91,297.59,301.99,274.69,270.61,265.07,260.13,292.22,318.83
2021-05-17 22:19:36.460000,L8,,,,,,,,,,,,,,,,,,209.19,216.07,174.64,212.37,203.16,,,,,,,,,,,,,,,221.12,214.54,231.82,226.01,192.51,227.01,202.10,233.16,223.65,235.55,229.86,242.25,234.30,246.17,234.16,236.57,231.09,242.72,232.71,237.31,247.65,247.41,237.38,237.72,240.55,205.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.33,234.30,234.29,,246.69,231.53,223.88,,,,,
2021-05-24 22:25:51.409000,L8,,,,,,,,,,,,,,,,,,205.59,213.14,206.76,215.18,199.63,221.79,207.13,214.04,,,,,,,,,,,,222.51,222.48,230.07,212.07,223.01,238.36,223.02,233.38,236.91,237.86,238.51,242.99,236.17,245.81,231.44,240.53,232.88,245.45,241.21,240.69,249.65,246.85,248.50,244.32,251.72,246.83,242.11,244.33,177.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.22,240.86,242.42,250.08,237.85,,,,,,,,,,,,,,249.40,235.24,223.66,215.69,,,,
2021-06-02 22:19:45.042000,L8,,,,,,,,,,,,,,,,,,206.11,214.78,205.38,212.66,,,,,,,,,,,,,,,,,,,,199.94,225.46,204.54,234.06,223.46,234.83,236.21,,,228.11,184.15,226.47,232.68,235.87,231.10,233.62,246.22,241.03,243.33,236.80,246.63,237.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.63,232.94,223.57,,,,,
2021-06-18 22:19:50.783000,L8,,,,,,,,,,,,,,,,,,212.50,217.19,217.49,215.92,222.24,225.44,218.55,220.25,,,,,,,,,,,,229.12,220.68,235.58,231.95,230.42,233.43,243.45,237.69,237.97,241.91,243.57,246.16,242.48,248.68,245.36,245.23,247.14,245.75,239.38,244.00,256.46,250.62,247.10,253.78,250.66,255.46,246.58,250.04,241.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-11 22:26:04.912000,L8,,,,,,,,,,,,,,,,,,204.51,213.34,209.13,178.84,199.95,221.65,,,,,,,,,,,,,,224.12,218.12,224.66,216.54,220.42,231.47,220.57,232.04,228.53,236.76,237.08,242.87,234.98,244.20,235.10,229.85,228.62,239.07,233.43,235.86,246.46,246.70,242.94,243.37,246.14,244.49,234.96,239.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.52,233.12,219.39,,,,,
2021-08-12 22:26:18.451000,L8,238.86,240.84,237.33,,,,,198.59,214.92,228.46,347.68,347.27,339.46,338.73,333.72,259.32,257.59,305.82,310.03,307.34,309.21,299.27,310.62,308.66,315.49,305.63,319.20,310.96,309.53,315.35,316.98,320.31,324.80,332.72,339.12,263.64,266.72,276.24,293.53,307.80,304.43,302.08,323.43,318.35,320.12,331.23,344.21,341.02,325.22,322.73,315.12,310.84,278.47,275.79,278.71,282.92,286.59,288.31,361.78,366.41,354.54,355.34,336.75,333.71,296.45,282.34,268.78,263.98,265.18,260.11,288.93,295.30,261.13,261.11,270.37,267.14,271.38,256.87,248.19,261.65,,,,,,,,,,,,294.45,273.62,250.45,248.59,,,261.71,268.00,272.38,279.35,,,,313.70,315.39,329.22,326.52,326.25,331.25,334.75,241.33,272.90,280.27,290.44,295.38,293.74,300.98,306.68,298.28,297.97,341.73,334.51,322.10,306.56,294.96,290.02,291.35,309.98,305.81,280.66,270.20,269.08,271.39,279.04,315.06,326.15
2021-09-13 22:26:27.233000,L8,351.73,351.27,359.28,,,,,325.83,347.44,342.28,335.63,326.14,328.11,327.64,325.13,325.52,299.55,306.33,296.42,319.74,306.80,319.21,316.78,322.09,315.15,325.22,324.33,312.83,271.81,286.18,301.28,312.09,293.04,312.13,296.21,266.34,273.50,284.96,297.54,311.40,316.73,324.30,317.27,294.25,277.67,281.56,286.72,290.26,273.81,271.94,270.36,266.53,269.24,266.41,284.15,308.58,282.83,286.50,285.02,292.81,294.91,309.98,321.71,332.82,336.65,271.59,268.28,266.50,274.11,271.12,291.70,289.66,263.45,260.11,273.17,276.10,275.14,196.02,238.09,183.80,,,,,,,,,,,,,,,,254.99,253.35,258.78,268.83,276.05,,,,,,,,337.03,324.41,326.93,324.08,335.12,270.47,275.59,287.21,295.92,289.60,295.62,300.97,293.78,290.14,296.84,312.19,301.90,313.44,304.30,326.53,312.37,327.39,316.27,305.81,303.79,305.92,304.20,271.67,321.78,336.23
2021-09-29 22:26:31.350000,L8,423.36,437.00,437.40,418.71,426.78,418.25,404.53,390.81,391.57,375.65,361.79,363.40,363.87,365.81,361.65,365.15,357.72,358.43,353.56,346.87,341.84,334.45,341.64,356.90,353.52,355.06,467.77,417.06,392.65,411.44,444.50,511.69,503.10,512.95,508.66,518.56,436.48,514.97,487.25,536.35,406.35,419.22,421.33,420.96,426.71,417.17,419.00,422.93,418.30,403.83,402.63,419.48,404.51,292.40,308.49,312.76,313.60,351.97,383.78,342.22,372.36,359.29,511.12,535.05,535.50,533.52,,,,,,,,515.96,509.82,501.85,543.78,544.07,,,422.92,408.01,385.86,379.55,380.38,351.40,309.11,315.21,259.36,378.80,387.55,372.38,330.22,320.66,296.33,285.11,276.34,268.06,283.90,293.73,305.41,315.00,354.90,378.27,384.89,399.32,514.04,454.91,335.68,348.78,349.56,372.92,354.74,365.73,360.30,427.39,423.44,485.54,449.46,415.26,416.34,427.11,473.75,394.07,446.10,384.65,467.26,428.08,352.18,374.38,327.15,458.66,495.88,463.94,539.19,529.10,462.12
2021-10-08 22:20:23.573000,L8,,,,,189.91,206.36,214.92,237.57,296.91,307.94,314.37,303.48,289.02,298.42,293.86,297.09,294.97,283.58,293.23,293.62,305.28,293.84,286.20,290.97,294.46,297.76,296.85,300.36,288.76,289.17,276.98,279.41,291.75,299.31,299.78,287.71,301.27,289.45,292.19,291.50,279.68,282.05,272.70,272.25,278.36,285.49,285.01,279.99,285.54,275.70,279.27,280.75,268.45,289.95,280.47,295.68,314.29,304.58,305.60,299.98,305.90,336.74,311.33,312.30,324.19,317.78,317.59,320.25,287.53,314.31,330.74,333.48,334.51,341.61,349.53,362.86,372.82,386.14,393.98,325.56,,,,409.48,390.75,346.58,327.61,328.53,,,,,264.68,224.28,202.46,234.17,206.22,193.17,202.88,203.76,211.96,211.40,256.08,257.29,270.91,320.68,338.45,332.09,319.76,300.19,322.04,327.86,329.97,323.05,334.97,346.94,326.49,325.27,337.76,329.69,330.15,327.05,314.19,308.29,301.99,292.29,292.61,298.48,300.15,308.16,304.37,306.59,281.01,291.76,280.97,297.45,315.70
2021-10-31 22:26:35.918000,L8,,,,,,,,199.27,211.32,224.46,300.70,295.41,283.99,286.17,293.11,293.25,302.13,314.93,298.17,305.44,303.76,300.80,299.82,305.09,301.42,316.48,330.00,327.04,308.92,291.67,291.68,289.00,292.64,300.28,304.02,301.05,305.59,291.36,300.13,286.76,279.34,287.55,297.26,306.99,298.92,302.59,292.02,292.38,284.63,282.14,277.16,280.13,278.37,303.72,278.80,313.09,316.67,300.20,295.26,317.38,304.46,311.54,322.44,326.05,280.87,323.43,328.03,326.30,265.07,314.17,341.10,342.80,252.17,249.32,273.01,270.77,268.50,232.68,228.20,240.66,,,,,,,,292.16,313.43,322.57,324.05,,,262.64,268.38,232.30,268.80,261.96,216.77,263.85,263.08,266.02,284.09,190.85,213.97,239.90,345.75,335.69,322.44,317.43,317.00,335.10,339.60,330.93,285.84,337.60,341.74,328.89,335.16,329.71,328.86,330.34,321.13,306.89,296.84,299.22,301.30,295.48,306.78,282.98,274.91,265.67,288.39,290.53,301.28,313.50,330.04
2021-11-21 22:22:10.853000,L9,,,,,,,,201.46,223.64,231.49,214.65,219.30,233.24,242.79,248.09,261.34,261.58,277.35,278.79,295.36,289.04,290.69,280.02,276.37,297.10,324.14,310.07,306.65,296.94,291.03,266.51,272.46,276.28,286.25,286.42,285.45,277.49,286.94,278.19,277.41,290.08,287.05,298.59,291.16,300.87,304.18,282.38,283.02,284.03,280.74,272.78,271.06,273.02,272.00,297.85,311.85,301.28,319.45,313.37,305.41,312.31,316.05,299.31,300.87,289.29,326.98,302.70,291.97,303.91,262.66,283.99,311.46,262.97,260.88,277.37,279.38,277.37,258.65,262.91,243.16,,,,,,,,,,,,283.34,270.87,232.31,236.66,256.20,224.79,228.60,251.49,269.17,270.33,,,,,,,,,,246.52,321.22,313.49,347.98,333.27,341.88,347.96,342.62,332.32,313.50,330.33,318.94,319.14,306.09,294.69,292.69,289.98,296.48,316.95,314.16,305.41,271.97,285.18,298.76,315.31,319.02,330.15
2021-12-11 22:20:20.735000,L8,202.44,188.24,193.00,177.09,228.79,183.61,245.38,226.68,224.73,231.46,212.34,219.29,234.05,235.35,242.96,253.75,254.88,256.03,258.35,262.17,301.05,293.50,311.43,272.76,269.41,255.78,254.11,256.16,256.22,258.46,252.73,258.03,252.83,257.60,260.36,263.81,269.86,269.09,266.94,271.71,263.51,271.87,270.29,273.06,279.08,277.86,269.81,273.47,275.68,283.21,275.37,271.71,269.74,265.26,269.94,275.43,287.48,284.85,285.87,286.87,313.35,335.65,295.70,296.08,288.18,277.25,268.53,274.47,270.13,262.14,284.18,292.74,271.01,267.61,280.31,286.63,280.20,303.60,258.21,,,,,,,,282.27,274.54,295.05,288.53,321.22,,,,,,,,,,,,,,,,,,,,243.88,251.77,272.35,279.60,287.76,293.56,292.63,295.63,301.18,292.25,289.24,329.83,335.21,303.26,306.25,314.88,315.93,308.22,320.31,329.48,313.59,264.33,269.82,301.74,278.60,297.69,327.14
2022-01-11 22:26:24.727000,L9,,,,,,,,199.91,210.62,217.13,206.64,213.32,226.22,236.87,246.87,257.19,260.40,258.82,255.15,258.43,259.63,260.79,265.71,264.31,263.50,260.40,263.84,265.42,261.17,259.78,258.52,258.69,259.60,258.31,261.88,263.72,265.28,265.28,266.51,265.26,263.65,269.60,270.06,272.91,278.50,280.25,273.04,274.86,272.63,270.00,269.00,266.34,266.58,266.93,267.75,274.34,284.41,286.75,282.24,293.45,294.12,301.86,296.95,293.47,285.50,269.31,266.78,268.07,266.09,258.19,285.29,294.95,265.98,263.73,276.84,279.90,273.84,196.45,167.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.12,251.38,274.56,282.84,289.83,294.90,293.44,302.07,309.15,296.55,296.65,289.44,339.65,303.79,282.88,281.20,284.31,289.58,286.07,280.87,274.36,265.95,271.13,274.94,279.36,303.74,328.93
2022-01-12 22:20:13.302000,L8,,,,,,,,201.98,216.13,231.34,209.58,213.80,227.68,237.58,245.55,256.32,260.84,258.27,252.92,259.58,272.79,259.01,265.34,265.51,265.74,259.67,259.69,256.49,258.90,259.10,252.72,258.70,253.60,255.50,257.89,259.57,264.55,264.49,263.96,265.88,262.10,270.17,270.60,272.50,274.71,279.12,272.31,271.17,269.14,266.61,267.41,265.52,267.19,264.47,268.07,273.98,284.06,281.37,282.63,286.80,297.67,298.22,299.83,288.90,282.69,264.88,263.59,265.67,263.80,257.38,283.26,288.42,264.05,263.97,274.60,277.50,276.08,259.53,241.23,,,,,,,,,,,,,,,,,,,,,,,,187.12,200.00,220.28,241.30,,,,,243.31,248.48,273.08,280.29,288.99,293.94,293.31,300.74,307.59,291.20,292.21,288.59,313.38,302.08,283.03,278.00,279.87,289.13,285.77,281.33,272.57,266.83,267.91,273.70,277.05,308.97,324.61
2022-01-19 22:26:22.128000,L8,395.53,382.32,394.33,407.26,412.51,361.01,406.83,363.13,383.79,378.74,365.90,328.30,332.05,337.81,334.64,337.60,332.65,340.71,306.62,327.80,341.60,341.54,360.87,364.00,362.50,378.00,351.29,342.73,325.58,313.25,319.77,325.08,326.58,329.48,336.05,341.78,347.56,330.81,346.75,346.21,349.17,360.14,362.56,357.56,374.58,383.31,398.21,395.23,412.97,376.10,372.82,378.08,374.42,371.50,373.72,422.23,,,507.77,402.25,439.77,430.44,350.99,354.04,381.41,442.01,504.02,452.16,482.76,468.73,469.79,485.36,,431.17,423.78,401.34,389.26,361.67,407.75,406.73,447.97,356.83,,429.98,307.94,269.08,260.52,264.82,274.40,297.86,310.96,334.34,279.48,269.64,271.40,267.54,263.32,269.09,270.58,280.28,289.86,305.24,305.37,316.74,322.97,339.07,335.12,333.50,337.09,337.02,353.11,374.18,440.16,386.63,377.18,352.86,381.54,517.18,394.65,416.16,411.99,378.45,534.14,335.33,335.89,342.74,346.13,339.54,414.88,390.08,375.71,380.34,327.22,410.87,484.50,505.35,392.69
2022-01-20 22:20:15.352000,L9,,,,,,,,199.41,209.92,228.85,208.16,214.97,225.55,234.67,290.52,293.96,293.29,256.88,252.04,258.59,260.44,260.46,266.21,295.55,257.31,255.73,304.01,277.36,306.71,287.24,277.10,296.69,297.92,304.98,308.84,306.02,308.23,288.74,268.85,270.15,264.99,270.59,271.72,290.66,279.97,278.04,281.84,297.67,294.17,286.56,275.48,277.39,273.93,295.38,271.79,276.39,293.28,292.31,289.11,289.63,295.91,293.05,295.95,292.64,283.09,266.31,261.98,262.30,261.82,257.04,281.11,285.44,267.30,262.02,273.87,276.56,272.70,251.01,235.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.65,346.31,354.59,358.71,355.18,288.13,343.63,349.76,351.90,350.28,290.56,295.92,324.70,327.43,326.96,302.33,301.96,284.08,318.83,321.59,336.80,302.19,279.01,295.00,267.38,281.76,305.14,324.20
2022-01-27 22:26:26.928000,L9,,,,,,,,,,,185.11,190.96,197.57,214.77,221.91,235.59,231.87,239.01,232.67,235.73,232.98,239.39,246.15,237.26,228.97,230.64,233.85,235.08,226.98,235.19,225.24,218.69,231.13,228.43,227.59,236.96,236.13,228.07,232.42,234.05,237.13,234.71,244.26,232.24,215.12,234.86,247.15,245.17,249.03,232.88,237.65,235.54,236.67,239.86,235.28,,,,,,,,,,,,,,,,240.34,194.48,213.22,170.68,187.38,194.74,172.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.11,234.77,256.24,268.68,201.61,216.62,,,,,,,,,,,,,,178.30,203.70,242.28,246.34,217.57,255.91,274.70
2022-01-28 22:20:07.765000,L8,,,,,,,,203.79,215.26,233.01,209.90,215.14,228.88,235.90,243.70,251.46,254.20,255.86,253.78,256.65,257.66,257.64,262.18,265.80,260.01,259.86,258.71,254.82,259.27,258.19,254.47,254.05,254.13,256.26,259.14,261.69,265.45,266.51,264.98,266.08,265.53,268.94,269.42,271.58,274.96,278.84,274.74,272.27,273.99,270.85,268.56,266.20,262.71,265.54,266.63,275.50,282.99,289.90,281.94,293.21,292.03,304.19,297.71,292.19,283.50,268.60,266.06,275.45,269.35,254.47,282.92,288.32,260.39,262.61,273.78,278.07,269.74,261.08,240.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.69,250.36,271.47,280.35,292.36,297.10,295.86,300.33,305.10,293.72,292.07,286.23,309.36,294.64,280.03,275.81,281.22,288.59,280.28,275.99,272.07,267.80,267.65,269.88,274.38,298.10,318.37
2022-02-12 22:26:23.510000,L9,,,,,406.00,467.97,357.27,352.06,346.02,338.47,489.68,432.90,419.50,414.73,466.12,336.84,345.19,335.00,339.14,331.80,326.00,334.64,405.61,433.93,,,,,532.12,391.55,311.31,310.63,316.68,333.61,337.69,321.09,330.71,354.01,342.63,360.76,372.23,358.86,344.61,376.91,367.47,375.61,378.75,357.89,357.19,361.68,348.72,356.24,365.99,355.36,382.04,387.88,398.28,416.37,394.83,381.30,365.89,410.95,419.99,421.74,347.70,377.86,397.65,394.80,322.55,335.66,405.19,440.73,513.21,488.07,367.50,394.23,491.59,322.48,297.73,188.08,268.19,177.91,502.59,379.14,300.28,275.07,257.64,250.82,255.69,283.41,296.65,294.79,283.31,261.68,258.99,257.57,257.46,259.48,264.26,256.84,265.26,276.81,299.50,313.02,311.34,425.54,385.31,362.01,342.09,335.73,344.28,348.42,339.06,346.63,349.09,359.70,361.23,358.43,352.70,342.80,353.74,339.15,336.92,322.13,303.92,313.74,319.39,330.05,343.24,343.65,346.49,308.65,342.59,339.99,509.53,460.93,436.94
2022-02-13 22:20:04.573000,L8,275.15,280.38,325.01,341.57,296.20,341.88,316.07,324.61,311.59,310.08,308.46,299.01,320.40,300.63,333.19,367.65,316.00,302.07,319.99,315.01,377.77,461.53,465.81,483.23,326.49,326.69,317.20,303.02,304.81,309.50,311.04,312.49,319.69,322.14,324.59,332.49,326.52,339.54,338.31,317.23,312.93,305.31,336.41,336.36,316.12,297.53,293.62,353.86,353.27,369.41,335.64,342.07,286.87,337.27,294.23,353.79,312.93,321.64,328.04,336.07,339.25,338.54,334.13,338.72,327.91,336.03,328.74,313.93,305.30,307.56,331.81,348.37,412.73,368.35,368.96,379.91,363.65,325.17,285.98,469.43,516.90,468.40,436.80,360.49,301.52,276.81,264.92,257.91,258.49,287.63,305.68,293.62,275.66,261.41,263.82,253.86,247.68,253.02,258.77,255.74,259.00,277.15,301.27,313.89,313.83,431.28,380.57,347.92,336.45,332.23,341.30,337.14,347.36,341.21,346.04,348.73,346.37,348.65,387.68,425.56,408.73,351.32,336.65,321.84,315.05,335.02,321.31,326.96,321.17,339.03,331.01,320.04,339.81,312.93,332.26,354.30,331.78
2022-02-20 22:26:12.023000,L8,,,,,,,,199.00,212.26,218.06,207.52,212.22,223.72,234.79,242.72,253.68,255.84,298.39,300.21,308.88,306.08,306.48,293.93,267.05,263.20,267.69,296.98,282.35,239.47,248.01,253.38,257.09,250.67,256.71,279.84,270.33,314.12,327.75,336.01,350.78,352.58,269.91,273.40,289.25,273.95,277.51,274.16,278.70,269.35,268.02,270.26,266.94,266.65,266.39,265.76,274.15,286.21,287.46,281.14,286.02,291.05,293.22,292.47,289.95,279.73,268.70,262.26,264.79,300.95,305.42,308.97,291.85,267.26,262.65,276.42,276.63,269.97,252.16,230.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.06,350.18,355.07,355.31,365.18,371.49,366.26,355.36,348.19,337.53,337.84,305.77,324.14,319.02,312.05,319.01,324.79,336.90,335.46,321.98,279.96,272.19,268.53,269.24,276.36,304.89,330.93
2022-03-01 22:20:00.590000,L8,,,,,,,,195.20,206.39,211.26,201.76,208.27,219.39,230.20,235.59,272.85,251.80,251.65,244.95,249.58,250.88,250.43,258.99,260.40,255.88,251.83,255.97,257.92,253.12,253.40,258.23,250.24,246.86,253.48,254.98,257.25,262.93,268.04,271.72,269.16,264.81,279.89,271.04,276.97,275.19,285.56,277.40,272.01,277.20,279.38,273.52,269.50,271.73,271.80,280.86,286.66,279.29,284.33,286.42,291.37,295.90,294.33,293.60,291.34,278.77,270.16,272.93,265.44,266.35,261.24,297.51,318.98,251.68,261.32,271.81,269.52,268.43,242.90,200.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.65,245.28,270.17,277.30,286.34,292.11,291.72,301.04,305.55,311.58,295.84,303.83,308.95,297.35,281.33,279.86,284.36,286.61,282.30,282.19,276.85,265.37,270.07,275.44,277.69,298.71,318.81
2022-03-08 22:26:09.497000,L8,,,,,,,,,,,169.32,172.76,177.65,192.23,199.73,216.16,216.66,206.47,210.63,211.90,169.12,211.86,216.20,211.80,203.40,198.18,,,,,,,,,,,165.18,216.18,220.27,215.65,209.24,219.66,212.29,224.68,211.62,223.70,220.09,215.87,220.36,221.17,221.09,216.73,,,,,,,233.10,225.45,238.63,235.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-09 22:20:01.331000,L9,,,,,,,,197.37,208.69,209.61,204.84,210.13,226.42,234.00,243.28,250.96,254.12,253.94,250.07,251.89,251.95,250.01,259.63,259.49,255.75,253.45,254.68,250.44,254.43,254.69,247.44,249.53,251.10,251.74,256.87,257.33,262.14,263.09,262.62,262.95,264.21,267.17,266.47,268.55,270.24,271.40,269.85,267.27,269.83,266.26,267.18,266.97,264.49,264.46,265.06,270.16,278.37,284.39,281.87,292.60,293.50,300.07,296.62,290.09,283.86,277.71,268.80,268.79,264.85,255.33,284.68,293.91,250.11,256.63,276.35,278.04,269.55,248.58,218.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.81,235.67,232.65,268.69,274.34,283.88,290.98,291.10,298.24,303.15,292.44,289.28,301.71,326.52,315.03,283.36,273.79,281.21,287.43,283.69,276.60,273.34,266.84,266.32,268.84,269.03,320.53,332.44
2022-03-16 22:26:11.067000,L9,284.94,284.00,283.48,280.67,283.79,290.13,292.18,292.25,294.00,294.03,292.47,288.10,287.23,280.15,275.86,282.07,284.29,285.93,318.35,469.86,508.00,285.80,285.79,288.50,293.62,292.37,291.40,280.61,274.20,275.19,269.00,279.48,274.44,279.09,273.22,279.56,277.49,280.92,286.31,283.29,320.72,285.34,285.92,292.44,289.07,293.46,296.29,290.45,287.57,286.26,281.71,278.15,281.97,280.56,279.24,285.18,297.63,300.18,303.58,304.86,310.92,312.92,311.48,305.41,301.44,299.87,299.47,293.01,299.53,297.89,310.46,319.80,338.05,331.09,343.47,351.18,331.17,291.74,261.43,240.63,371.60,374.07,373.86,329.02,276.84,261.89,250.50,236.30,249.43,276.93,295.74,281.56,269.81,248.92,253.13,247.08,251.11,255.58,252.64,255.49,263.83,264.18,280.79,316.57,329.14,256.33,340.48,330.35,229.74,326.07,340.22,334.45,333.41,336.27,342.61,350.20,351.15,338.85,332.16,326.59,325.43,325.80,331.48,309.82,299.98,306.90,299.66,298.21,296.81,302.72,297.95,292.79,297.41,299.55,301.51,310.54,327.86
