dates,satname,nzd0438-0000,nzd0438-0001,nzd0438-0002,nzd0438-0003,nzd0438-0004,nzd0438-0005,nzd0438-0006,nzd0438-0007,nzd0438-0008,nzd0438-0009,nzd0438-0010,nzd0438-0011,nzd0438-0012,nzd0438-0013,nzd0438-0014,nzd0438-0015,nzd0438-0016,nzd0438-0017,nzd0438-0018,nzd0438-0019,nzd0438-0020,nzd0438-0021,nzd0438-0022,nzd0438-0023,nzd0438-0024,nzd0438-0025,nzd0438-0026,nzd0438-0027,nzd0438-0028,nzd0438-0029,nzd0438-0030,nzd0438-0031,nzd0438-0032,nzd0438-0033,nzd0438-0034,nzd0438-0035,nzd0438-0036,nzd0438-0037,nzd0438-0038,nzd0438-0039,nzd0438-0040,nzd0438-0041,nzd0438-0042,nzd0438-0043,nzd0438-0044,nzd0438-0045,nzd0438-0046,nzd0438-0047,nzd0438-0048,nzd0438-0049,nzd0438-0050,nzd0438-0051,nzd0438-0052,nzd0438-0053,nzd0438-0054,nzd0438-0055,nzd0438-0056,nzd0438-0057,nzd0438-0058,nzd0438-0059,nzd0438-0060,nzd0438-0061,nzd0438-0062,nzd0438-0063,nzd0438-0064,nzd0438-0065,nzd0438-0066,nzd0438-0067,nzd0438-0068,nzd0438-0069,nzd0438-0070,nzd0438-0071,nzd0438-0072,nzd0438-0073,nzd0438-0074,nzd0438-0075,nzd0438-0076,nzd0438-0077,nzd0438-0078,nzd0438-0079,nzd0438-0080,nzd0438-0081,nzd0438-0082,nzd0438-0083,nzd0438-0084,nzd0438-0085,nzd0438-0086,nzd0438-0087,nzd0438-0088,nzd0438-0089,nzd0438-0090,nzd0438-0091,nzd0438-0092,nzd0438-0093,nzd0438-0094,nzd0438-0095,nzd0438-0096,nzd0438-0097,nzd0438-0098,nzd0438-0099,nzd0438-0100,nzd0438-0101,nzd0438-0102,nzd0438-0103,nzd0438-0104,nzd0438-0105,nzd0438-0106,nzd0438-0107,nzd0438-0108,nzd0438-0109,nzd0438-0110,nzd0438-0111,nzd0438-0112,nzd0438-0113,nzd0438-0114,nzd0438-0115,nzd0438-0116,nzd0438-0117,nzd0438-0118,nzd0438-0119,nzd0438-0120,nzd0438-0121,nzd0438-0122,nzd0438-0123,nzd0438-0124,nzd0438-0125,nzd0438-0126,nzd0438-0127,nzd0438-0128,nzd0438-0129,nzd0438-0130,nzd0438-0131,nzd0438-0132,nzd0438-0133,nzd0438-0134,nzd0438-0135,nzd0438-0136
2014-07-01 22:19:46.174000,L8,,,279.74,283.81,292.17,284.97,252.38,248.37,214.69,214.15,193.76,198.87,199.86,253.38,252.71,261.08,259.02,268.09,260.94,262.68,261.69,268.47,265.02,271.18,273.01,274.55,315.57,319.16,282.98,297.46,280.34,274.21,276.91,287.99,269.72,264.23,267.63,283.10,310.40,295.33,286.51,295.33,308.13,310.16,299.61,310.92,300.21,302.84,293.93,282.06,285.26,284.79,303.56,284.27,286.22,301.23,288.74,292.69,296.61,299.31,291.70,304.56,295.98,294.06,293.47,309.61,309.40,300.75,327.08,321.67,303.88,318.70,325.40,334.98,324.28,297.95,207.11,194.27,,,,,,370.19,333.40,327.90,350.55,354.94,367.31,370.69,,335.57,321.97,310.34,297.63,259.75,274.49,,,,,,,,,,,,,225.13,237.40,252.48,308.87,318.04,309.82,329.93,319.19,331.38,316.91,303.53,307.26,309.69,313.88,307.69,291.27,287.49,295.05,298.90,308.16,300.70,295.92,268.59,297.74,282.91,302.96,310.37,324.63
2014-07-17 22:19:52.017000,L8,,,,,,,,,,,,,,,,,,,213.72,218.69,220.92,232.50,237.95,236.24,228.78,,,,,,,,,,,,228.89,224.32,233.65,225.60,232.85,235.79,247.35,243.88,254.90,241.78,245.83,245.70,238.40,245.45,240.26,238.13,231.78,244.13,243.12,242.28,251.69,247.38,251.95,242.83,245.08,247.86,233.55,226.63,244.44,245.04,232.18,239.19,241.53,254.34,263.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.74,227.43,223.12,243.66,213.70,,,,,,,,,218.70,233.03,246.05,237.04,249.01,231.23,222.62,210.25,,,,
2014-09-03 22:20:06.649000,L8,192.31,188.66,205.12,185.66,192.98,212.42,203.69,207.47,204.23,200.27,199.25,203.34,204.05,222.97,234.00,257.93,262.11,264.85,265.77,266.99,267.30,271.77,272.42,283.23,280.54,280.77,274.72,273.54,269.95,274.27,272.44,266.61,269.72,268.99,262.82,268.57,269.31,271.94,273.77,270.61,278.68,278.68,287.46,286.11,293.37,294.46,294.27,296.18,288.67,288.12,286.45,281.27,287.90,282.95,282.57,286.34,285.84,289.00,288.45,290.23,289.85,296.72,291.08,294.08,291.09,287.18,278.38,274.52,276.86,287.31,300.73,286.34,255.40,219.82,222.76,211.02,229.95,193.02,235.21,217.54,214.80,169.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.09,237.97,245.50,267.89,280.50,290.31,292.85,290.73,303.71,301.92,294.43,287.19,300.79,306.37,299.76,290.25,277.97,279.21,284.61,279.44,279.88,275.22,265.80,268.63,272.77,268.25,312.59,328.56
2014-09-19 22:20:06.551000,L8,,,,,,,,,,,,167.89,171.76,186.62,191.71,217.63,220.44,214.13,228.32,224.18,254.90,264.52,268.09,278.73,233.98,,,,,,,222.88,236.90,226.25,231.17,235.35,241.17,230.93,233.68,231.53,244.64,245.08,248.08,251.59,276.65,261.39,256.51,251.27,247.91,250.79,241.65,251.48,239.34,258.77,250.32,268.60,254.03,261.53,257.88,255.31,253.74,249.31,246.20,247.58,252.02,248.77,237.87,235.43,235.58,197.28,255.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.17,246.02,255.23,253.22,270.08,263.17,299.11,296.67,287.65,250.92,246.25,293.49,294.18,279.34,276.11,270.42,283.60,278.56,270.86,247.55,234.21,253.31,247.61,219.04,282.42,311.12
2014-10-21 22:20:13.482000,L8,226.06,217.89,223.30,208.79,237.12,220.78,221.65,221.51,214.50,208.00,198.46,281.65,292.32,300.68,292.98,285.48,287.48,292.93,269.97,277.27,280.66,294.72,290.87,289.38,277.68,300.64,295.77,299.86,299.22,298.09,290.88,308.83,281.71,283.82,284.87,305.06,274.72,301.03,278.82,301.99,297.21,304.70,298.20,309.76,318.74,328.22,317.05,304.56,312.66,299.60,308.99,306.45,288.64,295.46,313.66,314.58,317.86,313.81,300.95,309.95,287.43,307.89,298.97,308.00,304.41,309.77,311.47,302.46,291.18,308.61,312.67,320.20,253.46,239.03,232.16,211.67,229.93,182.89,237.06,192.43,215.88,169.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.23,306.59,302.22,309.66,280.35,286.88,294.87,295.40,312.07,309.56,302.82,304.17,318.66,311.51,299.62,291.55,294.19,292.51,294.39,292.33,298.09,302.36,282.62,282.01,305.59,279.81,302.41,321.80
2014-11-06 22:20:13.200000,L8,185.74,208.29,218.89,197.15,230.71,219.37,218.64,216.99,210.53,193.93,199.80,201.24,204.86,223.36,232.95,262.82,261.53,265.51,269.05,269.03,273.99,278.81,289.12,277.67,272.36,286.07,278.85,290.00,283.14,279.28,276.54,278.32,289.02,286.95,263.38,280.35,277.93,281.69,288.23,281.57,290.86,296.38,300.54,285.98,288.58,294.06,303.05,297.03,301.50,286.46,286.37,275.78,280.34,281.29,278.52,283.03,293.10,288.79,284.07,294.58,293.70,289.84,297.48,296.84,284.77,285.35,271.26,281.30,273.84,289.14,297.04,277.10,252.48,241.72,230.41,242.70,232.93,172.31,237.88,231.96,222.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.00,231.84,243.14,290.62,302.07,317.84,314.27,315.37,303.28,302.46,296.33,295.59,292.77,307.79,291.92,280.07,276.49,282.34,286.11,285.28,280.49,283.56,273.25,272.89,276.92,276.32,294.64,314.65
2014-12-24 22:20:05.791000,L8,184.89,208.21,221.27,235.42,238.51,231.10,222.43,222.34,210.08,204.92,195.65,196.34,203.90,221.48,256.74,258.49,261.71,258.91,262.83,262.26,266.29,270.13,275.30,277.15,280.23,279.84,287.70,277.20,269.29,273.74,276.63,272.98,275.63,271.58,266.77,266.81,272.28,274.05,268.59,275.87,277.71,285.58,286.88,293.49,292.79,294.28,295.72,296.84,297.13,292.95,286.75,285.69,283.90,284.73,287.60,287.59,289.37,290.72,288.22,294.01,299.02,299.28,297.37,301.35,295.75,287.81,280.92,280.29,279.23,282.34,297.49,282.38,246.20,244.26,229.18,217.61,226.05,186.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.58,232.48,248.98,273.21,283.58,293.08,292.94,295.32,302.34,304.33,295.46,294.53,292.89,315.34,299.21,281.35,280.81,284.10,290.02,280.78,274.31,270.73,268.67,263.99,270.22,272.52,290.93,326.43
2014-12-31 22:26:11.523000,L8,260.46,242.10,273.97,277.63,282.52,292.03,286.83,278.30,244.21,267.66,258.94,202.74,243.92,245.99,280.48,273.20,277.28,270.49,263.50,268.81,287.79,283.34,286.78,297.36,302.50,302.49,308.67,307.50,295.37,289.44,304.61,307.08,309.62,298.55,290.56,313.92,298.13,290.18,307.24,297.02,291.32,309.70,318.38,342.84,341.26,343.12,330.00,329.85,332.56,321.36,309.80,326.81,326.34,331.14,322.65,314.95,323.37,337.84,334.77,334.44,336.83,342.84,338.16,341.32,327.68,318.84,313.06,298.63,295.99,297.38,317.68,329.33,331.47,333.64,328.11,324.63,206.83,188.43,,,338.47,359.54,349.41,332.03,304.37,,,,325.49,300.37,341.31,282.83,311.64,296.40,248.18,,,,,,,,,,280.78,294.80,305.13,302.42,299.99,297.76,300.83,299.28,313.96,332.53,339.78,337.51,321.54,338.16,329.08,324.57,320.40,318.95,322.95,318.91,312.90,294.23,296.83,306.40,300.84,290.91,298.39,283.36,282.94,299.18,310.37,308.26,329.39
2015-01-25 22:19:56.553000,L8,,,,,,,209.49,213.86,202.81,188.84,199.07,201.02,206.26,223.91,243.62,253.37,253.42,254.94,250.47,272.77,175.77,250.77,237.99,275.60,243.16,273.39,,,,253.60,268.39,273.35,260.61,230.54,246.36,260.97,244.65,266.37,267.14,281.85,284.06,269.23,292.86,284.66,296.99,298.10,300.14,300.98,299.24,292.24,282.27,281.24,287.06,282.29,290.18,286.31,287.37,286.65,283.48,294.97,294.60,297.40,297.73,296.28,293.16,290.19,280.25,274.83,286.27,293.47,290.99,273.80,229.22,214.80,224.45,226.90,200.73,191.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10 22:19:50.748000,L8,216.57,209.13,211.60,200.44,230.45,223.61,219.78,220.18,208.82,206.41,195.86,197.51,205.40,219.97,233.42,254.58,259.00,263.27,263.23,261.98,267.22,269.81,275.15,278.14,280.94,277.40,278.19,275.57,272.79,270.97,274.29,268.88,267.16,266.25,266.57,268.32,274.39,272.96,276.23,278.23,279.24,281.70,293.44,286.39,289.55,295.23,303.71,376.72,369.41,416.05,368.56,396.49,385.21,283.50,285.96,287.70,288.39,289.27,282.78,295.78,293.40,306.02,298.05,295.16,294.43,291.10,280.14,280.03,281.09,288.59,298.62,295.53,259.23,241.33,229.91,218.88,208.34,189.48,166.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.53,240.37,271.95,277.80,286.65,293.39,293.60,301.65,306.64,295.64,294.94,289.50,312.09,300.44,283.73,280.94,286.50,291.96,283.52,275.68,274.53,274.41,269.03,273.59,273.47,302.25,331.13
2015-02-17 22:25:59.091000,L8,200.44,196.45,212.42,192.21,227.93,219.38,218.83,217.13,207.21,201.17,197.23,199.02,205.80,224.95,235.31,252.65,257.82,258.64,258.58,260.00,261.86,265.63,271.10,273.05,275.61,274.17,277.16,282.04,267.63,266.86,268.12,264.13,265.31,274.50,261.45,266.76,267.38,269.72,271.14,269.45,275.97,275.25,278.02,285.04,289.28,293.80,290.95,295.56,294.98,291.75,278.29,289.27,281.62,294.49,291.63,287.44,288.48,294.73,281.16,287.18,286.81,289.86,293.61,291.77,285.21,284.91,273.97,276.67,278.45,279.91,289.35,280.29,264.39,254.44,238.53,248.24,234.84,182.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.94,198.82,235.29,239.96,269.91,280.57,289.38,294.50,304.67,304.09,316.00,310.06,300.04,294.95,309.77,290.61,278.42,276.41,280.49,285.25,284.18,281.78,271.89,266.02,265.53,268.75,270.42,290.56,316.62
2015-02-26 22:19:46.745000,L8,190.32,189.60,208.96,183.96,193.03,216.90,205.76,212.31,203.70,187.02,193.35,196.29,202.73,221.12,233.39,256.74,257.33,255.46,259.15,261.84,264.07,266.78,271.71,275.14,276.37,274.19,274.40,272.16,267.32,269.69,271.80,263.72,264.70,266.59,263.71,265.75,269.36,271.73,271.09,274.71,275.94,278.75,277.56,287.97,287.94,292.19,293.40,296.57,293.72,289.61,278.88,279.62,280.38,278.47,281.81,283.44,282.19,284.10,284.14,293.38,291.83,296.52,299.00,298.06,291.51,287.20,278.94,278.24,282.09,286.22,298.40,283.99,254.08,237.87,229.21,218.86,227.44,187.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.76,234.45,241.00,270.29,279.59,285.98,292.80,293.34,303.05,305.77,296.62,293.91,299.31,316.36,299.09,278.55,276.20,278.58,282.02,278.60,274.64,273.53,265.89,263.72,268.04,267.68,313.98,332.20
2015-03-14 22:19:35.284000,L8,192.08,207.79,208.98,197.61,227.48,216.51,220.61,219.65,205.74,206.21,197.24,197.15,204.97,297.48,320.39,312.24,329.67,315.24,261.40,264.40,269.46,267.60,275.66,276.10,277.37,276.38,273.67,272.74,270.86,362.70,349.35,315.66,274.37,271.71,270.02,277.96,309.16,274.94,276.69,278.53,277.53,281.54,283.30,285.20,291.34,295.46,297.20,297.22,296.08,289.97,278.43,286.40,282.78,283.42,283.32,282.88,282.81,283.88,286.30,288.13,289.63,295.07,296.83,297.46,293.12,287.24,278.96,280.49,280.89,287.70,298.11,291.33,252.13,237.75,228.72,221.28,227.08,188.92,162.88,219.34,215.11,165.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.99,234.32,240.76,266.92,278.39,300.20,293.03,328.64,308.03,333.51,302.87,327.83,312.52,342.43,332.60,325.26,327.49,327.31,309.55,280.78,277.67,279.00,273.79,268.46,269.63,266.90,311.67,321.91
2015-04-15 22:19:22.587000,L8,,,,,,,,,,,,,,178.74,188.30,213.31,199.88,209.53,217.91,223.53,224.39,230.57,240.01,231.59,229.15,233.65,232.89,228.77,,,,218.42,232.28,230.44,221.32,228.24,228.18,231.25,235.05,230.94,238.12,244.05,244.05,251.51,252.01,263.41,248.89,250.88,246.57,246.09,246.60,242.17,241.35,249.80,241.85,239.77,251.65,247.92,253.78,250.32,255.87,255.71,248.18,253.14,253.72,251.52,246.89,240.83,251.96,241.89,256.53,211.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.00,235.30,252.11,248.82,262.95,220.23,229.61,251.73,247.39,213.48,239.37,257.32,252.04,244.94,229.00,241.09,248.87,245.22,246.32,237.37,223.56,234.12,,,,
2015-05-01 22:19:12.426000,L8,,,,,,,,,,,,,,,,,,196.53,168.50,218.07,214.00,227.60,233.19,230.25,227.00,,,,,,,,,,,208.38,223.14,230.46,230.21,228.13,235.56,238.29,244.91,244.12,256.38,248.91,244.13,246.31,244.13,238.80,247.26,235.32,242.37,243.33,241.41,238.07,251.12,243.21,253.52,246.91,253.06,249.10,243.05,247.11,247.59,249.42,237.73,240.65,242.06,240.98,251.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.69,228.38,241.35,247.45,251.02,215.03,,,,,,246.03,248.35,234.78,224.25,239.92,242.59,238.91,241.93,237.05,218.53,227.55,,,,
2015-05-24 22:25:14.229000,L8,196.06,203.18,211.13,200.79,202.09,218.71,224.95,223.94,209.62,212.00,197.49,199.51,203.84,223.10,241.34,262.04,257.68,256.85,263.74,263.43,261.16,273.16,289.20,302.59,320.37,270.39,267.95,265.20,267.95,282.77,277.09,270.68,271.64,267.54,333.85,296.20,298.02,278.60,302.75,299.17,312.84,344.10,302.77,305.47,305.83,301.65,301.91,337.15,373.26,288.09,297.95,283.13,284.52,280.83,288.63,283.66,281.76,277.78,284.79,284.08,288.42,290.63,292.80,294.60,291.77,284.28,282.99,279.44,280.28,294.08,302.68,297.73,242.39,213.34,230.36,246.02,209.00,197.07,168.22,,,,,,316.06,307.63,326.09,346.62,,,,,,,,,,,334.46,336.85,396.68,373.74,423.00,431.17,439.11,458.89,305.80,294.88,299.23,306.31,320.49,320.21,315.31,309.70,327.35,334.61,324.28,337.05,344.67,339.22,337.44,325.99,326.76,317.19,321.48,319.35,327.25,283.38,301.70,349.35,326.93,275.53,275.95,298.54,316.80,325.55,332.14
2015-07-11 22:25:41.633000,L8,,,,,,,,,,,,,,,,,,189.01,216.09,217.36,222.07,228.54,239.56,229.35,,,,,,,,,,,,206.44,224.37,224.37,230.20,225.97,231.33,243.92,239.77,243.72,237.36,247.27,240.47,244.35,238.57,244.59,246.02,230.45,230.53,244.57,241.02,240.50,251.98,242.74,253.22,240.43,251.19,247.61,230.19,241.65,245.65,246.30,237.66,233.01,239.15,230.39,249.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.49,238.83,235.14,222.73,,,,,,,,,,217.63,232.35,173.69,239.99,248.94,235.65,221.97,202.64,,,,
2015-08-05 22:19:36.851000,L8,,,,,,,,,,,,,,,,,,,184.86,208.66,218.37,234.54,242.08,232.68,228.14,222.90,231.93,231.86,236.68,239.66,218.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21 22:19:45.276000,L8,,,,,,,,,,,,,,170.64,184.26,215.06,191.13,209.47,220.82,220.74,228.61,235.79,242.74,232.39,233.40,225.41,234.20,224.07,,,,221.13,232.15,232.46,212.26,221.48,228.08,233.20,232.71,229.57,240.12,248.13,243.01,247.27,250.71,258.85,246.32,250.61,246.26,244.46,246.77,240.19,242.92,246.98,245.15,240.71,254.72,247.34,253.22,246.80,255.97,253.49,243.74,248.09,250.09,254.07,232.13,239.48,244.84,237.25,215.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.20,244.81,253.68,247.76,259.42,218.97,241.41,246.56,,,,249.15,249.87,244.52,223.97,242.76,247.84,246.09,249.23,238.76,219.23,242.29,,,,
2015-09-06 22:19:50.737000,L8,191.20,202.66,216.46,199.37,213.31,218.91,219.44,221.10,208.88,210.01,198.79,198.58,204.25,222.32,230.44,257.66,254.17,253.39,251.09,255.31,258.32,265.46,271.80,274.61,275.18,273.60,274.47,269.88,271.34,270.00,271.12,316.13,286.62,295.50,287.63,281.06,270.48,274.14,273.64,304.58,300.52,282.11,287.18,317.57,340.79,361.79,338.29,310.92,309.52,317.32,339.00,354.82,330.82,337.29,333.57,277.93,283.28,280.58,279.75,283.99,286.65,290.51,293.00,318.24,311.42,300.64,313.73,277.85,279.90,282.69,289.26,286.46,251.11,233.80,224.29,227.42,200.37,201.22,166.74,,,,,,,,,,,,,,,,,,,,,,274.97,203.92,174.95,207.54,210.66,230.63,,,228.79,209.38,233.64,237.84,263.84,275.21,283.73,346.86,337.20,337.75,334.34,335.49,333.64,321.29,328.05,314.95,307.13,298.48,305.59,310.25,313.87,303.89,311.32,299.26,295.06,299.42,290.10,315.80,327.56
2015-09-13 22:26:05.653000,L8,274.05,297.45,288.52,328.55,289.24,288.03,295.69,294.30,299.30,434.18,430.14,348.15,327.24,330.93,317.15,271.99,345.42,362.01,306.48,320.30,329.42,284.56,300.36,310.58,302.63,308.07,335.86,340.20,335.44,311.98,365.70,338.21,331.02,396.60,371.59,345.72,368.55,360.05,337.70,361.19,359.89,400.37,387.25,363.59,378.87,370.89,382.68,370.41,382.91,399.13,390.78,372.76,413.08,347.79,367.71,342.82,353.66,319.19,340.75,336.50,346.22,341.92,332.71,322.80,366.37,381.31,481.22,494.85,,,,445.86,415.35,404.27,365.58,532.07,470.62,401.66,390.02,442.61,423.70,462.13,332.89,409.82,298.98,302.07,335.95,350.09,355.63,357.39,347.38,285.99,246.59,188.77,285.91,291.35,284.18,288.72,286.24,283.24,286.15,288.87,304.86,325.57,340.11,347.77,353.49,326.54,326.93,317.96,348.08,354.43,375.25,374.84,380.08,355.87,327.96,333.49,340.60,346.10,327.83,350.00,336.03,310.72,314.79,299.05,344.43,308.92,311.83,315.56,303.58,308.49,295.05,303.10,319.99,349.25,365.58
2015-10-08 22:20:00.596000,L8,298.12,272.84,290.73,286.22,287.23,284.23,287.44,283.25,210.79,207.89,204.57,198.44,213.78,276.05,280.10,285.90,292.69,288.11,297.06,289.79,284.74,289.13,284.89,296.15,301.57,265.94,273.64,301.16,286.57,291.79,299.33,297.64,272.22,277.30,283.29,291.11,291.12,294.99,306.60,319.58,329.84,330.86,342.78,335.58,317.76,323.48,335.58,324.70,335.39,306.78,312.60,314.67,307.15,300.85,301.32,300.16,295.16,296.33,300.42,313.24,309.64,307.23,337.70,323.79,329.10,315.95,315.96,298.42,303.61,320.74,331.96,338.06,338.41,332.85,295.94,338.84,345.69,348.21,217.31,220.06,213.87,167.77,,,,,,,,,,,,203.69,244.41,251.32,,,274.00,283.81,285.17,287.58,293.36,322.06,341.61,328.55,234.77,,,,222.56,227.19,256.16,264.41,276.05,344.83,333.55,315.15,306.83,314.60,330.63,321.98,324.26,309.07,294.32,285.86,287.94,297.85,298.43,288.57,286.94,217.34,,,,,
2015-12-27 22:20:07.153000,L8,,,,,,,,,,,,166.88,168.38,192.51,198.86,215.91,214.82,215.50,215.18,216.25,217.62,228.37,239.13,232.61,228.50,229.30,229.85,232.55,226.98,230.30,221.56,,226.68,224.93,220.31,,,,,,215.79,230.93,241.75,231.75,253.57,246.36,240.69,244.37,243.62,241.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.05,240.14,243.81,258.15,254.45,263.73,238.58,252.74,240.38,222.02,234.23,240.64,251.33,233.82,231.81,240.06,242.41,240.39,225.40,195.76,,,,,,250.47
2016-01-03 22:26:15.584000,L8,183.15,191.36,205.01,183.14,197.61,213.97,199.52,202.68,204.26,181.21,196.66,199.36,205.71,227.55,238.55,253.47,255.70,256.13,253.03,254.42,256.99,263.72,267.05,273.44,270.87,265.13,271.46,266.03,263.49,265.96,268.23,261.18,264.81,259.58,259.19,263.80,269.63,270.80,271.75,270.91,282.48,277.46,285.90,290.33,291.73,293.55,291.93,293.17,291.77,289.06,282.80,279.43,280.81,280.37,277.63,279.03,280.61,282.91,281.45,284.23,288.01,295.97,292.58,288.50,285.38,281.40,276.26,278.70,279.93,278.51,289.95,281.52,227.42,231.84,229.32,239.20,204.37,188.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.41,239.97,265.87,280.15,289.67,293.48,293.22,300.79,304.49,292.96,289.53,288.63,314.91,294.76,279.46,274.25,277.66,284.75,279.24,273.70,270.06,266.57,264.51,268.66,271.52,290.08,325.32
2016-02-13 22:19:56.477000,L8,189.43,190.82,206.86,183.36,201.02,214.67,230.61,209.44,206.01,186.25,195.02,198.08,203.94,221.30,231.99,256.93,255.53,256.50,251.54,255.27,258.43,263.54,268.40,273.95,270.23,272.05,270.41,266.13,267.67,271.16,271.82,271.33,264.28,263.61,258.02,264.57,271.15,278.61,273.16,267.68,276.74,273.30,289.01,291.04,295.85,293.92,302.42,300.45,299.33,287.23,277.23,276.15,285.04,283.19,281.34,288.08,286.62,284.22,282.28,287.74,290.78,291.73,293.53,293.95,284.88,285.57,275.96,279.59,282.37,291.98,290.50,279.69,227.89,234.61,226.24,237.67,200.90,196.17,168.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.49,241.44,266.73,279.49,287.56,294.78,291.85,302.90,303.60,298.01,296.86,297.06,312.29,300.04,280.64,277.86,279.84,286.78,280.98,274.86,273.97,267.25,265.68,268.92,266.98,287.58,322.61
2016-02-20 22:26:03.799000,L8,314.98,322.45,300.21,384.75,372.13,387.47,427.62,419.55,470.75,472.04,470.36,441.42,410.08,415.77,431.75,441.73,453.31,430.34,440.11,413.96,417.34,419.85,408.73,405.59,427.62,453.05,478.80,461.25,441.51,411.52,464.46,493.05,323.62,325.55,352.53,348.66,328.36,368.77,426.52,444.87,421.09,395.88,400.92,413.20,466.34,410.92,403.85,389.14,393.45,397.92,403.58,341.67,398.71,323.94,396.83,400.55,395.72,436.73,456.46,436.45,452.77,392.85,344.33,329.33,337.29,378.51,363.86,423.39,350.47,382.70,407.99,420.69,417.04,389.60,371.85,434.46,427.69,360.10,409.09,369.54,359.75,410.46,339.81,332.39,477.06,,426.46,382.55,360.05,527.84,426.73,482.28,408.57,439.16,238.66,238.34,239.74,245.56,244.48,255.92,270.82,274.93,283.77,295.76,341.33,326.38,395.85,334.06,327.26,329.67,340.69,340.79,378.40,341.88,345.25,355.97,418.62,337.06,379.11,369.63,352.96,421.40,462.56,318.42,316.21,341.29,366.56,419.56,342.62,435.89,413.15,308.83,417.47,354.36,323.62,331.81,401.57
2016-02-29 22:19:53.146000,L8,,,,,,,,,,212.35,203.14,201.32,209.48,223.56,233.66,260.81,255.80,253.87,257.56,259.37,263.35,265.83,272.07,275.20,274.82,272.31,273.70,272.94,271.39,274.78,301.22,271.59,274.00,274.09,265.43,263.38,269.26,272.43,278.42,280.65,286.20,285.44,290.97,294.11,299.67,302.27,300.12,299.88,298.17,292.23,278.07,280.09,283.06,293.64,281.87,288.69,287.17,286.92,287.72,297.44,292.02,297.85,298.70,324.18,289.79,283.05,279.15,280.16,282.24,285.11,295.60,288.52,262.70,252.24,270.83,261.20,228.49,201.20,175.93,,,,,,,479.96,508.02,518.30,530.37,,,,,,,,,,,,,,,,,,,,,,224.42,230.48,262.03,276.43,283.06,296.05,295.87,348.00,377.25,365.19,358.13,300.14,328.45,323.34,304.58,331.98,344.42,287.92,284.71,279.35,276.53,313.77,265.47,274.49,272.52,306.15,327.91
2016-03-07 22:26:02.901000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.52,220.13,216.77,177.49,239.72,235.07,237.28,239.42,244.54,232.03,242.45,243.06,242.76,245.02,237.85,239.58,235.84,233.22,230.00,245.57,222.01,246.33,237.94,251.96,250.53,243.89,255.33,254.26,243.68,238.71,243.56,243.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.10,248.24,258.95,265.72,273.71,262.37,260.81,255.75,248.95,236.41,243.13,246.89,288.35,278.12,234.47,239.81,277.41,275.58,269.16,266.11,241.50,262.54,265.61,267.63,235.89,269.26
2016-03-16 22:19:48.512000,L8,187.98,198.39,208.14,200.70,211.89,217.57,232.08,223.52,208.24,208.70,200.08,199.03,204.29,221.68,233.98,253.07,254.85,316.68,327.79,334.25,324.28,329.89,328.49,273.55,271.55,270.34,269.28,267.72,266.46,268.93,269.30,264.55,265.40,265.69,262.46,262.33,268.94,270.46,275.71,277.95,278.83,280.56,288.20,290.72,296.74,292.40,294.46,296.06,297.66,292.38,288.95,279.33,289.47,285.35,282.80,284.39,287.32,285.20,284.30,288.02,290.41,295.73,297.47,294.65,289.24,287.11,276.91,282.71,280.48,287.36,292.96,283.81,259.82,248.81,250.43,256.19,226.34,200.18,170.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.07,241.79,266.25,280.90,288.47,295.23,293.03,304.48,301.52,297.18,291.01,323.77,324.78,304.15,288.87,277.32,281.98,285.72,283.80,276.03,273.92,267.23,269.21,272.02,268.56,310.07,332.36
