dates,nzd0426-0000,nzd0426-0001,nzd0426-0002,nzd0426-0008,nzd0426-0009,nzd0426-0010,nzd0426-0011,nzd0426-0013,nzd0426-0014,nzd0426-0015,nzd0426-0016,nzd0426-0017,nzd0426-0018,nzd0426-0019,nzd0426-0020,nzd0426-0021,nzd0426-0022,nzd0426-0023,nzd0426-0024,nzd0426-0025,nzd0426-0026,nzd0426-0027,nzd0426-0028,nzd0426-0029,nzd0426-0030,nzd0426-0031,nzd0426-0032,nzd0426-0033,nzd0426-0034,nzd0426-0035,nzd0426-0003,nzd0426-0004,nzd0426-0005,nzd0426-0006,nzd0426-0007,nzd0426-0012,nzd0426-0036,nzd0426-0037,nzd0426-0038,nzd0426-0039,nzd0426-0040,satname
2005-09-10 22:08:07+00:00,,,271.59,251.26,,,,,,,,,,,,,236.02,253.9,261.36,258.1,255.36,260.73,270.49,269.6,241.45,,277.3,271.18,267.33,,263.84,241.4,244.04,245.16,237.25,,,,,,,L5
2005-11-13 22:08:20+00:00,,309.79,271.59,251.26,284.55,295.62,303.49,281.55,290.3,288.59,285.83,291.07,295.24,283.63,289.08,285.3,236.02,253.9,261.36,277.595,274.67,279.56,287.21000000000004,287.46500000000003,241.45,,277.3,271.18,267.33,307.89,263.84,241.4,244.04,245.16,237.25,293.73,306.37,295.49,225.12,223.93,223.68,L5
2006-10-31 22:14:17+00:00,265.96,,266.81,247.03,249.59,252.62,270.53,,,,,,,,,,239.29,249.38,255.43,261.62,,263.89,272.29,271.67,248.03,265.66,278.24,271.48,266.95,,253.73,240.04,242.04,239.29,232.03,,,,,,,L5
2007-02-04 22:14:57+00:00,286.42499999999995,310.75,286.44,266.26,266.49,270.25,286.255,285.06,292.04,292.1,285.0,295.27,287.77,285.21,274.24,276.02,264.585,273.08500000000004,274.39,277.515,291.95,282.485,290.06,289.42,248.03,265.66,299.695,271.48,285.78499999999997,295.83,275.11,259.71999999999997,262.545,258.8,250.635,297.7,294.58,278.49,213.94,215.46,219.98,L5
2007-10-02 22:12:54+00:00,,,279.58,263.51,254.78,,,,,,,,,,,,256.69,269.71,268.11,270.02,266.17,270.28,271.16,269.56,247.88,251.98,282.88,278.11,271.04,,266.17,251.52,264.11,259.84,252.03,,,,,,,L5
2010-01-27 22:10:50+00:00,304.68,309.67,304.47,289.56,286.68,293.6,300.18,280.86,286.62,289.6,283.76,288.73,,281.9,285.57,283.11,286.01,293.96,293.6,292.89,291.32,293.45,301.48,297.97,297.35,306.59,320.1,317.46,313.71,301.11,299.42,,291.28,285.31,273.97,292.62,297.39,281.2,209.49,218.05,222.71,L5
2011-02-15 22:09:58+00:00,266.97,,271.62,252.41,,,,,258.11,255.17,245.5,252.66,251.71,243.51,,,,258.08,256.94,256.31,,259.48,273.76,274.65,260.17,276.24,,288.18,275.91,,262.68,250.95,246.78,,236.49,,,,,,,L5
2013-05-11 22:21:55+00:00,,,305.04,279.61,,,,,271.96,273.91,263.86,260.09,222.88,261.57,252.66,262.45,268.7,276.53,283.17,273.98,278.05,274.59,284.77,281.5,270.85,251.36,,291.23,289.12,269.71,289.93,278.6,275.73,270.44,264.21,,,,,,,L8
2013-05-27 22:22:02+00:00,252.15,,305.04,279.61,,,,,271.96,273.91,263.86,260.09,222.88,261.57,252.66,262.45,268.7,276.53,283.17,273.98,278.05,274.59,284.77,281.5,289.08000000000004,251.36,,291.23,289.12,289.34000000000003,289.93,278.6,294.28,270.44,264.21,,302.84,299.47,218.61,224.3,230.02,L8
2013-09-16 22:21:57+00:00,272.34,303.88,301.405,278.36,272.16,284.76,298.34,,245.435,273.91,263.86,260.09,212.625,261.57,252.66,262.45,268.7,276.33,282.77,273.915,278.375,279.105,286.905,283.94,283.55333333333334,264.61,293.18,292.28,290.19,283.8666666666667,289.58500000000004,277.155,288.24666666666667,269.12,262.835,284.64,302.84,299.47,218.61,224.3,230.02,L8
2013-10-18 22:21:49+00:00,269.6766666666667,302.46500000000003,298.72,274.4166666666667,267.265,281.66999999999996,295.155,,238.35666666666665,273.91,263.86,260.09,210.63,261.57,252.66,262.45,268.7,276.33,282.77,273.915,278.375,277.9866666666667,286.76666666666665,281.05,278.66,269.66,283.615,290.7033333333333,286.63666666666666,271.5325,284.57,274.10999999999996,284.33,265.6433333333334,259.50666666666666,281.345,302.84,299.47,218.61,224.3,230.02,L8
2013-12-21 22:21:27+00:00,278.44,302.46500000000003,313.61,271.82,267.265,281.66999999999996,295.155,,221.55499999999998,300.79,295.96,,204.505,,,,313.56,295.94,297.99,293.815,295.68,290.70000000000005,298.93666666666667,292.9166666666667,268.24,293.65000000000003,300.3666666666667,303.35999999999996,297.1933333333333,272.14000000000004,281.89,271.86499999999995,274.38,263.245,257.155,281.345,305.87,298.28,230.8,,,L8
2014-07-01 22:19:46+00:00,,,310.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.1,278.21,,,,,,,,,,L8
2014-09-03 22:20:06+00:00,303.79,307.55,306.235,284.26,276.13,285.8,302.13,,214.95,,,,199.42,258.84,262.97,266.97,275.66,281.7,286.81,282.71,282.98,285.47,290.97,291.13,278.67,283.97,297.07,298.63,295.44,281.37,291.96500000000003,278.515,280.69,274.92,270.69,289.71,277.62,,,,,L8
2014-10-21 22:20:13+00:00,303.79,307.55,306.235,284.26,276.13,285.8,302.13,298.31,214.95,,,,199.42,258.84,262.97,266.97,275.66,281.7,286.81,282.71,282.98,285.47,290.97,301.955,294.79,298.94500000000005,312.315,312.015,306.74,309.87,291.96500000000003,278.515,280.69,274.92,270.69,300.66499999999996,277.62,,222.85,225.96,236.85,L8
2014-11-06 22:20:13+00:00,299.27,302.27,301.81,283.225,277.24,285.14,299.03999999999996,281.53,220.5,266.69,,248.28,228.24,263.6,256.445,267.57500000000005,275.48,281.7,285.445,280.1,282.98,281.94500000000005,290.06500000000005,293.5333333333333,289.3966666666667,294.44,304.34999999999997,312.015,298.33666666666664,309.87,286.31,278.5133333333333,271.01,265.485,267.78,294.77,277.62,,222.85,225.96,236.85,L8
2014-12-24 22:20:05+00:00,307.11333333333334,309.89000000000004,306.2375,292.50333333333333,288.79,295.4166666666667,307.13,286.83666666666664,247.92666666666665,282.74,296.22,274.08,254.61333333333332,277.2633333333333,270.5733333333333,280.26666666666665,286.59666666666664,297.595,294.16,290.1666666666667,296.225,290.84,299.1266666666667,298.245,294.8725,300.8825,309.27,317.09666666666664,303.3075,309.53000000000003,286.31,288.03249999999997,283.53666666666663,278.07666666666665,278.74666666666667,298.1575,291.155,294.55,221.49,226.23000000000002,236.35,L8
2015-01-25 22:19:56+00:00,307.11333333333334,313.775,308.81,297.795,294.83,301.305,311.26,290.0525,262.1475,288.21333333333337,296.005,283.59999999999997,268.6325,284.8025,278.515,286.9075,292.9075,303.34666666666664,299.32,295.775,301.3966666666667,295.925,303.89,301.06,297.988,303.59000000000003,312.496,319.1,306.23400000000004,309.025,282.915,298.2775,290.5125,284.74,284.58500000000004,300.698,296.24,295.03999999999996,221.90666666666667,226.17999999999998,236.28666666666666,L8
2015-02-10 22:19:50+00:00,301.32,310.366,305.53999999999996,294.652,292.82,297.308,308.62,286.102,264.966,283.8525,288.0133333333333,280.96,270.62399999999997,283.046,276.128,284.572,290.48199999999997,299.5925,296.698,293.584,296.795,293.604,301.288,298.8616666666667,294.99833333333333,301.3233333333333,312.496,315.448,303.78833333333336,302.982,279.33,295.30199999999996,288.33599999999996,282.658,282.048,296.8983333333333,291.55,295.03999999999996,221.90666666666667,226.17999999999998,236.28666666666666,L8
2015-02-26 22:19:46+00:00,294.192,308.55833333333334,303.49333333333334,292.635,291.1983333333333,293.9533333333333,306.90833333333336,277.86,264.966,283.8525,288.0133333333333,280.96,270.62399999999997,283.046,276.128,284.572,290.48199999999997,299.5925,296.698,293.584,296.795,292.0516666666667,299.55333333333334,297.4542857142857,292.8771428571428,299.5828571428571,310.02500000000003,313.205,302.2285714285714,299.6066666666667,278.85,293.1583333333333,286.905,281.205,280.08666666666664,294.3771428571428,288.918,295.03999999999996,221.90666666666667,226.17999999999998,236.28666666666666,L8
2015-03-14 22:19:35+00:00,291.7925,308.76,303.77,294.31,294.212,295.584,307.86400000000003,277.86,283.38,283.8525,288.0133333333333,280.96,288.42499999999995,292.48400000000004,283.838,292.40999999999997,294.18749999999994,305.5566666666666,299.17,296.3025,304.555,296.5566666666667,304.4016666666667,300.49285714285713,297.43857142857144,304.28428571428566,312.61600000000004,316.12,303.35999999999996,303.254,274.85666666666674,296.02599999999995,288.14799999999997,282.462,281.966,295.155,291.74250000000006,295.3966666666667,221.945,227.8875,236.4875,L8
2015-05-01 22:19:12+00:00,291.7925,309.31166666666667,303.5566666666666,292.75333333333333,290.275,295.584,307.73833333333334,268.18666666666667,283.38,283.8525,288.0133333333333,280.96,288.42499999999995,292.48400000000004,283.838,292.40999999999997,294.18749999999994,305.5566666666666,299.17,294.35,300.788,295.4585714285714,302.5414285714286,297.5728571428572,293.21999999999997,301.0571428571429,307.28,311.546,299.6616666666667,292.76800000000003,278.54,294.1066666666666,287.39666666666665,281.68333333333334,280.895,291.54833333333335,289.738,289.9375,221.64333333333332,228.52999999999997,236.36666666666667,L8
2015-09-06 22:19:50+00:00,,319.54499999999996,314.32,298.47,270.59,,316.185,240.27,307.695,299.28,297.23,303.41,307.53,304.79499999999996,301.9,306.245,311.67,315.9,312.32,298.015,303.53333333333336,303.6366666666667,309.98,306.92,299.97666666666663,307.1433333333334,312.775,314.255,308.315,285.94,300.76,302.17499999999995,298.57,291.22,288.93,301.98,281.72,284.83500000000004,222.06,233.01,237.09,L8
2015-10-08 22:20:00+00:00,,333.83,317.58666666666664,298.47,270.59,,325.79333333333335,240.27,308.37,299.28,297.23,303.41,307.53,303.56,302.28,306.33,311.67,315.9,312.32,298.015,298.29,312.6566666666667,319.49,317.3233333333333,308.22666666666663,302.27500000000003,327.31,317.4266666666667,325.5366666666667,285.94,300.76,321.34999999999997,298.57,291.22,288.93,316.97,281.72,273.56,,,,L8
2015-12-27 22:20:07+00:00,,344.71000000000004,325.135,297.275,272.36,285.2,335.135,267.68,290.135,284.2,284.115,287.235,293.60999999999996,290.43,287.79499999999996,291.595,296.1,301.025,298.79499999999996,295.985,296.245,310.47,318.57666666666665,314.1233333333334,306.70666666666665,302.925,326.31,316.3833333333333,323.94,277.85,311.93,339.77,313.5,289.015,285.65,330.46500000000003,277.5,,,,,L8
2016-02-13 22:19:56+00:00,280.92,344.71000000000004,314.28,292.62666666666667,278.57500000000005,282.96500000000003,335.135,251.70499999999998,290.135,284.2,284.115,287.235,293.60999999999996,290.43,287.79499999999996,291.595,296.1,301.025,298.79499999999996,295.985,296.245,304.055,312.06499999999994,307.8325,300.355,298.5133333333333,319.895,312.84,316.905,280.62,295.32,339.77,296.98,284.2,281.3,330.46500000000003,278.47,,,,,L8
2016-02-29 22:19:53+00:00,310.51,347.26,314.28,292.62666666666667,278.57500000000005,282.96500000000003,335.135,251.70499999999998,295.33666666666664,289.21999999999997,288.30333333333334,292.28000000000003,297.5566666666666,295.33666666666664,292.15000000000003,296.7366666666667,301.6433333333334,307.06333333333333,303.7033333333333,301.99,302.27,305.752,313.954,309.93600000000004,303.772,304.44,321.316,316.192,317.74,291.82,295.32,353.36999999999995,296.98,284.2,281.3,330.46500000000003,288.10999999999996,299.87,,,,L8
2016-03-16 22:19:48+00:00,323.86,346.57,312.67333333333335,292.31,290.1233333333334,295.27666666666664,334.995,251.70499999999998,293.69,289.24,288.32,292.0733333333333,297.32666666666665,295.85,291.53000000000003,296.37000000000006,296.63,302.645,299.395,298.24,297.97499999999997,306.11,314.23999999999995,310.212,305.03,306.6,322.176,316.5,317.528,296.925,300.405,352.8333333333333,295.585,284.3433333333333,281.2666666666667,329.53,292.5175,299.355,252.31,253.85,230.09,L8
2016-04-17 22:19:33+00:00,323.86,327.1233333333333,304.59666666666664,290.36249999999995,290.1233333333334,295.27666666666664,324.98,251.70499999999998,288.65999999999997,285.3425,283.1125,285.45750000000004,290.35499999999996,288.9375,291.53000000000003,296.37000000000006,290.3866666666666,295.0233333333333,293.18,298.24,291.98333333333335,293.55800000000005,301.646,298.226,297.45,306.6,310.156,310.24,303.61,292.61199999999997,295.88,327.0233333333333,289.50666666666666,282.3975,278.785,312.11,289.44,299.355,252.31,253.85,230.09,L8
2016-07-06 22:19:53+00:00,323.86,327.1233333333333,304.59666666666664,289.4225,299.00500000000005,300.31499999999994,324.98,235.73,294.2466666666666,290.74999999999994,287.15000000000003,290.2566666666667,293.9099999999999,292.81666666666666,300.64,306.125,295.31499999999994,299.46,297.135,314.0,297.16,296.37,304.89750000000004,298.426,304.32666666666665,311.2566666666667,308.866,312.95000000000005,306.7475,296.3025,295.88,315.9675,285.90999999999997,281.28,277.79,312.11,292.425,299.355,252.31,253.85,230.09,L8
2016-09-08 22:20:12+00:00,337.995,318.97,313.9533333333333,297.64,313.295,319.94,324.76,,295.0366666666667,291.5566666666667,287.7333333333333,291.32666666666665,294.63999999999993,293.36333333333334,302.02,306.305,296.695,299.76,298.34000000000003,314.87,297.65999999999997,300.41333333333336,308.9866666666667,300.83,314.38,321.255,311.4325,316.46666666666664,310.02666666666664,299.78000000000003,308.6233333333334,300.00750000000005,293.255,288.90250000000003,285.59999999999997,312.81,297.1766666666667,299.475,237.63,241.39499999999998,233.23000000000002,L8
2017-01-14 22:20:09+00:00,325.43,312.7,307.68,301.61,297.70500000000004,297.305,309.74,,291.82,288.525,285.155,290.03999999999996,293.02,292.345,287.81,292.065,301.095,304.27,302.66499999999996,298.72,300.83,299.38,307.58000000000004,303.85,298.865,305.4,316.775,315.755,309.655,298.26,298.59000000000003,302.135,295.53,290.65999999999997,289.89,299.345,296.68,300.11,222.95,228.94,236.37,L8
2017-02-15 22:19:55+00:00,325.43,309.0133333333333,302.79,296.0833333333333,293.7766666666667,295.04,305.68333333333334,236.07,291.82,288.525,285.155,290.03999999999996,293.02,292.345,287.81,292.065,301.095,304.27,302.66499999999996,298.72,300.83,294.62666666666667,302.99,299.37666666666667,293.9066666666667,300.68333333333334,311.5466666666667,311.6266666666667,305.18666666666667,294.1566666666667,291.2633333333333,296.91,290.56333333333333,285.92,285.67,292.99,292.44,300.11,222.95,228.94,236.37,L8
2017-04-20 22:19:23+00:00,324.27,308.46,304.95666666666665,295.3066666666666,293.1333333333334,295.5466666666667,305.9266666666667,236.07,290.86,288.03499999999997,284.74,288.98,292.15999999999997,291.31,286.725,291.28,299.605,301.755,301.47,296.35,299.92999999999995,293.8,302.09,297.9633333333333,292.69,298.1133333333333,310.46,310.3633333333333,304.76,293.40333333333336,292.43333333333334,297.5133333333333,290.80333333333334,286.05,285.36666666666673,293.52666666666664,291.7933333333333,297.33,218.01,225.39,235.94,L8
2017-06-07 22:19:38+00:00,324.27,306.27,305.83500000000004,292.83,293.1333333333334,295.5466666666667,305.9266666666667,236.07,285.50333333333333,288.03499999999997,284.74,281.34,292.15999999999997,291.31,286.725,291.28,290.91,293.96999999999997,296.13,289.06,299.92999999999995,290.3075,298.6275,295.7725,288.85,298.1133333333333,307.7725,310.3633333333333,302.39,290.5075,292.225,293.0425,287.5325,283.125,281.12750000000005,293.52666666666664,288.9975,281.32,218.01,225.39,235.94,L8
2017-11-30 22:20:08+00:00,324.46,311.985,314.95500000000004,300.345,313.91,320.45,324.51,,289.76,300.72,299.34,284.83500000000004,307.53,308.03,300.9,306.39,273.52,297.35,300.15,292.915,317.79,297.08,306.14,304.595,296.58,319.91,316.115,327.82,308.72,296.65999999999997,305.12,299.03999999999996,295.145,290.61,285.39,313.42,295.525,281.07,221.16,230.52,233.21,L8
2018-03-06 22:19:38+00:00,323.385,323.34000000000003,323.73,314.115,309.015,315.325,322.765,,304.33500000000004,299.985,298.815,303.32,307.28999999999996,307.16999999999996,300.44,305.61,,316.755,315.87,311.35,317.79,314.33,324.04,317.94,314.13,319.415,330.095,327.765,321.06,311.21000000000004,319.52,318.53999999999996,311.37,306.75,300.65999999999997,311.07000000000005,310.44,296.83,221.16,230.52,233.21,L8
2018-08-29 22:19:32+00:00,322.31,322.41,326.02,312.94,304.12,310.2,321.02,,286.225,283.755,279.55,303.03,307.05,306.31,299.98,304.83,,297.55499999999995,297.90999999999997,,,281.92,284.19,301.7,312.43,318.92,309.745,313.15,304.725,296.86,320.4,318.63,310.17,306.63,298.95,308.72,271.64,262.39,,,,L8
2018-12-03 22:19:53+00:00,333.3,345.64,351.53,,,308.45,322.22,,268.51,268.26,260.81,306.09,308.55,,,,,298.905,297.21000000000004,312.69,313.09,281.92,284.19,287.51,310.28,317.24,308.235,314.025,289.49,282.8,321.75,321.14,316.12,,,310.46,271.64,262.39,221.99,225.53,231.76,L8
2019-07-31 22:20:02+00:00,335.51,337.21,344.84,335.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.74,351.01,343.07,308.38,,,,,,,L8
2019-09-17 22:20:17+00:00,320.44,321.94,321.44,335.64,273.56,284.42,300.6,229.71,,,,,,,,,,285.0,286.51,281.96,285.08,285.8,292.69,291.38,278.72,282.31,296.22,296.3,294.29,281.23,284.27,343.74,351.01,343.07,290.79499999999996,285.95,280.74,258.94,,,,L8
2019-12-22 22:20:15+00:00,322.03,321.84,321.93666666666667,335.64,273.56,284.42,300.6,229.71,,,,,,,,,,285.0,286.51,281.96,285.08,285.8,292.69,291.38,278.72,282.31,296.22,296.3,294.29,281.23,284.27,346.43,349.385,347.89,290.79499999999996,285.95,280.74,258.94,,,,L8
2020-02-24 22:19:58+00:00,315.28999999999996,309.38333333333327,305.0166666666667,,276.49,281.865,299.43,229.3,,,,,,278.31,274.9,279.56,289.03,288.16999999999996,287.58,284.185,286.625,287.53,293.56,291.355,281.305,288.2,299.87,299.95000000000005,295.61,284.12,280.655,349.12,347.76,352.71,274.845,284.36,282.32,258.94,,,,L8
2020-03-11 22:19:52+00:00,315.28999999999996,309.16749999999996,303.1,,279.34666666666664,283.99,301.2733333333333,228.50333333333333,,,,,,280.905,277.435,282.28,291.05999999999995,291.05333333333334,289.8233333333333,286.4433333333333,288.83666666666664,289.29,295.01666666666665,292.56,283.93333333333334,290.92333333333335,302.16,302.42,296.75333333333333,286.6333333333334,281.93333333333334,349.12,347.76,352.71,278.1566666666667,287.13,283.28,267.4,,,,L8
2020-03-27 22:19:43+00:00,328.62,314.765,310.18,361.41,282.24,283.775,301.60999999999996,227.89999999999998,,,,,,280.905,277.435,282.28,291.05999999999995,294.08,291.48,288.68499999999995,290.71500000000003,291.03499999999997,296.17999999999995,293.15000000000003,286.53999999999996,295.23,305.13,305.48,297.985,296.1366666666667,280.765,342.03,338.47,339.46,280.63,287.72,291.11999999999995,286.42,223.76,232.75,231.9,L8
2020-04-28 22:19:28+00:00,328.62,313.38800000000003,308.06800000000004,361.41,278.6966666666667,283.775,301.60999999999996,227.89999999999998,,,,,273.72,278.79,275.66,280.18666666666667,289.16,293.0833333333333,290.99666666666667,288.68499999999995,290.71500000000003,291.03499999999997,296.17999999999995,293.15000000000003,286.53999999999996,295.23,305.13,305.48,297.985,296.1366666666667,282.55333333333334,322.98,319.98,319.09,279.3033333333333,287.72,291.11999999999995,286.42,223.76,232.75,231.9,L8
2020-07-01 22:19:46+00:00,332.03,309.246,304.572,361.41,278.6966666666667,283.775,301.60999999999996,227.89999999999998,277.28,273.27,271.41,268.16,270.74,271.8625,275.66,273.9475,285.3075,293.0833333333333,289.10249999999996,285.72999999999996,287.44,291.03499999999997,293.1333333333333,293.15000000000003,283.3233333333333,295.23,302.45666666666665,303.84000000000003,297.985,296.1366666666667,284.15250000000003,300.06333333333333,297.59666666666664,293.26,279.3033333333333,287.72,291.11999999999995,286.42,223.76,232.75,231.9,L8
2020-09-19 22:20:15+00:00,317.69,311.85249999999996,307.15999999999997,361.41,277.055,291.51,308.64,225.12,277.28,273.27,271.41,268.16,270.74,262.82000000000005,272.11,265.615,279.55500000000006,287.87,283.7933333333333,284.75,285.82,293.4,289.79,280.72,276.67499999999995,292.96,299.525,303.275,299.28,299.765,284.0933333333333,300.06333333333333,297.59666666666664,293.26,271.57,293.65,294.265,296.98,223.76,232.75,231.9,L8
2020-10-21 22:20:19+00:00,289.94500000000005,304.5675,298.175,,273.07666666666665,284.65999999999997,301.275,225.12,274.265,270.73,265.115,265.18,270.74,259.79,262.565,264.91333333333336,279.1666666666667,286.32,284.17999999999995,282.3933333333334,284.10999999999996,288.12,288.7666666666667,282.4,275.4433333333333,287.065,297.17333333333335,300.4166666666667,295.03,285.0,282.615,280.46999999999997,280.45,274.98333333333335,269.84666666666664,288.04999999999995,280.935,259.7,,,,L8
2021-01-25 22:20:07+00:00,289.94500000000005,310.7533333333334,301.0966666666667,360.05,273.81,284.65999999999997,320.8533333333333,264.595,287.96500000000003,283.4,278.275,283.495,308.23,280.99,253.02,263.51,278.39,283.93500000000006,293.3633333333333,283.68000000000006,285.71999999999997,288.12,289.63,293.45666666666665,286.3333333333333,295.56666666666666,306.40000000000003,308.40333333333336,302.59,292.72,288.38,296.27,292.685,287.94,277.50333333333333,288.04999999999995,289.3066666666667,277.565,218.14,226.97,232.34,L8
2021-03-30 22:19:46+00:00,276.54,315.09,309.08666666666664,335.88,286.145,293.90999999999997,325.04333333333335,304.49,293.12,288.68,284.74,289.99666666666667,307.36,289.30333333333334,276.76,283.445,295.38,299.65,305.2633333333333,293.865,297.13,297.135,302.33000000000004,305.09666666666664,296.82,302.20666666666665,314.3233333333333,315.03333333333336,308.94,305.5466666666667,298.24,304.14000000000004,298.07,306.51666666666665,288.31333333333333,297.51,300.31,285.0933333333333,220.435,235.14499999999998,230.36,L8
2021-05-17 22:19:36+00:00,,326.93,322.45,330.06,307.1,312.625,334.8333333333333,307.73333333333335,305.3433333333333,299.97666666666663,297.99333333333334,303.895,307.36,307.09,302.675,304.685,313.73,316.47,315.225,310.05,313.57,311.43,319.31,316.15333333333336,309.33,312.05333333333334,325.69,326.25666666666666,318.9866666666667,316.28333333333336,310.8566666666666,319.09999999999997,309.81,319.57666666666665,301.0,315.955,311.37333333333333,300.1933333333333,219.35666666666665,235.14499999999998,230.36,L8
2021-11-21 22:22:10+00:00,267.49,299.7,291.43,287.06,279.36,285.52,298.64,271.74,281.07,275.55,276.92,277.59,280.09,283.56,275.17,,,277.93,,,,,,,,283.23,301.98,296.29,294.12,283.3,278.98,290.87,284.32,280.7,277.24,286.11,281.91,,,,,L9
2021-12-11 22:20:20+00:00,298.85,311.08500000000004,303.32,300.175,295.675,299.40999999999997,309.245,288.5,292.595,287.27,287.545,291.655,294.55999999999995,295.81,289.065,307.25,317.88,277.93,318.41,316.71,317.16,315.28,322.18,318.75,316.32,298.795,316.025,312.725,308.245,298.775,296.19500000000005,303.8,296.66999999999996,294.155,289.525,298.84000000000003,297.0,304.07,219.06,227.75,234.04,L8
2022-01-04 22:20:15+00:00,298.85,306.8833333333334,299.3833333333333,294.34666666666664,289.25,292.19,304.49333333333334,288.5,292.595,287.27,287.545,291.655,294.55999999999995,295.81,289.065,307.25,317.88,277.93,318.41,316.71,317.16,301.515,308.78499999999997,305.11,300.57,296.0566666666667,311.56333333333333,309.56,304.71,294.56333333333333,290.05333333333334,303.8,291.56,287.83666666666664,281.78333333333336,294.91,292.73333333333335,304.07,219.06,227.75,234.04,L9
