dates,satname,nzd0378-0000,nzd0378-0113,nzd0378-0114,nzd0378-0115,nzd0378-0116,nzd0378-0117,nzd0378-0149,nzd0378-0150,nzd0378-0151,nzd0378-0152,nzd0378-0213,nzd0378-0214,nzd0378-0215,nzd0378-0216,nzd0378-0217,nzd0378-0218,nzd0378-0043,nzd0378-0044,nzd0378-0045,nzd0378-0047,nzd0378-0048,nzd0378-0049,nzd0378-0042,nzd0378-0046,nzd0378-0006,nzd0378-0007,nzd0378-0008,nzd0378-0009,nzd0378-0024,nzd0378-0025,nzd0378-0026,nzd0378-0027,nzd0378-0028,nzd0378-0029,nzd0378-0139,nzd0378-0140,nzd0378-0141,nzd0378-0142,nzd0378-0169,nzd0378-0170,nzd0378-0171,nzd0378-0172,nzd0378-0173,nzd0378-0030,nzd0378-0039,nzd0378-0040,nzd0378-0041,nzd0378-0102,nzd0378-0103,nzd0378-0104,nzd0378-0105,nzd0378-0106,nzd0378-0107,nzd0378-0108,nzd0378-0109,nzd0378-0118,nzd0378-0119,nzd0378-0174,nzd0378-0175,nzd0378-0176,nzd0378-0177,nzd0378-0184,nzd0378-0185,nzd0378-0186,nzd0378-0196,nzd0378-0197,nzd0378-0198,nzd0378-0199,nzd0378-0200,nzd0378-0201,nzd0378-0202,nzd0378-0019,nzd0378-0020,nzd0378-0021,nzd0378-0022,nzd0378-0023,nzd0378-0187,nzd0378-0188,nzd0378-0189,nzd0378-0190,nzd0378-0058,nzd0378-0059,nzd0378-0060,nzd0378-0061,nzd0378-0062,nzd0378-0063,nzd0378-0065,nzd0378-0066,nzd0378-0067,nzd0378-0038,nzd0378-0068,nzd0378-0069,nzd0378-0070,nzd0378-0071,nzd0378-0072,nzd0378-0099,nzd0378-0100,nzd0378-0157,nzd0378-0158,nzd0378-0159,nzd0378-0160,nzd0378-0203,nzd0378-0204,nzd0378-0054,nzd0378-0055,nzd0378-0056,nzd0378-0057,nzd0378-0064,nzd0378-0053,nzd0378-0095,nzd0378-0096,nzd0378-0097,nzd0378-0098,nzd0378-0168,nzd0378-0010,nzd0378-0210,nzd0378-0211,nzd0378-0212,nzd0378-0050,nzd0378-0051,nzd0378-0073,nzd0378-0052,nzd0378-0011,nzd0378-0012,nzd0378-0032,nzd0378-0033,nzd0378-0034,nzd0378-0035,nzd0378-0036,nzd0378-0037,nzd0378-0074,nzd0378-0077,nzd0378-0078,nzd0378-0079,nzd0378-0080,nzd0378-0081,nzd0378-0082,nzd0378-0083,nzd0378-0085,nzd0378-0086,nzd0378-0031,nzd0378-0001,nzd0378-0002,nzd0378-0003,nzd0378-0018,nzd0378-0004,nzd0378-0205,nzd0378-0206,nzd0378-0084,nzd0378-0017,nzd0378-0094,nzd0378-0087,nzd0378-0013,nzd0378-0014,nzd0378-0015,nzd0378-0016,nzd0378-0101,nzd0378-0207,nzd0378-0208,nzd0378-0191,nzd0378-0192,nzd0378-0193,nzd0378-0194,nzd0378-0195,nzd0378-0136,nzd0378-0209,nzd0378-0121,nzd0378-0122,nzd0378-0123,nzd0378-0124,nzd0378-0125,nzd0378-0147,nzd0378-0148,nzd0378-0137,nzd0378-0138,nzd0378-0075,nzd0378-0076,nzd0378-0133,nzd0378-0134,nzd0378-0135,nzd0378-0183,nzd0378-0120,nzd0378-0166,nzd0378-0167,nzd0378-0180,nzd0378-0181,nzd0378-0182,nzd0378-0110
2022-04-28 22:06:58.925000,L9,,,,,,,,,,,,,,,,,,,,,,,,,362.64,368.47,,,425.61,385.64,387.92,369.83,434.53,391.87,,,362.40,332.93,,,,,,361.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.65,320.50,,,,,376.94,301.65,315.07,,309.11,,,,,387.98,367.31,,,,,,,380.86,280.49,294.44,298.17,,335.39,,,,288.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06 22:07:05.573000,L8,,,,,,,,,,,,,,,,,270.85,284.83,278.15,,,,336.01,,,,,,351.65,364.65,332.49,300.69,,,,,,,,,,,,,277.11,294.69,315.34,,,,,,,,,,,,,,,,,,,,,,,,,369.25,369.91,392.52,318.04,394.22,,,,,334.51,312.12,,,,,376.58,297.64,307.73,,305.51,,,,,,,,,,,,,,274.88,284.11,287.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.19,391.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-22 22:07:10.472000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.72,453.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.13,395.53,307.78,,306.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-07 22:07:19.428000,L8,,,,,,,,,,,,,,,,,,392.92,348.25,,,,354.83,342.91,,,,,,,,,,,,,,,,,,,,,278.13,298.26,325.28,,,,,,,,,,,,,,,,,,,,,,,,,,300.67,297.26,409.64,376.90,,,,,,,,,,,,,,322.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01 22:07:06.314000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.27,304.40,329.25,,341.98,382.26,283.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 22:07:44.129000,L8,,,,,,,,,,,,,,,,,298.07,339.73,298.85,365.55,346.03,308.29,267.39,389.45,,,,,,,,,,,,,,,,,,,,,387.93,303.79,329.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.62,,,,,,,,,,,,,,,368.32,355.87,,,,,,,,,,,,,350.43,330.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-26 22:07:46.208000,L8,,,,,,,,,,,,,,,,,,,318.50,338.81,,,,367.07,,,,,369.64,363.38,362.28,385.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.00,335.70,369.65,347.19,350.08,,,,,,,,,367.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-03 22:07:27.941000,L9,,,,,,,,,,,,,,,,,,306.82,304.24,367.05,340.27,306.25,,375.14,,,,,,,,,,,356.70,376.06,330.61,,,,,,,,387.20,308.74,348.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.02,295.40,307.43,354.31,310.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.51,333.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05 22:07:34.692000,L9,,,,,,,,,,,,,,,,,294.69,293.51,298.94,361.03,286.45,298.13,278.53,299.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.16,373.15,338.23,,,,,,,,,,,,,378.29,387.69,404.82,,312.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.42,349.49,353.62,383.52,406.47,,,,,,,,,,,,,,,,,
2022-10-21 22:07:41.412000,L9,,,,,,,,,,,,,,,,,336.66,372.21,304.80,365.64,337.78,314.10,282.91,310.56,,,,,,,,,,,,,,,,,,,,,384.13,305.82,330.18,,,,,,,,,,,,,,,,,,,,,,381.67,353.74,363.84,,368.72,348.74,,,,,,,,,,,,,371.20,383.66,399.99,317.17,317.33,314.43,319.26,381.42,397.53,,,,,,,,,,,,,,,370.91,281.57,,,,,,,,333.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29 22:07:52.427000,L8,,,,,,,,,,,,,,,,,327.37,301.21,299.41,352.19,333.16,353.29,280.87,300.77,362.10,365.78,346.03,368.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.52,384.15,394.40,,413.63,314.75,325.35,373.54,402.70,,,,,,,,,,,,,,,,,,,,366.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-06 22:07:39.965000,L9,,,,,,,,,,,,,,,,,289.71,389.59,301.78,352.22,331.60,366.05,280.33,294.90,370.42,367.16,338.06,355.69,,,,,,,,,,,,,,,,,349.89,302.34,312.12,,,,,,,,,,,,,,,,,,,,,,,,,360.12,322.98,352.78,,,,,,,,,,,,,369.29,380.67,394.03,,409.86,314.08,329.49,370.79,401.19,,,,,,,,,,,,,,,,,,,,391.31,,,,334.96,,,,,,,,,,,,,,,,,,,,,,,,,,274.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14 22:07:47.062000,L8,,,,,,,,,,,,,,,,,308.39,,,361.05,342.05,383.04,326.39,369.32,,,,,403.59,409.31,310.69,,,,,,,,,,,,,,268.90,295.83,306.96,,,,,,,,,,,,,,,,,,,,,,,,,,295.16,314.70,336.25,329.50,,,,,,,,,,,369.28,383.22,396.21,,308.89,316.01,,366.09,409.36,,,,,,,,,,,,,,,,,,,,,,,,351.68,,397.89,,,,,,,,,,419.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-24 22:07:37.966000,L9,,,,,,,303.70,,,,,,,,,,,328.76,312.73,364.71,345.10,377.76,,370.81,,,,,,,,,426.72,329.95,,,,,356.98,356.85,366.47,380.25,396.50,327.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.12,319.93,365.54,,,,,,,,,,,,,,,,,,,,,,,,346.97,,392.92,,,,,,,,,,417.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.32,,,371.91,383.59,,,,,,,,,,,
2023-01-17 22:07:30.257000,L8,,,,,,,,,,,341.62,369.48,372.35,321.71,351.43,299.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 22:07:37.119000,L9,,,,,,,,,,,,,,,,,288.38,298.36,301.85,350.52,338.03,360.79,,290.29,,,,,,,,,444.80,381.70,381.68,383.19,335.54,328.79,,,,,,340.73,319.65,361.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.77,317.05,347.46,387.77,390.85,,364.15,378.73,396.09,312.45,315.46,316.43,333.34,369.61,,,,,,,,,,,269.34,284.45,287.65,351.37,,,,,,,,373.34,335.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.83,,,,,,,,,,,,,,,,,,,,,,
2023-02-10 22:07:44.308000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.80,319.19,313.65,306.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.41,,,,,,,,,,,,,
2023-02-18 22:07:25.855000,L8,,,,,,,,,,,,,,,,,289.61,293.65,275.26,343.67,330.83,359.89,,295.34,,,,,,,,,,,377.36,378.00,331.18,322.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.38,343.60,349.25,402.05,,,,,,329.37,314.12,335.01,382.02,405.43,,366.59,380.93,401.64,,308.40,317.15,319.63,352.08,,,,,,,,,,,,283.54,284.06,357.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 22:07:14.102000,L8,,,,,,,,,,,,,,,,,322.58,374.81,324.11,,,,306.42,317.93,,,,,,,,,,,264.43,376.97,332.32,326.39,359.03,354.70,331.49,386.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.57,387.68,407.05,,323.80,334.70,347.79,367.19,397.68,,,,,,,,,372.40,374.37,381.52,,,331.12,,,,,413.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-14 22:07:23.107000,L9,,,,,,,,,,,,,,,,,295.59,302.12,303.82,355.82,,,,301.62,,,372.99,390.07,355.49,351.84,329.93,374.91,542.85,422.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.81,374.51,346.68,,360.16,,,,,,,,,,,377.65,389.10,308.46,,316.07,313.37,323.32,362.84,380.11,,,,,,,,,,,,,,,,,,,,319.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-22 22:07:04.713000,L8,309.67,,,,,,,,,,,,,,,286.07,295.34,315.10,317.58,,,,280.72,311.59,368.96,365.47,,,,,,404.66,461.48,340.82,,,,,,,,,,387.40,388.66,344.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.94,389.46,406.91,322.73,321.66,328.80,346.48,369.69,389.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-30 22:07:11.153000,L9,,,,,,,,,,,,,,,,,322.82,312.35,314.56,365.89,322.31,315.90,293.40,311.79,372.29,367.62,359.75,378.59,336.08,315.14,,,473.41,351.00,,,,,,,,,,,387.82,,,,,,,,,,,,,,,,,,,,,,,349.06,399.38,378.15,389.08,,289.99,308.35,366.23,339.39,,,,,,,,,,,373.98,391.31,409.82,318.55,317.95,319.24,325.10,366.73,392.52,,,,,,,389.51,388.37,,,,,,,,,,,,,,,,305.00,344.00,,,,,,,,,,,,,,,,,,,,,,,,,357.41,,,,,371.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-15 22:07:04.808000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.76,350.65,,,,,,,,,,,,,,,,,,,,,382.75,300.81,309.56,,307.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.37,326.20,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-23 22:06:45.046000,L8,,,,,,,,,,,,,,,,,,,304.11,346.66,313.50,304.66,,305.14,372.22,369.62,344.61,383.66,,,,,394.71,432.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.70,374.80,338.94,409.72,,,,,,326.73,314.18,326.75,353.45,407.57,,380.96,395.28,311.45,,308.21,310.80,,,,,,,,,,,,,274.49,288.22,293.91,,,,,,,,319.10,,,,290.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02 22:06:41.744000,L9,,,,348.20,374.48,339.78,,,,,,,,,,,,,,351.64,286.50,281.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.85,301.39,306.68,,301.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-10 22:06:39.746000,L8,379.63,,,,,,,,,,280.25,,,,,,,,,360.29,,,,279.50,315.14,366.98,320.34,385.51,,,,,495.67,438.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.21,376.10,339.22,369.79,,,,,,,,,,,,379.40,303.68,309.44,,310.05,,,,,,,,,,,,,,,,,,,,,,,,315.81,378.93,315.89,362.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04 22:06:45.539000,L9,311.85,,,,,,,,,,,,,,,,,,,369.11,354.56,312.38,,,,,,,,,,378.20,399.15,341.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.00,391.28,407.46,,324.74,331.79,338.82,,,,,,,,,,,,,,,,,,,,,,,,,,337.53,342.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 22:07:02.846000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.05,372.53,375.78,394.94,338.69,,,,,,,,,,,,,,,,,,385.51,305.93,314.89,,305.95,,,,,,,,,,,,,,,,,,,,,,,,,363.76,324.23,408.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.72,,,,,,,,,,,,,,,,,,,,,,
2023-08-05 22:06:59.027000,L9,,,,,,,,,,,,,,,,,,,,358.31,337.61,301.37,,,,268.92,317.49,389.71,,,,,491.04,382.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.52,320.96,344.73,,,,,,,,,,,,,381.35,393.38,310.99,,312.87,,,,,,,,,,,,,,,,,,,,,,,,318.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.42,,,,,389.56,,,,,,389.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-13 22:07:07.940000,L8,379.74,,,,,,,,,,,,,,357.02,279.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-21 22:07:04.005000,L9,,,,,,,,,,,,,,,,,304.71,304.19,284.58,359.09,336.22,308.02,,299.81,,,,,,,,,482.74,432.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.21,380.46,350.95,339.06,361.18,,,,,,,,,,,375.28,386.41,400.77,,322.49,309.35,,,,,,,,,,,,,,,,,,,,,,,,,,,299.98,,,,,,,,,,,,,,,,,,,,,,,,326.62,387.44,,331.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-29 22:07:14.014000,L8,,,,,,,,,,,,,,,,,,,,348.18,330.01,302.86,,291.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.63,,,,,,,,,,,,,,,373.74,387.78,398.04,,312.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.51,,,,,375.11,,,,,,290.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-06 22:07:14.613000,L9,296.70,,,,,,,,,,,,,,393.06,280.34,,,,341.89,288.04,305.55,,296.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.29,387.73,399.84,,315.69,,,386.42,408.29,,,,,,,,,,,,,,,,,,,,,,,,,,408.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-08 22:07:22.193000,L9,350.73,,,,,,,,,,,,349.27,349.95,398.58,344.48,325.22,319.79,315.75,361.11,335.08,335.18,285.45,349.14,360.43,367.82,,,339.32,323.12,,,,,,,,,,,,,,,,,267.86,,,,,,,,,,,,,,,,,,,,,,,,,,291.60,308.93,322.93,335.22,,,,,,,,,,,370.55,318.43,405.10,,416.50,,,,,,,,,,,,,,,,,,360.65,,,,,,,,,,298.24,,,391.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-24 22:07:27.973000,L9,,,,,,,,,,,,,,,,,,,296.95,338.87,282.47,295.35,,295.42,,,386.70,382.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.06,388.25,401.41,,312.66,307.48,,,,,,,,,,,,,,,,,,,,,,,321.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-12 22:07:30.793000,L9,,,,,,,,,,,,,,,,,,,,309.88,384.06,339.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.09,373.58,385.05,,,,,,,,,,,,,,,,,,,,,,,405.89,,,,,,,,,,363.02,367.74,,367.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 22:07:30.090000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.88,349.38,334.93,357.69,310.69,,,,,,,,,,,,,,,373.46,338.48,341.19,295.61,,331.19,326.56,,,,,,,,,,,,,331.78,360.38,390.76,,,,,,,,,,,,,376.56,391.44,414.23,411.30,,,,,,,,,343.70,354.17,299.38,359.54,,333.59,,,,,425.65,,377.04,381.78,369.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.29,,,,,,,339.98,,,,,,,,,,,,,,,,,,,,,,
2024-02-13 22:07:29.811000,L9,,,,340.42,366.18,395.05,,,,,,,,,,,,,,282.98,353.60,382.37,,,,,,328.28,,,,,,,,,,,,,,,,,,,,,374.09,377.47,396.08,410.39,,,,407.38,406.72,,,,,,,,,,,,,,,,,,,,,,,,321.78,311.74,,355.24,383.04,400.66,372.52,303.63,403.85,,307.31,,,,,,,,,,,,,,,,282.40,395.71,,,,,,,404.64,,,,332.29,365.60,,,349.10,,,,,,,,,,,,,,,,377.70,391.94,,,,,,,,,,371.66,,,,333.23,377.94,317.01,,,,361.17,349.49,325.46,324.56,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-21 22:07:17.333000,L8,,,,358.07,376.45,343.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.50,341.77,324.63,296.32,378.16,,,,315.19,326.30,,,,,,,,,,,392.71,386.40,341.82,,,,,,,,,,,325.87,307.32,321.42,351.60,397.33,343.81,370.14,381.25,394.97,,,,,,,407.16,323.69,,,,,,,,,,280.60,362.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.91,393.39,404.19,,,,,,,,,303.28,,,,,,,,301.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-29 22:07:23.348000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.31,389.88,352.99,366.05,,,,,,,,,,326.05,308.07,321.84,,,,371.30,383.16,397.16,,303.36,,,,,,,,,,,,,,,276.90,285.05,361.60,,,,,,,,375.78,351.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.33,,,,,,,,,,,,,,,,,,,,,,
2024-03-16 22:07:23.404000,L9,,,,347.05,374.60,396.90,,,,,,,,,,,,,,,,,,,,,,,329.37,314.17,,420.95,439.64,447.04,,,,,364.04,358.58,340.25,369.03,,,,,,,369.76,355.77,403.23,408.76,,,,413.76,359.05,,,,,,,,,,,399.66,393.25,358.63,383.42,357.06,304.54,409.34,328.94,341.63,,,,,,312.81,327.97,362.96,386.89,346.44,375.03,385.04,400.39,,308.00,,,,,,,,,,,388.00,385.88,,,,,294.35,,,,,,,,,,,,,,,,,307.62,287.68,314.64,334.97,326.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17 22:07:03.684000,L9,,365.60,348.85,366.21,388.20,387.66,,,,,386.83,393.70,,,,,,,,,,,,,,,,,360.21,355.38,333.31,388.10,396.96,407.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.79,376.35,361.32,349.25,368.19,,,,,,,,,,,296.44,394.72,306.59,,307.02,,,,,,,,,,,,,,,,,,,,,,,,,407.59,323.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25 22:06:40.168000,L8,,,,,,,393.10,333.40,319.81,331.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.14,339.76,332.06,,,,348.01,318.21,368.96,362.98,,,,,,346.04,366.58,387.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.91,321.69,348.19,341.66,367.21,372.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.26,,,,,,,,319.36,,,,,347.03,364.63,434.85,365.83,,,,,,,
2024-05-03 22:06:49.872000,L9,308.74,,,,,,,,,,392.20,392.46,373.96,404.45,390.01,381.42,,,,,,388.41,,,,,,,363.59,359.44,342.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.90,313.19,355.17,421.41,,,,,,,,,,,385.53,395.39,304.90,,307.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.57,379.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-11 22:06:27.762000,L8,307.50,,,,,,,,,,,,,,,288.52,,,,,,,,,,,,,,,306.36,383.28,393.63,403.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.53,326.21,306.18,288.77,,,,,,,,,,,,,,,,,,,,,,,,,305.03,374.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
