dates,satname,nzd0378-0000,nzd0378-0113,nzd0378-0114,nzd0378-0115,nzd0378-0116,nzd0378-0117,nzd0378-0149,nzd0378-0150,nzd0378-0151,nzd0378-0152,nzd0378-0213,nzd0378-0214,nzd0378-0215,nzd0378-0216,nzd0378-0217,nzd0378-0218,nzd0378-0043,nzd0378-0044,nzd0378-0045,nzd0378-0047,nzd0378-0048,nzd0378-0049,nzd0378-0042,nzd0378-0046,nzd0378-0006,nzd0378-0007,nzd0378-0008,nzd0378-0009,nzd0378-0024,nzd0378-0025,nzd0378-0026,nzd0378-0027,nzd0378-0028,nzd0378-0029,nzd0378-0139,nzd0378-0140,nzd0378-0141,nzd0378-0142,nzd0378-0169,nzd0378-0170,nzd0378-0171,nzd0378-0172,nzd0378-0173,nzd0378-0030,nzd0378-0039,nzd0378-0040,nzd0378-0041,nzd0378-0102,nzd0378-0103,nzd0378-0104,nzd0378-0105,nzd0378-0106,nzd0378-0107,nzd0378-0108,nzd0378-0109,nzd0378-0118,nzd0378-0119,nzd0378-0174,nzd0378-0175,nzd0378-0176,nzd0378-0177,nzd0378-0184,nzd0378-0185,nzd0378-0186,nzd0378-0196,nzd0378-0197,nzd0378-0198,nzd0378-0199,nzd0378-0200,nzd0378-0201,nzd0378-0202,nzd0378-0019,nzd0378-0020,nzd0378-0021,nzd0378-0022,nzd0378-0023,nzd0378-0187,nzd0378-0188,nzd0378-0189,nzd0378-0190,nzd0378-0058,nzd0378-0059,nzd0378-0060,nzd0378-0061,nzd0378-0062,nzd0378-0063,nzd0378-0065,nzd0378-0066,nzd0378-0067,nzd0378-0038,nzd0378-0068,nzd0378-0069,nzd0378-0070,nzd0378-0071,nzd0378-0072,nzd0378-0099,nzd0378-0100,nzd0378-0157,nzd0378-0158,nzd0378-0159,nzd0378-0160,nzd0378-0203,nzd0378-0204,nzd0378-0054,nzd0378-0055,nzd0378-0056,nzd0378-0057,nzd0378-0064,nzd0378-0053,nzd0378-0095,nzd0378-0096,nzd0378-0097,nzd0378-0098,nzd0378-0168,nzd0378-0010,nzd0378-0210,nzd0378-0211,nzd0378-0212,nzd0378-0050,nzd0378-0051,nzd0378-0073,nzd0378-0052,nzd0378-0011,nzd0378-0012,nzd0378-0032,nzd0378-0033,nzd0378-0034,nzd0378-0035,nzd0378-0036,nzd0378-0037,nzd0378-0074,nzd0378-0077,nzd0378-0078,nzd0378-0079,nzd0378-0080,nzd0378-0081,nzd0378-0082,nzd0378-0083,nzd0378-0085,nzd0378-0086,nzd0378-0031,nzd0378-0001,nzd0378-0002,nzd0378-0003,nzd0378-0018,nzd0378-0004,nzd0378-0205,nzd0378-0206,nzd0378-0084,nzd0378-0017,nzd0378-0094,nzd0378-0087,nzd0378-0013,nzd0378-0014,nzd0378-0015,nzd0378-0016,nzd0378-0101,nzd0378-0207,nzd0378-0208,nzd0378-0191,nzd0378-0192,nzd0378-0193,nzd0378-0194,nzd0378-0195,nzd0378-0136,nzd0378-0209,nzd0378-0121,nzd0378-0122,nzd0378-0123,nzd0378-0124,nzd0378-0125,nzd0378-0147,nzd0378-0148,nzd0378-0137,nzd0378-0138,nzd0378-0075,nzd0378-0076,nzd0378-0133,nzd0378-0134,nzd0378-0135,nzd0378-0183,nzd0378-0120,nzd0378-0166,nzd0378-0167,nzd0378-0180,nzd0378-0181,nzd0378-0182,nzd0378-0110
2008-12-25 21:51:46.135000,L5,,,,,,,,,,,,,,,,,353.40,352.56,353.10,,,,348.17,359.80,,,,,325.18,316.80,281.33,423.97,318.47,314.19,,,,,,,,,,285.46,,353.35,338.42,,,,,,,,,,,,,,,,,,,,,,,,,,,343.91,382.83,420.54,,,,,371.34,322.23,340.12,327.59,362.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.07,263.66,270.05,304.57,355.40,376.05,,,,,,,,,,,303.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29 21:58:05.346000,L5,,,,,,,,,,,344.75,361.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.99,412.58,341.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.09,,,,,,,370.74,,,,,,,,,,,,,,,,,,,,,,
2011-09-13 21:55:45.838000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.74,300.52,367.61,404.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-11 22:09:26.995000,L8,,,,,,,,,,,,,,,,,,,,326.58,296.15,293.61,,,,,,,344.32,343.54,319.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.05,,,,,379.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29 22:09:17.297000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.02,347.87,329.01,381.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.76,321.16,406.92,370.47,365.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.34,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30 22:09:11.994000,L8,,,,,,,,,,,,,,,,,,,,,380.29,310.47,,,,,,,383.66,360.46,347.76,386.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.35,,,,,,,,,,,382.10,302.08,299.95,,303.35,,,,,,,,,,,,,,,,,360.77,,,,,,,,,,,362.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.52,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02 22:09:16.475000,L8,,,,,,,,,,,,,,,,,,,320.02,325.48,311.84,302.47,,318.64,,,,,,,,,,,,,337.81,333.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24 22:08:21.364000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.63,345.17,338.12,,,,,,,,,,,,,342.18,373.93,,,,,,,,,,,,,,,,,,390.88,379.72,,,,,,,,,,,,,,393.18,389.96,320.10,,381.62,,,,,,,,371.55,,,,,,,,,,,,,,,,,,,,,,,,342.37,339.10,,,,,,,,,367.32,367.79,387.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-13 22:07:45.256000,L8,311.11,,,,,,,,,,,,,,,374.22,,,,,,,,,342.74,375.02,347.14,433.54,349.24,346.46,323.57,378.42,397.08,402.75,342.75,341.75,347.22,337.64,360.94,372.00,389.15,378.64,403.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30 22:06:58.400000,L8,,,281.09,367.01,383.82,389.67,,,,,,,,,,,307.56,409.73,285.28,,,,329.41,,336.58,382.79,368.22,424.65,,,,,,,,,,,,,,,,,296.82,331.40,333.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.89,318.45,301.77,273.82,300.27,,,,,,,,,,,,,,,,,384.32,,,,,,,,,,,,,,,,,,,,,,340.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-16 22:06:45.666000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.05,381.95,394.23,417.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-01 22:06:50.694000,L8,,,,,,,,,,,,,,,,,368.54,,,,,,335.88,,,,,,378.95,359.56,330.67,389.26,402.74,436.58,,,,,,,,,,,386.95,313.91,333.82,,,,,,,,,,,,,,,,,,,,,,,,,,,389.54,411.06,334.16,,,,,,,,,,,,,,367.18,,,,,,,,,,,,,311.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03 22:07:01.995000,L8,,,,,,,,,,,,,398.57,415.92,397.22,,,,,,,,,,342.88,376.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.19,408.13,,,,,,,,,,303.34,319.25,314.18,311.13,,,385.03,379.18,397.62,,300.64,,,,,,,,,,,,,,,269.15,294.39,295.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-04 22:07:14.381000,L8,,,,,,,,,,,,,,,,,355.96,332.88,388.15,,,376.54,333.86,,373.14,383.07,363.40,,384.98,370.03,390.63,,,,,,,,,,,,,,386.79,311.85,326.61,,,,,,,,,,,,,,,,,,,,,,,,,,372.39,412.02,379.72,375.58,,,,,361.01,379.55,,,,,,,,352.22,,,,,,,,,,,,,,351.39,359.71,341.52,305.68,,333.98,,,,,,,,,,302.88,331.84,,333.20,,,,,,,,,,,,,,,,,396.68,,,,,,,,,,392.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-07 22:07:25.795000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.33,339.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08 22:07:28.004000,L8,,,,,,,,,,,,,,,,,,,,,,,329.02,,,,,,,,,,,,,,,,,,,,,,342.84,293.30,303.40,,,,,,,,,,,,,,,334.01,334.55,335.74,,,,359.07,377.44,363.72,372.24,,,,,,,,,,,,,,,,,,,,,,,,,384.76,382.45,,,,,,,,,,,,,,,399.60,323.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26 22:07:18.944000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.06,357.15,368.23,287.11,384.31,365.55,,,,,,,,,,,366.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19 22:06:16.557000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,292.75,307.08,353.96,293.55,,,,,,,,,,,,,,,279.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.31,303.54,314.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.06,,,,,,,,366.43,286.37,338.22,324.04,375.59,384.20,,,,,,,,,,,,,297.58,,,,,,,,,,,,349.01,341.09,321.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-20 22:06:32.847000,L8,,,,,,,,,,,289.87,384.26,368.94,412.72,396.81,,,,,,,,368.86,,,,,,379.57,368.54,338.49,381.98,393.35,412.09,,,,,,,,,,,319.30,390.41,384.31,,,,,,,,,,,,,,,,,,,,,,,355.91,401.91,,,388.57,367.26,385.79,,,,,,,,,,,,,,,,,,,,,,,,,,391.60,310.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.17,,,,,,377.86,334.47,315.14,,,,405.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22 22:06:49.445000,L8,,,,,,,,,,,,,,,,,301.65,392.51,380.88,,,,336.73,305.22,,,,,385.18,375.66,384.81,388.30,386.36,427.65,,,,,,,,,,,387.21,343.75,370.88,,,,,,,,,,,,,,,,,,,,,337.82,333.29,314.38,302.80,,308.49,380.01,308.52,384.59,,,,,,,354.65,361.48,292.40,,,,,,,,,,,,,,,,,333.35,310.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.15,,,,,,366.92,353.21,328.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-23 22:07:00.453000,L8,,,,,,,,,,,,292.79,418.17,295.34,344.07,,299.66,383.37,338.61,,,,,,,,,,373.92,361.64,373.46,384.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.07,,,357.84,333.34,361.88,,,,,302.40,318.27,351.96,386.07,,,,,,,,,,,,,,,,,,396.67,335.26,368.48,367.95,337.08,359.12,,324.26,,,,,,,,,,,,,400.32,,,,,,,,,,,,,,,,,329.42,352.63,,,,,,,,,412.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08 22:07:06.448000,L8,,,,,,,,,,,385.51,310.56,407.42,395.62,,,317.41,393.94,284.24,,,,273.34,278.73,,,,,377.88,366.68,385.37,412.39,398.07,433.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.41,406.19,362.35,371.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24 22:07:13.635000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.84,371.63,335.10,393.17,486.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-10 22:07:14.813000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.32,300.80,,,,,,,,,,343.85,378.31,312.69,314.97,,,,,,,,,,,,,,,,,,,,,,381.62,353.31,361.58,,,,,,,,,,359.31,379.46,315.70,309.89,,,378.87,367.92,388.25,,394.67,409.27,,,,,,,,,,,,,,,292.28,329.14,,,,,,,,,,,,,,,,,334.49,309.36,349.51,364.88,,,,,,,,,,,,,327.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27 22:07:23.156000,L8,,,,,,,,,,,,,,,,,358.29,348.30,347.38,299.97,287.85,366.05,337.46,355.12,,,,,,,,,,,,,,,363.87,354.11,339.17,420.95,,,370.75,332.93,317.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.66,348.33,389.60,,,,,,,,,,,,,,,,,,362.76,,,,,384.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-13 22:07:21.432000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.19,374.26,,,,,,,,,367.49,353.74,336.76,361.18,409.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.24,379.94,398.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29 22:07:21.036000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.67,376.95,364.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15 22:07:09.441000,L8,,,,,,,,,,,,,,,,,321.55,331.10,346.42,,,,347.24,358.71,,,,,319.47,289.23,,,361.47,417.42,,,,,,,,,,371.34,371.25,356.15,318.45,,,,,,,394.50,358.66,,,,,,,339.74,338.03,334.94,359.26,327.90,362.96,367.76,,,,267.81,292.71,312.27,313.34,313.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02 22:07:07.398000,L8,319.62,,,,316.97,366.44,,,,,,,,,333.39,351.73,317.50,278.46,282.21,,,,336.35,279.71,378.63,326.59,,,,,,,376.49,390.20,,,,,,,,,,364.82,352.72,339.42,315.90,378.93,340.79,320.51,294.61,396.16,365.73,383.91,350.81,314.09,370.97,322.59,390.45,362.12,287.04,341.29,336.43,336.06,362.29,330.04,368.97,375.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18 22:07:01.867000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.50,274.73,266.17,,,,,,,,,,,,,,,,,,,,,,294.85,323.05,329.11,,,,,,,,,,,,,,,,,,,,,,,,,,308.98,316.31,323.05,330.89,338.46,374.49,,,,,,,,,,,415.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19 22:06:46.856000,L8,317.90,,342.14,368.40,361.98,,,,,,,,,,395.24,380.82,,,,,,,,,,,,,,,,,,,,,,,359.73,375.89,391.01,346.96,283.47,,,,,,,,,,,,,,,,,,,,,,,,,,391.13,348.42,284.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05 22:06:50.290000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.15,,,,,,,,,,,,,,,,,400.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06 22:06:54.973000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.07
2016-07-24 22:07:13.819000,L8,,,,,,,,,,,,,,,,,313.87,283.74,382.84,,,,329.66,,,,,,331.22,332.15,390.01,387.53,342.28,355.46,,,,,,,,,,,389.12,311.29,328.76,,,,,,,,,,,,,,,,,,,,,,,357.95,395.14,,368.80,408.32,317.97,315.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.98,339.46,319.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-09 22:07:15.795000,L8,,,,,,,,,,,,,,,,,298.26,396.39,376.83,,,,396.46,,,,,,339.30,372.27,339.41,382.91,334.48,346.83,,,,,,,,,,,,369.48,371.78,,,,,,,,,,,,,,,,,,364.28,402.99,362.25,294.53,,,,,,351.41,364.34,380.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-10 22:07:27.365000,L8,,,,,,,,,,,,,,,,,,,,,,,318.97,,,,,,330.81,316.76,,422.29,497.73,467.47,,,,,,,,,,,291.97,313.31,313.13,,,,,,,,,,,,,,,,,,,,,,,,,,302.09,316.67,324.52,318.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12 22:07:33.085000,L8,,,,,,,392.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.57,,,,,,,,,,,,,,,,364.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.38,342.13,,,,,,,,,,,,,,,
2017-01-16 22:07:22.953000,L8,,,,,,,,,,,,,,,,,273.77,339.79,320.10,366.42,,399.84,,286.55,,,,,407.72,373.01,385.16,371.52,432.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.75,371.86,396.50,387.42,359.53,378.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.88,389.15,,,,,,,,,,,,,390.41,,,393.45,380.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.86,,,,,,,411.07,,,,,,,,,,,,,,,,,,,,,,
2017-03-05 22:07:02.841000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.89,350.67,,
2017-04-06 22:06:45.830000,L8,356.21,,,,,,,,,,,,,,325.69,366.56,293.75,279.75,280.97,,,,,273.28,327.35,374.27,350.02,,333.36,315.84,361.68,296.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.22,350.01,339.25,,,,,,,,292.30,291.04,313.66,323.79,335.21,339.76,365.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22 22:06:36.244000,L8,367.43,,,,,,,,,,,,,,328.97,382.76,287.25,390.32,282.22,,,,,275.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.42,313.41,339.97,346.08,359.07,,,391.03,348.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-08 22:06:35.164000,L8,,,,,,,,,,,,,,,,,,301.34,304.01,324.88,,,,295.95,,,,,,,,,,,,,,,344.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.82,,,,,394.34,339.28,,399.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.17,331.14,,,,
2017-05-24 22:06:46.292000,L8,,,,,,,,,,,,,416.45,402.91,353.20,,,,,,,,,,,,,,366.67,415.96,384.65,354.92,363.47,303.95,,350.93,353.29,400.17,,,,,,283.15,,,,,,,,,,,,,,,,,,,,,,,,385.59,340.07,314.69,305.60,,,,,,,,,,,,,,,,,,,,382.83,404.13,415.45,,,,,,,,,,,,,,,,,,,,,,,356.34,324.95,319.19,,,,,,,265.15,,,,,,,,,,,,,,,,310.62,,,,,,,,,,,,,,,,,,,,,,,,,319.33,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 22:06:59.518000,L8,,,,,,,,,,,,,,,329.03,387.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.26,312.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.84,,,,,,,,,,,,377.38,,,,,396.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-28 22:07:19.886000,L8,,,,,,,,,,,,,,,,,293.47,282.07,316.75,,,,277.33,307.77,,,,,,,,,389.85,374.05,,365.55,361.33,332.84,,,,,,367.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.85,375.78,363.40,,,,,,,,,,,,377.23,389.19,,308.66,313.86,317.24,349.87,386.66,,,,,,,,,373.91,386.51,,,,398.40,,,,,,,,,,,,414.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31 22:07:31.844000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.56,352.92,360.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16 22:07:28.249000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.58,404.48,333.59,311.71,,,,,,,353.55,339.78,332.66,391.10,,,,,,,,,,,,,,,,,,,,332.72,335.16,333.37,356.68,323.09,361.83,371.98,378.73,,,,,,,401.24,,,,,348.65,345.18,352.10,,,,,,,,,,,,,,,,,,,,,,271.60,286.36,287.53,,,,,,,435.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-02 22:07:22.770000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.91,358.58,353.06,,287.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
