dates,satname,nzd0218-0000,nzd0218-0001,nzd0218-0002,nzd0218-0003,nzd0218-0004,nzd0218-0005,nzd0218-0006,nzd0218-0007,nzd0218-0008,nzd0218-0009,nzd0218-0010,nzd0218-0011,nzd0218-0012,nzd0218-0013,nzd0218-0014,nzd0218-0015,nzd0218-0016,nzd0218-0017,nzd0218-0018,nzd0218-0019,nzd0218-0020,nzd0218-0021,nzd0218-0022,nzd0218-0023,nzd0218-0024
2001-10-29 21:41:57.341000,L7,376.24,379.98,373.97,360.24,370.38,364.42,338.94,355.47,347.44,354.03,352.42,346.20,351.48,342.53,338.17,335.03,325.56,329.56,335.41,343.29,356.58,347.48,348.04,363.50,362.84
2002-04-07 21:42:28.931000,L7,392.77,382.15,377.58,364.16,368.69,349.57,346.15,356.84,361.51,356.60,355.47,370.95,360.88,349.73,349.44,343.49,319.89,312.62,280.59,280.32,287.14,298.33,349.97,368.02,
2002-09-14 21:41:31.043000,L7,343.06,330.90,314.28,282.07,283.11,305.67,292.96,302.31,,,,,,,,,,,,,,,,,
2002-11-01 21:41:30.201000,L7,,,,,389.20,386.60,375.75,374.60,368.37,360.78,367.29,361.85,361.51,356.69,343.14,337.82,326.11,332.19,328.93,332.24,337.61,352.14,354.84,370.69,370.58
2003-01-20 21:42:09.421000,L7,387.28,,320.45,298.49,291.33,323.11,322.37,321.91,,,270.95,286.52,341.78,338.63,287.97,289.50,317.30,291.93,235.26,274.63,284.07,327.32,342.75,284.32,295.59
2003-02-21 21:42:20.469000,L7,371.62,361.34,350.52,340.09,322.69,339.28,349.66,356.11,334.28,273.23,331.13,325.83,336.58,336.31,325.27,317.33,316.69,312.87,319.36,310.87,318.98,321.52,346.08,315.65,353.75
2003-04-26 21:42:25.606000,L7,365.00,355.11,342.08,336.93,328.69,338.46,331.37,341.92,330.46,262.06,331.41,332.11,329.25,320.00,316.03,315.82,306.61,312.17,310.06,315.02,328.07,318.37,341.97,353.22,351.36
2003-05-28 21:42:22.600000,L7,,,,381.67,355.01,353.81,350.35,353.16,356.83,357.82,344.69,347.73,361.76,356.75,345.49,336.35,324.40,339.83,337.87,338.48,350.17,354.32,362.01,363.99,373.71
2003-09-25 21:31:19.142000,L5,372.88,367.08,358.74,342.43,326.52,341.98,333.15,334.34,335.94,263.19,298.84,313.67,339.50,341.53,329.23,325.82,316.19,319.04,311.09,321.44,313.21,318.37,346.12,338.60,336.94
2003-11-28 21:32:10.197000,L5,,,,,,,,,,,,,,252.52,270.76,281.19,272.90,267.36,245.84,265.39,276.70,294.06,308.46,296.62,295.58
2003-12-14 21:32:14.677000,L5,371.33,350.46,341.21,328.88,309.71,326.80,322.68,332.13,337.03,269.94,306.57,320.58,340.03,340.58,317.96,311.19,303.12,302.28,296.51,299.34,311.80,325.57,346.75,338.52,347.60
2003-12-30 21:32:24.694000,L5,368.21,361.41,354.90,341.66,319.56,343.74,329.25,332.03,324.48,,287.76,308.61,327.72,345.16,333.90,327.26,322.48,319.89,312.00,306.11,309.24,312.35,331.54,324.93,329.52
2004-01-15 21:32:26.348000,L5,374.30,367.33,359.57,344.45,310.88,327.36,325.75,331.36,328.48,,287.72,321.06,338.76,341.88,327.03,326.58,317.74,304.66,292.80,302.42,305.52,304.05,333.66,329.57,337.55
2004-04-04 21:33:01.582000,L5,372.69,357.92,347.39,334.53,314.30,333.87,327.99,335.36,334.71,269.13,301.55,318.25,339.22,339.72,323.37,317.98,309.46,306.85,307.34,309.38,316.02,319.23,342.61,337.56,341.63
2004-05-06 21:33:58.336000,L5,368.52,357.11,348.79,336.85,327.63,338.51,344.21,344.37,339.84,276.79,315.68,331.07,345.87,339.76,332.07,327.89,321.82,316.46,324.31,321.44,330.08,326.86,351.76,352.04,352.36
2004-06-07 21:34:54.755000,L5,368.82,352.66,336.75,335.77,317.75,343.23,336.87,349.13,338.92,274.14,311.88,331.43,346.23,342.70,323.72,324.93,313.89,317.43,318.99,319.34,325.04,324.87,351.61,345.10,354.85
2004-06-23 21:35:22.995000,L5,367.17,357.08,338.20,334.00,326.33,338.72,342.16,345.47,337.18,272.53,311.33,334.51,338.26,337.23,328.07,328.43,319.54,319.67,332.68,326.29,342.00,330.82,352.98,345.51,355.84
2004-07-25 21:36:14.167000,L5,342.53,331.09,307.64,,,,,,,,266.41,280.60,292.84,283.70,268.15,283.43,268.70,280.29,263.66,,,,,,
2004-08-26 21:36:59.731000,L5,360.22,354.03,341.73,334.93,311.43,336.34,333.32,339.73,333.81,258.78,288.60,305.17,332.15,328.91,317.56,316.17,312.86,314.99,313.36,315.21,318.54,319.92,331.34,325.37,323.41
2004-10-29 21:38:28.692000,L5,386.57,380.37,378.91,365.86,369.83,367.94,359.22,391.60,391.50,388.61,376.03,362.36,364.24,354.60,333.82,344.86,338.57,334.88,339.20,342.32,,,,,
2004-11-14 21:38:42.981000,L5,338.02,328.80,319.45,313.76,298.81,320.98,317.50,314.95,,,266.37,278.56,298.40,294.26,284.85,288.90,285.23,288.10,277.08,281.46,291.71,300.71,315.90,299.30,296.65
2004-12-16 21:39:23.215000,L5,367.47,365.79,352.20,351.50,349.03,359.57,356.77,364.94,369.65,339.47,322.44,320.75,335.02,333.26,331.99,325.10,323.73,340.59,335.45,337.90,346.83,358.61,368.75,355.63,364.65
2005-02-18 21:40:18.476000,L5,377.19,365.93,375.74,348.65,324.94,333.63,325.36,335.54,331.59,261.95,293.91,312.38,339.15,339.72,325.84,326.32,319.28,317.74,302.03,304.79,309.91,311.66,328.21,325.79,333.13
2005-03-22 21:40:41.327000,L5,370.99,364.05,350.63,339.39,318.56,341.07,338.82,345.08,335.79,272.20,308.93,322.46,340.19,335.62,325.16,322.61,315.14,308.97,313.10,320.12,322.56,325.89,341.93,343.79,358.65
2005-05-09 21:40:56.205000,L5,375.58,364.49,355.19,348.53,332.23,352.38,347.20,356.59,352.67,309.77,323.25,329.05,342.76,337.55,329.33,329.30,325.78,323.02,323.84,327.45,343.02,338.75,356.88,359.45,376.78
2005-06-10 21:41:12.271000,L5,355.24,347.09,328.93,320.79,304.84,326.01,327.76,327.87,,,293.29,307.08,329.69,314.01,307.00,309.96,304.91,301.30,302.64,304.69,313.00,295.45,320.25,319.13,336.42
2005-06-26 21:41:16.724000,L5,365.59,356.58,337.78,336.92,322.20,344.92,339.79,344.27,338.13,303.42,316.29,330.53,329.37,326.19,332.55,320.83,321.39,317.33,322.40,324.27,329.50,340.19,349.20,353.82,368.92
2005-07-12 21:41:23.560000,L5,350.95,340.93,302.87,301.49,290.06,305.33,305.56,310.07,,,275.24,288.31,321.04,312.66,296.99,302.96,283.15,290.53,273.08,277.61,282.48,281.60,301.88,305.40,321.82
2005-07-28 21:41:34.002000,L5,,,,,,,,,,,265.37,286.57,289.13,304.69,278.00,296.72,266.51,262.90,248.28,251.79,,262.92,280.08,299.11,315.51
2005-08-29 21:41:46.875000,L5,379.78,365.89,354.87,332.34,312.80,333.58,321.15,335.98,325.56,261.24,306.78,320.16,352.69,344.72,335.87,326.06,314.89,305.39,311.64,309.02,307.37,315.76,344.40,346.71,363.44
2005-11-01 21:41:44.104000,L5,374.95,355.44,346.99,332.80,311.42,331.01,321.01,334.85,339.10,282.86,312.05,323.42,347.63,341.06,327.10,312.61,307.33,301.38,298.16,303.92,306.94,326.58,345.15,342.40,358.96
2006-01-20 21:43:37.291000,L5,369.40,360.16,349.87,341.27,324.74,339.89,330.88,337.22,331.35,281.12,301.04,310.83,333.66,335.36,324.35,322.11,320.84,313.93,308.70,303.77,316.56,317.28,335.71,328.10,336.37
2006-04-10 21:45:17.175000,L5,375.87,366.40,356.46,342.30,330.12,344.60,341.48,345.37,333.70,286.83,306.74,316.81,342.94,334.39,332.83,328.81,318.70,319.73,317.05,321.33,327.37,319.24,340.84,344.08,362.51
2006-06-13 21:46:13.914000,L5,369.62,358.90,345.87,334.84,330.21,347.51,342.68,344.73,337.57,315.70,314.95,327.30,345.91,335.02,337.31,339.33,321.53,326.62,325.43,330.80,329.33,327.78,351.35,363.31,377.08
2006-06-29 21:46:28.892000,L5,,,,,,,,,,,276.07,279.15,291.79,271.80,246.19,282.70,259.63,275.96,249.95,,,,,,
2006-09-01 21:47:19.401000,L5,371.72,366.82,360.15,342.81,338.47,350.34,352.76,363.90,357.70,341.85,341.44,349.31,357.55,347.46,342.71,349.30,343.59,,,,,,,,
2006-09-17 21:47:31.164000,L5,367.86,359.90,354.43,338.95,317.84,342.82,340.81,346.44,343.82,313.62,309.35,321.40,336.08,336.51,326.87,320.08,312.86,310.11,311.07,320.58,328.70,325.20,351.65,347.97,361.24
2006-10-03 21:47:41.787000,L5,379.50,370.75,360.03,339.12,321.41,335.94,334.09,338.74,337.70,300.38,314.52,325.63,345.94,338.70,333.84,324.08,316.06,306.88,306.67,314.40,318.12,317.24,335.67,345.30,360.06
2006-12-06 21:48:41.029000,L5,312.62,320.37,307.15,297.75,288.53,290.33,297.11,,,,249.15,253.78,272.26,269.96,264.45,267.65,266.20,264.99,266.44,269.48,279.17,280.69,292.86,290.69,300.50
2007-01-07 21:48:55.368000,L5,349.06,345.55,343.49,326.78,337.20,334.46,326.21,333.11,332.07,307.15,297.14,304.33,307.34,315.94,303.62,303.82,294.79,305.82,298.97,307.68,318.30,328.32,337.27,350.18,346.07
2011-03-07 21:43:36.874000,L5,375.44,366.71,366.13,346.19,328.81,341.08,342.37,351.64,346.39,308.38,318.87,331.79,345.48,347.14,335.04,341.71,325.08,319.84,324.08,333.21,336.64,336.19,351.54,364.86,367.81
2013-05-31 21:55:43.729000,L8,293.63,304.76,300.09,,,,,,,,,,,,,,,,,,,,,,
2013-09-04 21:55:42.619000,L8,329.44,318.01,310.73,282.95,258.54,,,,,,,,,,,,,,,,,,,,
2013-10-06 21:55:33.702000,L8,341.25,341.71,334.08,315.33,282.49,309.00,294.96,305.60,326.08,,272.73,282.66,311.67,309.82,292.36,290.84,283.95,284.90,281.18,278.80,293.48,292.04,313.85,318.33,317.02
2013-12-09 21:55:16.438000,L8,355.17,351.73,344.26,325.89,295.42,309.79,300.60,313.57,323.26,258.24,282.41,295.38,316.58,321.90,300.28,294.51,303.20,287.35,287.60,290.47,303.21,307.86,321.03,324.92,328.19
2014-01-10 21:54:55.235000,L8,347.05,358.29,323.45,307.76,288.13,309.74,297.39,309.59,321.05,258.88,277.38,290.55,312.81,307.29,297.96,296.24,287.79,286.54,284.45,284.67,297.10,299.48,316.17,319.33,324.64
2014-02-11 21:54:32.873000,L8,358.21,345.59,327.54,309.82,277.91,302.25,290.15,297.44,,,271.80,285.98,310.61,301.56,294.65,291.77,284.83,282.33,280.73,281.34,293.60,294.28,309.96,313.95,315.32
2014-03-31 21:53:53.631000,L8,293.77,298.85,296.20,270.46,,,,,,,,,,,,,,,,,,,,,
2014-05-18 21:53:11.680000,L8,299.94,319.06,302.96,,,,,,,,,,,,,,,,,,,268.29,289.87,285.62,284.07
2014-06-19 21:53:23.387000,L8,308.73,325.77,303.32,,,,,,,,,,,,,,,,,,,,,,
2014-07-21 21:53:33.067000,L8,361.48,343.01,323.63,319.52,299.90,320.81,317.00,320.27,318.60,278.98,291.58,299.03,331.33,307.79,297.95,310.80,304.99,288.13,288.21,290.48,304.64,315.20,341.73,329.58,331.80
2014-08-06 21:53:41.801000,L8,357.86,344.18,326.60,314.03,282.50,316.66,297.57,313.27,,267.60,283.18,292.96,335.66,310.95,295.67,304.14,288.75,291.06,286.31,283.37,296.13,295.08,337.60,326.16,320.72
2014-09-07 21:53:48.789000,L8,357.28,347.06,339.04,324.80,293.19,324.37,297.81,322.18,321.24,264.00,280.98,291.97,327.17,317.28,306.26,315.19,311.04,287.21,288.18,284.33,298.06,297.05,318.44,323.20,358.92
2014-09-23 21:53:45.463000,L8,313.56,312.93,309.65,274.87,,,,,,,,,292.73,270.27,271.39,265.60,265.25,255.33,233.20,252.77,272.03,270.68,281.48,285.81,281.07
2014-10-25 21:53:52.818000,L8,352.12,346.28,341.74,321.41,278.53,308.82,291.03,301.20,322.82,,274.92,284.21,314.67,328.60,294.41,290.38,295.09,281.10,281.32,280.14,293.16,295.09,320.04,313.97,308.44
2014-11-10 21:53:54.574000,L8,349.85,346.68,337.75,327.42,289.89,315.20,297.96,315.61,322.02,257.50,284.81,289.50,321.29,325.57,298.78,302.83,292.03,287.72,286.52,284.93,300.68,304.03,332.56,321.32,317.59
2015-01-13 21:53:42.692000,L8,372.44,348.87,335.47,322.83,285.00,303.39,295.20,304.96,,,275.21,286.12,320.58,328.44,297.91,290.99,286.86,283.81,282.20,282.47,293.42,293.41,308.80,309.89,311.16
2015-01-29 21:53:37.750000,L8,358.35,354.59,350.38,320.10,289.20,316.59,298.52,314.47,,262.06,284.35,290.09,325.39,328.65,300.91,313.32,301.55,288.88,288.35,285.21,300.29,307.53,329.11,317.36,355.39
2015-04-03 21:53:02.921000,L8,350.78,341.21,333.58,307.97,280.39,306.35,300.95,304.35,,,276.69,285.59,310.78,299.49,291.93,289.66,280.44,282.81,283.38,282.22,293.68,295.74,311.64,317.33,309.61
2015-06-06 21:52:52.670000,L8,303.69,327.00,303.99,,,,,,,,,,,,,,,,,,,279.43,296.75,295.08,298.10
2015-07-08 21:53:09.931000,L8,322.29,323.98,302.34,,,,,,,,,,,,,,,,,,,,,,
2015-08-25 21:53:27.637000,L8,311.45,317.70,306.26,275.47,,,,,,,,,,,,,,254.91,239.88,252.50,273.75,270.82,288.89,291.45,292.00
2015-10-12 21:53:41.053000,L8,353.47,352.60,333.91,320.37,285.21,307.24,297.75,308.22,321.29,,277.45,291.58,322.64,327.11,295.55,292.36,304.22,285.44,282.24,282.17,293.83,295.35,331.60,321.58,318.37
2015-11-13 21:53:46.761000,L8,374.16,367.75,373.47,349.33,364.38,357.48,344.62,359.68,374.57,355.85,334.16,329.58,334.24,339.98,336.26,330.13,321.08,325.45,327.47,321.46,319.82,324.13,337.29,333.63,334.29
2016-01-16 21:53:45.577000,L8,338.11,336.77,321.82,300.67,283.93,305.47,297.57,308.34,,,273.55,287.72,310.84,305.06,296.07,292.11,285.89,282.00,281.51,280.76,294.66,294.89,313.64,318.08,312.92
2016-02-01 21:53:43.370000,L8,340.42,338.36,323.34,312.78,288.17,306.11,300.19,310.80,311.00,,277.03,289.85,311.68,303.48,296.89,292.57,293.03,283.06,281.22,282.19,297.23,296.91,315.58,321.66,318.43
2016-03-04 21:53:33.647000,L8,349.05,355.29,324.62,322.87,290.19,309.69,302.38,314.52,324.90,259.85,281.51,294.88,330.87,315.17,324.88,313.51,320.29,285.88,283.16,284.02,300.89,300.97,338.40,343.03,331.14
2016-03-20 21:53:27.214000,L8,340.44,333.00,315.71,297.33,282.98,301.41,294.88,315.25,,261.30,292.15,288.22,318.38,300.42,346.74,323.96,300.78,297.24,292.34,345.11,316.03,331.69,,,
2016-05-23 21:53:17.616000,L8,,352.27,322.70,345.99,346.94,316.89,307.92,311.33,,262.24,275.67,292.99,313.72,300.45,294.91,299.33,284.63,285.54,281.88,282.71,295.78,292.74,320.83,321.06,314.11
2016-07-26 21:53:40.722000,L8,301.68,321.50,308.32,267.01,,,,,,,,,,257.95,266.17,268.22,259.50,257.48,241.16,244.35,266.67,274.33,289.65,294.35,292.11
2016-08-11 21:53:42.478000,L8,299.58,316.69,306.33,265.15,,,,,,,,,,,,,,,,,,,,,
2016-08-27 21:53:50.127000,L8,312.17,315.31,306.98,273.42,,,,,,,,,,,,,,,,,,,,,
2016-09-12 21:53:54.163000,L8,311.78,315.95,309.17,271.50,,,,,,,,,291.07,261.75,269.89,266.13,263.06,245.54,229.24,253.20,270.47,270.91,284.75,285.79,280.28
2016-10-14 21:54:00.138000,L8,361.74,354.29,351.80,330.72,295.19,324.10,325.66,326.43,335.27,276.52,292.00,300.93,331.02,326.36,299.06,310.46,315.57,287.52,291.64,291.55,313.67,316.46,341.93,364.47,354.19
2016-10-30 21:54:01.489000,L8,364.84,363.35,349.74,332.73,309.87,323.15,325.30,330.06,328.12,269.75,296.97,309.02,333.66,336.19,313.87,313.85,310.36,293.60,292.93,291.77,312.93,299.20,337.69,342.10,337.50
2016-12-17 21:53:55.739000,L8,346.45,346.29,345.92,330.25,290.13,313.64,299.88,312.13,297.04,259.09,280.65,285.11,319.38,320.51,295.19,298.26,287.48,282.41,283.69,284.09,298.44,296.54,322.11,321.82,314.43
2017-02-03 21:53:41.480000,L8,361.88,362.20,325.09,312.41,288.92,310.80,307.90,315.20,,258.71,281.10,293.81,313.05,309.19,295.53,291.00,289.06,285.08,285.13,283.13,296.50,296.73,332.58,321.35,353.57
2017-06-11 21:53:21.571000,L8,304.55,323.99,302.87,,,,,,,,,,,,,,,,,,,,291.64,289.89,287.46
2017-07-29 21:53:37.367000,L8,308.92,314.03,300.87,,,,,,,,,,,,,,,,,,,,,,
2017-08-14 21:53:43.292000,L8,354.06,344.00,327.28,314.11,288.02,310.54,311.66,318.81,,259.86,287.09,302.78,324.06,312.45,298.78,300.93,292.72,289.65,290.15,291.47,300.68,300.17,333.37,336.53,328.67
2017-10-01 21:53:54.824000,L8,363.34,353.68,347.25,326.77,296.94,316.68,313.25,326.95,324.95,271.79,293.47,304.53,324.90,329.31,304.94,312.20,293.29,289.70,291.94,294.08,315.99,320.34,339.47,342.58,320.76
2017-10-17 21:53:58.321000,L8,363.23,360.92,344.89,331.62,295.80,324.02,323.25,331.28,331.81,261.06,285.16,303.12,322.54,332.20,321.80,319.86,316.13,314.75,288.71,291.20,303.45,331.37,325.54,354.67,354.63
2017-12-04 21:53:49.317000,L8,354.34,354.56,346.97,315.98,281.48,304.67,296.29,304.38,,,274.47,286.81,310.00,331.18,296.67,291.78,286.42,278.19,281.84,282.03,296.30,293.33,312.81,321.67,313.41
2017-12-20 21:53:52.460000,L8,334.75,327.70,321.10,317.23,274.74,303.80,296.59,305.45,,,269.49,279.36,309.13,307.40,298.57,309.28,289.58,272.97,276.77,279.52,287.94,292.77,312.50,310.64,304.66
2018-04-11 21:53:01.396000,L8,358.81,350.37,337.80,324.98,296.59,323.97,324.27,329.45,292.09,284.19,289.13,302.44,330.83,323.92,311.75,314.21,306.40,305.10,303.12,304.83,320.81,315.54,339.09,346.16,348.15
2018-05-29 21:52:29.440000,L8,364.06,351.97,369.34,328.62,303.43,337.34,336.39,336.22,286.08,294.44,300.80,315.46,330.67,322.63,320.37,319.06,316.57,320.98,332.25,331.41,345.70,329.71,346.84,365.14,364.67
2018-07-16 21:52:51.323000,L8,297.30,317.11,306.35,,,,,,,,,,,,,,,,,,,,,,
2018-08-17 21:53:07.726000,L8,312.62,317.64,305.09,,,,,,,,,,,,,,,,,,,,,,
2018-10-04 21:53:26.589000,L8,363.92,363.15,339.11,326.88,295.91,312.38,324.84,325.41,326.90,266.72,291.75,302.52,320.28,315.06,304.32,303.28,312.36,290.14,291.64,295.77,307.88,330.89,329.99,342.07,357.27
2018-10-20 21:53:32.714000,L8,363.73,356.96,349.23,332.20,290.54,309.99,321.05,316.94,319.65,261.27,284.15,296.50,317.31,313.40,299.07,300.57,294.40,283.96,286.40,287.41,301.49,324.22,320.96,329.57,324.23
2018-11-05 21:53:36.088000,L8,366.44,364.50,360.75,340.84,334.39,331.96,326.82,332.56,335.57,282.29,295.70,306.52,337.20,336.69,336.10,319.73,324.21,325.05,330.02,337.76,316.38,341.01,335.54,370.16,364.47
2018-12-07 21:53:34.018000,L8,364.63,358.97,351.67,332.34,291.09,306.48,319.23,321.70,304.65,258.75,281.95,296.50,322.25,336.50,298.21,290.61,303.33,283.47,283.47,287.38,299.92,325.16,321.96,325.92,321.12
2019-02-25 21:53:22.406000,L8,340.26,346.40,346.98,319.29,299.34,312.70,325.89,316.21,301.99,299.34,291.54,299.19,311.80,312.94,309.57,297.70,324.71,285.69,289.64,289.82,278.33,315.36,273.57,,
2019-05-16 21:53:15.907000,L8,356.58,340.27,317.06,293.01,286.78,325.72,322.83,309.75,,280.51,283.08,288.66,331.62,296.70,291.99,291.42,283.80,282.26,281.08,278.36,296.69,301.10,333.61,330.39,320.38
2019-06-17 21:53:30.969000,L8,297.81,322.35,299.49,,,,,,,,,,,,,,,,,,,,,,
2019-08-04 21:53:45.137000,L8,349.39,341.51,334.61,325.41,315.83,323.41,325.43,331.23,,292.21,296.62,318.67,320.82,314.06,308.50,313.38,313.94,307.79,309.21,299.16,317.38,324.30,338.73,346.93,348.59
2019-10-07 21:54:03.049000,L8,362.83,353.90,326.95,333.67,289.79,312.25,299.83,310.06,,,270.41,308.76,309.88,318.16,299.73,298.10,290.59,282.87,280.73,276.76,293.18,286.48,313.00,329.37,318.45
2019-11-24 21:53:59.608000,L8,367.80,365.70,358.02,349.55,306.07,346.14,337.38,350.24,309.74,290.70,297.50,302.55,339.35,338.94,332.58,321.77,318.77,320.97,300.36,295.62,341.85,312.67,344.00,358.81,358.18
2019-12-26 21:53:55.397000,L8,357.58,355.25,348.48,323.75,287.81,310.29,320.91,311.26,,261.35,280.51,296.35,321.53,329.57,298.69,291.32,312.05,284.20,283.86,286.05,298.23,309.87,330.90,323.55,319.22
2020-01-11 21:53:51.736000,L8,348.61,355.75,333.77,324.02,292.63,311.35,314.62,316.22,,275.78,283.53,297.86,319.40,319.99,302.51,303.72,310.02,286.64,287.88,289.84,300.64,308.72,332.25,327.82,330.46
2020-01-27 21:53:47.263000,L8,342.07,337.68,321.95,304.20,284.89,306.61,303.37,307.98,,267.01,282.75,292.02,308.61,306.74,294.70,292.43,288.64,283.60,284.61,284.22,298.96,297.94,314.13,321.64,315.97
2020-02-12 21:53:42.905000,L8,324.50,319.34,314.39,291.83,278.88,299.62,292.43,295.70,,258.51,269.46,280.38,312.88,296.45,288.25,283.77,288.18,275.91,272.75,275.25,290.99,291.98,318.89,312.11,302.67
2020-03-31 21:53:22.236000,L8,338.21,327.48,316.42,293.03,285.10,304.01,295.37,303.78,,257.57,277.18,283.81,307.19,299.06,291.98,288.87,286.19,280.16,280.01,279.85,298.91,293.03,311.55,323.30,316.16
2020-06-03 21:53:12.345000,L8,325.18,327.68,309.37,268.54,,,,,,,,,,,,264.91,261.57,266.07,243.22,256.05,269.07,278.79,302.44,312.10,302.00
2020-07-21 21:53:34.880000,L8,351.04,336.90,326.96,318.23,293.91,329.76,322.72,326.29,,286.45,294.88,310.21,327.88,312.08,300.10,314.25,297.48,311.71,310.79,292.16,310.48,311.45,333.81,351.58,355.21
2020-10-25 21:54:00.296000,L8,364.92,354.06,351.35,335.84,298.38,340.61,326.76,331.55,311.42,276.62,296.67,306.20,323.45,343.89,305.10,307.45,299.88,303.67,300.97,300.20,316.91,318.63,337.14,370.73,355.48
2020-11-10 21:53:57.133000,L8,353.25,352.30,345.13,349.46,,,,,,,,,265.99,293.66,298.12,292.00,290.58,284.66,284.94,282.82,293.59,299.70,308.11,320.44,363.43
2020-11-26 21:54:00.815000,L8,354.27,353.22,340.48,327.48,293.95,316.20,300.98,317.46,295.37,269.83,291.39,297.76,318.51,327.77,301.32,300.07,297.30,292.34,288.82,292.29,307.58,317.15,332.91,326.14,326.90
2020-12-12 21:54:01.522000,L8,364.19,361.74,356.00,340.77,299.18,315.19,328.53,323.01,308.63,279.30,290.81,304.97,326.37,323.04,309.76,308.04,305.38,295.60,295.86,297.56,308.02,314.76,340.20,337.97,334.73
2021-03-02 21:53:38.693000,L8,351.01,347.16,345.14,340.35,336.31,326.54,328.21,331.44,329.81,284.25,298.98,322.80,339.15,342.48,345.30,335.36,325.36,325.00,330.01,337.71,347.37,339.86,355.73,365.57,364.48
2021-04-03 21:53:26.137000,L8,355.36,336.23,317.69,289.71,281.07,309.17,296.50,306.18,,263.16,279.99,290.49,310.84,300.56,293.22,293.24,285.03,280.47,282.34,280.60,299.71,297.88,331.91,325.10,318.56
2021-05-05 21:53:09.749000,L8,361.63,338.82,318.92,292.81,290.59,316.54,318.84,319.43,,263.45,288.01,300.86,321.58,303.81,292.84,294.94,279.36,287.18,286.65,289.01,303.10,301.08,340.99,337.66,352.75
2021-06-22 21:53:32.717000,L8,357.74,339.57,316.79,283.22,290.51,316.25,316.32,318.87,,,285.31,305.33,322.84,301.69,296.22,306.57,284.62,284.15,289.59,283.46,303.50,312.22,341.95,351.33,353.43
2021-07-08 21:53:34.932000,L8,300.95,324.09,302.51,,,,,,,,,,,,,,,,,,,,,,
2021-08-09 21:53:47.526000,L8,349.04,335.22,326.17,306.39,318.24,323.00,317.66,332.11,331.51,330.42,329.07,331.50,325.71,335.37,337.19,321.14,325.66,322.66,333.81,351.85,,359.69,352.13,365.15,371.69
2021-09-10 21:53:56.812000,L8,346.76,348.01,334.08,324.81,314.73,328.48,323.31,329.47,326.57,315.63,304.99,313.29,326.23,319.61,320.09,320.42,316.83,313.35,303.48,321.15,333.15,355.10,353.32,361.38,362.34
2021-10-12 21:54:05.415000,L8,350.82,347.36,329.38,333.02,290.44,318.91,323.97,320.96,,260.00,281.77,295.56,322.64,322.19,295.82,292.71,285.43,278.34,279.70,281.92,300.95,309.52,314.03,322.00,315.81
2021-12-31 21:53:55.291000,L8,360.49,346.47,332.86,325.02,285.34,309.75,297.41,313.82,,258.86,274.08,283.91,309.59,317.64,293.23,293.12,285.95,279.05,281.28,283.52,295.76,299.21,309.35,315.96,312.71
