dates,nzd0218-0000,nzd0218-0001,nzd0218-0002,nzd0218-0003,nzd0218-0004,nzd0218-0005,nzd0218-0006,nzd0218-0007,nzd0218-0008,nzd0218-0009,nzd0218-0010,nzd0218-0011,nzd0218-0012,nzd0218-0013,nzd0218-0014,nzd0218-0015,nzd0218-0016,nzd0218-0017,nzd0218-0018,nzd0218-0019,nzd0218-0020,nzd0218-0021,nzd0218-0022,nzd0218-0023,nzd0218-0024,satname
1999-08-21 21:46:33+00:00,,,,,323.0,345.48,337.26,,332.2,330.12,,,,,324.76,,,,305.95,310.3,337.46,324.11,346.44,,,L7
1999-09-22 21:46:36+00:00,,367.59,364.63,346.61,337.11,346.765,335.64,351.23,339.6,330.12,,,,,332.65,331.05,322.34,,305.95,310.3,337.46,324.11,346.44,,,L7
1999-10-24 21:46:32+00:00,,367.59,369.135,356.945,337.11,355.25666666666666,337.31333333333333,362.71000000000004,348.8766666666667,330.12,,,361.7,,332.65,331.05,322.34,,305.95,310.3,337.46,324.11,346.44,,,L7
2000-05-19 21:45:43+00:00,,348.32,348.38,342.69,342.79,344.66,,350.11,341.08,,,,,,317.17,,309.13,316.95,,324.4,324.6,330.22,,,,L7
2000-08-07 21:44:45+00:00,,348.32,330.97,342.69,342.79,344.66,,350.11,341.08,,,,,,317.17,,309.13,316.95,,324.4,324.6,330.22,,,,L7
2001-05-22 21:43:30+00:00,,,,,,,,,,,,,,,,,,,,,,346.29,357.9,,,L7
2001-08-10 21:42:36+00:00,,,,328.49,319.07,334.79,325.43,330.93,322.78,291.24,,318.31,,,306.84,,,,307.03,,313.81,327.0,349.215,,,L7
2001-10-13 21:41:51+00:00,,,,347.495,336.83,339.81,331.74,347.17,331.755,300.005,,322.025,327.83,,306.84,310.35,321.76,,307.03,338.78,330.53,332.5933333333333,348.94,,,L7
2001-10-29 21:41:57+00:00,,,,347.495,336.83,348.0133333333333,334.14000000000004,349.93666666666667,336.98333333333335,300.005,,322.025,327.83,,306.84,310.35,321.76,,307.03,338.78,330.53,332.5933333333333,348.715,,,L7
2002-04-07 21:42:28+00:00,,,,366.5,354.59,354.625,338.495,359.43999999999994,344.08500000000004,308.77,,325.74,327.83,,,310.35,321.76,,280.59,338.78,317.195,321.05499999999995,348.215,,,L7
2002-09-14 21:41:31+00:00,,330.9,314.28,,,,292.96,302.31,,,,,,,,,,,280.59,,287.14,298.33,,,,L7
2002-11-01 21:41:30+00:00,,330.9,314.28,,389.2,386.6,292.96,302.31,368.37,,,,,,,,,,,,,,,,,L7
2003-01-20 21:42:09+00:00,387.28,330.9,317.365,,340.265,354.855,307.66499999999996,312.11,368.37,,,286.52,341.78,338.63,287.97,289.5,,291.93,,,284.07,327.32,342.75,284.32,,L7
2003-02-21 21:42:20+00:00,379.45,346.12,328.4166666666667,340.09,334.4066666666667,349.66333333333336,321.66333333333336,326.7766666666667,351.325,273.23,331.13,306.17499999999995,339.17999999999995,337.47,306.62,303.41499999999996,316.69,302.4,,,301.525,324.41999999999996,344.41499999999996,299.985,,L7
