dates,satname,nzd0124-0000,nzd0124-0001,nzd0124-0002,nzd0124-0003,nzd0124-0004,nzd0124-0005,nzd0124-0006,nzd0124-0007,nzd0124-0008,nzd0124-0009,nzd0124-0010,nzd0124-0011,nzd0124-0012,nzd0124-0013,nzd0124-0014,nzd0124-0015,nzd0124-0016,nzd0124-0017,nzd0124-0018,nzd0124-0019,nzd0124-0020,nzd0124-0021,nzd0124-0022,nzd0124-0023,nzd0124-0024,nzd0124-0025,nzd0124-0026,nzd0124-0027,nzd0124-0028,nzd0124-0029,nzd0124-0030,nzd0124-0031,nzd0124-0032,nzd0124-0033,nzd0124-0034,nzd0124-0035,nzd0124-0036,nzd0124-0037,nzd0124-0038,nzd0124-0039,nzd0124-0040
2004-03-01 21:44:38.581000,L5,245.77,255.85,217.03,325.45,316.37,294.83,299.99,,,,307.86,267.80,236.92,276.08,286.91,260.99,212.47,218.64,226.28,273.07,306.61,278.57,294.22,297.23,295.25,298.89,302.83,305.21,312.42,319.30,302.79,305.37,308.52,309.02,309.41,311.03,302.81,300.51,292.07,278.61,282.85
2004-04-02 21:44:54.996000,L5,327.10,205.79,336.08,329.64,315.11,294.83,316.04,,,,,,,,,,,,,,,265.08,299.90,302.09,206.12,194.02,210.75,191.26,231.26,224.93,202.77,249.62,305.16,301.12,299.67,195.31,296.21,301.21,277.98,281.03,279.80
2004-04-18 21:45:25.586000,L5,,,,,,,,,,,,,,,,,,,,,317.87,284.04,312.00,317.61,335.57,316.57,324.65,314.16,324.93,321.06,306.16,324.51,332.01,313.09,319.23,312.04,302.87,302.32,317.27,306.06,302.36
2004-05-04 21:45:52.076000,L5,325.01,329.90,332.99,322.48,311.77,293.42,321.15,,,322.38,318.34,242.10,279.73,274.77,291.21,241.79,,219.64,229.08,253.34,308.99,277.97,305.54,308.17,302.95,307.23,309.10,309.02,317.52,317.93,301.33,306.48,306.88,303.36,306.28,306.16,302.65,298.99,288.22,266.77,271.68
2004-05-20 21:46:20.465000,L5,320.10,331.69,332.22,322.81,313.80,290.33,317.15,274.69,,,262.53,285.59,280.40,282.09,287.35,243.65,,206.01,224.03,254.94,304.69,280.16,304.91,305.67,299.51,306.96,308.62,308.01,315.04,317.10,299.61,301.60,297.30,304.72,305.04,305.41,303.08,292.75,288.48,277.67,270.87
2004-06-21 21:47:16.748000,L5,,,,,,,,,,,,,221.27,242.66,222.87,226.09,,,,,226.25,275.73,295.80,298.17,293.90,276.66,280.73,298.76,268.87,,,288.60,295.15,294.29,302.34,296.03,301.06,294.46,288.36,276.16,275.54
2004-07-07 21:47:45.207000,L5,312.66,320.91,328.28,318.80,312.23,,,,,,,,219.17,266.10,227.07,,,,,,199.22,213.91,293.73,296.47,293.53,293.22,294.97,292.49,304.05,309.84,282.28,291.55,281.63,288.08,295.54,297.92,296.41,286.62,282.97,270.64,270.86
2004-07-23 21:48:09.192000,L5,249.83,262.55,254.39,318.34,309.03,286.37,309.97,,326.62,329.35,329.49,270.20,227.59,268.60,251.69,233.09,,235.98,213.87,247.46,298.78,181.39,295.02,294.17,292.71,293.62,297.09,297.00,306.77,309.17,289.09,292.25,292.68,293.23,298.07,299.39,294.30,288.65,283.57,270.51,272.07
2004-07-30 21:54:28.143000,L5,313.17,323.14,326.23,310.65,306.08,273.48,,,,324.53,324.86,276.92,237.37,262.15,286.26,226.37,,,207.42,217.47,286.74,,291.63,291.85,291.98,295.16,297.10,296.52,301.08,300.73,280.00,289.65,286.43,285.54,291.95,293.35,288.81,284.40,275.87,267.29,267.96
2004-08-08 21:48:26.915000,L5,308.17,317.28,320.86,316.26,307.59,,,,,,,,,,,,,,,,,,285.78,289.39,287.75,295.57,300.56,297.51,309.05,310.61,286.79,301.64,298.33,297.85,298.96,299.30,295.91,287.10,278.71,268.94,260.77
2004-09-16 21:55:41.721000,L5,338.25,344.31,350.28,342.95,320.93,309.20,317.75,240.25,227.20,253.68,319.84,326.25,269.00,211.57,199.68,,182.96,263.94,310.80,297.94,315.59,290.55,309.36,315.82,317.53,318.74,316.86,319.23,324.54,324.20,307.97,311.80,310.46,312.52,311.05,313.10,305.12,298.61,292.88,280.00,284.14
2004-09-25 21:49:43.196000,L5,351.97,358.33,361.69,360.82,373.74,355.06,369.31,374.42,373.92,370.74,366.71,366.25,350.19,342.90,344.00,323.28,330.48,340.79,345.02,348.50,350.58,316.98,331.25,332.31,333.08,334.56,331.45,332.63,339.06,336.24,330.35,339.04,341.71,342.88,337.16,336.92,329.48,320.78,309.31,306.25,296.34
2004-11-03 21:56:42.977000,L5,319.09,326.25,339.17,342.05,324.82,311.26,329.40,293.34,288.72,327.72,318.46,289.21,286.87,282.68,295.85,264.56,279.44,249.03,236.27,289.93,312.56,286.15,300.18,302.00,299.75,304.98,305.40,305.20,321.95,322.98,309.62,313.34,314.96,318.10,316.97,314.86,307.27,291.29,290.02,277.50,279.14
2004-11-19 21:56:55.269000,L5,313.63,323.86,329.30,314.96,306.02,292.14,330.49,,,,,,,218.00,270.50,234.92,,186.42,230.25,219.33,315.24,292.19,316.51,320.50,314.21,318.78,305.12,306.46,312.02,312.98,298.66,301.54,302.88,313.05,318.32,318.42,309.96,304.82,296.23,289.60,281.67
2005-01-15 21:51:45.464000,L5,326.42,333.24,332.92,321.71,314.11,252.55,317.87,,,,289.31,219.00,225.09,256.72,282.94,245.23,202.85,,,169.74,300.33,279.51,302.22,306.26,301.12,306.68,309.69,308.49,311.30,310.84,295.74,299.48,299.99,299.39,300.57,300.76,303.70,298.36,293.18,277.95,280.00
2005-01-22 21:58:02.481000,L5,,,,,,,,,,,,,,,259.94,341.96,310.06,336.41,334.92,335.54,333.21,314.30,329.41,342.30,344.96,346.12,343.21,352.17,349.12,360.22,371.95,339.92,339.62,337.17,340.68,352.95,337.44,385.55,378.12,370.61,450.07
2005-02-07 21:58:15.209000,L5,,,312.63,358.27,331.53,305.83,,,,374.71,382.54,387.01,362.80,350.76,214.90,252.33,301.94,329.76,319.24,296.19,318.69,247.91,317.87,297.87,292.59,242.29,301.33,349.03,324.86,339.15,340.36,333.45,333.84,333.03,331.69,336.30,337.30,334.81,324.35,316.16,310.41
2005-02-23 21:58:31.621000,L5,326.18,329.37,331.96,322.42,310.78,255.65,316.81,,,,,,,260.76,243.86,232.02,,,,,307.89,281.98,306.83,308.19,304.85,308.91,309.87,305.45,313.18,312.30,297.25,303.02,302.52,302.58,304.26,310.42,305.50,301.87,296.50,279.13,285.03
2005-03-11 21:58:44.158000,L5,324.50,333.88,257.78,328.55,313.72,301.06,326.57,,,,,191.01,220.26,235.43,254.50,248.34,,,,,,283.90,305.91,305.49,300.65,309.50,310.10,312.53,314.57,318.59,304.14,306.79,304.13,306.31,308.64,307.08,300.13,300.99,292.76,281.15,280.72
2005-04-12 21:58:55.193000,L5,319.51,328.72,335.56,324.18,308.72,296.22,218.48,,326.86,338.58,328.28,187.83,233.36,270.42,296.36,243.63,,,,259.54,313.65,291.57,315.75,317.94,311.83,310.27,311.92,312.54,318.90,319.19,304.40,307.92,310.55,317.76,317.78,313.37,309.61,303.24,298.00,283.26,284.63
2005-04-21 21:52:46.920000,L5,331.60,337.39,340.33,333.65,317.70,300.15,323.35,,,,,,224.03,256.78,258.54,249.95,210.84,,,,,282.92,305.45,305.32,304.61,311.26,313.35,314.04,324.81,322.53,309.32,311.24,310.53,309.09,311.68,306.30,303.16,298.29,293.32,281.28,278.50
2005-05-23 21:53:00.685000,L5,202.61,268.77,265.40,264.93,270.40,261.43,198.35,,,,,,,,,,,,,,,271.45,311.70,308.48,305.67,297.70,308.79,310.81,313.10,310.94,295.78,316.26,312.38,311.85,314.53,314.64,303.98,300.17,296.64,282.96,286.60
2005-06-08 21:53:09.034000,L5,318.30,325.03,328.79,319.11,182.87,282.66,315.34,,,330.18,325.28,305.36,239.34,264.35,289.77,228.41,,,,166.37,303.20,273.64,300.87,303.60,300.84,303.51,307.89,304.71,313.09,313.87,299.88,303.05,298.19,298.60,306.27,306.53,300.66,291.84,289.21,275.03,273.93
2005-07-17 21:59:35.576000,L5,315.25,326.04,,,,,,,,,,,,,,,,,,,,231.97,290.62,294.69,288.35,291.82,293.44,292.25,294.95,297.98,274.63,285.83,280.83,285.55,290.55,287.99,285.89,280.91,283.18,265.91,266.63
2005-07-26 21:53:30.504000,L5,305.49,316.35,300.97,311.38,300.58,,,,,,,,,,,,,,,,,271.02,294.44,298.89,288.94,284.50,289.39,279.66,292.68,298.72,277.42,284.29,281.96,283.18,293.66,293.73,292.18,279.57,279.86,265.85,268.91
2005-11-22 22:00:23.113000,L5,343.43,257.12,258.09,260.09,224.48,225.26,326.52,,,,,227.81,231.15,282.55,289.94,273.08,197.60,,,218.51,304.42,290.71,304.04,313.43,318.16,322.95,323.66,325.75,334.48,331.83,318.68,302.45,311.76,311.38,311.78,309.07,303.59,300.92,294.37,286.26,288.22
2006-02-03 21:55:55.062000,L5,326.65,331.62,334.35,326.40,315.77,253.56,320.06,,,,317.94,210.44,220.32,282.09,287.55,237.74,204.96,,,271.10,307.22,288.94,308.37,304.66,307.52,308.04,310.63,310.17,318.55,316.25,303.87,306.33,307.56,307.49,308.79,313.20,305.86,301.20,297.39,282.59,287.21
2006-02-19 21:56:15.936000,L5,238.27,255.88,255.26,247.88,230.53,245.79,323.02,,,,,210.68,224.02,272.77,289.73,251.21,204.04,198.62,217.68,247.32,313.56,292.82,306.47,310.95,307.65,312.90,315.60,315.94,324.02,322.99,308.24,307.09,312.61,309.79,312.03,311.59,306.06,303.80,296.69,285.90,288.30
2006-04-08 21:57:12.628000,L5,249.35,257.93,258.15,253.80,314.97,291.36,315.96,,,,313.58,272.46,230.03,252.67,302.26,241.36,,,,259.72,307.28,283.24,300.01,306.41,299.26,304.17,307.16,307.28,315.94,315.36,300.05,303.02,304.09,303.48,304.97,302.29,297.00,294.14,288.31,275.80,276.09
2006-05-17 22:03:57.969000,L5,319.98,328.55,333.19,325.15,313.72,284.53,307.42,,,,,,220.34,249.65,267.84,227.75,,,,214.09,301.19,282.36,301.33,304.85,300.73,303.86,308.14,307.23,314.75,317.35,297.72,299.74,303.99,304.32,303.41,303.67,298.89,294.35,286.29,274.49,278.03
2006-06-27 21:58:24.681000,L5,,,,,,,,,,,,,,,,,,,,,,275.80,293.39,295.50,295.59,296.74,297.75,300.99,307.74,309.58,289.97,295.29,298.21,295.63,299.18,299.43,292.56,272.40,262.64,266.27,262.15
2006-07-13 21:58:38.362000,L5,,,,,,,,,327.54,326.04,322.04,193.17,295.26,340.85,335.22,287.09,249.78,251.90,245.76,315.39,324.83,305.50,261.85,277.73,322.46,328.83,328.40,332.85,331.81,330.27,329.60,333.50,336.88,332.23,328.77,329.09,325.45,327.45,330.69,303.60,301.18
2006-08-21 22:05:19.629000,L5,310.05,319.53,314.33,309.17,281.23,,,,331.72,332.65,327.58,277.24,225.42,251.91,272.20,226.32,,,,254.70,306.94,279.89,297.28,296.85,294.42,297.36,290.67,289.28,297.93,302.20,282.90,292.43,292.70,293.52,297.35,297.88,294.33,288.27,284.79,271.31,270.30
2006-11-25 22:06:43.926000,L5,449.78,438.72,441.92,445.71,429.57,414.17,442.04,257.31,419.37,417.67,393.11,247.40,286.29,344.20,327.77,233.05,236.04,268.54,260.90,319.63,249.87,268.46,260.60,253.47,317.96,318.93,315.09,313.15,313.29,312.83,299.13,298.70,301.17,296.17,288.77,281.28,270.14,262.48,208.50,236.91,236.28
2006-12-11 22:06:52.177000,L5,300.92,314.63,276.71,186.45,368.04,375.72,391.74,222.20,346.85,374.66,345.38,229.57,308.18,318.39,272.18,260.50,213.82,215.05,219.76,316.90,293.91,296.93,302.13,296.63,292.06,291.37,283.87,285.16,278.91,268.74,257.99,256.60,261.48,256.01,249.05,246.89,244.82,239.67,234.88,237.72,254.85
2007-02-13 22:06:47.368000,L5,297.23,319.74,339.52,337.75,317.81,311.28,223.96,,,,,,,267.89,289.25,251.66,205.71,179.76,215.87,218.51,292.36,280.78,300.63,302.96,296.96,300.57,309.87,314.52,319.45,320.89,310.09,308.98,314.48,312.83,307.77,306.66,297.61,295.71,295.24,279.66,284.18
2007-09-18 21:58:42.182000,L5,327.15,338.09,343.23,338.90,328.57,309.75,324.33,,257.65,342.66,336.24,338.66,289.46,296.94,314.37,281.87,229.42,285.99,250.36,294.67,313.51,295.99,311.55,309.29,315.66,313.32,314.72,315.71,323.59,321.95,310.90,314.23,314.62,314.93,312.00,312.20,308.19,302.95,295.73,285.56,281.52
2008-02-16 22:02:22.163000,L5,235.02,254.42,215.76,260.39,246.14,245.50,331.76,,,,,,286.99,280.80,289.88,244.54,211.83,205.45,219.03,244.79,307.58,297.20,315.99,306.23,306.63,309.18,311.22,314.45,322.45,319.07,306.85,315.03,319.27,317.15,319.69,318.07,312.06,309.10,304.08,291.24,292.61
2008-12-25 21:50:10.387000,L5,229.99,258.45,263.91,205.67,334.96,316.26,325.70,,342.88,331.99,331.88,210.42,255.56,264.77,290.81,239.63,190.78,210.26,226.43,264.98,303.07,291.53,306.34,306.72,298.89,304.60,309.47,314.38,320.10,318.94,309.82,309.57,313.87,316.21,311.44,306.90,302.70,299.47,295.14,282.46,281.93
2009-02-02 21:57:22.411000,L5,332.02,343.62,343.09,344.04,333.09,321.05,336.55,,339.17,347.41,338.63,342.73,288.72,285.46,304.08,243.70,218.01,215.89,229.90,246.72,313.22,297.79,316.07,317.38,310.84,315.03,316.75,317.51,323.04,323.05,,,,,,,,284.30,293.13,277.92,273.80
2010-01-13 21:56:25.416000,L5,325.32,337.81,336.49,259.84,327.89,315.62,332.32,,,,,,,,,,,,,,,288.94,314.14,312.52,309.20,312.36,315.24,319.65,322.84,320.81,314.96,310.24,318.18,321.10,318.27,315.12,312.84,309.90,302.01,294.78,286.29
2010-02-14 21:56:32.865000,L5,325.33,262.96,257.65,234.99,193.98,255.83,341.01,,,,,,,280.35,229.57,250.47,,,,,,295.93,315.09,309.36,305.19,310.01,314.33,314.92,322.62,322.03,312.57,312.31,323.26,322.06,321.48,317.02,316.13,308.37,300.71,292.56,278.38
2010-02-21 22:02:44.773000,L5,331.08,327.36,329.86,330.24,325.16,302.68,320.95,,,338.92,340.17,196.38,237.98,247.43,233.17,231.44,,,,,,291.49,314.46,314.40,308.29,311.45,309.45,302.61,308.33,312.24,301.45,303.72,311.46,309.77,316.58,312.67,312.16,305.89,300.25,284.40,283.15
2010-10-28 21:55:27.339000,L5,335.50,343.06,353.92,364.69,356.69,330.81,359.83,364.19,264.24,334.46,361.07,358.52,323.71,304.49,299.09,281.65,296.94,245.87,286.59,326.15,342.99,326.51,335.18,337.15,330.23,337.72,332.25,334.80,338.92,339.58,339.37,333.75,339.62,340.10,354.99,357.36,334.87,328.17,318.39,305.27,303.98
2010-12-31 21:55:32.560000,L5,334.62,347.93,351.96,357.93,,,,,345.30,352.12,190.03,,259.43,304.69,313.21,268.24,,208.16,212.72,286.10,319.82,317.98,330.51,333.67,324.28,328.54,330.72,330.38,325.94,323.26,321.93,332.25,260.15,301.84,352.94,331.13,330.15,318.54,313.28,301.97,297.23
2011-01-07 22:01:44.406000,L5,332.57,251.06,199.25,247.12,189.91,226.01,332.04,,345.87,342.79,343.93,355.70,,268.49,252.83,256.37,,,,269.02,309.93,295.52,310.94,317.62,309.61,314.31,317.16,319.65,325.20,324.98,315.82,310.77,316.28,319.08,319.02,314.91,311.44,304.56,298.05,291.62,285.43
2011-02-17 21:55:37.006000,L5,327.65,335.10,337.34,342.70,230.87,316.02,338.13,,352.66,344.39,339.93,348.86,287.00,266.44,250.07,174.16,,,,274.22,318.05,298.44,315.36,316.35,309.60,311.64,311.61,314.84,320.74,321.03,314.91,312.92,321.73,322.28,323.36,319.29,315.28,309.05,303.63,289.12,291.45
2011-03-28 22:01:38.376000,L5,324.58,336.64,333.19,338.24,328.81,311.44,329.35,,,,,,,,,,,,,252.84,304.45,284.86,314.47,313.90,309.68,312.44,313.56,315.37,316.30,316.79,306.49,310.58,319.31,317.72,315.78,311.75,312.88,306.63,301.70,284.55,287.56
2011-04-13 22:01:34.017000,L5,321.18,335.00,337.62,337.89,340.15,318.88,187.26,315.05,305.76,350.53,332.47,340.95,292.97,278.41,299.54,265.43,,215.77,245.04,261.80,319.71,293.69,313.07,309.71,305.47,308.20,310.57,312.22,318.15,319.59,316.44,315.29,321.93,323.31,320.95,317.63,314.42,308.31,299.55,286.20,279.76
2011-09-04 22:00:27.603000,L5,320.76,325.92,328.50,334.27,322.15,309.07,325.14,,314.15,345.18,332.84,346.28,269.74,256.80,267.22,240.54,216.50,,,250.12,311.11,286.03,305.16,304.65,300.62,302.86,299.93,301.80,305.49,311.58,301.78,303.80,308.93,308.79,310.69,307.82,305.72,295.87,289.69,271.67,276.37
2013-04-11 22:07:51.092000,L8,242.69,243.04,336.17,330.25,333.09,305.74,357.86,306.62,302.55,245.02,288.06,213.10,297.92,327.17,279.26,287.13,178.13,209.44,262.44,329.70,324.10,315.55,320.14,312.29,316.34,321.06,318.54,324.38,325.02,332.61,326.94,324.30,330.19,330.66,333.57,330.79,324.90,319.51,310.37,301.63,297.58
2013-04-27 22:07:23.594000,L8,314.42,334.36,324.42,318.43,333.84,310.16,239.77,342.54,,344.38,318.12,261.39,287.34,323.40,332.75,297.83,,,,,257.57,296.14,318.04,312.10,297.37,319.48,317.29,323.13,324.65,320.54,306.84,321.85,329.44,329.13,327.38,325.45,305.48,316.96,310.52,296.31,298.02
2013-05-20 22:13:50.559000,L8,310.09,327.57,327.47,325.09,324.78,294.44,325.56,332.37,347.59,311.45,325.41,239.22,,282.13,260.31,210.58,,,,,,305.68,310.75,302.03,301.80,315.28,310.72,318.46,318.21,328.59,323.37,313.61,326.59,326.43,323.11,326.75,317.87,315.26,304.35,294.12,293.71
2013-06-05 22:13:51.261000,L8,309.28,326.68,327.68,324.36,325.95,294.53,345.48,333.14,347.37,340.55,329.99,328.47,,284.60,246.17,208.21,,,,,,204.73,315.66,303.66,300.81,315.23,309.79,318.76,318.09,326.91,323.42,316.64,325.76,325.12,326.68,325.51,317.40,313.25,301.38,292.71,290.06
2013-06-21 22:13:43.313000,L8,246.44,264.09,271.84,266.02,328.76,294.75,345.95,337.05,347.14,340.45,292.00,,,,,,,,,,,312.19,319.05,308.30,305.76,317.92,311.64,321.02,321.76,330.48,325.18,317.34,327.87,327.41,324.57,327.34,317.23,313.02,303.94,295.19,294.18
2013-06-30 22:07:36.163000,L8,252.91,317.88,319.68,311.90,311.34,287.03,315.79,,,,,,,,,,,,,,,283.37,297.98,293.20,291.13,307.40,300.70,310.98,310.37,321.70,318.85,306.33,317.31,246.21,191.58,227.49,237.90,179.08,295.52,203.33,243.55
2013-07-07 22:13:48.209000,L8,306.36,322.71,324.12,321.12,320.32,290.33,339.39,328.01,347.55,336.68,,,,241.01,211.01,202.37,,,,,,294.31,313.72,300.34,296.58,314.13,305.81,316.32,320.05,253.67,232.09,316.51,326.79,325.04,325.85,326.05,317.67,313.45,300.22,196.81,239.13
2013-08-08 22:13:49.700000,L8,307.14,320.89,327.47,328.47,324.76,293.02,329.87,335.49,350.04,341.01,325.00,,,282.60,258.91,208.31,,,,,,294.60,316.57,301.52,300.75,313.20,303.47,318.39,317.66,327.56,322.66,316.92,326.95,325.23,327.00,326.44,320.90,315.04,302.42,294.06,291.87
2013-09-02 22:07:40.639000,L8,303.69,318.76,325.34,322.96,319.63,289.92,312.12,,,,,,,,,,,,,,,285.40,303.67,292.07,292.79,304.82,300.20,311.05,307.45,318.19,319.15,309.02,318.71,318.35,317.71,317.37,311.42,305.96,293.00,285.92,286.02
2013-09-09 22:13:49.699000,L8,245.95,264.97,270.40,260.10,246.60,300.98,346.52,339.05,310.11,345.15,243.93,210.09,243.22,286.66,266.62,239.53,217.65,252.66,255.98,217.64,309.99,308.41,317.69,305.72,306.98,314.52,309.21,320.78,318.79,326.64,324.21,319.19,327.03,326.96,327.30,325.85,321.17,311.18,300.87,292.28,291.32
2013-10-11 22:13:41.596000,L8,329.34,345.83,351.71,367.98,361.78,329.07,371.49,351.51,366.98,368.51,187.77,275.76,210.11,170.71,267.99,245.45,261.41,312.29,277.46,,,,,,,331.18,318.75,330.94,334.10,336.08,332.67,333.73,320.12,335.75,343.64,,,,293.27,303.85,300.22
2013-10-27 22:13:31.854000,L8,314.39,328.60,334.54,341.86,339.91,306.63,357.27,314.96,353.04,344.60,343.72,311.74,,,,,,,,,,310.15,314.96,307.86,310.25,317.39,307.82,326.08,317.08,325.57,322.36,317.83,324.47,323.90,326.31,319.88,316.60,308.88,299.54,291.10,288.80
2013-11-05 22:07:22.900000,L8,239.60,263.67,274.87,261.07,250.75,251.36,240.51,310.00,304.24,346.92,346.73,344.03,236.46,323.40,213.29,241.42,176.66,208.29,213.34,321.81,290.90,205.33,245.43,313.90,313.63,319.58,316.28,325.96,325.57,334.00,329.29,321.98,332.64,331.33,332.35,329.95,325.96,318.18,309.98,296.74,297.88
2013-11-12 22:13:32.202000,L8,317.37,337.83,345.27,354.12,349.12,324.58,240.21,303.44,297.92,349.80,351.05,351.96,310.07,296.46,283.60,246.77,,,255.14,327.38,322.10,298.79,176.58,241.04,272.57,318.97,318.16,325.35,325.51,330.75,326.85,323.01,330.84,330.69,330.88,312.93,252.98,319.56,310.43,297.69,295.22
2013-11-21 22:07:13.797000,L8,,,,,350.66,344.15,374.77,357.81,368.37,363.12,355.89,358.44,341.19,338.99,327.92,253.39,313.16,323.49,274.26,329.87,328.12,317.90,324.44,320.05,320.47,323.65,321.87,327.64,328.68,335.22,329.58,326.24,334.44,333.84,335.34,332.97,326.61,322.27,313.87,300.22,299.74
2013-11-28 22:13:25.971000,L8,231.76,259.42,338.88,348.16,344.11,318.24,364.61,307.28,298.56,347.35,350.07,346.07,240.37,307.15,266.80,244.36,242.72,241.26,256.31,316.32,281.27,166.02,322.97,317.07,316.86,323.65,316.89,326.98,326.94,333.51,329.68,323.97,331.26,330.09,331.66,331.28,327.16,323.49,314.10,300.77,299.06
2013-12-07 22:07:14.870000,L8,321.32,338.11,339.51,350.94,254.85,250.62,227.82,345.84,355.03,344.74,350.90,332.83,286.63,311.13,273.65,244.43,248.85,247.92,257.54,327.03,318.92,317.45,320.24,313.96,316.23,325.90,321.95,326.31,326.18,334.48,330.28,326.92,330.70,333.64,332.08,331.80,327.28,321.37,311.52,305.57,300.51
2013-12-14 22:13:21.591000,L8,331.17,350.64,382.29,381.09,380.26,351.74,380.25,377.98,373.49,369.56,361.57,364.56,348.01,346.37,339.09,327.44,330.09,338.04,338.78,338.00,333.98,321.95,327.69,326.83,325.40,330.32,326.91,332.98,380.14,415.64,387.57,407.63,430.10,337.85,338.86,335.82,327.51,323.15,315.30,382.86,369.94
2013-12-30 22:13:13.343000,L8,381.72,381.60,393.79,399.67,366.85,336.63,438.03,440.74,439.92,417.53,407.78,369.83,393.28,348.90,365.51,336.52,335.92,346.34,343.52,341.00,340.11,326.00,330.80,327.93,327.02,330.62,328.03,333.05,335.66,338.69,335.19,334.78,338.92,339.16,338.67,336.98,332.89,327.70,320.45,306.60,306.12
2014-01-08 22:06:55.162000,L8,229.25,258.00,336.08,342.80,343.77,299.63,361.43,302.09,297.61,345.44,348.92,342.79,310.56,306.91,276.27,243.50,244.41,252.12,258.15,325.69,319.20,314.20,319.00,309.95,312.03,318.51,316.18,323.45,324.11,332.43,326.42,321.66,330.87,330.58,330.43,329.88,323.73,318.67,310.79,299.14,298.35
2014-01-24 22:06:45.554000,L8,231.25,260.85,336.86,342.95,339.51,308.89,236.83,307.81,299.19,342.33,343.28,335.46,286.50,307.54,276.18,244.75,239.16,248.01,255.63,326.37,320.97,315.10,320.02,312.69,311.43,320.75,318.49,322.97,323.36,331.72,328.60,323.38,330.54,331.22,331.63,329.86,324.74,319.05,309.89,301.78,298.01
2014-01-31 22:12:52.806000,L8,242.50,334.32,337.21,341.16,333.13,309.08,357.18,267.91,351.72,341.50,332.59,330.75,234.22,287.65,265.45,240.22,176.00,204.00,211.00,,280.89,198.08,316.86,306.76,308.54,316.74,311.69,322.48,320.86,329.10,326.58,318.52,329.64,329.42,328.05,325.96,322.11,314.44,304.82,296.73,296.20
2014-02-09 22:06:33.299000,L8,314.41,332.99,334.77,343.65,338.98,306.15,360.74,306.57,292.08,342.24,340.85,336.75,293.37,316.52,274.85,244.88,243.74,253.81,260.40,318.59,313.22,313.03,316.83,307.24,299.76,316.59,313.10,321.21,197.08,235.06,195.03,311.53,321.77,321.42,307.04,323.15,307.61,318.53,310.14,300.25,296.40
2014-02-16 22:12:38.819000,L8,316.80,334.69,337.93,344.89,339.26,309.84,238.75,233.24,353.78,343.31,333.66,336.05,239.49,304.81,264.93,245.14,247.73,207.45,209.08,325.97,313.02,315.51,316.55,305.21,306.43,315.63,309.26,323.87,321.97,331.50,328.51,319.31,334.03,331.24,334.30,328.42,321.67,316.36,308.84,301.61,297.20
2014-03-20 22:12:13.789000,L8,317.16,337.97,252.20,253.36,342.02,307.26,363.00,315.20,357.06,351.12,350.03,210.94,297.84,331.57,325.68,286.31,282.95,211.94,260.80,235.35,318.17,314.29,320.37,312.55,312.22,319.29,315.64,324.99,324.21,332.50,329.41,325.99,331.59,331.86,333.30,330.44,325.50,319.06,311.43,298.32,297.90
2014-03-29 22:05:52.007000,L8,429.21,451.25,453.40,457.04,457.63,454.00,452.93,489.27,456.91,433.23,423.90,412.71,351.88,346.01,340.62,330.87,336.01,382.38,387.14,389.86,373.41,320.72,328.05,320.88,320.57,323.04,325.96,328.82,330.02,319.84,394.86,403.32,434.68,483.20,441.33,527.76,,493.50,367.07,305.91,302.69
2014-04-05 22:11:58.702000,L8,313.74,330.39,332.45,335.87,331.86,296.83,356.12,330.20,350.70,313.41,329.35,325.67,,287.63,212.71,216.09,,,,,,304.58,317.61,304.12,302.39,316.87,309.72,320.35,319.29,330.02,324.95,318.43,328.90,327.34,328.13,327.66,319.27,316.22,302.49,299.28,292.56
2014-04-21 22:11:42.175000,L8,242.31,261.88,273.29,209.10,256.02,255.85,204.03,336.42,352.72,341.54,290.42,336.35,297.97,290.65,,,,,,323.54,318.02,313.69,322.10,309.76,311.61,321.15,316.15,322.85,323.67,246.66,235.09,311.81,326.35,325.17,328.02,331.49,325.16,321.38,309.53,299.48,295.06
2014-04-30 22:05:22.578000,L8,313.47,332.88,334.52,334.27,329.63,297.48,357.85,329.73,351.84,309.60,289.51,322.48,256.76,290.80,259.11,240.34,203.80,204.64,212.44,322.93,312.67,312.22,317.36,305.69,306.85,317.69,314.37,319.61,320.33,329.74,325.29,321.27,326.36,328.31,329.49,327.50,321.61,316.66,301.77,297.89,293.33
2014-05-16 22:05:09.831000,L8,,,,,,,,,348.88,338.36,329.58,,271.38,290.22,261.16,240.11,177.16,205.32,211.56,,255.88,311.48,316.80,303.92,303.62,310.83,309.10,318.31,318.62,323.85,322.59,318.84,322.60,323.83,312.15,316.25,318.89,315.23,302.92,299.74,294.59
2014-05-23 22:11:18.694000,L8,320.19,338.51,227.31,250.40,180.54,,,,,,340.17,260.41,,295.39,333.07,291.72,240.09,203.98,,,,270.35,325.99,318.87,311.15,317.82,311.94,326.05,287.32,278.35,333.81,320.28,333.65,335.68,328.24,330.46,327.14,317.35,294.10,303.75,289.58
2014-06-17 22:05:20.950000,L8,305.99,324.11,324.44,322.69,322.68,289.14,321.29,,,,,,,,,,,,,,,288.23,297.35,296.78,295.23,304.23,302.29,313.37,313.84,324.27,319.23,311.74,324.53,321.00,304.61,304.20,303.13,304.97,292.89,,243.92
