dates,satname,nzd0487-0000,nzd0487-0001,nzd0487-0002
2013-10-11 22:16:05.328000,L8,274.19,282.88,285.95
2013-10-11 22:16:29.291000,L8,,279.95,283.55
2013-10-27 22:15:55.590000,L8,354.73,292.18,295.35
2013-10-27 22:16:19.549000,L8,353.10,291.08,293.36
2013-11-19 22:22:01.448000,L8,286.61,291.46,293.01
2013-12-21 22:21:51.057000,L8,371.76,376.24,381.71
2013-12-30 22:15:37.096000,L8,272.23,280.68,285.97
2013-12-30 22:16:01.055000,L8,353.85,285.93,290.68
2014-02-07 22:21:21.056000,L8,,292.64,302.04
2014-02-23 22:21:08.076000,L8,273.19,280.22,281.25
2014-03-11 22:20:55.957000,L8,280.67,289.85,325.73
2014-03-20 22:14:37.534000,L8,272.98,282.33,286.47
2014-03-20 22:15:01.497000,L8,279.91,289.38,290.92
2014-05-23 22:13:42.455000,L8,188.39,281.77,287.95
2014-08-11 22:14:15.733000,L8,276.06,287.37,296.13
2014-08-11 22:14:39.696000,L8,182.72,281.54,289.40
2014-08-27 22:14:17.177000,L8,285.71,293.79,298.11
2014-09-19 22:20:30.514000,L8,381.63,348.77,
2014-09-28 22:14:20.662000,L8,286.47,292.16,298.03
2014-09-28 22:14:44.621000,L8,150.38,282.99,286.95
2014-11-22 22:20:33.645000,L8,397.37,300.99,371.47
2014-12-01 22:14:24.062000,L8,273.80,283.65,285.90
2015-01-02 22:14:14.716000,L8,367.06,287.90,288.08
2015-01-02 22:14:38.674000,L8,369.32,288.34,288.10
2015-02-10 22:20:14.711000,L8,351.73,271.07,279.05
2015-02-19 22:14:01.458000,L8,,282.87,288.32
2015-02-26 22:20:10.708000,L8,298.88,376.86,388.70
2015-03-07 22:13:53.954000,L8,372.41,288.13,289.05
2015-03-14 22:19:59.243000,L8,94.34,291.54,296.98
2015-04-15 22:19:46.550000,L8,288.87,297.71,307.22
2015-04-24 22:13:32.133000,L8,273.99,285.01,289.01
2015-06-11 22:13:28.321000,L8,288.81,300.56,308.42
2015-06-11 22:13:52.284000,L8,359.56,313.85,319.69
2015-06-27 22:13:34.068000,L8,274.82,287.21,294.63
2015-06-27 22:13:58.027000,L8,278.55,290.11,299.22
2015-07-29 22:13:49.622000,L8,134.60,284.67,292.19
2015-07-29 22:14:13.585000,L8,,276.11,284.61
2015-08-05 22:20:00.814000,L8,296.94,312.56,319.53
2015-10-17 22:14:14.235000,L8,287.90,289.31,294.53
2015-10-17 22:14:38.194000,L8,287.67,289.27,293.84
2015-11-18 22:14:20.859000,L8,288.43,293.02,298.61
2016-01-05 22:14:17.033000,L8,141.94,,
2016-01-05 22:14:40.992000,L8,361.04,361.52,370.35
2016-01-21 22:14:17.820000,L8,279.32,283.75,288.00
2016-02-29 22:20:17.109000,L8,283.41,288.44,365.47
2016-03-16 22:20:12.475000,L8,110.38,276.68,281.29
2016-04-17 22:19:57.384000,L8,285.01,289.92,294.43
2016-05-12 22:13:44.453000,L8,282.83,362.55,368.04
2016-05-12 22:14:08.416000,L8,279.41,292.17,295.83
2016-06-29 22:14:02.852000,L8,,292.92,300.31
2016-06-29 22:14:26.819000,L8,,277.82,289.03
2016-07-31 22:14:37.742000,L8,282.33,291.55,301.96
2016-08-16 22:14:17.460000,L8,,,280.30
2016-08-16 22:14:41.427000,L8,287.50,296.07,305.04
2016-09-01 22:14:24.105000,L8,284.49,289.28,310.02
2016-09-01 22:14:48.072000,L8,279.39,277.96,299.15
2016-12-29 22:20:37.380000,L8,170.48,275.40,281.17
2017-01-23 22:14:43.048000,L8,273.23,,
2017-02-08 22:14:10.700000,L8,168.78,,
2017-02-08 22:14:34.654000,L8,166.07,,
2017-02-15 22:20:19.563000,L8,283.10,288.49,290.32
2017-02-24 22:14:05.773000,L8,270.48,276.10,277.87
2017-04-20 22:19:47.163000,L8,282.47,293.72,306.63
2017-05-06 22:19:43.126000,L8,283.16,292.67,297.89
2017-07-02 22:14:23.696000,L8,284.48,301.98,315.74
2017-08-03 22:14:11.719000,L8,279.63,289.66,303.04
2017-08-03 22:14:35.682000,L8,,272.00,284.36
2017-11-30 22:20:32.227000,L8,280.84,286.36,288.88
2018-01-26 22:14:08.959000,L8,346.41,,276.74
2018-02-27 22:14:19.470000,L8,142.17,,
2018-03-06 22:20:02.483000,L8,346.62,283.88,285.76
2018-03-15 22:14:10.086000,L8,278.86,278.90,281.09
2018-03-31 22:13:39.641000,L8,281.18,282.62,284.64
2018-04-16 22:13:30.411000,L8,282.25,286.88,289.82
2018-04-16 22:13:54.370000,L8,289.02,293.83,297.84
2018-05-18 22:13:10.727000,L8,280.58,286.57,289.10
2018-05-18 22:13:34.690000,L8,279.13,285.42,288.21
2018-07-21 22:13:25.431000,L8,360.35,289.07,309.44
2018-07-21 22:13:49.390000,L8,180.90,276.82,284.64
2018-09-07 22:13:48.162000,L8,277.58,281.46,285.22
2018-09-07 22:14:12.130000,L8,290.54,292.22,297.32
2018-09-14 22:20:00.822000,L8,290.99,296.40,295.99
2018-11-10 22:14:08.770000,L8,269.01,276.47,278.44
2018-11-10 22:14:32.733000,L8,270.93,277.54,280.46
2018-12-28 22:14:29.227000,L8,136.60,278.12,283.80
2019-01-04 22:20:15.514000,L8,300.58,292.08,313.81
2019-02-14 22:13:57.218000,L8,281.60,280.53,287.45
2019-02-14 22:14:21.185000,L8,282.43,282.35,287.99
2019-02-21 22:20:06.522000,L8,345.13,283.86,287.87
2019-03-02 22:13:53.044000,L8,283.03,280.19,286.32
2019-03-02 22:14:17.011000,L8,277.38,276.28,283.12
2019-06-06 22:13:59.042000,L8,,,277.66
2019-06-22 22:14:04.757000,L8,,,280.42
2019-06-22 22:14:28.716000,L8,,,277.50
2019-09-10 22:14:27.602000,L8,284.89,283.62,297.93
2019-09-10 22:14:51.565000,L8,279.02,278.37,288.43
2019-11-13 22:14:33.870000,L8,356.34,283.32,285.44
2019-11-13 22:14:57.837000,L8,358.36,286.15,353.84
2019-11-29 22:14:55.870000,L8,338.60,287.92,290.75
2019-12-22 22:20:39.535000,L8,354.82,285.65,286.84
2020-01-16 22:14:22.794000,L8,343.03,282.00,359.32
2020-01-23 22:20:31.626000,L8,278.48,281.29,365.82
2020-03-04 22:14:08.808000,L8,128.50,,
2020-03-04 22:14:32.767000,L8,129.77,,
2020-03-11 22:20:16.572000,L8,268.76,,
2020-06-08 22:13:47.789000,L8,280.79,292.55,290.17
2020-06-08 22:14:11.756000,L8,185.56,,277.51
2020-07-10 22:14:03.489000,L8,186.60,274.73,280.87
2020-07-10 22:14:27.456000,L8,181.35,280.65,284.75
2020-07-26 22:14:08.414000,L8,278.53,285.62,287.59
2020-07-26 22:14:32.385000,L8,278.23,284.97,287.91
2020-08-27 22:14:20.137000,L8,282.63,286.05,288.50
2020-10-14 22:14:32.849000,L8,278.95,278.73,283.74
2020-10-14 22:14:56.808000,L8,285.67,283.51,287.16
2020-10-30 22:14:31.894000,L8,352.90,281.87,287.70
2021-03-30 22:20:10.323000,L8,371.34,278.39,284.23
2021-05-26 22:14:18.793000,L8,,,269.63
2021-06-11 22:14:01.803000,L8,283.45,283.40,298.04
2021-07-13 22:14:07.279000,L8,278.93,279.32,290.50
2021-07-13 22:14:31.246000,L8,276.36,277.13,290.14
2021-08-30 22:14:25.984000,L8,279.17,276.47,286.11
2021-08-30 22:14:49.951000,L8,289.18,283.29,301.57
2021-09-22 22:20:41.428000,L8,360.26,281.88,287.02
2021-11-06 22:15:11.708000,L9,334.31,330.37,335.48
2021-11-18 22:14:32.533000,L8,362.92,282.01,286.80
2021-11-18 22:14:56.496000,L8,360.52,279.62,283.27
2021-12-12 22:14:55.412000,L9,285.89,286.47,288.68
2021-12-20 22:14:31.987000,L8,281.20,280.16,283.98
2021-12-20 22:14:55.954000,L8,280.55,280.05,282.17
2022-01-13 22:14:26.510000,L9,151.46,,
2022-01-13 22:14:50.477000,L9,363.68,280.15,282.76
2022-01-28 22:20:31.729000,L8,272.70,,275.83
2022-02-06 22:14:44.088000,L8,282.94,279.72,285.29
2022-02-13 22:20:28.536000,L8,128.22,,
2022-03-02 22:14:13.766000,L9,276.57,277.67,279.96
2022-03-02 22:14:37.725000,L9,151.92,,
2022-03-17 22:20:17.747000,L8,151.29,,272.53
2022-04-02 22:20:07.536000,L8,283.58,290.31,288.99
2022-04-27 22:13:58.302000,L8,163.01,,
2022-05-05 22:13:54.871000,L9,277.29,282.80,286.92
2022-05-05 22:14:18.830000,L9,276.65,282.22,287.08
2022-05-21 22:14:07.318000,L9,291.20,286.71,
2022-06-14 22:14:22.918000,L8,279.82,282.43,289.99
2022-06-14 22:14:46.889000,L8,,274.36,288.44
2022-06-30 22:14:27.385000,L8,160.24,,273.52
2022-06-30 22:14:51.348000,L8,284.61,281.57,289.23
2022-08-09 22:14:22.241000,L9,276.40,,
2022-08-09 22:14:46.212000,L9,100.99,,
2022-08-25 22:14:50.743000,L9,284.20,280.98,285.98
2022-09-10 22:14:27.430000,L9,356.21,283.03,286.10
2022-09-10 22:14:51.402000,L9,143.07,,
2023-01-08 22:14:36.179000,L8,358.48,281.54,285.21
2023-01-08 22:15:00.142000,L8,359.64,282.18,285.07
2023-01-15 22:20:41.683000,L8,,359.48,379.75
2023-02-17 22:14:37.295000,L9,357.43,273.78,281.93
2023-02-17 22:15:01.258000,L9,346.73,,
2023-02-25 22:14:16.003000,L8,351.77,279.17,369.53
2023-02-25 22:14:39.957000,L8,276.02,278.24,350.86
2023-03-05 22:14:25.172000,L9,94.31,,
2023-03-05 22:14:49.135000,L9,138.26,,
2023-03-13 22:14:10.896000,L8,352.80,358.66,284.60
2023-04-14 22:14:09.763000,L8,136.42,,
2023-04-21 22:19:54.366000,L8,274.44,,275.19
2023-04-29 22:20:07.951000,L9,135.36,,
2023-05-24 22:14:04.912000,L9,295.17,307.39,376.21
2023-06-01 22:13:31.049000,L8,280.72,279.38,287.47
2023-06-09 22:13:36.654000,L9,292.84,306.85,309.04
2023-06-09 22:14:00.612000,L9,305.82,356.88,371.59
2023-07-03 22:13:51.195000,L8,287.27,289.14,294.85
2023-07-03 22:14:15.167000,L8,194.92,,
2023-07-11 22:14:12.102000,L9,183.80,,
2023-08-12 22:13:59.156000,L9,277.15,277.87,
2023-08-12 22:14:23.119000,L9,278.01,279.12,286.32
2023-09-29 22:14:14.607000,L9,279.93,277.66,283.41
2023-09-29 22:14:38.579000,L9,280.58,278.01,283.71
2023-11-24 22:14:27.756000,L8,351.57,,
2023-11-24 22:14:51.719000,L8,136.05,,
2023-12-10 22:14:21.153000,L8,353.30,276.09,281.06
2023-12-10 22:14:45.117000,L8,354.00,276.45,280.80
2023-12-18 22:14:32.867000,L9,363.34,282.55,287.37
2024-02-04 22:14:31.487000,L9,80.69,,277.21
2024-02-04 22:14:55.450000,L9,,,278.11
2024-02-12 22:14:41.937000,L8,205.49,,
2024-03-06 22:20:15.177000,L8,283.32,323.83,331.69
2024-03-07 22:14:23.817000,L9,,,278.08
2024-03-07 22:14:47.781000,L9,275.65,277.17,319.92
2024-03-22 22:20:06.355000,L8,209.54,,
2024-04-16 22:13:43.047000,L8,,,277.59
2024-04-16 22:14:07.010000,L8,,,280.11
2024-04-24 22:13:49.993000,L9,284.05,278.73,369.95
2024-04-24 22:14:13.960000,L9,284.96,278.08,352.04
2024-05-01 22:19:59.525000,L9,,,283.87
2024-05-10 22:13:48.524000,L9,190.35,,
2024-06-03 22:13:41.381000,L8,271.24,277.34,285.50
2024-07-05 22:13:33.155000,L8,274.87,318.37,287.88
2024-08-30 22:14:23.037000,L9,144.06,,
2024-09-07 22:14:06.843000,L8,146.31,,
2024-09-07 22:14:30.806000,L8,278.61,281.04,284.28
2024-09-15 22:14:02.877000,L9,280.94,281.81,286.18
2024-09-23 22:14:06.459000,L8,284.92,371.23,385.36
2024-09-23 22:14:30.418000,L8,130.18,,277.87
2024-10-17 22:14:18.028000,L9,143.21,,
2024-11-10 22:14:13.424000,L8,273.26,276.44,279.68
2024-11-10 22:14:37.391000,L8,267.02,,
2024-12-04 22:14:48.196000,L9,,276.33,366.63
2025-01-21 22:14:25.000000,L9,100.60,,
2025-03-25 22:20:03.799000,L8,378.74,336.87,343.73
2025-04-03 22:14:16.015000,L8,147.20,,
2025-04-10 22:19:58.565000,L8,138.41,,
2025-04-27 22:13:56.565000,L9,280.27,284.13,287.74
2025-05-05 22:13:36.375000,L8,290.47,310.09,351.62
2025-05-05 22:14:00.333000,L8,95.61,277.23,283.78
2025-05-13 22:14:10.289000,L9,324.71,385.14,391.14
2025-05-21 22:13:39.816000,L8,289.84,310.24,299.25
2025-06-14 22:14:10.978000,L9,337.48,369.79,374.42
2025-06-30 22:14:19.484000,L9,281.21,299.92,325.52
2025-08-01 22:14:06.695000,L9,190.07,,
2025-08-25 22:14:15.671000,L8,279.15,285.51,374.86
2025-08-25 22:14:39.643000,L8,274.05,280.50,284.41
2025-09-10 22:14:20.086000,L8,94.54,,280.23
2025-09-10 22:14:44.053000,L8,,277.76,282.90
2025-09-18 22:14:25.575000,L9,351.93,374.81,393.36
2025-10-28 22:14:29.416000,L8,358.57,286.61,289.36
2025-10-28 22:14:53.375000,L8,344.73,286.54,289.22
2025-11-13 22:14:52.318000,L8,,274.60,281.05
