dates,nzd0319-0000,nzd0319-0001,nzd0319-0002,nzd0319-0003,nzd0319-0004,nzd0319-0005,nzd0319-0006,nzd0319-0007,nzd0319-0008,nzd0319-0009,nzd0319-0010,nzd0319-0011,nzd0319-0012,nzd0319-0013,nzd0319-0014,nzd0319-0015,nzd0319-0016,nzd0319-0017,nzd0319-0018,nzd0319-0019,nzd0319-0020,nzd0319-0021,nzd0319-0022,nzd0319-0023,nzd0319-0024,nzd0319-0025,nzd0319-0026,nzd0319-0027,nzd0319-0028,nzd0319-0029,nzd0319-0030,nzd0319-0031,nzd0319-0032,nzd0319-0033,nzd0319-0034,nzd0319-0035,nzd0319-0036,nzd0319-0037,nzd0319-0038,satname
2000-04-13 22:11:30.253,,400.11,351.48749999999995,358.37,398.5366666666667,242.26,289.515,303.13,287.43,282.77,287.1033333333333,247.76999999999998,264.6066666666666,259.4766666666667,373.88,398.19,425.6266666666667,427.07666666666665,,338.855,415.19500000000005,418.5333333333333,424.8233333333333,402.32000000000005,415.05,313.48,358.82,354.7,342.63,414.535,277.7425,321.5133333333333,311.3,345.50666666666666,240.33999999999997,458.65,315.02,293.84666666666664,288.405,L7
2000-05-08 22:05:09.063,320.28,397.92,351.11199999999997,353.525,389.6425,242.26,289.515,303.13,287.43,282.77,287.1033333333333,247.76999999999998,264.6066666666666,259.4766666666667,383.3,396.18199999999996,417.2425,425.83500000000004,,338.855,417.442,427.95,433.9525,402.32000000000005,413.5,313.48,366.412,354.7,342.63,414.535,277.7425,330.59000000000003,321.3825,345.8,240.33999999999997,458.65,315.02,293.84666666666664,288.405,L7
2000-05-15 22:11:18.345,320.28,397.92,351.11199999999997,353.525,389.6425,251.3075,286.57000000000005,307.25333333333333,296.57,289.34666666666664,289.8975,247.76999999999998,264.9125,259.4766666666667,383.3,396.18199999999996,417.2425,425.83500000000004,252.95,334.20666666666665,417.442,427.95,433.9525,402.32000000000005,394.71000000000004,315.9533333333333,366.412,354.7,339.66499999999996,414.535,288.722,328.988,320.628,339.836,250.39999999999998,458.65,312.4225,297.2,287.1333333333333,L7
2000-08-03 22:10:19.936,320.28,392.96000000000004,355.4433333333333,353.525,380.56499999999994,257.746,290.02833333333336,307.25333333333333,296.57,289.34666666666664,289.8975,247.76999999999998,264.9125,259.4766666666667,397.9533333333334,404.86999999999995,414.1775,426.4375,252.95,334.20666666666665,419.56,449.89,439.16,440.75,372.765,328.56,363.695,354.7,339.66499999999996,,311.6725,328.988,320.628,340.78000000000003,250.39999999999998,457.53,312.4225,297.2,287.1333333333333,L7
2000-09-13 22:03:38.044,320.28,393.54,349.61,348.68,362.96,269.8,288.622,309.92333333333335,306.9166666666667,294.4533333333333,287.2366666666667,259.53,270.5333333333333,264.68,397.9533333333334,391.0999999999999,409.0733333333333,420.83,252.95,326.975,413.62999999999994,456.2,442.885,440.75,343.015,331.47249999999997,371.0,354.205,345.01666666666665,,318.15999999999997,327.785,316.955,330.4225,263.7733333333333,,312.93333333333334,295.55,281.4266666666667,L7
2000-09-20 22:09:39.085,330.30999999999995,377.435,349.61,339.59000000000003,362.96,269.8,291.04,320.245,317.745,301.275,290.86,262.81,268.01,267.73,397.9533333333334,391.0999999999999,409.0733333333333,420.83,252.95,326.975,413.62999999999994,456.2,442.885,440.75,345.01,338.68333333333334,384.56499999999994,353.71,346.21,453.0,319.91749999999996,333.2166666666667,324.43333333333334,330.4225,272.615,438.52,320.33000000000004,302.145,281.4266666666667,L7
2000-10-31 22:03:22.696,334.38333333333327,365.12000000000006,355.65,345.53999999999996,350.30499999999995,278.05333333333334,292.50000000000006,320.245,317.745,305.99,293.8,275.125,272.6266666666667,273.185,409.99000000000007,388.15,405.335,423.96500000000003,252.95,326.2266666666667,415.085,456.2,461.34,440.75,339.88666666666666,335.66499999999996,378.30499999999995,354.085,347.4433333333333,453.0,327.92499999999995,327.8175,317.58,320.3866666666667,262.51,438.52,322.13,304.615,282.69666666666666,L7
2001-01-03 22:03:24.303,341.43499999999995,339.27000000000004,345.15,343.9699999999999,337.65,277.855,301.355,324.99,320.64,307.735,291.56,275.125,276.0250000000001,273.185,427.26,,418.58,425.82,,326.885,403.74,506.4,,438.59000000000003,327.73,340.58666666666664,359.83,354.085,352.81499999999994,453.0,326.3533333333333,315.43499999999995,300.53999999999996,298.5,258.505,438.52,339.63,301.97,281.75,L7
2001-01-10 22:09:39.742,341.43499999999995,323.46750000000003,333.8533333333333,339.55333333333334,339.975,277.855,301.355,336.385,332.74,319.5566666666667,306.99333333333334,290.9766666666667,276.0250000000001,273.185,428.9,,435.145,424.745,,326.885,403.74,487.04499999999996,,434.54333333333335,327.73,340.58666666666664,359.83,354.085,352.81499999999994,453.0,326.3533333333333,315.43499999999995,300.53999999999996,298.5,258.505,438.52,339.63,301.97,281.75,L7
2001-01-19 22:03:31.103,341.43499999999995,323.46750000000003,333.8533333333333,339.55333333333334,339.975,277.855,301.355,336.385,332.74,319.5566666666667,299.815,285.2025,272.73333333333335,269.76666666666665,428.9,,435.145,424.745,,326.885,403.74,479.8733333333333,493.98,434.54333333333335,327.73,340.58666666666664,359.83,354.085,352.81499999999994,453.0,326.3533333333333,320.06,309.8666666666666,313.33500000000004,258.505,438.52,345.53999999999996,321.88,281.75,L7
2001-02-20 22:03:24.667,341.43499999999995,320.982,336.47249999999997,341.815,345.3233333333333,272.21,314.435,336.385,332.74,319.5566666666667,292.944,274.58000000000004,268.70750000000004,265.1675,411.385,356.58,451.71,418.37,,326.885,388.06,479.8733333333333,493.98,431.44000000000005,326.18333333333334,327.68999999999994,367.095,357.42333333333335,362.87000000000006,416.46000000000004,335.2375,320.06,309.8666666666666,313.33500000000004,258.505,438.52,345.53999999999996,321.88,281.75,L7
2001-03-15 22:09:27.936,341.43499999999995,320.982,336.47249999999997,341.815,345.3233333333333,233.71,333.48,347.78,344.84,329.31,289.71,266.26000000000005,265.7525,255.885,411.385,356.58,451.71,418.37,229.67,320.675,388.06,479.8733333333333,493.98,431.44000000000005,331.2633333333333,328.995,364.55333333333334,358.5333333333333,366.44500000000005,416.46000000000004,341.2866666666667,311.0466666666667,312.77,320.555,242.3,438.52,345.53999999999996,325.8333333333333,288.41,L7
2001-03-31 22:09:19.667,342.53,310.895,342.43600000000004,349.36,345.3233333333333,233.71,333.48,347.78,344.84,329.31,289.71,266.26000000000005,265.7525,255.885,394.6966666666667,359.04499999999996,470.28499999999997,417.1033333333333,229.67,320.675,388.06,479.2725,474.765,431.44000000000005,320.4,328.995,364.55333333333334,369.35249999999996,372.1166666666666,362.795,358.1133333333334,311.0466666666667,328.4666666666667,329.77,285.72,,345.53999999999996,318.935,287.28,L7
2001-05-27 22:02:48.377,,301.03000000000003,337.6225,346.6666666666667,349.16,257.805,319.87,340.42499999999995,352.38,342.19,287.2175,260.96500000000003,260.3833333333333,248.29999999999998,395.7875,346.9066666666667,470.28499999999997,407.3075,229.67,316.62,371.995,479.2725,425.3066666666667,398.46999999999997,329.32,351.71000000000004,371.27000000000004,375.0575,383.8066666666667,364.0466666666667,362.50333333333333,310.76,338.6266666666667,325.9575,313.115,,359.445,324.59,286.15,L7
2001-06-19 22:08:41.548,,301.03000000000003,337.6225,346.6666666666667,349.16,260.1566666666667,305.88,339.51666666666665,352.38,335.07,289.79599999999994,262.474,253.07,255.3625,395.7875,346.9066666666667,470.28499999999997,407.3075,229.67,315.295,354.45666666666665,479.2725,401.505,381.56,322.39,351.2,372.21750000000003,370.572,375.81,363.165,360.6775,317.3766666666666,333.865,322.368,297.98333333333335,,359.445,324.59,268.32,L7
2001-07-05 22:08:33.658,,293.55,340.6266666666667,346.6666666666667,349.16,274.34000000000003,297.6975,339.51666666666665,352.38,317.365,289.79599999999994,260.6983333333333,251.94400000000002,252.106,395.7875,346.9066666666667,470.28499999999997,407.3075,229.67,314.67333333333335,346.255,436.83750000000003,382.274,363.27,317.3025,344.0575,369.706,370.37833333333333,375.81,363.165,360.6775,317.3766666666666,333.865,322.368,289.22,,359.445,324.59,259.95,L7
2001-07-14 22:02:21.695,,301.905,355.31000000000006,354.64000000000004,356.02,279.412,295.02799999999996,324.12333333333333,350.475,302.22749999999996,279.29200000000003,251.4333333333333,254.14666666666668,256.0516666666667,384.2033333333334,346.9066666666667,488.86,381.64,239.52999999999997,316.6875,341.552,395.3725,373.7583333333334,324.18333333333334,316.222,344.758,369.1016666666667,372.0042857142857,374.052,357.73400000000004,357.746,322.9675,332.894,324.40333333333336,289.22,,359.445,324.59,259.95,L7
2001-08-31 22:01:41.241,,292.77,366.29,360.68,,278.37333333333333,284.272,319.40999999999997,333.57,301.154,287.1925,250.718,249.85399999999998,243.76400000000004,380.19000000000005,342.07000000000005,488.86,371.16333333333336,256.01666666666665,316.088,326.902,343.6025,349.71400000000006,310.83,316.222,344.758,365.6766666666667,370.92857142857144,365.986,352.1875,356.71,320.8533333333333,333.9875,318.905,282.644,,367.44,315.99,259.95,L7
2001-09-23 22:07:39.040,,292.77,366.29,360.68,,281.385,284.1766666666667,315.9,321.9575,297.5683333333333,288.5275,254.958,248.97600000000003,243.602,380.19000000000005,342.07000000000005,488.86,371.16333333333336,269.19,315.95500000000004,326.902,343.6025,349.71400000000006,310.83,312.942,343.044,363.07666666666665,368.8828571428572,365.986,352.1875,356.71,344.8,333.9875,320.09799999999996,282.644,,367.44,298.24,259.95,L7
2001-10-02 22:01:16.521,,292.77,,,,281.93285714285713,283.88571428571424,315.98333333333335,320.602,299.3528571428571,293.852,254.958,248.97600000000003,246.0566666666667,399.06,322.63,,328.27000000000004,277.05333333333334,315.372,323.865,292.42,318.632,307.082,309.98,337.66499999999996,361.04285714285714,362.25,360.19399999999996,344.1875,342.23,344.8,321.63,309.34000000000003,269.114,,367.44,291.23,244.50333333333333,L7
2001-11-03 22:01:22.838,,292.77,,,,280.0775,283.025,313.06,315.32,297.3775,291.90333333333336,255.135,250.97333333333336,249.07857142857142,399.06,322.63,,316.6725,277.05333333333334,314.4466666666667,320.8528571428572,284.442,315.64000000000004,303.67333333333335,308.1014285714286,333.9242857142857,358.395,360.015,358.355,344.1875,335.072,344.8,321.63,309.34000000000003,269.114,,367.44,290.31,249.81,L7
