dates,nzd0475-0000,nzd0475-0001,nzd0475-0002,nzd0475-0003,nzd0475-0004,nzd0475-0005,satname
2000-03-21 22:06:49+00:00,282.42,280.07,298.86,,,,L7
2000-06-25 22:05:55+00:00,282.42,275.505,297.58500000000004,298.6,293.9,302.05,L7
2000-07-27 22:05:24+00:00,282.42,278.26,302.83,309.8,298.26,302.05,L7
2000-08-03 22:11:31+00:00,282.42,276.7,304.5375,308.17,304.74,302.05,L7
2000-08-12 22:05:17+00:00,292.615,280.46999999999997,304.5375,308.17,304.74,307.97,L7
2000-09-20 22:10:50+00:00,302.71000000000004,281.682,305.22,306.0625,302.4675,303.1133333333333,L7
2000-12-18 22:04:37+00:00,307.12333333333333,287.87,309.238,309.366,301.37399999999997,309.1675,L7
2001-02-20 22:04:36+00:00,311.27,296.8433333333333,313.45000000000005,308.9666666666667,298.15666666666664,305.70666666666665,L7
2001-04-09 22:04:17+00:00,315.6,295.63999999999993,312.575,310.3766666666667,299.64,306.53333333333336,L7
2001-06-28 22:03:32+00:00,315.25,278.9833333333333,303.09,304.01666666666665,300.66333333333336,300.81333333333333,L7
2001-07-14 22:03:33+00:00,315.25,278.15749999999997,305.07,304.315,300.66333333333336,300.81333333333333,L7
2001-08-15 22:03:02+00:00,315.25,277.74399999999997,303.71999999999997,302.776,301.1575,299.97,L7
2002-05-30 22:02:49+00:00,,277.78,299.21,300.43,301.64,302.11,L7
2002-11-22 22:02:21+00:00,310.95,287.085,302.46,302.4,300.975,303.46500000000003,L7
2002-12-08 22:02:27+00:00,305.65999999999997,291.36,298.77,300.61,294.855,297.65999999999997,L7
2003-08-13 21:51:08+00:00,,296.74,307.71,304.14,306.26,293.81,L5
2003-08-29 21:51:26+00:00,292.02,301.85,308.98,303.905,299.42499999999995,285.44,L5
2003-09-14 21:51:42+00:00,303.42999999999995,301.3,308.8966666666667,305.18,301.8566666666666,291.59666666666664,L5
2003-10-16 21:52:08+00:00,308.4066666666667,301.2075,309.275,307.83,304.7475,296.27,L5
2003-11-17 21:52:33+00:00,309.4,300.272,308.03000000000003,306.082,302.628,296.29,L5
2004-06-12 21:55:35+00:00,,,280.93,285.95,293.88,273.99,L5
2004-06-28 21:56:04+00:00,,272.45,292.65,293.71500000000003,297.68,283.19,L5
2004-07-30 21:56:51+00:00,300.22,282.075,298.8433333333333,299.38,304.26666666666665,290.7133333333333,L5
2004-08-15 21:57:13+00:00,301.57000000000005,285.6933333333333,301.0375,299.6375,304.105,292.5325,L5
2004-10-18 21:58:47+00:00,301.57000000000005,285.6933333333333,301.0375,305.356,304.105,297.648,L5
2005-04-12 22:01:18+00:00,,313.2,320.72,325.82500000000005,,318.46500000000003,L5
2005-10-05 22:02:17+00:00,318.41,304.435,311.9,313.07000000000005,299.95,308.46500000000003,L5
2006-02-17 22:10:58+00:00,318.41,304.265,303.08,302.72,299.95,298.11,L5
2006-08-05 22:07:31+00:00,,308.51,303.44,306.3,302.66,289.81,L5
2006-08-21 22:07:43+00:00,301.59,298.96500000000003,303.305,304.20000000000005,301.675,292.075,L5
2007-02-13 22:09:11+00:00,301.59,304.635,314.03,312.46000000000004,305.78,302.08,L5
2007-09-09 22:07:21+00:00,318.9,300.18,311.99,308.9,309.93,301.94,L5
2007-09-16 22:13:28+00:00,318.9,308.605,317.435,315.715,314.78499999999997,296.025,L5
2008-02-16 22:04:45+00:00,317.72,306.43333333333334,315.37,312.3933333333333,313.73,300.65333333333336,L5
2008-11-14 21:57:52+00:00,336.1,307.6,312.29,306.47,300.29,290.49,L5
2009-01-01 21:58:55+00:00,329.19,301.82500000000005,310.34000000000003,305.885,302.365,297.855,L5
2009-01-17 21:59:20+00:00,321.76666666666665,298.27000000000004,307.29333333333335,302.10333333333335,298.74,297.4566666666667,L5
2011-02-08 22:04:11+00:00,,315.5,323.02,319.99,314.85,313.96,L5
2011-03-12 22:04:07+00:00,304.58,301.175,309.28499999999997,305.53499999999997,298.675,300.395,L5
2011-03-28 22:04:02+00:00,301.89,295.16333333333336,303.1566666666667,299.7266666666667,296.1066666666667,292.45,L5
2013-05-11 22:22:18+00:00,276.06,270.39,298.52,270.82,,,L8
2013-10-11 22:16:05+00:00,276.06,286.56,305.825,291.6,310.4,309.61,L8
2013-10-27 22:16:19+00:00,299.16999999999996,290.2133333333333,305.8666666666666,297.83,307.12,308.915,L8
2013-11-19 22:22:01+00:00,317.745,296.49,304.84666666666664,307.5966666666667,303.6566666666667,304.8866666666667,L8
2014-02-23 22:21:08+00:00,317.745,294.7125,303.89,306.1875,302.6125,303.7475,L8
2014-03-11 22:20:55+00:00,311.07,294.244,302.05,302.3,302.6125,303.7475,L8
2014-03-20 22:14:37+00:00,312.8025,293.375,302.02666666666664,302.1516666666667,301.154,302.832,L8
2014-03-27 22:20:37+00:00,309.818,291.2557142857143,297.63714285714286,296.9614285714286,301.154,302.832,L8
2014-08-11 22:14:15+00:00,307.275,286.724,292.67600000000004,290.442,291.42,299.75,L8
2014-09-03 22:20:30+00:00,307.275,287.35,294.696,292.21000000000004,293.89333333333326,301.36,L8
2014-09-19 22:20:30+00:00,305.29999999999995,280.855,292.2475,290.96333333333337,293.17999999999995,303.55,L8
2014-09-28 22:14:20+00:00,307.58,282.04,298.21250000000003,303.5350000000001,293.17999999999995,303.55,L8
2014-10-21 22:20:37+00:00,308.8225,284.36,299.72,304.1233333333334,295.47666666666663,302.055,L8
2014-11-06 22:20:37+00:00,308.8225,287.08,302.0783333333333,306.72,298.9375,306.20666666666665,L8
2015-02-10 22:20:14+00:00,305.1625,287.53,302.58666666666664,306.89750000000004,302.6375,303.86,L8
2015-02-19 22:14:01+00:00,305.1625,287.67571428571426,302.2871428571429,305.678,301.30199999999996,303.5,L8
2015-02-26 22:20:10+00:00,302.86600000000004,286.78249999999997,301.0125,303.415,301.30199999999996,303.5,L8
2015-03-14 22:19:59+00:00,302.6066666666667,285.145,298.75625,301.938,299.9025,303.4875,L8
2015-04-15 22:19:46+00:00,299.148,285.8642857142857,298.46714285714285,301.938,299.9025,303.4875,L8
2015-05-01 22:19:36+00:00,296.312,282.41857142857145,294.01714285714286,301.0975,299.84666666666664,304.4633333333333,L8
2015-06-11 22:13:28+00:00,295.8933333333334,280.9242857142857,292.4242857142857,297.1475,296.21,299.44,L8
2015-08-21 22:20:09+00:00,294.135,277.51500000000004,289.65833333333336,295.405,298.41,,L8
2015-10-08 22:20:24+00:00,294.274,277.68,289.586,296.90999999999997,295.95500000000004,,L8
2015-10-24 22:20:28+00:00,299.54,282.9,294.048,302.0566666666667,299.81,303.87,L8
2015-11-09 22:20:29+00:00,299.8325,291.37600000000003,302.55600000000004,306.4725,302.3175,303.87,L8
