dates,nzd0521-0000,nzd0521-0010,nzd0521-0011,nzd0521-0012,nzd0521-0013,nzd0521-0014,nzd0521-0015,nzd0521-0016,nzd0521-0026,nzd0521-0027,nzd0521-0028,nzd0521-0029,nzd0521-0030,nzd0521-0031,nzd0521-0032,nzd0521-0033,nzd0521-0034,nzd0521-0035,nzd0521-0036,nzd0521-0037,nzd0521-0038,nzd0521-0039,nzd0521-0041,nzd0521-0042,nzd0521-0043,nzd0521-0044,nzd0521-0045,nzd0521-0046,nzd0521-0047,nzd0521-0048,nzd0521-0049,nzd0521-0050,nzd0521-0051,nzd0521-0052,nzd0521-0053,nzd0521-0054,nzd0521-0055,nzd0521-0056,nzd0521-0057,nzd0521-0058,nzd0521-0059,nzd0521-0060,nzd0521-0061,nzd0521-0062,nzd0521-0063,nzd0521-0064,nzd0521-0065,nzd0521-0069,nzd0521-0070,nzd0521-0071,nzd0521-0078,nzd0521-0079,nzd0521-0080,nzd0521-0081,nzd0521-0082,nzd0521-0083,nzd0521-0084,nzd0521-0085,nzd0521-0086,nzd0521-0087,nzd0521-0089,nzd0521-0090,nzd0521-0091,nzd0521-0092,nzd0521-0093,nzd0521-0094,nzd0521-0095,nzd0521-0096,nzd0521-0097,nzd0521-0098,nzd0521-0099,nzd0521-0100,nzd0521-0066,nzd0521-0067,nzd0521-0068,nzd0521-0072,nzd0521-0073,nzd0521-0074,nzd0521-0075,nzd0521-0076,nzd0521-0077,nzd0521-0001,nzd0521-0020,nzd0521-0021,nzd0521-0022,nzd0521-0023,nzd0521-0003,nzd0521-0004,nzd0521-0005,nzd0521-0006,nzd0521-0007,nzd0521-0008,nzd0521-0009,nzd0521-0017,nzd0521-0018,nzd0521-0019,nzd0521-0025,nzd0521-0040,nzd0521-0088,nzd0521-0002,nzd0521-0024,satname
1999-08-17 22:13:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.69,,,,,,,,,,,,,,,,,,,,L7
1999-12-07 22:13:41+00:00,,,,,,,,,351.05,347.59,344.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.69,,,,,,,,,,,,,354.83,,,,,,,L7
2000-05-08 22:06:44+00:00,,,,,,,,,351.05,352.69,350.07,349.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.9,415.71,431.85,,,,,,,,,,,,,,,,,,,,324.97,,,,,,,,354.83,,,,,,,L7
2000-05-15 22:12:54+00:00,211.54,,,,,,,,351.05,352.69,350.07,349.27,,,,,,326.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.9,415.71,431.85,,,,,,,,,,,,,,,,,,,,324.97,,,,,,,,354.83,,,,,,,L7
2000-06-25 22:06:19+00:00,255.20499999999998,,,,,,,,,357.79,355.4,349.27,,,,,,325.56,,,316.38,319.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.765,424.435,431.85,,,,,,,,,,,,,,,242.58,,,,,324.97,,,,,,,,,,,,,,,L7
2000-09-20 22:11:14+00:00,255.20499999999998,,297.03,,,,354.91,348.7,334.09,347.15999999999997,344.88,336.605,324.92,315.86,305.57,300.64,301.04,309.7033333333333,,305.63,312.175,319.79,300.65,311.29,312.59,301.7,,,,287.73,292.69,285.46,,277.18,,,,,,276.41,,303.19,301.89,295.92,290.86,298.12,,,,,,,,,,,,,,,355.57,356.84,349.99,366.51,399.49666666666667,424.435,431.85,,,,,,,,,,,,,,,242.58,347.68,332.41,326.8,343.8,314.535,326.8,332.47,,,,,347.33,332.56,305.69,336.79,303.58,375.06,,341.5,L7
2000-12-18 22:05:01+00:00,298.87,,297.03,318.93,338.52,,358.285,352.06,334.09,336.53,338.31,331.525,328.985,322.385,311.15999999999997,303.6,299.90999999999997,294.1933333333333,297.47,311.99,313.73333333333335,317.055,301.63,313.57500000000005,312.59,301.7,,,,290.18,292.69,291.855,305.81,292.28499999999997,310.95,268.0,270.29,273.17,283.68,283.85,,303.19,301.89,302.425,297.5,296.9,,,,,,,,,,,,,,,355.57,356.84,352.765,366.01,395.05,422.855,,,,,,,,,,,,,,,,242.58,346.16499999999996,338.285,331.045,347.945,315.91,336.865,332.47,,,357.22,366.98,347.33,332.56,322.14,336.79,306.595,375.06,,341.5,L7
2001-04-16 22:10:54+00:00,,,,318.93,338.52,,361.66,355.42,,357.71,342.26,339.11,333.05,328.91,316.75,306.56,298.78,280.085,303.22,318.35,316.85,314.32,302.61,315.86,,,,,,292.63,,298.25,305.81,307.39,310.95,268.0,270.29,273.17,283.68,291.29,,,,308.93,304.14,295.68,,,,,,,,,,,,,,,,,355.54,365.51,381.56,412.55,,,,,,,,,,,,,,,,,344.65,344.16,335.29,352.09,327.72,346.93,,,,357.22,366.98,,,338.59,,309.61,,368.55,,L7
2001-08-15 22:03:26+00:00,,,,,,,,,351.59,356.66999999999996,346.76,,,,,,,280.385,308.95000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.55,327.02,,,,,,,,,368.37,366.16,360.18,372.13,381.95,,,424.66,,,,,,,,,,327.83,320.12,314.47,,,,,,,333.2,,,,,,,,,,,,382.96,368.55,,L7
2002-04-12 22:03:25+00:00,,,330.66,328.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.16,329.26,304.74,,,,,,,329.27,,,,,,,,,,,,,,,L7
2002-05-14 22:03:19+00:00,,363.42,330.66,328.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.96,,,,,,,,,,,,,,,,,,,,,,,,,,354.97,,,,,328.16,329.26,304.74,,,,,,,329.38,,338.98,,,,367.14,,,,,,,,,L7
2002-06-15 22:03:07+00:00,,363.42,330.66,328.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.05,,265.33,,,,,,,,342.96,,,,,,,,,,,,,,,,,367.58,,419.99,,,,,,,339.62,,,,,328.16,329.26,304.74,324.04,,,,,,329.38,,338.98,,,,367.14,,,,,,,,,L7
2002-08-09 22:08:57+00:00,,359.605,304.29,322.275,336.92,,,,353.11,356.02,350.77,347.97,330.08,,,,,270.76,297.46,,,,,,,,,,,,293.17,292.48,298.1,308.29,,289.31,271.61,287.13,265.33,,,,295.79,300.38,302.92,291.38,331.605,,,,,,,,,,,,,,,,,367.58,,419.99,,,,,,,339.62,,,,,328.16,329.26,304.74,324.04,,,,341.84,,323.74666666666667,335.01,336.35,,,,367.14,,350.53,,,,,,,L7
2002-09-10 22:08:43+00:00,,359.605,304.29,321.6666666666667,336.92,,,,351.675,353.92499999999995,347.065,347.97,330.08,,,,,270.76,297.46,,,,,,,,,,,,293.17,292.48,298.1,308.29,,289.31,271.61,287.13,265.33,,,,295.79,300.38,302.92,291.38,331.605,,,,316.13,328.33,330.05,,,,,,,,,,361.5,365.945,379.94,419.99,,,,,,,339.62,,,,319.94,328.16,320.54999999999995,304.74,324.04,,,,341.84,,322.4525,335.01,336.35,,,,367.14,,350.53,,,,,,,L7
2003-02-01 22:09:21+00:00,,355.79,277.92,318.18,336.92,,,,351.675,353.92499999999995,347.065,347.97,336.95,,,,,276.58500000000004,302.78999999999996,322.31,,,,,,,,,,,293.17,292.48,298.1,308.29,,289.31,277.5,287.685,,,,317.35,295.79,300.38,302.92,291.38,320.25,,,,316.13,328.33,330.05,,,,,,,,,,361.5,364.31,379.94,,,,,,,,,325.02,,,319.94,,311.84,,323.32,,,,347.54499999999996,,318.78333333333336,335.01,333.72,,,,,,350.53,,,,,,,L7
2003-08-13 21:51:32+00:00,,,,,,,,,,,,,,,,,,299.56,,,,,,,,,,,,,,,,,,306.87,300.99,293.08,291.11,,,,,340.54,329.99,,306.01,,,,347.64,351.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.98,,,,,,,,,,,,,,,,,,,,,L5
2003-08-29 21:51:49+00:00,,,,,,,,,,,,,,,,,,304.685,,,,,,,,,,,,,,,,,,301.57,293.75,289.67499999999995,291.115,,,,,340.315,329.1,,305.46500000000003,,,,343.36,346.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.98,,,,,,,,,,,,,,,,,,,,,L5
2003-10-07 21:58:35+00:00,,,,,,,,,,,,,,,,,,304.685,,,,,,,,,,,,,,,,,,295.34666666666664,293.96,293.93666666666667,291.7866666666667,,,,,340.315,329.62,325.31,305.6933333333333,,,,342.4533333333333,344.90333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.98,,,,,,,,,,,,,,,,,,,,,L5
2003-11-17 21:52:57+00:00,,,,,,,,,,,,,,,,,,305.8566666666666,,,,,,,,,,,,,,,,,,295.34666666666664,293.96,293.93666666666667,291.7866666666667,,,,,340.315,329.62,325.31,305.6933333333333,,,,342.4533333333333,344.90333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.98,,,,,,,,,,,,,,,,,,,,,L5
2003-12-26 21:59:30+00:00,,,,,,,,,,,,,,,,,,309.40250000000003,,,,,,,,,,,,,,,,,,295.34666666666664,293.96,293.93666666666667,291.7866666666667,,,,,340.315,329.62,325.31,305.6933333333333,,,,342.4533333333333,344.90333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.98,,,,,,,,,,,,,,,,,,,,,L5
2004-03-31 21:59:59+00:00,,,,,,,,,,,,,,,,,,313.7133333333333,,,,,,,,,,,,,,,,,,282.9,301.975,306.77,299.24,,,,,,330.66,326.325,308.35,,,,339.28499999999997,342.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.5,,,,,,,,,,,,,,,,,,,,,L5
2004-05-02 22:00:57+00:00,,,,,,,,,,,,,,,,,,314.5225,,,,,,,,,,,,,,,,,,,309.57,311.08,305.35,,,,,,,324.765,307.70000000000005,,,,342.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.87,,,,,,,,,,,,,,,,,,,,,L5
2004-05-18 22:01:26+00:00,,,,,,,,,,,,,,,,,,314.97749999999996,,,,,,,,,,,,,,,,,,,307.515,307.375,303.245,,,,,,,324.765,310.63000000000005,,,,342.4633333333333,357.47,353.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.93,,,,,,,,,,,,,,,,,,,,,L5
2004-06-12 21:55:59+00:00,,,,,,,,,,363.79,,,,,,,,313.71799999999996,,,,,,,,,,,,,,,,,,,305.26,305.57,301.74666666666667,,,342.97,,,337.14,326.88,309.71750000000003,,,,342.94,359.65,353.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.93,,,,,,,,,,,,,,,,,,,,,L5
2004-10-18 21:59:11+00:00,,,,,,,,,,363.79,,,,,,,,313.1,,,,,,,,,,,,,,,,,,,303.105,302.4566666666667,300.64,,,342.97,,,334.735,328.8666666666666,309.87250000000006,,,,343.72249999999997,359.65,353.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.145,,,,,,,,,,,,,,,,,,,,,L5
2005-02-14 22:07:21+00:00,,,,,,,,,,,,,,,,,,310.70500000000004,,,,,,,,,,,,,,,,,,309.24,294.72,297.755,297.92499999999995,,,,,345.63,336.685,335.26,312.07500000000005,,,,348.98,,,,,,,,,,,,,,,,,,,,,,295.48,,,,,,,,326.7,,,,,,,,,,,,,,,,,,,,,L5
2005-05-14 22:01:54+00:00,,,251.61,,,,,,331.84,,305.62,,311.24,299.48,284.45,279.16,271.96,304.66,,301.53,303.74,306.05,,,,,303.61,,,,,,,,,309.24,294.72,293.77,293.82,284.96,300.65,302.08,270.0,321.615,318.605,313.64,312.98,,,,356.9,,,328.55,339.59,,,,,,303.75,331.88,,,,,,,,,,,295.48,,,,,,,,326.7,,274.85,,314.13,330.64,,,,,,,,344.09,310.94,311.99,334.23,,,,325.76,L5
2005-06-15 22:02:10+00:00,,,251.61,,,,,,331.84,,305.62,,311.24,299.48,284.45,279.16,271.96,307.69000000000005,334.18,301.53,303.74,306.05,,,,,303.61,,,,,,,,,312.28499999999997,301.885,298.5,297.75,284.96,300.65,302.08,270.0,321.615,318.605,318.34,313.38,,,,353.67999999999995,,,328.55,339.59,,,,,,303.75,331.88,,,,,,,,,,,295.70500000000004,,,,,,,,322.905,,274.85,,314.13,330.64,,,,,,,,344.09,310.94,311.99,334.23,,,,325.76,L5
2005-06-22 22:08:22+00:00,,358.64,251.61,,,,,,331.84,,305.62,,311.24,299.48,284.45,279.16,271.96,307.69000000000005,334.18,291.355,296.095,303.97,293.08,310.62,299.11,296.8,308.485,,,,,,,,,312.28499999999997,301.885,298.5,297.75,284.96,300.65,302.08,270.0,321.615,318.605,318.34,313.38,,,,353.67999999999995,,,328.55,339.59,,,,,,303.75,331.88,,,,,,,,,,,295.70500000000004,,,,,,,,322.905,,275.065,322.75,295.31,304.235,,341.14,329.94,,,,,334.92499999999995,312.03,301.065,334.23,300.2,,,274.995,L5
2005-08-09 22:08:46+00:00,,358.64,251.61,,,,,,331.84,,305.62,,311.24,299.48,284.45,279.16,271.96,313.9166666666667,334.18,291.355,296.095,303.97,293.08,310.62,299.11,296.8,308.485,,,,,,,,,312.28499999999997,301.885,298.5,295.18666666666667,284.96,300.65,302.08,270.0,321.615,318.605,318.34,313.38,,,,352.4533333333333,,,328.55,339.59,,,,,,303.75,331.88,,,,,,,,,,,302.39000000000004,,,,,,,,326.01,,275.065,322.75,295.31,304.235,,341.14,329.94,,,,,334.92499999999995,312.03,301.065,334.23,300.2,,,274.995,L5
2005-08-25 22:08:52+00:00,,358.64,251.61,,,,,,331.84,,305.62,,311.24,299.48,284.45,279.16,271.96,317.59666666666664,334.18,291.355,296.095,303.97,293.08,310.62,299.11,296.8,308.485,,,,,,,,,315.33,309.05,303.23,295.87,284.96,300.65,302.08,270.0,297.6,296.17,308.9,318.255,,,,353.07666666666665,,,328.55,339.59,,,,,,303.75,331.88,,,,,,,,,,,305.6766666666667,,,,,,,,327.5133333333333,,275.065,322.75,295.31,304.235,,341.14,329.94,,,,,334.92499999999995,312.03,301.065,334.23,300.2,,,274.995,L5
2005-09-10 22:08:55+00:00,,358.64,251.61,,,,,,331.84,,305.62,,311.24,299.48,284.45,279.16,271.96,315.8375,334.18,291.355,296.095,303.97,293.08,310.62,299.11,296.8,308.485,,,,,,,,,315.33,309.05,297.43,295.87,284.96,300.65,302.08,270.0,297.6,296.17,308.9,317.5833333333333,,,,352.34499999999997,,,328.55,339.59,,,,,,303.75,331.88,,,,,,,,,,,304.6,,,,,,,,326.24,,275.065,322.75,295.31,304.235,,341.14,329.94,,,,,334.92499999999995,312.03,301.065,334.23,300.2,,,274.995,L5
2006-04-15 22:06:18+00:00,,,,,,,,,,,,,,,,,,322.29,,,,,,,,,,,,,,,,,,,,301.09,,,,,,,,,319.13,,,,,,,,,,,,,,,,,,,,,,,,,,303.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-04-22 22:12:36+00:00,,,,,,,,,,,,,,,,,,318.86,,,,,,,,,,,,,,,,,,,306.26,301.845,,,,,,,,328.76,315.66499999999996,,,,346.2,,,,,,,,,,,,,,,,,,,,,,303.52,,,,,,,,312.62,,,,,,,,,,,,,,,,,,,,,L5
2006-06-02 22:07:00+00:00,,350.7,,,,,,,,,,,,,,,,318.86,,,,,,,,,,,,,,,,,,,306.26,301.845,,,,,,,,328.76,315.66499999999996,,,,346.2,,326.47,309.48,339.35,,,,,,,,,,,,,,,,,,303.52,,,,,,,,312.62,,,,,,,328.11,,,,,,,,,,,,,,L5
2006-06-25 22:13:31+00:00,,350.7,,,,,,,,,,,,,,,,317.01666666666665,,,,,,,,,,,,,,,,,,304.09,308.705,301.845,292.03,,,,,,,328.76,317.6333333333333,,,,352.575,,326.47,309.48,339.35,,,,,,,,,,,,,,,,,,306.225,,,,,,,,316.92,,,,,,,328.11,,,,,,,,,,,,,,L5
2006-07-27 22:13:58+00:00,,350.7,,,,,,,,,,,,,,,,316.29,,,,,,,,,,,,,,,,,,304.09,308.705,301.845,292.03,,,,,,,328.76,317.835,,,,355.27666666666664,,326.47,309.48,339.35,,,,,,,,,,,,,,,,,,308.18333333333334,,,,,,,,318.21000000000004,,,,,,,328.11,,,,,,,,,,,,,,L5
2006-08-05 22:07:55+00:00,,350.7,,,,,,,,,,,,,,,,316.29,,,,,,,,,,,,,,,,,,296.245,308.705,301.845,292.03,,,,,,,328.76,319.412,,,,357.0275,,326.47,309.48,339.35,,,,,,,,,,,,,,,,,,308.595,,,,,,,,321.58500000000004,,,,,,,328.11,,,,,,,,,,,,,,L5
2006-08-28 22:14:23+00:00,,350.7,,,,,,,,,,,,,,,,314.82800000000003,320.4,,,,,,,,,,,,,,,,,296.245,303.26666666666665,299.62,293.83,,,,,,,328.76,320.13666666666666,,,,357.0275,,326.47,309.48,339.35,,,,,,,,,,,,,,,,,,308.052,,,,,,,,319.244,,,,,,,328.11,,,,,,,,,,,,,,L5
2006-09-13 22:14:35+00:00,,350.7,,,,,,,,,,,,,,,,314.2683333333334,320.4,,,,,,,,,,,,,,,,,296.245,299.575,299.205,292.44666666666666,,,,,,,328.76,320.94571428571425,,,,357.0275,,326.47,309.48,339.35,,,,,,,,,,,,,,,,,,308.375,,,,,,,,322.89833333333337,,,,,,,328.11,,,,,,,,,,,,,,L5
2006-10-08 22:08:40+00:00,,350.7,,,,,,,,,,,,,,,,314.7957142857143,320.4,,,,,,,,,,,,,,,,,296.245,299.575,299.205,292.44666666666666,,,,,,,328.76,320.4325,,,,357.0275,,326.47,309.48,339.35,,,,,,,,,,,,,,,,,,307.0957142857143,,,,,,,,322.89833333333337,,,,,,,328.11,,,,,,,,,,,,,,L5
2006-11-25 22:09:07+00:00,,350.7,,,,,,,,,374.7,,,,,,328.26,312.3866666666667,320.4,,,,,,,,,,,,,,,,,296.245,295.82,296.56499999999994,292.44666666666666,,,,,,,,322.0216666666667,,,,360.6366666666666,,326.47,309.48,339.35,,,,,,,,,,,,,,,,,,307.61571428571426,,,,,,,,327.54,,,,,,,328.11,,,,,,,,,,,,,,L5
2007-09-09 22:07:45+00:00,,,,,,,,,,,,,,,,,,306.28,,,,,,,,,,,,,,,,,,,293.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2008-12-23 22:05:16+00:00,,,,,,,,,,,,,,,,,332.32,313.37,331.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2010-12-22 22:04:29+00:00,,,,,,,,,,,,,,,,,,322.73,336.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2011-02-08 22:04:35+00:00,,,,,,,,,,,,,,,,,,326.64,336.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.22,324.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2013-05-11 22:22:42+00:00,,,273.73,341.77,365.69,,,,,364.19,362.75,356.96,,,,,,282.3,319.13,,,,,,,,,,,,,,,,,,294.88,297.46,272.48,,,,,,,,,,,,349.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.36,,,,,,,,,,,,,,,,,,,,,L8
2013-06-05 22:16:38+00:00,,,290.53499999999997,342.49,365.995,,,,,364.19,363.61,357.815,,,,,,290.36,320.78,,,,,,,,,,,,,,,,,,294.88,298.985,276.78499999999997,,,,,,,,,,,,349.345,358.43,351.38,355.67,,,,,,,,,,,,,,,,,,,,,,,,,,280.32,329.07,,,,,,,,,,,,,,,,,,,,,L8
2013-07-07 22:16:35+00:00,,366.18,290.53499999999997,342.7366666666667,365.995,,,,,362.3,363.61,357.43,,,,,,290.80333333333334,320.44,,,,,,,,,,,,,,,,,,298.03999999999996,298.985,277.0566666666667,,,,,,,,,,,,350.87000000000006,355.975,351.38,351.625,367.5,,,,,,,,,,,,,,,,,,,,,,,,,280.32,331.77,,,,,,,,350.58,,,,,,,,,,,,,L8
2013-07-23 22:16:34+00:00,,364.565,310.3933333333334,343.07,365.995,,,,,360.8766666666667,361.74333333333334,356.1175,348.52,,,,317.34,290.13,319.21,,,,,,,,,,,,,,,,,,294.8633333333333,298.985,275.2025,,,,,,,,,,,,349.3125,354.33,346.79499999999996,351.625,365.075,,,,,,,,,,,,,,,,,,,,,,,,,280.32,330.085,,,,,,,,350.58,,,,,,,,,,,,,L8
2013-10-02 22:22:40+00:00,,364.565,314.5025,342.73199999999997,365.995,,,,353.89,358.5775,358.96500000000003,354.478,346.04499999999996,,,,317.34,289.904,319.21,,,,,,,,,,,,,,,,,,294.5225,294.4866666666667,275.712,,,,,,,,304.23,,,,348.594,353.77,346.79499999999996,350.5833333333333,365.075,,,,,,,,,,,,,,,,,,,,,,,,,280.32,327.936,,,,,,,,350.58,,,,,,,,,,,,,L8
2013-11-19 22:22:25+00:00,,365.87999999999994,327.2075,341.952,366.3,,,,351.12,354.16249999999997,353.5075,350.816,343.45666666666665,327.99,317.86,310.3,314.95,290.026,314.4525,,,,,,,,,,,,,314.6,309.22,320.5,314.76,310.75,295.0675,291.2033333333333,275.38,,,,,,,,302.375,,,,347.56600000000003,353.77,346.79499999999996,350.5833333333333,365.075,,,,,,,,,,,,,,,,,,,,,,,,,280.32,326.53799999999995,,,,,,,,350.58,,,,,,,,346.28,,,,,L8
2014-02-23 22:21:32+00:00,,368.51,325.68999999999994,339.625,,,,,351.6466666666667,350.2966666666666,347.02666666666664,344.71999999999997,340.92499999999995,327.99,317.86,310.3,313.235,286.31666666666666,303.94500000000005,,,,,,,,,,,,,314.6,308.75,320.5,314.76,310.75,295.2833333333333,286.63,273.21000000000004,,,,,,,,302.375,,,,344.5566666666667,352.09,,348.5,,,,,,,,,,,,,,,,,,,,,,,,,,,318.855,,,,,,,,,,,,,,,,346.28,,,,,L8
2014-04-21 22:14:29+00:00,,357.89,324.55,337.87,,,,,350.52500000000003,349.6049999999999,345.22499999999997,343.1199999999999,338.28,327.99,317.86,310.3,313.235,284.975,303.94500000000005,,,,302.43,309.3,311.6,310.82,310.88,310.62,303.67,296.46,292.65,304.88,308.75,320.5,314.76,310.75,296.17499999999995,287.20000000000005,270.94000000000005,,,,,306.08,302.76,295.33,290.485,,,,335.50666666666666,331.7,329.21,324.94,343.05,,,,,,,,,,,,,,,,,,,,,,,,,,318.37,,,,,,,339.86,,336.46,339.24,349.26,358.15,,,,346.28,301.72,,,,L8
2014-05-30 22:20:22+00:00,,355.585,267.05,340.31,,,,,352.7,352.68,349.53,347.59,,,,,315.08000000000004,290.975,312.58500000000004,,,,302.43,309.3,311.6,310.82,310.88,310.62,303.67,296.46,292.65,295.16,308.28,,,,295.29,286.79,273.99,,,,,306.08,302.76,304.54499999999996,289.91999999999996,,,,336.44,331.7,329.21,324.94,343.05,,,,,,,,,,,,,,,,,,,,,,,,,,326.66,,,,,,,339.86,,336.46,339.24,349.26,364.53999999999996,,,,,301.72,,,,L8
2014-07-17 22:20:39+00:00,,358.7733333333333,269.12,339.055,,,,,352.7,357.435,355.115,347.59,,,,,316.43666666666667,290.8333333333333,314.0366666666667,,,,302.43,309.3,311.6,310.82,310.88,310.62,303.67,296.46,292.65,295.16,308.28,,,,298.615,290.4,274.81333333333333,,,,323.11,315.1,302.76,308.25666666666666,293.58666666666664,,,,339.07,344.88,329.21,324.94,343.05,,,,,,,,,,,,,,,,,,,,,,,,,,326.635,,,,,,,339.86,348.83,336.46,339.24,349.26,367.7733333333333,,,,,301.72,,,,L8
2014-08-02 22:20:46+00:00,,360.5525,271.02666666666664,338.6166666666667,,,,,352.7,357.56333333333333,355.83,347.59,,,,,316.295,291.01750000000004,315.0825,,,,302.43,309.3,311.6,310.82,310.88,310.62,303.67,296.46,292.65,295.16,308.28,,,312.89,298.615,291.4866666666667,275.71500000000003,,,,323.11,318.7366666666667,313.115,310.7,296.3075,,,,342.23199999999997,344.88,329.21,324.94,343.05,,,,,,,,,,,,,,,,,,,,,,,,,,327.4566666666667,,,,,,,339.86,348.83,336.46,339.24,349.26,367.7733333333333,,,,,301.72,,,,L8
2014-08-11 22:14:39+00:00,,361.47999999999996,274.005,338.0075,,,,,352.7,357.8,355.83,347.59,,,,,316.03200000000004,290.86,315.596,,,,302.43,309.3,311.6,310.82,310.88,310.62,303.67,296.46,292.65,295.16,308.28,,,312.89,299.99333333333334,291.755,276.134,,,,323.11,318.7366666666667,314.76,311.164,297.40999999999997,,,,343.4883333333333,344.88,329.21,324.94,343.05,,,,,,,,,,,,,,,,,,,,,,,,,,328.4125,,,,,,,339.86,348.83,336.46,339.24,349.26,367.7733333333333,,,,,301.72,,,,L8
2014-08-18 22:20:51+00:00,,361.47999999999996,274.546,337.814,,,,,352.7,357.8,355.83,347.59,,,,,315.88166666666666,290.6983333333333,315.94666666666666,,,,302.43,309.3,311.6,310.82,310.88,310.62,303.67,296.46,292.65,295.16,308.28,,,312.89,299.78,291.784,275.59833333333336,,,,323.11,318.7366666666667,314.76,311.44666666666666,297.99,,,,343.6471428571428,344.88,329.21,324.94,343.05,,,,,,,,,,,,,,,,,,,,,,,,,,327.1,,,,,,,339.86,349.80499999999995,336.46,339.24,349.26,367.7733333333333,,,,,301.72,,,,L8
2014-09-19 22:20:54+00:00,,361.47999999999996,279.56166666666667,338.0783333333333,,,,,,359.3375,358.46999999999997,353.69,347.39,339.25,328.92,323.19,316.45666666666665,292.0733333333333,317.23833333333334,,,,302.43,309.3,311.6,310.82,310.88,310.62,303.67,296.46,292.65,295.16,,,,312.89,301.27666666666664,294.046,276.96000000000004,,,,323.11,318.7366666666667,314.76,311.44666666666666,299.28142857142853,,,,343.5883333333333,344.88,329.21,324.94,343.05,,,,,,,,,,,,,,,,,,,,,,,,,,327.42333333333335,,,,,,,339.86,349.80499999999995,336.46,339.24,349.26,367.7733333333333,,,,,301.72,,,,L8
2015-04-15 22:20:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.65,300.02,287.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.36,,,,348.68,,,,,,,,,,L8
2015-05-01 22:20:00+00:00,,,272.65,341.43,,,,,,360.47,355.35,354.13,350.18,339.92,,,322.49,304.81,,,,,,,,,,,,,,,,,,,,,273.56,,,,,,304.65,300.02,287.83,,,,,,,,,,,,,,,,,,,,,,,,,,304.77,,,,,,,,326.52,,,,,,,335.36,,,,348.68,,,,,,,,,,L8
2015-06-27 22:13:58+00:00,,,272.65,341.43,,,,,,360.47,355.35,354.13,350.18,339.92,,,322.49,304.81,299.48,,,,,,,,,,,,,,,,,,,,273.56,,,,,,304.65,300.02,287.83,,,,,,,,,,,,,,,,,,,,,,,,,,304.77,,,,,,,,316.335,,301.21,,,,,335.36,,,,348.68,363.85,,,315.95,,,,,,L8
2015-07-04 22:20:14+00:00,,,266.615,344.46000000000004,,,,,,361.15,358.5,355.49,352.645,342.45500000000004,334.48,,322.89,295.37,299.48,,,,,,,,,,,,,,,,,,,,276.435,,,,,,304.65,300.02,287.83,,,,,,,,,,,,,,,,,,348.6,,,,,,,,304.77,,,,,,,272.08,320.96666666666664,,301.21,,,,,335.36,,,,348.68,363.85,,,315.95,,,,,,L8
