dates,nzd0521-0000,nzd0521-0010,nzd0521-0011,nzd0521-0012,nzd0521-0013,nzd0521-0014,nzd0521-0015,nzd0521-0016,nzd0521-0026,nzd0521-0027,nzd0521-0028,nzd0521-0029,nzd0521-0030,nzd0521-0031,nzd0521-0032,nzd0521-0033,nzd0521-0034,nzd0521-0035,nzd0521-0036,nzd0521-0037,nzd0521-0038,nzd0521-0039,nzd0521-0041,nzd0521-0042,nzd0521-0043,nzd0521-0044,nzd0521-0045,nzd0521-0046,nzd0521-0047,nzd0521-0048,nzd0521-0049,nzd0521-0050,nzd0521-0051,nzd0521-0052,nzd0521-0053,nzd0521-0054,nzd0521-0055,nzd0521-0056,nzd0521-0057,nzd0521-0058,nzd0521-0059,nzd0521-0060,nzd0521-0061,nzd0521-0062,nzd0521-0063,nzd0521-0064,nzd0521-0065,nzd0521-0069,nzd0521-0070,nzd0521-0071,nzd0521-0078,nzd0521-0079,nzd0521-0080,nzd0521-0081,nzd0521-0082,nzd0521-0083,nzd0521-0084,nzd0521-0085,nzd0521-0086,nzd0521-0087,nzd0521-0089,nzd0521-0090,nzd0521-0091,nzd0521-0092,nzd0521-0093,nzd0521-0094,nzd0521-0095,nzd0521-0096,nzd0521-0097,nzd0521-0098,nzd0521-0099,nzd0521-0100,nzd0521-0066,nzd0521-0067,nzd0521-0068,nzd0521-0072,nzd0521-0073,nzd0521-0074,nzd0521-0075,nzd0521-0076,nzd0521-0077,nzd0521-0001,nzd0521-0020,nzd0521-0021,nzd0521-0022,nzd0521-0023,nzd0521-0003,nzd0521-0004,nzd0521-0005,nzd0521-0006,nzd0521-0007,nzd0521-0008,nzd0521-0009,nzd0521-0017,nzd0521-0018,nzd0521-0019,nzd0521-0025,nzd0521-0040,nzd0521-0088,nzd0521-0002,nzd0521-0024,satname
2015-07-29 22:14:13+00:00,,364.7,264.57,345.6766666666667,,,,,,360.78000000000003,358.28,355.1033333333333,351.99666666666667,342.13000000000005,332.02,325.38,321.84999999999997,294.97,299.48,,,,,,,,,,,,,,,,,,,299.91,276.13,,,,,,304.65,300.02,287.83,,,,,,,,,,,,,,,,,351.88,349.235,,,,,,,,304.77,,,,,,,270.73,323.235,,301.21,,,,,335.36,,,,348.68,363.85,,,315.95,,,,,,L8
2015-08-21 22:20:33+00:00,,364.7,264.2825,344.82,363.68,,,,,359.9375,357.85,354.6025,351.3175,341.195,330.53000000000003,325.38,320.905,294.7575,299.48,,,,,,,,,,,,,,,,,,306.58,296.94000000000005,275.9625,,,,,,304.65,300.02,287.83,,,,,,,,,,,,,,,,344.5,349.59000000000003,349.235,,,,,,,,304.77,,,,,,,270.73,322.692,,301.21,,,,,335.36,,,,348.68,363.85,,,315.95,,,,,,L8
2015-10-17 22:14:38+00:00,,364.7,271.322,343.84000000000003,363.68,,,,354.7,358.334,356.26599999999996,353.48400000000004,351.3175,341.195,328.825,320.78999999999996,320.12600000000003,294.65,308.67,,,,,,,,,,,,,,,,,,306.58,296.11333333333334,276.04,,,,,,,,,,,,,,,,,,,,,,,,344.5,349.59000000000003,349.235,,,,,,,,304.77,,,,,,,270.73,322.56666666666666,,301.21,,,,,,,,,,363.85,,,315.95,,,,,,L8
2016-03-16 22:20:36+00:00,,,302.36,338.415,365.72,,388.05,384.2,354.7,352.245,347.53999999999996,349.14,347.37,334.97,324.04999999999995,316.86,318.96500000000003,298.22,313.375,,,,,,,,,,,,,,,,,,307.19,295.04499999999996,275.505,,,,,,,,,,,,346.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.895,,,,,,,,,,,,,,,,,,,,,L8
2016-04-17 22:20:21+00:00,,354.73,282.33500000000004,336.91,365.72,,388.05,384.2,354.7,352.57,345.15,349.27,347.37,334.97,324.39,317.52,320.92,302.22,308.89,,320.17,,,,,,,,,,,,,,,,307.19,294.645,271.36,,,,,,,,,,,,344.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.15,,,,,,,,,,,,,,325.24,352.86,,313.34,,,,L8
2016-04-26 22:14:08+00:00,,354.73,285.94666666666666,338.76,366.0,,388.05,384.2,354.7,352.57,345.15,349.27,347.37,334.97,324.39,317.52,320.92,302.22,308.375,,320.17,,,,,,,,,,,,,305.54,306.96,,307.19,294.645,271.36,,,,,,,,,,,,344.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.2033333333333,,,,,,,,,,,,,,325.24,352.86,,313.34,,,,L8
2016-05-12 22:14:08+00:00,,354.73,288.35,340.10333333333335,368.02,,388.05,384.2,354.7,352.57,356.145,354.5,347.37,334.97,324.39,317.52,324.645,307.54,308.375,,320.17,,,,,,,,,,,,,305.54,306.96,,307.19,294.645,271.36,,,,,,,,,,,,344.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.565,,,,,,,,,,,,,,325.24,352.86,,313.34,,,,L8
2016-06-04 22:20:28+00:00,,354.73,284.486,340.9975,368.105,,388.05,384.2,354.7,352.57,358.28666666666663,356.85999999999996,347.37,334.97,324.39,317.52,325.38000000000005,308.6933333333333,312.68666666666667,,320.17,,,,,,,,,,,,,305.54,306.96,,307.19,294.645,271.36,,,,,,,,,,,,344.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.642,,,,,,,,,,,,,,325.24,352.86,,313.34,,,,L8
2016-07-06 22:20:41+00:00,,354.73,281.26166666666666,342.002,368.105,,388.05,384.2,354.7,358.57,359.2425,356.88,351.96500000000003,334.97,330.315,323.7,326.125,307.7875,315.3525,,320.17,,,,,,,,,,,,,305.54,306.96,,307.19,294.645,273.59999999999997,,,,,,,,,,,,344.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.01666666666665,,,,,,,,,,,,,,325.24,352.86,,313.34,,,,L8
2016-07-31 22:14:37+00:00,,356.98,281.26166666666666,342.002,368.105,,388.05,384.2,354.7,358.57,359.2425,356.88,351.96500000000003,334.97,330.315,323.7,326.125,307.7875,311.038,330.96,320.17,,,,,,,,,,,,,305.54,306.96,,307.19,291.84999999999997,271.7675,,,,,,,,,,,,342.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.8885714285714,,293.84,,,,,,347.21,,,,,,325.24,352.86,,313.34,,,,L8
2016-08-16 22:14:41+00:00,,356.98,279.03285714285715,341.9683333333333,368.105,,388.05,384.2,354.43,357.29333333333335,358.29,355.802,350.65000000000003,336.6,327.8933333333334,323.32,324.922,306.36,311.94166666666666,330.96,320.17,,,,,,,,,,,,,305.54,306.96,,307.19,291.84999999999997,271.852,,,,,,,,,,,,343.9125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.25374999999997,,293.84,,,,,,347.21,,,,,,325.24,352.86,,313.34,,,,L8
2016-09-08 22:21:00+00:00,,356.98,281.305,341.6614285714286,368.105,,388.05,384.2,353.7266666666667,355.85,355.89166666666665,354.01,348.94,335.55333333333334,325.6,320.9075,323.80333333333334,304.91,311.82142857142856,330.96,320.17,,,,,,,,,,,,,305.54,306.96,,307.19,291.84999999999997,271.852,,,,,,,,,,,,343.9125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.7066666666667,,293.84,,,,,,347.21,,,,,,325.24,352.86,,313.34,,,,L8
2017-01-30 22:20:50+00:00,,365.93,287.6266666666667,340.2166666666667,360.98,377.98,382.88,380.28,351.7133333333333,350.68,345.21999999999997,345.56,344.18666666666667,333.18333333333334,319.53000000000003,314.73333333333335,317.46333333333337,299.9066666666667,312.2033333333333,335.51,,,,,,,,,,,,,,,,,,,272.19,,,,,,,,,,,,345.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.71999999999997,,,,,,,,348.86,,,,376.26,,,,346.39,,,,,L8
2017-04-04 22:20:20+00:00,,365.93,300.01,339.03,360.98,377.98,382.88,375.59,348.66,345.78,337.28,340.14,340.73,327.86,316.82,307.97,314.07,301.41,309.05,335.51,,,,,308.38,,,,,302.95,,,301.45,304.06,,,,,,,,,,,,283.2,,,,,337.505,335.73,332.55,333.53,,,,,,,,,,,,,,,,,,,,,,,,,,,313.475,,349.46,,,314.74,,,348.86,,,,376.26,359.71,,353.22,346.39,,,,,L8
2017-04-20 22:20:11+00:00,,356.815,300.01,339.03,360.98,377.98,382.88,375.59,348.66,345.78,337.28,340.14,340.73,327.86,316.82,307.97,314.07,301.41,309.05,335.51,,,,,308.38,,,,,302.95,,,301.45,304.06,,,,,,,,,,,,283.2,,,,,337.505,335.73,332.55,333.53,,,,,,,,,,,,,,,,,,,,,,,,,,,313.475,,349.46,,,314.74,,337.83,348.86,,,,367.405,359.71,,353.22,346.39,,,,,L8
2017-05-06 22:20:07+00:00,,356.815,284.15,338.91999999999996,362.655,379.23,384.815,378.47333333333336,348.66,353.65,347.46,347.5,346.58000000000004,334.51,324.375,317.88,318.7,306.67,315.08500000000004,339.03499999999997,,,,,308.38,,,,,302.95,,,301.45,304.06,,,,,,,,,,,,283.2,292.06,,,,341.33666666666664,335.73,332.55,333.53,,,,,,,,,,,,,,,,,,,,,,,,,,,317.4066666666667,,349.46,,,314.74,,337.83,350.265,,,,367.405,359.71,,353.22,346.39,,,,,L8
2017-06-07 22:20:26+00:00,,359.59,284.15,338.91999999999996,362.655,379.23,384.815,378.47333333333336,345.45000000000005,343.59666666666664,347.46,347.5,340.94,331.34999999999997,320.62666666666667,311.61,315.52666666666664,300.17333333333335,309.45666666666665,335.30333333333334,,,,,308.38,,,,,302.95,,,301.45,304.06,,,,,,,,,,,,283.2,295.095,,,,341.33666666666664,335.73,332.55,333.53,,,,,,,,,,,,,,,,,,,,,,,,,,,317.4066666666667,,349.46,,,314.74,,337.83,350.265,335.95,,,367.405,359.71,,353.22,346.85,,,,,L8
2017-07-09 22:20:35+00:00,238.42,361.7975,280.2266666666667,338.25666666666666,362.655,379.23,384.815,378.47333333333336,345.45000000000005,343.59666666666664,356.2833333333333,351.23333333333335,343.755,331.85,320.62666666666667,314.225,315.85,298.19,311.9925,335.30333333333334,,,,,308.38,,,,,302.95,,,301.45,304.06,,,,,,,,,,,,283.2,295.095,,,,341.33666666666664,335.73,332.55,333.53,,,,,,,,,,,,,,,,,,,,,,,,,,281.66,319.2725,187.13,349.46,,,314.74,,337.83,350.265,335.95,,,367.405,359.71,,353.22,346.85,,,,,L8
2017-08-03 22:14:35+00:00,238.42,359.45,270.33500000000004,330.60999999999996,355.71500000000003,372.28,377.055,373.4866666666667,342.24,342.505,365.78499999999997,356.78000000000003,344.7633333333333,333.18,322.53,316.31,316.4433333333334,297.1166666666666,312.97333333333336,331.3833333333333,321.82,,,,308.38,,,,,301.005,296.99,,299.76,290.78,,,,,,,,,295.93,287.07,288.57,282.845,295.095,,,,338.4766666666667,335.05,332.55,333.53,,,,,,,,,,,,,,,,,,,,,,,,,,281.66,315.2475,187.13,349.53999999999996,,263.6,281.385,,344.96,346.545,338.98,346.51,358.83,361.14,359.63,360.97,352.31,347.31,,,,,L8
2017-09-27 22:21:00+00:00,238.42,359.45,271.11333333333334,332.09,357.8666666666666,372.28,377.055,373.4866666666667,346.8,344.7866666666667,358.74333333333334,353.2633333333333,343.995,332.21500000000003,320.96666666666664,315.245,316.73,297.2775,313.38250000000005,331.3833333333333,321.82,,,,308.38,,,,,301.005,296.99,,299.76,290.78,,,,,272.71,,,,295.93,287.07,288.57,287.08,294.1566666666667,,,,338.4766666666667,335.05,332.55,333.53,,,,,,,,,,,,,,,,,,,,,,,,,,281.66,316.026,187.13,349.53999999999996,,263.6,281.385,,344.96,346.545,338.98,346.51,358.83,361.14,359.63,360.97,352.31,347.31,,,,,L8
2018-02-27 22:14:19+00:00,,,272.67,336.53,362.17,,,,353.315,351.385,348.20000000000005,349.42,344.45,332.745,317.84,312.05,317.59,297.76,314.61,,,,,,,,,,,,,,,,,,,,272.71,,,,,,,295.55,292.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.14,,,,,,,,,,,,,,,,,,,,,L8
2018-03-06 22:20:26+00:00,,,287.48,332.96,363.255,,,381.15,353.3533333333333,351.51666666666665,347.4266666666667,349.9066666666667,344.92,333.10999999999996,320.015,314.85,319.79499999999996,302.225,314.885,338.72,,,,,,,,,,,,,,,,,,,270.42499999999995,,,297.98,301.03,297.61,295.08,293.0,289.695,,,,341.85,342.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.51,,,,,,,,350.91,350.67,,,374.19,,,,,,,,,L8
2018-03-15 22:14:10+00:00,,,293.75,333.46,364.8733333333333,,,381.15,353.3533333333333,353.0675,350.065,351.4475,346.9275,335.6125,323.8633333333333,318.24666666666667,322.35999999999996,305.25,318.1066666666667,338.72,,,,,,,,,,,,,,,,,,,271.7633333333333,,,297.98,301.03,301.62,299.62,294.8333333333333,290.8433333333333,,,,341.85,342.77,,,,,,,,,,,,,,,,,,,,328.23,,,,,,,,,321.81666666666666,,,,,,,,350.91,350.67,,,374.19,,,,,,,,,L8
2018-04-16 22:13:54+00:00,,,297.44666666666666,334.07,366.2249999999999,,,381.15,355.0233333333333,354.77750000000003,351.7625,352.9275,349.1375,338.2325,326.875,321.345,324.745,309.45666666666665,320.41333333333336,338.72,,,,,,,,,,,,,,,,,,,270.87999999999994,,,297.98,301.03,301.62,299.62,294.74,290.49,,,,341.85,342.77,,,,,,,,,,,,,,,,,,,,325.995,,,,,,,,,323.15500000000003,,,,,,,,350.91,350.67,,,374.19,,,,,,,,,L8
2018-07-12 22:19:56+00:00,,367.46,300.1625,335.715,366.2249999999999,,,381.15,355.0233333333333,356.648,353.64,353.412,350.512,340.386,329.08,324.0733333333333,325.66,309.73,321.8825,338.72,,,,,,,,,,,,,,,,,,,271.85499999999996,,,297.98,301.03,301.62,299.62,294.74,291.2825,,,,341.85,342.77,,,,,,,,,,,,,,,,,,,,325.995,,,,,,,,,324.28333333333336,,,,,,,,350.865,350.67,,,375.68,,,,,,,,,L8
2018-07-21 22:13:49+00:00,,366.765,300.406,336.51599999999996,366.2249999999999,,,381.15,355.0233333333333,357.81333333333333,354.905,353.78,351.4316666666666,341.26,330.47,325.27,325.785,309.77200000000005,322.334,338.72,,,,,,,,,,,,,,,,,,,273.17199999999997,,,297.98,301.03,301.62,299.62,294.74,291.52000000000004,,,,341.85,342.77,,,,,,,,,,,,,,,,,,,,325.995,,,,,,,,,325.17,,,,,,,,351.74,350.67,,,375.68,,,,,,,,,L8
2018-08-29 22:20:19+00:00,,366.7633333333333,300.05,337.9816666666666,366.2249999999999,,,381.15,354.8733333333333,357.93333333333334,354.31666666666666,353.30833333333334,351.3766666666666,341.00333333333333,329.21000000000004,324.286,325.386,309.07666666666665,321.78000000000003,338.72,,,,,,,,,,,,,,,,,,298.08,273.34166666666664,,,297.98,301.03,301.62,300.34999999999997,294.74,292.12,,,,341.85,342.77,,,,,,,,,,,,,,,,,,,,326.8866666666667,,,,,,,,,324.454,,,,,,,,351.475,350.67,,,375.22,,,,,,,,,L8
2018-09-07 22:14:12+00:00,,366.41999999999996,300.12,340.2566666666667,368.11,,,,354.80999999999995,357.75333333333333,354.08500000000004,352.73,351.34166666666664,341.06666666666666,328.992,324.858,325.20200000000006,309.07666666666665,322.33166666666665,,,,,,,,,,,,,,,,,,,298.57,273.81333333333333,,,304.65,,305.39,301.87000000000006,296.8433333333333,293.02333333333337,,,,346.0,,,,,,,,,,,,,,,,,,,,,326.1025,,,,,,,,,324.78799999999995,,,,,,,,351.185,,,,375.735,,,,,,,,,L8
2018-12-28 22:14:29+00:00,,366.41999999999996,302.6675,342.18,,,,,353.70000000000005,356.89,352.544,351.698,350.376,339.928,327.362,323.466,324.432,308.98400000000004,322.742,345.05,,,,,,,,,,,,,,,,,,298.57,274.146,,,302.775,,305.15,300.0333333333333,295.79999999999995,293.14,,,,346.0,,,,,,,,,,,,,,,,,,,,,326.5733333333333,,,,,,,,,324.3775,,,,,,,,351.185,,,,375.735,,,,,,,,,L8
2019-02-14 22:14:21+00:00,,367.53,308.58666666666664,342.60666666666674,372.01,,,,353.70000000000005,352.22666666666663,346.78000000000003,350.0,347.49249999999995,336.77750000000003,324.405,320.5825,323.525,309.72,322.35249999999996,344.14,,,,,,,,,,,,,,,,,,298.57,272.50333333333333,,,302.775,,305.15,300.0333333333333,295.79999999999995,293.19,,,,346.0,,,,,,,,,,,,,,,,,,,,,326.5733333333333,,,,,,,,,321.56999999999994,,,,,,,,350.21500000000003,,,,375.22,,,,,,,,,L8
2019-02-21 22:20:30+00:00,,367.53,312.34499999999997,341.89500000000004,372.03499999999997,,,,353.70000000000005,352.22666666666663,346.78000000000003,350.956,348.284,337.9,325.486,321.3,324.13599999999997,310.974,323.644,344.21000000000004,,,,,,,,,,,,,,,,,,298.57,272.50333333333333,,,302.775,,305.15,300.0333333333333,295.79999999999995,293.19,,,,346.0,,,,,,,,,,,,,,,,,,,,,326.5733333333333,,,,,,,,,322.2833333333333,,,,,,,,350.21500000000003,,,,375.22,,,,,,,,,L8
2019-05-28 22:20:29+00:00,,359.88,324.19999999999993,330.24333333333334,366.57,363.09,362.04,359.71,353.04,351.84,347.64,352.53000000000003,349.62999999999994,340.21666666666664,327.3866666666667,321.88,325.2699999999999,314.1933333333333,315.7475,344.21000000000004,,,,,,,,,,,,,,278.15,,,,,272.35,,,300.9,,,298.65,294.84,291.92,,,,,,,,,,,,,,,,,,,,,,,,,327.3,,,,,,,,,323.71,,350.51,,,,,349.33,328.36,340.37,,,368.46,342.16,326.97,358.44,,,,,,L8
2020-04-12 22:20:24+00:00,,,,305.84,350.25,,,,,,,,,,,,,,,,320.8,,,,,,,,,,,,,261.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.62,,,,,,317.16,,,,,,323.14,358.58,,,,,,L8
2020-05-14 22:20:12+00:00,,,300.43,326.375,350.25,,,,,,371.65,368.3,366.78,,343.18,,332.63,321.96,,,320.8,,,,,,,,,,,,,261.35,,,,,,,,,,,,,297.62,,,,,,,,,,,,,,,,,,,,,,,,,336.33,301.69,,,,,,,,331.81,,351.62,,,,,,335.28,,,,,,323.14,358.58,,,,,,L8
2020-05-30 22:20:16+00:00,,373.54,301.55,331.6166666666667,363.945,,,,,,372.875,363.98,366.655,,343.625,336.12,333.055,320.595,,,320.8,,,,,,,,,,,,,261.35,,,,,282.15,,,,,,,299.23,298.24,,,,351.3,,,,,,,,,,,,,,,,,,,,,336.33,301.74,,,,,,,,329.57,,351.62,,,,,,341.27,,,,,,323.14,358.58,,,,,,L8
2020-07-10 22:14:27+00:00,,372.485,291.32,334.6125,363.945,,,,,,371.0,361.56,366.655,,343.625,336.12,332.1666666666667,318.5833333333333,,,320.8,,,,,,,,,,,,,261.35,,,,,281.265,,,,,,,299.23,298.24,,,,351.3,,,,,,,,,,,,,,,,,,,,,336.33,301.13000000000005,,,,,,,,329.57,,351.62,,,,,,343.73,,,,,,323.14,358.58,,,,,,L8
2020-07-17 22:20:40+00:00,,367.4266666666667,291.32,334.6125,363.945,,,,,,371.0,361.56,366.655,,343.625,336.12,332.1666666666667,318.5833333333333,310.23,333.97,326.985,,,,,,,,,,,,,272.535,,,,,281.265,,,,,,,299.23,298.24,,,,351.3,,,,,,,,,,,,,,,,,,,,,336.33,301.13000000000005,,,,,,,,329.57,,351.62,,,,,,342.11800000000005,341.33,,358.37,362.96,,323.14,358.58,,,,,,L8
2020-07-26 22:14:32+00:00,,368.535,290.3825,335.54200000000003,363.945,,,,,364.51,369.0875,359.975,364.64000000000004,352.24,341.80333333333334,334.395,331.235,317.815,325.275,333.97,326.985,,,,,,,,,,,,,272.535,,,,303.07,280.3566666666666,,,,,,,299.23,298.24,,,,349.03999999999996,349.6,,,,,,,,,,,,,,,,,,354.84,,336.33,301.13000000000005,,,,,,,,327.67,,351.62,,,,,,343.8533333333333,341.33,,358.37,362.96,,323.14,358.58,,,,,,L8
2020-08-27 22:14:44+00:00,,368.535,282.45799999999997,335.54200000000003,363.945,,,,,364.51,369.0875,359.975,364.64000000000004,352.24,341.80333333333334,334.395,331.235,317.815,319.9666666666667,333.97,326.985,,,,,,,,,,,,,277.3566666666667,,,,303.07,280.3566666666666,,,,,,,299.23,298.24,,,,349.03999999999996,349.6,,,,,328.55,,,,307.61,,,,,,,,,354.84,,336.33,301.13000000000005,,,,,,,,327.67,,351.62,,,,,355.37,343.8533333333333,341.33,,358.37,364.30499999999995,,323.14,358.58,,,338.38,,,L8
2020-10-14 22:14:56+00:00,,368.535,284.785,342.45200000000006,377.64,,,,355.93,359.895,365.992,358.13,361.135,349.395,340.005,328.98,330.322,317.008,322.5075,333.97,333.17,,,,,,,,,,,,,285.36,,,,303.07,280.3566666666666,,,,,,,299.23,298.24,,,,349.04333333333335,349.6,,,,,328.55,,,,307.61,,,,,,,,,354.84,,336.33,301.13000000000005,,,,,,,,327.10249999999996,,,,,,,355.37,349.19199999999995,341.33,,358.37,364.30499999999995,,,,,,338.38,,,L8
2021-03-30 22:20:34+00:00,,371.56,300.765,340.39,,,,,355.93,355.28,353.61,350.75,350.62,346.55,334.61,318.15,326.67,313.78,330.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.4,,,,,,,,,,,,,,,,,,,,,L8
2021-06-11 22:14:25+00:00,,371.56,302.385,340.63,,,,,,,374.62,366.18,365.66,,344.91,337.86,332.52,320.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2021-08-05 22:20:52+00:00,,371.56,289.68666666666667,336.015,,,,,,,368.90999999999997,361.23,365.66,,344.91,337.86,331.08,318.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.25,,,,,,354.48,,,,,,,,,,,,,,,L8
2021-08-30 22:14:49+00:00,,371.56,284.4375,336.1466666666667,,,,,,,365.34,358.98333333333335,365.66,,341.22,333.95500000000004,331.08,318.34999999999997,,,,,,,,,,,,,,,,313.53,,,,,272.58,,,,,,,,,,,,346.19,347.38,,,,,,,,,,,,,,,,,,,,,301.42,,,,,,,,323.59000000000003,,,,,,354.48,,,,,,,,,,,,,,,L8
2021-11-02 22:15:01+00:00,,,280.15250000000003,334.145,,,,,353.6,353.1,360.6425,355.8125,357.35,345.9,337.77,329.9066666666667,330.5233333333333,318.0025,,,,,,,,,,,,,,,,313.53,,,,,275.04499999999996,,,,,,,,,,,,346.19,347.38,,,,,,,,,,,,,,,,,,,,,301.42,,,,,,,,324.47333333333336,,,,,,354.48,,351.55,,,,,,,,,,,,,L8
2021-12-12 22:14:55+00:00,,,273.65000000000003,331.9833333333333,,,,,353.6,353.1,355.9833333333333,352.3566666666666,349.04,345.9,334.19999999999993,325.93,329.525,317.07,,,,,,,,,,,,,,,,313.53,,,,,275.04499999999996,,,,,,,,,,,,346.01,347.9,,,,,,,364.88,,,,,,,,,,,,,,301.42,,,,,,,,323.6675,,,,,,354.48,,351.55,,,,,,,,,,,,,L9
2022-02-06 22:14:44+00:00,,,278.33000000000004,332.275,,,,,353.6,356.03,351.29,350.51,352.255,345.9,334.4633333333333,325.92,329.47,317.4633333333333,335.43,,,,,,,,,,,,,,,311.93499999999995,,,,,275.0733333333333,,,,,,,,,,,,346.01,348.42,,,,,,,364.88,,,,,,,,,,,,,,301.42,,,,,,,,323.14000000000004,,,,,,,,351.55,,,,,,,,,,,,,L8
2022-02-13 22:20:52+00:00,,,278.33000000000004,332.275,,,,,353.6,358.3233333333333,353.36,352.03,352.255,345.9,334.4633333333333,327.3325,330.2966666666667,318.0125,337.1,,,,,,,,,,,,,,,311.93499999999995,,,,,276.695,,,,,,,,,,,,346.01,348.42,,,,,,,364.88,,,,,,,,,,,,,,301.42,,,,,,,,323.14000000000004,,,,,,,,351.55,,,,,,,,,,,,,L8
2022-02-22 22:14:38+00:00,,350.61,278.33000000000004,332.275,,,,,353.6,358.3233333333333,353.36,352.03,352.255,345.9,334.4633333333333,327.3325,330.2966666666667,318.0125,325.43,318.29,318.22,314.75,302.36,315.24,309.61,,311.36,309.91,301.69,291.57,294.36,294.76,296.19,311.93499999999995,,,,,276.695,,,,,,,,,,,,346.01,332.655,310.01,322.13,342.43,345.18,345.07,340.48,353.805,343.09,311.08,,,,,,,,,,,,301.42,,,,,,,,323.14000000000004,,355.01,,,,,343.01,340.945,336.77,342.26,356.01,359.3,,292.58,355.35,,304.1,333.08,,,L8
2022-04-10 22:20:41+00:00,,350.61,283.095,330.74,373.28,,,,353.6,358.3233333333333,353.59749999999997,352.0675,352.255,345.9,332.92999999999995,326.4266666666667,330.275,317.9875,328.0775,318.29,318.22,314.75,302.36,315.24,309.61,,311.36,309.91,301.69,291.57,294.36,294.76,296.19,310.34,,,,,278.06666666666666,,,,,,,,,,,,345.83,332.655,310.01,322.13,342.43,345.18,345.07,340.48,353.805,343.09,311.08,,,,,,,,,,,,,,,,,,,,322.49666666666667,,355.01,,,,371.28,343.01,340.945,336.77,342.26,356.01,359.3,,292.58,355.35,,304.1,333.08,,,L9
2022-05-04 22:20:37+00:00,,350.61,275.62,338.65999999999997,373.28,,,,,360.935,360.21500000000003,355.9125,355.47,,334.99,331.5333333333333,331.395,319.4975,328.0775,318.29,318.22,314.75,302.36,315.24,309.61,,311.36,309.91,301.69,291.57,294.36,294.76,296.19,310.34,,,,,278.345,,,,,,,,,,,,348.335,332.655,310.01,322.13,342.43,345.18,345.07,340.48,353.805,343.09,311.08,,,,,,,,,,,,,,,,,,,,324.4,,355.01,,,,370.005,343.01,341.625,336.77,342.26,356.01,359.3,,292.58,355.35,,304.1,333.08,,,L8
2022-05-05 22:14:18+00:00,,350.61,274.1333333333334,340.3066666666667,373.955,,,,,360.935,362.37399999999997,357.53599999999994,359.525,,339.15999999999997,332.34499999999997,331.568,319.874,328.0775,318.29,318.22,314.75,302.36,315.24,309.61,,311.36,309.91,301.69,291.57,294.36,294.76,296.19,310.34,,,,,278.345,,,,,,,,,,,,349.1566666666667,338.98333333333335,310.01,322.13,342.43,345.18,345.07,340.48,353.805,343.09,311.08,,,,,,,,,,,,,,,,,,,,326.59749999999997,,355.01,,,,372.0333333333333,343.01,341.625,336.77,342.26,356.01,359.3,,292.58,355.35,,304.1,333.08,,,L9
2022-06-05 22:20:51+00:00,,353.83500000000004,274.1333333333334,340.3066666666667,373.955,,,,,360.935,362.37399999999997,357.53599999999994,359.525,,339.15999999999997,332.34499999999997,331.568,319.874,327.09,328.75,325.685,314.75,302.36,315.24,309.61,,311.36,309.91,301.69,291.57,294.36,294.76,296.19,292.975,,,,,278.345,,,,,,,,,,,,345.4875,338.03499999999997,321.635,325.83500000000004,342.43,352.125,340.865,346.995,354.51,347.04499999999996,321.38,,317.12,,,,,,,,,,,,,,,,,,322.07399999999996,,355.01,,,,372.0333333333333,343.01,341.625,336.77,342.26,356.01,362.22,,292.58,355.35,,304.1,338.275,,,L8
2022-06-21 22:21:00+00:00,,353.83500000000004,274.1333333333334,332.69,373.955,319.53,328.36,329.27,,360.935,362.37399999999997,357.53599999999994,359.525,,339.15999999999997,332.34499999999997,331.568,319.874,325.60166666666663,330.9066666666667,325.2633333333333,316.575,302.36,315.24,309.61,,311.36,309.91,301.69,291.57,294.36,294.76,300.79499999999996,284.1033333333333,,,,,278.345,,,,,,,,,,,,345.3733333333334,334.57333333333327,321.635,325.83500000000004,342.43,352.125,340.865,343.7166666666667,350.34999999999997,347.58666666666664,319.7266666666667,318.21,315.1,,,,,,,,,,,,,,,,,,322.28,,355.01,,,,372.0333333333333,343.01,341.625,336.77,343.1,356.01,362.7633333333333,,308.575,355.35,,304.1,337.87333333333333,,,L8
