dates,satname,nzd0521-0000,nzd0521-0010,nzd0521-0011,nzd0521-0012,nzd0521-0013,nzd0521-0014,nzd0521-0015,nzd0521-0016,nzd0521-0026,nzd0521-0027,nzd0521-0028,nzd0521-0029,nzd0521-0030,nzd0521-0031,nzd0521-0032,nzd0521-0033,nzd0521-0034,nzd0521-0035,nzd0521-0036,nzd0521-0037,nzd0521-0038,nzd0521-0039,nzd0521-0041,nzd0521-0042,nzd0521-0043,nzd0521-0044,nzd0521-0045,nzd0521-0046,nzd0521-0047,nzd0521-0048,nzd0521-0049,nzd0521-0050,nzd0521-0051,nzd0521-0052,nzd0521-0053,nzd0521-0054,nzd0521-0055,nzd0521-0056,nzd0521-0057,nzd0521-0058,nzd0521-0059,nzd0521-0060,nzd0521-0061,nzd0521-0062,nzd0521-0063,nzd0521-0064,nzd0521-0065,nzd0521-0069,nzd0521-0070,nzd0521-0071,nzd0521-0078,nzd0521-0079,nzd0521-0080,nzd0521-0081,nzd0521-0082,nzd0521-0083,nzd0521-0084,nzd0521-0085,nzd0521-0086,nzd0521-0087,nzd0521-0089,nzd0521-0090,nzd0521-0091,nzd0521-0092,nzd0521-0093,nzd0521-0094,nzd0521-0095,nzd0521-0096,nzd0521-0097,nzd0521-0098,nzd0521-0099,nzd0521-0100,nzd0521-0066,nzd0521-0067,nzd0521-0068,nzd0521-0072,nzd0521-0073,nzd0521-0074,nzd0521-0075,nzd0521-0076,nzd0521-0077,nzd0521-0001,nzd0521-0020,nzd0521-0021,nzd0521-0022,nzd0521-0023,nzd0521-0003,nzd0521-0004,nzd0521-0005,nzd0521-0006,nzd0521-0007,nzd0521-0008,nzd0521-0009,nzd0521-0017,nzd0521-0018,nzd0521-0019,nzd0521-0025,nzd0521-0040,nzd0521-0088,nzd0521-0002,nzd0521-0024
2013-10-11 22:16:29.291000,L8,,373.81,349.44,341.32,358.69,381.38,387.25,380.28,,,,349.07,341.58,331.17,305.51,324.59,318.88,294.73,304.93,321.56,327.41,325.78,316.14,354.19,327.37,311.43,355.87,,,,,,,313.34,366.78,320.47,303.70,295.81,282.50,306.67,337.73,337.42,329.18,330.68,332.66,316.44,303.17,,,,339.74,352.08,347.00,341.83,369.81,374.53,377.25,378.21,378.67,378.70,372.20,362.74,355.84,361.06,368.08,375.52,388.27,398.21,404.07,395.59,392.48,387.25,,,,,,,,,315.88,,,,,,,,,,,,,,,,,322.37,379.24,,
2013-10-18 22:22:37.411000,L8,,361.11,293.36,326.25,350.63,369.84,376.19,370.96,344.15,338.69,332.56,327.66,332.42,319.02,304.02,302.35,302.91,279.01,297.58,324.93,325.82,326.04,318.82,327.46,326.20,326.06,329.31,328.63,320.70,314.84,313.32,314.73,309.95,318.68,315.44,308.65,297.61,287.27,277.52,313.17,322.72,328.03,330.22,330.64,324.79,315.66,303.53,,,,345.22,355.20,350.85,351.41,369.82,377.76,384.98,381.15,381.25,382.33,376.64,367.64,363.38,367.53,374.20,381.63,395.21,402.05,413.06,399.06,393.24,388.33,,,,,,,,,321.82,,348.26,341.47,325.24,343.16,,352.23,346.55,354.43,353.91,363.43,375.13,359.90,,351.49,342.18,320.75,382.50,,342.96
2013-10-27 22:16:19.549000,L8,,370.35,331.86,339.78,359.87,377.09,386.51,380.76,352.63,350.98,346.58,337.75,342.42,335.34,324.50,316.71,314.10,292.49,312.28,333.19,333.81,331.25,324.85,335.86,334.37,334.85,334.85,335.90,329.21,323.36,318.78,320.17,314.48,322.92,318.56,315.64,298.64,296.43,277.62,310.38,325.97,325.28,326.87,326.96,324.29,319.38,304.54,,,,349.92,352.68,355.44,357.18,372.95,380.96,389.05,380.79,384.08,390.04,403.08,386.37,377.70,384.49,397.83,,,,,,,,,,,,,,,,311.62,,,,,,,357.07,351.43,354.93,357.40,371.20,377.04,,,,,325.81,399.68,,
2013-11-12 22:16:19.914000,L8,,367.37,326.35,337.57,358.91,378.16,383.15,378.48,350.38,348.89,344.11,341.13,339.72,329.89,320.78,313.21,312.66,285.98,305.16,330.77,331.54,326.68,322.25,330.43,327.81,327.69,328.33,327.37,319.30,313.71,312.64,316.06,310.20,319.88,316.23,311.26,297.07,288.77,272.23,309.88,318.34,322.72,327.34,329.25,322.55,315.76,301.60,,,,343.51,351.30,348.03,349.26,367.07,374.79,378.80,378.72,378.07,374.96,373.71,366.20,361.68,364.41,371.57,374.70,392.76,399.09,406.16,398.37,391.22,388.48,,,,,,,,,317.42,,,,,,,358.17,348.80,352.74,356.73,368.14,375.97,366.77,,,347.56,322.80,381.18,,
2013-11-19 22:22:25.407000,L8,,368.51,324.55,337.87,357.88,378.30,382.75,377.89,348.35,346.53,340.92,338.65,338.28,327.99,317.86,310.30,312.56,282.91,300.10,330.62,330.13,326.92,321.61,330.13,327.23,327.44,327.84,327.28,319.95,314.93,311.75,314.60,309.22,320.50,314.76,310.75,297.06,287.61,270.82,309.19,319.12,326.02,327.03,326.95,322.51,314.88,300.52,,,,343.95,352.19,349.53,349.94,367.45,376.46,380.51,378.65,378.44,375.66,374.80,365.47,359.96,363.00,370.62,374.12,385.85,397.16,405.28,397.52,390.03,387.52,,,,,,,,,318.37,,,,,,,359.17,351.35,354.84,357.96,369.28,374.99,365.67,,,346.28,322.51,378.59,,
2013-12-30 22:16:01.055000,L8,,385.84,329.17,339.32,361.93,382.59,,,329.68,276.88,322.77,287.01,,,,,,,,,,,,,,,,,,,,,,,356.59,314.04,299.91,287.33,272.54,309.86,317.18,321.05,323.41,322.16,319.19,316.01,296.74,,,,350.48,362.09,359.78,362.99,377.75,386.85,387.70,390.12,388.07,381.98,378.37,368.95,364.46,367.17,372.47,381.06,391.46,402.33,419.60,408.99,398.73,397.33,,,,,,,,,328.16,,,,,,,,351.03,357.33,361.08,370.86,385.40,,,,345.67,,384.89,,
2014-02-23 22:21:32.043000,L8,,367.67,304.74,332.10,356.55,377.01,382.60,380.55,352.70,352.68,349.53,347.59,343.37,335.33,323.35,317.57,313.91,287.04,307.79,332.58,332.54,326.99,322.02,329.61,327.86,327.51,326.47,327.36,318.73,312.57,310.79,316.00,308.28,315.85,315.02,311.79,295.29,286.79,271.06,308.45,316.92,320.46,325.55,324.84,321.60,316.82,302.68,,,,344.00,352.49,352.50,354.20,370.95,377.55,380.73,380.50,381.64,381.12,372.78,364.70,359.77,366.06,372.88,378.28,394.80,401.42,403.86,402.12,397.82,393.71,,,,,,,,,318.99,,,,,,,361.59,350.74,353.52,357.87,368.51,374.97,,,,,321.99,381.20,,
2014-03-11 22:21:19.920000,L8,,366.00,320.03,329.42,354.97,373.42,377.57,376.98,351.65,350.53,344.54,345.95,343.65,333.25,320.88,315.45,312.78,279.46,305.53,330.93,330.69,326.31,320.64,327.87,326.69,324.62,325.12,325.60,316.37,311.22,310.10,314.03,307.91,319.12,313.93,310.54,297.55,287.15,268.00,307.18,315.89,319.61,324.57,324.36,320.37,314.78,296.83,,,,342.68,351.92,350.27,350.47,366.01,374.59,377.72,379.51,379.08,376.79,370.24,362.15,360.22,363.19,367.58,373.15,383.96,392.80,397.91,396.91,393.67,388.65,,,,,,,,,318.84,,,,,,,359.50,350.39,352.73,355.94,367.73,373.96,365.09,,,,322.38,375.69,,
2014-03-20 22:15:01.497000,L8,,364.12,300.20,328.15,355.22,372.88,376.39,375.64,351.01,351.58,347.12,344.34,342.40,335.15,321.48,316.39,313.13,283.35,305.76,330.84,329.11,325.56,320.41,327.32,326.48,324.84,323.97,323.81,316.63,311.19,308.83,312.68,308.42,318.30,313.59,310.57,294.10,284.78,270.71,309.29,316.94,320.91,324.33,324.13,319.88,313.75,296.59,,,,341.45,350.80,349.38,351.40,365.85,374.33,375.52,377.97,378.86,374.64,368.82,362.69,360.16,363.42,368.92,373.90,386.25,392.03,397.31,394.42,392.51,389.41,,,,,,,,,317.06,,,,,,,360.10,347.33,352.73,354.96,366.95,371.97,364.91,,,,322.02,376.96,,
2014-04-21 22:14:29.865000,L8,,347.27,,,,,,,,,,,,,,,,,,,,,302.43,309.30,311.60,310.82,310.88,310.62,303.67,296.46,292.65,295.16,,,,,,,,284.65,302.18,304.50,306.33,306.08,302.76,295.33,280.45,,,,318.57,331.70,329.21,324.94,343.05,356.73,357.25,359.91,361.07,361.86,351.64,338.76,336.66,345.75,349.76,353.54,369.04,375.36,384.59,362.68,371.48,363.15,,,,,,,,,,,,,,,,339.86,283.84,336.46,339.24,349.26,358.15,,,,,301.72,358.34,,
2014-05-30 22:20:22.872000,L8,,363.90,267.05,340.31,360.89,377.31,381.58,379.62,,358.83,359.95,353.84,349.66,341.18,327.54,324.19,316.25,294.91,317.38,335.11,335.43,327.37,324.46,331.10,330.62,330.82,329.33,327.87,319.66,313.56,312.26,318.16,314.12,320.05,315.46,315.13,302.45,291.13,276.92,311.58,318.04,321.13,322.80,323.64,320.66,313.76,299.39,,,,346.75,355.05,354.69,352.29,372.02,378.05,380.91,382.13,384.08,382.40,375.34,362.84,357.61,362.44,364.24,361.45,374.41,398.56,404.93,390.46,398.18,390.84,,,,,,,,,326.66,,,,,,,366.47,347.60,354.08,354.27,370.65,370.93,,,,,325.13,382.57,,
2014-07-17 22:20:39.943000,L8,,365.15,271.19,337.80,361.24,378.25,382.74,380.09,,362.19,360.70,353.31,350.55,342.27,329.43,325.25,319.15,290.55,316.94,336.26,336.88,330.65,325.63,333.58,335.45,330.76,330.19,331.88,321.49,314.44,314.57,319.10,314.44,321.66,317.48,315.25,301.94,294.01,276.46,313.00,318.08,320.29,323.11,324.12,321.41,315.68,300.92,,,,346.96,358.06,353.51,349.19,367.51,376.64,377.89,382.05,384.37,379.10,368.25,356.92,354.27,353.96,358.92,361.96,373.29,390.52,396.52,368.77,392.81,369.19,,,,,,,,,326.61,,,,,,,366.66,348.83,354.56,356.62,372.19,374.24,,,,,326.29,380.79,,
2014-08-02 22:20:46.799000,L8,,365.89,274.84,337.74,360.56,379.13,381.87,380.41,,357.82,357.26,354.88,349.82,340.92,329.15,323.85,315.87,291.57,318.22,334.31,334.54,330.32,324.74,332.84,333.22,330.33,330.28,329.33,321.51,315.08,313.33,319.27,314.46,319.86,317.91,312.89,304.73,293.66,278.42,312.46,319.59,321.48,327.76,326.01,323.47,318.03,304.47,,,,354.88,361.52,356.56,352.00,369.11,377.03,379.19,380.30,380.81,381.24,366.98,358.13,354.34,353.76,357.65,361.26,374.60,387.24,393.80,377.41,389.53,370.95,,,,,,,,,329.10,,,,,,,364.77,351.65,353.71,355.76,371.49,375.65,,,,,325.13,380.76,,
2014-08-11 22:14:39.696000,L8,,365.19,282.94,336.18,360.28,377.04,381.22,378.52,,358.51,357.16,353.38,347.17,339.78,326.88,321.98,314.98,290.23,317.65,334.21,334.53,327.13,323.48,331.85,332.08,330.36,329.44,329.03,320.78,314.56,312.55,316.89,312.92,320.18,316.94,315.47,302.75,292.56,277.81,310.94,318.66,320.65,323.14,322.24,318.05,313.02,301.82,,,,349.77,361.46,353.33,352.08,367.69,376.65,377.37,379.45,379.99,378.68,364.50,356.21,351.75,354.04,356.94,360.72,370.15,382.61,391.35,366.94,378.03,371.53,,,,,,,,,331.28,,,,,,,364.98,352.73,353.82,356.56,375.90,375.19,,,,,325.36,376.47,,
2014-08-18 22:20:51.886000,L8,,365.14,276.71,337.04,358.50,376.76,380.58,378.41,,357.18,356.58,352.47,346.31,338.66,326.23,320.91,315.13,289.89,317.70,332.57,333.81,327.37,323.63,332.34,329.26,329.24,329.08,327.91,320.78,313.80,310.42,318.47,312.38,319.52,316.13,310.65,299.14,291.90,272.92,309.85,317.47,319.64,322.80,322.18,319.98,312.86,300.89,,,,344.60,354.96,350.89,347.34,366.33,376.08,377.75,377.94,379.98,380.73,364.29,360.69,358.59,355.57,353.70,,,,,,,,,,,,,,,,321.85,,,,,,,363.10,350.78,353.14,354.84,368.08,375.07,,,,,324.38,381.79,,
2014-09-19 22:20:54.477000,L8,,367.29,304.64,339.40,361.40,379.25,383.02,382.07,,358.83,357.45,353.69,347.39,339.25,328.92,323.19,317.36,295.29,315.54,337.03,336.27,331.19,328.61,335.04,334.04,333.99,333.06,332.25,326.59,319.33,316.25,322.42,315.96,325.45,320.29,317.33,307.27,298.10,279.23,316.52,323.97,327.83,330.69,329.94,327.27,317.94,307.03,,,,354.42,363.21,354.98,354.47,371.53,382.23,384.22,384.87,389.16,385.09,366.10,356.10,351.26,353.25,356.59,366.81,375.51,389.11,400.29,351.83,364.22,379.52,,,,,,,,,329.04,,,,,,,367.13,357.06,361.68,358.19,372.17,376.69,,,,,330.49,385.19,,
2014-09-28 22:14:44.621000,L8,,364.36,296.94,334.53,354.69,372.12,377.39,376.01,350.63,351.96,346.18,345.46,340.73,332.04,319.53,314.10,310.69,291.50,307.09,330.83,329.16,325.75,320.99,329.87,327.63,326.93,326.56,327.46,319.75,312.11,309.80,315.67,309.44,317.66,313.51,309.44,290.97,284.63,268.75,307.84,316.53,319.22,322.47,322.68,318.21,311.74,295.62,,,,344.36,354.15,351.72,348.77,365.19,374.88,377.58,380.16,379.64,376.45,359.68,352.41,346.24,349.69,354.90,364.42,,,,,,,,,,,,,,,317.09,,,,,,,359.41,348.12,351.98,353.31,366.06,370.24,364.66,,,,323.26,373.49,,
2014-11-06 22:21:01.126000,L8,,373.99,312.43,339.49,355.86,377.10,385.18,380.82,,355.22,353.12,351.07,344.53,336.14,325.69,318.63,315.71,296.06,312.60,335.45,336.53,333.10,326.34,333.86,333.30,339.43,363.91,355.83,354.09,319.86,317.04,329.26,335.21,341.16,317.67,319.56,305.29,298.09,285.23,312.30,318.95,325.11,328.31,329.96,341.76,318.71,306.94,,,,350.31,359.51,353.62,358.36,379.14,383.50,388.98,387.77,391.79,,,422.48,414.33,418.27,434.48,442.04,448.17,456.09,462.67,,,,,,,,,,,,331.21,,,,,,,,,,,,389.92,,,,,327.56,,,
2014-11-15 22:14:49.314000,L8,,372.08,311.43,339.78,362.95,382.06,387.81,384.34,,356.68,354.24,351.90,345.95,337.60,327.44,321.11,316.75,299.27,315.02,337.32,339.28,338.03,329.00,336.08,337.75,338.41,335.43,339.74,330.73,327.17,320.80,323.44,319.22,334.03,325.42,323.75,307.77,294.58,283.60,315.43,330.29,332.40,332.52,332.23,330.02,320.00,310.45,,,,353.02,362.81,363.40,366.86,386.62,380.37,394.70,,429.50,395.12,375.40,368.95,364.81,370.69,362.29,380.46,379.59,386.75,401.38,363.47,368.59,381.77,,,,,,,,,331.00,,,,,,,363.50,354.35,359.59,366.55,373.65,379.28,,,,,330.05,389.97,,
2015-01-02 22:14:38.674000,L8,,365.78,351.46,342.20,364.95,381.50,384.28,381.74,350.32,343.73,344.42,344.66,342.34,332.64,322.63,313.89,311.91,293.88,306.70,331.87,334.47,330.28,323.28,332.37,330.29,329.39,329.31,329.96,320.29,315.72,313.96,319.56,313.59,322.09,317.04,315.37,305.89,296.01,277.70,312.24,324.64,328.45,330.38,329.24,325.91,319.29,306.88,,,,347.28,355.61,352.45,355.81,372.14,378.22,380.90,380.37,381.54,378.19,357.97,351.03,344.64,346.96,350.27,353.45,362.05,380.92,387.46,348.25,347.78,363.33,301.13,,,,,,,,325.69,,,,,,,359.52,349.68,353.05,357.33,383.44,377.08,,,,347.83,325.24,371.25,,
2015-03-14 22:20:23.206000,L8,,366.27,287.31,335.63,362.45,380.30,385.94,382.83,355.20,353.44,349.34,349.62,345.33,335.72,325.60,318.62,315.96,301.39,315.46,334.38,335.97,330.03,324.64,330.88,329.88,329.36,327.40,328.49,318.70,313.93,312.43,318.83,313.83,320.50,317.00,314.08,304.66,294.09,272.56,310.12,316.99,320.82,327.80,326.39,322.70,316.19,304.59,,,,345.72,353.33,350.54,350.54,369.38,375.61,379.57,380.42,379.64,376.05,358.64,352.03,348.57,349.65,351.74,356.33,362.59,386.01,389.06,347.98,354.01,372.10,,,,,,,,,320.73,,,,,,,360.30,350.38,352.40,357.03,367.62,374.81,,,,,324.47,370.31,,
2015-04-15 22:20:10.505000,L8,,340.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.77,301.83,307.87,312.28,310.61,304.65,300.02,287.83,,,,,,,,,,359.12,363.26,362.04,360.32,333.11,326.12,333.02,330.97,,,,,,,,,,,,,,,,,,,,,,,,335.36,281.91,333.53,338.93,348.68,357.18,,,,,,354.11,,
2015-05-01 22:20:00.344000,L8,,365.46,272.65,341.43,365.85,383.57,390.69,,,360.47,355.35,354.13,350.18,339.92,331.77,325.28,322.49,304.81,320.36,340.27,340.56,335.97,328.66,336.05,333.70,334.01,333.37,332.18,323.25,320.27,316.82,322.80,318.65,323.81,319.67,317.94,309.66,301.73,273.56,314.51,321.52,326.76,332.26,329.29,325.45,318.98,310.55,,,,350.30,356.75,352.77,354.76,371.95,379.23,383.70,383.56,384.30,380.24,365.47,353.60,350.27,352.06,353.21,360.18,365.12,387.25,391.43,348.55,358.18,369.49,304.77,,,,,,,,326.52,,,,,,,363.37,349.40,353.90,357.52,370.20,375.85,,,,,327.45,377.33,,
2015-06-27 22:13:58.027000,L8,,351.35,,,,,,,,,,,,,,,,,299.48,328.53,329.47,321.70,320.46,323.97,325.04,323.61,322.39,324.35,313.63,309.48,307.90,314.70,314.88,315.32,311.82,307.26,293.09,,,302.27,309.96,314.39,320.50,318.11,315.49,310.09,296.14,,,,337.34,344.70,340.75,340.48,357.77,368.90,372.49,373.87,373.18,370.57,337.95,336.40,337.35,337.05,,,,,,,,,,,,,,,,,306.15,,301.21,227.06,,,,351.37,339.27,340.14,345.10,357.93,363.85,,,315.95,,317.71,359.50,,
2015-07-04 22:20:14.053000,L8,,365.15,260.58,347.49,366.59,387.89,,,,361.83,361.65,356.85,355.11,344.99,334.48,328.04,323.29,285.93,323.42,346.74,342.46,339.85,332.55,338.70,339.47,339.16,339.57,338.29,329.15,324.72,322.66,326.49,323.36,326.13,323.76,322.65,313.86,299.06,279.31,317.49,324.11,331.06,338.51,330.16,323.35,320.24,313.49,,,,348.95,354.45,349.37,349.39,371.72,381.74,384.60,387.05,382.62,380.65,355.50,346.65,348.37,350.38,348.60,,,,,,,,308.11,,,,,,,272.08,330.23,,,,,,,367.67,351.43,357.27,359.01,376.23,374.84,,,,,334.02,373.42,,
2015-07-29 22:14:13.585000,L8,,364.70,260.48,348.11,365.95,383.77,390.77,,,360.04,357.84,354.33,350.70,341.48,329.56,325.38,319.77,294.17,321.06,346.37,342.35,336.77,331.33,337.45,335.47,335.39,336.99,335.27,324.77,322.22,319.92,324.87,317.71,319.46,322.06,320.34,312.51,299.91,275.52,317.45,320.75,326.74,334.79,336.51,330.95,323.59,313.80,,,,349.16,351.69,347.51,348.16,368.61,377.16,380.43,380.18,377.79,375.57,353.53,346.96,347.24,351.88,349.87,355.05,,,,,,,308.18,,,,,,,269.38,330.04,,,,,,,364.60,350.55,353.95,356.88,374.51,373.82,,,,,331.64,368.50,,
2015-08-21 22:20:33.210000,L8,,364.72,263.42,342.25,363.68,381.78,387.03,383.40,,357.41,356.56,353.10,349.28,338.39,327.55,323.51,318.07,294.12,319.13,339.79,338.36,333.64,327.10,333.49,333.17,329.89,330.87,332.69,321.81,319.18,317.08,323.56,316.28,317.63,321.78,317.86,306.58,293.97,275.46,316.86,321.13,324.56,330.27,327.74,321.98,319.04,310.42,,,,345.88,349.25,344.05,348.98,369.06,374.84,376.67,378.63,376.51,373.77,353.95,345.21,344.50,347.30,343.46,,,,,,,,,,,,,,,,320.52,,,,,,,361.77,350.67,352.59,355.59,369.32,373.35,,,,,327.09,366.50,,
2015-10-17 22:14:38.194000,L8,,366.91,299.48,339.92,370.89,385.39,390.91,,354.70,351.92,349.93,349.01,342.90,333.98,323.71,316.20,317.01,294.22,317.86,341.10,339.58,335.09,330.13,335.50,334.19,334.33,335.90,336.69,325.72,323.02,318.84,324.28,318.32,317.64,324.03,318.89,307.59,294.46,276.35,316.73,325.14,330.81,334.34,331.09,322.73,319.44,311.26,,,,351.31,355.39,353.61,349.78,373.39,383.95,387.24,390.99,391.38,379.66,358.86,348.18,348.00,349.27,349.88,,,,,,,,,,,,,,,,321.94,,,,,,,363.36,352.84,358.52,362.97,374.72,377.85,,,,,329.49,378.00,,
2015-10-24 22:20:52.499000,L8,,361.60,285.25,,,,,,352.20,348.94,338.86,335.71,335.06,323.24,314.14,303.25,307.87,288.50,316.56,336.38,337.88,333.39,322.87,332.11,328.76,328.98,338.07,341.05,322.00,320.56,319.21,325.84,317.58,319.26,321.80,318.19,306.16,296.60,277.39,322.87,321.36,331.27,329.77,325.68,327.65,323.39,314.60,,,,349.74,352.63,348.73,351.39,377.43,388.79,386.13,389.68,379.06,375.08,353.70,345.32,344.81,347.63,344.93,357.44,,,,,,,,,,,,,,,327.09,,,,,,,,,,364.80,384.90,376.66,,,,,324.99,369.61,,
2015-11-18 22:14:44.822000,L8,,365.82,299.04,336.23,365.49,384.10,388.73,387.28,350.11,348.63,344.54,343.89,339.83,330.75,319.25,312.27,316.13,294.26,314.00,337.48,339.03,337.05,334.28,336.68,334.39,335.84,336.45,339.38,328.93,323.14,318.71,323.03,316.47,318.10,323.87,319.75,304.95,292.55,276.54,315.77,334.24,333.31,329.47,334.48,322.40,321.16,308.72,,,,349.93,354.42,353.61,351.52,374.29,382.93,386.82,387.23,379.34,373.36,352.24,343.98,343.90,350.59,344.96,356.54,,,,,,,308.32,,,,,,,,322.87,,,,,,,361.47,352.16,355.64,367.98,370.95,377.06,,,,,330.05,367.52,,
2015-12-20 22:14:45.217000,L8,,367.49,343.65,339.11,367.11,384.58,389.05,384.67,354.10,351.44,350.01,350.41,343.25,334.22,323.63,315.36,318.17,299.03,318.74,341.77,339.40,336.35,331.67,335.99,334.13,336.60,335.22,334.60,325.11,323.69,319.81,323.39,315.64,318.47,324.62,319.00,308.46,297.84,277.13,319.05,335.48,378.24,340.61,333.45,359.74,344.10,312.67,,,,350.26,355.62,355.69,352.49,377.98,391.46,380.96,376.58,376.23,373.49,355.15,343.74,343.12,348.40,345.07,,,,,,,,,,,,,,,,329.91,,,,,,,360.63,352.31,355.30,362.26,370.59,376.13,,,,,329.18,368.13,,
2016-01-05 22:14:40.992000,L8,,368.62,299.00,338.48,366.08,382.62,389.02,386.47,354.03,352.29,347.75,349.17,344.68,333.83,323.05,315.11,317.02,302.60,320.68,340.20,340.26,334.94,329.84,337.09,335.27,338.36,338.65,338.45,324.86,325.32,318.04,322.32,314.61,316.29,319.63,317.28,309.24,299.62,276.98,315.25,328.36,333.87,341.52,331.57,318.66,314.87,305.98,,,,349.50,351.97,349.39,348.74,369.06,375.79,379.43,378.63,375.77,373.88,351.33,344.38,344.17,348.43,345.56,359.28,368.05,380.19,373.61,,,,,,,,,,,,329.58,,,,,,,361.53,351.16,353.85,357.45,371.60,376.10,,,,,328.43,367.99,,
2016-02-22 22:14:30.292000,L8,,,,,,,,,,,,,,,388.51,324.39,332.93,312.75,320.57,339.61,338.80,333.49,325.40,334.33,332.63,331.23,333.16,330.39,320.31,314.38,312.25,319.88,311.79,313.29,317.67,316.49,308.68,298.44,271.22,312.59,319.00,322.58,322.54,318.14,310.14,308.71,300.20,318.88,356.51,337.78,,,,,,,,,,,431.41,414.19,404.92,407.59,415.26,428.53,444.21,458.54,461.48,,,,,,,325.10,323.29,328.91,331.32,276.62,,,,,,,,,,,,,,,,,,326.15,,,
2016-03-16 22:20:36.438000,L8,,367.95,305.24,336.91,365.72,383.66,388.05,384.20,354.70,352.57,345.15,349.27,347.37,334.97,324.39,317.52,320.92,302.22,308.89,339.50,338.26,336.16,328.80,336.61,334.70,335.53,335.28,332.94,325.51,319.23,317.59,321.07,314.06,317.29,320.82,318.43,307.19,295.63,274.66,314.87,318.95,325.98,321.54,310.48,301.92,307.54,300.36,,,,346.18,348.36,342.66,346.49,367.44,374.47,375.40,376.93,373.19,371.14,352.94,344.64,343.73,348.41,348.64,,,,,,,,,,,,,,,,321.85,,,,,,,362.89,353.82,354.01,358.10,370.36,377.12,,,,,329.10,365.55,,
2016-04-17 22:20:21.343000,L8,,354.73,259.43,,,305.67,296.79,327.52,,,,,,,,,,,,,320.17,319.72,311.69,320.78,320.45,320.33,319.79,320.38,310.21,307.18,308.73,314.04,309.68,313.32,316.24,314.61,304.33,293.66,268.06,309.02,316.88,322.07,318.27,305.65,297.43,294.28,292.54,,,,342.03,343.78,338.61,340.70,361.29,372.04,373.95,373.90,369.45,368.32,347.24,340.15,338.62,343.03,343.28,,,,,,,,,,,,,,,,314.45,,,,,,,352.74,341.52,347.81,349.81,360.79,366.92,270.80,325.24,352.86,,313.34,360.95,,
2016-04-26 22:14:08.933000,L8,,366.38,293.17,340.61,366.28,382.94,387.72,381.46,,,,,,,,,,,307.86,337.09,334.83,331.61,320.87,328.70,326.20,327.88,328.96,328.70,318.57,311.40,307.73,311.68,303.04,305.54,306.96,304.57,,,,297.85,309.23,315.18,319.49,304.84,301.70,308.79,300.24,,,,348.56,348.75,344.63,344.54,365.65,374.00,377.68,378.84,375.91,374.38,353.55,348.82,345.13,351.91,350.40,360.15,364.88,379.65,367.40,,,,,,,,,,,,327.31,,,,,,,363.88,350.82,356.26,359.74,372.55,376.62,,,,,322.02,366.50,,
2016-05-12 22:14:08.416000,L8,,371.15,295.56,342.79,372.06,390.54,,,,,367.14,359.73,360.26,350.30,339.12,331.82,328.37,312.86,332.57,348.51,347.03,344.57,336.66,346.31,342.20,345.61,341.59,339.86,330.60,327.68,323.03,325.69,321.63,328.97,328.78,329.51,320.90,310.35,284.00,324.00,336.06,334.14,328.85,315.49,311.95,305.78,302.63,,,,352.46,367.31,349.39,350.74,374.60,381.84,381.78,384.97,379.73,378.83,365.64,366.33,351.13,356.35,355.67,365.04,379.21,390.87,390.54,349.72,347.05,319.43,,,,,,,,,334.65,,,,,,,370.26,353.79,363.12,370.05,379.84,383.83,,,,,336.56,370.68,,
2016-06-04 22:20:28.125000,L8,,369.23,269.03,343.68,368.36,384.55,390.97,,,,362.57,361.58,358.22,346.12,335.23,329.86,326.85,311.00,321.31,344.51,341.76,341.13,332.37,341.63,340.02,340.29,338.38,339.07,329.08,324.46,322.37,325.66,321.86,322.89,325.32,327.41,317.05,303.73,280.50,321.03,325.96,328.05,323.27,317.73,307.70,304.01,301.79,,,,349.06,350.05,345.36,347.11,368.82,378.48,378.24,381.10,378.12,374.76,357.57,351.75,346.73,353.95,353.33,355.62,,,,,,,,,,,,,,,329.95,,,,,,370.28,372.04,353.04,358.53,360.45,375.90,377.03,,,,,334.13,368.09,,
2016-07-06 22:20:41.229000,L8,,368.36,265.14,346.02,370.97,386.02,390.31,,,364.57,362.11,356.94,356.56,349.46,336.24,329.88,328.36,305.07,323.35,343.65,344.03,342.18,334.98,343.86,340.12,342.57,339.50,338.64,331.46,325.07,322.13,326.62,322.52,324.61,327.31,323.40,318.50,305.38,278.08,321.55,326.30,329.58,323.06,312.16,305.71,303.18,301.11,,,,348.77,351.42,346.29,347.64,366.89,377.48,380.15,381.55,380.31,377.48,356.38,350.07,344.28,362.24,350.32,357.55,,,,,,,,,,,,,,,327.89,,,,,,,370.47,354.03,359.05,359.89,373.31,377.16,,,,,336.36,370.14,,
2016-07-31 22:14:37.742000,L8,,359.23,,,,,,,,,,,,,,,,,293.78,330.96,331.19,328.20,321.22,330.02,328.65,326.72,326.77,326.64,317.06,311.37,309.52,314.54,309.97,308.81,314.42,310.67,300.56,286.26,266.27,307.05,313.29,309.54,305.38,297.58,291.68,288.75,285.28,,,,339.47,341.33,336.77,339.32,357.77,368.40,369.86,371.48,368.53,365.53,338.66,335.70,331.82,328.33,,,,,,,,,,,,,,,,,311.12,,293.84,228.25,,,,356.67,347.21,347.98,350.81,361.78,367.97,,,310.14,,321.71,357.56,,
