dates,satname,nzd0296-0000,nzd0296-0001,nzd0296-0002,nzd0296-0003,nzd0296-0004,nzd0296-0005,nzd0296-0006,nzd0296-0007,nzd0296-0008,nzd0296-0009,nzd0296-0010,nzd0296-0011,nzd0296-0012,nzd0296-0013,nzd0296-0014,nzd0296-0015,nzd0296-0016,nzd0296-0017,nzd0296-0018,nzd0296-0019,nzd0296-0020,nzd0296-0021,nzd0296-0022,nzd0296-0023,nzd0296-0024,nzd0296-0025,nzd0296-0026,nzd0296-0027,nzd0296-0028,nzd0296-0029,nzd0296-0030,nzd0296-0031,nzd0296-0032,nzd0296-0033,nzd0296-0034,nzd0296-0035,nzd0296-0036,nzd0296-0038,nzd0296-0039,nzd0296-0040,nzd0296-0041,nzd0296-0042,nzd0296-0043,nzd0296-0044,nzd0296-0045,nzd0296-0046,nzd0296-0047,nzd0296-0048,nzd0296-0049,nzd0296-0050,nzd0296-0051,nzd0296-0052,nzd0296-0037
2007-01-30 21:55:36.438000,L5,359.94,344.23,339.77,329.17,326.01,324.04,321.10,328.81,320.96,313.06,316.07,326.21,303.93,298.33,296.94,278.50,269.96,255.43,281.48,283.89,265.22,265.20,277.69,300.56,300.56,284.03,281.60,293.10,296.13,299.16,305.32,313.77,301.78,316.85,325.06,331.93,328.73,281.92,298.67,312.40,301.45,290.80,301.45,303.19,302.06,300.95,304.04,306.77,310.44,318.08,315.87,326.25,
2007-02-08 21:49:26.499000,L5,329.85,324.40,316.14,303.00,300.69,291.18,285.32,269.31,,,,,,,,,,,,,,,236.41,258.42,265.08,255.42,253.67,271.29,270.65,277.47,284.59,279.87,265.72,281.02,281.27,,,267.18,281.25,301.56,284.77,280.99,288.54,285.82,278.16,275.07,277.15,279.78,284.93,288.96,299.82,307.26,
2011-01-02 21:44:23.135000,L5,361.82,347.43,341.40,335.69,335.44,329.12,329.28,320.51,315.32,315.39,315.62,316.67,300.07,304.62,295.10,284.13,277.41,280.01,284.75,282.05,276.04,261.37,284.56,290.63,299.69,288.86,288.21,296.92,300.17,310.28,317.86,315.14,307.19,314.82,324.77,334.77,322.65,292.02,303.79,315.48,306.81,306.40,306.42,311.22,306.08,299.01,298.39,304.49,304.19,310.98,326.79,332.67,
2011-01-18 21:44:24.452000,L5,359.07,342.68,343.99,334.78,328.66,326.83,327.32,323.97,315.60,317.21,315.25,314.82,308.02,304.71,299.98,285.63,280.95,281.12,287.42,280.72,276.88,259.87,288.63,298.85,297.78,286.02,288.49,294.88,297.07,302.46,318.37,312.32,310.23,320.04,330.34,334.96,325.25,294.37,305.65,316.04,302.31,298.95,310.05,311.85,307.17,304.17,303.18,315.68,315.22,312.37,323.11,327.64,
2011-01-25 21:50:35.036000,L5,373.67,364.32,364.36,366.65,353.15,346.04,347.88,350.41,348.09,325.07,326.43,338.76,340.90,333.87,320.54,328.81,322.96,317.63,323.56,321.28,315.15,278.87,301.46,315.54,322.32,317.84,315.54,316.20,323.60,330.58,334.31,337.45,331.86,331.76,329.71,330.95,332.25,316.01,322.15,321.02,315.42,309.93,308.57,307.58,302.41,298.99,299.43,309.24,307.02,314.59,327.20,333.26,286.04
2011-10-24 21:48:11.730000,L5,368.28,350.11,344.48,342.23,337.02,324.03,316.61,319.30,315.58,313.15,313.16,323.34,317.32,310.70,290.35,282.22,276.06,264.70,267.32,269.75,263.26,235.90,,293.62,299.49,288.02,284.14,295.84,293.93,301.09,312.27,302.49,307.98,312.80,319.82,327.02,325.23,291.72,297.97,310.66,304.09,293.83,296.50,290.69,296.20,296.05,291.05,285.73,303.76,315.90,322.90,332.19,
2011-10-24 21:48:35.845000,L5,368.06,349.45,342.52,342.18,336.49,322.74,315.53,319.05,315.49,312.63,313.19,322.64,317.30,310.36,289.60,281.15,273.84,264.04,265.80,269.75,263.07,235.00,,293.28,299.31,287.98,283.13,295.94,293.02,301.75,312.44,301.89,306.03,313.76,319.70,326.35,324.64,291.79,298.50,310.91,303.55,293.53,295.81,290.36,295.31,295.65,291.07,284.88,303.65,315.42,322.90,331.62,
2013-05-15 21:56:27.145000,L8,324.89,331.82,307.38,304.86,289.07,279.47,305.35,277.87,274.68,265.05,266.16,282.23,260.92,,,,,235.53,238.51,250.43,251.44,217.04,,254.81,264.14,258.62,250.40,268.56,268.58,276.82,282.51,274.98,277.69,280.96,287.83,285.06,307.24,270.45,307.82,304.09,293.21,290.01,294.61,278.83,274.82,276.72,266.07,277.36,284.81,297.76,310.81,315.89,
2013-05-31 21:56:31.642000,L8,318.73,306.20,303.20,298.52,285.43,279.47,272.34,275.19,270.56,261.45,262.17,275.94,254.41,,,,,,,,,,,252.86,259.32,255.90,246.64,263.70,261.23,273.87,278.51,271.76,275.45,277.98,284.91,294.66,283.28,269.75,305.64,307.33,292.10,271.94,293.11,263.99,265.38,273.84,256.10,263.01,273.38,297.72,311.61,314.34,
2013-06-07 22:02:16.944000,L8,351.56,365.72,318.45,318.45,297.77,299.40,340.31,282.88,325.00,277.94,353.00,341.10,338.48,,,,,,,,,,,257.14,265.95,260.01,252.83,269.47,267.07,276.75,279.98,272.50,277.73,278.73,282.68,297.01,296.31,270.66,280.57,283.09,272.75,269.38,265.89,262.34,257.42,251.53,246.53,253.06,266.37,295.34,304.24,306.89,
2013-06-23 22:02:10.678000,L8,323.85,309.53,300.82,304.30,282.51,292.84,285.97,278.13,268.69,264.33,260.12,274.99,251.99,,254.29,249.69,242.96,239.77,238.31,250.43,247.43,,,252.49,261.21,257.08,249.38,264.96,264.32,273.91,280.56,274.71,276.47,280.45,279.15,301.83,296.15,271.62,286.78,304.93,279.05,271.35,271.35,261.19,262.59,265.37,254.79,258.37,273.36,292.48,311.78,319.95,
2013-06-23 22:02:34.637000,L8,322.58,308.66,300.05,303.64,280.94,291.16,285.41,277.20,267.82,262.45,259.85,272.29,251.44,,253.34,248.24,240.55,237.43,237.08,247.73,246.07,,,250.20,259.65,256.20,248.08,263.67,262.08,272.48,279.05,273.74,275.38,279.22,277.27,297.58,294.97,269.80,286.73,303.98,275.43,270.28,270.78,259.74,258.23,258.74,253.30,256.36,272.17,291.26,307.75,316.86,
2013-07-18 21:56:26.327000,L8,321.72,307.73,303.54,301.62,283.68,284.64,277.74,277.99,271.51,264.78,261.00,275.73,254.72,,,,,,,,,,,255.68,263.80,260.22,248.68,266.20,264.34,276.56,281.05,272.45,281.02,280.65,282.60,291.79,283.70,273.76,300.00,306.16,289.38,272.16,282.94,263.11,257.32,267.86,248.64,254.69,267.56,283.14,291.37,309.29,
2013-07-25 22:02:13.906000,L8,332.62,318.67,332.07,332.13,314.80,304.67,294.54,292.56,290.69,296.70,285.53,288.21,279.40,280.47,268.75,282.51,283.31,272.42,281.41,282.16,277.10,213.97,,284.31,276.05,281.39,290.38,293.57,297.39,303.77,310.24,309.60,302.84,307.19,317.69,314.52,319.24,292.51,298.73,295.95,286.75,282.33,285.68,279.78,274.77,273.88,273.13,280.12,291.66,308.06,303.98,313.35,279.05
2013-07-25 22:02:37.865000,L8,334.05,320.13,333.93,333.08,317.06,306.34,295.64,293.71,295.15,300.45,289.36,289.38,284.65,281.44,271.04,286.34,286.55,274.79,282.23,284.53,280.05,264.61,249.60,284.51,279.28,282.41,292.02,295.25,298.55,304.85,311.10,311.20,304.04,308.09,319.56,314.90,319.80,295.12,299.38,297.07,288.85,282.53,286.89,280.12,275.28,274.76,272.52,281.30,291.20,307.50,303.44,314.13,282.98
2013-08-26 22:02:18.205000,L8,326.15,313.50,304.17,299.24,286.13,285.05,284.78,277.69,274.01,268.10,263.91,280.04,259.14,,,,,,,,,,,258.84,264.89,259.74,248.08,265.54,264.21,276.41,278.46,271.07,279.01,276.56,283.19,291.87,290.74,271.15,284.43,282.10,281.70,273.67,274.03,264.13,259.63,263.71,260.33,262.85,273.10,288.35,297.34,307.26,
2013-10-06 21:56:21.607000,L8,334.58,314.31,307.31,313.86,289.94,297.01,297.82,293.67,277.13,279.15,268.71,281.82,260.55,,,,,,,,,,,258.26,264.42,259.94,253.49,267.54,267.20,279.27,286.04,271.98,276.98,280.89,288.61,302.83,302.48,269.77,296.34,301.10,290.60,279.54,289.34,279.26,276.24,276.64,257.36,252.60,274.49,297.86,312.74,312.20,
2013-10-29 22:01:58.276000,L8,330.08,311.74,306.42,303.90,297.96,291.10,287.00,278.79,281.51,275.89,282.63,284.85,263.21,,,,,,,,,,,261.59,268.22,266.83,256.89,270.43,269.81,281.88,285.83,277.09,277.66,281.71,287.63,293.63,284.61,272.48,292.28,294.27,290.99,279.76,282.11,267.17,259.71,275.46,262.81,261.82,273.10,296.31,315.54,316.15,
2013-10-29 22:02:22.230000,L8,329.65,311.57,306.27,303.11,297.70,290.68,286.76,278.55,281.09,275.52,281.66,284.54,262.80,,,,,,,,,,,261.22,267.92,266.16,255.60,270.27,269.51,281.71,285.55,276.71,277.23,281.40,287.33,292.95,284.51,272.11,291.90,291.88,290.33,279.33,280.98,266.73,258.21,275.33,262.11,261.04,272.60,295.56,315.04,315.64,
2013-11-07 21:56:13.098000,L8,318.95,308.91,307.17,305.39,290.31,281.68,292.20,291.03,276.90,267.61,262.43,282.09,256.27,,,,,,,,,,,256.99,264.14,258.41,251.76,269.21,265.11,279.39,284.38,270.10,269.19,276.04,272.64,,,267.68,272.74,292.59,277.35,276.15,288.60,275.92,268.81,267.04,263.69,263.93,274.19,294.70,300.20,309.42,
2013-11-14 22:01:57.437000,L8,327.72,317.80,307.32,307.65,289.83,296.37,290.45,290.62,281.83,271.49,269.54,283.06,263.27,,,,,,,,,,,261.80,264.41,262.99,248.61,268.24,268.73,278.43,284.54,272.62,272.78,276.81,289.01,315.57,298.78,269.99,302.85,304.75,293.65,275.57,287.06,282.46,281.69,280.49,263.16,279.10,290.85,308.09,316.35,324.06,
2013-11-14 22:02:21.400000,L8,324.85,313.75,306.04,298.74,288.46,291.84,285.98,284.11,276.93,267.41,267.41,281.48,261.06,,,,,,,,,,,259.97,262.84,260.90,247.17,266.36,264.76,276.93,282.52,270.36,270.07,274.06,286.46,292.65,291.81,269.02,285.51,294.62,289.42,271.84,272.24,273.05,275.33,277.81,257.83,257.35,272.09,304.55,313.87,321.48,
2013-11-30 22:02:16.559000,L8,403.99,398.03,364.06,362.89,332.56,309.38,303.59,303.28,323.23,317.04,329.72,330.01,328.03,291.75,279.19,269.72,262.50,267.39,289.54,293.66,275.82,219.14,314.15,313.61,317.45,303.14,310.73,314.89,316.55,321.48,329.18,335.12,338.43,340.55,346.44,345.95,320.38,312.49,320.68,314.31,321.22,308.93,305.49,296.10,296.63,289.79,289.55,291.70,301.77,314.92,323.47,324.61,
2013-12-16 22:01:45.949000,L8,317.41,302.31,304.74,297.05,288.61,292.66,284.81,277.13,272.46,266.49,264.06,276.02,252.66,,,,,,,,,,,257.06,256.82,261.90,247.83,263.85,260.62,271.89,274.66,268.31,271.31,277.30,288.75,317.50,316.90,269.16,288.84,297.75,295.11,267.16,271.71,267.37,268.15,272.06,259.65,275.75,272.14,307.84,309.66,319.33,
2013-12-16 22:02:09.908000,L8,319.02,304.95,306.00,300.46,289.97,300.36,296.24,289.88,276.30,268.45,265.80,277.56,254.65,,,,,,,,,,,259.30,258.28,285.40,248.37,264.82,261.15,273.27,276.19,269.61,272.04,278.28,290.34,324.67,318.62,269.25,295.28,302.96,296.20,268.12,289.31,270.04,275.48,274.75,272.84,279.38,277.52,308.48,310.44,319.68,
2014-02-02 22:01:17.613000,L8,324.83,308.01,297.31,295.78,286.85,293.73,290.56,291.72,267.61,271.27,262.23,273.63,255.51,,,,,,,,,,,262.39,270.66,264.87,264.05,266.39,272.63,278.83,283.78,276.54,273.26,285.10,301.32,312.34,301.29,269.98,294.25,295.98,286.23,279.83,283.84,273.37,271.63,275.67,271.76,275.62,283.42,293.86,307.10,314.90,
2014-02-02 22:01:41.567000,L8,351.96,354.19,373.65,353.93,345.79,340.97,336.75,335.85,339.30,332.25,329.25,345.52,322.06,317.61,303.04,295.88,297.61,293.77,289.13,298.82,297.99,291.20,311.02,316.05,320.20,323.63,324.43,331.64,333.03,329.36,336.23,326.45,328.38,329.70,330.04,334.11,325.24,333.53,328.79,323.47,314.32,309.63,307.85,306.70,302.28,305.30,300.91,306.85,305.62,319.09,331.49,340.78,307.34
2014-02-11 21:55:20.778000,L8,319.24,302.87,300.59,291.90,285.48,289.61,283.92,275.94,268.32,260.91,255.98,273.44,252.91,,,,,,,,,,,252.78,256.66,255.50,246.87,262.01,260.24,271.18,273.25,267.66,270.72,277.96,288.83,314.80,296.40,267.98,291.83,304.98,291.70,276.30,290.25,270.50,273.74,275.79,263.52,276.12,286.55,295.64,313.49,313.15,
2014-03-06 22:00:49.280000,L8,339.90,338.65,332.00,335.29,319.81,303.18,307.56,301.82,309.47,314.39,310.01,314.56,303.74,287.90,275.17,275.16,286.18,287.87,285.47,284.60,265.98,230.08,297.39,298.98,302.40,307.28,303.05,307.29,303.78,315.49,315.24,302.82,316.94,320.72,316.70,320.79,311.39,319.79,323.51,309.14,294.83,287.34,290.91,285.23,288.56,286.47,291.48,302.25,302.12,313.10,322.89,333.80,290.26
2014-03-06 22:01:13.234000,L8,339.63,338.02,331.48,334.82,319.88,302.83,307.82,301.56,308.89,314.41,309.99,314.12,303.40,287.89,274.53,274.97,285.04,286.43,285.31,284.17,265.21,228.61,296.72,298.09,301.54,308.21,302.24,306.84,303.03,315.28,314.29,303.06,316.48,320.05,316.39,320.02,310.83,318.77,322.85,307.89,294.66,286.46,289.27,284.50,287.65,285.85,290.29,300.69,301.42,312.56,320.81,332.60,288.81
2014-05-02 21:54:10.285000,L8,324.24,309.24,305.01,304.33,286.79,289.54,292.50,278.42,270.80,265.55,262.80,277.67,256.45,,,,,,,,,,,255.73,263.06,258.23,246.79,265.94,261.15,275.10,278.73,268.72,273.52,278.19,276.62,273.43,296.21,271.60,292.09,298.49,289.66,279.98,281.97,264.29,263.49,274.15,253.90,258.77,269.04,292.89,302.11,311.44,
2014-05-09 21:59:51.499000,L8,324.95,309.40,304.54,297.23,285.94,284.48,279.58,277.36,274.79,267.69,262.93,277.44,256.40,,,,,,,,,,,258.16,263.59,260.28,249.45,266.30,265.20,277.52,279.04,271.44,274.87,278.02,274.88,271.99,281.63,273.36,285.72,286.84,277.78,269.03,273.05,259.06,257.49,258.48,254.33,259.92,268.66,290.26,307.87,316.01,
2014-05-09 22:00:15.454000,L8,325.59,309.84,304.33,297.10,285.66,284.99,280.21,277.76,273.82,267.91,263.79,277.01,256.83,,,,,,,,,,,257.84,263.61,259.69,249.17,265.85,264.24,277.16,278.48,271.34,274.21,277.55,275.26,273.07,282.40,272.40,285.67,287.93,282.96,269.10,275.82,257.83,256.91,258.17,253.84,259.11,267.97,291.99,307.78,316.06,
2014-05-18 21:53:59.589000,L8,319.40,305.40,303.53,297.16,283.77,280.67,280.95,278.38,270.35,261.66,263.34,277.17,253.68,,,,,,,,,,,254.80,262.62,257.73,245.39,263.86,261.87,273.72,276.93,269.42,274.48,275.25,270.59,,,270.71,289.18,290.47,288.87,271.10,271.48,257.14,256.31,258.09,252.62,257.40,265.79,295.13,306.73,316.99,
2014-05-25 21:59:46.755000,L8,355.66,339.67,351.94,339.23,337.58,300.15,298.97,297.22,310.64,294.46,303.46,283.47,259.45,320.39,290.46,308.03,308.30,298.73,302.37,289.55,277.51,,302.58,303.38,319.73,302.92,251.94,270.18,289.88,293.43,324.42,327.45,330.04,326.99,322.36,297.09,285.34,314.21,324.18,314.18,311.37,305.37,302.48,290.96,290.87,292.30,295.47,297.47,296.41,312.04,320.10,331.16,
2014-05-25 22:00:10.718000,L8,319.16,304.24,302.77,296.87,281.15,285.22,284.56,276.88,270.91,264.79,263.29,277.05,254.57,,,,,,,,,,,258.23,262.74,258.65,246.59,264.46,260.31,275.83,274.11,269.99,273.14,276.67,282.75,291.76,279.57,270.47,314.22,306.91,300.92,269.03,289.11,255.26,254.25,257.25,253.10,257.00,268.70,305.92,305.35,318.42,
2014-06-19 21:54:11.305000,L8,327.32,309.48,304.28,300.52,283.89,282.07,285.10,284.35,277.99,271.88,265.96,280.34,257.36,,,,,,,,,,,257.64,262.24,258.60,245.90,265.39,263.24,274.82,279.68,269.73,276.10,278.12,279.19,289.81,293.85,272.81,291.32,302.47,288.41,271.25,272.95,264.49,261.57,264.30,256.48,261.72,271.18,295.37,308.96,320.58,
2014-07-05 21:54:17.655000,L8,323.27,305.09,303.00,296.17,283.16,278.32,276.17,276.19,274.42,265.96,264.90,280.66,255.64,,,,,,,,,,,254.07,259.32,257.75,245.75,265.00,259.95,275.90,276.76,267.22,273.92,275.17,275.70,285.13,282.54,271.72,285.91,294.25,273.83,269.63,269.33,261.12,256.92,261.33,254.11,259.88,268.53,293.38,296.31,311.64,
2014-07-12 22:00:07.159000,L8,327.21,314.21,305.43,303.48,281.72,279.83,279.50,282.36,274.79,268.95,266.78,280.69,260.93,,,,,,,,,,,257.42,264.67,257.53,245.82,264.92,261.97,275.57,279.13,268.75,270.89,278.00,276.27,287.62,289.02,271.93,289.32,307.44,288.80,270.18,270.14,262.90,257.37,265.07,254.96,258.71,268.91,300.60,302.76,317.31,
2014-07-12 22:00:31.114000,L8,326.90,313.51,304.61,303.02,280.92,279.60,280.18,283.31,271.35,266.53,266.64,280.32,259.85,,,,,,,,,,,256.37,263.47,256.10,245.14,264.63,261.69,274.78,277.50,268.10,268.11,277.63,275.77,286.68,289.13,271.00,290.05,307.32,292.40,268.89,269.79,262.09,256.94,265.55,253.95,257.23,267.96,300.36,301.67,316.58,
2014-07-21 21:54:20.985000,L8,345.73,320.07,305.33,307.87,286.59,286.67,288.64,289.09,277.92,273.36,268.67,283.34,262.68,,,,,,,,,,,256.50,264.07,257.75,245.30,266.38,261.65,275.24,280.12,269.43,275.74,278.05,279.11,289.01,292.15,274.40,297.20,307.58,294.46,270.68,300.92,266.83,257.81,269.23,249.84,259.25,266.92,302.65,313.68,320.57,
2014-08-06 21:54:29.719000,L8,325.68,311.93,306.00,303.13,285.73,282.99,276.08,276.49,275.30,269.81,270.83,280.71,255.72,,,,,,,,,,,256.80,263.99,259.91,247.09,266.99,264.14,276.00,279.76,269.22,275.50,277.48,275.54,286.13,294.89,273.99,291.62,295.70,286.27,270.23,273.20,262.57,258.29,260.51,254.57,259.29,271.09,299.36,308.55,319.27,
2014-08-13 22:00:18.767000,L8,341.88,331.00,318.66,322.01,318.65,316.09,311.15,305.17,303.57,305.12,303.50,293.80,302.91,285.35,299.07,289.47,289.29,289.29,300.16,299.75,281.16,272.62,296.38,291.25,298.23,296.02,297.58,300.17,294.51,313.54,304.95,293.54,317.61,323.45,327.64,323.91,318.93,306.70,312.51,312.94,304.19,294.40,295.40,290.35,285.70,287.48,287.67,286.61,296.36,312.81,325.02,334.70,
2014-08-13 22:00:42.730000,L8,314.99,301.59,297.26,293.16,277.75,273.18,267.19,267.78,265.82,259.29,256.44,,,,,,,,,,,,,,,,,,,,,,,,,,,264.95,273.93,277.71,268.40,258.83,262.10,253.18,251.51,252.51,246.43,252.33,262.49,280.12,283.60,304.32,
2014-09-07 21:54:36.706000,L8,324.84,310.94,305.47,303.17,289.01,293.89,291.55,277.51,276.18,271.88,272.56,282.60,262.80,,,,,,,,,,,259.63,264.51,259.65,248.27,268.66,267.67,276.29,280.53,270.64,276.70,278.64,281.56,291.60,306.81,273.54,298.81,309.63,304.24,283.18,299.52,271.32,277.09,289.75,256.06,266.16,285.22,306.06,310.80,323.39,
2014-09-23 21:54:33.372000,L8,320.78,306.60,304.59,297.11,286.02,278.51,278.67,275.78,269.75,264.61,261.53,276.61,257.56,,,,,,,,,,,253.54,262.04,257.45,245.98,264.92,263.35,274.09,276.78,268.59,276.17,273.02,265.25,,,269.61,292.29,305.85,290.25,274.50,286.49,262.00,257.98,270.17,254.46,263.48,275.25,296.35,311.21,312.83,
2014-10-25 21:54:40.727000,L8,320.75,306.17,303.09,296.24,286.62,280.25,277.11,273.16,269.88,264.45,262.03,275.51,253.67,,,,,,,,,,,252.62,258.50,257.39,246.64,264.75,261.28,274.74,277.37,268.51,271.39,274.75,274.55,,,267.02,281.71,305.96,271.91,270.15,275.24,257.32,256.31,264.15,252.66,259.37,269.52,286.92,307.53,312.73,
2014-11-01 22:00:26.566000,L8,323.28,305.45,303.53,296.28,286.98,283.38,279.59,272.03,269.74,267.43,264.75,280.26,252.94,,,,,,,,,,,255.16,259.26,258.26,248.06,265.85,264.89,276.28,276.26,269.18,271.38,275.57,242.53,,,268.79,280.69,299.01,284.02,269.78,272.39,257.97,257.03,264.94,254.62,259.08,271.61,295.55,301.61,308.97,
2014-11-01 22:00:50.529000,L8,321.57,304.09,303.04,295.46,286.20,281.92,278.33,270.71,268.98,265.48,263.76,279.13,252.46,,,,,,,,,,,253.47,257.71,257.21,247.22,264.67,263.50,274.99,274.54,268.33,269.74,274.29,278.55,,,267.68,278.00,292.71,276.88,268.20,270.64,257.42,256.26,261.95,253.41,257.86,270.14,290.84,297.63,307.39,
2014-11-17 22:00:50.637000,L8,321.01,305.04,301.39,294.21,285.53,283.44,285.01,272.66,269.00,267.94,263.67,275.57,253.46,,,,,,,,,,,254.69,261.80,258.47,247.91,264.28,261.49,273.70,278.66,269.72,271.08,275.83,279.99,271.01,286.60,267.50,274.86,308.29,289.11,271.79,272.02,256.51,253.83,257.62,254.05,258.04,269.11,290.50,309.97,308.94,
2014-12-03 22:00:25.829000,L8,323.02,309.67,304.88,298.40,287.39,278.63,273.14,270.75,270.41,265.01,262.90,278.81,253.30,,,,,,,,,,,259.83,264.03,263.95,250.14,267.95,263.17,276.16,279.57,269.64,274.35,277.95,286.26,293.88,286.30,270.86,281.35,314.05,272.24,272.09,275.90,261.75,257.92,261.36,258.32,263.11,272.43,307.61,318.77,316.33,
2015-01-04 22:00:17.911000,L8,319.93,305.13,302.19,294.40,286.47,278.72,273.54,269.18,267.96,261.58,262.54,276.40,251.35,,,,,,,,,,,256.30,260.82,260.31,248.78,262.08,260.33,271.84,272.06,267.73,272.15,277.06,289.43,303.28,279.53,269.18,284.88,303.78,293.28,269.62,287.40,260.33,257.71,261.48,258.28,263.64,272.59,290.75,310.38,309.80,
2015-01-04 22:00:41.874000,L8,320.23,305.34,302.52,294.70,286.91,279.03,273.81,269.39,268.30,261.97,262.99,276.94,251.57,,,,,,,,,,,256.68,261.23,260.59,249.23,262.46,260.82,272.31,272.56,268.12,272.70,277.77,289.71,303.73,279.55,269.43,285.25,303.93,293.59,269.93,286.65,261.38,258.08,263.44,258.46,264.00,272.65,291.35,310.68,309.81,
2015-04-03 21:53:50.839000,L8,324.12,317.00,300.50,294.16,284.13,278.19,277.18,274.38,266.38,258.82,258.33,275.18,252.32,,,,,,,,,,,250.78,261.38,258.68,242.79,264.65,254.55,277.16,280.29,270.12,268.91,273.04,278.31,278.34,278.89,267.80,304.01,303.86,267.73,263.49,273.11,255.13,252.92,256.88,247.46,260.07,269.54,296.53,301.97,305.30,
2015-04-19 21:53:50.674000,L8,320.71,305.92,301.29,294.62,282.44,277.38,275.40,270.61,266.74,259.16,257.07,,,,,,,,,,,,,251.85,259.52,257.69,244.11,263.15,254.88,276.61,284.25,272.84,,,,,,268.25,297.12,305.94,285.98,266.88,265.32,257.09,254.81,257.48,248.74,263.86,269.28,288.13,312.01,309.87,
2015-05-05 21:53:36.670000,L8,312.21,298.15,296.24,280.22,,,,,,,,,,,,,,,,,,,,248.34,256.43,254.09,239.03,261.31,247.93,274.01,276.97,266.23,,,,,,267.00,279.93,303.99,265.75,251.79,263.05,252.30,251.30,253.24,241.65,255.49,262.38,276.13,288.84,298.23,
2015-05-12 21:59:17.028000,L8,319.95,305.22,303.82,296.83,282.14,280.08,277.65,274.37,270.07,262.77,260.13,278.35,252.91,,,,,,,,,,,253.05,260.58,259.22,247.26,266.39,261.70,281.08,279.03,271.70,,,,,,270.50,287.33,303.69,274.81,266.01,267.68,256.74,256.11,259.13,250.34,264.55,270.81,290.18,300.20,306.65,
2015-05-12 21:59:40.983000,L8,319.52,304.67,303.15,296.31,280.89,279.41,276.94,273.89,268.92,261.89,259.51,275.96,252.40,,,,,,,,,,,250.83,259.38,258.08,246.28,265.03,260.44,279.93,277.58,271.08,,,,,,269.07,286.83,300.23,272.48,265.11,266.19,256.22,254.66,258.51,248.67,262.71,269.81,289.00,296.81,306.44,
2015-05-21 21:53:31.594000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.09,271.67,270.57,256.00,228.88,252.21,249.13,247.41,249.85,234.75,253.15,259.83,248.30,263.03,292.14,
2015-05-28 21:59:19.654000,L8,319.24,310.79,304.62,294.71,280.89,290.99,287.13,276.23,270.93,266.09,261.71,279.52,250.23,,,,,,,,,,,254.83,263.42,256.91,247.46,266.07,264.07,279.34,284.60,272.83,274.56,277.12,283.67,292.53,283.55,271.88,294.35,308.34,286.07,268.60,271.72,261.45,257.10,270.61,250.38,266.18,273.33,300.38,300.73,311.78,
2015-05-28 21:59:43.617000,L8,318.52,309.84,303.86,294.89,279.52,290.47,286.47,275.32,269.31,263.25,261.43,279.24,250.05,,,,,,,,,,,253.23,262.36,255.16,246.40,265.17,263.64,278.83,283.73,272.16,273.49,276.23,282.51,291.67,282.94,270.58,294.16,307.43,286.63,268.20,270.76,259.49,256.14,271.06,248.98,264.07,271.66,299.71,298.71,312.08,
2015-06-06 21:53:40.583000,L8,319.51,306.31,302.34,292.49,278.65,283.61,279.63,276.80,268.88,263.66,257.11,,,,,,,,,,,,,248.59,257.02,253.25,242.04,262.49,254.77,276.16,280.67,268.41,,,,,,268.46,290.79,293.84,275.95,273.21,265.56,257.45,257.20,263.32,248.28,260.56,271.49,294.72,291.02,303.85,
2015-06-13 21:59:55.847000,L8,319.98,305.59,302.72,293.32,277.91,283.51,278.39,276.21,267.97,262.40,257.01,,,,,,,,,,,,,255.79,258.21,262.21,254.41,269.03,273.42,281.04,280.82,266.72,,,,,,265.84,282.70,283.69,266.65,256.63,260.48,252.37,252.05,253.97,245.46,257.62,264.99,279.86,286.07,304.37,
2015-07-15 21:59:48.397000,L8,325.51,304.14,305.64,295.34,285.32,282.94,276.22,274.97,273.30,265.09,263.74,280.42,255.42,,,,,,,,,,,260.36,264.13,259.07,248.76,264.43,266.94,278.34,281.10,277.45,273.84,272.56,268.20,,,273.43,297.55,297.92,278.57,266.62,273.16,257.84,257.03,276.90,251.72,266.09,270.24,338.35,346.76,325.29,
2015-07-15 22:00:12.360000,L8,307.81,289.58,292.36,275.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.87,273.36,272.73,258.75,233.73,253.78,249.61,248.74,249.37,235.82,249.94,245.81,,,,
2015-08-25 21:54:15.555000,L8,323.74,307.49,305.39,298.04,287.15,286.02,282.24,275.32,271.41,268.09,267.38,280.11,257.37,,,,,,,,,,,255.63,264.01,259.31,249.29,268.83,267.15,281.81,284.88,276.81,275.32,273.60,239.34,,,272.86,294.47,305.70,294.26,269.63,285.77,257.56,276.89,274.40,249.88,265.35,273.71,297.05,303.72,318.97,
2015-10-03 22:00:16.404000,L8,325.58,295.14,301.77,292.85,284.38,286.13,276.08,269.39,269.73,258.84,257.17,276.87,248.66,,,,,,,,,,,251.78,256.54,256.45,245.73,260.74,258.97,276.80,275.51,265.23,,,,,,266.54,288.57,287.31,281.07,263.54,266.54,258.94,258.77,260.01,249.14,261.87,269.66,305.74,306.95,311.84,
