dates,nzd0290-0000,nzd0290-0004,nzd0290-0005,nzd0290-0001,nzd0290-0002,nzd0290-0003
2023-07-06 21:53:37+00:00,244.80266666666665,317.70714285714286,324.1453333333333,293.19250000000005,292.89428571428573,326.82272727272726
2023-07-14 21:53:46+00:00,239.048125,317.60400000000004,324.8625,292.13230769230773,292.814,326.0791666666667
2023-07-29 21:59:55+00:00,234.86666666666667,315.92266666666666,323.57125,285.9123076923077,290.27733333333333,321.2525
2023-07-30 21:53:54+00:00,234.86666666666667,314.994375,322.6823529411765,281.29285714285714,288.961875,317.38
2023-08-14 22:00:01+00:00,224.58153846153846,311.0966666666667,320.615625,272.2876923076923,284.74733333333336,310.12
2023-08-31 21:54:04+00:00,213.42454545454547,312.33714285714285,321.1346666666667,272.2558333333333,286.24538461538464,309.26300000000003
2023-09-07 22:00:13+00:00,209.33999999999997,311.6192307692308,321.5466666666667,270.2245454545454,285.55833333333334,306.2555555555556
2023-09-15 22:00:20+00:00,205.221,311.6192307692308,321.6166666666667,270.2245454545454,285.55833333333334,306.2555555555556
2023-09-16 21:54:08+00:00,207.8972727272727,311.6192307692308,320.12375,270.2245454545454,285.55833333333334,299.14500000000004
2023-10-09 22:00:24+00:00,203.99399999999997,313.73833333333334,320.5693333333333,270.867,287.93363636363637,299.38500000000005
2023-10-18 21:54:12+00:00,212.92181818181817,314.9230769230769,321.569375,274.56454545454545,290.0575,301.9145454545455
2023-11-03 21:54:16+00:00,217.6709090909091,317.22153846153844,323.545,277.6525,293.7008333333333,304.1791666666667
2023-11-10 22:00:23+00:00,227.6590909090909,319.53153846153845,324.885625,280.4015384615385,297.0275,306.2923076923077
2023-11-11 21:54:15+00:00,234.50916666666663,320.15785714285715,325.204705882353,282.4578571428571,297.8353846153846,307.6985714285714
2023-11-26 22:00:29+00:00,240.73461538461535,320.60066666666665,325.59277777777777,284.19,298.49285714285713,309.2566666666667
2023-12-13 21:54:22+00:00,253.01230769230767,320.89066666666673,324.87111111111113,285.1186666666666,298.22285714285715,309.93266666666665
2023-12-20 22:00:35+00:00,255.645,320.616875,324.02684210526314,285.096875,297.3766666666667,310.699375
2024-01-06 21:54:09+00:00,284.58,319.67928571428575,321.8205882352941,286.22499999999997,296.62615384615384,308.9342857142857
2024-01-13 22:00:23+00:00,297.8958333333333,320.76928571428573,322.06176470588235,289.4321428571428,298.2876923076923,310.73285714285714
2024-02-06 22:00:34+00:00,296.8115384615385,323.45461538461535,323.11625,299.72153846153844,302.46000000000004,317.1376923076923
2024-02-07 21:54:10+00:00,296.955,323.5335714285714,323.7035294117647,300.17285714285714,302.90615384615387,317.8092857142857
2024-02-14 22:00:19+00:00,295.26533333333333,325.015,323.74470588235295,304.87,304.13,322.0235714285714
2024-02-15 21:54:18+00:00,295.466875,325.2026666666667,324.44444444444446,305.3353333333333,304.5814285714286,323.1793333333333
2024-02-23 21:54:07+00:00,295.2423529411765,325.34687499999995,324.7757894736842,305.449375,304.6933333333333,324.13874999999996
2024-03-01 22:00:12+00:00,293.8938888888889,324.42125,323.1273684210526,306.20333333333326,302.603125,323.6370588235294
2024-03-09 22:00:26+00:00,294.3333333333333,322.61294117647054,323.20684210526315,306.20333333333326,300.2082352941176,322.76
2024-03-17 22:00:02+00:00,295.9461111111111,321.6361111111111,325.2838888888889,306.20333333333326,298.5877777777778,327.09555555555556
2024-03-26 21:53:40+00:00,295.2005263157895,321.91473684210524,325.6178947368421,306.28,299.03736842105263,327.6878947368421
2024-04-18 21:59:42+00:00,294.18222222222226,321.74555555555554,325.1983333333333,305.81733333333335,297.9511111111111,328.22444444444443
2024-04-26 21:59:52+00:00,292.69000000000005,321.5057894736842,324.5278947368421,305.81733333333335,297.0131578947368,327.65
2024-04-27 21:53:28+00:00,292.3865,322.004,324.989,305.78625,297.543,327.852
2024-05-04 21:59:34+00:00,291.5210526315789,320.74899999999997,323.24899999999997,305.39733333333334,296.84736842105264,326.76200000000006
2024-05-29 21:53:06+00:00,287.005625,320.00111111111113,322.90833333333336,304.14846153846156,295.59529411764703,326.53999999999996
2024-06-05 21:59:20+00:00,287.005625,319.48631578947374,322.4715789473684,304.14846153846156,294.5222222222222,325.56157894736845
2024-06-21 21:59:29+00:00,284.26928571428573,319.5877777777778,323.4377777777778,304.63916666666665,294.9441176470588,325.1516666666667
2024-07-07 21:59:37+00:00,281.97923076923075,318.24555555555554,322.2655555555555,304.1036363636364,292.96411764705886,323.46555555555557
2024-07-08 21:53:25+00:00,281.97923076923075,317.44052631578944,322.0694736842105,304.1036363636364,291.9122222222222,322.24105263157895
2024-07-23 21:59:51+00:00,279.43416666666667,315.5694736842105,320.37789473684205,302.083,288.79833333333335,321.0833333333333
2024-07-24 21:53:29+00:00,279.43416666666667,313.6705,319.311,302.083,286.78315789473686,321.0833333333333
2024-09-01 22:00:00+00:00,274.1328571428572,310.945,319.634,302.8533333333333,283.4661538461538,318.5330769230769
2024-09-02 21:53:56+00:00,274.82875,310.945,320.145625,301.8,283.4661538461538,318.7285714285714
2024-09-10 21:53:52+00:00,274.96999999999997,307.75642857142856,319.65875,301.8,283.24384615384616,319.5653846153846
2024-10-12 21:54:03+00:00,279.2971428571429,307.64076923076925,320.49066666666664,301.6385714285715,284.40500000000003,318.9841666666667
2024-10-19 22:00:22+00:00,280.7471428571429,307.2692307692308,319.84000000000003,301.9042857142857,284.5833333333333,317.7916666666667
2024-10-20 21:54:09+00:00,283.91625,308.34071428571434,320.96125,302.97125,286.67692307692306,318.7838461538462
2024-11-12 22:00:14+00:00,290.4514285714286,307.66333333333336,322.44571428571425,303.225,287.35083333333336,319.63272727272727
2024-12-14 22:00:15+00:00,289.10875,305.70727272727277,320.36538461538464,300.16625,285.62454545454545,319.245
2024-12-23 21:54:07+00:00,291.28333333333336,305.4118181818182,320.4392307692308,301.94374999999997,285.9709090909091,319.738
2025-01-07 22:00:21+00:00,291.28333333333336,306.05111111111114,321.44545454545454,301.94374999999997,288.63222222222225,321.57444444444445
2025-01-24 21:54:03+00:00,293.16600000000005,313.01874999999995,328.20300000000003,302.65,299.94874999999996,322.008
2025-02-08 22:00:23+00:00,293.3463636363636,313.76666666666665,327.44363636363636,301.977,300.60555555555555,322.0854545454545
2025-02-24 22:00:21+00:00,291.3025,312.421,325.6933333333333,299.87727272727267,298.27799999999996,321.0375
2025-02-25 21:53:55+00:00,291.8569230769231,313.55454545454546,326.4384615384615,300.80833333333334,299.3618181818182,321.66230769230776
2025-03-12 22:00:17+00:00,294.34363636363634,320.006,326.1890909090909,301.896,303.398,321.71727272727276
2025-03-13 21:53:52+00:00,293.54,319.85090909090906,326.95916666666665,301.64181818181817,303.40727272727275,321.2175
2025-03-21 21:53:56+00:00,289.48692307692306,319.85090909090906,324.0138461538462,301.64181818181817,297.715,321.2175
2025-03-29 21:53:43+00:00,287.2421428571428,317.8483333333333,322.5585714285714,301.64181818181817,293.5023076923077,319.20692307692303
2025-04-05 21:59:53+00:00,284.8,315.2707692307692,321.03266666666667,301.64181818181817,290.4635714285714,319.20692307692303
2025-04-06 21:53:55+00:00,284.5725,315.46642857142854,322.180625,301.825,291.75266666666664,319.0607142857143
2025-04-13 22:00:07+00:00,283.444375,315.23357142857145,322.116875,301.66333333333336,291.7853333333333,318.6021428571429
