dates,satname,nzd0290-0000,nzd0290-0001,nzd0290-0002,nzd0290-0003,nzd0290-0004,nzd0290-0005
1999-09-29 21:53:16.190000,L7,415.99,441.96,442.73,412.36,,
1999-10-24 21:46:56.203000,L7,416.02,,,,333.30,340.01
2000-01-19 21:53:01.775000,L7,366.78,393.31,389.71,378.36,381.41,369.45
2000-05-03 21:46:19.161000,L7,,,,,,401.81
2000-05-19 21:46:07.873000,L7,,425.64,427.94,431.93,430.25,426.80
2000-08-07 21:45:08.975000,L7,,407.68,406.52,415.30,,
2000-10-26 21:44:22.850000,L7,413.85,,,,332.32,385.40
2001-01-05 21:50:40.530000,L7,422.22,437.03,,,,
2001-01-14 21:44:33.150000,L7,351.55,435.87,388.06,434.94,440.57,408.57
2001-01-21 21:50:46.402000,L7,358.84,385.09,372.67,375.40,374.14,
2001-04-20 21:44:10.657000,L7,,437.13,447.24,332.34,339.71,403.50
2001-10-13 21:42:15.922000,L7,330.12,,,,,
2001-10-29 21:42:21.289000,L7,326.92,,,,,
2002-02-18 21:42:54.191000,L7,,458.71,401.59,406.07,,
2002-02-25 21:49:11.892000,L7,358.32,379.77,465.43,438.30,435.09,418.09
2002-07-19 21:48:33.434000,L7,,,,,,308.14
2002-09-05 21:48:14.221000,L7,394.51,391.73,408.33,377.59,391.09,375.40
2002-10-23 21:48:03.157000,L7,430.25,427.71,429.19,447.14,455.73,435.38
2002-11-01 21:41:54.382000,L7,413.87,422.24,428.89,417.91,412.54,392.43
2002-11-17 21:42:06.289000,L7,307.97,,,,,
2002-12-26 21:48:36.012000,L7,395.73,410.98,,,,
2003-01-27 21:48:45.095000,L7,351.06,373.40,387.44,387.54,341.08,403.58
2003-02-05 21:42:41.878000,L7,418.25,431.33,429.63,413.69,404.84,379.08
2003-02-21 21:42:44.547000,L7,424.44,425.47,428.92,426.36,417.83,447.42
2003-05-03 21:49:01.134000,L7,,411.93,420.24,425.21,427.67,406.35
2003-07-30 21:36:57.157000,L5,,,,329.48,334.31,344.13
2003-09-25 21:31:42.973000,L5,,,,,327.00,329.83
2003-11-19 21:38:38.232000,L5,,,,337.36,351.14,347.97
2003-11-28 21:32:34.027000,L5,,,,340.06,340.14,331.29
2003-12-14 21:32:38.364000,L5,,,,,328.76,321.73
2003-12-30 21:32:48.382000,L5,,,,338.64,346.41,343.40
