dates,nzd0197-0000,nzd0197-0001,nzd0197-0002,nzd0197-0003,nzd0197-0004,nzd0197-0005,nzd0197-0006,nzd0197-0007,nzd0197-0008,nzd0197-0009,nzd0197-0010,nzd0197-0011,nzd0197-0012,nzd0197-0013,nzd0197-0014,nzd0197-0015,nzd0197-0016,nzd0197-0017,nzd0197-0018,nzd0197-0019,nzd0197-0020,nzd0197-0021,nzd0197-0022,nzd0197-0023,nzd0197-0024,nzd0197-0025,nzd0197-0026,nzd0197-0027,nzd0197-0028,nzd0197-0029,nzd0197-0030,nzd0197-0031,nzd0197-0032,nzd0197-0033,nzd0197-0034,nzd0197-0035,nzd0197-0036,nzd0197-0037,nzd0197-0038,nzd0197-0039,nzd0197-0040,nzd0197-0041
2004-05-20 21:46:44+00:00,,,,,309.06,213.655,214.59500000000003,253.63499999999996,204.98000000000002,,216.41500000000002,220.53000000000003,246.45499999999998,,,,227.61333333333334,265.95000000000005,252.03,258.66333333333336,249.72000000000006,248.99,247.56499999999997,232.265,229.86333333333334,250.07666666666668,275.01,297.47,249.99,275.45500000000004,268.46000000000004,290.58666666666664,296.23,264.56,260.89,290.79,,,,,,
2004-07-07 21:48:09+00:00,,,,,309.06,213.655,214.59500000000003,253.63499999999996,204.98000000000002,,216.41500000000002,220.53000000000003,246.45499999999998,,,,238.45250000000001,268.0475,255.07,259.59000000000003,253.9766666666667,252.63666666666668,244.5233333333333,235.40333333333334,231.7725,252.0075,275.01,297.47,266.28000000000003,275.79,271.815,291.13750000000005,295.9575,261.4,260.605,293.815,,,,,,
2004-07-23 21:48:33+00:00,,,,,311.525,230.36333333333332,214.71333333333334,253.63499999999996,204.98000000000002,,220.23000000000002,222.16,246.06666666666663,259.18,243.15,,244.64000000000001,268.76000000000005,256.344,260.184,255.89250000000004,253.275,246.85,236.425,232.92000000000002,252.67,278.74,297.47,272.0,276.4875,270.37,291.338,296.572,262.3233333333333,261.0233333333333,293.54333333333335,,273.8,,,,
2004-09-25 21:50:07+00:00,,,,,311.525,235.10499999999996,217.265,260.01,211.44,,221.82000000000002,226.885,247.53499999999997,259.18,243.15,,249.75750000000002,269.875,257.75,261.71000000000004,254.93750000000006,252.4975,247.1675,237.0825,232.41800000000003,251.81799999999998,273.4633333333333,301.56,279.72,279.65250000000003,272.70799999999997,291.88800000000003,297.804,263.99,259.5933333333333,288.56666666666666,,273.8,,,,
2004-10-20 21:44:28+00:00,351.84,303.64,,,333.21500000000003,291.80999999999995,214.95,294.5,,269.74,243.40999999999997,243.38000000000002,260.635,273.775,274.01500000000004,297.39,267.295,275.6875,266.24749999999995,267.4125,261.46200000000005,257.602,254.724,245.51400000000004,241.02399999999997,260.764,286.82,339.39,299.86,289.51,282.274,298.524,303.788,263.99,259.5933333333333,302.87,334.6,301.78499999999997,325.64,321.02,309.27,308.11
2004-10-27 21:50:47+00:00,351.04499999999996,301.28499999999997,248.13,,333.4866666666667,295.14,214.95,284.97,,262.01,248.7833333333333,251.86,266.51,278.26666666666665,285.1133333333334,293.83,270.172,276.258,268.74399999999997,269.412,263.90500000000003,260.1116666666667,257.18,248.75666666666666,242.87833333333333,263.1166666666666,293.11249999999995,338.995,305.694,295.164,288.305,302.24833333333333,307.74666666666667,263.99,259.5933333333333,308.64799999999997,327.15999999999997,304.9633333333333,318.655,315.65999999999997,310.54499999999996,308.165
2005-01-15 21:52:09+00:00,348.90333333333336,297.40333333333336,248.13,,341.7375,304.605,214.95,291.73,,257.96666666666664,250.22749999999996,252.57,267.6825,278.57,292.7375,298.1933333333333,287.3125,286.095,280.1875,280.4975,272.746,267.198,268.878,260.51,252.158,272.646,297.52799999999996,333.84999999999997,309.934,301.552,298.562,308.18600000000004,318.78000000000003,266.58000000000004,259.23,320.83599999999996,331.96,313.735,317.8566666666666,312.3033333333333,308.00666666666666,305.8866666666667
2005-01-24 21:46:06+00:00,348.90333333333336,297.40333333333336,248.13,,341.84,318.21333333333337,218.51,282.7,199.16,257.96666666666664,246.76749999999998,253.06500000000003,268.0425,285.0333333333333,309.2666666666667,298.1933333333333,275.235,284.5425,277.755,280.51500000000004,272.09000000000003,266.95400000000006,269.7,265.765,251.36000000000004,276.97749999999996,295.03599999999994,324.6,308.13199999999995,300.88,299.57399999999996,305.53000000000003,316.25800000000004,264.545,256.6,322.474,331.96,319.1175,309.0175,312.3033333333333,308.00666666666666,305.8866666666667
2005-02-25 21:46:35+00:00,333.14,286.045,229.99,226.78,333.412,304.935,222.98,276.114,215.345,257.96666666666664,241.60999999999999,248.38400000000001,265.298,285.0333333333333,309.2666666666667,298.1933333333333,265.54,281.01,273.35,276.672,269.5266666666667,265.0816666666667,267.5233333333333,261.03,248.52,272.03999999999996,294.06333333333333,321.02,305.9166666666667,298.22666666666663,295.97499999999997,302.95666666666665,312.54833333333335,266.55,266.51,319.60999999999996,331.96,312.174,304.822,312.3033333333333,308.00666666666666,305.8866666666667
2005-03-04 21:52:52+00:00,326.73,280.808,225.36333333333334,227.515,329.2183333333333,300.08000000000004,227.51,273.62333333333333,226.56333333333336,257.96666666666664,238.1533333333333,246.21,263.81666666666666,285.0333333333333,309.2666666666667,298.1933333333333,258.5833333333333,279.3983333333333,270.7866666666667,275.19666666666666,268.4571428571429,264.08714285714285,266.8885714285714,258.09999999999997,247.41714285714286,270.59,295.2342857142857,319.7316666666667,304.2785714285714,296.44714285714286,293.0185714285714,301.1014285714286,310.94,264.985,287.49333333333334,318.73999999999995,325.17999999999995,309.7966666666667,303.49833333333333,302.48499999999996,300.40999999999997,301.0775
2005-03-29 21:46:54+00:00,324.1933333333333,277.78,226.07,232.26,329.00857142857143,297.86,234.3425,272.24,232.1925,247.4275,237.47857142857143,245.97285714285718,262.70285714285717,285.0333333333333,309.2666666666667,298.1933333333333,253.6542857142857,279.5828571428571,270.14142857142855,275.05,271.97,267.3342857142857,270.70714285714286,262.6766666666667,250.58714285714288,274.55333333333334,302.30571428571426,318.97285714285715,306.66142857142853,297.2557142857143,293.36285714285714,300.6,312.1557142857143,265.5875,315.47333333333336,325.0928571428571,322.522,308.3542857142857,301.3085714285714,302.48499999999996,300.40999999999997,301.0775
2005-04-21 21:53:10+00:00,318.664,272.608,226.07,232.26,328.73285714285714,297.96500000000003,234.3425,273.3728571428572,243.17200000000003,239.99,239.21857142857138,247.67428571428576,262.92285714285714,286.40333333333336,310.9333333333334,297.58666666666664,246.97,279.6328571428571,270.4157142857143,275.57714285714286,271.81857142857143,268.61,270.6928571428572,264.1716666666667,250.6714285714286,274.59,303.1528571428571,319.82142857142856,307.4414285714285,297.4942857142857,293.40999999999997,300.8885714285715,311.92,265.5875,325.135,325.40000000000003,321.69599999999997,308.1257142857143,301.67142857142863,296.3066666666666,302.155,303.7675
2005-06-08 21:53:33+00:00,310.7675,266.0275,218.71666666666667,232.26,326.15714285714284,297.19800000000004,234.3425,273.02833333333336,243.17200000000003,232.84500000000003,235.8333333333333,244.15,260.3666666666667,285.98,312.7450000000001,301.245,240.02799999999996,278.5728571428571,268.3257142857143,275.2716666666667,269.44714285714286,265.86285714285714,268.6142857142857,259.61999999999995,247.47,270.3616666666666,301.67999999999995,316.69166666666666,303.8433333333333,294.11333333333334,289.23499999999996,296.38,307.6671428571429,265.5875,325.135,324.34,322.18999999999994,307.5933333333333,300.00500000000005,289.30999999999995,298.93333333333334,302.2833333333333
2005-07-19 21:47:39+00:00,299.4833333333333,258.1566666666666,218.71666666666667,232.26,319.435,288.24750000000006,234.3425,266.584,243.17200000000003,215.81,232.105,242.04000000000005,256.7416666666666,292.48,309.88,295.57,223.92999999999998,274.61,263.985,271.266,265.74142857142857,261.1985714285714,263.30285714285714,251.54666666666665,241.91857142857143,263.50166666666667,298.1216666666666,315.318,300.59999999999997,291.25600000000003,286.04799999999994,292.95142857142855,300.42,265.452,325.135,317.65200000000004,315.7333333333333,301.102,296.754,273.03,296.93499999999995,302.76
2005-10-30 21:54:03+00:00,,,,,330.355,314.73,292.19,282.72,283.41,,232.19,279.87,270.94,297.96,316.04,293.17,,278.02,276.235,289.43,271.85666666666674,263.1066666666666,263.4433333333333,251.13666666666668,241.72000000000003,261.43666666666667,293.84,354.5,341.69,339.5,333.39,304.9366666666667,309.43333333333334,264.91,349.73,329.95,323.26,316.81,314.64,,323.71,326.96
2005-11-24 21:48:28+00:00,,277.38,230.19,241.95,328.6166666666666,298.53499999999997,270.34,272.295,263.47,205.2,233.73999999999995,260.225,266.90333333333336,278.37,292.21000000000004,293.17,226.99,275.12333333333333,270.2266666666667,276.435,269.495,260.82,262.2125,248.8225,240.49000000000004,260.3,295.50999999999993,333.245,315.745,318.49,316.195,304.1825,310.49,267.19000000000005,349.73,310.28999999999996,303.15,303.255,302.93499999999995,,302.405,308.91499999999996
2006-02-28 21:50:40+00:00,271.92,263.14,220.86,233.175,329.66,291.34999999999997,264.7366666666666,270.31333333333333,255.71333333333334,217.575,232.80499999999995,251.38,269.07666666666665,273.6033333333333,283.6833333333334,293.17,242.85500000000002,274.50333333333333,269.78666666666663,272.6066666666666,271.92666666666673,264.7866666666667,266.2,254.33666666666667,245.7366666666667,266.12000000000006,296.40999999999997,324.42333333333335,307.1933333333333,307.9666666666667,305.26666666666665,310.48333333333335,316.06333333333333,271.11,330.135,311.50666666666666,296.93333333333334,300.12,299.21666666666664,,294.99,300.67
2006-04-08 21:57:36+00:00,271.92,263.14,220.86,233.175,329.66,291.34999999999997,254.89999999999998,265.96000000000004,255.71333333333334,217.575,232.80499999999995,238.6125,263.21,268.315,283.6833333333334,293.17,235.38000000000002,271.13,264.3675,267.33,265.5325,260.8825,261.98749999999995,254.33666666666667,239.70000000000005,259.40000000000003,296.40999999999997,293.77,297.03499999999997,298.7275,294.07,302.7725,308.3075,266.8333333333333,299.61,306.10249999999996,296.93333333333334,295.22,295.47499999999997,,294.99,300.67
2006-06-27 21:58:48+00:00,271.92,248.9,211.53,224.4,319.22,270.07000000000005,229.43666666666664,259.62500000000006,240.2,229.95,229.81499999999997,209.31666666666663,250.92333333333332,259.0566666666666,266.63,,248.13666666666668,267.53,257.6766666666667,259.68333333333334,259.60666666666674,256.2866666666667,254.9666666666667,245.78,233.87333333333336,252.92999999999998,291.49999999999994,236.75333333333333,274.68666666666667,277.00333333333333,271.5933333333333,286.77333333333337,292.20000000000005,265.1166666666666,260.37666666666667,301.91499999999996,284.69999999999993,288.70666666666665,287.47666666666663,,280.16,284.18
2006-07-13 21:59:02+00:00,271.92,248.9,211.53,224.4,318.8666666666667,271.0,227.83999999999997,262.11,244.66,229.95,231.72666666666666,216.65499999999997,252.8925,260.3275,256.77000000000004,,254.56,269.6225,259.1575,261.0525,261.51500000000004,257.935,256.9125,247.01666666666665,235.50750000000002,255.125,291.49999999999994,221.39499999999998,276.64,276.9175,273.61,288.31500000000005,293.52500000000003,264.685,251.28750000000002,301.91499999999996,284.69999999999993,290.7975,287.1925,,280.16,284.18
2006-08-07 21:53:11+00:00,271.92,255.53500000000003,213.60500000000002,229.3,319.06,272.90000000000003,229.32599999999996,262.4375,246.33666666666667,225.3,231.14499999999998,220.25,252.132,260.808,259.3,,256.998,269.298,260.244,261.696,261.75200000000007,257.592,257.496,246.835,236.546,256.07399999999996,291.49999999999994,222.58800000000002,279.86,277.844,273.166,290.37600000000003,294.344,267.48199999999997,250.032,304.9766666666667,290.55999999999995,291.86199999999997,289.284,,280.16,284.18
2006-08-23 21:53:23+00:00,271.92,252.21333333333337,213.85,228.07666666666668,319.062,274.36,228.13666666666666,262.92600000000004,244.875,225.3,229.942,221.5633333333333,251.39333333333335,260.61499999999995,256.76500000000004,,258.335,269.315,260.0133333333333,261.785,261.5783333333334,257.32666666666665,257.8233333333333,246.584,236.98666666666668,256.52833333333336,290.86999999999995,235.26999999999998,281.48,278.3233333333333,274.2,289.8566666666667,294.1566666666667,270.4316666666667,250.23000000000002,306.095,293.29249999999996,291.145,289.7233333333333,,280.16,284.18
2006-10-10 21:53:56+00:00,307.31,260.43666666666667,219.49333333333334,232.9333333333333,319.37,277.41,229.298,266.16,247.9775,230.04500000000002,232.43,227.218,253.57600000000002,262.354,257.15500000000003,,266.956,270.71999999999997,261.726,264.636,263.756,258.8,259.76,244.49,239.036,259.74,293.5433333333333,242.91199999999998,287.40199999999993,281.986,279.094,294.102,298.46400000000006,279.076,238.07000000000002,311.75333333333333,300.60999999999996,295.112,291.88,281.98,292.88,289.28
2006-12-13 21:54:31+00:00,307.31,263.4425,222.0,234.3,319.37,277.41,229.83333333333334,263.852,248.56,224.1833333333333,231.93666666666664,228.31499999999997,253.67499999999998,262.354,257.15500000000003,,259.32166666666666,270.35999999999996,260.4566666666667,264.41333333333336,263.45,258.0916666666667,259.87,244.49833333333333,238.50833333333335,258.78833333333336,293.26,253.16833333333332,285.25666666666666,283.72499999999997,280.3,293.51500000000004,299.7766666666667,277.755,238.07000000000002,314.12,302.18199999999996,296.3616666666667,293.525,281.98,292.88,289.28
2007-01-30 21:54:48+00:00,285.155,260.646,219.56199999999998,232.192,311.6,282.16,238.954,263.284,248.68,223.58,229.75,232.748,251.442,258.6125,256.84250000000003,,253.372,268.178,258.46799999999996,264.278,260.86800000000005,255.548,259.996,243.27799999999996,238.05000000000004,258.58000000000004,295.7575,289.616,287.72799999999995,287.334,281.754,292.62,299.51,280.86199999999997,255.09,313.396,305.44999999999993,296.448,296.592,269.24,284.85,285.985
2009-11-26 21:56:28+00:00,282.22,267.96,229.84,242.33,323.22,291.94,244.31,265.17,246.69,217.47,228.65,236.8,258.98,254.86,216.8,,224.52,269.61,256.43,249.23,263.28,249.61,256.73,242.53,239.31,257.57,298.27,308.28,289.05,290.99,282.86,297.18,310.1,263.74,,322.69,290.19,289.34,283.16,263.47,280.49,288.79
2010-01-13 21:56:49+00:00,270.19000000000005,265.015,230.015,242.22500000000002,323.22,291.94,246.93,262.68,223.135,209.16,228.28,236.195,258.08000000000004,254.86,216.8,,209.35000000000002,271.38,258.25,257.125,264.59,255.335,256.69,242.53,236.555,257.57,297.53499999999997,308.03999999999996,282.76,291.725,282.86,297.18,310.1,263.74,,319.645,298.16499999999996,292.27,274.93,263.47,280.49,288.79
2010-10-28 21:55:51+00:00,,263.21,226.35,243.43,321.99,285.2,256.59,258.86,235.76,206.8,230.29,232.0,255.56,270.21,,,240.56,271.35,262.31,,267.76,253.11,264.62,250.86,238.86,257.73,296.92,304.96,291.64,291.77,274.89,290.18,305.07,280.44,249.35,317.88,287.74,281.3,283.87,267.79,279.59,285.83
2010-12-31 21:55:56+00:00,271.4,264.325,226.16,245.47,323.05,286.525,251.04999999999998,261.475,238.20499999999998,205.075,234.135,234.825,258.52,270.615,235.88,,228.135,272.76,261.985,,267.15999999999997,258.65,261.36,250.46,239.695,258.605,300.45500000000004,304.995,295.24,293.40999999999997,281.01,295.05,306.125,277.125,249.35,319.77,296.315,287.025,286.65,269.51,282.105,286.905
2011-01-09 21:49:46+00:00,269.81,265.46999999999997,225.51,244.71666666666667,320.94,281.27,246.17,261.58,238.70666666666668,209.49666666666667,232.83333333333334,237.12666666666667,259.7633333333333,266.44,235.88,,222.12,270.53000000000003,260.81,261.72,266.19666666666666,258.19666666666666,262.2766666666667,246.47333333333336,239.39333333333335,259.31333333333333,301.15333333333336,304.9066666666667,297.1666666666667,293.87666666666667,278.95666666666665,294.19666666666666,305.8433333333333,277.125,239.39,316.18666666666667,294.19666666666666,288.82666666666665,282.72333333333336,269.51,280.24333333333334,287.96
2011-01-16 21:55:58+00:00,269.81,264.4575,222.5,246.76749999999998,322.3175,284.28499999999997,248.84,263.17,242.9625,210.7225,229.42499999999998,235.8425,258.8,266.44,235.88,,219.035,271.5025,258.7275,263.665,266.4375,258.55,263.065,246.47333333333336,231.16750000000002,261.635,303.3675,305.145,295.95,294.1775,280.7075,291.9,304.5825,277.125,239.39,317.58,298.3375,292.0525,286.0625,269.51,280.24333333333334,287.96
2011-01-25 21:49:47+00:00,269.81,264.962,223.38600000000002,247.11999999999998,323.504,283.62399999999997,247.31199999999998,263.442,243.546,209.064,231.488,237.738,259.412,266.44,235.88,,219.974,272.812,261.692,262.27333333333337,266.36199999999997,259.564,264.432,245.475,233.23000000000002,264.06600000000003,303.892,308.248,297.414,296.918,281.04,293.336,305.532,267.42,238.49,319.284,298.772,294.508,286.712,275.28333333333336,281.3325,289.7925
2011-02-17 21:56:00+00:00,261.40000000000003,263.95,223.505,246.19500000000002,323.13166666666666,280.815,244.33833333333334,263.31333333333333,237.34666666666666,209.064,232.66,238.37666666666667,260.31666666666666,268.9,229.95499999999998,,219.974,273.8,261.77333333333337,262.27333333333337,266.935,258.09833333333336,264.76,246.06199999999998,234.45833333333334,263.32166666666666,303.56,307.20166666666665,296.7583333333333,296.73,280.96666666666664,293.87666666666667,304.305,267.57,238.49,316.8666666666667,298.772,292.93333333333334,285.695,275.28333333333336,281.034,289.09000000000003
2011-10-24 21:47:48+00:00,,,,,,,,299.26,,,272.64,279.03,290.2,301.08,,309.58,,298.88,289.95,297.2,296.73,289.23,290.62,283.67,268.23,,330.57,339.56,328.06,328.18,,,,,,343.97,,,,,,322.95
2013-04-11 22:08:15+00:00,,,,,,,,,,,,,,,,,237.53,258.13,260.87,266.37,257.32,256.73,255.5,,,,,,,270.08,258.54,256.65,282.45,,313.42,299.09,286.12,271.26,,,,
2013-05-29 22:08:05+00:00,,247.59,203.16,263.08,305.07,258.01,,252.65,239.89,172.49,221.29,222.24,247.5,254.84,258.69,,252.64499999999998,262.84000000000003,248.985,253.97,241.07,260.81,259.855,254.96,237.89,252.48,285.97,288.42,280.08,270.375,265.9,260.7,284.28,294.03,313.985,285.45,286.545,274.43,275.42,269.17,263.08,271.14
2013-06-23 22:01:46+00:00,239.76,238.94,201.83499999999998,246.07999999999998,305.07,254.315,239.83,248.425,237.865,172.49,220.3,203.265,246.25,253.655,258.69,,257.1066666666666,264.3833333333334,255.61333333333334,260.6066666666666,248.2833333333333,261.88,260.48333333333335,252.71,236.595,251.905,285.9,288.27,271.01,270.51,267.93333333333334,260.73,285.05333333333334,288.18499999999995,313.3433333333333,289.7033333333333,287.34666666666664,275.64000000000004,275.42,268.21000000000004,263.815,269.77
2013-06-30 22:08:00+00:00,239.76,233.76,201.07666666666668,243.85999999999999,303.35,251.79999999999998,237.97000000000003,239.51333333333332,237.13333333333333,169.515,219.24,209.61666666666667,246.04666666666665,253.03666666666666,258.69,,258.92999999999995,264.485,251.7075,255.6925,242.795,261.91499999999996,261.065,251.32000000000002,235.6,251.14333333333335,284.68666666666667,287.48,271.01,270.2875,268.52,260.3575,284.895,288.18499999999995,313.3433333333333,290.8125,286.26,275.0975,275.42,268.21000000000004,263.815,269.77
2013-07-09 22:01:50+00:00,242.495,238.515,202.6375,249.725,304.51666666666665,252.525,241.45333333333335,234.6725,237.9325,191.54,220.5825,215.37,247.005,252.8825,259.58000000000004,,260.608,265.18,255.3,255.6925,242.795,261.91499999999996,261.065,251.32000000000002,235.6,251.14333333333335,284.68666666666667,287.48,271.01,270.2875,268.52,259.116,284.744,290.17333333333335,313.76,291.816,286.26,275.0975,275.42,268.21000000000004,263.815,269.77
2013-09-02 22:08:04+00:00,234.6,238.515,202.41199999999998,249.725,304.51666666666665,243.55599999999998,241.2475,236.36999999999998,237.17399999999998,198.585,219.498,215.82600000000002,246.142,252.43400000000003,259.58000000000004,,259.04333333333335,264.125,256.52833333333336,258.196,246.61599999999999,261.11,260.444,240.7225,228.3075,239.82,284.68666666666667,286.5875,272.46,270.062,264.162,260.17333333333335,284.94,290.17333333333335,308.524,287.73499999999996,285.546,275.148,275.42,268.21000000000004,262.85999999999996,269.3066666666667
2013-11-05 22:07:46+00:00,251.14249999999998,242.22600000000003,203.09333333333333,246.654,305.58500000000004,243.51,242.93200000000002,240.0233333333333,237.51999999999998,205.598,220.215,218.47166666666666,246.81166666666664,251.91666666666666,259.58000000000004,,261.6616666666667,263.95,257.25000000000006,259.412,247.78199999999998,262.088,261.456,241.17399999999998,228.436,240.72200000000004,284.34749999999997,286.834,274.08,270.8,266.014,262.52666666666664,286.115,291.0275,308.582,288.3616666666667,286.30800000000005,276.636,264.495,261.58,264.78499999999997,270.875
2013-11-14 22:01:33+00:00,266.198,242.22600000000003,203.09333333333333,246.654,305.58500000000004,243.51,242.93200000000002,244.96714285714285,243.59714285714284,216.59666666666666,225.94428571428574,218.47166666666666,250.42428571428573,253.72714285714284,264.2633333333333,270.52,263.2857142857143,264.64,259.46285714285716,262.8933333333334,251.92999999999998,263.45,262.7033333333333,244.60333333333332,231.10333333333332,243.81833333333336,286.392,288.88166666666666,278.196,272.68666666666667,269.20166666666665,266.0328571428571,287.79714285714283,293.67199999999997,310.77166666666665,291.63714285714286,290.4983333333334,279.385,273.09666666666664,268.15,268.93199999999996,273.57399999999996
2013-11-21 22:07:37+00:00,273.9633333333333,246.13833333333332,203.95857142857145,246.654,306.872,245.3385714285714,244.56166666666664,246.8125,244.17,219.64857142857142,226.0125,220.58285714285714,250.38875000000002,253.905,263.0575,254.535,263.515,264.30125,260.41125,264.17571428571426,254.03571428571428,263.52714285714285,262.8257142857143,246.3114285714286,232.01,245.01,287.02833333333336,289.74,279.92333333333335,273.36428571428576,270.4042857142857,267.6425,288.52,294.64666666666665,311.7942857142857,293.63375,290.91285714285715,280.4414285714286,275.7575,269.872,269.93666666666667,274.76
2014-01-24 22:07:09+00:00,292.15999999999997,259.00333333333333,205.1925,232.09,308.02000000000004,238.02249999999998,247.0025,257.654,247.942,239.054,228.30599999999998,226.98499999999999,252.398,254.9275,266.53499999999997,245.38333333333333,255.24399999999997,261.47799999999995,267.598,272.972,266.19599999999997,263.314,262.748,243.7,230.32200000000003,242.408,288.7175,290.684,284.084,275.436,270.13800000000003,274.87,291.02200000000005,298.0225,311.052,297.898,293.08000000000004,282.454,276.4425,271.5875,271.762,276.646
2014-02-09 22:06:57+00:00,292.15999999999997,259.00333333333333,205.1925,232.09,308.02000000000004,238.02249999999998,247.0025,257.654,247.942,239.054,228.30599999999998,226.98499999999999,252.398,254.9275,266.53499999999997,245.38333333333333,255.24399999999997,267.3666666666666,268.2033333333333,274.25,267.3233333333333,264.72833333333335,263.78833333333336,247.1583333333333,232.81333333333336,245.4383333333333,290.024,291.89,285.56166666666667,276.3733333333333,272.68,277.48,291.87166666666667,299.556,312.98,299.8,293.73,283.89,284.286,271.5875,271.762,276.646
2014-02-25 22:06:44+00:00,292.15999999999997,252.7525,203.892,224.10666666666665,304.63750000000005,237.28000000000003,245.44400000000002,255.54,245.73833333333332,239.054,225.33666666666667,224.02599999999998,249.98833333333334,254.9275,266.53499999999997,237.075,254.10166666666666,267.3666666666666,267.12857142857143,273.04285714285714,265.85714285714283,263.7528571428571,262.3757142857143,245.33571428571426,232.55857142857144,245.6285714285714,289.085,290.9942857142857,285.56166666666667,275.78285714285715,272.67,274.9057142857143,290.8228571428571,298.88,312.49285714285713,299.36857142857144,292.57142857142856,283.89,282.5466666666667,271.5875,269.8933333333333,275.27666666666664
2014-03-06 22:00:25+00:00,310.4975,249.67600000000002,203.834,220.23250000000002,303.446,242.73600000000002,245.10399999999998,255.58333333333334,246.07333333333335,241.262,224.9416666666667,224.06,249.72,247.0475,266.53499999999997,237.075,253.99166666666665,269.07,267.15142857142854,272.6385714285714,265.7257142857143,263.4485714285714,262.15857142857146,249.58714285714285,236.09285714285716,251.70000000000002,288.38714285714286,291.4214285714286,286.2833333333333,276.42285714285714,276.43571428571425,274.03142857142853,290.60571428571427,298.88,315.87,303.8157142857143,292.9171428571429,283.6666666666667,281.28000000000003,269.202,269.785,275.275
2014-03-29 22:06:15+00:00,310.4975,249.67600000000002,203.834,220.23250000000002,303.446,242.73600000000002,245.10399999999998,255.58333333333334,246.07333333333335,241.262,224.9416666666667,224.06,249.72,247.0475,266.53499999999997,237.075,253.99166666666665,273.7183333333333,267.9875,273.81125,267.03125,264.57375,263.18125,251.57625,237.35875,253.03625,289.31875,292.20875,287.1271428571428,276.82875,277.365,275.89625,291.18874999999997,299.8528571428571,316.73125000000005,304.57125,293.39875,284.6657142857143,282.77,271.06166666666667,270.59857142857146,276.15285714285716
2014-04-23 21:59:43+00:00,310.4975,249.67600000000002,203.834,220.23250000000002,303.446,242.73600000000002,245.10399999999998,255.58333333333334,246.07333333333335,241.262,224.9416666666667,224.06,249.72,247.0475,266.53499999999997,237.075,253.99166666666665,274.3157142857143,269.1333333333333,274.86333333333334,268.04,265.5111111111111,264.13444444444445,253.08666666666664,238.4711111111111,254.16333333333336,290.36555555555555,293.53555555555556,288.215,277.5755555555556,278.4222222222222,277.30111111111114,291.87777777777774,300.81624999999997,317.7277777777778,305.2744444444445,293.9611111111111,285.8425,284.10555555555555,272.3828571428572,271.85875,277.6775
2014-04-30 22:05:46+00:00,309.03000000000003,249.84833333333336,203.83666666666667,222.83800000000002,303.4216666666667,243.18833333333336,244.56833333333336,254.01142857142858,244.90285714285716,239.61833333333334,223.83,224.38166666666666,248.69571428571427,247.0475,266.53499999999997,237.075,254.20571428571427,272.52,268.89099999999996,274.582,267.27200000000005,264.002,264.13444444444445,253.08666666666664,238.4711111111111,254.16333333333336,290.36555555555555,293.53555555555556,288.215,276.996,274.966,275.16700000000003,290.781,299.81777777777774,317.7277777777778,304.774,293.196,284.6688888888889,284.10555555555555,271.805,271.04555555555555,276.98555555555555
2014-08-20 22:06:06+00:00,302.57500000000005,240.05,201.185,219.94,298.405,240.55499999999998,240.1375,244.82,230.60750000000002,231.08000000000004,214.26999999999998,219.19,240.065,219.12,,212.15,251.48,278.2699999999999,266.40500000000003,272.32666666666665,265.0266666666667,261.03666666666663,262.18,249.204,238.01799999999997,254.208,289.342,291.57,289.2366666666666,275.34333333333336,272.08666666666664,268.50333333333333,287.96166666666664,300.1449999999999,315.93199999999996,302.1383333333333,288.7033333333333,281.712,283.87999999999994,272.02250000000004,266.7233333333333,274.46666666666664
2014-11-08 22:06:16+00:00,301.565,241.45499999999998,201.81,226.89,298.145,248.39499999999998,242.185,247.60500000000002,226.3,230.17,217.66,220.18,242.54,,252.39,223.74,259.91,257.36,260.59000000000003,267.55,261.59000000000003,258.03499999999997,259.53,242.71499999999997,232.345,248.125,285.365,287.03,,272.15,270.91499999999996,259.84000000000003,286.105,,309.63,295.685,279.935,275.36,275.2,268.1,260.79,269.475
2015-02-28 22:05:48+00:00,308.56,244.79,202.64,224.03,299.14,245.28,245.475,244.88,242.79,233.355,218.35000000000002,224.26999999999998,247.365,216.09,238.8,219.27,263.5,259.46500000000003,265.985,271.08500000000004,266.21000000000004,261.47,262.03,246.305,232.33499999999998,245.9,288.65999999999997,292.535,287.82,275.59000000000003,273.96000000000004,265.33500000000004,288.345,297.02,311.87,297.24,282.245,276.71000000000004,276.83,269.855,264.925,272.525
