dates,nzd0197-0000,nzd0197-0001,nzd0197-0002,nzd0197-0003,nzd0197-0004,nzd0197-0005,nzd0197-0006,nzd0197-0007,nzd0197-0008,nzd0197-0009,nzd0197-0010,nzd0197-0011,nzd0197-0012,nzd0197-0013,nzd0197-0014,nzd0197-0015,nzd0197-0016,nzd0197-0017,nzd0197-0018,nzd0197-0019,nzd0197-0020,nzd0197-0021,nzd0197-0022,nzd0197-0023,nzd0197-0024,nzd0197-0025,nzd0197-0026,nzd0197-0027,nzd0197-0028,nzd0197-0029,nzd0197-0030,nzd0197-0031,nzd0197-0032,nzd0197-0033,nzd0197-0034,nzd0197-0035,nzd0197-0036,nzd0197-0037,nzd0197-0038,nzd0197-0039,nzd0197-0040,nzd0197-0041
2001-03-26 21:50:01+00:00,237.39,246.66,181.6,205.78,263.78499999999997,226.49333333333334,196.315,191.095,215.08,162.93,,296.58,303.285,228.22,251.79000000000002,245.7625,221.71599999999998,236.87600000000003,258.21799999999996,261.4575,257.18,249.686,238.154,220.8725,203.3033333333333,162.22,262.05600000000004,275.40999999999997,280.578,271.832,269.8,262.565,281.1483333333333,235.35,307.002,281.12,259.55833333333334,250.79166666666666,254.38199999999998,257.42499999999995,249.17749999999998,256.056
2001-06-21 21:55:29+00:00,,,,,276.65,239.7,202.54,196.77,215.08,162.93,,,299.47,226.38,250.31333333333336,240.78999999999996,218.68666666666664,236.45333333333338,256.43333333333334,260.465,255.87500000000006,246.48666666666668,229.01,193.76666666666665,174.765,168.57999999999998,245.22250000000003,265.02,278.9325,271.58500000000004,267.74,254.82750000000001,280.48249999999996,243.17333333333332,305.19666666666666,268.885,253.73999999999998,254.17999999999998,248.07999999999996,258.1049999999999,249.79499999999996,256.5933333333333
2001-09-09 21:54:36+00:00,,,,,276.65,239.7,202.54,196.77,215.08,162.93,,,,,248.7,230.18,222.76,235.33,244.32,,,239.95999999999998,221.1,182.695,175.53500000000003,175.98,236.26,251.60500000000002,276.755,269.31666666666666,257.0233333333333,248.3766666666667,277.95,248.88,312.1,248.71333333333334,249.2733333333333,241.065,239.07999999999998,252.05,213.695,249.365
2001-09-25 21:54:28+00:00,228.34,213.29,178.72,196.01,,,,,,179.69,,,,229.0,219.43,250.5,235.24,234.63,239.73,258.29,251.97,244.58499999999998,224.0666666666667,193.17999999999998,192.20000000000002,193.78,245.37,267.965,271.165,269.2966666666667,261.43,248.20000000000005,277.93,261.86,311.28,250.77499999999998,258.74999999999994,242.25,261.63,254.53999999999996,189.84,250.4
2001-10-11 21:54:09+00:00,228.34,213.29,178.72,196.01,,,,,,179.69,,,,229.0,219.43,250.5,235.24,234.63,239.73,258.29,251.97,247.0233333333333,229.6275,206.1325,203.155,193.78,254.3425,267.965,271.165,269.2966666666667,261.43,248.20000000000005,277.93,261.86,311.28,250.77499999999998,258.74999999999994,242.25,261.63,254.53999999999996,189.84,250.4
2001-11-05 21:48:14+00:00,228.34,213.29,178.72,196.01,,,,,,179.69,,,,229.0,219.43,250.5,235.24,234.63,239.73,258.29,251.97,247.0233333333333,229.6275,206.1325,203.155,193.78,245.5,262.2233333333333,259.50666666666666,267.21000000000004,256.725,248.85250000000002,276.3775,261.86,311.28,246.96666666666667,253.80499999999998,239.83333333333334,261.63,254.53999999999996,189.84,250.4
2002-01-24 21:48:42+00:00,228.34,220.0,178.37,196.01,,,,,,179.69,,,,225.9,235.055,231.035,235.24,234.63,248.885,258.46000000000004,239.81500000000003,247.2975,236.45999999999998,218.50250000000003,216.8325,230.28500000000003,248.914,260.4525,260.31333333333333,267.87,254.8825,258.63000000000005,280.40999999999997,247.5,312.03499999999997,245.00333333333333,253.855,241.23250000000002,257.59666666666664,254.29999999999995,192.58,253.575
2002-01-31 21:54:50+00:00,228.34,220.0,178.37,196.01,,,,,,179.69,,,,223.87,239.71666666666667,221.30666666666664,235.24,234.63,248.885,259.33,245.6266666666667,247.68,235.03199999999998,210.834,216.8325,230.28500000000003,244.45166666666668,266.9,263.625,269.038,257.704,259.832,281.27599999999995,237.98000000000002,310.94666666666666,244.9,253.948,241.844,258.97749999999996,256.28499999999997,188.9275,253.575
2002-02-25 21:48:47+00:00,228.34,225.24,178.59666666666666,196.87,254.01,,,,,176.45999999999998,,,,223.87,239.71666666666667,221.30666666666664,235.24,234.63,252.29333333333338,259.7125,246.875,247.83666666666667,235.0333333333333,203.80333333333337,218.458,233.16333333333333,244.45166666666668,264.82,265.864,269.57166666666666,255.08333333333334,260.1933333333333,281.4833333333333,235.48250000000002,310.6375,244.9,253.20666666666668,241.53166666666667,255.52799999999996,255.272,187.048,253.575
2002-03-29 21:48:39+00:00,,231.21500000000003,178.53499999999997,197.73,254.01,,,,,173.23,,,,221.305,249.85999999999999,206.70999999999998,,,258.57500000000005,260.18666666666667,245.17666666666665,249.4625,236.80249999999995,207.77000000000004,230.9033333333333,243.95499999999998,238.6275,263.24749999999995,265.24249999999995,269.7775,252.75,260.40250000000003,281.155,226.69000000000003,310.42333333333335,244.17666666666665,243.37999999999997,238.988,251.45999999999995,255.76,185.18666666666664,256.75
2002-06-01 21:48:28+00:00,,231.21500000000003,178.53499999999997,197.73,254.01,241.9,201.73,187.41,195.84,173.23,,,,221.305,249.85999999999999,206.70999999999998,,,258.57500000000005,260.18666666666667,242.5275,246.00750000000002,233.375,193.60500000000002,228.34499999999997,243.95499999999998,230.36666666666665,265.12249999999995,275.0825,272.8375,254.7525,265.455,276.62,220.43,310.42333333333335,246.59000000000003,244.48249999999996,239.985,247.745,253.645,185.18666666666664,256.75
2002-08-27 21:54:00+00:00,,,,,217.2,242.59,205.51999999999998,193.60500000000002,199.66,178.43,,313.44,318.37,,256.69,,,,,,244.91000000000003,242.21,231.40499999999997,215.88,224.6,235.69,239.605,267.53999999999996,279.065,272.75,257.33500000000004,267.765,267.70500000000004,201.65,311.61,247.51,235.18499999999995,237.87,248.60000000000002,247.3,,
2002-10-07 21:47:33+00:00,,,,,217.2,242.59,205.51999999999998,193.60500000000002,199.66,178.43,,303.58000000000004,318.37,232.76,257.35,250.86,232.46,238.9,261.08,262.01,248.66000000000005,244.6966666666667,236.1833333333333,225.29666666666665,229.45499999999998,243.39499999999998,252.79,277.06,279.66333333333336,273.58666666666664,261.8833333333334,268.6933333333333,273.41,201.65,305.45500000000004,256.95,263.43499999999995,247.32999999999998,253.91333333333333,253.515,,258.52
2002-10-14 21:53:43+00:00,,,,,217.2,242.59,205.51999999999998,193.60500000000002,199.66,178.43,,303.58000000000004,318.37,232.76,257.35,250.86,232.46,238.9,261.08,262.01,248.66000000000005,244.6966666666667,236.1833333333333,225.29666666666665,229.45499999999998,243.39499999999998,252.79,277.06,286.055,280.12,272.04,276.4175,284.5625,201.65,305.45500000000004,256.95,275.71,247.32999999999998,253.91333333333333,253.515,,258.52
2002-10-23 21:47:39+00:00,,,,,217.2,242.59,205.51999999999998,193.60500000000002,199.66,178.43,,303.58000000000004,318.37,232.76,257.35,250.86,232.46,238.9,261.08,257.565,248.66000000000005,243.7225,235.32,227.75,227.67333333333332,243.39499999999998,257.915,278.31,284.082,277.696,267.0,273.61800000000005,282.466,208.84,300.37,251.99,270.96999999999997,244.82000000000002,250.5275,250.75,194.87,254.04
2003-01-18 21:54:30+00:00,,,,,217.2,243.28,209.31,199.8,203.48,178.43,,295.46000000000004,311.425,232.76,257.35,284.78,225.03000000000003,240.15,263.83000000000004,258.8066666666667,256.8766666666667,247.5075,239.34499999999997,241.6875,229.695,245.84,271.4375,286.8775,285.992,278.626,270.938,273.43600000000004,288.684,216.03,303.47249999999997,263.4325,273.39799999999997,253.0675,260.085,274.67,258.64,278.93333333333334
2003-04-24 21:54:46+00:00,,,,,,,,,,,,279.22,304.48,,,318.7,217.6,241.4,266.58,261.29,259.23,253.22,248.7,244.08,229.665,244.0,261.77,273.22,257.24,264.235,270.31,270.11,284.67,,312.78,297.76,283.11,277.81,274.83,319.06,322.41,328.72
2003-05-03 21:48:37+00:00,,,,,,,,,,,,279.22,304.48,,,318.7,217.6,241.4,266.58,261.29,259.23,253.22,248.7,244.08,229.665,244.0,261.77,267.60999999999996,254.4766666666667,261.59,252.73000000000002,260.08500000000004,275.65000000000003,206.05,312.78,297.76,283.11,277.81,274.83,319.06,322.41,328.72
2003-07-21 21:42:33+00:00,259.36,,205.24,217.7,232.28,228.2,205.08,,,,,,,,,,260.72,264.13,250.72,258.4,256.56,247.16,247.95,238.4,229.245,244.93,255.35,255.15999999999997,253.48000000000002,261.5933333333333,259.285,270.985,284.16,243.11,,286.18,297.54,290.47,282.72,,,
2003-08-15 21:36:48+00:00,264.42,,207.76,221.93,273.125,228.2,210.84,260.13,203.37,,232.25,,250.77,262.96,251.99,,264.89500000000004,267.625,258.725,259.585,259.45000000000005,250.70499999999998,251.69499999999996,243.445,232.74666666666667,248.50333333333333,265.77666666666664,255.15999999999997,263.4225,268.26,266.71333333333337,277.31666666666666,289.40000000000003,255.7966666666667,270.17,295.15,297.54,290.47,282.72,,,
2003-10-25 21:44:04+00:00,296.93333333333334,332.12,207.76,221.93,297.38,228.2,210.84,272.72,203.37,265.79,232.25,274.98,270.22,262.96,251.99,311.19,279.4666666666667,275.68666666666667,269.62000000000006,268.8433333333333,268.7266666666667,262.28000000000003,262.2366666666666,256.18666666666667,247.26,267.58666666666664,292.46666666666664,256.39,274.77000000000004,274.13666666666666,266.71333333333337,277.31666666666666,289.40000000000003,255.7966666666667,270.17,295.15,297.54,290.47,300.025,311.23,326.24,320.44
2004-03-17 21:45:08+00:00,361.96,332.12,,,345.89,220.88,209.61,266.28499999999997,198.52,265.79,217.05,243.84500000000003,266.4,,,311.19,266.39000000000004,278.055,271.065,270.72,267.67500000000007,266.19500000000005,263.125,253.74500000000003,247.51000000000005,271.055,292.28999999999996,293.38,253.77,271.54,271.72,293.65,295.41,,260.89,290.79,,,317.33,311.23,326.24,320.44
2004-04-18 21:45:49+00:00,361.96,332.12,,,327.475,213.655,214.59500000000003,264.1933333333333,204.98000000000002,265.79,216.41500000000002,238.68000000000004,260.86,,,311.19,252.13000000000002,274.91333333333336,264.78333333333336,268.45,267.67500000000007,266.19500000000005,263.125,253.74500000000003,240.7266666666667,263.62333333333333,290.52,297.47,249.99,275.45500000000004,272.535,290.475,295.78000000000003,,260.89,290.79,,,317.33,311.23,326.24,320.44
