dates,satname,nzd0005-0000,nzd0005-0001,nzd0005-0006,nzd0005-0007,nzd0005-0008,nzd0005-0012,nzd0005-0013,nzd0005-0014,nzd0005-0018,nzd0005-0019,nzd0005-0020,nzd0005-0021,nzd0005-0022,nzd0005-0023,nzd0005-0024,nzd0005-0025,nzd0005-0026,nzd0005-0027,nzd0005-0028,nzd0005-0030,nzd0005-0031,nzd0005-0032,nzd0005-0033,nzd0005-0034,nzd0005-0035,nzd0005-0036,nzd0005-0037,nzd0005-0038,nzd0005-0039,nzd0005-0040,nzd0005-0041,nzd0005-0005,nzd0005-0015,nzd0005-0016,nzd0005-0017,nzd0005-0029,nzd0005-0002,nzd0005-0003,nzd0005-0004,nzd0005-0009,nzd0005-0010,nzd0005-0011
2022-08-08 22:18:05.196000,L8,306.83,278.67,273.65,329.85,279.75,326.26,325.34,328.96,308.64,304.79,297.65,293.53,292.78,294.89,295.13,299.84,302.48,294.62,277.77,269.68,262.80,259.09,249.06,255.33,255.78,229.90,265.09,274.93,287.72,310.25,309.96,262.69,320.66,322.78,313.29,274.30,270.79,265.53,263.94,,227.53,282.38
2022-09-09 22:18:11.619000,L8,295.95,268.60,268.10,306.69,265.89,257.40,290.12,273.05,287.68,282.20,286.27,278.58,273.09,274.03,274.02,277.18,279.10,273.38,260.66,249.70,248.06,242.82,235.63,244.03,241.87,211.22,236.17,,,,,254.94,273.38,278.41,284.61,245.03,267.06,258.79,255.38,,,
2022-10-19 22:18:03.080000,L9,300.97,268.62,268.82,321.79,268.82,308.31,304.42,287.99,296.71,288.67,287.45,281.38,277.31,278.34,282.54,281.04,282.38,278.79,262.75,253.91,252.32,247.05,235.81,250.03,252.68,226.01,259.32,266.57,283.23,294.67,297.63,258.13,279.84,289.70,291.54,251.48,267.87,263.18,260.31,,,
2022-10-27 22:18:13.761000,L8,300.72,275.22,267.36,312.47,261.51,297.32,302.69,291.94,291.47,283.55,280.00,276.94,271.43,274.49,276.26,277.09,277.88,276.40,261.71,251.43,248.10,244.35,232.30,247.18,249.07,221.19,256.43,264.56,278.28,293.94,295.14,258.77,284.05,290.18,287.18,248.81,268.91,263.43,259.47,,,
2022-11-04 22:18:00.514000,L9,304.45,272.05,273.55,327.11,275.78,310.30,309.25,294.33,300.01,292.56,289.84,284.44,281.47,280.03,285.36,283.79,286.47,284.15,266.66,256.95,253.48,248.54,237.30,249.11,254.20,226.53,262.34,268.14,287.21,300.93,304.16,262.04,286.89,295.31,297.58,256.56,269.13,265.51,263.43,,,
2022-11-12 22:18:10.437000,L8,,,262.32,304.07,249.84,,,,,249.38,264.83,257.78,,,,,,,,,238.39,232.73,225.05,229.92,241.65,214.16,235.31,,254.65,273.27,271.03,,,,,,,,,,,
2022-12-22 22:17:59.519000,L9,,,,,,,,,,,,,,,,,,,,,232.17,226.84,225.78,234.55,241.62,216.83,249.31,255.11,271.45,288.47,286.42,,,,,,,,,,,
2023-01-15 22:17:53.980000,L8,,,,,,,,,,,,,,,,,,,,,240.95,236.38,230.94,241.27,245.22,216.97,254.54,264.00,278.56,293.64,292.12,,,,,,,,,,,
2023-02-08 22:18:06.517000,L9,297.89,262.82,262.14,303.58,258.01,,,,281.41,281.35,277.17,271.67,275.00,270.79,272.49,231.19,,,,,238.17,232.17,229.76,237.89,251.78,224.31,260.95,303.69,277.48,301.27,300.86,,276.51,283.12,290.28,,,,,,,
2023-02-16 22:17:50.035000,L8,,,,,,,,,,,,,,,,,,,,,236.92,226.17,226.48,234.19,243.24,184.44,247.79,262.46,273.45,289.05,280.36,,,,,,,,,,,
2023-03-04 22:17:37.574000,L8,,,241.15,307.78,257.54,,288.68,276.07,286.09,285.02,280.11,274.79,271.95,269.98,270.59,270.56,,,,245.36,244.75,241.73,234.71,242.08,248.70,220.86,257.03,261.43,325.39,379.22,,,269.73,277.74,288.31,225.99,,,,,,
2023-05-15 22:17:12.111000,L9,,,263.31,252.38,263.95,,,,225.31,280.51,278.57,269.59,271.83,270.16,268.17,267.25,275.47,270.49,255.85,248.88,244.94,236.78,231.72,239.75,241.73,217.60,,,,,,,,,186.42,227.50,,,,,,
2023-05-31 22:17:04.101000,L9,297.49,266.75,262.29,303.97,269.20,309.92,300.47,281.74,295.75,291.88,285.40,284.56,279.52,278.46,283.94,283.51,282.49,277.13,264.71,252.86,249.10,243.54,236.21,244.50,247.43,226.95,256.18,262.12,288.15,290.12,293.15,252.17,281.65,286.23,291.66,254.38,261.53,256.25,252.19,,,
2023-06-08 22:17:00.359000,L8,,,261.94,253.72,264.10,,,,,265.44,276.06,269.84,268.10,266.11,254.09,218.58,240.69,266.35,254.65,223.82,240.28,232.51,224.79,235.25,240.25,222.68,250.47,256.07,277.07,287.34,284.35,,,,,225.38,,,,,,
2023-07-02 22:17:05.775000,L9,293.45,267.90,262.84,305.59,266.69,,,,231.18,273.74,276.38,269.88,267.82,267.26,265.43,263.36,271.46,265.61,256.94,,245.07,240.16,226.70,225.91,236.91,216.22,245.32,242.33,,,,249.73,,,186.00,,,,,,,
2023-07-18 22:17:12.131000,L9,,,266.59,308.24,260.81,234.76,288.05,271.83,282.49,286.85,280.61,279.52,274.45,271.82,271.85,277.94,279.47,275.76,262.61,252.35,248.77,242.63,235.29,242.17,247.90,225.89,255.70,258.50,282.94,289.53,288.67,260.93,276.15,276.02,284.22,250.84,253.86,247.82,248.02,,,
2023-07-26 22:17:23.328000,L8,,,,255.78,253.73,,,,213.48,271.78,273.35,266.19,267.16,259.92,259.28,252.59,258.19,261.92,246.90,236.42,240.90,235.34,227.93,234.87,241.50,221.39,250.68,255.92,276.41,285.33,277.80,,,,191.17,224.72,,,,,,
2023-09-12 22:17:38.225000,L8,300.54,269.72,266.69,314.70,266.99,309.24,301.15,284.09,290.56,284.99,285.21,285.30,280.90,279.58,280.46,281.58,283.50,278.12,268.37,253.65,250.34,250.17,234.47,249.97,252.02,226.46,257.13,264.61,278.71,293.96,295.62,253.91,276.75,281.41,283.76,253.16,266.72,257.91,256.00,,,
2023-09-20 22:17:40.026000,L9,,,,281.96,254.34,,,,218.13,267.87,279.63,274.48,269.99,266.19,260.03,257.29,269.09,266.01,254.09,,245.06,239.55,229.03,241.86,247.56,224.17,254.59,262.31,278.64,290.37,284.26,,,,201.08,,,,,,,
2023-09-28 22:17:43.092000,L8,299.82,265.16,263.50,306.48,266.60,260.70,277.85,272.97,272.61,278.17,282.49,278.71,272.61,270.86,272.08,274.67,278.34,270.01,260.89,245.92,246.53,242.03,227.90,244.42,245.74,223.35,257.08,262.42,276.39,288.00,284.04,,265.60,272.25,274.08,246.66,262.75,253.82,250.32,,,
2023-10-14 22:17:45.774000,L8,299.31,268.69,266.27,314.92,265.64,268.86,289.73,276.06,283.48,283.10,289.05,284.03,277.75,276.08,274.97,277.74,284.49,277.94,264.36,252.06,252.70,248.57,234.51,250.29,252.76,228.11,259.18,270.45,285.98,296.09,293.67,259.89,266.23,273.47,273.60,251.50,264.08,257.42,258.68,,,
2023-11-07 22:17:46.155000,L9,,,264.67,324.60,265.70,298.78,268.63,,274.19,287.49,291.20,288.99,278.85,273.27,277.71,271.79,278.38,278.09,264.55,254.04,249.42,246.55,233.30,247.89,251.40,226.78,257.74,270.47,285.17,296.57,291.66,256.05,,,215.97,250.20,,,,,,
2023-11-15 22:17:47.856000,L8,,,263.78,307.72,256.13,254.77,251.79,221.84,264.85,274.47,279.82,284.25,271.00,266.60,269.48,269.94,273.24,270.23,255.97,241.24,245.69,240.05,233.29,241.90,252.28,228.95,261.95,269.44,283.94,302.34,284.42,,212.32,218.78,226.45,236.88,,,,,,
2023-12-17 22:17:48.418000,L8,,,,,,,,,,,,,,,,,,,,,234.12,231.10,214.91,238.77,242.67,216.71,246.79,259.27,273.88,290.62,284.63,,,,,,,,,,,
2024-01-10 22:17:52.010000,L9,,,,,,,,,,,,,,,,,,,,,237.49,236.04,223.97,240.13,244.94,219.21,250.72,261.73,276.94,291.39,287.88,,,,,,,,,,,
2024-01-18 22:17:42.241000,L8,,,,280.59,248.31,,,,,,,,,,,,,,,,238.64,233.24,215.28,238.15,241.05,212.54,248.24,257.89,273.86,287.81,283.30,,,,,,,,,,,
2024-02-11 22:17:53.113000,L9,,,,309.86,248.69,,,,,,,,,,,,,,,,236.76,231.40,225.41,239.50,246.71,226.19,257.94,264.31,279.27,290.85,289.02,,,,,,,,,,,
2024-02-19 22:17:39.652000,L8,305.99,271.63,265.36,321.44,272.92,327.89,336.10,310.56,301.75,290.14,288.62,290.86,285.86,288.02,293.79,293.79,296.24,289.43,279.97,261.39,254.52,250.48,237.97,253.92,254.29,228.17,259.75,274.22,282.72,305.27,307.74,258.29,308.38,305.65,302.95,267.56,267.31,262.05,257.70,,,
2024-03-30 22:17:36.478000,L9,,,,,,,,,,,,,,,,,,,,,239.77,232.93,221.71,240.20,246.62,217.64,253.22,261.62,276.93,289.43,284.70,,,,,,,,,,,
2024-04-07 22:17:11.830000,L8,,,,268.40,252.20,,,278.92,243.95,268.14,272.50,269.71,268.89,265.73,235.55,,242.14,268.74,256.44,207.13,240.39,232.49,226.30,236.69,243.46,217.78,249.13,260.12,275.05,288.26,286.80,,274.46,276.02,206.73,225.88,,,,,,
2024-04-15 22:17:28.257000,L9,,,,,,,,,,,,,,,,,,,,,238.72,229.92,225.79,236.81,244.66,220.89,252.68,261.04,280.46,287.22,282.82,,,,,,,,,,,
2024-06-18 22:16:43.968000,L9,295.43,261.18,,,,,,,244.29,276.64,279.89,275.44,272.45,263.34,266.87,269.31,270.86,268.52,257.30,241.89,244.15,238.16,231.33,239.88,243.97,224.33,253.12,253.80,,,,,,,195.12,228.26,254.51,250.48,,,,
2024-07-12 22:17:00.992000,L8,298.30,266.93,261.52,279.62,269.36,256.48,286.48,282.69,287.87,282.09,283.67,277.70,274.67,274.48,274.97,280.37,283.63,273.94,263.79,248.44,247.64,239.01,234.37,244.15,243.66,224.98,254.05,257.48,285.47,288.34,281.24,251.32,276.36,277.66,285.59,249.84,260.16,256.52,251.44,,,
2024-08-21 22:17:19.711000,L9,,,,,,,,,216.68,267.72,273.50,268.50,270.34,266.17,264.76,264.59,270.92,273.54,258.34,248.96,245.19,237.26,231.14,243.21,246.05,225.22,254.26,263.88,276.64,288.70,284.96,,,,188.00,233.79,,,,,,
2024-08-29 22:17:21.978000,L8,295.55,266.72,262.08,305.44,267.42,,,,271.13,276.72,280.29,273.80,272.67,270.84,267.98,271.15,277.88,272.74,261.20,245.32,252.04,242.86,235.12,249.65,249.37,226.49,258.25,262.07,284.53,289.89,288.64,252.63,199.67,215.03,219.47,241.88,263.42,256.25,253.08,,,
2024-09-14 22:17:30.908000,L8,,,263.78,309.53,261.24,,,,,,,250.10,223.54,262.50,248.32,228.69,,,,220.34,241.99,236.73,228.98,243.38,242.66,225.87,250.00,258.34,266.48,287.00,282.96,253.67,,,,228.11,,258.10,256.42,,,
2024-09-22 22:17:21.161000,L9,294.44,263.13,,,,,,,217.29,261.95,268.59,267.89,266.44,262.98,256.22,254.00,267.38,271.16,259.12,242.85,243.76,238.31,229.41,243.31,245.83,224.70,254.38,262.80,277.77,290.54,280.57,,,,188.18,230.73,250.68,,,,,
2024-11-09 22:17:39.946000,L9,306.36,272.03,268.12,315.74,268.26,295.78,295.35,293.34,287.63,285.59,282.55,282.17,282.75,283.39,285.87,286.41,280.74,284.55,274.12,260.21,256.33,250.69,236.27,252.45,255.23,227.73,260.13,271.22,285.43,299.40,297.76,256.31,283.83,290.39,293.87,262.46,268.48,262.89,257.22,,,
2024-11-25 22:17:51.900000,L9,,,,,,,,,,,,,,,,,,,,234.90,241.96,236.84,224.26,243.55,244.49,216.47,252.73,260.83,275.65,290.64,287.75,,,,,,,,,,,
2024-12-03 22:17:45.212000,L8,,,,,,,,,,,,,,,,,,,,,228.85,227.96,214.25,230.75,233.27,210.58,232.61,,,,,,,,,,,,,,,
2025-01-12 22:17:45.559000,L9,,,,284.62,244.83,,,,,,,,,,,,,,,,238.70,236.41,224.41,240.94,246.03,217.59,250.13,262.05,274.42,291.01,284.62,,,,,,,,,,,
2025-01-28 22:17:42.532000,L9,,,,,,,,,,,,,,,,,,,,,,,220.73,247.35,248.75,222.37,254.47,263.56,282.36,291.65,288.47,,,,,,,,,,,
2025-02-05 22:17:39.822000,L8,,,,,,,,,,,,,,,,,,,,,,,,,233.55,215.04,243.39,251.58,269.37,288.08,285.04,,,,,,,,,,,
2025-02-21 22:17:31.397000,L8,,,,,,,,,234.29,279.61,280.47,280.78,274.41,271.21,269.29,280.00,286.35,278.69,267.10,254.19,250.02,248.34,235.35,247.93,257.36,211.01,261.56,252.96,,,,,,,,254.89,,,,,,
2025-03-09 22:17:26.663000,L8,,,,253.77,247.05,,,,,,,,,,,,,,,211.77,239.81,236.77,223.97,241.28,243.03,215.73,249.84,259.80,274.67,287.50,280.77,,,,,225.29,,,,,,
2025-03-25 22:17:16.100000,L8,,,262.24,294.69,253.84,,,,224.01,273.01,280.89,275.86,273.67,272.04,273.52,,,,,,235.83,233.96,255.20,305.29,,,,255.15,287.56,290.55,280.53,,,,199.52,,,,,,,
2025-05-20 22:17:06.544000,L9,298.52,267.45,262.70,278.01,268.63,,,,253.15,278.41,282.99,279.70,278.47,273.99,271.77,275.68,280.65,277.40,263.33,251.74,251.63,247.03,234.20,247.58,247.73,226.99,256.76,262.61,284.43,289.09,289.01,250.28,,,187.13,244.46,262.84,254.51,252.34,,,
2025-06-13 22:17:12.853000,L8,299.18,264.84,,307.63,261.20,,,,242.45,269.51,277.67,279.15,271.64,267.70,269.59,272.75,280.56,273.45,263.01,250.70,245.54,240.92,230.76,242.14,245.70,225.80,252.03,256.24,284.35,286.28,285.99,,,,181.34,252.03,257.14,251.47,,,,
2025-06-21 22:17:14.951000,L9,298.97,271.69,,,,,,,269.87,285.05,286.46,282.23,280.33,277.36,277.41,279.63,284.13,275.62,264.90,,237.34,245.39,235.43,247.45,249.01,227.60,257.58,257.83,288.10,288.92,291.30,,,,205.99,229.03,,,,,,
2025-06-29 22:17:21.081000,L8,298.52,267.90,256.05,279.88,268.13,264.78,288.42,187.78,,,,,,,,,,,,,,,,,,,,,,,,249.91,,,,,259.16,255.44,248.18,,,
2025-07-23 22:17:27.519000,L9,249.59,221.69,260.04,307.50,263.45,,,,256.61,281.56,283.08,279.45,272.93,270.58,273.81,272.94,282.98,276.74,267.64,248.72,248.32,243.32,233.62,243.83,246.76,226.73,256.02,258.99,287.00,286.63,283.07,,,,196.79,243.45,262.04,252.80,,,,
2025-07-31 22:17:29.909000,L8,300.86,276.12,261.52,324.57,273.92,330.72,329.08,316.55,302.11,294.58,293.64,290.38,289.29,292.04,297.55,305.27,306.20,297.71,284.06,265.89,262.87,257.34,248.79,261.92,255.79,233.05,262.31,276.76,289.49,308.74,316.61,256.53,312.21,305.59,302.98,270.48,266.47,260.26,256.62,,,285.21
2025-08-08 22:17:36.495000,L9,298.48,266.67,,278.85,267.68,,,,254.97,279.27,282.01,277.49,271.36,270.66,271.30,271.35,284.13,277.29,263.78,249.11,249.79,245.30,228.01,246.03,247.68,224.72,254.85,261.10,277.56,289.38,286.72,,,,193.92,243.99,259.36,,,,,
2025-08-24 22:17:43.028000,L9,,,,,,,,,,269.69,274.56,268.73,266.45,260.82,,,,,,235.47,244.51,240.91,226.99,244.92,242.03,223.91,251.56,259.39,279.62,286.85,279.66,,,,,229.52,,,,,,
2025-09-25 22:17:52.465000,L9,298.99,266.35,,,,267.25,250.63,243.57,271.21,277.03,279.92,279.18,271.47,269.21,271.51,270.10,276.08,274.83,260.78,250.27,247.00,243.06,228.44,244.96,245.16,223.34,253.02,262.07,276.86,288.62,283.70,,209.89,214.62,233.32,243.35,,,,,,
