dates,satname,nzd0576-0000,nzd0576-0001,nzd0576-0002,nzd0576-0003
1999-08-26 22:06:20.800000,L7,161.90,45.51,152.52,62.79
1999-09-20 22:00:08.403000,L7,167.10,175.04,172.80,182.75
1999-09-27 22:06:00.877000,L7,164.42,169.28,158.70,170.43
1999-11-30 22:05:47.159000,L7,213.53,216.79,216.11,204.83
1999-12-09 22:00:09.551000,L7,164.50,87.08,157.41,181.54
1999-12-16 22:05:57.846000,L7,221.81,276.76,226.46,
1999-12-25 22:00:04.067000,L7,165.52,168.48,160.18,183.29
2000-01-17 22:06:11.705000,L7,89.04,170.05,138.75,177.90
2000-02-11 21:59:57.866000,L7,167.45,167.08,156.05,183.35
2000-02-18 22:06:05.064000,L7,166.17,168.01,170.86,181.28
2000-02-27 21:59:52.393000,L7,169.74,175.21,171.62,185.19
2000-03-05 22:05:36.285000,L7,165.75,171.11,171.87,179.22
2000-03-21 22:06:01.097000,L7,93.87,147.81,156.91,170.07
2000-03-30 21:59:45.397000,L7,158.92,43.92,154.09,181.79
2000-05-01 21:59:30.586000,L7,166.70,173.76,173.06,62.19
2000-05-08 22:05:09.063000,L7,,146.23,176.41,
2000-05-17 21:59:19.400000,L7,,121.44,124.14,
2000-05-24 22:04:58.537000,L7,,174.99,177.72,
2000-06-18 21:59:03.789000,L7,178.43,186.66,184.48,
2000-07-04 21:58:50.402000,L7,178.26,186.63,184.91,68.51
2000-09-13 22:03:38.044000,L7,160.78,167.19,155.66,33.29
2000-10-24 21:57:29.684000,L7,268.55,337.41,367.64,376.99
2000-11-09 21:57:33.274000,L7,164.40,147.87,165.06,181.71
2000-12-11 21:57:36.803000,L7,164.47,157.93,166.96,184.64
2001-01-03 22:03:48.276000,L7,50.25,37.35,73.74,168.26
2001-01-19 22:03:31.103000,L7,164.80,49.93,82.99,228.51
2001-02-20 22:03:48.640000,L7,81.66,44.00,80.96,176.19
2001-05-20 21:57:04.892000,L7,172.61,178.56,179.85,66.74
2001-05-27 22:03:12.319000,L7,172.94,153.45,179.18,
2001-06-28 22:02:21.050000,L7,175.76,16.99,182.15,51.43
2001-07-07 21:56:36.067000,L7,181.19,186.70,185.56,74.58
2001-07-14 22:02:45.650000,L7,175.52,185.73,185.40,64.70
2001-08-15 22:02:14.505000,L7,166.33,51.03,176.43,14.12
2001-09-25 21:55:40.572000,L7,174.40,180.36,180.35,235.71
2001-11-03 22:01:22.838000,L7,164.35,144.64,167.12,171.29
2001-12-21 22:02:05.831000,L7,83.31,42.92,81.98,64.33
2001-12-30 21:55:49.115000,L7,91.33,51.36,96.08,172.04
2002-01-15 21:55:59.365000,L7,,,156.44,187.73
2002-01-22 22:01:52.791000,L7,165.83,71.47,165.67,228.87
2002-03-04 21:56:09.860000,L7,165.62,171.49,173.36,224.94
2002-03-11 22:01:55.664000,L7,157.25,147.34,163.69,168.47
2002-03-27 22:01:49.448000,L7,162.29,170.39,165.86,175.58
2002-05-07 21:56:03.729000,L7,168.45,15.25,168.40,53.27
2002-05-30 22:01:37.827000,L7,,141.28,176.83,35.17
2002-07-17 22:01:44.458000,L7,170.32,55.78,179.57,56.06
2002-08-02 22:01:37.150000,L7,171.78,51.20,176.29,62.25
2002-08-18 22:01:33.502000,L7,200.45,82.98,59.96,13.69
2002-08-27 21:55:12.096000,L7,171.09,178.79,165.13,11.98
2002-09-12 21:55:07.575000,L7,,,,53.61
2002-10-05 22:00:43.353000,L7,76.50,48.01,81.89,59.74
2002-10-14 21:54:55.882000,L7,167.44,172.19,173.62,175.74
2002-10-21 22:00:48.324000,L7,,133.26,89.85,166.79
2002-10-30 21:55:01.471000,L7,162.82,149.13,162.89,171.83
2002-11-06 22:00:53.524000,L7,171.32,365.98,301.20,304.09
2002-11-22 22:01:09.678000,L7,49.73,48.91,68.85,14.16
2003-01-25 22:01:30.681000,L7,240.16,240.15,249.93,208.88
2003-01-25 22:01:54.646000,L7,213.15,191.33,212.12,207.06
2003-02-19 21:55:54.479000,L7,185.98,195.75,201.87,195.47
2003-02-26 22:02:04.470000,L7,84.21,44.56,73.10,170.87
2003-03-07 21:55:58.558000,L7,169.42,147.15,171.15,229.75
2003-03-14 22:01:44.544000,L7,136.73,45.07,69.04,173.39
2003-03-14 22:02:08.508000,L7,85.56,49.99,71.55,129.57
2003-03-23 21:55:52.571000,L7,54.73,43.66,65.99,11.33
2003-04-08 21:55:59.443000,L7,165.53,149.08,169.06,173.30
2003-04-15 22:01:45.971000,L7,230.39,223.10,237.72,236.26
2003-04-15 22:02:09.929000,L7,165.74,170.99,176.98,174.91
2003-04-24 21:55:58.309000,L7,192.73,197.59,197.49,259.44
2003-07-21 21:43:45.776000,L5,,,108.15,57.99
2003-08-29 21:50:14.179000,L5,26.09,112.89,125.60,143.22
2003-09-14 21:50:54.515000,L5,155.96,,107.22,156.85
2003-09-30 21:50:42.209000,L5,143.57,154.88,146.77,166.41
2003-10-16 21:50:55.996000,L5,167.13,175.36,175.42,187.67
2003-11-17 21:51:45.201000,L5,164.29,175.12,171.80,190.40
2004-01-04 21:51:46.048000,L5,63.84,41.27,103.85,177.88
2004-01-04 21:52:10.021000,L5,87.77,146.89,140.29,190.94
2004-04-09 21:52:31.725000,L5,,,112.90,144.64
2004-04-09 21:52:55.698000,L5,93.25,82.42,123.51,150.91
2004-04-18 21:47:01.335000,L5,129.15,100.62,135.52,164.77
2004-06-12 21:54:47.510000,L5,,,99.35,33.60
2004-07-23 21:49:45.084000,L5,138.26,157.03,122.15,100.50
2004-07-30 21:55:39.919000,L5,,,105.23,47.58
2004-08-15 21:56:25.603000,L5,,,103.96,92.71
2004-08-24 21:50:29.935000,L5,20.63,150.88,132.02,156.42
2004-09-25 21:51:19.231000,L5,164.20,173.62,168.96,179.87
2004-10-02 21:57:38.853000,L5,117.61,112.50,94.87,161.69
2004-10-27 21:51:59.516000,L5,145.69,152.07,138.80,159.06
2005-01-06 21:59:00.856000,L5,150.07,161.63,165.02,179.76
2005-01-15 21:53:21.356000,L5,212.64,221.98,220.30,226.45
2005-02-07 21:59:26.985000,L5,103.45,161.91,157.73,174.53
2005-03-04 21:54:04.136000,L5,148.99,164.38,164.51,179.14
2005-03-11 22:00:19.764000,L5,103.75,149.91,140.81,174.46
2005-03-27 22:00:03.252000,L5,80.00,76.39,116.87,165.34
2005-03-27 22:00:27.368000,L5,99.97,151.33,148.22,
2005-04-05 21:54:19.058000,L5,24.69,16.35,116.26,156.36
2005-04-21 21:54:22.812000,L5,127.11,137.85,124.09,159.63
2005-04-28 22:00:11.734000,L5,115.75,98.52,127.23,155.67
2005-05-23 21:54:36.577000,L5,,,108.17,46.37
2005-05-30 22:00:27.276000,L5,89.18,67.36,119.65,58.57
