dates,satname,nzd0268-0000,nzd0268-0001,nzd0268-0002,nzd0268-0003,nzd0268-0004,nzd0268-0005,nzd0268-0006,nzd0268-0007,nzd0268-0008,nzd0268-0009,nzd0268-0010,nzd0268-0011,nzd0268-0012,nzd0268-0013,nzd0268-0014,nzd0268-0015,nzd0268-0016,nzd0268-0017,nzd0268-0018,nzd0268-0019,nzd0268-0020,nzd0268-0021,nzd0268-0022,nzd0268-0023,nzd0268-0024,nzd0268-0025,nzd0268-0026,nzd0268-0027,nzd0268-0028,nzd0268-0029,nzd0268-0030,nzd0268-0031,nzd0268-0032,nzd0268-0033,nzd0268-0034,nzd0268-0035,nzd0268-0036,nzd0268-0037,nzd0268-0038,nzd0268-0039,nzd0268-0040,nzd0268-0041,nzd0268-0042,nzd0268-0043,nzd0268-0044,nzd0268-0045
2013-07-18 21:56:02.364000,L8,,,,,,173.18,182.84,193.26,329.99,317.81,,,356.05,350.09,332.94,320.84,313.01,313.40,299.88,315.16,319.11,324.35,328.50,325.98,325.47,338.55,324.92,324.17,315.18,340.70,334.81,315.85,315.84,330.91,342.74,351.31,380.42,356.09,354.66,319.24,325.06,333.07,363.93,359.92,354.85,378.74
2013-08-19 21:56:06.167000,L8,414.85,414.09,390.84,384.22,376.87,535.40,492.58,337.01,330.09,335.77,333.88,344.23,356.23,352.21,344.00,332.91,315.96,317.69,312.71,319.43,326.15,319.97,330.70,327.40,328.16,337.11,324.57,329.00,308.44,336.94,331.81,317.65,316.47,337.04,341.33,345.98,364.59,361.71,371.48,338.91,333.64,339.15,364.15,355.86,353.50,365.82
2013-10-06 21:55:57.648000,L8,337.22,353.55,360.00,374.97,377.57,377.84,377.19,402.96,389.85,389.29,397.43,400.71,400.28,398.67,387.99,374.04,378.03,380.09,378.63,381.34,385.03,393.95,383.97,387.39,381.21,384.19,377.48,380.48,374.98,389.17,382.39,364.78,374.44,407.46,397.93,392.38,390.40,420.90,430.90,421.60,512.23,494.16,503.60,451.89,426.65,419.30
2014-01-10 21:55:19.190000,L8,340.42,334.87,339.72,335.58,337.10,343.74,331.21,336.09,330.48,326.44,333.11,342.32,355.16,331.56,311.66,302.62,300.74,310.44,298.12,309.20,309.68,322.26,324.62,324.51,319.83,328.82,318.62,319.42,304.50,327.77,324.59,320.19,318.47,335.34,329.58,340.57,355.28,332.68,331.17,350.76,348.79,330.23,360.33,360.29,370.62,272.05
2014-02-11 21:54:56.823000,L8,324.63,324.94,329.30,329.07,342.56,335.03,331.97,336.95,333.44,324.86,332.56,344.52,349.82,341.39,333.14,317.85,310.60,308.50,295.35,306.77,305.84,312.35,320.50,315.12,316.63,323.39,316.20,315.05,301.31,326.77,318.00,306.04,303.55,328.60,327.48,338.34,354.35,348.19,341.32,333.26,330.12,357.99,370.80,358.41,348.25,363.50
2014-02-27 21:54:44.238000,L8,422.08,490.59,448.63,322.06,340.49,334.86,327.45,328.81,322.83,321.40,327.35,336.79,345.20,334.23,325.73,313.40,302.52,310.60,296.58,307.05,308.32,314.82,322.09,316.97,320.58,329.21,320.60,320.28,305.83,331.34,324.11,310.40,311.16,331.96,332.56,341.42,370.45,363.20,342.26,335.40,328.90,332.77,369.78,356.35,354.77,362.32
2014-03-15 21:54:34.241000,L8,,,,,196.83,326.85,317.76,322.40,321.84,329.49,334.02,341.87,349.89,336.91,335.53,318.62,300.77,306.19,291.95,259.92,285.28,306.93,276.81,312.82,221.67,269.95,309.58,318.35,305.23,332.09,323.17,307.64,315.59,329.50,332.67,342.18,341.23,329.39,340.60,334.41,328.55,372.19,355.37,306.47,,
2014-05-02 21:53:46.331000,L8,341.08,349.65,347.79,362.87,348.96,338.10,354.36,385.44,381.84,411.16,376.22,401.71,395.54,392.39,442.72,447.06,452.15,403.15,386.48,484.01,458.62,389.43,452.31,477.60,497.26,514.41,430.47,479.22,461.99,432.38,408.56,411.22,482.02,508.06,504.31,440.73,440.89,460.70,458.47,463.27,457.50,476.91,482.00,443.91,449.25,424.70
2014-05-18 21:53:35.635000,L8,,,,,163.01,214.74,192.68,324.39,344.11,261.99,259.57,271.35,214.41,194.71,349.70,336.68,343.97,333.70,341.10,349.98,359.22,352.80,344.08,351.92,356.78,359.35,348.87,348.38,347.09,359.86,351.71,339.26,340.48,353.39,370.07,372.71,369.06,367.03,371.09,367.11,359.49,359.48,370.89,359.12,360.40,361.28
2014-06-19 21:53:47.342000,L8,,,,,,,,,,,,,,,,,,,,278.98,291.24,249.14,300.25,301.22,301.41,223.14,,,,,,,,301.36,317.64,326.98,337.65,283.90,302.97,,300.73,294.12,336.22,330.35,331.39,342.24
2014-07-05 21:53:53.692000,L8,,,,,,,,,,,,,,,283.67,289.08,287.57,,,283.07,283.41,286.98,299.84,296.21,258.59,177.10,,,,,,,,300.46,316.75,326.64,338.52,282.06,298.49,192.28,231.24,243.54,,,,321.63
2014-07-21 21:53:57.022000,L8,,,,,,,,,,,,,,,,,,,,224.55,244.22,248.71,248.05,245.79,241.92,170.09,,,,,,,,284.04,308.29,323.85,334.05,279.98,245.48,,,,326.88,328.90,328.82,337.43
2014-08-06 21:54:05.764000,L8,,,,,,,,,311.07,,310.75,296.06,332.99,312.50,296.85,294.11,285.26,268.97,273.53,285.59,283.92,286.15,302.66,300.20,302.40,239.19,,,,,,,,305.81,315.11,326.58,339.34,287.59,304.12,279.71,306.75,297.48,337.96,330.43,330.41,339.79
2014-09-07 21:54:12.743000,L8,386.98,373.31,365.22,370.95,375.05,525.30,481.90,342.67,330.73,332.60,334.90,343.86,361.89,345.44,336.83,323.78,314.58,316.63,307.00,324.45,326.56,321.90,330.43,327.27,327.54,338.56,328.04,328.59,312.41,340.75,328.98,312.51,312.97,333.81,341.50,352.88,361.89,351.04,356.62,341.45,328.27,338.22,366.56,352.77,350.34,358.48
2014-09-23 21:54:09.418000,L8,,,,,,,,243.82,171.24,298.80,,,251.36,288.20,257.66,224.80,285.45,263.60,236.02,276.28,282.48,277.17,299.34,298.84,299.17,246.57,227.14,285.54,268.77,254.25,250.88,239.63,233.85,303.03,315.97,326.98,337.11,286.35,303.53,305.82,309.34,303.64,337.70,290.24,255.00,216.82
2014-10-25 21:54:16.772000,L8,340.00,350.73,351.34,362.06,365.18,363.95,358.95,367.64,366.00,361.70,360.17,387.07,383.16,369.65,367.52,351.19,353.13,360.57,360.23,379.67,392.62,386.79,385.21,374.72,367.23,371.11,361.36,369.77,362.99,371.60,359.57,344.12,356.81,390.08,390.58,377.30,383.06,384.98,376.61,375.96,364.84,373.62,384.35,379.03,364.71,376.96
2014-11-10 21:54:18.528000,L8,350.15,361.87,364.52,375.84,377.05,368.60,367.89,372.07,364.01,362.04,356.52,375.30,378.86,372.54,381.72,351.63,352.98,358.06,352.81,362.62,372.09,376.86,376.82,373.08,371.28,369.85,368.44,371.86,364.34,385.41,370.44,348.52,354.21,380.68,380.90,381.70,383.41,381.23,384.76,376.82,391.39,414.58,414.06,379.00,375.09,379.67
2014-12-28 21:54:07.841000,L8,314.06,322.27,322.08,322.56,326.71,322.51,318.97,326.09,316.92,316.83,318.22,333.06,341.61,329.94,317.17,309.00,298.35,304.66,293.06,301.63,304.23,308.72,319.67,314.42,314.96,321.02,313.79,313.37,298.67,324.02,313.61,304.28,302.43,324.93,327.93,335.07,342.76,335.37,322.80,333.89,331.57,331.57,348.04,343.04,343.32,351.39
2015-03-18 21:53:39.323000,L8,,321.38,323.60,313.13,300.74,316.74,310.78,322.67,,,255.63,332.90,,,,,,,260.08,296.16,301.57,306.80,315.36,309.92,309.67,316.56,312.49,307.42,287.04,313.41,303.22,296.12,296.70,315.78,322.89,328.25,339.35,305.56,304.55,323.47,328.40,330.06,345.63,340.71,340.12,346.43
2015-04-03 21:53:26.876000,L8,,,177.99,314.03,328.91,323.46,325.04,333.52,324.80,324.15,322.81,337.63,347.98,332.55,318.81,311.39,302.49,308.84,295.41,307.66,307.29,308.49,321.54,314.41,318.55,327.84,317.70,318.61,305.92,331.18,318.78,305.64,304.52,329.39,329.73,340.20,347.35,337.85,340.02,330.22,327.40,329.62,365.92,351.29,343.53,360.03
2015-04-19 21:53:26.711000,L8,,,,,,,,,,,297.96,270.37,334.18,322.10,304.49,299.33,291.36,273.50,286.89,269.42,296.07,298.21,310.47,305.88,306.83,,,,,255.95,306.53,299.92,298.07,314.38,323.56,326.26,333.21,,,,179.20,265.17,321.95,305.93,277.65,334.35
2015-05-05 21:53:12.716000,L8,,,,,,166.51,167.23,178.12,307.00,,,313.75,327.55,310.01,293.75,290.24,207.10,266.06,278.91,288.93,283.81,291.28,303.49,298.22,303.52,276.61,272.53,290.62,268.01,291.91,243.02,292.33,292.43,310.67,316.91,326.84,336.30,285.68,301.34,282.76,307.75,298.00,331.50,196.05,221.90,340.05
2015-06-06 21:53:16.624000,L8,,,,,,,,,,,,,321.77,312.65,291.66,290.32,285.44,270.35,272.62,287.33,284.50,292.73,304.73,302.52,305.12,302.98,300.00,224.44,236.48,233.99,,289.41,252.38,306.93,321.25,327.80,338.01,288.05,303.65,150.69,306.81,298.53,337.80,330.21,333.20,348.24
2015-10-12 21:54:05.008000,L8,280.25,310.60,274.58,255.76,278.14,270.57,260.68,253.63,301.58,238.34,219.35,245.90,255.27,280.69,291.10,287.40,278.94,241.29,228.37,238.55,243.28,251.34,253.81,252.68,249.39,246.70,233.68,237.27,238.72,259.69,249.56,245.65,240.12,292.81,308.36,321.22,330.46,284.48,295.55,308.89,310.85,302.23,292.81,296.41,257.90,225.59
2015-10-28 21:54:10.619000,L8,360.03,377.84,374.40,388.50,384.75,381.58,376.18,392.65,379.73,371.74,447.15,526.39,460.65,402.50,496.57,461.30,515.94,529.46,507.61,434.84,531.65,513.86,515.87,372.53,385.08,395.08,392.81,395.89,396.80,428.06,408.58,384.04,371.17,391.41,389.61,443.42,428.35,411.35,410.80,395.33,387.83,375.82,384.48,380.71,382.97,386.35
2015-12-15 21:54:12.402000,L8,349.21,358.68,358.83,371.43,368.88,366.95,364.32,366.41,362.09,350.07,354.07,374.91,380.59,366.95,499.79,465.57,492.52,513.31,348.16,357.69,369.30,368.92,431.50,363.97,365.29,369.09,360.22,364.30,365.24,385.66,371.82,364.07,359.67,377.46,373.83,395.87,405.78,433.66,399.05,400.92,409.57,394.13,394.84,381.13,372.38,383.31
2016-01-16 21:54:09.540000,L8,315.98,324.58,327.24,323.40,326.50,325.26,319.31,326.89,320.19,317.43,322.50,335.23,344.47,332.16,316.60,312.48,299.93,306.00,295.00,304.85,306.26,308.35,319.81,315.38,312.97,321.30,315.58,315.40,300.35,325.92,316.06,305.43,303.98,324.06,328.19,336.41,344.55,338.60,335.15,333.78,329.91,329.19,345.27,364.00,343.30,367.89
2016-02-01 21:54:07.333000,L8,322.29,322.57,326.41,324.03,326.61,322.99,320.62,324.09,318.88,316.86,322.36,330.59,335.50,330.08,314.89,308.69,298.49,304.37,295.42,302.67,305.24,309.04,319.67,313.34,313.43,320.43,314.72,315.01,300.29,325.17,316.13,304.19,303.06,323.94,324.99,335.26,344.16,337.55,336.09,331.57,328.88,329.16,348.79,342.47,342.28,357.10
2016-02-17 21:53:58.323000,L8,300.79,319.12,326.07,319.77,321.37,322.77,317.20,322.17,316.68,317.31,315.60,329.62,342.69,324.82,314.64,305.25,295.98,302.90,291.76,302.34,302.57,303.50,319.34,310.08,311.97,320.62,313.43,315.08,299.37,321.50,313.49,302.53,300.97,323.74,325.70,333.96,342.26,335.30,327.00,327.40,324.51,323.80,344.41,336.57,335.44,351.39
2016-03-04 21:53:57.602000,L8,323.37,319.00,327.78,319.81,326.47,325.14,320.94,327.20,319.76,320.93,322.52,329.95,344.83,333.90,316.86,313.07,300.52,304.62,293.83,303.55,304.97,309.62,319.37,313.09,314.79,321.39,314.49,315.94,299.65,324.70,317.58,305.76,304.88,325.18,329.97,337.64,345.95,335.76,330.22,330.92,327.45,326.33,349.10,343.07,340.65,355.53
2016-04-21 21:53:36.277000,L8,245.80,325.22,302.22,299.58,324.92,322.98,323.44,339.03,342.36,341.82,334.87,356.93,368.19,365.00,330.77,329.28,321.82,315.59,298.98,309.63,310.56,309.72,323.89,316.92,319.65,323.59,318.78,319.21,304.45,327.03,320.62,306.94,307.07,327.45,331.65,340.88,347.42,338.86,338.68,316.10,323.49,329.37,347.76,339.90,338.92,384.41
2016-05-07 21:53:39.461000,L8,308.90,320.91,321.63,323.47,335.48,338.40,338.08,378.91,378.13,366.62,376.59,398.40,412.14,409.98,387.09,392.52,407.00,406.12,397.38,410.86,415.09,410.69,409.54,406.15,398.98,432.24,400.51,416.15,409.64,423.06,428.20,408.17,478.54,522.87,494.62,434.00,,,,,,,,,,
2016-05-23 21:53:41.571000,L8,,,,,,,,,,,,,,,,,,,,281.06,278.78,247.43,254.38,232.63,245.36,237.52,,,,,,,235.82,295.31,313.95,322.99,332.01,279.22,296.07,,,,328.32,329.56,330.54,340.73
2016-06-08 21:53:45.728000,L8,318.31,324.26,319.69,328.86,328.74,334.27,326.11,338.99,339.25,331.95,319.15,345.89,369.36,371.59,355.78,348.91,351.06,361.75,350.87,371.39,371.52,372.78,380.30,375.04,365.28,359.74,354.86,363.39,343.92,364.09,363.11,355.42,352.13,366.17,369.05,364.50,364.58,370.62,363.19,357.28,354.10,357.09,372.70,368.81,394.78,415.41
2016-07-26 21:54:04.677000,L8,,,,,,,,,,,,,,287.94,290.24,282.61,277.32,,,,,,,,,,,,,,,,,243.91,244.11,242.50,247.01,277.85,299.84,161.14,295.40,287.74,270.93,328.79,327.92,337.33
2016-08-11 21:54:06.433000,L8,,,,,,,,,,,,308.70,326.21,300.26,291.47,289.00,280.26,246.44,211.70,226.71,251.51,254.56,294.76,295.10,241.96,222.59,149.89,229.61,231.13,246.11,,,,249.05,300.83,321.85,329.82,276.35,300.30,283.79,305.34,296.95,330.92,328.07,328.61,347.57
2016-08-27 21:54:14.090000,L8,,,,306.18,324.58,322.29,318.15,334.20,329.29,329.40,328.03,341.72,350.70,346.79,325.65,324.71,313.33,307.15,296.80,308.04,306.87,316.88,322.78,316.23,320.29,330.39,318.03,321.30,308.84,326.58,327.02,308.27,307.27,330.26,330.12,341.68,364.00,348.94,344.70,326.89,327.77,329.81,354.53,353.98,373.10,359.61
2016-09-12 21:54:18.117000,L8,480.08,457.40,388.55,325.37,331.40,346.51,337.98,340.62,334.73,333.21,335.93,343.86,357.85,345.86,331.77,327.77,317.38,310.90,301.11,310.75,319.14,318.15,322.38,316.84,322.78,336.20,320.84,323.64,312.78,328.96,333.06,312.00,313.40,331.85,330.50,341.97,370.43,370.94,342.27,327.85,328.06,331.18,386.37,385.77,391.28,386.24
2016-10-14 21:54:24.092000,L8,402.19,378.68,470.00,328.91,331.70,339.98,329.25,331.80,324.47,321.17,329.64,343.26,351.92,340.32,328.30,325.11,318.47,310.40,308.44,321.79,317.26,312.25,322.31,316.23,321.98,332.88,324.66,325.06,311.90,328.18,330.70,316.85,313.05,332.29,330.93,340.65,352.49,340.36,338.41,330.97,328.71,331.61,353.88,378.73,366.44,368.66
2016-12-17 21:54:19.694000,L8,347.91,360.53,359.81,372.84,371.37,369.77,371.90,365.06,362.88,367.53,398.70,398.01,408.95,497.77,505.34,467.00,451.18,390.97,470.84,375.32,379.19,383.25,375.64,385.41,428.79,417.62,368.49,373.55,367.85,413.28,451.50,381.51,352.68,425.56,469.67,455.10,492.30,517.98,508.39,467.25,408.90,391.85,395.05,382.06,377.70,375.86
2017-02-03 21:54:05.431000,L8,321.59,323.60,328.33,320.30,328.59,322.03,321.31,328.44,323.21,322.08,324.65,339.60,347.26,339.85,325.07,315.79,307.01,313.09,299.78,308.08,313.35,314.56,323.45,324.72,324.70,331.06,322.20,327.18,310.62,332.83,324.20,308.53,312.08,332.91,332.25,341.22,350.70,340.41,331.74,337.75,332.54,331.51,352.17,358.42,363.68,366.59
2017-06-11 21:53:45.526000,L8,,,,,,,,,,,,,,,,,,,277.71,283.29,246.16,250.98,248.86,243.69,241.33,218.70,,,,,,,,303.89,316.72,325.90,335.90,279.75,302.63,161.86,285.10,290.05,274.48,162.80,330.56,341.80
2017-06-27 21:53:50.454000,L8,,,,,,,,,,,,,,,,,201.64,264.79,272.84,283.63,287.28,288.56,301.93,301.17,305.33,297.56,293.53,227.62,257.45,314.70,,288.96,289.91,305.17,318.49,325.02,336.64,296.18,316.98,165.75,308.57,307.44,336.92,332.09,326.21,347.10
2017-08-14 21:54:07.255000,L8,,,205.31,186.84,171.54,204.97,213.08,323.11,330.18,326.81,325.93,343.68,350.25,344.79,333.12,326.10,319.67,329.33,334.88,334.24,329.76,327.88,334.64,331.85,330.61,338.66,332.99,333.91,322.60,344.89,336.92,323.92,318.89,342.12,342.01,348.61,359.46,354.81,348.70,335.96,329.22,335.79,360.12,356.10,369.35,362.10
2017-10-01 21:54:18.775000,L8,234.45,308.66,271.07,306.89,286.15,270.02,260.10,292.62,308.03,195.29,185.00,196.04,255.25,205.25,294.58,293.40,284.15,237.34,226.08,230.09,241.33,283.20,300.41,299.12,300.63,295.58,226.07,235.81,233.03,253.49,247.46,241.20,235.46,308.09,299.83,319.50,329.32,281.69,297.51,307.95,310.25,296.84,332.02,291.15,225.12,217.61
2017-12-04 21:54:13.271000,L8,318.53,325.25,329.44,326.64,328.85,326.11,318.22,324.97,319.20,318.54,323.89,332.74,344.65,327.40,317.46,308.39,299.21,307.55,295.18,305.57,306.23,307.26,319.82,314.83,314.60,320.53,314.76,318.87,302.71,324.33,316.86,306.08,306.01,327.98,329.53,336.21,342.16,332.21,325.51,334.67,331.47,329.78,354.91,345.25,343.06,352.91
2018-03-26 21:53:33.717000,L8,219.64,209.70,209.61,242.45,253.46,218.75,252.06,306.84,308.07,300.52,303.54,317.80,325.76,309.37,298.33,291.65,284.59,234.97,275.16,280.99,283.14,290.53,298.09,299.32,299.06,266.62,231.24,241.13,237.90,255.40,251.15,288.32,290.39,299.71,314.83,323.29,330.21,278.98,298.39,290.10,303.30,293.10,280.29,196.27,192.33,195.13
2018-04-11 21:53:25.350000,L8,334.07,316.12,327.31,324.04,325.01,323.59,322.06,337.64,344.92,347.36,337.33,360.09,390.72,391.88,306.01,260.63,321.50,336.01,286.88,381.79,394.19,373.83,378.88,325.83,348.27,329.42,368.46,354.23,380.40,,173.49,309.03,269.19,348.54,329.21,347.14,369.24,343.33,339.58,341.66,334.91,343.42,364.39,348.96,346.51,349.19
2018-06-30 21:53:07.704000,L8,,,,,,,,,,,,,,,,,199.79,238.31,277.17,286.01,281.52,248.76,297.69,300.78,239.21,223.78,,,,,,291.85,291.71,309.54,317.15,324.89,333.96,277.78,290.68,,298.92,294.02,302.66,332.28,332.62,342.33
2018-07-16 21:53:15.277000,L8,,,,,,,,,,,,,,,,,,,,207.64,242.52,244.43,248.33,233.51,233.84,172.49,,,,,,,,247.68,241.01,222.91,235.59,277.27,246.32,,255.60,291.42,272.96,329.80,325.35,337.00
2018-08-01 21:53:22.789000,L8,,,,,,180.29,180.13,203.67,314.74,301.70,,,330.10,314.71,298.68,299.34,291.86,271.33,275.28,292.27,297.16,297.67,312.36,308.64,311.15,311.01,308.75,304.46,293.12,318.52,307.36,298.56,298.22,316.42,320.91,327.34,336.35,283.95,300.76,296.15,310.52,302.55,340.89,337.67,335.55,345.07
2018-08-17 21:53:31.689000,L8,345.93,359.31,358.37,364.28,381.55,379.41,383.03,387.64,393.62,394.16,404.46,426.03,432.79,439.61,383.50,387.85,369.98,378.84,383.64,393.69,396.00,393.76,484.43,473.45,437.28,441.84,416.73,440.65,449.32,468.68,455.54,444.77,440.38,474.14,449.19,427.15,429.89,421.62,445.48,447.20,448.10,441.36,450.46,428.63,390.63,403.12
2018-09-02 21:53:38.308000,L8,,,181.18,313.43,326.36,323.37,323.70,332.04,326.64,324.75,329.75,340.20,349.07,340.78,322.98,320.99,312.39,305.17,298.66,316.52,319.55,317.28,321.89,323.21,321.95,332.43,323.14,323.25,313.89,336.91,333.56,311.89,308.25,330.30,331.41,339.40,344.80,334.52,335.75,325.55,325.07,344.03,360.38,346.45,341.89,355.89
2018-10-04 21:53:50.552000,L8,320.53,328.67,329.37,327.39,339.60,339.06,330.44,338.76,332.93,327.46,332.37,346.70,355.55,348.19,332.31,326.08,315.80,314.96,303.67,321.79,326.85,312.45,324.93,328.61,326.46,337.11,320.92,330.63,317.80,333.99,329.24,312.84,314.56,332.04,337.39,343.07,353.52,342.71,338.54,335.61,327.26,335.36,363.54,352.90,350.04,354.63
2018-10-20 21:53:56.677000,L8,478.23,455.99,392.59,336.66,351.44,351.32,344.37,347.70,342.22,338.98,341.33,357.68,362.33,358.36,345.16,328.20,322.02,328.51,309.98,321.74,324.54,335.46,333.60,337.04,332.20,341.65,328.73,332.43,317.92,341.50,333.21,315.02,317.49,336.88,338.31,346.92,362.01,338.17,344.60,351.57,334.55,337.74,365.34,361.64,370.46,358.66
2018-11-05 21:54:00.051000,L8,287.52,315.05,318.67,309.76,285.02,279.16,305.01,305.90,306.01,300.34,304.28,316.01,328.26,308.59,294.44,290.84,280.92,240.88,279.90,287.97,291.84,285.79,299.78,300.64,248.79,243.85,233.45,238.00,237.56,259.96,253.71,240.01,238.21,254.10,246.17,317.49,317.10,281.14,297.11,312.00,312.96,303.25,335.88,329.41,329.76,339.43
2018-12-07 21:53:57.973000,L8,353.74,372.17,373.71,388.56,371.87,368.63,364.57,389.87,372.06,369.64,382.03,400.99,407.02,395.65,373.38,366.30,369.45,381.29,384.54,397.40,390.80,399.53,392.96,377.26,391.96,395.33,391.19,393.28,383.30,397.48,394.65,373.25,372.22,403.39,390.45,381.99,377.81,385.21,397.24,390.12,377.52,382.83,386.58,380.02,379.34,392.27
2019-05-16 21:53:39.870000,L8,308.55,323.35,323.61,323.55,325.17,324.51,323.32,328.27,323.90,319.49,318.67,338.35,348.20,333.94,322.04,311.10,306.41,304.26,296.31,304.85,310.31,316.52,323.37,318.13,317.92,323.10,318.24,318.50,296.83,326.04,318.18,306.80,305.40,330.02,333.22,342.53,349.47,335.64,338.71,325.55,332.19,330.64,354.43,334.54,,
2019-06-17 21:53:54.928000,L8,,,,,,173.59,204.85,229.67,348.17,326.28,,,278.57,368.73,364.21,354.74,357.63,358.88,373.69,382.75,373.32,341.01,362.84,369.13,364.12,379.08,350.43,380.37,345.12,370.93,358.18,354.46,341.12,340.75,351.62,375.40,372.84,386.39,390.39,375.73,335.96,372.33,376.80,366.46,364.27,391.72
2019-08-04 21:54:09.092000,L8,,,,,,,,,,,,,328.59,306.28,288.60,289.22,207.79,240.18,223.89,233.89,270.77,251.30,254.10,255.31,245.62,233.49,,225.21,228.00,226.50,,,229.55,172.66,241.22,242.39,262.53,279.31,296.01,186.33,301.57,293.85,332.72,330.33,261.52,337.07
2019-10-07 21:54:27.004000,L8,273.13,312.11,319.13,310.23,301.51,271.33,304.76,308.42,307.86,287.47,272.78,317.13,326.93,309.74,292.74,293.26,284.98,244.48,230.79,239.77,248.53,281.47,298.32,294.44,188.71,,,235.89,237.24,257.07,247.91,236.74,230.95,245.86,250.53,240.20,275.95,271.20,297.52,315.23,308.28,300.48,336.34,329.80,328.72,338.48
2019-11-08 21:54:26.682000,L8,473.43,451.54,390.13,327.32,337.27,335.48,327.19,331.83,335.89,324.08,327.87,342.04,350.47,350.01,328.19,316.87,312.44,311.75,299.26,309.01,312.72,334.92,323.67,319.28,320.35,327.31,319.89,325.47,308.78,328.94,322.78,310.91,309.43,333.35,332.50,338.87,342.76,335.74,339.31,338.44,334.05,331.47,366.37,370.01,363.83,368.24
2020-01-11 21:54:15.691000,L8,311.54,320.85,325.75,322.21,326.50,321.71,316.60,323.47,316.22,316.71,321.46,328.65,339.08,329.01,315.49,306.17,297.72,303.20,294.63,302.27,305.95,309.67,319.23,313.32,313.62,319.17,312.97,316.34,296.96,321.42,316.19,303.82,302.88,324.90,325.85,333.51,339.97,326.99,330.02,333.75,329.36,331.84,352.04,356.68,341.93,354.88
2020-01-27 21:54:11.218000,L8,313.59,322.62,327.21,322.32,329.36,321.70,317.93,326.21,320.04,319.58,320.02,335.23,344.82,332.03,321.16,312.07,299.94,309.51,296.72,306.07,308.96,314.00,322.84,317.23,317.54,322.10,316.78,319.32,303.42,326.56,319.46,306.25,306.48,329.39,329.97,336.65,342.24,330.14,337.39,333.88,330.49,332.05,355.06,358.54,342.84,379.89
2020-02-12 21:54:06.855000,L8,328.67,338.84,341.65,344.95,341.95,340.01,335.06,348.21,342.30,344.32,346.86,366.90,371.64,361.80,354.44,348.87,347.52,347.30,344.18,348.10,350.66,354.45,358.73,362.66,362.38,360.54,358.87,361.24,357.29,365.91,362.40,334.56,342.21,362.66,356.53,371.54,374.04,367.31,367.34,358.02,347.47,345.34,383.71,363.57,356.82,371.64
2020-05-18 21:53:30.404000,L8,265.57,305.12,254.94,,,175.80,184.66,283.85,313.12,299.00,306.08,317.79,268.72,310.18,290.92,287.27,276.95,,,,244.60,241.54,287.14,238.32,186.58,,,,,,,,,300.44,318.79,335.12,340.12,329.03,335.25,293.62,317.89,317.40,319.21,208.53,218.38,166.10
2020-06-03 21:53:36.300000,L8,293.44,317.07,284.90,304.07,293.56,295.80,307.72,338.70,331.20,318.52,311.09,330.25,327.42,350.31,343.24,402.98,397.20,394.39,315.76,301.87,305.87,308.31,320.54,312.49,314.84,315.64,302.10,297.00,290.44,319.41,268.13,174.45,300.34,327.63,329.13,336.13,337.90,288.11,320.44,286.67,318.02,324.20,348.89,339.11,331.49,342.53
2020-07-21 21:53:58.839000,L8,,,,,,,,,,,,,325.73,308.47,291.80,289.04,285.15,237.81,211.33,229.47,258.58,267.70,303.39,297.74,304.23,278.85,,,,,,,,309.21,287.31,322.89,309.05,283.34,301.27,160.71,297.53,294.71,332.57,331.13,330.69,340.39
2020-10-25 21:54:24.251000,L8,320.62,322.83,329.19,324.37,332.58,325.29,324.62,328.69,320.87,319.61,322.61,337.12,343.76,333.02,318.90,314.69,305.75,309.23,299.84,308.52,311.67,313.63,324.35,319.56,320.37,328.33,317.23,322.98,306.87,327.92,318.92,307.50,307.12,331.53,331.61,339.20,352.24,333.64,336.28,334.29,332.45,333.08,359.22,353.08,343.86,359.14
2020-11-26 21:54:24.779000,L8,327.09,328.24,329.63,331.74,333.03,329.27,327.05,332.54,338.13,320.89,327.43,339.35,346.64,335.56,325.21,314.13,307.59,310.56,300.65,307.60,313.29,314.14,323.78,317.95,320.20,326.66,317.85,321.53,304.99,326.76,318.93,308.05,309.44,331.81,330.68,338.14,366.32,336.29,343.31,338.81,335.53,335.05,373.49,358.18,351.49,361.49
2020-12-12 21:54:25.476000,L8,461.32,442.75,334.39,328.66,336.81,328.55,325.16,327.85,320.66,320.46,322.95,338.96,342.14,330.09,319.56,311.24,302.33,309.04,298.14,306.99,310.13,315.56,326.77,345.51,337.00,281.01,353.58,323.37,302.78,323.18,312.95,301.17,300.23,321.60,323.87,337.30,344.24,329.12,334.25,338.85,337.26,338.86,371.01,481.41,420.34,473.27
2021-01-13 21:54:15.589000,L8,317.38,322.13,327.43,323.06,328.47,323.06,317.27,324.65,319.06,318.75,324.03,334.87,342.96,329.90,320.43,308.47,300.25,308.58,299.77,305.23,312.12,319.91,323.75,321.96,321.14,322.94,315.80,321.18,301.51,327.56,315.84,306.30,306.79,330.54,330.02,339.34,343.66,329.00,337.17,336.10,334.50,335.45,361.85,350.90,348.74,360.98
2021-04-03 21:53:50.092000,L8,,,,316.54,337.34,333.89,323.38,329.71,323.63,327.05,324.88,339.73,346.72,335.72,326.45,316.83,300.25,309.07,301.62,309.27,315.87,316.62,326.01,319.89,323.36,329.68,318.18,323.90,308.55,330.33,325.14,309.20,310.17,334.34,332.20,342.43,356.62,339.12,344.08,331.63,325.61,336.17,364.24,357.09,345.93,352.59
