dates,satname,nzd0268-0000,nzd0268-0001,nzd0268-0002,nzd0268-0003,nzd0268-0004,nzd0268-0005,nzd0268-0006,nzd0268-0007,nzd0268-0008,nzd0268-0009,nzd0268-0010,nzd0268-0011,nzd0268-0012,nzd0268-0013,nzd0268-0014,nzd0268-0015,nzd0268-0016,nzd0268-0017,nzd0268-0018,nzd0268-0019,nzd0268-0020,nzd0268-0021,nzd0268-0022,nzd0268-0023,nzd0268-0024,nzd0268-0025,nzd0268-0026,nzd0268-0027,nzd0268-0028,nzd0268-0029,nzd0268-0030,nzd0268-0031,nzd0268-0032,nzd0268-0033,nzd0268-0034,nzd0268-0035,nzd0268-0036,nzd0268-0037,nzd0268-0038,nzd0268-0039,nzd0268-0040,nzd0268-0041,nzd0268-0042,nzd0268-0043,nzd0268-0044,nzd0268-0045
2021-05-05 21:53:33.703000,L8,,,,,,170.26,179.98,270.52,330.13,243.40,255.71,269.51,170.42,335.75,322.12,312.61,298.61,308.82,298.85,307.00,311.66,316.58,326.40,318.62,322.09,328.16,318.63,325.39,307.37,330.31,324.11,308.89,311.27,335.08,333.72,346.10,355.61,338.27,342.74,325.28,323.02,331.23,361.44,351.38,346.74,357.28
2021-07-08 21:53:58.887000,L8,,,,,,,,,,,,,,308.56,295.14,288.60,285.86,266.88,274.37,279.47,265.46,242.82,247.40,221.23,236.40,228.95,,,,,293.33,245.10,296.05,314.13,315.39,328.99,333.02,288.50,306.44,157.23,306.14,296.12,336.77,291.26,244.43,344.12
2021-08-09 21:54:11.490000,L8,,,,167.37,166.13,188.88,200.54,335.65,337.59,340.74,343.17,358.41,366.14,357.04,347.66,335.95,326.51,331.86,321.77,342.00,344.46,339.70,352.79,349.80,348.04,348.12,334.80,340.05,335.76,354.61,340.50,323.47,326.08,373.12,368.36,369.81,377.19,352.33,359.76,351.55,336.04,361.44,369.07,355.12,348.11,361.47
2021-08-25 21:54:16.007000,L8,,,,303.30,323.50,324.37,317.71,342.94,335.10,341.22,336.47,352.28,358.77,352.33,348.65,339.33,334.47,342.07,338.11,341.26,346.89,352.10,353.51,358.65,352.51,359.21,358.02,350.37,340.23,356.44,350.72,328.29,328.86,363.35,376.57,387.38,380.33,374.20,366.12,360.92,371.68,378.54,382.84,362.98,387.07,361.22
2021-09-10 21:54:20.775000,L8,322.95,328.78,326.68,336.16,343.80,329.12,338.84,357.85,350.98,349.77,342.51,359.54,370.54,362.99,353.59,340.46,323.52,338.71,341.29,360.63,371.95,374.16,458.98,396.84,347.64,347.10,343.30,333.33,336.19,347.12,356.48,332.60,319.66,335.21,332.75,343.48,352.67,337.96,344.23,324.04,325.75,333.44,369.29,350.46,342.12,347.49
2021-10-12 21:54:29.370000,L8,,303.12,163.91,245.00,272.04,261.89,257.59,250.46,249.41,,,,,278.72,284.87,287.97,278.70,233.53,227.16,236.00,240.93,248.98,249.07,244.42,246.58,240.17,226.30,235.01,233.47,249.32,243.31,240.56,228.59,247.36,246.12,251.24,270.07,279.51,274.81,295.80,301.15,291.26,272.96,192.58,218.77,206.85
2021-12-07 21:54:26.664000,L9,344.88,353.79,364.97,365.37,363.04,380.42,364.47,362.56,356.61,358.29,352.52,373.10,379.48,382.46,369.61,353.63,348.11,354.58,348.48,358.76,376.38,379.61,373.44,369.99,363.18,390.03,367.46,371.56,353.72,373.09,401.82,357.62,509.93,502.30,482.60,508.99,516.79,525.52,381.85,388.06,490.25,464.95,470.82,498.08,497.35,401.77
2021-12-15 21:54:24.982000,L8,291.15,313.78,314.36,310.31,281.05,272.00,304.75,307.68,300.59,296.18,209.55,250.52,257.00,288.11,287.29,286.60,,171.54,226.61,247.70,280.09,291.30,299.89,295.41,296.36,284.79,233.44,285.55,227.49,253.94,254.24,242.50,239.39,254.26,189.90,241.76,264.76,278.33,209.19,315.83,314.72,300.88,330.49,326.88,328.02,337.72
2021-12-23 21:54:21.811000,L9,313.91,326.61,327.86,323.63,327.90,323.84,320.89,330.31,333.92,320.65,327.25,336.25,344.66,335.14,321.28,314.21,313.14,308.68,298.79,306.40,311.36,313.58,324.61,327.47,321.51,328.47,316.65,319.87,301.45,324.51,317.43,308.32,308.00,332.21,329.90,337.04,345.71,338.49,340.26,338.27,335.89,337.31,360.65,350.70,348.13,356.21
2021-12-31 21:54:19.245000,L8,318.16,331.34,338.95,324.73,335.27,325.49,327.81,332.52,343.14,324.19,334.04,340.60,349.51,346.77,321.07,319.86,320.53,308.97,298.04,308.04,311.65,313.72,323.62,335.15,322.77,328.18,316.97,321.59,303.75,322.12,319.73,307.49,309.13,331.49,330.16,338.77,344.69,333.45,335.38,336.35,334.14,335.40,357.60,351.91,345.75,359.63
2022-01-08 21:54:19.756000,L9,284.49,309.39,312.42,305.73,275.51,269.40,287.39,257.11,291.71,240.42,215.99,248.81,249.94,276.66,282.13,255.33,212.70,227.05,223.16,228.77,240.49,283.33,292.10,251.73,245.31,242.35,227.29,230.48,217.98,244.73,243.80,238.12,236.80,247.20,,,,,,312.07,314.01,298.62,328.44,324.40,325.52,336.76
2022-02-01 21:54:12.645000,L8,264.49,322.62,320.67,324.51,323.92,321.04,319.49,,,255.63,205.38,282.68,376.93,357.56,314.75,315.75,302.34,302.99,292.18,299.54,298.83,303.59,313.51,305.23,314.34,320.43,310.15,321.52,302.84,323.48,318.75,306.38,307.22,330.59,330.28,338.58,345.53,332.51,334.29,331.38,330.45,333.55,357.28,347.87,366.41,393.96
2022-02-17 21:54:07.419000,L8,378.96,387.87,382.71,392.85,398.97,392.79,376.56,387.13,389.11,383.88,388.92,402.92,444.39,405.09,457.25,491.29,375.66,381.55,521.20,411.12,520.25,434.57,434.81,434.77,422.41,468.29,389.06,398.91,533.79,435.79,443.69,498.85,518.23,507.51,498.66,504.81,523.40,527.79,457.19,,406.89,403.16,421.36,434.58,439.48,426.33
2022-02-25 21:54:08.810000,L9,276.73,187.35,271.51,304.89,281.50,262.74,256.30,302.56,293.63,296.42,214.50,249.31,256.58,289.70,290.86,288.58,173.06,235.33,226.32,275.69,261.48,291.02,298.76,296.47,251.30,240.59,224.56,231.53,215.85,246.41,233.35,239.95,236.69,296.84,263.32,240.14,262.67,275.14,190.67,303.58,306.11,296.60,329.05,327.39,329.49,337.86
2022-03-05 21:54:04.613000,L8,332.84,387.84,389.36,394.89,404.46,399.23,387.46,372.57,352.44,357.90,357.55,389.04,394.24,466.66,448.76,536.47,469.34,436.37,451.08,456.10,510.49,513.96,517.64,511.29,,,495.75,529.97,506.90,474.37,494.47,,,509.38,477.48,460.73,452.07,446.29,491.64,415.65,433.68,500.02,484.35,437.52,404.02,412.62
2022-04-14 21:53:55.388000,L9,419.72,310.03,280.97,336.37,403.19,413.21,390.82,403.01,401.50,379.89,378.53,394.60,398.81,406.44,397.99,385.89,383.03,379.91,374.69,374.85,388.04,400.98,405.80,408.60,393.28,398.60,393.33,385.73,384.89,417.67,390.79,360.59,361.12,385.66,389.43,389.21,398.81,389.16,385.84,389.47,395.03,396.84,397.82,383.78,376.20,393.98
2022-04-22 21:53:52.789000,L8,,,,,,172.36,171.28,195.89,310.06,311.44,310.52,322.52,327.55,206.35,297.09,293.68,289.15,236.10,281.16,281.34,289.92,296.42,306.76,304.55,302.20,294.49,222.69,235.13,224.99,248.82,295.59,295.43,295.37,315.98,316.31,329.11,314.25,284.07,300.53,285.97,270.02,294.73,341.48,330.95,328.77,339.25
2022-04-30 21:53:48.861000,L9,,,,,,,,,,,,,,298.21,293.51,284.61,281.83,232.08,219.27,278.91,286.49,292.80,302.90,295.02,299.82,294.19,222.28,183.96,219.67,242.89,285.58,292.57,293.07,312.24,314.52,326.11,306.33,283.59,302.25,262.99,262.97,292.38,297.40,289.44,327.38,338.24
2022-05-24 21:54:00.511000,L8,,,,,159.35,191.34,188.76,318.56,348.63,337.95,319.54,349.52,366.05,365.45,347.93,334.60,328.73,342.99,323.10,327.45,350.46,341.83,367.60,359.94,352.51,356.09,335.24,338.77,324.61,351.93,338.65,323.50,318.24,344.67,345.82,355.94,376.79,369.90,368.92,338.80,308.67,366.93,376.40,359.06,358.53,362.19
2022-06-25 21:54:18.556000,L8,,,,,,182.57,183.37,215.28,340.60,314.21,,,283.76,352.03,339.65,333.28,326.56,324.96,318.02,327.01,336.03,339.29,336.47,339.54,337.78,350.28,330.44,339.00,321.55,349.60,335.20,329.94,318.66,342.49,344.63,351.68,373.27,374.49,378.26,283.25,301.59,367.80,375.38,379.94,372.98,383.75
2022-07-03 21:53:56.330000,L9,,,,,162.04,179.04,194.51,214.85,341.91,330.13,,,352.45,360.62,349.93,328.85,312.26,326.10,335.09,347.63,341.78,340.82,356.98,351.38,351.59,352.06,333.65,354.67,348.39,373.81,350.63,339.13,318.52,362.02,357.92,352.53,366.35,364.14,365.89,315.49,310.20,358.77,367.31,355.47,356.64,359.41
2022-08-04 21:54:10.992000,L9,,,,,,,,,306.16,,,,326.62,306.99,292.32,290.82,286.75,243.24,283.63,286.60,286.76,296.90,311.36,304.62,309.31,302.11,305.15,300.02,221.35,235.29,,298.51,261.79,316.65,299.45,264.80,301.66,283.65,303.50,272.89,262.46,295.15,337.26,331.35,330.17,343.46
2022-08-12 21:54:35.240000,L8,,,,,,,,,287.02,312.33,313.00,325.82,329.70,211.36,297.39,293.35,288.97,266.63,289.19,283.72,282.66,295.04,311.59,304.11,306.77,301.20,,232.60,223.45,248.07,,296.75,294.70,315.53,281.84,327.43,321.14,285.48,304.71,275.27,263.25,294.30,337.71,291.80,252.65,340.06
2022-08-20 21:54:17.823000,L9,,,,184.01,181.84,208.66,192.57,225.89,313.25,321.39,335.99,341.57,348.61,338.73,315.88,316.50,307.83,309.88,307.83,319.30,296.79,343.58,323.28,329.64,336.10,334.69,323.04,326.54,317.48,332.39,327.96,317.02,316.69,330.11,319.83,341.93,341.24,340.88,338.12,295.63,276.41,330.31,350.64,339.60,336.03,345.70
2022-10-23 21:54:31.869000,L9,475.50,457.04,418.95,337.29,347.01,349.54,342.11,343.76,341.43,343.85,341.13,349.81,358.82,352.87,340.15,330.48,320.01,324.65,321.49,322.44,327.29,320.87,340.77,340.33,342.13,346.27,332.81,338.21,316.95,341.55,335.03,325.44,318.76,341.95,344.09,347.44,359.35,360.82,354.05,341.15,276.39,336.51,369.22,374.25,351.82,361.44
2022-10-31 21:54:43.157000,L8,344.95,373.76,372.87,381.52,380.08,368.80,371.20,370.97,366.11,369.79,365.02,377.70,379.08,371.07,363.29,347.40,345.93,353.26,346.99,361.10,373.14,394.81,391.88,380.85,372.64,418.91,370.31,378.46,380.44,394.34,375.71,357.20,355.57,387.67,393.26,452.51,423.52,425.34,417.74,413.88,411.60,392.24,401.50,375.61,387.28,397.51
2022-11-24 21:54:31.570000,L9,309.64,327.50,331.95,331.19,346.98,342.28,336.92,344.93,337.78,338.72,337.93,351.10,356.17,345.18,332.77,328.34,317.41,317.08,317.31,326.87,331.37,319.71,343.16,339.33,331.38,338.50,331.51,328.02,312.42,335.26,326.52,317.88,318.88,339.78,335.04,341.26,357.82,346.07,345.27,336.93,275.98,333.73,390.12,348.67,369.16,354.38
2023-01-19 21:54:22.796000,L8,449.40,417.30,332.28,333.29,340.98,344.45,334.50,345.67,337.69,340.60,341.64,347.80,355.76,355.27,339.48,327.24,319.92,323.59,314.53,320.95,325.55,323.60,332.30,334.72,333.11,337.56,328.94,327.85,311.13,336.63,331.37,317.62,318.99,339.67,337.72,344.66,360.42,352.82,346.20,343.11,364.98,364.01,366.76,353.26,348.58,359.02
2023-02-04 21:54:26.970000,L8,313.88,322.23,329.31,325.59,337.99,337.17,326.30,330.21,330.81,327.06,329.05,339.08,350.09,336.90,327.45,324.59,320.29,315.23,309.87,319.47,329.44,338.76,367.38,360.11,340.36,367.29,362.16,340.82,312.02,333.84,326.95,323.09,326.33,344.12,371.60,341.78,356.83,346.19,342.39,338.13,336.54,343.80,371.03,343.66,344.86,362.85
2023-02-20 21:54:13.700000,L8,315.84,329.31,333.82,334.25,341.94,341.15,335.75,344.85,335.50,339.47,340.03,355.73,358.42,354.66,350.74,336.18,328.37,335.21,323.58,327.03,335.05,328.40,342.05,342.74,346.82,354.73,336.83,333.26,316.39,341.15,338.54,326.74,328.39,352.19,346.63,359.89,369.16,362.57,372.70,355.14,336.53,358.77,369.38,366.38,361.81,388.24
2023-02-28 21:54:20.133000,L9,273.75,218.83,270.38,248.08,278.35,261.12,243.00,306.30,166.75,193.96,182.57,197.40,195.96,204.09,242.81,229.01,286.14,239.47,236.69,280.62,285.89,292.36,303.34,300.82,302.64,292.21,237.80,291.11,275.83,260.59,254.57,291.13,292.46,262.85,313.90,325.51,325.23,281.33,228.19,308.41,273.61,301.90,334.92,294.29,261.34,209.04
2023-03-08 21:54:02.815000,L8,,309.54,318.55,253.50,282.17,258.18,245.11,307.45,305.30,,,,252.85,274.17,290.59,289.26,284.54,241.96,275.28,280.34,286.53,292.55,303.81,298.97,302.78,263.63,232.23,291.72,238.25,264.28,255.98,291.73,293.56,252.75,311.29,326.39,316.63,277.25,223.02,308.72,276.68,302.72,334.11,293.11,226.18,296.06
2023-03-24 21:53:54.397000,L8,,,,,,,,,,,,,,,283.27,277.99,210.33,264.93,282.95,279.74,279.86,290.42,298.57,296.81,300.40,296.37,238.92,296.72,281.96,275.20,,,,238.95,242.16,237.44,273.04,281.87,249.98,306.90,300.03,300.04,335.61,329.18,329.57,336.66
2023-05-11 21:53:22.317000,L8,,,,,,,,,,,,,,294.32,293.85,290.82,285.11,275.97,252.05,288.03,285.38,268.42,309.20,304.45,306.71,297.96,150.64,298.59,281.15,,298.25,293.42,294.62,251.48,317.14,325.22,333.08,285.59,299.94,183.00,313.39,294.29,337.88,293.16,258.99,337.22
2023-05-27 21:53:23.179000,L8,,,,,,,,,,,,,328.59,298.11,294.40,290.75,289.43,271.35,251.48,246.32,293.88,300.96,312.89,307.67,313.09,307.99,307.08,307.69,286.60,315.14,300.86,296.59,295.40,318.12,324.55,328.31,333.33,290.97,329.58,158.97,318.01,316.78,340.28,331.35,330.91,341.15
2023-06-28 21:53:39.089000,L8,,,,,,,,,,,,,,298.81,292.03,293.54,295.38,296.99,295.69,308.27,312.42,312.11,322.26,322.85,324.02,332.55,320.07,324.84,305.96,328.04,324.23,315.57,307.16,328.13,332.73,338.69,342.82,320.07,336.30,288.35,276.20,252.76,,,,
2023-07-14 21:53:46.848000,L8,,,,,209.43,174.72,187.76,216.62,340.48,321.35,,,357.51,349.08,341.26,328.49,321.59,325.26,316.88,325.61,334.10,332.55,344.90,346.32,340.80,346.83,336.70,340.77,320.54,346.73,340.47,327.07,320.07,346.79,351.05,360.54,370.39,363.44,366.49,344.86,338.36,353.18,372.18,369.69,372.43,370.52
2023-07-30 21:53:54.420000,L8,,,,,,169.90,183.73,298.64,338.74,343.70,335.69,353.62,358.51,350.20,338.82,326.37,316.64,321.04,315.28,322.52,331.61,333.76,339.93,335.91,336.32,347.02,333.08,338.95,317.66,343.22,334.48,322.49,318.22,345.09,350.50,355.96,367.47,357.84,355.64,341.33,335.99,346.81,373.38,361.81,359.57,360.71
2023-08-31 21:54:04.186000,L8,,,,,,,,303.99,310.17,296.12,306.32,303.12,326.11,288.49,289.91,290.45,283.38,242.98,216.56,284.28,280.17,265.55,310.87,302.45,305.45,266.85,225.75,223.56,228.84,258.43,244.22,243.65,234.39,311.53,320.80,329.22,336.24,284.24,302.74,256.42,264.29,293.54,338.18,331.20,331.16,339.00
2023-09-16 21:54:08.428000,L8,,,,,,168.88,172.83,305.98,306.26,297.55,271.96,320.86,326.72,289.41,290.34,235.00,235.52,238.54,188.83,189.69,242.70,253.25,294.65,295.75,248.74,243.72,229.03,227.65,231.89,261.04,243.23,284.85,289.60,268.44,316.15,326.16,334.02,290.24,303.96,242.78,256.73,291.57,337.26,328.79,326.51,338.59
2023-10-18 21:54:12.973000,L8,331.56,339.36,345.69,354.18,362.92,367.53,350.31,360.55,358.97,361.83,353.18,375.15,382.36,373.15,365.53,347.81,349.34,353.48,350.50,365.63,359.43,358.20,373.99,366.33,367.32,358.60,363.72,360.95,357.91,366.74,370.57,355.56,361.28,385.64,383.99,382.79,382.74,379.49,380.18,377.34,376.34,390.24,386.28,375.43,368.31,381.28
2023-11-11 21:54:15.194000,L9,431.30,391.79,337.45,341.84,349.60,347.56,342.74,355.13,355.44,351.57,348.16,360.26,360.55,364.38,348.80,331.70,328.19,319.60,316.71,329.83,330.69,329.50,341.38,341.93,340.58,349.05,336.85,332.89,317.19,343.69,333.90,325.37,318.72,347.30,344.89,344.84,370.60,367.23,363.84,353.29,349.37,353.51,375.17,363.68,359.36,359.28
2023-11-27 21:54:23.229000,L9,324.14,334.19,334.60,337.98,348.46,345.69,341.22,345.25,345.99,343.76,342.80,357.73,363.70,352.30,344.25,329.24,324.53,328.34,323.00,327.29,328.14,327.16,339.40,338.03,336.67,341.83,338.40,334.76,319.96,341.40,332.70,323.21,322.14,346.15,350.83,360.58,363.42,355.01,361.82,357.05,345.58,358.86,366.20,362.13,350.85,361.87
2023-12-13 21:54:22.355000,L9,354.47,360.62,353.99,360.06,356.85,353.76,357.12,368.71,366.33,360.29,361.37,382.27,375.91,376.34,364.59,361.60,368.35,376.54,369.04,381.66,394.03,390.67,380.54,390.89,383.62,372.53,374.68,384.68,374.75,390.99,377.49,376.82,369.50,396.92,400.51,405.59,394.30,390.70,386.98,401.59,387.75,391.75,405.50,389.56,406.53,413.69
2024-01-06 21:54:09.654000,L8,326.58,332.76,333.56,334.05,343.13,346.97,334.89,340.63,332.51,332.45,336.73,351.11,349.78,353.74,336.73,334.79,321.82,319.80,311.29,322.73,326.35,327.93,337.51,336.11,335.46,339.27,332.65,322.65,312.33,335.56,330.14,319.35,318.38,337.38,338.24,347.87,365.07,359.62,356.12,344.66,336.21,347.10,363.19,352.48,346.15,353.69
2024-01-22 21:54:08.036000,L8,361.91,378.99,353.59,358.36,360.07,358.09,355.61,360.86,363.72,362.55,363.80,382.23,379.12,378.33,389.68,401.75,408.05,421.36,414.75,427.66,434.65,430.11,429.20,417.72,411.66,420.87,412.89,375.21,378.03,375.51,366.54,426.94,425.34,424.09,405.87,401.22,402.70,407.74,383.61,393.32,405.68,413.06,424.97,408.74,406.92,419.96
2024-02-07 21:54:10.708000,L8,320.53,328.15,332.01,326.91,342.28,338.57,330.15,333.63,332.46,329.73,326.94,342.00,347.11,336.77,329.93,325.86,314.88,312.42,303.71,311.70,320.40,321.41,328.24,326.78,326.05,331.52,323.64,321.18,312.33,330.36,325.85,312.52,314.17,334.86,333.77,340.72,351.36,339.28,346.62,336.91,335.51,339.85,355.95,356.27,346.27,356.19
2024-02-15 21:54:18.336000,L9,309.95,322.60,329.06,320.41,324.26,320.72,321.35,329.08,321.04,305.42,318.04,330.68,340.78,333.41,327.52,315.19,307.85,307.42,300.33,309.43,315.53,319.44,325.03,322.74,321.61,329.86,321.43,316.67,307.72,328.31,321.51,310.49,310.00,332.98,332.19,339.46,353.05,338.32,345.97,333.67,327.17,335.02,352.87,350.81,340.36,349.52
2024-02-23 21:54:07.048000,L8,319.03,323.93,328.39,323.42,326.20,325.37,321.91,331.56,320.88,321.56,324.27,337.58,343.51,333.37,325.28,313.27,309.46,305.93,302.40,308.03,316.00,319.24,324.13,320.33,322.35,329.62,319.43,320.00,308.96,328.05,319.81,309.81,310.79,334.32,331.40,339.66,349.27,336.63,341.87,333.30,329.51,336.44,352.75,347.93,338.82,344.68
2024-03-10 21:53:55.670000,L8,308.04,331.28,327.27,331.27,332.44,339.71,339.06,353.58,344.65,334.50,334.14,342.28,343.38,331.16,347.15,326.40,324.53,330.59,343.00,352.77,367.62,363.27,360.05,357.50,350.88,360.50,350.42,351.04,342.56,360.83,352.49,339.86,344.17,357.40,370.74,376.83,377.38,375.50,375.98,368.34,360.85,373.22,383.96,374.34,374.51,383.11
2024-03-26 21:53:40.766000,L8,283.90,323.89,332.32,325.21,326.65,333.09,326.72,336.37,328.74,329.09,327.08,342.35,351.58,336.75,329.67,334.15,313.85,311.91,305.49,317.40,322.02,327.52,330.83,329.57,326.88,333.63,323.50,324.84,311.51,333.27,324.76,312.49,311.57,334.62,333.20,340.88,349.43,337.81,341.49,332.02,325.71,338.52,363.91,350.21,341.99,351.07
2024-04-03 21:54:04.700000,L9,,,,,,169.40,170.90,308.39,307.25,297.41,,248.63,250.61,284.99,289.29,286.67,207.73,241.87,233.29,282.81,288.25,294.47,304.70,301.29,302.10,295.19,227.03,291.88,283.63,314.62,301.07,298.02,296.24,315.58,255.48,261.06,281.27,294.12,268.13,308.83,301.78,322.60,342.20,333.35,332.25,342.39
2024-04-27 21:53:28.829000,L8,,,,,160.18,180.20,185.11,330.32,330.66,330.76,330.07,341.43,349.82,337.15,332.84,320.44,309.48,311.24,306.20,312.39,320.80,323.55,328.74,324.71,325.42,332.33,322.81,328.95,312.69,330.36,325.80,313.69,313.13,337.73,334.87,343.61,352.04,342.77,343.85,333.54,331.80,339.70,362.37,356.59,351.07,357.30
2024-05-05 21:53:40.756000,L9,,,,,165.01,177.54,184.38,266.91,337.05,251.91,246.42,270.95,182.83,358.45,344.51,330.00,320.02,325.60,314.05,324.02,328.72,335.46,336.04,340.69,332.71,340.24,327.49,334.88,315.16,341.90,336.15,319.34,317.51,343.53,344.26,352.37,367.66,362.64,352.54,342.08,336.84,345.10,369.61,360.91,350.26,360.89
2024-06-14 21:53:11.479000,L8,,,,,,,,,,,,,,,,,,,,,278.86,251.21,295.98,242.43,244.45,165.40,,,,,,,,298.38,313.48,276.67,322.85,282.38,298.82,,,,336.04,330.99,330.07,234.87
2024-07-24 21:53:29.540000,L9,,,,,169.55,180.14,209.23,334.98,342.73,343.93,333.24,340.33,355.94,348.59,349.18,343.79,336.91,341.55,345.03,351.68,348.56,352.81,349.36,348.60,349.77,350.24,347.48,348.28,347.26,364.77,350.00,341.01,325.00,374.01,363.87,355.22,357.42,357.54,367.72,352.31,352.12,347.47,361.00,348.15,346.26,357.64
2024-08-17 21:53:47.653000,L8,,,,,,,,,,,,,328.92,292.08,292.79,293.69,217.00,242.86,225.01,281.02,292.53,292.76,308.89,303.79,305.82,298.37,219.78,226.17,229.70,256.32,297.46,292.25,294.15,318.11,323.59,249.65,333.67,282.54,301.27,241.19,306.54,302.71,337.90,330.25,330.15,340.64
2024-09-02 21:53:56.133000,L8,295.61,323.43,482.80,332.63,341.85,506.74,470.23,464.38,484.44,460.84,,,,,,,400.61,332.29,204.86,264.84,341.53,,,,,,484.97,462.81,517.76,,,,,,,,,,,,,,,,,
2024-09-10 21:53:52.757000,L9,,,,,,171.02,178.46,254.95,308.28,244.28,303.49,320.36,329.19,306.65,290.42,150.71,211.66,211.75,222.50,231.09,290.88,295.44,311.10,304.33,305.88,292.36,,231.25,224.39,240.85,246.10,238.10,225.71,229.58,,,,,,,,,,,,
2024-10-04 21:53:56.894000,L8,,,,,,180.93,175.65,256.96,308.95,303.47,222.56,249.22,326.52,269.68,294.79,299.83,290.79,278.90,284.49,293.24,295.58,292.95,252.85,288.51,299.83,,,228.90,238.11,178.62,235.98,,,,230.33,325.69,274.52,281.62,291.51,310.48,308.27,321.27,331.60,317.62,328.87,335.99
2024-10-12 21:54:03.231000,L9,381.47,380.68,373.81,379.21,380.64,376.52,366.08,376.80,375.49,382.64,375.67,390.63,395.58,392.77,387.78,381.17,379.10,380.84,383.11,391.25,411.46,413.99,416.04,403.23,379.91,389.25,397.35,407.11,402.60,407.60,409.12,379.61,366.69,392.75,390.33,403.27,404.74,390.83,399.57,391.27,388.76,383.37,388.30,381.03,371.89,385.36
2024-10-20 21:54:09.288000,L8,345.97,366.13,361.94,361.97,363.12,370.86,356.52,371.10,403.58,365.69,358.23,376.98,381.65,382.55,378.14,364.41,358.17,366.17,367.47,376.63,390.77,387.77,386.42,490.08,482.21,428.80,442.58,464.93,377.84,381.34,377.63,364.68,360.69,461.82,477.30,480.26,475.13,532.15,436.96,477.79,513.20,457.68,397.83,427.70,415.55,399.25
2024-12-23 21:54:07.651000,L8,314.15,328.04,330.60,328.79,332.20,329.45,323.97,333.60,332.88,332.98,335.75,345.60,352.69,353.25,331.85,325.99,323.29,311.71,303.22,309.45,318.27,326.50,328.96,328.52,322.16,333.64,325.62,326.45,310.27,330.50,338.14,315.27,316.41,337.89,333.98,340.72,359.72,355.98,344.59,338.50,330.02,334.96,362.46,345.56,340.74,355.39
2025-02-09 21:54:06.396000,L8,,309.07,273.27,253.25,277.50,264.48,187.37,238.34,254.84,232.72,205.07,211.59,252.44,259.76,285.78,286.68,282.10,233.88,233.15,276.20,278.54,284.61,296.02,289.67,250.95,279.23,,245.12,269.14,259.93,252.35,265.97,292.02,296.22,275.28,322.76,317.56,275.99,257.96,311.16,299.74,306.06,330.73,291.33,257.11,279.56
2025-02-25 21:53:55.074000,L8,294.18,320.58,327.65,319.98,317.94,320.71,314.89,329.02,320.79,321.09,319.96,335.78,344.68,331.03,319.95,325.58,308.56,304.83,299.01,307.95,332.51,351.69,348.91,323.97,320.80,325.53,317.99,323.29,446.05,416.43,319.43,306.44,308.83,332.05,331.11,337.15,340.91,335.39,338.42,332.51,323.26,328.23,354.16,340.60,337.71,349.19
2025-03-13 21:53:52.779000,L8,,,318.69,307.32,293.44,174.60,175.20,250.12,253.49,227.96,209.66,251.29,252.00,283.74,286.05,288.61,279.74,239.46,250.57,278.49,279.83,288.18,301.81,296.57,296.61,280.62,236.49,285.31,271.26,260.19,253.04,282.03,291.13,296.57,313.33,322.17,319.96,285.48,296.85,306.72,290.03,302.90,328.32,326.43,328.47,334.46
2025-03-21 21:53:56.134000,L9,,,,,,166.36,171.53,191.42,301.45,,,238.23,253.40,278.24,287.17,249.42,281.72,237.72,227.29,276.52,257.61,288.53,301.48,296.79,293.76,282.12,235.03,286.72,270.27,255.12,248.16,244.28,231.06,302.98,306.37,323.44,318.94,286.16,301.46,300.11,287.55,303.81,330.82,295.33,262.71,263.67
2025-03-29 21:53:43.953000,L8,,,,,,171.14,203.34,247.20,309.64,309.09,305.38,317.58,201.01,311.75,293.44,286.12,289.59,244.33,232.58,,175.86,292.78,305.71,300.35,301.12,292.28,238.45,291.84,273.81,310.37,269.83,164.75,233.34,317.50,316.03,326.91,327.27,294.20,307.31,309.81,299.01,310.25,332.04,327.94,327.36,339.05
2025-04-06 21:53:55.722000,L9,,,164.82,319.46,320.05,321.14,319.05,328.89,325.03,324.87,325.04,339.42,344.50,335.19,322.35,326.37,313.47,308.34,300.49,307.65,316.16,324.13,322.91,318.56,321.26,327.69,319.07,324.77,308.57,330.21,322.73,309.09,310.77,333.92,333.17,340.43,346.72,339.96,344.38,331.92,325.61,330.43,353.79,345.08,350.59,353.53
2025-05-16 21:53:29.263000,L8,,,,,,,,,,,,,326.37,308.54,293.01,287.59,286.77,274.62,280.89,286.12,286.82,295.03,311.00,302.04,305.12,253.93,282.20,245.26,277.45,313.50,296.43,293.27,295.11,315.67,319.22,326.76,321.83,289.30,322.47,200.56,299.22,302.71,332.04,331.15,330.36,338.67
2025-06-01 21:53:32.696000,L8,,,,,,,,,,,,,,,,,201.36,272.19,279.69,247.90,284.11,294.69,310.10,303.65,304.81,302.85,,296.87,281.63,312.73,301.11,293.13,295.18,314.91,319.80,328.10,333.50,288.22,310.11,155.42,298.90,298.26,336.27,331.05,329.77,340.68
2025-06-09 21:53:33.755000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.17,251.56,298.41,309.41,,,,,,
2025-07-03 21:53:50.337000,L8,,,,,,,,,,,,,,,291.54,287.40,286.77,275.52,279.12,284.29,290.13,296.35,309.59,306.13,252.04,262.86,268.09,248.57,256.16,271.93,273.54,256.29,238.81,263.57,318.94,327.92,331.99,301.04,308.64,,268.10,263.33,329.46,327.84,329.56,340.25
