dates,nzd0268-0000,nzd0268-0001,nzd0268-0002,nzd0268-0003,nzd0268-0004,nzd0268-0005,nzd0268-0006,nzd0268-0007,nzd0268-0008,nzd0268-0009,nzd0268-0010,nzd0268-0011,nzd0268-0012,nzd0268-0013,nzd0268-0014,nzd0268-0015,nzd0268-0016,nzd0268-0017,nzd0268-0018,nzd0268-0019,nzd0268-0020,nzd0268-0021,nzd0268-0022,nzd0268-0023,nzd0268-0024,nzd0268-0025,nzd0268-0026,nzd0268-0027,nzd0268-0028,nzd0268-0029,nzd0268-0030,nzd0268-0031,nzd0268-0032,nzd0268-0033,nzd0268-0034,nzd0268-0035,nzd0268-0036,nzd0268-0037,nzd0268-0038,nzd0268-0039,nzd0268-0040,nzd0268-0041,nzd0268-0042,nzd0268-0043,nzd0268-0044,nzd0268-0045
2014-07-21 21:53:57+00:00,324.63,324.94,329.3,329.07,342.56,335.03,331.97,330.145,338.31,334.34000000000003,336.59000000000003,348.76,348.8733333333333,354.43,341.03499999999997,307.01,305.565,319.725,295.35,295.58,299.965,308.225,315.575,316.0,336.11,341.12,321.3733333333333,318.5833333333333,290.985,332.94666666666666,334.53499999999997,310.8533333333333,311.36,320.2425,319.41333333333336,340.9575,342.8633333333334,357.385,355.635,349.96500000000003,313.0225,294.28,337.55,330.58000000000004,332.59,338.3
2014-08-06 21:54:05+00:00,324.63,324.94,329.3,329.07,342.56,335.03,331.97,330.145,328.48333333333335,334.34000000000003,336.59000000000003,348.76,344.375,338.8966666666667,341.03499999999997,307.01,305.565,319.725,295.35,291.4633333333333,293.67,296.89,312.47799999999995,312.38800000000003,324.21,341.12,321.3733333333333,318.5833333333333,290.985,332.94666666666666,334.53499999999997,310.8533333333333,311.36,316.802,317.6,337.804,341.5725,357.385,337.54,349.96500000000003,311.306,294.74666666666667,337.55,318.93666666666667,332.59,338.3
2014-09-07 21:54:12+00:00,,,,,,,,333.005,327.58,338.21000000000004,337.76,348.43,342.56,340.24666666666667,342.88,308.4925,306.56,323.78999999999996,307.0,283.81,287.58500000000004,293.025,314.464,314.81800000000004,327.84666666666664,348.70500000000004,325.32,323.09666666666664,296.535,337.6066666666666,340.025,313.01,314.5,317.84399999999994,321.105,340.71200000000005,337.31333333333333,358.81,335.65,354.06,310.936,305.615,337.55,318.93666666666667,332.59,338.3
2014-09-23 21:54:09+00:00,,,,,,,,333.005,322.6825,325.5233333333333,326.77,337.5933333333333,339.135,332.495,325.7633333333333,305.596,302.526,323.78999999999996,290.91999999999996,281.82,286.31666666666666,290.62,312.10999999999996,312.285,320.9075,348.70500000000004,325.32,323.09666666666664,296.535,337.6066666666666,340.025,313.01,314.5,315.6983333333333,320.21,338.5,337.4075,358.81,325.15333333333336,338.3966666666667,310.7516666666666,305.83000000000004,337.85,321.9,332.59,338.16499999999996
2014-10-25 21:54:16+00:00,,313.27,317.53,,,,,333.005,318.254,325.5233333333333,326.77,337.5933333333333,339.135,322.77200000000005,316.40749999999997,302.57666666666665,298.50666666666666,323.78999999999996,273.43,280.1075,280.505,287.45166666666665,310.13714285714286,310.2442857142857,316.188,348.70500000000004,325.32,323.09666666666664,296.535,337.6066666666666,340.025,313.01,314.5,312.86,318.74,336.36571428571426,336.63199999999995,358.81,317.845,331.11,310.5942857142857,305.16333333333336,337.85,316.198,332.59,337.79333333333335
2014-11-10 21:54:18+00:00,350.15,313.27,317.53,,377.05,368.6,367.89,346.02666666666664,318.254,325.5233333333333,326.77,337.5933333333333,347.08000000000004,322.77200000000005,316.40749999999997,302.57666666666665,298.50666666666666,323.78999999999996,273.43,280.1075,280.505,287.45166666666665,310.13714285714286,310.2442857142857,316.188,348.70500000000004,325.32,323.09666666666664,296.535,337.6066666666666,340.025,313.01,314.5,312.86,318.74,336.36571428571426,336.63199999999995,358.81,317.845,331.11,310.5942857142857,305.16333333333336,337.85,316.198,332.59,337.79333333333335
2014-12-28 21:54:07+00:00,332.105,317.77,319.80499999999995,322.56,351.88,345.555,343.43,346.9433333333333,313.00200000000007,316.5266666666667,319.30333333333334,330.94666666666666,342.02799999999996,315.26599999999996,308.4675,300.20799999999997,292.072,310.645,278.3375,284.4175,283.03999999999996,278.35600000000005,307.73,305.29833333333335,308.062,329.78999999999996,320.915,320.98,305.54,332.385,321.295,308.395,307.70000000000005,309.5566666666667,320.19666666666666,331.5316666666667,337.346,343.20500000000004,306.0575,322.91499999999996,310.65833333333336,310.46999999999997,343.095,318.522,,337.79333333333335
2015-03-18 21:53:39+00:00,332.105,317.77,321.07,317.845,351.88,335.95,332.5466666666667,340.27666666666664,308.48333333333335,308.49,311.50500000000005,327.29333333333335,349.77666666666664,307.68666666666667,299.0133333333333,296.83,287.7166666666667,304.66,266.60749999999996,287.65,288.1625,292.0325,308.4175,305.49,305.5075,318.78999999999996,313.14,310.395,292.855,318.71500000000003,308.415,300.2,299.565,310.3775,319.71,328.58,338.3325,320.46500000000003,306.8575,318.42,319.86249999999995,317.5375,343.095,322.4066666666667,,337.53999999999996
2015-04-03 21:53:26+00:00,332.105,317.77,321.07,316.4166666666667,343.89000000000004,332.645,330.46,338.135,313.83,320.17999999999995,320.115,334.31,355.6666666666667,315.12333333333333,307.67333333333335,302.34,292.6233333333334,306.405,271.595,294.9775,293.8675,298.7275,313.5975,309.0625,309.975,321.4533333333333,314.4766666666667,312.91,296.7966666666667,322.5,311.6766666666667,301.89,301.0366666666667,316.28999999999996,322.895,331.645,340.5075,326.05,315.5775,324.035,324.1375,323.16249999999997,348.04,318.215,,337.05
2015-05-05 21:53:12+00:00,332.105,322.27,322.84000000000003,316.4166666666667,343.89000000000004,332.645,330.46,334.514,323.0,323.01666666666665,321.5266666666667,335.22,353.475,332.2133333333333,315.98,309.38,299.84999999999997,306.66333333333336,286.0,303.6925,304.86,308.46000000000004,319.46500000000003,313.4775,315.72,323.4375,315.3525,314.24,299.29,324.3075,313.99,303.57,302.015,324.12,327.5075,335.83500000000004,345.4875,330.15,326.86,326.1125,327.49249999999995,330.3925,348.04,343.04,,
2015-06-06 21:53:16+00:00,314.06,322.27,322.84000000000003,316.4166666666667,327.31000000000006,320.65999999999997,317.9833333333333,325.125,323.0,323.01666666666665,321.5266666666667,335.22,345.0133333333333,332.2133333333333,309.2925,303.865,295.61249999999995,296.8375,286.0,303.6925,304.86,304.988,315.786,310.74000000000007,313.066,317.48199999999997,315.3525,314.24,299.29,324.3075,313.99,303.57,302.015,319.98400000000004,325.86199999999997,333.848,343.70799999999997,330.15,326.86,326.1125,318.804,323.61,342.015,336.015,332.26,
2015-10-12 21:54:05+00:00,,,,,,,,320.03,314.815,328.69,324.35,337.95,346.9,335.15,297.86333333333334,294.44,287.30999999999995,271.9433333333333,296.07,309.83,307.04,284.3266666666667,311.41999999999996,307.7250000000001,311.36999999999995,311.525,317.98,318.23,306.77,329.73,320.93,308.61,304.95,307.8,319.16,329.1466666666667,340.1666666666667,342.45,341.05,313.225,305.99,309.82,332.595,328.01,332.26,339.64
2015-12-15 21:54:12+00:00,,,,,,,,366.41,301.58,350.07,354.07,,,,291.1,287.4,278.94,241.29,,,,251.34,,,,,,,,,,,,292.81,308.36,321.22,330.46,,,308.89,310.85,302.23,329.2,327.03,,339.64
2016-01-16 21:54:09+00:00,317.33,325.12,327.91,324.52,327.18,325.96,320.42,347.175,311.24,334.065,338.86,336.41,345.81,333.57,304.31,300.78,290.175,241.29,295.77,305.47,306.93,280.295,320.42,315.99,313.48,321.97,316.42,316.04,301.64,326.9,316.8,306.18,305.21,308.75,318.63,329.20500000000004,338.03499999999997,340.25,338.59,321.57,320.70000000000005,316.145,329.2,327.03,,339.64
2016-02-01 21:54:07+00:00,319.495,323.69,326.93,323.835,326.56,323.9,319.96500000000003,339.0466666666667,313.56333333333333,328.17333333333335,332.95666666666665,332.935,340.48,331.105,307.58,303.04333333333335,292.69666666666666,241.29,295.255,303.765,305.775,289.4866666666667,319.78499999999997,314.405,313.20500000000004,320.86,315.27,315.225,300.54999999999995,325.63,316.11,304.83500000000004,303.81,313.64000000000004,320.5366666666667,331.02,339.75,338.28999999999996,336.2,324.74666666666667,323.3066666666667,320.23,329.2,327.03,,339.64
2016-02-17 21:53:58+00:00,313.26,322.1666666666667,326.6433333333334,322.47999999999996,324.83,323.5233333333333,319.04333333333335,334.8275,314.3425,325.4575,328.6175,331.83,341.21666666666664,329.01,309.345,303.595,293.51750000000004,241.29,294.09,303.29,304.70666666666665,292.99,319.63666666666666,312.9633333333333,312.79333333333335,320.78000000000003,314.6566666666667,315.1766666666667,300.1566666666667,324.25333333333333,315.2366666666667,304.06666666666666,302.86333333333334,316.165,321.8275,331.755,340.3775,337.29333333333335,333.1333333333333,325.40999999999997,323.6075,321.1225,336.805,327.03,,339.64
2016-03-04 21:53:57+00:00,313.26,322.1666666666667,326.6433333333334,322.47999999999996,314.04,323.5233333333333,319.04333333333335,334.8275,311.904,325.4575,328.6175,331.83,341.21666666666664,329.01,305.008,303.595,293.51750000000004,238.035,294.09,296.165,298.415,291.3,312.60249999999996,307.7025,312.79333333333335,320.78000000000003,314.6566666666667,315.1766666666667,300.1566666666667,324.25333333333333,315.2366666666667,304.06666666666666,302.86333333333334,311.51,318.538,329.078,337.836,322.5075,333.1333333333333,321.178,319.826,316.392,336.805,325.68499999999995,324.45,338.74
2016-05-23 21:53:41+00:00,313.26,322.1666666666667,326.6433333333334,322.47999999999996,314.04,323.5233333333333,319.04333333333335,333.198,319.70799999999997,328.104,325.496,339.3425,341.21666666666664,329.01,308.485,308.9933333333334,298.3766666666667,234.78,294.09,296.165,298.415,301.29,312.60249999999996,307.7025,321.8525,320.78000000000003,318.115,315.1766666666667,300.1566666666667,324.25333333333333,327.245,314.23,302.86333333333334,316.185,321.0825,331.04249999999996,339.68,322.5075,333.1333333333333,324.25,326.334,319.9325,344.41,324.34,324.45,337.84
2016-07-26 21:54:04+00:00,311.225,320.69,326.01,321.46,309.66,322.30499999999995,318.355,323.88,319.40999999999997,324.13,316.58666666666664,340.31999999999994,338.91999999999996,314.59666666666664,301.955,299.6,291.06,234.78,293.25,293.06333333333333,283.3,292.5325,307.04499999999996,303.1775,324.6433333333334,320.185,318.68,314.745,299.415,322.93,330.7266666666667,316.91333333333336,301.69000000000005,310.3275,317.045,327.5225,336.07500000000005,307.1825,320.76666666666665,320.91666666666663,320.198,309.94500000000005,339.415,326.965,326.815,337.87
2016-08-11 21:54:06+00:00,300.79,319.12,326.07,319.77,301.52000000000004,322.77,317.2,324.42499999999995,319.81,328.0,314.30500000000006,333.40000000000003,334.45,305.1366666666666,296.2925,293.41,285.23333333333335,240.61,291.76,288.56500000000005,270.02250000000004,279.20500000000004,300.9475,298.7475,330.5,320.62,320.96000000000004,315.08,299.37,321.5,338.38,323.625,300.97,305.9633333333333,311.16499999999996,324.3225,332.735,292.1875,309.59666666666664,305.1466666666667,315.562,302.0825,336.5833333333333,327.3333333333333,327.41333333333336,337.87
2016-08-27 21:54:14+00:00,,,,,281.67,,321.94,333.675,325.7266666666667,337.21500000000003,323.58,338.56333333333333,341.345,316.37666666666667,302.2625,301.34,293.04333333333335,263.59999999999997,299.03,292.295,271.97,283.65250000000003,302.37,301.2925,335.9,339.09,324.375,324.11,313.17,329.1,348.505,328.33000000000004,316.27,309.07666666666665,312.66249999999997,321.10999999999996,329.56,277.81666666666666,316.37,306.5566666666667,316.67199999999997,304.17,332.66999999999996,327.3333333333333,327.41333333333336,337.87
2016-09-12 21:54:18+00:00,,,,325.37,331.4,,329.96000000000004,335.99,336.58666666666664,335.88,327.69666666666666,339.8875,346.84666666666664,323.7475,313.28999999999996,307.9475,299.1275,288.9733333333333,300.07,310.275,281.87,292.055,310.09,307.5225,331.52666666666664,337.645,323.19666666666666,323.875,312.975,329.03,343.3566666666666,322.8866666666667,314.835,322.06333333333333,318.9425,328.9766666666667,330.505,277.65,322.845,314.42333333333335,321.34399999999994,312.59749999999997,332.66999999999996,328.83000000000004,328.895,337.9
2016-10-14 21:54:24+00:00,,,,327.14,331.54999999999995,339.98,329.72333333333336,334.9425,333.5575,332.2025,328.1825,340.562,348.115,327.062,316.29200000000003,311.38,302.996,294.33,302.85999999999996,314.11333333333334,288.948,296.094,312.534,309.264,329.14,336.0566666666667,323.5625,324.27,312.6166666666666,328.74666666666667,340.1925,321.3775,314.24,324.62,321.34000000000003,331.895,337.8333333333333,298.55333333333334,325.95799999999997,318.56,322.57166666666666,316.4,332.66999999999996,328.83000000000004,328.895,337.9
2016-12-17 21:54:19+00:00,347.91,,,327.14,344.8233333333333,354.875,329.72333333333336,344.5375,339.12750000000005,330.03999999999996,333.24,335.23249999999996,348.115,327.062,316.29200000000003,311.38,302.996,294.33,302.85999999999996,314.11333333333334,288.948,296.094,312.534,309.264,322.51,336.0566666666667,321.92,324.27,312.6166666666666,328.74666666666667,332.5,313.59666666666664,314.24,324.62,321.34000000000003,331.895,337.8333333333333,298.55333333333334,325.95799999999997,318.56,318.408,316.4,332.66999999999996,328.83000000000004,328.895,337.9
2017-02-03 21:54:05+00:00,334.58000000000004,323.28,327.95,324.75,344.8233333333333,354.875,327.3225,341.114,335.61,327.8725,330.7175,335.86,347.702,336.524,322.68,316.97200000000004,308.078,297.82,301.9525,312.4375,302.086,303.86800000000005,317.454,314.40600000000006,322.77,334.3775,321.585,324.7125,311.7675,329.1775,329.8825,312.17,313.375,332.2675,325.116,336.25,344.0133333333333,311.09999999999997,331.592,322.158,324.834,324.558,341.125,328.07,328.61,
2017-06-11 21:53:45+00:00,334.58000000000004,323.28,327.95,319.97,371.37,369.77,320.12,346.24,342.21000000000004,321.37,323.15,338.37,346.05,337.64,323.34,313.94,304.87,311.78,288.47,295.35,300.78,313.09,309.93,312.22,313.775,329.34,320.58,326.04,309.22,330.47,322.03,307.89,310.78,317.87,324.175,333.215,342.815,298.16999999999996,316.145,336.55,332.0,330.9,343.685,330.74,,
2017-06-27 21:53:50+00:00,321.25,323.28,327.95,319.97,,,320.12,327.42,321.54,321.37,323.15,338.37,346.05,337.64,323.34,313.94,304.87,311.78,288.47,295.35,283.7966666666667,313.09,304.93,312.22,313.775,329.34,320.58,326.04,309.22,330.47,322.03,307.89,310.78,317.87,324.175,333.215,342.815,289.8066666666667,311.16333333333336,336.55,332.0,312.705,339.9766666666667,330.145,322.5,
2017-08-14 21:54:07+00:00,,,,,,,,324.38,331.12,328.21,326.84,344.64,351.08,346.15,335.37,327.53,320.91,330.87,277.71,283.29,269.615,330.06,309.7766666666667,317.335,318.15999999999997,340.27,334.32,335.99,324.12,347.67,338.59,325.88,320.87,324.15999999999997,332.725,338.02,348.48,276.41499999999996,301.91499999999996,340.51,331.11,294.51,343.5566666666667,330.145,322.5,
2017-10-01 21:54:18+00:00,,309.14,,307.31,,,,315.645,319.78,303.77,326.84,344.64,351.08,319.03499999999997,335.37,310.82,302.905,330.87,277.71,283.29,260.33666666666664,307.11,307.6125,311.40333333333336,312.50666666666666,340.27,334.32,335.99,324.12,347.67,338.59,325.88,320.87,319.2966666666667,322.6166666666667,332.09999999999997,342.31333333333333,278.35999999999996,300.65666666666664,324.565,320.88,295.89,340.8075,316.9666666666667,322.5,
2017-12-04 21:54:13+00:00,318.53,317.195,329.44,316.975,,,318.22,318.75333333333333,319.58666666666664,308.6933333333333,325.365,338.69,347.865,321.8233333333333,326.41499999999996,310.01,301.67333333333335,319.21000000000004,286.445,294.43,271.81,307.16,310.054,312.26,313.03,330.4,324.53999999999996,327.43,313.41499999999996,336.0,327.725,315.98,313.44,321.4675,324.345,333.1275,342.275,278.35999999999996,306.87,327.93333333333334,324.41,307.18666666666667,340.8075,316.9666666666667,322.5,
2018-06-30 21:53:07+00:00,,,,,,,,,,,,,,,,,,,,,280.87,,297.03,300.2,,,,,,,,,,301.79,316.61,324.35,333.21,277.15,,,268.9,292.78,334.85,331.97,,341.97
2018-07-16 21:53:15+00:00,,,,,,,,,,,,,,287.97,288.47,286.53,281.18,,,,262.71000000000004,,297.03,300.2,,,,,,,,,,301.375,305.95000000000005,322.94500000000005,332.96500000000003,278.01,295.02,,276.515,293.115,336.05,331.3,,339.91
2018-08-17 21:53:31+00:00,,,,,,,,317.16,,,,,,287.97,297.785,297.815,293.78499999999997,301.27,292.94,311.27,278.77,303.58,306.47,307.31,316.97,320.04,314.81,315.42,298.14,323.06,320.25,304.2,303.36,308.57666666666665,313.6333333333334,326.4166666666667,335.9433333333333,287.0133333333333,314.80499999999995,315.34,289.59666666666664,304.65000000000003,339.54,331.3,,339.91
2018-10-04 21:53:50+00:00,,,330.37,333.45,344.16,345.31,334.61,329.06500000000005,335.9,331.32,335.84,350.34,359.23,287.97,311.0166666666667,308.24666666666667,302.08,310.865,301.53,317.53999999999996,291.7375,312.205,313.77666666666664,315.67,325.05,330.615,319.845,324.765,309.65999999999997,330.99,326.885,310.26,310.53499999999997,315.005,320.81,331.19,341.4675,287.0133333333333,324.38666666666666,328.085,299.59499999999997,313.335,346.54,331.3,,339.91
2018-10-20 21:53:56+00:00,,,330.37,334.355,347.125,347.71500000000003,338.78,334.9066666666667,338.44,334.33,338.04499999999996,353.32,360.255,287.97,319.185,312.9675,306.6975,316.00666666666666,303.8966666666667,318.5933333333333,298.032,319.50333333333333,317.9575,320.31,326.50666666666666,333.6466666666667,322.28333333333336,327.01,312.16333333333336,334.07666666666665,328.6033333333333,311.53,312.4866666666667,319.17600000000004,324.02799999999996,334.05,341.4675,299.5225,329.085,334.45666666666665,306.436,317.884,346.54,331.3,,339.91
2018-11-05 21:54:00+00:00,288.36,315.39,324.68,334.355,347.125,332.97,327.74666666666667,327.905,327.8066666666667,323.77,326.94666666666666,341.0366666666667,349.75333333333333,298.685,314.398,308.712,301.744,316.00666666666666,298.07,311.28,297.125,319.50333333333333,314.488,316.486,319.4725,323.15,322.28333333333336,327.01,312.16333333333336,334.07666666666665,328.6033333333333,311.53,312.4866666666667,319.17600000000004,324.02799999999996,331.48833333333334,336.79200000000003,295.946,322.816,328.9625,307.59499999999997,315.72166666666664,344.498,330.79333333333335,330.16,339.88000000000005
2018-12-07 21:53:57+00:00,288.36,315.39,324.68,334.355,347.125,332.97,327.74666666666667,327.905,339.07,323.77,326.94666666666666,341.0366666666667,349.75333333333333,298.685,314.398,308.712,301.744,316.00666666666666,298.07,311.28,297.125,319.50333333333333,314.488,316.486,319.4725,323.15,322.28333333333336,327.01,312.16333333333336,334.07666666666665,328.6033333333333,311.53,312.4866666666667,319.17600000000004,324.02799999999996,331.48833333333334,336.79200000000003,295.946,322.816,328.9625,307.59499999999997,315.72166666666664,344.498,330.79333333333335,330.16,339.88000000000005
2019-06-17 21:53:54+00:00,,,,,,,,,,,,,,,,,,,279.41,287.9,289.5,294.2,304.97,303.25,305.26,297.35,291.9,295.06,,312.77,296.34,293.92,293.04,312.22,318.58,326.19,325.79,288.37,308.92,,304.45,299.31,337.98,333.6,,
2019-08-04 21:54:09+00:00,,,,,,,,,,,,,328.59,306.28,288.6,289.22,283.4,,279.41,287.9,280.135,294.2,304.97,303.25,305.26,297.35,291.9,295.06,,312.77,296.34,293.92,293.04,312.22,318.58,326.19,325.79,283.84000000000003,302.46500000000003,,303.01,296.58000000000004,335.35,333.6,,337.07
2019-11-08 21:54:26+00:00,,,,327.32,337.27,335.48,327.19,331.83,335.89,324.08,327.87,342.04,339.53,328.145,308.395,303.045,297.91999999999996,311.75,289.33500000000004,298.455,290.99666666666667,314.56,314.32000000000005,311.265,312.805,312.33000000000004,305.895,310.265,308.78,320.855,309.55999999999995,302.415,301.235,322.785,325.53999999999996,332.53,334.275,301.14000000000004,314.74666666666667,338.44,303.01,308.21000000000004,335.35,333.6,,337.07
2020-01-11 21:54:15+00:00,311.54,320.85,325.75,324.765,331.885,328.595,321.895,327.65,326.055,320.395,324.66499999999996,335.345,339.38,328.43333333333334,310.76,304.08666666666664,297.8533333333333,307.475,296.945,305.64,296.48,322.295,321.45000000000005,316.29999999999995,316.985,323.24,316.43,320.905,302.87,325.18,319.485,307.365,306.155,329.125,329.175,336.19,341.365,314.0133333333333,321.78,336.095,315.46500000000003,319.05333333333334,332.72,,,337.07
2020-01-27 21:54:11+00:00,312.565,321.735,326.48,323.95,331.04333333333335,326.2966666666667,320.5733333333333,327.17,324.05,320.1233333333333,323.1166666666666,335.3066666666667,340.74,329.3325,313.36,306.0825,298.375,308.15333333333336,296.87,305.7833333333333,299.6,319.53000000000003,321.91333333333336,316.60999999999996,317.17,322.86,316.5466666666667,320.37666666666667,303.05333333333334,325.64000000000004,319.47666666666663,306.99333333333334,306.2633333333333,329.2133333333333,329.44,336.3433333333333,341.6566666666667,318.045,325.6825,335.3566666666666,320.47333333333336,322.3025,332.72,,,337.07
2020-02-12 21:54:06+00:00,318.12333333333333,327.57,331.71,329.3275,334.705,329.805,324.2825,332.5175,328.695,326.25,329.1525,343.295,351.6175,343.33,329.915,321.095,303.3666666666667,318.1,296.87,305.7833333333333,309.21000000000004,319.53000000000003,331.2125,316.60999999999996,317.17,332.4475,316.5466666666667,320.37666666666667,303.05333333333334,335.8475,319.47666666666663,314.0675,315.435,337.8325,336.445,345.2925,349.86,340.1575,335.5733333333333,341.1625,329.92500000000007,331.78666666666663,,,,
2020-07-21 21:53:58+00:00,321.41499999999996,330.93,334.69,333.89,337.525,331.015,326.6700000000001,337.385,331.335,332.105,333.64,351.245,348.68333333333334,336.05,323.53999999999996,317.75666666666666,294.25,328.725,296.72,293.705,300.48,303.775,329.71999999999997,309.73,312.40999999999997,341.655,316.78,319.32,303.42,346.51500000000004,301.875,311.30333333333334,314.07666666666665,335.63,327.77,344.86999999999995,348.27,348.95000000000005,323.03999999999996,346.23,317.655,315.235,336.94,294.0,,
2020-10-25 21:54:24+00:00,320.62,322.83,329.19,324.37,332.58,325.29,324.62,328.69,320.87,319.61,322.61,337.12,336.445,323.435,306.77,303.31,297.155,309.23,299.84,294.92999999999995,301.83500000000004,303.59000000000003,315.78,310.895,313.825,328.33,317.23,322.98,306.87,327.92,301.605,299.935,299.96000000000004,322.66999999999996,313.745,332.51,340.17,333.64,322.485,334.29,318.635,315.75,348.08000000000004,294.0,,
2020-11-26 21:54:24+00:00,323.855,325.53499999999997,329.40999999999997,328.055,332.80499999999995,327.28,325.83500000000004,330.615,329.5,320.25,325.02,338.235,339.8433333333333,327.4766666666667,312.9166666666667,306.9166666666667,300.6333333333333,309.895,300.245,299.15333333333336,305.65333333333336,307.1066666666666,318.44666666666666,313.24666666666667,315.95,327.495,317.54,322.255,305.93,327.34000000000003,307.38000000000005,302.64000000000004,303.12,325.71666666666664,319.39000000000004,334.38666666666666,348.8866666666667,334.96500000000003,329.4266666666667,336.55,324.26666666666665,322.18333333333334,356.55,294.0,,
2021-04-03 21:53:50+00:00,323.855,325.53499999999997,329.40999999999997,324.11333333333334,331.7733333333333,328.13,324.7733333333333,330.1366666666667,327.31,322.29333333333335,324.71333333333337,338.4533333333333,345.41,334.48333333333335,322.99333333333334,314.93,304.38333333333327,309.41333333333336,300.51,308.29333333333335,313.3066666666667,314.58666666666664,324.49666666666667,318.94666666666666,321.04,327.9666666666667,317.5733333333333,322.58666666666664,306.5233333333333,328.12,320.66,308.0933333333333,308.68666666666667,332.37999999999994,331.37,339.7733333333333,357.69,336.1666666666667,340.97666666666663,334.71333333333337,331.0466666666667,334.43666666666667,364.9866666666667,,,
2021-05-05 21:53:33+00:00,327.09,328.24,329.63,323.985,331.37,329.54999999999995,324.84999999999997,330.86,330.53000000000003,323.635,325.76500000000004,339.12,346.235,335.21500000000003,325.04,315.05,303.69999999999993,309.47333333333336,300.3466666666667,307.9566666666667,313.56666666666666,315.78999999999996,325.4166666666667,318.8666666666667,321.8533333333333,328.2166666666667,318.28333333333336,323.66,307.01666666666665,333.56666666666666,322.95,308.71333333333337,310.36,333.75333333333333,332.21666666666664,342.60999999999996,359.31333333333333,337.87666666666667,343.3966666666667,331.99666666666667,328.0566666666667,333.96333333333337,366.1166666666666,,,
2021-07-08 21:53:58+00:00,,,,316.23,329.71,329.83,322.65,329.18,322.93,326.38,324.1,338.89,345.83,322.685,324.87,302.94000000000005,299.81,308.93000000000006,300.19500000000005,308.135,313.705,316.615,326.235,319.325,322.67999999999995,328.995,318.5,324.725,308.03,336.97,315.71000000000004,304.2366666666667,306.18,328.2833333333333,327.6433333333334,339.7966666666667,348.56333333333333,322.5133333333333,332.49666666666667,328.59,319.09,321.6366666666667,354.1166666666666,,,344.91
2021-08-09 21:54:11+00:00,,,,316.23,329.71,329.83,322.65,329.18,315.375,326.38,315.98,328.98,336.72,317.7866666666667,310.39,299.32666666666665,299.81,308.93000000000006,290.46333333333337,299.31333333333333,302.49333333333334,308.92333333333335,319.4466666666667,313.99,317.16,328.995,318.5,324.725,308.03,336.97,315.71000000000004,299.805,302.8,324.0625,316.7025,336.72749999999996,344.21250000000003,313.78499999999997,325.17,328.59,315.425,314.8525,350.0125,,,344.91
2021-08-25 21:54:16+00:00,,,,312.395,329.71,329.83,322.65,337.28,322.12333333333333,335.6,323.15333333333336,337.10999999999996,344.34666666666664,317.7866666666667,310.39,299.32666666666665,317.58500000000004,320.1566666666667,290.46333333333337,299.31333333333333,302.49333333333334,308.92333333333335,319.4466666666667,313.99,317.16,328.995,318.5,333.63666666666666,319.3,336.97,315.71000000000004,299.805,308.394,324.0625,316.7025,336.72749999999996,344.21250000000003,313.78499999999997,325.17,328.59,315.425,314.8525,350.0125,,,344.91
2021-10-12 21:54:29+00:00,,,,308.56,,,,345.38,321.72,344.82,322.68,336.21999999999997,343.605,298.5133333333333,290.01,289.8066666666667,335.36,326.01,285.175,294.59000000000003,277.64666666666665,286.3933333333333,316.49,311.32000000000005,314.46500000000003,329.08,319.36,338.83,325.095,344.26,311.5,296.83,308.1175,320.81666666666666,295.0825,334.97666666666663,340.78000000000003,298.9125,319.1133333333334,309.945,309.1425,303.66,335.8225,326.42,325.96,340.25
2021-12-07 21:54:26+00:00,343.86,352.85,,308.56,362.33,,,353.73,333.15333333333336,351.16999999999996,332.39000000000004,348.3633333333333,355.4166666666667,298.5133333333333,290.01,305.64,341.47,348.295,271.0,281.67,260.245,270.97,305.87,303.32,306.12,,,361.245,347.24,,297.21,290.56499999999994,306.7766666666667,313.4,282.06,328.6099999999999,332.615,285.6266666666667,306.90000000000003,293.75,304.3633333333333,294.32666666666665,326.8933333333334,326.42,325.96,340.25
2021-12-15 21:54:24+00:00,313.22,332.20000000000005,312.06,308.15999999999997,362.33,,,337.0466666666667,324.39,351.16999999999996,332.39000000000004,348.3633333333333,355.4166666666667,294.02750000000003,287.6566666666667,305.64,341.47,348.295,271.0,266.56,253.61666666666667,276.6366666666667,300.96500000000003,296.83,286.72,,,361.245,347.24,,297.21,290.56499999999994,306.7766666666667,313.4,282.06,328.6099999999999,332.615,282.7425,306.90000000000003,303.095,306.27,295.145,327.02750000000003,310.35,325.95,338.8
2021-12-23 21:54:21+00:00,313.45,330.33666666666664,319.96000000000004,313.31666666666666,345.115,323.84,320.89,335.3625,326.296,340.99666666666667,331.105,345.335,352.7275,302.25,296.0625,307.354,332.02666666666664,335.09,284.895,279.84,268.0525,285.8725,308.84666666666664,307.04333333333335,298.31666666666666,328.47,316.65,347.4533333333333,331.97666666666663,324.51,307.32,296.4833333333333,307.0825,319.66999999999996,282.06,331.42,336.97999999999996,293.892,318.02,314.82,312.19399999999996,303.578,333.752,310.35,325.95,343.1525
