dates,satname,nzd0412-0000,nzd0412-0001,nzd0412-0002,nzd0412-0003,nzd0412-0004,nzd0412-0005,nzd0412-0009,nzd0412-0010,nzd0412-0011,nzd0412-0012,nzd0412-0013,nzd0412-0014,nzd0412-0015,nzd0412-0016,nzd0412-0017,nzd0412-0018,nzd0412-0019,nzd0412-0020,nzd0412-0021,nzd0412-0022,nzd0412-0023,nzd0412-0024,nzd0412-0025,nzd0412-0026,nzd0412-0027,nzd0412-0028,nzd0412-0029,nzd0412-0030,nzd0412-0031,nzd0412-0032,nzd0412-0033,nzd0412-0037,nzd0412-0038,nzd0412-0039,nzd0412-0040,nzd0412-0041,nzd0412-0042,nzd0412-0043,nzd0412-0044,nzd0412-0006,nzd0412-0007,nzd0412-0008,nzd0412-0034,nzd0412-0035,nzd0412-0036,nzd0412-0045,nzd0412-0046,nzd0412-0047,nzd0412-0048,nzd0412-0054,nzd0412-0055,nzd0412-0056,nzd0412-0057,nzd0412-0058,nzd0412-0059,nzd0412-0060,nzd0412-0061,nzd0412-0049,nzd0412-0067,nzd0412-0068,nzd0412-0069,nzd0412-0050,nzd0412-0051,nzd0412-0052,nzd0412-0053,nzd0412-0062,nzd0412-0063,nzd0412-0064,nzd0412-0065,nzd0412-0066
2013-06-30 22:09:35.948000,L8,280.28,271.12,266.07,264.84,271.98,277.76,272.07,254.74,,,,,,,,,,,,,303.84,307.10,308.39,305.47,285.92,303.15,327.13,327.17,329.21,318.06,316.91,341.79,,,,,335.26,330.72,338.34,293.25,305.07,296.55,311.69,324.47,330.65,324.89,349.92,342.31,356.14,,,,,,,,304.84,335.30,365.82,373.00,444.74,335.86,332.47,,,329.02,331.36,361.64,369.68,375.17
2013-07-16 22:09:36.403000,L8,318.06,310.90,319.10,316.07,323.51,332.87,291.77,278.68,277.00,269.08,299.31,300.94,297.22,290.04,254.38,247.07,317.36,297.45,312.01,336.12,342.06,345.35,339.03,337.04,339.25,334.91,,,,,,366.38,357.66,368.92,368.85,371.79,373.80,363.40,365.59,,347.50,319.97,,,,360.83,374.38,372.14,378.77,,345.90,306.82,309.67,312.94,330.32,345.32,342.19,371.90,,,,,,,,,,,,
2013-09-02 22:09:40.433000,L8,321.43,314.65,327.77,322.79,325.97,333.36,300.93,287.92,283.60,279.99,299.15,310.85,314.01,339.05,342.89,338.31,329.00,325.96,323.06,336.31,341.91,347.95,340.27,336.55,338.24,331.07,,,,,,366.18,360.71,376.30,373.92,370.22,377.36,369.55,374.31,,,324.80,,,,366.42,374.27,373.72,378.68,,358.31,322.64,320.53,318.27,333.00,351.21,343.41,369.68,,,,,,,,,,,,
2014-01-24 22:08:45.323000,L8,308.38,301.63,311.47,306.83,314.86,319.56,293.79,285.90,288.08,300.49,288.48,288.30,332.00,333.87,336.48,332.82,337.77,,,,,,,,,,,,,,,362.62,363.06,377.03,378.33,376.54,377.84,373.91,373.02,332.80,334.36,309.07,,,,369.38,374.82,376.33,380.28,,365.80,323.47,322.69,320.54,333.66,350.75,347.90,,,,,,,,,,,,,
2014-02-25 22:08:20.274000,L8,296.97,291.85,281.50,239.09,,,,,281.15,269.17,278.75,290.30,286.34,276.55,243.84,320.18,333.91,316.75,335.91,327.70,332.76,344.12,343.35,336.10,335.56,332.09,,,,,,368.39,360.06,381.34,376.43,380.83,376.36,378.40,372.68,,,,,,,370.70,373.60,375.16,380.58,,366.47,318.20,316.89,317.11,331.43,350.31,342.63,371.22,,,,,,,,372.75,352.83,391.05,395.62,
2014-03-13 22:08:09.214000,L8,315.12,309.98,322.95,315.31,322.22,329.95,298.85,286.93,281.96,302.58,307.24,349.81,351.73,343.28,290.89,,,,,,,,,,,,,,,,,368.75,376.31,381.13,388.97,384.43,384.15,384.08,381.08,,347.22,313.01,,,,,,,,,371.09,327.73,325.86,327.28,342.10,357.29,348.46,,,,,,,,,,,,,
2014-04-30 22:07:22.351000,L8,319.00,312.92,322.17,325.28,323.85,339.53,299.30,284.01,284.14,282.43,305.00,303.95,296.41,298.78,338.87,332.58,337.32,307.76,301.16,333.75,342.02,347.89,,,,,,,,,,365.92,356.43,379.20,372.28,379.24,376.60,374.82,372.72,,350.65,323.46,,,,368.01,374.25,374.37,379.97,,351.23,314.17,318.61,316.16,332.08,351.85,342.39,369.67,,,,,,,,,,,,
2014-06-01 22:07:14.657000,L8,,,,,,,293.53,278.49,279.23,270.11,295.12,300.25,282.52,287.90,242.32,229.02,263.64,298.29,280.04,314.99,317.28,320.02,320.60,316.01,317.85,318.56,340.52,342.77,351.92,354.41,,,364.85,382.62,369.99,385.09,375.96,372.99,371.53,,348.66,316.16,,,,365.79,370.70,372.30,378.55,386.47,341.95,311.15,320.80,318.71,340.93,357.71,350.41,367.85,,,,369.81,,,,,,,,
2014-07-03 22:07:25.958000,L8,321.63,314.78,328.09,326.19,325.02,337.20,299.48,282.95,286.30,269.31,295.26,292.35,301.00,293.51,342.58,,,,,,,,,,,,,,,,,355.52,351.88,374.75,364.00,377.86,377.68,371.98,369.05,,349.98,321.16,,,,366.12,370.50,372.42,378.58,,310.03,310.86,319.16,315.68,333.02,347.88,344.39,371.07,,,,369.89,,,,,,,,
2014-08-04 22:07:38.344000,L8,,,,,,,297.51,284.95,280.21,284.94,319.13,329.04,338.41,346.04,,,,,,,,,,,,,,,,,,361.61,361.59,378.42,377.95,381.21,377.90,373.28,374.51,,348.18,327.84,,,,369.57,378.83,374.95,380.68,,351.10,323.16,323.13,318.68,342.08,353.91,347.18,372.77,,,,,,,,,,,,
2014-10-07 22:07:49.758000,L8,308.38,303.74,312.67,311.83,314.01,325.98,294.91,279.15,271.45,267.88,282.54,287.97,278.12,277.93,250.50,254.26,263.54,286.99,313.00,327.34,319.74,322.83,321.28,271.66,276.31,296.79,328.54,325.69,341.95,333.05,341.48,338.89,343.95,362.56,341.48,,,341.15,356.29,335.64,339.50,318.99,341.64,343.22,334.19,360.36,356.66,363.77,364.43,342.68,,,,,,,,354.99,,,,351.84,355.31,347.75,352.89,,,,,
2014-10-23 22:07:51.237000,L8,325.48,319.02,329.71,329.88,328.03,338.24,300.53,282.71,277.30,275.97,285.50,285.85,323.71,344.96,343.50,293.43,,,,,,,,,,,,,,,,360.55,361.36,380.34,379.93,382.35,378.80,384.38,377.33,,,328.13,,,,372.82,371.24,376.69,381.09,,370.89,327.24,322.95,328.40,337.93,357.14,342.96,369.85,,,,,,,,,,,,
2014-11-08 22:07:51.967000,L8,322.10,317.42,327.21,325.48,322.22,334.91,300.33,282.45,280.43,270.25,289.63,287.61,284.74,339.82,342.89,,,,,,,,,,,,,,,,,360.62,362.62,378.88,376.94,380.29,376.33,381.43,375.77,,,327.08,,,,372.36,369.75,376.68,381.34,,369.47,326.01,322.24,324.74,335.84,353.50,344.34,370.69,,,,,,,,,,,,
2014-12-26 22:07:42.898000,L8,,,,,,,283.38,276.91,272.81,330.98,331.21,343.16,342.17,343.90,,,,,,,,,,,,,,,,,,364.72,362.84,378.16,377.90,380.26,377.55,382.04,373.95,337.72,329.63,305.67,,,,372.29,371.72,376.34,382.08,,366.71,323.13,320.65,324.14,334.99,352.84,346.27,371.25,,,,,,,,379.84,355.90,394.38,,
2015-02-12 22:07:27.072000,L8,322.91,320.65,325.27,329.06,325.23,336.71,284.03,324.71,337.62,337.58,347.93,347.31,351.50,348.39,,,,,,,,,,,,,,,,,,,378.21,380.37,386.11,385.10,385.78,386.21,382.33,,,,,,,,,,,,372.36,330.07,327.20,329.66,341.16,360.92,352.94,,,,,,,,,,,,,
2015-02-28 22:07:24.273000,L8,324.89,317.85,327.15,328.08,327.00,336.43,302.54,297.30,307.87,328.87,337.54,346.98,347.67,349.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.86,,,,,,,,,372.99,325.92,322.04,335.25,340.12,358.23,348.92,,,,,,,,,,,,,
2015-04-01 22:07:01.610000,L8,311.33,306.45,317.07,312.68,316.79,330.47,283.92,277.94,271.26,270.16,285.29,289.44,345.21,338.93,339.22,,297.15,278.80,332.22,335.31,339.01,346.96,341.19,333.10,338.99,334.00,358.56,,,,,366.54,364.12,372.63,375.66,375.56,374.96,372.83,370.02,,335.67,305.04,,,,366.96,373.56,372.70,379.07,380.93,351.15,311.06,314.80,313.57,330.51,351.63,344.19,368.94,,,,,,,,372.85,353.04,392.61,400.52,
2015-05-19 22:06:40.529000,L8,,,,,,,302.44,282.50,282.59,270.71,287.70,289.62,295.91,344.63,289.13,273.72,295.16,,,,,,,,,,,,,,,,,,,,,,,,352.02,324.14,,,,,,,,,353.92,329.56,326.17,329.00,341.47,360.21,351.48,,,,,,,,,,,,,
2015-06-20 22:06:56.810000,L8,281.37,275.68,274.27,279.92,288.47,296.18,273.98,252.53,257.58,,,,,,,,,,,,,319.18,326.31,314.70,319.30,321.21,331.44,332.81,332.71,328.75,322.66,346.34,333.35,,,,352.58,337.40,344.05,309.90,317.14,298.97,314.03,327.95,336.51,330.66,353.16,349.00,357.90,,,,282.71,282.37,269.26,313.37,306.73,336.16,356.30,335.92,,344.31,335.25,327.81,338.38,345.68,328.18,369.84,375.40,375.14
2015-07-22 22:07:13.408000,L8,316.03,314.38,324.85,319.69,321.95,337.78,295.86,282.89,281.33,274.95,283.80,287.96,281.02,285.80,253.68,242.76,262.16,284.00,301.27,333.95,332.51,346.19,,,,,,,,,,369.76,353.34,377.64,372.44,366.98,382.86,362.23,366.75,,343.29,320.21,,,,360.31,,,,,334.35,305.29,310.50,310.91,327.31,345.81,343.96,,,,,,,,,,,,,
2015-08-23 22:07:24.416000,L8,315.69,312.09,323.88,317.04,322.54,337.20,295.80,283.62,292.80,309.19,339.26,338.47,340.09,335.05,337.37,335.38,332.18,332.58,324.69,335.63,335.77,345.39,,,,,,,,,,364.64,356.88,376.75,372.05,369.14,374.40,364.18,366.65,,351.48,317.44,,,,360.27,372.00,372.70,381.50,,348.08,311.28,317.43,315.80,330.53,351.81,359.86,370.06,,,,,,,,,,,,
2015-09-08 22:07:30.411000,L8,316.40,317.27,318.69,323.32,327.85,,305.56,288.31,285.48,274.53,280.44,281.55,266.76,272.25,247.12,231.57,254.56,279.97,299.37,331.34,334.60,343.65,,,,,,,,,,369.32,355.45,375.88,366.88,367.20,374.29,365.67,366.44,,,329.23,,,,356.96,369.63,369.21,380.40,385.72,348.52,317.66,317.92,316.88,329.89,349.86,343.37,360.40,,,,365.73,,,,376.85,351.49,387.57,,
2015-10-10 22:07:38.780000,L8,313.73,309.63,318.92,315.95,318.09,331.75,287.63,276.00,269.74,276.92,301.06,307.58,283.82,303.49,343.28,342.77,324.15,331.96,322.60,336.78,339.61,350.62,,,,,,,,,,363.71,360.54,377.83,372.53,367.74,372.57,366.85,367.69,,345.40,324.37,,,,363.14,369.88,370.16,378.07,382.23,355.07,319.13,319.63,315.13,331.98,351.39,344.44,366.12,,,,,,,,,,,,
2015-11-27 22:07:47.119000,L8,315.82,312.51,324.11,318.65,316.64,334.53,304.78,288.13,335.57,337.45,340.81,339.17,342.41,343.57,,,,,,,,,,,,,,,,,,372.54,367.19,381.83,381.49,379.74,381.40,376.64,379.03,,345.42,329.64,,,,,,,,,370.15,326.52,321.57,318.25,339.32,358.19,349.82,,,,,,,,,,,,,
2015-12-13 22:07:45.395000,L8,309.25,310.91,314.60,312.24,315.10,336.15,292.95,285.14,274.65,275.94,296.88,297.59,288.32,305.34,333.87,332.32,328.92,288.16,307.09,336.32,341.86,346.62,,,,,,,,,,349.43,347.46,364.69,366.52,368.67,367.89,361.13,369.04,,342.91,311.57,346.69,338.97,344.70,367.01,366.46,377.76,381.70,380.35,359.96,317.19,321.65,318.64,336.92,355.85,349.78,,399.17,,,,,,,372.05,350.68,385.42,386.27,390.67
2016-02-15 22:07:33.404000,L8,310.05,306.87,315.28,310.92,312.27,327.54,289.46,285.00,333.69,327.84,337.10,335.14,305.05,336.33,343.57,,,,,,,,,,,,,,,,,367.40,366.54,375.40,375.84,377.39,378.48,380.04,373.71,334.62,338.95,311.69,,,,370.78,369.73,376.26,384.03,,369.51,327.99,326.21,327.00,339.78,359.64,348.64,,,,,,,,,,,,,
2016-03-02 22:07:31.352000,L8,,,220.39,248.97,257.82,262.69,262.99,232.00,245.48,,,,,,,,,,,309.62,306.97,325.70,325.69,308.39,323.26,312.15,340.98,338.18,334.01,324.32,327.66,331.31,324.62,329.52,,336.55,344.98,340.42,338.49,279.89,289.23,276.44,315.12,316.01,321.15,342.11,342.49,345.31,348.28,303.94,328.43,290.56,292.05,284.69,297.64,319.43,304.12,336.34,308.33,288.83,,334.17,320.73,318.16,338.43,317.48,316.19,351.09,358.91,352.22
2016-03-18 22:07:25.821000,L8,319.54,314.46,322.70,317.78,320.36,336.85,297.70,288.18,293.45,323.99,328.56,331.45,329.77,346.17,,,,,,,,,,,,,,,,,,,374.26,381.94,389.28,384.32,385.83,386.44,383.68,,347.66,324.20,,,,,,,,,369.02,328.83,328.17,324.89,343.64,361.23,354.90,,,,,,,,,,,,,
2016-04-19 22:07:10.819000,L8,317.85,313.68,321.97,316.10,320.83,337.34,292.84,287.65,336.00,330.03,335.44,335.52,330.37,340.55,,,,,,,,,,,,,,,,,,371.11,367.29,378.41,377.28,378.99,378.86,385.30,371.80,,347.67,318.58,,,,372.02,372.80,378.66,384.24,,360.58,321.65,323.58,319.83,337.26,358.10,348.54,,,,,,,,,,,,,
2016-06-06 22:07:18.940000,L8,,252.44,260.22,268.68,277.68,287.47,273.57,255.63,257.89,,,,,,,,237.21,274.51,305.31,320.95,319.93,334.59,331.28,315.80,330.07,322.81,347.12,341.85,338.92,333.89,327.74,343.71,334.05,287.84,,,339.10,341.11,341.13,303.11,314.81,295.76,303.72,327.60,336.86,341.38,349.77,349.27,354.65,,,,294.14,290.30,273.08,321.13,317.49,344.67,362.67,345.13,,346.25,335.44,338.07,349.69,349.48,336.22,369.99,375.66,373.96
2016-07-08 22:07:32.591000,L8,320.48,319.77,326.90,321.89,315.34,337.31,290.81,284.10,331.56,324.60,315.45,319.91,317.61,341.55,,,,,,,,,,,,,,,,,,,,,,,,,,,346.56,322.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-24 22:07:37.782000,L8,316.41,314.11,328.78,320.13,321.04,,300.31,281.32,284.23,278.17,322.08,323.15,323.74,341.88,,,,,,,,,,,,,,,,,,,363.46,382.90,374.53,382.61,380.32,389.38,374.32,,351.71,315.83,,,,368.62,375.38,377.77,382.07,,342.14,309.36,316.96,317.10,329.95,352.12,346.58,370.46,,,,,,,,,,,,
2016-08-09 22:07:39.758000,L8,318.52,318.16,329.30,323.02,321.69,,295.17,282.92,278.42,277.72,309.78,320.43,324.36,345.40,,,,,,,,,,,,,,,,,,,369.26,379.21,383.04,381.91,384.61,381.07,377.26,,349.69,321.71,,,,370.29,377.04,377.96,384.42,,354.19,320.60,323.78,320.46,339.85,355.15,349.00,,,,,,,,,,,,,
2016-09-10 22:07:51.328000,L8,299.64,295.09,309.32,305.57,306.74,329.66,298.13,286.42,279.88,276.56,284.89,294.21,295.33,294.50,341.61,,,,,,,,,,,,,,,,,368.32,365.94,377.51,380.70,373.86,380.79,368.70,373.77,338.84,345.76,320.47,,,,368.02,371.16,372.92,377.64,382.56,354.92,317.92,318.73,315.74,334.28,350.51,341.92,367.10,,,,360.88,,,,,,,,
2016-10-12 22:07:57.049000,L8,310.36,308.44,317.05,314.01,315.89,335.82,321.11,297.23,330.72,327.44,325.82,328.30,328.93,340.47,,,,,,,,,,,,,,,,,,367.81,370.95,376.68,380.38,376.06,378.73,370.53,375.18,,350.00,322.47,,,,370.38,373.81,377.53,381.85,,365.66,325.51,324.06,322.51,340.50,357.10,346.81,371.84,,,,,,,,,,,,
2016-12-15 22:07:53.950000,L8,307.73,309.07,322.31,315.21,313.80,335.71,291.93,287.77,310.61,321.46,318.04,331.17,328.99,342.60,,,,,,,,,,,,,,,,,,372.09,361.12,378.27,379.20,379.96,377.60,378.94,375.62,,342.08,316.01,,,,371.06,372.32,373.75,381.37,,368.34,326.79,324.43,327.80,338.78,357.24,347.51,370.26,,,,,,,,,,,,
2016-12-31 22:07:51.584000,L8,,,,,,,281.41,273.95,325.20,333.17,327.15,341.27,339.93,350.11,,,,,,,337.36,330.47,326.38,317.28,346.52,341.50,352.37,346.10,350.10,335.29,336.53,338.90,336.80,345.12,355.72,353.20,362.36,,,,347.44,318.59,330.55,334.71,328.38,,,,,,366.71,325.92,304.68,296.66,317.63,351.77,350.95,,,,,,,,,,,,,
2017-01-16 22:07:46.911000,L8,313.92,315.31,327.52,326.50,320.22,343.43,296.28,283.78,334.77,339.66,335.86,344.97,344.01,348.80,,,,,,,,,,,,,,,,,,,,,,,,,,,347.37,320.58,,,,,,,,,370.77,328.33,324.20,327.01,339.18,357.85,349.80,,,,,,,,,,,,,
2017-04-06 22:07:09.788000,L8,,,,299.47,300.90,313.22,275.47,263.12,258.13,251.77,261.41,252.22,261.89,258.95,232.30,219.40,,251.50,279.48,266.69,322.73,333.04,336.42,340.01,347.60,343.61,,,,,,,,,,,,,,328.36,326.74,300.09,,,,,,,,,358.96,320.34,325.68,318.29,338.33,353.95,374.52,,,,,,,,,,,,,
2017-04-22 22:07:00.199000,L8,315.71,310.84,323.88,319.15,320.32,344.51,302.40,290.71,289.88,282.53,303.77,297.80,313.32,288.81,343.90,341.98,336.51,331.05,332.80,336.67,344.71,350.43,,,,,,,,,,368.97,366.17,374.97,373.11,376.09,375.63,371.98,371.72,,332.95,321.14,,,,366.82,368.00,375.01,382.82,388.15,362.70,322.75,322.34,322.98,336.00,355.62,346.47,,,,,,,,,,,,,
2017-05-24 22:07:10.251000,L8,,,,,,,301.74,285.75,286.33,279.10,304.12,295.48,305.89,291.45,343.33,,,,,,,,,,,,,,,,,373.11,354.81,365.26,355.94,373.14,376.58,381.36,375.30,,342.62,319.18,,,,374.06,375.15,380.88,383.63,364.93,332.53,309.52,318.09,317.42,333.98,351.16,344.34,372.02,,,,,,363.15,364.39,,,,,
2017-06-25 22:07:23.481000,L8,262.82,254.85,258.21,264.63,267.21,281.28,268.07,246.18,,,,,,,,,,273.82,271.96,283.40,304.48,309.68,316.79,282.36,314.09,309.21,338.24,334.33,332.90,324.96,305.86,335.40,,,,,,,,297.88,310.36,291.37,279.61,315.05,329.18,,,,348.90,,,,,,,302.74,312.60,335.11,374.02,373.68,493.93,336.50,,,,341.72,321.78,363.65,372.96,377.02
2017-08-28 22:07:43.849000,L8,315.29,314.25,323.33,324.22,320.27,339.83,302.23,288.87,289.54,282.89,295.32,302.54,289.40,296.39,295.24,339.06,334.33,331.74,329.87,335.18,344.08,350.59,,,,,,,,,,368.65,356.84,374.29,369.24,371.79,371.94,370.92,370.82,,339.80,319.73,,,,366.43,369.53,373.46,378.40,,356.56,320.89,318.79,318.06,333.06,350.14,343.07,360.49,,,,,,,,,,,,
2017-10-31 22:07:55.807000,L8,319.32,318.42,326.02,326.75,322.85,344.06,303.13,294.45,289.85,293.28,298.73,304.41,303.54,349.47,,,,,,,,,,,,,,,,,,368.23,373.13,376.92,384.24,380.17,382.05,376.31,377.89,,,337.62,,,,371.66,374.44,377.90,381.95,,371.73,329.08,325.91,325.83,341.32,357.15,347.74,,,,,,,,,,,,,
2017-12-02 22:07:46.733000,L8,310.50,308.73,316.96,317.42,316.29,334.59,300.65,291.98,291.91,293.73,300.29,347.82,348.98,343.10,342.73,,,,,,,,,,,,,,,,,367.76,365.33,378.45,378.49,375.88,378.83,374.82,375.90,,,342.30,,,,369.85,374.23,375.96,381.98,,367.28,325.08,320.93,320.41,339.96,352.90,347.77,372.17,,,,,,,,,,,,
2018-03-15 22:13:22.165000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.01,362.65,325.06,321.71,318.81,333.58,346.09,339.25,,,,,,,,,,,,,
2018-04-25 22:06:50.725000,L8,312.15,309.89,316.36,311.39,315.62,338.63,299.88,287.63,286.89,284.36,301.82,300.49,311.47,340.38,340.75,,,,,,,,,,,,,,,,,369.30,367.42,376.12,381.05,377.13,378.78,377.80,374.73,,343.21,316.98,,,,369.74,371.83,373.06,382.02,,357.31,315.99,321.35,320.67,340.41,354.79,345.68,,,,,,,,,,,,,
2018-05-27 22:06:28.609000,L8,,,,,,,285.33,273.28,272.72,271.35,282.69,289.42,281.87,286.13,288.41,,,,,,,,,,,,,,,,,372.99,365.53,378.23,376.78,377.86,379.16,376.41,374.60,338.28,332.64,310.47,,,,372.35,378.74,378.28,382.06,,355.06,316.94,320.70,317.19,337.13,355.48,354.06,373.60,,,,,,,,,,,,
2018-06-28 22:06:40.110000,L8,271.97,267.29,267.93,274.79,278.46,286.74,274.68,258.47,256.98,,,,,,,,242.43,281.16,276.06,290.22,293.16,295.39,314.31,309.27,285.18,301.66,312.55,319.42,327.97,327.24,320.04,339.89,333.51,300.89,,,346.91,337.32,342.99,304.14,310.99,294.31,314.57,320.49,332.31,334.08,348.37,341.48,356.22,356.89,,,,,,314.99,313.30,337.65,381.03,381.25,,342.47,338.35,341.39,352.87,344.15,334.49,370.85,372.10,383.60
2018-08-31 22:07:11.120000,L8,318.75,318.05,325.58,324.28,322.74,338.82,293.52,284.34,282.02,283.84,299.54,343.39,344.29,341.24,342.56,,,,,,,,,,,,,,,,,370.37,368.17,378.39,382.48,374.76,377.78,370.84,375.94,,337.44,318.13,,,,368.64,376.08,375.56,,,,346.68,323.70,322.40,338.71,353.88,348.34,,,,,,,,,,,,,
2018-10-18 22:07:29.549000,L8,316.77,317.48,321.90,317.31,320.03,340.71,300.69,286.51,281.78,279.39,290.82,289.26,303.14,342.16,342.81,,,,,,,,,,,,,,,,,366.59,374.04,376.47,378.78,379.30,380.77,378.52,376.70,,340.47,317.13,,,,368.32,377.22,,,,,345.17,322.02,327.43,340.08,352.37,345.71,,,,,,,,,,,,,
2018-12-21 22:07:30.529000,L8,,,,,,,295.38,282.63,279.99,282.98,294.43,307.72,340.66,341.39,,,,,,,,,,,,,,,,,,370.52,364.88,378.90,378.33,377.65,377.31,376.51,374.80,,335.94,317.00,,,,369.42,371.88,373.05,381.31,,370.38,326.65,322.88,326.03,338.03,355.03,344.01,369.79,,,,,,,,,,,,
2019-01-22 22:07:26.086000,L8,315.35,313.69,322.98,322.44,317.31,338.39,300.20,286.37,288.70,289.85,344.24,350.52,348.51,342.94,,,,,,,,,,,,,,,,,,370.98,363.02,378.91,377.87,378.73,375.80,377.99,375.73,335.62,335.21,316.32,,,,371.16,373.24,375.17,383.13,,370.82,326.09,320.75,322.55,337.16,353.07,343.84,370.48,,,,,,,,,,,,
2019-02-07 22:07:23.498000,L8,307.85,307.23,317.42,313.69,315.27,334.14,305.79,286.65,338.02,344.04,344.91,349.14,348.61,342.12,342.36,,,,,,,,,,,,,,,,,368.70,361.21,378.69,375.50,377.97,375.86,379.44,374.01,330.64,321.13,303.53,,,,370.76,371.24,374.13,381.25,386.16,369.78,321.44,318.03,317.48,335.21,352.38,343.16,367.62,,,,,,,,372.92,354.17,394.06,398.93,
2019-03-11 22:07:14.802000,L8,312.74,310.67,322.39,319.64,318.05,338.83,303.71,287.85,276.04,340.87,344.50,352.51,347.50,340.54,343.89,,,,,,,,,,,,,,,,,372.89,367.56,380.89,381.37,382.40,379.40,386.18,377.10,337.47,333.35,303.12,,,,,,,,,371.77,327.93,321.45,328.33,337.51,356.51,345.89,,,,,,,,,377.27,,,,
2019-05-30 22:07:21.058000,L8,286.49,281.22,282.61,284.12,292.83,298.87,275.07,262.04,259.95,,,,,,,,262.51,298.14,315.63,315.11,316.75,316.30,323.27,313.46,316.89,307.42,316.08,325.45,329.74,328.19,320.91,340.66,333.80,311.03,,,348.92,342.76,345.51,318.55,318.94,297.15,302.94,323.78,336.92,342.52,351.43,348.14,357.49,356.70,,,270.56,290.41,282.44,319.09,314.66,345.39,377.68,379.30,356.97,346.55,339.98,345.85,352.27,345.29,337.97,378.41,372.47,376.87
2019-06-15 22:07:27.730000,L8,278.73,274.68,275.50,280.70,283.76,294.91,272.40,258.56,257.68,,,,,,,,235.30,285.31,284.04,305.73,309.26,301.18,320.38,310.00,301.22,304.83,308.25,318.17,323.82,327.11,319.20,337.97,,,,,309.19,332.98,338.67,312.70,314.48,290.82,292.27,318.03,332.13,336.68,345.50,340.33,355.82,,,,,,,309.26,312.04,336.58,372.83,376.06,349.12,345.60,335.86,333.05,261.99,340.70,323.95,367.08,370.42,375.06
2019-07-01 22:07:32.340000,L8,320.58,318.64,326.05,329.52,327.79,,294.91,290.93,337.26,344.29,344.79,346.74,350.84,345.11,,,,,,,,,,,,,,,,,,367.60,369.38,376.22,377.29,376.13,380.85,379.50,378.76,,345.03,312.02,,,,,,,,,352.47,313.83,326.41,329.38,343.47,360.04,365.44,,,,,,,,,,,,,
2019-07-17 22:07:34.929000,L8,,,,,,,,,,,,,,,,,,,,,,,303.35,279.26,274.12,273.62,288.12,292.46,289.99,262.25,295.77,340.44,341.66,343.03,,345.77,354.32,338.57,337.69,,,,299.44,312.59,333.52,328.05,330.29,351.62,359.99,360.67,,280.42,285.77,296.39,286.84,326.41,317.00,350.92,381.12,378.53,471.80,350.89,342.44,350.76,355.14,349.98,334.64,380.54,381.74,383.43
2019-08-02 22:07:41.830000,L8,,,,,,,296.82,285.74,284.37,280.07,293.73,298.95,300.56,351.46,,,,,,,,,,,,,,,,,,368.22,368.58,377.75,378.81,376.27,385.84,367.41,374.76,,339.13,319.17,,,,371.18,376.16,376.54,384.96,,355.95,314.84,318.13,318.53,337.28,353.39,348.57,,,,,,,,,,,,,
2019-08-18 22:07:47.079000,L8,279.82,275.30,275.54,279.47,288.87,292.06,278.11,263.21,259.89,,,,,,,,225.76,277.61,292.10,308.26,311.90,308.37,315.45,306.00,303.04,300.94,308.20,316.19,326.86,325.10,318.22,333.89,331.73,303.46,337.16,335.19,352.83,338.63,343.95,313.29,314.93,297.99,321.99,322.60,329.98,334.31,347.66,345.58,353.53,352.57,290.75,287.61,292.24,292.38,273.91,308.76,306.88,344.43,366.50,367.48,412.45,340.60,336.13,336.85,346.90,323.74,334.70,362.85,368.21,372.75
2019-10-05 22:08:00.157000,L8,,,,,,,296.92,282.44,284.34,279.47,297.29,296.99,344.78,349.57,,,,,,,,,,,,,,,,,,366.27,362.64,378.44,378.16,378.27,382.80,376.06,375.70,337.36,339.45,316.64,,,,368.04,371.23,373.44,384.07,387.63,375.92,325.48,319.01,321.14,336.43,357.14,343.86,371.29,,,,,,,,,,,,
2019-10-21 22:08:01.720000,L8,304.16,302.76,298.45,305.55,313.11,329.94,300.99,290.70,289.32,284.27,294.14,293.80,300.21,290.38,338.91,,,,,,,,339.12,326.50,330.68,327.06,348.51,343.00,348.12,345.65,343.80,329.66,,354.85,355.15,345.09,350.42,335.34,354.44,334.62,334.88,318.04,337.12,331.78,319.40,359.62,356.15,358.17,366.25,369.18,281.73,293.38,242.33,281.37,251.01,,,358.35,,,,351.44,347.42,316.41,358.18,,,,,
2019-12-08 22:07:56.574000,L8,,,,,,,307.48,287.99,336.78,348.67,348.84,351.97,355.38,,,,,,,,,,,,,,,,,,,373.65,366.79,383.96,381.82,382.83,380.39,385.76,377.71,,,346.09,,,,,,,,,373.39,326.97,321.77,326.51,340.17,355.67,347.70,,,,,,,,,,,,,
2020-01-09 22:07:49.551000,L8,318.44,317.10,320.73,324.77,321.36,338.93,304.91,286.19,333.79,336.61,343.66,345.51,347.84,347.04,,,,,,,,,,,,,,,,,,366.29,369.38,377.09,380.49,377.75,379.72,378.91,375.65,338.66,335.01,300.93,,,,371.57,373.88,377.91,385.13,383.14,368.35,322.39,317.68,320.78,336.57,350.67,345.27,,,,,,,,,,,,,
