dates,nzd0412-0000,nzd0412-0001,nzd0412-0002,nzd0412-0003,nzd0412-0004,nzd0412-0005,nzd0412-0006,nzd0412-0007,nzd0412-0008,nzd0412-0009,nzd0412-0010,nzd0412-0011,nzd0412-0012,nzd0412-0013,nzd0412-0014,nzd0412-0015,nzd0412-0016,nzd0412-0017,nzd0412-0018,nzd0412-0019,nzd0412-0020,nzd0412-0021,nzd0412-0022,nzd0412-0023,nzd0412-0024,nzd0412-0025,nzd0412-0026,nzd0412-0027,nzd0412-0028,nzd0412-0029,nzd0412-0030,nzd0412-0031,nzd0412-0032,nzd0412-0033,nzd0412-0034,nzd0412-0035,nzd0412-0036,nzd0412-0037,nzd0412-0038,nzd0412-0039,nzd0412-0040,nzd0412-0041,nzd0412-0042,nzd0412-0043,nzd0412-0044,nzd0412-0045,nzd0412-0046,nzd0412-0047,nzd0412-0048,nzd0412-0049,nzd0412-0050,nzd0412-0051,nzd0412-0052,nzd0412-0053,nzd0412-0054,nzd0412-0055,nzd0412-0056,nzd0412-0057,nzd0412-0058,nzd0412-0059,nzd0412-0060,nzd0412-0061,nzd0412-0062,nzd0412-0063,nzd0412-0064,nzd0412-0065,nzd0412-0066,nzd0412-0067,nzd0412-0068,nzd0412-0069
2018-10-18 22:07:29+00:00,306.56333333333333,306.16,311.88,307.67,310.84,,,,,290.63,278.78999999999996,276.51,276.7266666666667,290.3066666666667,312.01,310.42,323.02,334.43666666666667,331.37333333333333,330.45666666666665,332.05333333333334,331.01,330.08,334.06,342.79,333.19,327.4266666666667,332.57,330.51,,,,,,,,,,,,,,,,,,,339.72,,,,303.14,,,,,,,,,315.58,309.14,,,,,,,,
2018-12-21 22:07:30+00:00,310.49333333333334,310.60999999999996,313.405,309.44,312.0,,,,,289.74,277.57499999999993,274.82,275.29,288.46,315.445,320.17,331.19999999999993,334.30499999999995,331.945,333.4166666666667,331.91,331.10999999999996,331.43,337.0,342.79,333.19,330.61,332.57,330.51,,,,,,,,,,,,,,,,,,,339.72,,,,303.14,,,,,,,,,315.58,309.14,,,,,,,,
2019-01-22 22:07:26+00:00,309.84499999999997,309.5925,314.24333333333334,309.44,312.0,,,,,290.78333333333336,278.17,276.65333333333336,278.2033333333333,300.955,315.445,325.775,332.9266666666667,334.30499999999995,331.945,333.4166666666667,332.21500000000003,332.5,331.69500000000005,337.0,342.79,333.19,330.61,332.57,330.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07 22:07:23+00:00,308.92199999999997,309.12600000000003,314.9925,309.44,312.0,,,,,292.97,278.17,276.65333333333336,278.2033333333333,309.192,315.445,329.90999999999997,332.9266666666667,334.30499999999995,331.945,333.4166666666667,333.142,333.9,331.96400000000006,337.84999999999997,342.79,333.19,333.0725,332.57,330.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-11 22:07:14+00:00,308.196,308.304,315.0625,308.82,311.125,,,,294.06,295.37749999999994,279.10999999999996,274.2233333333333,278.9,318.444,301.45,331.946,333.77666666666664,336.205,334.975,337.76666666666665,334.258,335.632,332.482,339.17333333333335,345.91,339.46000000000004,336.28499999999997,,344.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30 22:07:21+00:00,308.12,308.0175,315.57666666666665,309.89,310.26,,,,290.865,288.41999999999996,270.50666666666666,266.21,284.03,326.79999999999995,301.45,340.61,334.56999999999994,337.07,336.44,340.305,334.65749999999997,330.81600000000003,327.846,331.74,326.99,330.855,330.72,308.43,322.065,305.56,316.85,321.79,320.94,307.12,292.54,311.7,331.88,334.38,326.34,,188.52,156.37,333.58,327.73,341.06,334.39,,342.18,261.95,274.32,,,220.19,,,,,,288.66,241.25,315.64,307.31,330.31,330.98,,,,,,
2019-06-15 22:07:27+00:00,308.12,308.0175,315.57666666666665,309.89,310.26,,,,287.9666666666667,283.654,265.44,262.265,284.03,326.79999999999995,301.45,340.61,334.56999999999994,337.07,336.44,340.305,334.65749999999997,330.81600000000003,327.846,325.912,315.12,324.74,324.842,291.14,314.02666666666664,302.33500000000004,314.055,319.24,321.05,306.78999999999996,288.97,309.54499999999996,329.455,334.38,323.42499999999995,259.85,175.54500000000002,156.37,333.58,324.75,338.145,330.51,341.48,339.495,261.95,274.32,,,220.19,,,,,,286.495,224.70499999999998,315.64,306.28499999999997,330.14,326.19,,,,,,
2019-08-02 22:07:41+00:00,306.7633333333334,307.5933333333333,315.405,309.89,310.26,,,,287.9666666666667,283.006,260.8,261.5775,274.0,339.635,293.41,343.355,332.76,337.07,336.44,341.26,336.92999999999995,330.4975,327.5475,322.405,315.12,330.0575,324.12,291.14,314.02666666666664,302.33500000000004,314.055,319.24,321.05,306.78999999999996,288.97,309.54499999999996,329.455,334.38,323.42499999999995,259.85,175.54500000000002,156.37,333.58,324.75,338.145,330.51,341.48,339.495,261.95,274.32,,,220.19,,,,,,286.495,224.70499999999998,315.64,306.28499999999997,330.14,326.19,,,,,,
2019-08-18 22:07:47+00:00,307.53,307.76,313.57,309.89,290.54499999999996,276.7,298.28,300.5,286.9075,275.954,257.85999999999996,257.698,274.0,337.13,293.41,340.26,332.76,337.07,336.44,341.26,337.01,327.49666666666667,325.7166666666667,311.81,315.12,322.468,320.035,282.54,302.47249999999997,296.0,305.21,313.2633333333333,315.9166666666667,305.32666666666665,295.12333333333333,308.09,325.26666666666665,328.33500000000004,322.0433333333333,259.85,175.54500000000002,156.37,334.445,324.63,336.43,325.70666666666665,339.425,337.3566666666666,261.95,274.32,,,220.19,,,,,,285.1366666666667,232.80666666666664,315.64,299.40000000000003,324.3233333333333,326.13,,,,,,
2019-10-05 22:08:00+00:00,312.595,313.375,319.16,,270.83,276.7,298.28,300.5,284.52333333333337,275.058,257.03999999999996,259.928,274.15999999999997,,292.96000000000004,338.16,,342.47,,345.21,346.63,329.1933333333333,328.18666666666667,303.07,299.725,316.65250000000003,319.865,282.54,288.34999999999997,296.0,305.21,313.2633333333333,315.9166666666667,305.32666666666665,295.12333333333333,308.09,325.26666666666665,328.33500000000004,322.0433333333333,259.85,175.54500000000002,156.37,334.445,324.63,336.43,325.70666666666665,339.425,337.3566666666666,261.95,274.32,,,220.19,,,,,,285.1366666666667,232.80666666666664,315.64,299.40000000000003,324.3233333333333,326.13,,,,,,
2019-12-08 22:07:56+00:00,314.75,315.37333333333333,322.01,,270.83,276.7,298.28,300.5,282.95000000000005,281.80199999999996,263.72749999999996,262.105,274.15999999999997,343.83,292.96000000000004,338.16,,342.47,,347.35,346.315,340.155,338.365,299.885,291.38,316.8766666666667,325.0266666666667,269.595,282.87999999999994,291.22,299.39,309.0,313.405,304.43,296.41499999999996,306.28499999999997,321.96,322.29,319.895,259.85,162.57,,335.31,323.08,334.115,321.365,339.425,334.94499999999994,,,,,,,,,,,283.375,228.58499999999998,,295.44500000000005,321.33000000000004,323.705,,,,,,
2020-01-09 22:07:49+00:00,312.7375,315.37333333333333,322.01,310.67,290.515,276.7,298.28,300.5,287.51,287.878,270.2575,273.93,274.15999999999997,339.78499999999997,292.96000000000004,338.16,,342.47,,347.35,343.75,338.8633333333333,337.53333333333336,319.79,,319.06000000000006,337.2366666666666,265.34,267.81,283.33,287.52,301.31,305.65,302.4,307.43,305.18,316.89,322.29,319.28,,,,335.31,324.39,333.0,316.1,337.37,333.08,,,,,,,,,,,282.42,249.01,,285.63,312.69,326.01,,,,,,
2020-03-13 22:07:30+00:00,313.1166666666667,316.4,322.01,310.67,310.2,,,,291.29,295.16333333333336,284.9125,287.985,274.32,339.78499999999997,292.51,338.16,,342.47,,347.35,343.75,339.645,337.52,342.41,,,337.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01 22:07:08+00:00,312.88,319.37,324.86,310.67,310.2,263.5,289.61,296.8,283.815,283.42333333333335,276.04499999999996,297.73,,339.78499999999997,,,,,,349.49,342.31,336.28,335.87,342.41,,304.28,305.96500000000003,270.8,301.27,292.53,295.66,295.76,291.29,298.59,289.29,,,,,255.17,163.73,,,316.18,,,,,,,,,,,,,,,,,,275.58,,320.91,,,,,,
2020-08-04 22:07:35+00:00,,,,,,258.67,289.61,296.8,275.14,254.05,262.16333333333336,,,,,,,,,,,,,304.02,287.93,306.02,287.87,271.71000000000004,305.385,296.91999999999996,300.925,304.645,304.15999999999997,301.365,294.15,305.45,322.36,,321.03,255.17,175.87,262.38,,322.845,,327.43,341.99,341.22,257.44,277.77,,,,,,,,,282.21,232.01,,284.03499999999997,321.82,324.28,,,,,,
2020-09-21 22:07:54+00:00,311.7,311.28,313.56,319.87,315.38,258.67,289.61,296.8,275.14,265.09999999999997,251.18666666666664,273.09,274.75,282.23,295.33,286.98,331.62,340.13,338.7,337.8,341.2,338.77,338.18,304.02,287.93,318.8066666666667,304.7966666666667,294.82666666666665,305.385,296.91999999999996,300.925,304.645,304.15999999999997,301.365,294.15,305.45,322.36,,321.03,255.17,175.87,262.38,,322.845,,327.43,341.99,341.22,257.44,277.77,,,,,,,,,282.21,232.01,,284.03499999999997,321.82,324.28,,,,,,
2021-03-16 22:07:27+00:00,310.67499999999995,310.14,312.775,319.87,315.38,,,,,291.26,296.74999999999994,273.09,274.75,282.23,295.33,286.98,331.62,340.13,338.7,342.68,341.2,340.845,342.95000000000005,351.99,,347.0,338.65,341.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 22:07:18+00:00,316.345,313.755,316.70500000000004,,,,,,,295.28499999999997,322.9649999999999,,,,,,,,,347.56,350.01,342.92,349.71000000000004,351.99,,352.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 22:07:08+00:00,318.19,315.24,318.26,,,,,,,297.0233333333333,322.9649999999999,,,,,,,,,347.56,349.53999999999996,342.92,351.1166666666666,351.99,,352.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.57,,,,,,,,,,,,,,
2021-05-19 22:07:16+00:00,319.6175,316.33,318.26,,,,,,,295.7525,318.5333333333333,,,,,,,,,347.56,349.53999999999996,345.92,351.1166666666666,351.99,,352.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.935,,,,,,,,,,,,,,
2021-07-22 22:07:36+00:00,319.6175,316.33,318.26,,,,,,,295.7525,318.5333333333333,,,,,,,,,347.56,349.53999999999996,345.92,351.1166666666666,351.99,325.92,340.58666666666664,,320.49,318.41,329.27,327.21,321.74,,,,,320.92,,312.79,257.34,180.7,,,328.11,331.97,,337.95,339.49,,,,,,,,336.935,,,,,,286.8,,,,,,,,
2021-09-24 22:07:56+00:00,321.135,317.6325,320.93666666666667,,,,,,,295.90000000000003,307.0333333333333,285.34,281.5,289.9,296.89,287.88,319.13,,,326.08,341.9633333333333,336.255,345.06666666666666,331.65,325.92,336.07,,320.49,318.41,329.27,327.21,321.74,,,,,320.92,,312.79,257.34,180.7,,,328.11,331.97,,337.95,339.49,,,,,,,,336.935,,,,,,286.8,,,,,,,,
2021-12-21 22:07:55+00:00,314.985,316.935,318.83,,319.7,,,,311.95,293.94500000000005,286.68999999999994,285.34,281.5,289.9,296.89,287.88,330.05,,339.75,329.135,333.15,328.595,333.135,336.67999999999995,325.92,331.385,,320.49,318.41,329.27,327.21,321.74,,,,,320.92,,312.79,257.34,180.7,,,328.11,331.97,,337.95,339.49,,,,,,,,,,,,,,286.8,,,,,,,,
2021-12-29 22:07:53+00:00,313.16,313.2266666666667,316.65000000000003,,315.625,,,,310.075,292.84666666666664,284.84,286.79499999999996,286.73,294.575,297.57,299.58500000000004,330.42333333333335,339.48,338.85,331.13,331.98333333333335,329.62666666666667,332.49,337.91333333333336,325.92,335.81,340.89,320.49,318.41,329.27,327.21,321.74,,,,,320.92,,312.79,257.34,180.7,,,328.11,331.97,,337.95,339.49,,,,,,,,,,316.1,,,,286.8,,,,,,,,
2022-01-30 22:07:46+00:00,313.16,313.2266666666667,316.65000000000003,,314.77666666666664,,,,309.67333333333335,292.37,287.49249999999995,288.8066666666667,297.43666666666667,298.52,302.6666666666667,299.58500000000004,330.42333333333335,339.48,340.12666666666667,334.1125,333.5575,331.86,334.10749999999996,339.43,,345.5033333333334,342.96,,345.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.1,,,,,,,,,,,,
2022-04-28 22:07:22+00:00,311.88,312.735,314.96500000000003,,314.77666666666664,278.25,292.25,297.45,302.6075,291.19,288.5666666666666,277.43,305.405,302.83,305.555,311.29,336.07,339.48,340.12666666666667,336.79,335.8066666666667,334.61666666666673,335.61999999999995,332.37750000000005,308.7,337.77750000000003,329.8066666666667,305.34,345.91,326.29,324.28,,,316.23,301.57,315.93,326.19,,322.32,296.47,190.45,286.87,,336.07,,335.87,,,,,220.95,,,,,307.4,276.23,300.1,290.09,,,303.95,,324.48,,,,,,
2022-05-22 22:07:34+00:00,311.88,312.735,314.96500000000003,,314.77666666666664,279.095,291.12,295.275,298.56399999999996,291.19,288.5666666666666,269.54499999999996,305.405,302.83,305.555,311.29,336.07,339.48,340.12666666666667,336.79,335.8066666666667,334.61666666666673,335.61999999999995,326.16,303.15,337.77750000000003,322.35749999999996,289.075,345.91,316.08500000000004,321.16499999999996,,,316.23,288.62,308.78499999999997,324.805,,322.32,296.47,190.45,286.87,319.5,330.475,,335.87,,,,,220.95,,,,310.11,295.84,267.59000000000003,293.93,290.80499999999995,235.53,,302.91499999999996,314.49,320.58000000000004,,,,,,
2022-06-07 22:07:43+00:00,311.88,312.735,314.96500000000003,,314.77666666666664,279.095,289.06,291.63,295.3333333333333,283.755,277.79249999999996,269.54499999999996,305.405,302.83,305.555,311.29,336.07,339.48,340.12666666666667,336.79,335.8066666666667,334.61666666666673,335.61999999999995,326.16,303.15,337.77750000000003,322.35749999999996,289.075,345.91,316.08500000000004,321.16499999999996,,,316.23,281.67,305.18,323.03000000000003,,322.32,296.47,190.45,286.87,319.5,326.4166666666667,,335.87,,333.43,,,220.95,,,,309.93,290.08,257.03000000000003,293.93,289.06666666666666,234.51999999999998,,299.30333333333334,316.62,318.97333333333336,,,,,,
2022-08-02 22:07:43+00:00,319.62,318.53,318.22,328.97,323.78,279.095,289.06,291.63,287.305,274.40999999999997,265.0799999999999,259.99666666666667,281.13,294.75,297.77,300.83,343.16,348.32,342.27,333.29,340.44,333.76,338.67,314.53999999999996,303.15,330.20000000000005,313.1766666666667,307.87333333333333,348.2,316.08500000000004,321.16499999999996,,,316.23,281.67,305.18,323.03000000000003,,322.32,296.47,190.45,286.87,319.5,326.4166666666667,,335.87,,333.43,,,220.95,,,,309.93,290.08,270.51,282.84499999999997,297.52,234.51999999999998,,299.30333333333334,316.62,318.97333333333336,,,,,,
2022-08-26 22:08:10+00:00,323.025,319.715,318.395,328.97,323.78,279.095,289.06,291.63,291.652,280.99,271.0633333333333,266.5025,279.275,295.74,297.245,300.04999999999995,340.06,348.97,343.2,337.92,338.24,336.995,336.47,320.8675,303.15,336.23,320.0,317.615,348.2,316.08500000000004,321.16499999999996,,,316.23,281.67,305.18,323.03000000000003,,322.32,296.47,190.45,286.87,319.5,326.4166666666667,,335.87,,333.43,,,220.95,,,,309.93,290.08,281.89,282.84499999999997,297.52,234.51999999999998,,299.30333333333334,316.62,318.97333333333336,,,,,,
2022-09-03 22:07:51+00:00,320.6433333333334,317.9833333333333,317.38000000000005,328.97,322.125,279.095,289.06,291.63,295.07666666666665,283.805,275.1875,270.254,281.4766666666667,296.52,300.49333333333334,302.41,339.98,347.22333333333336,341.90000000000003,335.02000000000004,337.6433333333334,335.88,335.65000000000003,324.312,303.15,338.02,323.08000000000004,322.636,345.57,316.08500000000004,321.16499999999996,,,316.23,281.67,305.18,323.03000000000003,,322.32,296.47,190.45,286.87,319.5,326.4166666666667,,335.87,,333.43,,,220.95,,,,309.93,290.08,289.1016666666667,282.84499999999997,297.52,234.51999999999998,,299.30333333333334,316.62,318.97333333333336,,,,,,
2022-10-21 22:08:05+00:00,319.3775,316.245,316.865,328.97,321.1366666666667,279.095,289.06,291.63,296.8542857142857,285.58000000000004,276.15999999999997,272.285,280.675,297.125,301.94,309.685,340.58,347.22333333333336,342.045,336.09000000000003,337.34000000000003,336.84749999999997,335.5675,324.312,303.15,338.02,323.08000000000004,322.636,345.57,316.08500000000004,321.16499999999996,,,316.23,281.67,305.18,323.03000000000003,,322.32,296.47,190.45,286.87,319.5,326.4166666666667,,335.87,,333.43,,,220.95,,,,309.93,290.08,289.1016666666667,282.84499999999997,297.52,234.51999999999998,,299.30333333333334,316.62,318.97333333333336,,,,,,
2022-11-06 22:08:03+00:00,318.62600000000003,315.226,316.394,328.97,321.1366666666667,279.94,287.46500000000003,288.72,300.45142857142855,286.64166666666665,277.77166666666665,277.335,282.446,297.808,304.134,315.462,340.58,347.22333333333336,342.045,336.09000000000003,339.52200000000005,338.668,335.5675,329.53,297.6,345.82666666666665,327.975,326.96000000000004,345.57,305.88,318.05,,,,271.72,299.80499999999995,321.45000000000005,,,,,,319.5,321.59000000000003,,,,333.43,,,,,,,309.93,281.42,291.67600000000004,281.59,299.99666666666667,234.51999999999998,,296.98,316.62,316.22,,,,,,
2022-11-14 22:08:11+00:00,318.12333333333333,314.72999999999996,315.9816666666667,323.3,321.1366666666667,279.94,287.46500000000003,288.72,301.1875,289.7442857142857,280.6371428571428,277.21,284.1566666666667,296.5316666666667,308.43833333333333,319.83666666666664,340.58,347.22333333333336,342.045,337.53000000000003,339.93333333333334,339.27666666666664,336.242,332.964,297.6,345.82666666666665,327.975,326.96000000000004,345.57,305.88,318.05,,,,271.72,299.80499999999995,321.45000000000005,,,,,,319.5,321.59000000000003,,,,333.43,,,,,,,309.93,281.42,291.67600000000004,281.59,299.99666666666667,234.51999999999998,,296.98,316.62,316.22,,,,,,
2022-11-22 22:08:05+00:00,317.99285714285713,314.8128571428571,315.5285714285714,323.3,321.1366666666667,,284.94,284.34,303.955,289.37625,280.7075,281.4042857142857,283.45285714285717,295.0014285714286,307.00714285714287,318.4585714285714,340.58,347.22333333333336,342.045,338.3916666666667,340.3257142857143,339.40142857142854,338.135,342.552,,345.82666666666665,337.2966666666667,346.245,345.57,,,,,,267.77,297.97,319.48,,,,,,,318.3,,,,333.43,,,,,,,309.75,278.56,306.258,,304.235,233.51,,292.08,318.75,315.76,,,,,,
2022-12-24 22:08:01+00:00,317.99285714285713,314.8128571428571,315.3925,323.3,321.1366666666667,,,,307.22,293.11625000000004,285.315,281.89625,283.7625,295.5025,307.75125,321.2725,340.58,347.22333333333336,342.76800000000003,339.1928571428571,340.83125,339.655,338.2857142857143,343.2033333333333,,346.61750000000006,340.2575,346.245,345.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.03200000000004,321.67,322.88,,,,,,,,,,,
2023-01-25 22:08:01+00:00,316.7475,313.5525,314.47333333333336,323.3,321.1366666666667,,,,307.22,292.2388888888889,285.2388888888888,281.1355555555556,281.90444444444444,293.59666666666664,309.93,321.2725,340.58,347.22333333333336,342.76800000000003,339.1928571428571,340.83125,339.01666666666665,338.2857142857143,343.2033333333333,,346.61750000000006,340.2575,346.245,345.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.03200000000004,321.67,322.88,,,,,,,,,,,
2023-02-18 22:07:49+00:00,315.39625,311.6775,313.2833333333333,312.985,319.81500000000005,,,,306.5075,292.48777777777775,284.16555555555556,280.56555555555553,280.91777777777776,292.66555555555556,308.35555555555555,319.8525,326.67499999999995,346.67500000000007,341.826,339.43,340.17125,338.9566666666667,337.50714285714287,343.9983333333334,,346.89000000000004,341.7875,346.5033333333333,344.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.3025,321.67,,,,,,,,,,,,
2023-03-06 22:07:38+00:00,312.5842857142857,308.29714285714283,311.5,312.985,319.16,,,,305.13666666666666,291.47875,283.35125,279.3575,280.4,291.485,308.27125,321.23,306.53666666666663,,341.90000000000003,338.8616666666667,340.04428571428576,338.3575,338.39166666666665,345.79200000000003,,348.99,345.64000000000004,349.95,345.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.32,321.67,,,,,,,,,,,,
2023-03-14 22:07:47+00:00,312.73625,308.15125,311.5,312.985,319.16,,,,305.13666666666666,291.68111111111114,283.5,279.9577777777778,280.65777777777777,292.2477777777778,307.0411111111111,319.29375,306.53666666666663,,341.90000000000003,339.1042857142857,340.665,338.7266666666667,339.2557142857143,346.3733333333333,,348.99,345.64000000000004,349.95,345.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.32,321.67,,,,,,,,,,,,
2023-03-22 22:07:28+00:00,311.78666666666663,307.1066666666667,310.5677777777778,309.68666666666667,319.16,,,,304.51142857142855,290.602,282.489,279.062,279.291,291.101,304.49,315.83,300.9475,335.8,340.51,338.45125,339.7788888888889,338.17,338.84875,346.3733333333333,,346.13,342.4066666666667,346.695,342.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.32,321.67,,,,,,,,,,,,
2023-04-15 22:07:28+00:00,305.924,301.284,304.327,296.28999999999996,291.795,275.65,285.82,288.24,301.8225,288.20454545454544,279.29272727272723,275.8081818181818,279.291,287.0490909090909,295.68363636363637,315.83,300.9475,335.8,340.51,338.45125,332.62700000000007,331.78727272727275,332.88666666666666,339.2957142857143,279.29,334.88,332.45,331.76666666666665,325.99333333333334,316.79,317.0,321.31,317.19,309.27,313.22,307.47,322.02,326.86,323.68,271.64,193.48,326.8,343.7,333.4,338.05,336.27,339.6,341.94,,,,313.39,,,,314.25,328.32,304.34000000000003,292.49,277.48,314.03,305.86,320.83,327.89,,,,307.11,295.89,
2023-04-23 22:07:09+00:00,301.361,296.606,298.95799999999997,290.344,269.61,280.855,290.845,290.57500000000005,298.67875,285.61545454545455,276.95727272727277,273.0890909090909,275.659,283.2854545454545,289.3981818181818,313.87,287.1366666666667,335.8,339.8533333333333,338.33,327.142,326.5127272727273,328.85222222222217,334.9975,293.95500000000004,330.4275,327.53599999999994,325.525,320.51,319.25,319.135,322.76,319.275,315.515,314.75,313.99,324.145,329.03499999999997,324.21500000000003,297.11,194.68,328.975,344.92499999999995,334.71,339.945,336.22,340.82000000000005,342.78,,,,313.39,,,,314.25,328.32,297.6933333333333,291.95500000000004,284.185,317.525,307.165,324.89,328.02,,,,307.11,295.89,
2023-05-01 22:07:20+00:00,298.2,293.3309090909091,295.2509090909091,285.7383333333333,269.8233333333333,280.7266666666667,290.89000000000004,290.53333333333336,297.6333333333333,284.3833333333334,274.66,271.4291666666667,269.20454545454544,279.4775,282.1983333333333,313.87,287.1366666666667,335.8,339.8533333333333,338.33,322.0490909090909,321.88916666666665,325.318,331.28666666666663,294.43666666666667,327.164,323.64166666666665,320.86400000000003,316.03000000000003,319.63,318.89,322.5466666666667,320.4066666666667,315.33666666666664,314.29333333333335,314.34666666666664,323.75666666666666,329.62,324.3566666666666,304.2366666666667,193.51333333333332,316.69,344.67,333.9266666666667,339.7366666666667,336.3966666666667,340.74,342.7833333333333,,,,314.775,,,,314.25,328.32,297.6933333333333,291.95500000000004,278.00666666666666,315.78666666666663,306.5466666666667,324.17333333333335,329.13666666666666,,,,307.11,295.89,387.36
2023-07-04 22:07:09+00:00,291.46999999999997,285.99125,284.58285714285716,279.35999999999996,269.8233333333333,280.7266666666667,290.89000000000004,290.53333333333336,291.188,279.26500000000004,268.59125,267.32375,259.12142857142857,272.27625,266.51625,294.88,287.1366666666667,335.8,336.95,334.58,309.32142857142856,311.6025,318.20714285714286,323.1983333333333,294.43666666666667,321.7075,318.54200000000003,313.59250000000003,316.03000000000003,319.63,318.89,322.5466666666667,320.4066666666667,315.33666666666664,314.29333333333335,314.34666666666664,323.75666666666666,329.62,324.3566666666666,304.2366666666667,193.51333333333332,316.69,344.67,333.9266666666667,339.7366666666667,333.7175,341.3475,341.94,262.43,279.34,230.83,319.18333333333334,,,,314.25,,285.7049999999999,292.15333333333336,267.5925,315.2425,307.09250000000003,324.845,329.03,362.96,363.49,,307.11,295.89,387.36
2023-07-20 22:07:13+00:00,291.46999999999997,285.99125,284.58285714285716,272.05333333333334,269.8233333333333,280.7266666666667,282.47,290.53333333333336,291.188,279.26500000000004,268.59125,265.18,248.13750000000002,272.27625,266.51625,294.88,287.1366666666667,335.8,336.95,334.58,309.32142857142856,311.6025,318.20714285714286,323.1983333333333,294.43666666666667,319.79200000000003,316.56333333333333,311.826,316.03000000000003,319.63,318.89,322.5466666666667,320.4066666666667,315.33666666666664,314.29333333333335,314.34666666666664,323.75666666666666,329.62,324.3566666666666,307.705,193.8625,316.69,344.67,330.2825,339.7366666666667,333.81800000000004,342.822,342.588,262.43,309.75,230.83,314.1875,,341.43,,314.25,,286.23999999999995,294.0325,265.448,316.23199999999997,309.386,327.602,329.806,362.96,363.49,,307.11,295.89,387.36
2023-08-05 22:07:22+00:00,289.1042857142857,283.31428571428575,280.8266666666667,272.05333333333334,269.8233333333333,280.7266666666667,276.22799999999995,290.53333333333336,286.89166666666665,274.96,261.85125,262.27,236.83749999999998,263.01875,249.95625,294.88,287.1366666666667,335.8,336.95,334.58,302.3975,302.44,318.20714285714286,316.17285714285714,294.43666666666667,318.5416666666667,314.38428571428574,310.6766666666667,312.82166666666666,319.235,318.41499999999996,322.1325,319.71000000000004,313.1825,309.3575,312.525,324.8075,329.4825,323.2025,307.705,193.036,305.3975,344.67,330.99,340.1,334.13166666666666,342.68,342.78833333333336,262.43,318.52666666666664,230.83,314.1875,230.81,339.25,345.28,314.25,,284.0525,294.16,262.44,316.57,309.8183333333333,327.29333333333335,329.2416666666667,362.955,363.33000000000004,370.79,307.11,295.89,387.36
2023-08-13 22:07:31+00:00,292.8875,287.4975,280.8266666666667,272.05333333333334,269.8233333333333,280.7266666666667,276.22799999999995,290.53333333333336,289.72999999999996,276.39666666666665,264.06444444444446,264.20899999999995,241.3222222222222,265.77777777777777,255.2377777777778,294.98400000000004,299.21000000000004,335.8,336.95,336.502,306.5833333333333,306.63444444444445,320.92375,320.105,294.43666666666667,322.55428571428575,317.54375000000005,315.49285714285713,318.18285714285713,319.235,318.41499999999996,322.1325,319.71000000000004,313.1825,316.87600000000003,312.525,324.8075,329.4825,323.2025,307.705,193.036,305.3975,344.67,330.99,340.1,334.13166666666666,342.68,346.96999999999997,262.43,318.52666666666664,230.83,314.1875,230.81,339.25,345.28,314.25,,284.0525,294.16,262.44,316.57,309.8183333333333,327.29333333333335,332.35571428571427,362.955,363.33000000000004,370.79,307.11,295.89,387.36
2023-08-21 22:07:27+00:00,294.00125,288.9275,275.49000000000007,264.796,269.8233333333333,280.7266666666667,276.22799999999995,290.53333333333336,290.59285714285716,276.4122222222222,265.32444444444445,264.759,242.06888888888886,266.1311111111111,256.8911111111111,297.47799999999995,310.83,335.8,340.79499999999996,337.84799999999996,307.57,307.01666666666665,321.98875,320.41375,294.43666666666667,325.58125,316.76874999999995,319.08,317.93285714285713,319.235,318.41499999999996,322.1325,319.71000000000004,313.1825,316.87600000000003,312.525,324.8075,329.4825,323.2025,307.705,193.036,305.3975,344.67,330.99,340.1,338.81,342.68,350.08500000000004,262.43,318.52666666666664,230.83,314.1875,230.81,339.25,345.28,314.25,324.37,284.0525,294.16,262.44,316.57,315.23857142857145,327.29333333333335,335.00375,362.955,363.33000000000004,370.79,307.11,295.89,387.36
