dates,satname,nzd0295-0000,nzd0295-0001,nzd0295-0003,nzd0295-0004,nzd0295-0005,nzd0295-0006,nzd0295-0007,nzd0295-0008,nzd0295-0009,nzd0295-0010,nzd0295-0011,nzd0295-0012,nzd0295-0013,nzd0295-0014,nzd0295-0015,nzd0295-0016,nzd0295-0017,nzd0295-0018,nzd0295-0019,nzd0295-0020,nzd0295-0021,nzd0295-0022,nzd0295-0023,nzd0295-0024,nzd0295-0025,nzd0295-0026,nzd0295-0027,nzd0295-0028,nzd0295-0029,nzd0295-0030,nzd0295-0031,nzd0295-0032,nzd0295-0033,nzd0295-0034,nzd0295-0035,nzd0295-0036,nzd0295-0037,nzd0295-0038,nzd0295-0039,nzd0295-0040,nzd0295-0041,nzd0295-0042,nzd0295-0043,nzd0295-0044,nzd0295-0045,nzd0295-0046,nzd0295-0047,nzd0295-0049,nzd0295-0050,nzd0295-0051,nzd0295-0052,nzd0295-0053,nzd0295-0054,nzd0295-0055,nzd0295-0056,nzd0295-0057,nzd0295-0058,nzd0295-0059,nzd0295-0060,nzd0295-0061,nzd0295-0062,nzd0295-0063,nzd0295-0064,nzd0295-0065,nzd0295-0066,nzd0295-0067,nzd0295-0068,nzd0295-0069,nzd0295-0071,nzd0295-0072,nzd0295-0073,nzd0295-0074,nzd0295-0075,nzd0295-0076,nzd0295-0077,nzd0295-0078,nzd0295-0079,nzd0295-0080,nzd0295-0081,nzd0295-0082,nzd0295-0083,nzd0295-0084,nzd0295-0085,nzd0295-0086,nzd0295-0087,nzd0295-0088,nzd0295-0089,nzd0295-0090,nzd0295-0091,nzd0295-0092,nzd0295-0093,nzd0295-0094,nzd0295-0095,nzd0295-0105,nzd0295-0106,nzd0295-0107,nzd0295-0108,nzd0295-0109,nzd0295-0002,nzd0295-0070,nzd0295-0048,nzd0295-0096,nzd0295-0097,nzd0295-0098,nzd0295-0099,nzd0295-0104,nzd0295-0110,nzd0295-0111,nzd0295-0100,nzd0295-0101,nzd0295-0102,nzd0295-0103,nzd0295-0112,nzd0295-0113,nzd0295-0114
1999-08-05 21:47:23.016000,L7,,,,,,338.42,338.43,341.36,364.25,348.95,363.41,377.01,398.26,404.17,417.65,424.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.60,396.09,391.86,395.16,395.38,401.85,405.20,417.43,406.40,420.77,397.87,419.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-08-21 21:47:20.968000,L7,,,,,,,,,,,,,332.09,343.67,329.59,335.36,338.19,335.60,341.35,342.25,341.56,338.40,346.79,351.60,,,,,345.47,336.33,343.22,335.93,,,305.68,346.93,346.78,341.69,346.26,347.26,343.03,351.32,352.80,364.05,364.82,,,,,,,,,356.84,356.26,355.11,,,,,,,,,,,,,311.41,314.35,311.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-22 21:47:24.746000,L7,353.41,353.84,338.53,334.59,319.56,312.71,321.15,315.23,324.64,332.19,334.11,334.34,344.00,357.23,350.51,350.74,351.49,346.75,349.77,351.84,349.92,356.94,361.09,358.57,360.75,362.50,367.56,359.44,350.60,353.98,354.67,350.66,339.92,356.92,348.91,354.75,356.57,352.61,354.85,356.35,361.85,363.27,366.22,371.56,370.90,367.26,347.41,370.80,374.08,362.83,347.04,426.95,413.25,413.52,413.43,409.34,403.91,398.19,315.72,316.25,331.32,315.77,338.18,317.71,324.93,320.05,312.65,316.15,331.19,332.21,322.75,315.04,303.89,302.08,291.00,307.49,310.87,307.20,319.00,312.74,312.82,302.44,303.56,299.65,305.40,302.09,314.21,309.31,310.05,306.82,313.74,298.00,392.35,311.13,320.46,311.54,301.26,299.99,,,,,,,,,,,,,,,,,
1999-09-29 21:53:16.190000,L7,405.11,,,,,,390.55,378.58,381.44,404.67,402.35,,,,,,,,,,,,,,,,,,,,,403.81,404.51,397.29,398.06,390.83,380.10,334.54,320.92,,335.84,345.91,352.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-29 21:53:40.155000,L7,405.07,,,,,,390.55,378.47,381.80,405.01,402.39,314.78,321.30,332.97,,,,,,,,,,,,,,,,,,403.43,404.50,397.13,397.72,362.17,380.17,334.26,331.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-24 21:47:20.173000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.05,425.39,414.06,415.68,408.57,407.57,403.52,411.12,400.26,390.85,403.32,406.24,408.71,,,,,,,,,,,,,,,391.03,396.52,387.58,383.01,377.37,377.89,,,,,,,,,,,401.37,,,,,,,,,,,,,,,
1999-10-31 21:53:08.082000,L7,341.14,351.46,334.17,336.62,323.46,310.89,333.24,329.60,329.98,332.28,336.49,343.15,344.58,355.14,351.55,345.51,344.71,345.48,346.30,343.51,351.51,355.40,364.31,365.31,366.86,379.37,372.77,366.58,357.92,352.67,353.66,349.99,347.51,351.18,350.38,346.09,346.10,347.54,350.44,355.33,361.19,360.62,366.54,368.49,370.45,369.82,,364.53,369.70,365.79,335.32,337.48,354.90,359.26,360.38,362.64,356.80,348.25,337.88,337.30,334.85,324.63,332.62,314.09,326.82,326.77,311.24,328.05,329.83,329.64,322.99,312.69,306.92,304.89,302.36,315.98,313.55,316.43,322.49,320.44,320.11,304.37,299.14,308.55,314.08,307.02,312.35,307.07,311.48,319.01,312.28,,,,294.42,277.47,304.18,,340.58,302.89,,,,,,,,,,,,,,,
1999-11-16 21:53:32.114000,L7,347.24,346.16,344.34,338.39,338.07,340.94,347.41,351.60,356.82,354.14,358.51,364.62,369.38,379.57,380.18,367.40,357.12,359.17,355.17,354.48,359.12,361.21,360.97,369.96,376.20,378.85,385.39,382.96,376.12,362.91,362.23,355.56,351.80,353.38,355.96,322.85,321.48,323.17,329.83,331.80,333.38,335.57,337.63,350.76,357.88,363.96,349.23,355.04,346.62,342.06,336.99,341.58,340.07,344.53,338.34,347.58,342.21,337.18,326.95,320.84,314.03,335.67,335.69,324.39,328.28,331.86,323.70,343.40,351.27,348.69,343.72,336.30,323.15,320.93,321.47,263.73,279.10,274.60,286.94,282.13,283.42,268.36,267.15,274.60,291.16,285.52,291.53,284.76,285.47,331.38,327.58,297.07,,334.54,338.07,338.57,326.52,314.48,345.06,337.20,338.74,350.74,349.56,339.57,342.14,336.95,314.58,325.98,,,,,,,
2000-01-19 21:53:01.775000,L7,348.80,357.95,344.70,334.63,333.87,331.24,324.48,318.88,344.21,335.46,337.71,347.68,354.62,364.63,360.72,350.71,347.91,347.05,347.20,348.20,352.20,356.37,362.79,362.17,366.33,361.32,371.24,361.69,356.80,351.24,343.89,343.22,341.27,353.57,346.51,350.62,358.39,349.16,351.35,355.85,352.19,355.71,362.20,370.41,376.27,377.47,364.50,367.51,366.63,364.69,357.76,356.42,363.20,367.34,366.08,362.27,361.23,354.97,346.66,343.63,338.99,323.58,330.41,328.07,331.89,329.69,327.70,344.33,330.78,330.62,318.93,317.89,315.10,318.05,313.82,313.34,317.83,311.53,322.45,320.27,314.81,303.81,302.23,306.59,314.36,319.69,325.02,325.11,321.70,324.26,326.18,304.77,,294.30,300.83,285.06,,,355.37,347.69,353.01,,,,,320.97,,,,,,,,,
2000-01-19 21:53:25.812000,L7,347.59,356.00,342.95,331.86,332.22,330.12,320.74,316.03,317.97,330.29,335.58,343.21,349.06,362.76,354.32,348.26,345.67,342.44,343.41,344.51,344.01,353.73,358.62,360.73,364.20,357.44,370.10,358.08,353.70,349.63,342.28,341.74,338.07,346.45,343.79,349.73,356.58,345.66,349.49,354.42,350.66,353.50,360.94,368.50,374.13,375.54,362.50,364.93,362.72,360.72,353.19,354.01,361.66,363.99,363.57,360.35,358.05,350.66,344.11,342.45,337.25,320.65,327.22,326.85,329.20,328.40,324.36,342.31,329.25,326.51,315.71,316.72,306.86,307.24,308.23,311.56,314.38,309.19,320.97,318.36,313.27,302.44,302.15,305.19,313.11,317.55,324.29,323.93,320.02,323.01,324.47,295.72,,306.45,299.07,293.79,,,351.57,343.40,351.96,,,,,,,,,,,,,,
2000-02-04 21:53:01.324000,L7,354.67,355.92,340.36,340.02,330.53,321.89,346.18,341.57,351.21,359.42,353.37,374.29,358.08,332.44,324.53,,,,332.47,357.67,335.25,336.90,360.19,368.22,424.97,,,377.81,416.33,403.56,407.92,401.11,360.43,353.36,359.18,367.39,368.86,412.38,365.46,357.83,393.52,383.27,367.49,370.56,377.13,374.62,364.23,367.55,368.50,358.91,359.65,354.86,361.06,362.85,363.79,361.52,358.39,350.36,342.99,343.81,336.32,327.05,330.68,320.41,336.40,334.78,351.34,332.21,345.05,332.37,323.51,326.82,320.45,314.63,306.78,312.22,314.93,324.50,322.06,317.45,313.19,308.08,308.12,310.52,309.67,315.79,326.48,322.16,331.37,338.73,343.35,,325.58,317.00,316.72,315.26,300.54,298.13,348.08,336.55,352.32,340.68,344.02,345.19,329.40,292.95,,,357.78,364.07,350.12,339.04,,,
2000-02-20 21:52:53.613000,L7,337.93,349.46,327.65,323.48,316.32,307.00,314.51,326.56,324.34,322.80,371.92,408.51,420.92,408.59,341.54,337.23,338.70,338.86,334.01,336.22,337.97,340.60,346.91,425.86,408.36,408.98,415.17,411.64,402.50,393.45,403.55,394.38,396.49,410.50,337.01,349.96,349.67,348.98,342.02,316.70,317.52,321.71,325.29,337.09,344.50,349.16,322.83,358.10,355.91,352.34,321.23,324.27,331.52,330.19,324.34,334.25,327.00,322.80,309.58,305.98,326.30,315.15,321.02,313.87,319.26,314.90,310.22,318.74,404.03,380.25,396.36,381.64,361.50,378.25,313.50,309.20,302.08,310.93,309.08,304.44,301.44,286.96,374.38,376.38,380.17,388.79,391.15,401.19,407.09,304.45,306.98,280.84,,302.10,,,,,341.45,408.36,343.34,,,,,314.08,,,,,335.33,326.20,,,
2000-04-01 21:46:58.583000,L7,349.62,357.74,337.92,342.61,336.07,327.84,337.01,329.39,331.89,379.76,348.24,357.55,356.30,365.77,352.27,368.78,368.50,362.63,364.61,408.00,411.31,,,,,383.75,431.52,380.67,378.39,360.35,351.23,357.10,351.93,360.02,362.17,352.20,364.09,358.28,360.76,361.56,366.19,357.48,365.05,370.15,376.44,379.38,382.91,367.31,369.56,368.60,357.46,364.25,362.94,364.17,362.96,364.98,349.19,,,,,,,,,,,311.31,324.62,320.61,315.22,309.67,313.19,295.99,281.59,295.49,298.32,289.58,303.86,306.67,296.09,301.81,306.96,395.82,391.20,398.24,388.27,391.64,395.65,405.39,299.41,,,,,,,,355.46,322.66,358.26,,,,,,,,,,,,,,
2000-04-17 21:46:44.595000,L7,347.49,355.68,341.23,333.32,332.89,334.03,321.30,328.50,327.58,332.56,338.37,348.85,356.43,359.03,357.89,349.63,352.34,348.35,366.94,350.79,353.50,352.82,357.99,358.74,361.67,357.16,372.93,359.70,352.60,347.95,345.28,341.63,345.41,350.35,345.49,350.24,360.25,354.00,352.20,356.14,353.15,358.32,360.98,362.30,369.46,373.91,362.41,430.80,415.65,424.67,429.00,423.19,413.87,418.14,357.72,367.92,360.13,351.43,346.74,348.69,340.13,323.00,328.28,319.02,327.76,323.26,325.93,320.30,326.78,326.02,323.04,315.12,308.48,307.45,293.33,298.67,306.65,302.40,308.98,308.02,300.75,308.84,307.79,309.78,317.76,307.81,314.49,316.08,315.29,313.16,307.18,403.91,410.07,,,,,,347.73,330.76,446.29,298.07,317.74,,,,,,,,,,,,
2000-05-03 21:46:43.127000,L7,413.75,413.95,386.72,396.92,376.91,369.27,372.44,376.55,378.94,403.29,390.97,334.45,343.79,350.65,340.76,347.34,352.79,346.74,,,,319.40,344.07,354.25,,354.71,370.29,340.15,350.34,348.48,342.51,337.64,391.44,404.04,413.14,344.10,352.86,356.32,352.86,358.12,355.07,357.33,359.67,372.25,367.76,372.62,362.12,413.70,411.90,418.39,420.92,415.28,416.15,416.88,415.49,430.99,424.99,426.22,422.01,342.62,314.19,324.98,319.34,318.90,322.05,315.97,317.14,308.12,324.45,327.81,318.57,306.39,307.94,304.52,297.49,300.98,310.75,297.70,308.42,307.25,300.27,306.88,307.47,311.64,315.35,309.98,311.76,315.68,319.22,314.68,303.14,,,,,,,,406.08,324.67,426.83,,,,,,,,,,,,,,
2000-05-19 21:46:31.829000,L7,354.17,412.76,428.67,356.47,340.40,,,,,,,,,,,,,,,,,,,,,,,338.76,336.67,347.85,315.63,339.09,338.49,348.30,345.77,341.31,348.62,352.49,348.44,403.93,405.34,409.09,409.14,417.65,416.31,423.82,367.71,,,424.62,413.62,353.55,361.99,363.27,362.64,358.84,357.74,338.48,395.53,390.74,384.77,380.36,379.87,382.41,408.41,322.97,319.95,319.33,325.06,328.55,316.62,308.44,,305.85,284.56,302.63,299.54,,306.90,307.99,301.62,313.57,318.57,311.95,311.19,305.73,307.89,314.05,317.76,313.27,307.55,,,377.62,376.11,360.57,351.02,343.25,428.55,326.80,,,405.98,395.72,412.49,383.28,346.47,357.86,418.41,428.79,416.32,400.09,349.30,350.06,365.64
2000-05-26 21:52:12.607000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.11,373.76,373.35,370.38,359.50,366.33,382.32,,,300.02,370.50,381.87,,,,,,,,,,,,,,,,,,,,,,,286.90,,,,,,,,,,356.04,397.73,369.88,,,397.70,430.93,416.14,395.96,,,
2000-05-26 21:52:36.566000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.66,376.23,374.90,374.18,361.30,372.23,311.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.04,,,,,,,,,,,,333.77,246.64,301.78,,431.46,419.64,399.65,274.55,270.30,334.83
2000-07-13 21:51:43.794000,L7,382.30,387.10,374.09,418.46,376.71,,367.56,392.31,395.44,407.01,,397.23,384.25,399.72,389.98,389.13,385.81,382.34,376.78,375.59,380.76,384.79,398.05,,,,,,,,,,396.32,391.70,389.65,394.87,398.74,398.26,403.41,401.30,402.09,410.67,,,,422.90,405.79,405.21,408.16,404.61,395.34,386.65,397.77,398.29,417.80,,,,,,416.18,422.81,374.62,360.82,382.50,393.29,367.46,369.22,378.44,372.28,368.00,,,,,,,,,,,,,,397.50,374.11,403.88,386.45,383.18,387.68,386.40,368.00,386.82,358.62,363.18,358.93,368.48,365.76,386.03,363.67,408.44,387.70,384.50,391.77,394.04,380.15,355.27,,408.05,431.76,426.89,392.03,,,
2000-07-13 21:52:07.753000,L7,380.65,388.90,371.92,371.60,,,365.96,390.73,393.74,,,395.36,379.58,400.62,384.14,387.43,384.83,382.54,377.53,374.19,378.22,384.70,394.94,399.92,396.84,426.77,,,,,,404.25,395.40,390.77,388.06,393.40,398.24,399.41,402.78,401.22,402.44,404.22,415.85,420.02,423.10,421.87,400.26,405.36,406.89,404.79,393.19,384.20,395.56,393.42,417.08,,,,,,414.25,422.25,372.65,356.68,395.50,368.66,364.61,366.46,374.79,371.84,366.02,,,,,,,,,,,,,,,373.12,404.69,385.42,382.13,387.05,385.65,368.62,381.82,357.35,362.67,357.18,356.85,,386.19,363.26,409.52,385.10,383.49,391.03,393.46,380.95,,,406.35,432.55,425.44,387.66,,,
2000-07-29 21:51:26.388000,L7,,,,,,356.36,362.17,375.81,371.00,417.22,,,,,,,,,,,,,,,,,,330.96,346.30,318.87,343.04,,338.10,346.19,313.06,349.10,352.30,352.46,346.95,346.91,422.15,413.00,423.07,423.64,423.43,433.28,438.28,,432.82,415.18,410.13,427.15,434.86,413.25,404.41,406.79,416.85,409.29,411.99,411.85,399.84,,,,,,,,,,,,300.67,292.96,276.20,293.35,303.98,286.37,293.94,302.23,300.95,300.85,305.04,300.11,307.23,303.33,310.51,312.74,315.59,303.96,293.58,,,,,,,,,,452.83,,,,,,,,,,,,,,
2000-07-29 21:51:50.349000,L7,,,384.05,379.02,368.89,355.41,363.27,375.30,367.48,374.77,394.57,392.28,,,,,,,,,,,,,,,,338.59,350.24,347.01,345.31,,340.33,349.88,315.26,351.92,354.55,350.94,349.08,350.49,348.21,356.37,362.35,343.98,366.86,366.64,,,437.12,411.99,408.04,426.31,433.66,410.15,403.45,404.46,416.47,406.95,410.37,411.40,398.02,389.30,411.01,403.17,394.29,386.66,396.93,,321.25,301.62,318.54,,304.06,295.17,278.73,294.53,307.24,296.25,303.97,305.12,302.49,261.60,305.54,301.76,309.22,305.49,311.74,316.86,317.55,308.06,295.45,,,,,,,,391.25,,,,,,,,,,,,,,,,
2000-08-07 21:45:32.940000,L7,330.78,332.17,389.92,415.60,353.45,367.57,395.23,383.27,394.16,399.05,404.85,404.65,404.51,409.52,,,365.84,369.64,369.42,355.64,367.98,374.51,402.38,404.05,,401.02,361.70,361.62,351.96,355.93,347.38,338.88,339.32,350.85,343.43,355.27,396.22,403.10,392.25,324.76,320.31,320.32,326.33,338.78,343.72,346.46,358.39,399.04,407.54,422.79,419.05,350.10,360.44,358.59,350.42,337.81,398.51,426.39,375.19,418.49,403.67,396.38,397.81,376.79,,405.96,363.87,359.30,393.46,393.01,367.99,356.68,349.91,349.58,355.27,350.12,353.18,344.99,315.46,312.14,322.24,298.95,310.18,320.35,318.06,320.62,328.18,327.30,320.70,310.19,298.85,323.69,289.12,351.60,336.13,334.69,332.20,338.66,323.99,359.72,391.38,305.27,379.75,379.10,384.76,361.07,345.16,357.77,412.23,407.87,391.93,398.94,349.21,,
2000-08-14 21:51:20.176000,L7,408.27,412.49,403.60,,383.94,393.27,395.20,303.19,345.09,314.61,310.69,338.70,383.96,380.98,337.45,375.83,305.68,310.10,347.22,362.28,359.56,318.00,309.54,296.22,388.78,388.73,376.67,,,,,,350.63,339.33,373.72,,,,,,,,,,,,,,,,,,,,,356.12,386.63,330.88,341.10,343.60,338.84,305.69,323.80,314.75,321.81,314.33,375.95,374.40,324.35,332.35,319.18,314.03,310.12,296.81,289.93,304.93,310.42,303.79,314.85,315.89,313.73,293.49,314.22,305.12,318.72,317.60,315.15,327.60,321.90,308.71,297.88,323.49,291.43,359.16,354.54,343.35,341.29,341.25,399.69,295.03,,320.24,386.23,383.63,399.94,369.98,349.29,363.48,403.56,408.88,395.84,381.91,357.22,359.32,356.34
2000-08-14 21:51:44.223000,L7,,,,,387.16,394.54,398.56,384.47,400.92,406.36,,,,,,,,,,,,,,,,,,,,,,362.16,383.35,375.29,396.58,375.88,382.57,388.03,393.01,400.83,367.48,383.78,379.95,,,,342.31,379.89,376.54,381.30,352.51,,,,,,403.51,391.27,399.16,398.66,407.73,299.53,319.52,310.12,318.69,309.14,407.11,377.56,368.20,378.13,367.51,388.47,372.80,359.68,359.87,362.29,368.28,273.12,286.63,280.37,272.84,291.13,310.45,302.74,313.69,314.34,307.18,325.83,400.45,396.46,401.99,385.27,389.94,373.20,370.43,356.45,355.26,357.65,,373.57,341.70,384.72,395.19,385.44,,403.05,359.27,371.87,,,,,367.57,,
2000-09-15 21:50:49.667000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.39,329.03,337.52,330.70,342.81,336.97,,325.75,323.60,323.64,325.75,314.43,328.69,319.29,314.83,299.82,306.28,,,,,,,,,,,,,,,,328.23,340.80,329.39,339.26,334.75,322.28,330.75,324.06,331.14,339.03,340.65,341.69,354.35,345.73,344.08,342.14,309.11,276.84,331.05,329.34,325.81,322.62,328.76,,,350.91,354.20,360.74,368.09,377.06,347.28,325.21,344.05,386.62,383.80,375.59,357.94,335.62,322.00,362.14
2000-09-15 21:51:13.624000,L7,,,,,,,,,,,,,,,,,,362.38,374.76,370.24,,,,,,,,379.17,385.87,370.65,382.98,383.66,369.92,,,,,,,321.55,318.63,317.78,319.93,332.95,337.28,342.25,334.77,347.55,340.10,,334.53,330.23,330.23,329.62,321.87,331.08,420.11,378.37,367.02,312.20,305.84,364.33,375.15,377.54,341.30,349.43,344.40,345.13,359.03,,333.41,338.66,335.33,326.55,322.59,349.67,348.86,339.90,345.63,341.32,330.67,336.34,334.62,337.65,346.03,348.05,346.38,361.16,351.03,357.08,350.79,316.68,283.72,340.53,335.05,331.95,329.84,334.79,,352.41,364.54,355.68,376.22,372.81,388.08,354.54,331.49,350.76,391.82,393.35,379.92,363.83,339.79,324.85,366.77
2000-10-26 21:44:46.815000,L7,,,,314.52,304.28,296.22,286.68,305.10,310.21,313.42,315.61,321.29,328.27,334.34,325.65,333.42,326.40,329.10,328.91,330.73,326.25,334.04,339.53,340.91,334.08,339.95,354.52,339.05,336.54,331.24,330.56,335.95,328.06,338.20,331.03,331.97,341.41,340.54,341.83,344.64,347.16,346.91,349.72,355.47,360.77,361.26,,,,,,337.90,343.85,348.60,344.20,331.11,345.14,333.11,325.20,324.44,,302.38,305.39,294.10,308.97,310.87,296.33,304.85,311.29,312.69,305.73,299.70,299.65,270.31,269.62,262.94,265.64,273.61,282.67,273.17,258.05,282.62,277.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-27 21:44:50.678000,L7,423.99,412.71,327.65,325.66,318.97,308.68,300.93,318.06,319.41,319.89,317.52,329.59,337.43,350.37,345.40,342.56,336.56,339.73,335.07,337.58,334.36,336.19,342.68,344.00,345.36,345.40,355.77,354.22,346.07,341.47,340.56,341.97,338.72,346.28,344.43,343.86,347.42,350.37,352.06,317.79,319.93,315.24,316.06,330.96,337.45,348.96,342.03,342.14,364.34,355.71,325.63,324.42,330.68,334.04,330.25,333.58,329.72,343.12,336.81,335.71,325.27,315.05,318.60,313.51,320.37,319.12,311.15,315.84,323.06,317.93,312.67,312.14,308.85,300.57,288.01,299.37,305.03,303.80,308.09,307.14,297.65,294.08,286.67,294.03,299.10,302.92,310.92,305.11,310.17,306.29,290.47,,,387.83,,,,,402.08,306.83,335.81,,,,405.45,383.20,369.59,374.57,421.65,422.67,412.46,409.60,369.13,361.41,364.57
2000-12-13 21:44:52.270000,L7,337.72,343.65,329.69,319.48,313.22,298.38,292.45,308.50,312.96,309.76,315.71,386.30,366.10,375.89,366.42,,333.20,330.67,333.39,336.03,329.15,334.75,337.12,340.50,336.84,344.32,394.10,382.37,,,,359.22,372.69,370.03,378.79,391.61,343.00,384.33,410.82,314.93,312.95,314.35,316.01,330.08,337.09,346.98,330.00,432.96,397.74,379.63,316.92,326.98,331.82,333.31,328.24,326.87,328.71,378.67,374.03,369.23,396.09,392.36,416.23,352.76,359.13,364.82,364.04,365.22,357.47,361.55,353.72,355.59,352.80,344.74,341.49,336.65,349.31,360.74,361.74,350.49,342.69,335.54,346.48,345.38,352.22,361.21,363.43,363.49,378.64,398.98,275.51,,,382.76,363.67,330.41,363.40,362.57,327.49,361.48,449.06,,,,,,,,,,,,,,
2001-01-05 21:50:40.530000,L7,349.38,355.12,333.18,329.41,323.64,324.65,314.99,335.26,338.77,342.52,341.60,343.59,352.09,357.11,360.25,352.59,346.75,349.86,346.13,348.45,359.10,363.97,364.31,361.72,377.50,383.29,374.29,368.40,363.19,361.46,362.59,357.73,352.40,352.57,359.69,365.64,367.12,362.13,362.86,364.05,380.17,373.33,371.21,374.33,376.67,383.15,364.39,377.03,371.31,364.62,360.27,358.04,363.37,362.32,365.63,367.79,362.00,364.90,343.49,342.74,331.31,345.86,338.22,310.80,327.97,333.04,314.81,319.04,337.40,345.10,338.21,332.96,315.42,321.90,319.84,318.37,327.80,325.45,326.33,333.08,336.74,287.80,327.35,326.49,329.39,337.97,342.30,349.36,340.63,347.59,324.56,320.90,331.49,323.15,302.15,301.60,303.41,299.95,340.00,,357.90,323.51,317.96,,,295.84,299.81,311.47,,357.11,337.27,351.55,296.89,,
2001-01-05 21:51:04.492000,L7,349.99,355.26,333.00,329.79,323.99,324.97,312.73,339.09,337.82,342.46,341.62,343.50,352.58,358.16,360.11,352.55,346.80,350.04,346.24,348.40,359.10,364.30,364.34,362.25,377.52,384.22,374.32,368.07,363.61,361.94,362.44,358.37,352.56,352.61,359.56,365.82,367.20,362.12,362.95,364.00,380.10,373.75,369.85,374.36,376.68,383.15,364.28,376.71,371.32,364.66,360.28,357.90,363.33,362.57,365.58,370.34,362.03,366.54,343.58,343.09,331.34,345.82,338.22,310.92,327.93,333.05,314.82,318.03,337.45,345.01,338.30,333.07,315.44,321.00,319.85,318.46,327.79,325.53,326.08,332.96,335.96,288.18,327.43,326.48,329.72,337.96,342.31,349.05,340.48,347.26,324.58,320.96,331.41,323.49,302.13,300.48,303.22,299.76,339.96,,357.91,323.53,318.24,,,295.79,299.85,311.60,,356.83,337.25,351.56,280.79,,
2001-01-14 21:44:57.122000,L7,365.04,380.33,,394.14,354.69,361.70,351.98,370.41,378.69,385.84,379.83,365.50,380.51,377.59,378.05,376.81,377.25,364.19,374.17,366.63,372.56,386.59,386.26,376.59,409.54,,,,,,,,,,,,,,,,,411.31,409.37,412.37,413.94,408.59,420.07,419.25,396.21,396.86,314.01,319.97,325.33,328.11,318.79,325.25,321.43,413.52,397.72,382.92,388.26,374.95,382.80,380.23,384.89,378.50,373.20,383.68,384.34,384.02,370.87,370.44,367.85,363.05,356.91,347.34,357.23,375.31,363.05,368.81,374.14,375.10,354.32,356.38,377.88,381.75,,,,351.56,344.16,352.86,351.53,356.63,329.10,330.56,321.95,348.33,,385.37,416.54,363.57,375.88,380.76,387.54,372.37,,,386.09,392.50,375.79,365.48,,,
2001-01-21 21:50:46.402000,L7,348.36,350.13,332.78,332.00,322.36,312.95,316.86,330.51,334.63,334.28,346.13,342.60,348.08,355.40,358.85,354.32,390.95,382.96,345.82,351.34,357.56,353.89,350.88,351.88,366.46,378.94,363.22,362.46,358.40,362.58,363.36,365.33,356.98,345.72,348.55,359.22,357.47,351.93,354.55,375.03,381.58,379.55,364.51,366.56,373.77,373.33,376.65,367.07,361.93,356.64,351.63,355.57,363.03,359.79,361.86,360.92,362.22,354.58,345.18,335.68,332.05,336.32,333.26,313.79,318.98,327.61,314.29,336.00,340.39,329.72,330.85,326.44,309.91,334.75,313.85,316.83,313.01,327.65,328.09,324.54,322.05,301.73,318.15,306.58,321.65,317.15,333.07,333.16,342.31,343.93,341.61,342.54,338.84,318.06,299.95,295.24,296.73,300.01,338.41,308.40,355.57,341.30,349.16,334.37,,336.21,285.35,,,357.91,346.21,339.69,,,
2001-01-21 21:51:10.359000,L7,348.83,349.82,333.15,332.50,322.83,313.72,318.79,331.07,335.18,334.61,346.51,343.44,348.81,356.19,359.37,354.93,390.79,382.76,364.69,354.70,358.61,354.32,350.57,352.29,366.59,379.68,363.88,362.61,359.34,362.83,363.87,366.22,357.47,345.89,348.79,361.59,358.03,352.16,355.00,376.00,381.67,380.12,366.39,367.04,374.01,373.92,378.66,368.83,363.23,358.18,353.89,356.38,363.26,359.66,362.44,361.37,364.53,355.06,345.71,336.37,334.59,336.42,333.84,315.70,322.18,327.66,317.49,340.21,341.35,331.59,331.82,326.94,311.51,335.80,314.80,317.31,314.10,328.64,328.93,326.07,322.56,305.57,318.83,308.16,324.06,317.84,333.95,333.73,344.12,345.04,342.23,342.43,339.05,318.15,300.37,295.79,297.38,300.87,339.31,309.63,357.02,341.34,350.02,336.14,331.77,335.83,291.81,304.46,348.87,358.39,347.24,338.59,293.95,,
