dates,nzd0295-0000,nzd0295-0001,nzd0295-0002,nzd0295-0003,nzd0295-0004,nzd0295-0005,nzd0295-0006,nzd0295-0007,nzd0295-0008,nzd0295-0009,nzd0295-0010,nzd0295-0011,nzd0295-0012,nzd0295-0013,nzd0295-0014,nzd0295-0015,nzd0295-0016,nzd0295-0017,nzd0295-0018,nzd0295-0019,nzd0295-0020,nzd0295-0021,nzd0295-0022,nzd0295-0023,nzd0295-0024,nzd0295-0025,nzd0295-0026,nzd0295-0027,nzd0295-0028,nzd0295-0029,nzd0295-0030,nzd0295-0031,nzd0295-0032,nzd0295-0033,nzd0295-0034,nzd0295-0035,nzd0295-0036,nzd0295-0037,nzd0295-0038,nzd0295-0039,nzd0295-0040,nzd0295-0041,nzd0295-0042,nzd0295-0043,nzd0295-0044,nzd0295-0045,nzd0295-0046,nzd0295-0047,nzd0295-0048,nzd0295-0049,nzd0295-0050,nzd0295-0051,nzd0295-0052,nzd0295-0053,nzd0295-0054,nzd0295-0055,nzd0295-0056,nzd0295-0057,nzd0295-0058,nzd0295-0059,nzd0295-0060,nzd0295-0061,nzd0295-0062,nzd0295-0063,nzd0295-0064,nzd0295-0065,nzd0295-0066,nzd0295-0067,nzd0295-0068,nzd0295-0069,nzd0295-0070,nzd0295-0071,nzd0295-0072,nzd0295-0073,nzd0295-0074,nzd0295-0075,nzd0295-0076,nzd0295-0077,nzd0295-0078,nzd0295-0079,nzd0295-0080,nzd0295-0081,nzd0295-0082,nzd0295-0083,nzd0295-0084,nzd0295-0085,nzd0295-0086,nzd0295-0087,nzd0295-0088,nzd0295-0089,nzd0295-0090,nzd0295-0091,nzd0295-0092,nzd0295-0093,nzd0295-0094,nzd0295-0095,nzd0295-0096,nzd0295-0097,nzd0295-0098,nzd0295-0099,nzd0295-0100,nzd0295-0101,nzd0295-0102,nzd0295-0103,nzd0295-0104,nzd0295-0105,nzd0295-0106,nzd0295-0107,nzd0295-0108,nzd0295-0109,nzd0295-0110,nzd0295-0111,nzd0295-0112,nzd0295-0113,nzd0295-0114,satname
1999-08-05 21:47:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.08,,,344.09,,,,,373.0,,,,,,,,,,,,,,,,,,,,332.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.78,,,,,,,,,,,,,,,,,,,,L7
1999-08-21 21:47:20+00:00,,330.56,320.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.08,,,351.155,,364.2,367.34,377.93,374.35,376.39,361.95,,,,,,,,,,,,,,,,,,332.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.77,,,,,,,,,,,,342.04,,,,,,,,L7
1999-09-22 21:47:24+00:00,,332.435,322.555,318.38,338.28,324.96,,,,,333.74,,335.76,346.1,357.8,352.53,353.1,,,,355.16,352.75,361.92,362.37,363.5,366.4,365.31,367.71,360.11,350.93,,355.75,,341.09,360.13,355.28,,360.47,304.53,,325.75,,364.69,367.345,375.355,373.82666666666665,371.95,359.855,,,,,,,,,,,,,,,,,,332.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.77,,,,,,,,,,,,342.04,,,,,,,,L7
1999-09-29 21:53:40+00:00,,330.56666666666666,320.0733333333333,318.38,338.28,324.96,,,,,333.74,,335.76,346.1,357.8,352.53,353.1,,,,355.16,352.75,361.92,362.37,363.5,366.4,365.31,367.71,360.11,359.59000000000003,301.51,355.75,,356.725,359.365,355.27,,360.47,304.69,273.89,321.72249999999997,,364.69,367.345,375.355,373.82666666666665,371.95,349.3933333333334,334.49,,,,368.66,319.32,325.96,353.9,,,,,355.29,,367.04,349.01,328.05,332.52,,,,,,,,,,,,,,,,,,,,323.17,335.36,338.63,,,,337.39,334.26,,325.97,301.56666666666666,350.68,298.21,330.49,,,,,,,,,334.015,323.3,,,,,,,L7
1999-10-24 21:47:20+00:00,,330.56666666666666,320.0733333333333,305.895,324.02,324.96,,,319.36,326.84,321.615,,325.435,336.65,356.445,340.595,339.69,,,,355.16,352.75,361.92,362.37,363.5,366.4,365.31,367.71,360.11,359.59000000000003,301.51,355.75,,356.725,359.365,355.27,,360.47,304.69,273.89,321.72249999999997,,364.69,367.345,375.355,373.82666666666665,371.95,349.3933333333334,334.49,,,,368.66,319.32,325.96,353.9,,,,,355.29,,367.04,349.01,328.05,332.52,,,,,,,,,,,,,,,,,,,,323.17,335.36,338.63,,,,337.39,334.26,,325.97,301.56666666666666,350.68,298.21,330.49,,,,,,,,,334.015,323.3,,,,,,,L7
1999-10-31 21:53:08+00:00,,331.78,320.155,309.2733333333333,327.64,323.08,310.25,331.64,323.365,328.42999999999995,325.01,333.94,330.7033333333333,338.9766666666667,355.41333333333336,343.64000000000004,327.73,,,,349.24,351.3,357.96000000000004,363.245,365.12,367.03499999999997,371.805,369.385,362.22,358.3533333333333,306.38,354.345,,353.09,359.365,353.2133333333333,344.64,355.1166666666666,308.96,281.79499999999996,322.352,361.89,352.83,366.99333333333334,372.3533333333333,372.3075,371.0733333333333,349.3933333333334,334.49,,,,368.66,319.32,325.96,353.9,,,,,355.29,,367.04,349.01,328.05,332.52,,,,,,,,,,,,,,,,,,,,323.17,335.36,338.63,,,,337.39,334.26,,325.97,301.56666666666666,350.68,298.21,330.49,,,,,,,,,334.015,323.3,,,,,,,L7
2000-01-19 21:53:25+00:00,,331.712,319.966,317.375,329.10749999999996,325.71666666666664,320.03,326.58,321.49333333333334,332.93666666666667,326.795,335.015,334.595,343.0725,357.15250000000003,347.1275,333.3,,,347.81,348.74333333333334,351.1266666666667,356.82666666666665,361.4866666666667,363.2966666666666,366.03,369.0133333333333,369.62999999999994,361.60999999999996,357.6425,320.99,350.1366666666667,246.61,351.0275,358.8766666666667,352.2725,347.825,355.74,319.03999999999996,281.79499999999996,327.5416666666667,356.385,353.1,365.4175,371.2425,372.51599999999996,372.0,352.6,344.925,,364.18,362.29,363.305,336.385,343.47,359.27,363.65,360.11,357.1,351.7,350.31,342.0,351.935,337.63,329.05,332.15,332.84,277.35,346.87,344.85,347.77,338.0,329.49,320.09,321.8,321.09,321.47,317.46,315.64,321.41,316.33,324.63,319.59,314.51,306.22,313.025,321.165,325.35,319.28,282.78,327.85,329.9,330.78499999999997,326.76,312.96000000000004,306.3975,337.40999999999997,315.07,332.96500000000003,343.52,,,,,322.29,308.19,301.65,321.54333333333335,312.02,,,,,,,L7
2000-02-20 21:52:53+00:00,,330.954,319.43199999999996,317.375,329.10749999999996,325.71666666666664,320.03,303.5133333333333,308.355,332.93666666666667,326.795,335.015,334.595,343.0725,357.15250000000003,347.1275,333.3,295.13,,347.81,348.74333333333334,351.1266666666667,356.82666666666665,361.4866666666667,363.2966666666666,366.03,369.0133333333333,369.62999999999994,361.60999999999996,357.6425,320.99,350.1366666666667,246.61,351.0275,358.8766666666667,352.2725,347.825,354.29333333333335,319.03999999999996,281.79499999999996,315.735,356.385,349.40000000000003,364.7766666666667,369.0133333333333,371.2933333333333,370.5366666666667,349.48333333333335,344.925,,360.35,356.93,355.79333333333335,339.5566666666667,338.34999999999997,357.87999999999994,359.80499999999995,358.145,354.745,348.115,345.35999999999996,337.84000000000003,343.57,330.1766666666667,326.37333333333333,322.735,325.80499999999995,295.82000000000005,329.0,334.20500000000004,341.495,334.26,329.77,320.0,316.995,314.845,318.43,316.41999999999996,314.19,311.785,314.55499999999995,317.01,312.1,308.96000000000004,297.89,308.6666666666667,311.8866666666667,317.6466666666667,312.205,294.695,317.19,326.8066666666667,321.92333333333335,317.63,301.49,305.025,337.40999999999997,315.07,332.96500000000003,343.52,,,,,322.29,308.19,301.65,311.2950000000001,312.02,,,,,,,L7
2000-05-03 21:46:43+00:00,,329.10499999999996,318.2749999999999,341.68,333.51,330.99,329.81,289.45,293.345,341.95,332.15,336.09,346.27,355.36,362.37,357.59,350.01,295.13,,347.81,347.75,350.78,354.56,357.97,359.65,364.02,363.43,370.12,360.39,355.51,350.21,341.72,246.61,344.84,357.9,349.45,351.01,357.61,349.28,,353.49,350.88,353.91,360.69,367.91,373.35,374.78,362.22,355.36,294.74,360.35,337.9433333333333,349.36,349.67499999999995,344.54499999999996,359.86999999999995,359.80499999999995,358.145,354.745,348.115,340.395,337.84000000000003,331.83500000000004,320.76,325.53499999999997,322.735,325.80499999999995,295.82000000000005,329.0,334.20500000000004,341.495,328.37333333333333,325.39000000000004,309.71,310.65000000000003,309.25,310.3533333333333,308.2366666666667,297.5733333333333,308.1466666666667,314.55499999999995,317.01,307.63666666666666,303.7266666666667,298.7966666666667,299.88333333333327,300.15000000000003,307.15500000000003,312.205,294.695,317.19,321.51500000000004,315.755,317.63,289.25,320.89,324.14,331.93,335.44,343.52,,,,,322.29,308.19,301.65,296.6,300.74,,,,,,,L7
2000-05-19 21:46:31+00:00,,329.10499999999996,318.2749999999999,341.68,333.51,330.99,329.81,289.45,285.42333333333335,333.62,331.015,338.02,343.265,357.64,362.37,357.59,350.01,295.13,,347.81,347.75,350.78,354.56,357.97,359.65,364.02,363.43,370.12,360.39,355.51,350.21,341.72,246.61,344.84,357.9,349.45,351.01,357.61,349.28,,353.49,350.88,353.91,360.69,367.91,373.35,374.78,362.22,355.36,294.74,360.35,337.9433333333333,349.36,349.67499999999995,344.54499999999996,359.86999999999995,359.80499999999995,358.145,354.745,348.115,340.395,337.84000000000003,331.83500000000004,320.76,325.53499999999997,322.735,325.80499999999995,295.82000000000005,329.0,334.20500000000004,341.495,328.37333333333333,325.39000000000004,309.71,310.65000000000003,309.25,310.3533333333333,308.2366666666667,297.5733333333333,308.1466666666667,314.55499999999995,317.01,306.635,301.52750000000003,301.505,303.8225,302.6066666666666,306.37666666666667,312.205,294.695,317.19,321.51500000000004,315.755,317.63,289.25,320.89,324.14,331.93,335.44,343.52,,,,,322.29,308.19,301.65,296.6,300.74,,,,,,,L7
