dates,satname,nzd0531-0000,nzd0531-0001,nzd0531-0002,nzd0531-0003,nzd0531-0004,nzd0531-0005,nzd0531-0006,nzd0531-0007,nzd0531-0008,nzd0531-0009,nzd0531-0010,nzd0531-0011,nzd0531-0012,nzd0531-0013,nzd0531-0014,nzd0531-0015,nzd0531-0016,nzd0531-0017,nzd0531-0018,nzd0531-0019,nzd0531-0020,nzd0531-0021,nzd0531-0022,nzd0531-0023,nzd0531-0024,nzd0531-0025,nzd0531-0026,nzd0531-0027,nzd0531-0028,nzd0531-0029,nzd0531-0030,nzd0531-0031,nzd0531-0032,nzd0531-0033,nzd0531-0034,nzd0531-0035,nzd0531-0036,nzd0531-0037,nzd0531-0038,nzd0531-0039,nzd0531-0040,nzd0531-0041,nzd0531-0042,nzd0531-0043,nzd0531-0044,nzd0531-0045,nzd0531-0046,nzd0531-0047,nzd0531-0048,nzd0531-0049,nzd0531-0050,nzd0531-0051,nzd0531-0052
2018-09-30 22:20:31.646000,L8,,,,,,,186.87,194.97,199.96,194.90,178.47,171.06,169.33,170.12,182.90,188.47,188.81,180.34,231.26,,,,,,,,,,207.97,199.56,201.03,196.21,197.99,,,,,,,147.65,171.56,174.19,173.91,170.59,157.50,182.80,190.40,177.59,187.17,181.72,184.03,342.89,346.84
2018-11-10 22:14:32.733000,L8,,,,,,,194.49,191.53,198.55,192.50,186.66,178.24,179.19,177.99,193.66,193.00,191.46,195.12,238.87,,,,,,,,,178.18,214.50,204.38,213.63,209.03,207.05,182.18,166.74,,,,,,,330.91,328.20,312.11,315.22,318.78,330.71,338.29,331.63,322.78,289.83,289.18,327.61
2018-12-28 22:14:29.227000,L8,,,,,,,197.65,203.27,207.13,206.22,187.88,183.16,183.01,182.50,197.71,197.30,192.29,198.41,376.62,383.42,372.71,387.51,,,,,367.45,368.51,362.19,362.99,363.50,320.61,363.78,356.30,357.31,319.42,342.77,282.21,283.20,310.92,337.25,347.76,348.71,352.69,352.05,347.27,311.56,371.49,358.27,295.58,345.84,344.16,344.58
2019-02-14 22:14:21.185000,L8,,,,,,,197.51,203.80,211.01,205.23,190.15,187.03,186.96,184.81,200.61,197.30,189.59,198.46,237.57,,,,,,,,,205.30,212.70,202.88,213.43,204.79,204.41,174.47,156.94,,,,,151.76,177.69,179.77,176.19,172.80,159.58,180.10,194.84,184.66,185.30,181.32,180.04,338.06,364.50
2019-02-21 22:20:30.485000,L8,,,,,,,199.49,201.17,209.80,199.65,188.30,178.51,180.55,177.77,195.99,194.72,186.79,194.80,235.61,,,,,,,,,190.78,209.97,194.47,208.10,202.99,202.94,174.18,156.61,,,,,152.06,174.69,178.12,173.84,170.09,146.03,177.90,189.62,331.11,353.44,342.81,338.91,336.55,331.13
2019-03-02 22:14:17.011000,L8,,,,,,,244.80,255.16,219.84,201.84,190.09,181.46,183.62,180.75,362.60,376.54,377.44,355.03,364.37,,218.71,269.01,247.47,226.67,232.69,227.18,160.53,212.57,212.33,199.17,207.28,203.68,203.76,177.35,163.81,159.77,164.67,153.59,,159.90,177.53,179.56,175.45,292.47,347.12,350.81,361.54,368.19,335.20,362.43,181.60,314.56,302.24
2019-05-28 22:20:29.609000,L8,,,,,,,199.17,198.18,206.84,195.89,188.23,172.32,167.05,178.25,189.84,187.41,192.01,194.32,234.83,,,,,,,,,177.33,215.02,199.44,213.35,204.51,208.71,174.75,,,,,,,,,,,151.67,184.78,195.02,184.84,192.05,187.96,336.44,353.66,333.75
2019-09-10 22:14:51.565000,L8,,,,,,,190.68,195.68,198.45,195.32,180.78,169.89,162.87,173.37,177.39,183.75,186.34,183.29,208.95,,,,,,,,,,,183.93,196.21,199.37,202.53,182.22,,,,,,133.15,176.22,184.38,183.52,178.11,144.20,187.33,198.57,182.86,192.07,186.26,182.88,176.40,207.26
2019-09-26 22:14:56.917000,L8,,,455.32,443.99,435.79,428.99,196.95,201.67,211.03,200.31,180.94,171.70,165.24,174.48,179.42,185.56,186.07,186.43,217.58,,,419.67,469.79,389.82,423.95,384.09,414.37,430.80,432.30,274.30,296.43,205.68,204.77,185.21,167.32,156.81,168.09,154.96,,,,341.12,401.90,319.70,314.42,274.38,,298.95,393.02,200.80,451.31,179.71,330.93
2019-11-13 22:14:57.837000,L8,,,,,,,200.45,224.57,220.95,201.65,182.94,172.89,166.19,175.67,182.30,187.99,192.69,191.80,225.05,,,,,,,,,,,184.32,203.47,203.88,206.56,183.98,171.98,167.97,176.15,163.56,171.85,172.75,179.56,185.44,183.56,180.20,154.30,182.80,199.18,189.07,189.40,183.71,307.92,302.09,319.43
2019-11-29 22:14:55.870000,L8,,,,,,,241.23,246.27,226.78,200.98,185.17,175.35,169.34,179.60,186.49,188.67,190.06,193.55,225.97,,,265.36,240.37,194.33,225.63,213.44,156.77,194.24,193.90,179.99,200.03,196.67,202.71,179.99,168.54,159.60,167.77,157.04,167.92,165.54,175.34,182.79,179.77,177.45,166.06,183.75,197.01,187.79,189.98,183.91,183.56,177.52,286.42
2019-12-22 22:21:03.498000,L8,,,,,,,192.56,198.12,206.75,198.32,178.62,168.70,164.11,171.83,178.31,182.76,185.26,191.28,145.79,,,250.42,235.27,180.31,224.81,212.85,185.25,191.45,191.04,178.35,195.93,193.36,199.70,,161.61,160.23,174.68,179.76,172.95,160.02,177.77,184.66,184.41,189.18,482.35,526.46,209.53,223.38,301.13,211.71,189.58,178.17,330.69
2020-01-23 22:20:55.593000,L8,,,,,,186.16,218.90,201.34,218.06,203.23,184.23,185.40,148.15,176.03,183.29,184.86,185.29,193.78,227.67,,213.12,269.40,239.09,223.79,224.11,215.55,159.68,193.39,195.95,163.05,176.93,191.20,154.44,,,,,,,142.02,175.76,187.07,183.45,185.10,178.46,185.20,195.41,202.62,194.63,185.29,189.60,177.72,200.69
2020-03-04 22:14:32.767000,L8,,,,,,,199.07,251.20,215.83,200.25,185.89,175.30,171.37,178.08,187.51,189.37,191.00,193.86,236.85,,,,,,,,,187.98,198.63,184.33,196.55,196.69,205.05,180.71,,,,,,158.60,176.66,182.14,178.45,179.96,166.31,337.97,345.59,338.21,334.48,330.24,331.21,320.36,339.36
2020-04-12 22:20:24.358000,L8,,,,,,,193.07,195.05,198.78,192.21,177.61,165.16,155.54,168.36,172.68,175.49,182.19,182.20,212.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-14 22:20:12.530000,L8,,,,,,,198.73,198.34,195.74,194.39,179.95,161.88,153.78,166.84,172.52,177.29,186.52,182.20,205.35,,,,,,,,,,,,,,,,,,,,,,,,,,,178.58,189.25,179.41,188.02,181.80,182.80,176.66,184.26
2020-05-30 22:20:16.612000,L8,,,,,,,201.39,198.20,196.28,196.75,180.27,165.23,157.61,172.70,176.45,182.54,189.58,184.19,226.51,,,,,,,,,,,,,,,,364.24,371.18,365.07,338.71,336.21,326.01,170.98,181.18,176.06,178.88,142.78,182.60,196.62,182.18,190.43,184.19,188.55,320.35,333.66
2020-07-01 22:20:34.636000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.89,183.92,187.26,173.57,165.17,190.74,168.48,259.86,253.97,302.41,199.80,294.09,412.25,457.72
2020-07-26 22:14:32.385000,L8,,,,,,,195.80,193.91,187.58,194.46,179.00,166.61,155.86,171.92,175.30,181.24,187.89,184.06,224.61,,,,,,,,,,,,181.38,185.48,193.10,161.56,,,,,,,,,,,,180.95,193.28,173.76,184.94,181.27,184.19,177.69,333.42
2020-09-19 22:21:03.690000,L8,,,,,,,194.40,199.24,203.05,196.72,178.46,167.90,159.74,171.13,177.69,180.77,187.74,182.91,234.27,,,,,,,,,,,376.21,416.58,404.06,432.09,,,,,,,,,,,,,,,,,,,,327.27
2020-10-14 22:14:56.808000,L8,,,,,,,191.21,198.37,200.52,193.41,175.76,156.97,153.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.24,197.64,178.94,188.22,178.61,181.68,175.69,327.98
2021-02-19 22:14:39.648000,L8,,,,,,,196.36,202.93,213.77,197.98,180.21,167.22,159.41,175.23,179.12,181.98,183.89,186.36,237.76,,,,,,,,,186.12,184.90,163.19,185.61,183.89,194.32,176.20,170.07,166.41,162.10,157.07,162.06,174.89,175.65,181.81,180.26,184.15,322.11,313.04,337.79,346.93,332.48,335.75,337.19,333.84,338.64
2021-03-30 22:20:34.287000,L8,,,,253.57,258.11,251.92,246.05,259.15,,258.11,206.18,179.95,197.46,176.21,168.85,173.60,175.11,172.03,,,,,,,,,,,,,192.38,186.15,200.05,177.34,,,,,,,,,,,,166.36,167.84,182.12,188.22,182.59,185.15,184.20,211.17
2021-06-18 22:20:38.709000,L8,,,,,,,198.59,192.53,187.97,194.54,184.38,170.89,357.15,375.38,377.18,379.89,373.63,355.99,397.25,389.27,402.10,395.95,404.46,415.38,403.85,394.65,398.14,392.67,187.38,165.00,191.44,184.81,193.93,381.21,168.09,166.82,161.81,160.24,169.21,178.60,181.62,186.08,184.68,186.38,150.26,187.45,363.72,370.46,349.43,356.28,193.11,222.78,362.95
2021-08-05 22:20:52.997000,L8,,,,,,,193.19,194.63,192.51,254.13,283.46,150.35,153.62,174.83,226.14,265.55,183.55,163.81,404.16,414.40,407.82,417.74,414.79,411.09,,,,,408.15,372.50,397.44,417.13,,,,,394.22,406.38,401.78,387.45,415.14,424.04,428.52,434.38,,497.34,510.89,508.21,509.94,182.33,189.95,186.97,212.37
2021-08-14 22:14:45.391000,L8,,,,,,,190.58,373.41,367.77,362.65,363.09,359.52,152.94,172.22,174.60,374.71,384.19,386.27,367.71,,,,,,,,,,,,,,,,,,,,,,,,279.49,250.61,295.14,174.78,197.46,182.23,185.83,179.60,333.31,327.53,315.16
2021-08-30 22:14:49.951000,L8,,,,,,,191.79,196.73,195.08,191.04,377.26,380.69,377.93,375.29,394.09,384.52,380.91,173.28,,,,401.11,398.24,416.62,412.65,404.87,,,178.29,153.99,171.84,175.07,159.41,163.38,385.84,343.94,383.05,388.27,355.84,374.89,360.61,349.39,344.53,174.07,151.15,177.21,201.64,185.38,188.73,182.19,182.53,176.96,173.65
2021-09-22 22:21:05.391000,L8,,,,310.96,312.22,309.28,309.00,247.39,238.25,190.18,176.70,162.56,154.50,174.10,176.90,175.97,184.43,173.09,233.40,,,,,,,,,,,,,,,,,,145.57,150.03,301.78,322.41,318.28,322.19,171.03,172.59,328.91,346.01,199.53,180.81,184.80,179.39,331.33,175.44,374.11
2021-11-02 22:15:01.893000,L8,,,,,,,194.82,244.73,238.72,189.92,177.80,161.53,157.34,174.07,176.84,176.16,185.37,176.53,233.18,406.80,407.24,426.27,393.71,423.36,202.90,199.93,152.96,181.68,178.71,149.68,182.78,176.57,159.61,162.95,161.67,152.15,149.98,149.04,152.92,157.16,168.90,171.61,168.59,173.89,155.60,178.72,198.85,183.74,186.88,179.87,183.09,178.50,322.55
2021-11-18 22:14:56.496000,L8,,,,237.99,251.42,238.44,241.35,246.16,241.61,238.05,177.74,164.97,157.85,173.17,176.07,176.04,186.94,176.88,234.85,,195.35,222.52,207.75,195.62,204.44,203.07,157.55,184.36,179.28,149.85,185.49,177.20,157.39,162.06,160.06,151.82,152.18,148.86,157.00,154.31,173.32,173.26,283.98,300.11,368.47,367.67,378.11,370.76,187.91,179.95,294.98,308.63,314.03
2021-12-12 22:14:55.412000,L9,,,,,,,196.04,246.80,241.71,237.07,180.48,167.03,159.12,175.08,178.13,177.77,185.50,178.87,236.68,,,,,,,,,141.43,179.87,150.50,184.75,178.31,161.15,157.97,158.47,150.09,151.66,147.08,156.17,155.15,173.49,173.93,172.36,176.08,155.83,343.53,352.71,330.58,349.17,309.86,343.76,306.14,346.87
2021-12-19 22:21:04.274000,L9,,,,,,,242.68,248.13,244.21,237.35,180.44,165.63,160.58,175.12,177.18,177.71,188.34,178.50,237.94,,,270.01,211.41,196.34,208.87,206.07,149.04,181.51,180.41,146.66,187.68,180.07,164.22,164.45,160.22,152.20,152.24,150.92,158.90,160.11,174.06,173.95,171.16,176.70,162.20,180.47,198.08,186.74,188.70,296.75,324.80,314.55,336.88
2021-12-20 22:14:55.954000,L8,,,,,,,198.86,247.40,243.38,192.64,180.38,168.75,159.69,175.59,179.82,177.65,186.66,180.24,235.61,,,,,,,,,,,,188.46,184.24,167.21,164.44,160.37,154.82,155.23,152.05,161.14,161.13,178.94,177.57,172.51,178.67,159.58,179.65,199.62,187.05,190.27,184.98,191.05,222.65,198.14
2022-01-13 22:14:50.477000,L9,,,,247.97,256.01,206.43,244.24,249.86,242.86,193.70,181.83,170.75,164.81,176.78,179.96,180.26,190.36,181.63,238.30,,,268.03,211.33,197.15,207.88,204.94,152.05,141.14,183.96,154.47,185.48,183.18,169.14,166.89,156.90,153.72,154.07,326.43,329.63,328.86,323.15,325.28,322.20,329.93,335.24,340.62,348.16,352.16,342.56,333.96,340.96,338.59,345.60
2022-01-28 22:20:55.692000,L8,,,,249.66,257.12,238.96,246.26,250.95,245.11,191.77,183.20,169.72,165.02,175.75,180.16,180.44,190.37,180.13,237.29,,,,,376.48,375.62,375.98,355.19,371.44,339.98,364.53,373.44,332.30,366.37,363.20,354.38,345.05,332.23,339.21,321.26,323.16,323.73,302.26,325.58,340.20,335.14,344.52,356.46,362.37,340.95,337.57,344.82,296.14,344.15
2022-02-06 22:14:44.088000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.64,168.64,175.34,170.20,174.12,164.76,180.17,196.71,186.31,178.99,180.25,185.55,187.16,185.11
2022-02-13 22:20:52.491000,L8,,,,,,,220.99,248.61,240.29,191.10,180.73,160.37,161.18,175.05,179.92,178.18,188.16,178.65,233.16,390.15,405.31,398.14,209.84,196.01,207.49,203.32,158.25,182.60,181.31,151.67,183.04,182.32,165.94,163.67,159.58,150.23,151.83,150.57,157.84,156.96,173.04,173.78,169.37,177.80,160.55,179.13,196.94,184.60,186.98,182.36,181.66,213.61,186.09
2022-02-22 22:14:38.338000,L8,,,,,,,379.69,385.28,388.31,384.08,381.21,376.74,160.13,373.78,369.41,331.42,371.80,179.47,233.23,,,,,,,,,184.42,179.95,151.99,181.92,180.68,165.58,165.89,158.50,151.78,151.83,148.23,158.68,155.95,172.73,174.96,169.59,178.50,160.17,182.47,198.06,187.56,188.19,180.85,181.76,212.23,204.79
2022-03-01 22:20:48.516000,L8,,,,249.89,257.07,236.25,198.10,249.21,243.70,191.36,181.77,167.97,360.51,380.22,383.19,376.05,188.87,178.97,234.57,,194.20,232.67,209.93,194.99,205.82,203.63,157.98,185.17,383.90,385.05,393.67,390.76,170.65,168.85,159.23,151.67,158.60,150.90,162.90,160.95,175.36,176.83,173.20,182.36,159.17,187.36,200.46,188.99,191.62,183.96,185.57,216.41,209.57
2022-03-02 22:14:37.725000,L9,,,,249.80,254.75,237.58,219.72,250.22,242.52,192.01,180.94,166.55,164.62,175.87,180.78,179.23,386.00,380.42,392.76,389.48,383.46,433.22,419.99,195.11,204.72,202.69,154.08,183.16,182.17,151.78,184.59,183.98,170.69,167.10,160.48,151.42,157.49,148.47,159.24,160.25,174.64,175.13,170.72,179.82,157.02,186.43,199.45,186.95,187.76,181.78,182.85,217.03,195.71
2022-03-09 22:20:49.257000,L9,,,,,,,192.95,197.16,193.49,185.75,175.96,156.38,156.98,170.44,176.51,176.85,187.20,177.17,230.52,,,,,,,,,,,,,,,,,,,,,,,,,,,183.16,203.11,191.17,189.77,181.85,181.01,177.04,204.99
2022-04-02 22:20:31.499000,L8,,,,,,,,,,186.89,181.41,198.10,200.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.89,164.21,169.95,180.75,145.72,175.86,200.70,183.48,187.81,180.42,183.11,212.90,173.71
2022-04-10 22:20:41.030000,L9,,,,,,,194.47,197.37,243.32,190.88,181.57,166.07,159.49,174.52,179.24,180.13,189.26,178.68,234.69,,,,,,,,,180.35,182.85,154.67,183.13,177.90,168.58,169.21,164.30,155.79,,,,159.07,175.46,175.63,172.73,179.81,160.13,182.87,199.77,184.19,189.96,334.41,334.85,334.97,334.81
2022-05-04 22:20:37.713000,L8,,,,258.59,263.95,256.83,222.88,257.89,251.27,251.95,188.29,168.91,160.69,176.93,188.11,187.70,188.43,179.38,242.40,,,,,,,,,,,,,,,,,,,,,157.72,179.11,183.14,179.73,180.81,161.87,341.34,359.65,375.27,376.59,185.19,189.31,225.88,231.46
2022-05-28 22:20:18.438000,L9,,,234.81,265.95,276.07,258.60,254.33,255.68,209.09,265.30,189.12,158.21,158.00,169.36,169.30,161.85,173.86,165.83,,,,,,,,,,,,,,,,,,,,,,,164.17,174.61,173.26,180.09,149.17,186.00,342.40,313.36,342.27,306.92,342.35,334.16,346.92
2022-06-05 22:20:51.340000,L8,,,,,,,194.66,247.09,191.30,185.57,178.34,149.97,151.32,161.43,158.23,153.49,162.20,155.28,,,,,,,,,,,,,372.08,382.75,351.20,,,,,,,,,,,,,,152.63,171.85,188.94,178.36,188.11,223.52,215.56
2022-07-15 22:20:36.379000,L9,,,,,,,,,,,,,,,297.58,316.95,323.89,329.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.32
2022-07-31 22:20:51.284000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.89
2022-08-08 22:21:16.880000,L8,,,,,,,186.94,188.56,186.58,177.77,176.51,149.48,361.93,371.18,367.79,370.87,371.85,365.71,392.51,396.47,371.43,400.55,,389.61,386.67,379.31,374.14,370.01,362.79,,,321.30,354.74,317.80,334.85,335.13,318.78,325.40,325.12,320.80,325.03,322.05,326.31,334.24,333.82,352.09,352.99,357.61,372.58,347.29,308.46,342.99,345.91
2022-08-09 22:14:46.212000,L9,,,,,360.97,358.48,187.09,189.09,185.35,178.97,176.90,148.39,149.31,157.79,148.68,150.67,143.72,386.70,386.68,384.65,401.73,329.11,313.31,324.48,325.97,383.86,369.02,381.09,377.27,368.09,355.89,,,332.13,340.66,341.97,332.75,334.71,323.16,317.60,,319.03,331.17,336.12,339.32,335.71,346.01,357.48,353.44,338.31,338.82,329.72,351.08
2022-08-24 22:21:19.767000,L8,333.62,341.88,360.17,354.14,356.97,360.20,363.02,352.16,362.44,359.82,333.03,368.93,368.06,368.82,358.07,367.50,374.65,386.42,386.02,382.30,379.64,401.26,407.82,411.97,,,,,,,,,,,,,,,,,,,,,,,468.61,371.13,353.79,373.54,365.34,362.49,372.69
2022-08-25 22:14:50.743000,L9,,,,252.22,259.74,239.41,189.87,194.85,241.08,252.54,178.15,151.70,150.24,159.46,151.26,151.72,148.87,,,,,,,,,,,,,,,,289.16,293.96,291.83,279.97,,,,,,,,,,173.19,278.77,310.83,295.64,300.67,330.44,325.74,336.39
2022-09-10 22:14:51.402000,L9,,,,,,,,188.96,186.74,177.39,177.45,149.82,141.02,153.28,149.31,151.49,142.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.71
2022-09-17 22:21:06.325000,L9,274.01,198.88,161.85,133.51,290.14,438.29,449.15,438.65,413.12,393.00,375.78,382.19,387.64,379.32,366.73,291.26,315.39,375.89,379.21,374.05,392.47,293.81,305.63,324.57,315.24,293.71,283.46,334.20,382.95,140.56,292.58,278.15,286.40,153.22,145.75,,252.13,253.39,257.74,249.49,244.06,331.64,332.85,338.51,353.84,340.56,355.66,262.83,192.43,242.61,306.10,333.23,341.80
2022-10-19 22:21:14.754000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.34,306.40,274.82,299.97,301.94,305.41,311.75
2022-12-06 22:21:13.854000,L9,,,232.64,251.76,254.95,233.92,243.33,244.65,244.78,176.58,176.27,154.02,145.48,153.29,149.74,151.48,144.83,154.01,175.73,,167.55,174.83,189.39,162.57,171.00,169.00,143.65,,,,,,,,,,,,,,,,,,,161.50,167.06,159.11,182.92,175.25,178.82,172.16,204.83
2022-12-30 22:21:12.462000,L8,,,,,,,197.90,244.69,240.47,176.88,178.56,153.12,149.27,152.57,148.96,154.54,149.35,152.78,,,,,,,,,,,,,,,,,,,,,,,,,,,150.42,161.31,174.07,176.29,174.08,139.26,177.64,171.71,196.55
2023-01-07 22:21:14.460000,L9,,,,,,,188.55,236.10,229.86,174.23,174.20,149.06,146.43,151.43,146.81,151.18,146.76,148.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.38
2023-01-08 22:15:00.142000,L8,,,,254.08,257.72,246.09,247.45,252.11,247.06,241.15,355.37,365.31,361.78,158.35,154.08,158.69,154.32,369.07,369.39,378.89,378.97,395.35,372.46,387.07,387.59,373.53,375.56,371.79,371.33,370.48,364.19,,,,358.01,346.72,347.21,,,,,,,,151.97,379.63,399.73,421.13,420.53,310.14,324.92,331.99,346.89
2023-01-15 22:21:05.646000,L8,,,,,,,248.00,251.56,247.24,240.33,181.99,160.28,154.77,158.01,154.62,157.85,153.42,156.98,,,,,,,,,,,354.57,365.09,369.30,349.86,,341.58,341.04,325.53,318.25,313.64,316.67,318.78,141.92,145.72,150.07,153.82,158.12,164.16,321.40,330.90,327.17,329.92,332.46,335.08,358.34
2023-02-01 22:15:05.201000,L9,,,,253.24,259.03,242.25,220.87,251.34,201.08,238.61,180.70,159.08,157.60,161.91,157.57,159.87,157.47,156.67,171.64,,,,,,,,,,,,,,,,,,,,,328.88,337.51,346.46,352.62,375.27,355.20,361.96,390.57,181.19,181.46,389.04,406.32,429.74,438.83
2023-02-17 22:15:01.258000,L9,,,,,,,191.70,247.16,243.81,178.61,180.69,155.87,158.26,161.65,155.58,158.86,154.91,154.65,,,,397.34,396.36,390.61,378.91,,,,,,,,,,,,,,,,,,,,145.05,163.80,176.92,180.88,181.65,175.14,180.33,174.25,373.12
2023-02-24 22:21:03.459000,L9,,,,,,,194.22,214.90,193.00,175.52,180.37,155.65,156.50,161.19,152.32,157.86,158.46,155.43,,,,,,,,,,,,,,,,,,353.77,348.18,330.95,356.67,371.04,,,,,145.35,165.50,180.49,184.09,184.81,177.21,180.78,174.04,177.50
2023-02-25 22:14:39.957000,L8,,,,,,,246.07,249.20,241.65,175.37,180.73,161.28,157.57,162.22,152.96,159.39,159.95,156.38,,,,,,,,,,,,,,,,,,350.67,346.91,340.50,338.93,,139.73,143.61,150.69,152.56,146.92,163.90,180.89,182.62,181.41,171.22,181.55,174.89,172.86
2023-03-05 22:14:49.135000,L9,,,,250.76,258.32,240.90,219.64,249.99,243.45,245.84,180.42,159.03,156.57,162.13,153.86,157.07,153.38,154.93,,,,,,,,,,,,,,,,,,,,,,,,,,,145.79,165.69,181.32,183.90,185.06,177.07,181.92,175.00,181.02
2023-04-13 22:20:38.700000,L9,,,,,,,194.16,214.49,227.01,171.45,176.53,156.99,146.21,152.22,148.01,149.36,140.35,,,,,,,,179.97,171.87,171.99,228.31,230.56,284.02,228.70,281.54,249.23,248.79,154.29,147.92,291.90,350.31,356.81,352.56,378.90,278.07,357.83,340.23,390.40,346.68,364.23,377.42,355.64,363.44,414.77,357.69,393.14
2023-04-14 22:14:09.763000,L8,,,,,,,221.19,260.71,238.69,173.68,175.83,152.28,147.48,154.12,324.14,353.04,350.43,352.25,,,,,,,,,,,,,,,,,,,,,,341.20,349.79,345.50,343.95,332.16,140.88,355.30,367.87,367.87,359.83,364.23,342.56,228.35,226.84
2023-04-29 22:20:31.914000,L9,,,,,,,194.84,247.12,243.08,176.25,178.06,153.77,148.74,153.08,145.36,150.99,139.30,,,,,,,,,,,,,,,,,,,,,,,,142.31,147.56,151.16,154.26,157.30,167.27,181.36,182.15,190.69,322.57,345.19,342.84,318.93
2023-05-23 22:20:05.625000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.04,179.68,188.09,176.38,191.65,226.97,239.44
2023-05-24 22:14:04.912000,L9,,,,,,,188.12,191.68,188.83,171.00,170.30,147.59,145.20,153.66,144.22,149.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.07,184.43,174.76,183.71,215.73,215.61
2023-05-31 22:20:15.755000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.69,333.24,329.06
2023-06-24 22:20:18.087000,L8,,,,,,,189.51,192.50,224.81,172.10,175.97,148.22,148.78,155.09,148.47,148.26,139.24,,,,,,,,,,,,,,,388.12,397.92,394.89,387.67,,,379.11,392.63,396.62,398.75,,,,140.41,165.59,182.49,178.81,190.92,181.24,192.13,221.23,244.78
2023-07-10 22:20:29.201000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.50,396.39,388.48,386.70,394.51,404.89,393.43,,,,,,,,,,,,,,
2023-07-27 22:14:14.688000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.24,395.60,392.24,385.04,416.12,,,,,,,,,,
2023-08-27 22:20:47.606000,L8,,,,,,,,,,,,,313.72,327.58,326.66,310.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.00,165.67,183.08,172.52,187.47,177.14,355.69,360.29,339.58
2023-09-04 22:20:46.451000,L9,,,,,,,,,,,,,,,,,,,,,,,,,399.00,388.61,402.25,400.18,410.86,399.26,379.84,404.29,403.86,397.34,397.13,389.42,383.12,385.27,394.37,394.80,139.08,144.60,147.47,154.45,150.28,166.29,183.34,179.84,188.11,178.26,182.47,176.00,211.96
2023-09-05 22:14:34.496000,L8,,,,,,,,,,,,,,309.46,320.63,319.39,330.43,,,,,,,,,,,,,,,,,,375.51,384.27,376.03,369.94,383.93,382.95,138.60,146.33,150.19,155.38,151.65,378.36,407.87,402.71,400.53,366.06,355.89,347.97,349.44
2023-09-29 22:14:38.579000,L9,,,,,,,,,,,,,,,,,,,,365.53,381.92,396.20,411.23,,,,,,,,,,,,,,,,,,,,,,,,,161.47,184.97,175.95,190.16,180.99,240.30
2023-10-22 22:21:02.157000,L9,,,,,,,,,,,,,,316.92,332.96,340.26,345.48,,,,,,,,,,,,,,,375.40,365.53,365.47,356.91,,352.74,359.42,342.00,367.99,142.66,147.61,149.86,156.68,150.64,168.83,182.87,183.47,364.80,361.24,339.83,177.69,208.73
2023-11-24 22:14:51.719000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,372.86,378.10,370.31,371.29,158.29,369.34,363.95,355.98,154.72,145.10,,,355.23,359.38,351.97,151.47,154.13,160.04,151.01,173.51,188.96,185.65,191.72,180.85,187.19,221.72,227.44
2023-12-10 22:14:45.117000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.88,160.06,135.73,164.94,181.70,158.61,336.44,330.93,325.10,328.06,327.30,326.95,322.17,333.26,326.88,333.79,353.55,358.56,344.71,320.21,322.15,348.67,307.33,303.83,340.15,348.68
2024-01-26 22:21:02.147000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.70,358.88,376.83,368.03,364.12,,,360.53,378.88,410.12,412.52,414.65,,,169.01,168.66,181.19,188.42,181.62,187.58,224.92,231.14
2024-01-27 22:14:37.376000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.10,163.15,182.72,186.24,178.54,182.64,217.01,217.51
2024-02-04 22:14:55.450000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.69,160.75,364.19,365.97,353.47,365.13,151.21,121.77,,342.78,348.80,350.21,358.76,374.36,377.28,377.73,377.46,161.13,171.11,183.41,185.52,372.66,366.95,382.66,378.68,358.75
2024-02-19 22:20:51.302000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.74,151.78,153.50,158.97,146.39,181.14,158.59,180.10,252.65,232.22,200.72,196.40,245.88
