dates,nzd0067-0000,nzd0067-0001,nzd0067-0002,nzd0067-0003,nzd0067-0004,nzd0067-0005,nzd0067-0006,nzd0067-0007,nzd0067-0008,nzd0067-0009,nzd0067-0010,nzd0067-0011,nzd0067-0012,nzd0067-0013,nzd0067-0014,nzd0067-0015,nzd0067-0016,nzd0067-0017,nzd0067-0018,nzd0067-0019,nzd0067-0020,nzd0067-0021,nzd0067-0022,nzd0067-0023,nzd0067-0024,nzd0067-0025,nzd0067-0026,nzd0067-0027,nzd0067-0028,nzd0067-0029,nzd0067-0030,nzd0067-0031
2010-11-27 22:07:24+00:00,228.03,242.42,247.0,247.16,223.79,210.45,,180.69,233.87,242.47,203.85,,,,,,,,,,,,,,,254.56,248.32,252.84,245.09,256.13,246.43,271.1
2013-05-11 22:19:31+00:00,,213.03,226.14,220.35,196.77,195.82,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-28 22:19:33+00:00,,216.06,231.325,220.35,196.77,195.82,250.78,198.34,226.47,246.77,233.05,,,,,,,,,,,219.86,221.84,235.24,251.96,,269.38,256.95,241.79,261.15,238.63,
2013-11-03 22:19:44+00:00,,215.12333333333333,231.95666666666668,224.925,202.82,204.305,250.78,198.34,226.47,246.77,233.05,,,,,,,,,,,219.86,221.84,235.24,251.96,,254.66,252.32999999999998,240.165,256.92499999999995,239.505,258.93
2014-02-07 22:18:33+00:00,183.66,219.005,237.925,252.135,213.65,212.79,228.82,200.27,222.55,,,,291.02,285.38,,,,,,,,227.17,226.99,227.97,,,254.79,252.45000000000002,245.42000000000002,254.08999999999997,243.43,259.295
2014-02-23 22:18:20+00:00,183.64999999999998,219.51666666666665,239.34333333333333,256.52,215.12333333333333,220.83499999999998,226.03,199.845,219.46,224.98,,,291.02,285.38,,,,,,,,227.17,226.99,227.97,,,254.70666666666668,251.4466666666667,243.88666666666666,254.26666666666665,244.20333333333335,259.18333333333334
2014-04-12 22:17:37+00:00,183.64999999999998,218.3775,238.79500000000002,249.25,212.125,215.54999999999998,226.03,199.845,219.46,224.98,,,291.02,285.38,,,,,,,,227.17,226.99,227.97,,,254.70666666666668,249.025,242.9175,254.26666666666665,243.9775,257.28
2014-07-17 22:17:52+00:00,183.64999999999998,220.08666666666667,240.65333333333334,266.5825,213.21,216.93,226.03,207.23333333333335,219.46,249.45,253.38,,288.92999999999995,282.5,256.96,,,,208.0,227.58,232.83,226.985,225.315,227.97,,,255.4666666666667,251.0475,243.85000000000002,258.66,243.92000000000002,256.72999999999996
2014-11-06 22:17:49+00:00,,210.14,234.6,282.515,,272.45,,215.76,234.3,255.955,253.38,,256.04999999999995,279.62,256.96,,,,208.0,227.58,232.83,226.8,223.64,,,,244.10500000000002,249.51000000000005,244.37,261.09499999999997,240.875,256.6
2015-01-25 22:17:32+00:00,,209.99,236.13,264.625,216.43,256.275,225.09,205.6,225.78500000000003,237.99,284.16,,223.66,236.24,,,,,,230.99,236.65,223.87,235.66,245.0,253.56,,249.85000000000002,245.99500000000003,243.525,254.74999999999997,242.29500000000002,258.145
2015-02-10 22:17:27+00:00,,210.07666666666668,235.85999999999999,256.07666666666665,216.635,243.52999999999997,220.55,205.6,220.45666666666668,232.46500000000003,284.16,191.62,219.42999999999998,232.925,,,,,,230.99,236.65,223.87,235.66,245.0,253.56,,250.44333333333336,245.41,241.74333333333334,253.82666666666663,243.22,257.8866666666667
2015-02-26 22:17:46+00:00,,210.905,236.0925,250.26,215.88333333333333,237.08249999999998,220.55,205.6,220.45666666666668,232.46500000000003,284.16,191.62,219.42999999999998,232.925,,,,,,230.99,236.65,223.87,235.66,245.0,253.56,,250.885,246.03000000000003,241.9375,252.02999999999997,242.78,257.895
2015-12-27 22:18:07+00:00,,,228.66,225.58,198.56,199.06,,,,,,,,,,,,,,,,,,,,,,241.98,238.46,221.09,237.34,
2016-01-12 22:17:40+00:00,,199.36,230.995,227.465,203.575,203.39499999999998,,,,,,,,,,,,,,,,,,,,,243.53,243.44,239.305,222.85000000000002,237.925,
2017-01-30 22:18:02+00:00,,204.31,230.93,246.5,220.32,242.29,224.64,202.43,219.3,,281.52,200.09,218.51,193.72,,,,,,,,229.19,234.55,271.08,254.52,,246.4,247.63,237.22,225.28,239.61,275.5
2017-03-03 22:17:49+00:00,,199.445,229.35500000000002,239.79500000000002,214.97,230.46499999999997,224.64,202.43,219.3,,281.52,200.09,218.51,193.72,,,,,,,,225.265,233.205,260.24,250.89,,245.065,247.85,237.59,224.70999999999998,240.22500000000002,267.765
2017-03-19 22:17:39+00:00,,199.445,227.32333333333335,236.23000000000002,209.95333333333335,221.92666666666665,224.64,202.43,219.3,,281.52,200.09,218.51,193.72,,,,,,,,225.63333333333333,232.12333333333333,246.62,249.71666666666667,,244.04666666666665,247.71666666666667,236.33333333333334,223.14333333333332,238.99333333333334,263.28
2017-05-06 22:16:55+00:00,,197.78666666666666,227.1475,239.1875,209.95333333333335,221.92666666666665,224.64,211.91500000000002,231.675,,282.90999999999997,200.09,235.595,218.22,263.32,,,,,,,226.7275,239.38250000000002,246.62,250.85500000000002,,244.1125,249.6625,237.67000000000002,222.6575,240.1975,261.34
2017-09-27 22:18:12+00:00,,194.47,226.62,248.06,,,,212.14499999999998,235.63,225.92,284.3,208.25,252.68,238.345,263.32,,,,,,,230.01,261.16,,254.27,,244.31,255.5,241.68,221.2,243.81,257.06500000000005
2018-06-10 22:16:26+00:00,,195.91,221.67,273.92,,,,,,,281.21,,287.57,,258.02,,,231.61,263.72,198.21,,,274.71,,252.69,,243.94,259.48,243.31,214.33,240.89,
2019-01-04 22:17:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,229.55,238.61,194.2,214.3,229.97,
2019-11-04 22:18:22+00:00,,,210.48,218.59,216.3,,228.72,207.87,230.02,236.46,202.81,,,,,,,,,,231.13,234.37,248.97,224.02,,,231.14,252.11,230.77,231.8,242.7,270.65
2020-01-23 22:18:07+00:00,,,206.615,216.385,207.86,199.93,228.72,207.87,230.02,236.46,202.81,,,,,,,,,,231.13,234.37,248.97,224.02,,,224.76,247.39,212.92000000000002,225.37,239.135,241.85
2020-04-12 22:17:36+00:00,,,206.615,216.385,207.86,199.93,228.72,207.87,230.02,236.46,202.81,,,,,,,,,,231.13,234.37,248.97,224.02,,,224.76,244.17333333333332,206.79666666666665,214.22333333333336,238.04666666666665,244.01
2021-03-30 22:17:46+00:00,,,198.34,215.79,216.72,274.09,260.54,201.93,231.8,242.55,204.76,204.95,212.0,238.82,,,,,,,,,,,,,204.33,252.94,198.8,217.85,237.72,254.97
2021-07-04 22:17:53+00:00,,,195.315,211.725,212.79500000000002,273.87,263.37,201.93,235.74,244.515,216.515,204.58999999999997,214.35,237.815,,,,,,224.43,207.37,221.95,226.5,250.25,244.71,,201.085,253.72,195.03,213.57999999999998,236.55,254.97
2021-10-24 22:18:01+00:00,,,192.29,207.66,208.87,273.65,266.2,,239.68,246.48,228.27,204.23,216.7,236.81,,,,,,224.43,207.37,221.95,226.5,250.25,244.71,,194.82,243.9,191.93,212.475,232.51999999999998,252.08
2022-01-12 22:17:49+00:00,,,192.28,211.59,214.12,276.72,265.44,212.12,229.77,243.92,228.95,205.63,218.38,240.33,,,,,,,,220.82,229.66,260.11,,,194.27,241.435,196.68,220.295,235.99,257.455
2022-02-21 22:17:43+00:00,,,193.10500000000002,211.95499999999998,213.51999999999998,274.36,265.44,209.095,232.10500000000002,244.255,226.48,202.315,216.695,239.55,,,,,,,,220.82,229.66,260.11,,,195.06333333333336,242.84666666666666,197.85,220.66666666666666,237.12666666666667,257.18
2022-06-21 22:18:12+00:00,,,193.10500000000002,209.98666666666668,213.51999999999998,282.40333333333336,265.44,209.095,232.10500000000002,244.255,226.48,202.315,217.34333333333333,237.74,,,,,,,,216.235,223.175,250.22500000000002,241.84,266.18,194.65333333333334,244.82333333333335,212.28666666666663,216.5666666666667,238.20666666666668,256.2033333333333
2022-09-17 22:18:18+00:00,,,,205.615,207.87,283.11,260.48,213.61,244.12,248.9,228.93,234.86,218.5,236.59,,,,,,,,211.65,216.69,240.34,241.84,266.18,191.20999999999998,242.53,215.99,212.06,234.42000000000002,254.14000000000004
2022-12-22 22:18:23+00:00,,,,203.385,208.24,266.395,260.48,211.215,239.005,244.21,225.57999999999998,222.5,213.685,237.815,,,,,,,,,,,,,191.45,243.11,198.555,222.58499999999998,236.285,259.01500000000004
2022-12-30 22:18:24+00:00,,,174.32,203.85,208.65666666666667,267.2,243.11,211.1966666666667,236.27666666666664,243.61333333333334,227.49666666666667,218.33666666666667,214.93666666666664,238.70333333333335,,,,,,,,,,,,,191.9766666666667,244.26999999999998,199.88,222.41666666666666,237.54333333333332,261.1
2023-10-14 22:18:09+00:00,,,,195.71,203.87,233.3,264.54,220.01,247.48,255.95,238.01,236.84,216.79,240.7,,,,,,,,,,,,,179.93,238.38,203.04,224.49,239.13,260.44
2023-12-17 22:17:48+00:00,,,,195.71,199.75,229.61,263.64,213.38,239.82999999999998,253.885,237.155,226.10500000000002,216.79,240.7,,,,,,,,,,,,,179.93,238.38,201.095,223.26,238.82,259.745
2024-04-23 22:17:03+00:00,,,,,194.6,217.795,243.60000000000002,207.9,229.935,247.44,232.735,210.695,206.52,,,,,,,,,,,,,,,,194.79500000000002,217.01999999999998,237.635,259.85
2024-08-29 22:17:21+00:00,,,,180.52,195.875,214.27999999999997,241.875,217.195,239.575,249.88,233.625,220.07999999999998,208.68,240.37,,,,,,,,,,,,,,,194.765,214.76,239.345,259.03999999999996
2024-12-03 22:17:45+00:00,,,,180.52,198.18,218.89,259.29,220.345,248.185,258.01,238.195,234.14,211.715,239.79000000000002,,,,,,,,,,,,,,,198.57999999999998,218.995,243.625,259.685
2025-01-12 22:18:09+00:00,,,,180.52,194.895,211.315,251.48499999999999,217.35,244.60666666666665,253.51333333333332,233.23000000000002,226.05,209.70666666666668,238.07666666666668,,,,,,,,,,,,,,,197.22,219.67,242.11333333333334,258.9866666666667
