dates,satname,nzd0192-0000,nzd0192-0001,nzd0192-0002,nzd0192-0003,nzd0192-0004,nzd0192-0005,nzd0192-0006,nzd0192-0007,nzd0192-0008,nzd0192-0009,nzd0192-0010
1999-09-29 21:52:52.243000,L7,294.22,249.87,293.71,279.71,276.89,283.53,,,,,
1999-10-15 21:52:49.322000,L7,,190.92,271.46,207.65,,,,,,,
1999-12-09 21:58:57.676000,L7,328.95,326.28,335.30,344.92,338.48,344.69,358.65,270.37,323.97,483.43,534.02
2000-02-04 21:52:37.377000,L7,206.91,196.19,294.71,202.66,,,,,,,
2000-02-20 21:52:29.720000,L7,208.55,204.06,287.68,205.09,,,,,,,
2000-03-14 21:58:35.291000,L7,288.51,271.23,287.51,242.55,266.63,266.20,,,,,
2000-03-30 21:58:33.541000,L7,288.45,271.85,304.99,277.10,270.00,227.65,,,,,
2000-08-14 21:50:56.232000,L7,296.58,284.22,162.68,206.64,277.83,291.54,203.85,,,,
2000-10-17 21:50:01.277000,L7,356.11,347.76,352.60,349.52,353.69,363.27,374.62,375.06,374.00,365.90,356.67
2000-12-20 21:50:16.996000,L7,211.20,265.63,260.96,194.81,,,,,,,
2001-01-05 21:50:16.585000,L7,209.17,230.94,271.35,205.01,,,,,,,
2001-01-12 21:56:30.696000,L7,,261.52,235.92,195.72,,,,,,,
2001-06-05 21:55:40.577000,L7,279.34,285.34,302.58,,,,,,,,
2001-06-21 21:55:29.297000,L7,290.85,256.34,303.07,,,,,,,,
2001-09-09 21:54:36.880000,L7,281.56,271.74,297.45,244.49,277.38,281.76,169.00,402.00,376.09,365.41,351.00
2001-09-18 21:48:17.356000,L7,281.46,,,,,,,,,,
2001-09-25 21:54:28.694000,L7,295.55,286.09,304.82,286.56,284.76,284.38,221.03,384.16,377.47,389.49,341.44
2001-10-11 21:54:09.862000,L7,205.23,206.77,280.10,265.13,209.10,,,,,,
2001-12-30 21:54:37.254000,L7,390.38,374.81,390.16,325.73,327.77,332.30,355.05,432.86,542.57,434.95,417.34
2002-01-24 21:48:42.967000,L7,216.17,266.92,292.71,282.03,209.99,,,,,,
2002-01-31 21:54:50.570000,L7,285.84,264.57,260.23,208.01,227.04,,,,,,
2002-02-25 21:48:47.943000,L7,206.89,187.77,222.16,195.51,210.65,,,,,,
2002-03-20 21:54:48.224000,L7,284.64,209.73,283.60,266.89,200.98,,,,,,
2002-03-29 21:48:39.145000,L7,293.96,274.87,303.21,278.66,275.62,280.54,,,,,
2002-06-01 21:48:28.245000,L7,,,,,265.33,284.86,181.54,,,,
2002-07-19 21:48:09.583000,L7,295.64,271.21,306.46,,272.49,296.60,190.90,,,,
2002-08-27 21:54:00.253000,L7,295.65,200.06,286.92,208.17,378.53,382.89,386.60,,,,
2002-10-07 21:47:33.100000,L7,296.50,367.67,362.53,369.58,370.25,350.83,385.60,385.84,359.65,366.71,360.68
2002-10-14 21:53:43.769000,L7,288.44,272.46,297.56,279.51,272.18,274.83,169.19,,,,
2002-10-23 21:47:39.211000,L7,348.31,335.54,341.95,331.43,340.90,348.20,356.72,360.35,352.92,344.00,330.92
2003-01-18 21:54:30.278000,L7,209.07,269.94,253.85,273.69,,,,,,,
2003-03-23 21:54:40.711000,L7,287.59,267.70,294.13,273.08,272.75,280.02,,,,,
2003-04-24 21:54:46.433000,L7,289.22,213.21,293.87,172.44,266.55,276.58,177.04,,,,
2003-05-03 21:48:37.175000,L7,295.02,283.61,304.96,252.89,,,,240.02,190.00,,
2003-05-10 21:54:46.466000,L7,287.04,273.26,294.74,273.70,270.31,284.58,192.09,,,,
2003-05-26 21:54:43.917000,L7,284.61,282.14,301.67,275.37,266.26,282.13,175.46,,,,
2003-07-21 21:42:33.857000,L5,283.80,280.69,306.52,286.22,267.21,278.33,174.26,250.89,220.57,248.60,237.99
2003-08-06 21:42:51.203000,L5,263.14,261.05,280.15,,,,,,,,
2003-10-18 21:37:48.406000,L5,309.50,290.33,300.73,291.28,280.39,281.55,252.74,251.41,235.86,254.51,251.27
2003-10-25 21:44:04.226000,L5,318.95,301.61,317.70,314.88,316.33,326.69,292.27,284.46,273.85,280.97,264.37
2003-11-19 21:38:14.402000,L5,275.31,226.91,284.37,295.91,293.05,289.74,253.75,251.71,236.34,243.18,236.50
