dates,nzd0192-0000,nzd0192-0001,nzd0192-0002,nzd0192-0003,nzd0192-0004,nzd0192-0005,nzd0192-0006,nzd0192-0007,nzd0192-0008,nzd0192-0009,nzd0192-0010,satname
1999-09-29 21:52:52+00:00,,,304.22,290.92,,288.7,216.33,,,,,L7
1999-10-15 21:52:49+00:00,207.61,196.09,288.605,284.04,,288.7,216.33,,,,,L7
2000-02-04 21:52:37+00:00,207.26,196.14,290.64000000000004,256.91333333333336,,288.7,216.33,,,,,L7
2000-02-20 21:52:29+00:00,207.69000000000003,198.78,289.9,243.9575,,288.7,216.33,,,,,L7
2000-03-14 21:58:35+00:00,207.69000000000003,198.78,289.422,243.67600000000002,266.63,277.45,216.33,,,,,L7
2000-03-30 21:58:33+00:00,207.69000000000003,196.765,286.082,239.71999999999997,265.21000000000004,274.07,,,,,,L7
2000-08-14 21:50:56+00:00,208.55,225.27666666666667,287.56999999999994,226.09750000000003,269.1066666666666,279.62,202.18,,,,,L7
2000-12-20 21:50:16+00:00,211.2,273.34000000000003,260.96,190.21,276.9,290.72,202.18,,,,,L7
2001-01-05 21:50:16+00:00,209.315,258.59,265.0,194.74,276.9,290.72,202.18,,,,,L7
2001-03-10 21:50:10+00:00,208.31000000000003,232.07000000000002,265.0,198.86333333333334,,,,,,,,L7
2001-06-05 21:55:40+00:00,227.7975,245.61,278.6433333333334,198.86333333333334,,,,,,,,L7
2001-06-21 21:55:29+00:00,249.43,251.115,294.98333333333335,200.89000000000001,280.28,,,,,,,L7
2001-09-09 21:54:36+00:00,289.56,282.59999999999997,307.95500000000004,,279.57,282.3,171.25,,,,,L7
2001-09-25 21:54:28+00:00,290.7,283.2875,305.7266666666667,,280.43666666666667,282.35,194.025,,,,,L7
2001-10-11 21:54:09+00:00,290.7,283.2875,297.3325,196.77,280.43666666666667,282.35,194.025,,,,,L7
2002-01-24 21:48:42+00:00,289.405,279.63500000000005,278.45,200.22500000000002,280.515,282.35,194.025,,,,,L7
2002-01-31 21:54:50+00:00,288.21666666666664,274.61333333333334,273.895,202.82000000000002,262.69,282.35,194.025,,,,,L7
2002-02-25 21:48:47+00:00,288.21666666666664,274.61333333333334,263.548,200.9925,249.68,282.35,194.025,,,,,L7
2002-03-20 21:54:48+00:00,288.2,274.96000000000004,266.89,214.17200000000003,230.21,282.4,216.8,,,,,L7
2002-03-29 21:48:39+00:00,286.39666666666665,264.185,266.75166666666667,220.15333333333334,212.89000000000001,,,,,,,L7
2002-06-01 21:48:28+00:00,288.71999999999997,272.1066666666666,272.385,224.83,227.625,287.94,184.93,,,,,L7
2002-07-19 21:48:09+00:00,290.104,271.8825,277.2528571428571,224.83,236.598,292.27,187.91500000000002,,,,,L7
2002-08-27 21:54:00+00:00,292.344,274.76750000000004,300.75,264.8533333333333,256.2425,289.6333333333334,191.67999999999998,,,,,L7
2002-10-07 21:47:33+00:00,296.1025,278.42333333333335,306.57,277.61,274.66333333333336,289.6333333333334,191.67999999999998,,,,,L7
2002-10-14 21:53:43+00:00,296.1025,278.42333333333335,306.57,277.61,274.66333333333336,289.6333333333334,191.67999999999998,,,,337.72,L7
2002-10-23 21:47:39+00:00,296.1025,278.42333333333335,306.57,277.61,274.66333333333336,289.6333333333334,191.67999999999998,,,,334.32000000000005,L7
2003-01-18 21:54:30+00:00,296.5400000000001,273.025,307.3,275.65,279.67,284.36,199.21,,,,334.32000000000005,L7
2003-03-23 21:54:40+00:00,296.04,269.94,,273.69,272.75,280.02,,,,,334.32000000000005,L7
2003-04-24 21:54:46+00:00,290.2,267.89,295.08,273.69,270.13,279.71,180.26,,,,,L7
2003-05-03 21:48:37+00:00,288.97,269.72666666666663,295.775,273.69,270.13,279.71,180.26,,,,,L7
2003-05-10 21:54:46+00:00,289.1933333333333,271.35,296.4666666666667,276.0,272.3066666666667,282.28,188.45,,,,,L7
2003-05-26 21:54:43+00:00,288.5325,273.752,298.09250000000003,277.33,271.2275,282.5725,184.44999999999996,,,,,L7
2003-07-21 21:42:33+00:00,289.554,276.846,301.038,283.93,271.86199999999997,283.014,184.135,255.53,228.68,253.93,245.59,L5
2003-08-06 21:42:51+00:00,288.96166666666664,277.315,301.03000000000003,285.585,272.68833333333333,282.435,182.85399999999998,257.24,227.10500000000002,249.41500000000002,242.965,L5
2003-10-18 21:37:48+00:00,291.8957142857143,279.1742857142857,300.9871428571428,286.724,273.96166666666664,282.69,194.50166666666667,255.29666666666665,230.02333333333334,251.11333333333334,245.73333333333335,L5
2003-10-25 21:44:04+00:00,296.0028571428571,284.2842857142857,304.21857142857147,291.4166666666667,282.0983333333333,290.57166666666666,213.17,262.5875,240.98000000000002,258.5775,250.3925,L5
