dates,satname,nzd0238-0000,nzd0238-0001,nzd0238-0002,nzd0238-0003,nzd0238-0004,nzd0238-0005,nzd0238-0006,nzd0238-0007,nzd0238-0008,nzd0238-0009,nzd0238-0010,nzd0238-0011,nzd0238-0012,nzd0238-0013,nzd0238-0014,nzd0238-0015,nzd0238-0016,nzd0238-0017,nzd0238-0018,nzd0238-0019,nzd0238-0020,nzd0238-0021,nzd0238-0022,nzd0238-0023,nzd0238-0024,nzd0238-0025,nzd0238-0026,nzd0238-0027,nzd0238-0028,nzd0238-0029,nzd0238-0030,nzd0238-0031,nzd0238-0032,nzd0238-0033,nzd0238-0034,nzd0238-0035,nzd0238-0036,nzd0238-0037,nzd0238-0038,nzd0238-0039,nzd0238-0040,nzd0238-0041,nzd0238-0042,nzd0238-0043,nzd0238-0044,nzd0238-0045,nzd0238-0046,nzd0238-0047,nzd0238-0048,nzd0238-0049,nzd0238-0050,nzd0238-0051,nzd0238-0052,nzd0238-0053,nzd0238-0054,nzd0238-0055,nzd0238-0056,nzd0238-0057,nzd0238-0058,nzd0238-0059
2000-08-07 21:44:45.034000,L7,384.66,334.52,180.92,227.33,286.10,290.57,295.65,295.03,309.75,320.61,336.42,355.58,364.65,369.58,358.86,368.43,366.66,391.87,356.65,356.40,357.05,348.90,351.22,350.78,357.73,349.80,351.04,357.60,357.17,398.24,428.31,382.92,365.84,356.02,381.94,400.25,351.19,345.26,360.66,371.72,359.00,292.09,222.09,291.24,273.65,236.61,335.82,326.48,330.27,304.97,311.75,341.11,329.80,308.84,296.65,298.63,286.04,326.12,325.00,198.57
2000-08-14 21:50:56.232000,L7,353.07,343.56,324.85,304.97,315.98,314.85,318.56,328.67,330.80,336.93,340.67,354.63,352.49,358.25,350.49,355.65,354.06,348.48,350.00,348.89,353.23,352.31,346.43,346.76,352.84,349.76,353.77,351.55,354.64,357.42,364.70,361.18,356.77,357.19,352.91,350.20,348.21,345.25,342.79,344.40,333.33,307.76,222.44,295.19,284.96,246.11,337.22,329.84,328.42,311.07,312.09,346.28,337.35,311.31,272.95,274.39,276.97,325.84,326.65,314.08
2000-09-15 21:50:25.712000,L7,348.43,340.73,343.60,328.03,330.95,330.69,328.73,333.58,338.00,339.67,341.05,354.72,358.15,365.71,379.91,360.77,355.51,354.24,350.84,350.08,347.19,347.42,349.28,351.56,352.21,351.23,353.95,355.78,357.87,362.28,364.59,359.89,358.79,356.18,352.94,350.25,345.51,343.86,339.17,335.69,323.09,240.57,223.62,289.40,275.61,230.00,333.74,324.51,326.31,304.72,303.59,336.40,327.51,268.84,274.62,285.07,285.71,340.32,281.50,322.92
2000-12-04 21:50:10.162000,L7,383.60,384.19,372.74,375.14,378.12,383.77,390.27,391.80,384.32,394.85,400.01,406.42,428.56,413.90,418.30,422.02,421.37,412.11,405.01,413.87,412.33,409.33,409.40,410.76,414.76,417.51,415.66,414.25,417.85,430.70,431.71,447.34,448.25,441.67,428.74,427.90,408.53,386.90,390.63,403.22,382.11,373.13,380.10,404.14,410.22,421.58,415.33,382.88,383.22,380.71,387.39,387.14,372.40,368.21,367.51,366.33,379.81,396.78,399.24,420.46
2000-12-20 21:50:16.996000,L7,325.25,322.51,287.20,284.48,293.07,293.11,293.74,300.45,304.27,307.80,315.34,320.54,325.28,337.38,327.60,325.60,325.72,324.68,323.18,322.99,325.61,324.56,324.40,328.73,333.04,334.30,332.29,334.56,339.40,339.32,343.50,341.20,333.91,333.77,326.35,326.22,323.33,315.16,320.11,315.45,307.64,276.08,230.93,282.35,273.31,287.19,330.26,316.77,317.01,309.94,298.46,336.20,323.33,315.58,302.87,293.72,293.43,335.62,350.48,337.78
2001-01-05 21:50:16.585000,L7,399.69,396.65,390.25,394.30,408.25,416.36,405.90,396.10,393.05,403.57,393.01,423.78,434.49,441.61,427.36,417.18,411.59,422.60,426.71,417.54,400.52,392.98,409.50,408.20,412.41,411.94,430.89,430.62,418.18,420.13,422.78,444.59,435.53,441.77,484.85,465.38,420.05,435.07,430.67,446.10,412.31,411.13,443.60,411.25,428.22,440.02,423.12,413.88,403.71,413.04,420.14,408.71,385.75,379.08,372.45,383.37,408.28,404.32,404.21,422.48
2001-03-03 21:44:00.567000,L7,311.78,318.90,285.09,285.62,292.26,302.46,302.91,311.16,311.02,317.11,316.75,318.55,318.22,325.55,321.60,322.43,318.53,317.18,318.90,315.46,315.93,321.01,316.85,321.53,323.55,327.11,324.21,326.47,329.34,331.39,336.11,331.02,328.35,323.33,324.50,319.70,316.79,311.75,301.15,298.55,284.20,225.27,,259.89,239.93,238.09,286.80,270.64,294.25,296.12,293.27,315.57,307.58,291.04,268.65,235.60,258.80,297.07,323.23,280.86
2001-03-10 21:50:10.732000,L7,391.68,385.73,396.11,394.41,387.83,383.10,379.85,391.27,394.75,401.40,411.43,407.38,417.15,421.19,406.69,414.94,406.79,401.25,405.56,402.51,373.26,398.32,397.51,406.21,405.78,405.56,405.75,399.41,405.43,409.71,418.77,409.14,407.52,403.30,402.16,415.10,401.15,461.09,,491.67,486.80,361.90,364.77,367.15,370.28,376.95,383.82,373.33,367.28,375.22,381.41,386.41,376.30,368.16,364.44,361.78,375.81,393.11,392.78,399.02
2001-04-04 21:43:43.008000,L7,338.74,341.74,301.27,298.99,306.67,306.11,304.89,311.28,315.10,321.04,328.15,333.97,339.53,347.34,341.59,339.36,337.19,334.26,334.17,334.97,335.42,335.46,338.77,339.85,344.84,343.89,345.78,347.10,345.87,349.37,352.92,347.22,346.30,343.00,343.26,338.95,337.23,334.36,330.23,326.48,317.20,294.09,237.20,292.72,286.06,300.94,333.13,323.63,324.28,322.54,327.15,346.64,334.91,312.75,299.30,307.69,299.24,341.72,346.66,302.90
2001-04-20 21:43:46.702000,L7,387.01,408.30,403.50,401.62,363.74,298.76,298.58,307.84,310.56,315.52,319.69,328.39,326.51,340.84,336.54,337.92,331.14,327.72,330.00,329.07,333.24,383.58,387.00,386.09,386.02,343.45,394.84,389.35,430.31,347.02,348.53,341.91,338.46,336.97,386.40,380.99,331.16,324.47,321.69,320.34,308.10,273.63,210.24,283.86,274.01,270.65,317.51,313.99,314.65,311.98,314.67,328.67,322.15,292.89,278.26,277.61,276.80,337.76,335.06,271.67
2001-06-07 21:43:18.779000,L7,,,,,,433.21,337.05,270.50,259.30,266.38,285.44,252.34,314.18,334.24,324.35,,488.77,474.00,474.29,337.67,330.32,250.18,254.60,433.44,527.58,311.20,330.37,336.28,327.56,378.82,377.88,341.98,339.12,497.63,368.90,292.40,255.26,299.36,444.92,547.96,417.94,259.40,389.00,,,,,,,,268.91,235.88,,,,,,,,
2001-06-30 21:49:12.248000,L7,415.97,413.69,399.54,397.49,397.71,400.19,408.74,414.71,427.92,432.52,441.69,428.46,446.50,447.31,432.75,450.11,488.05,433.47,435.25,436.21,433.20,437.71,429.66,431.67,443.93,433.71,440.10,433.32,447.12,456.91,461.20,449.91,469.12,438.56,435.25,454.15,436.71,415.84,412.06,410.76,415.18,403.85,376.31,395.83,397.59,391.25,380.50,366.75,369.79,375.39,389.31,395.55,377.19,381.69,381.12,380.77,375.52,405.71,392.65,404.20
2001-07-25 21:42:54.824000,L7,362.58,350.77,318.37,320.55,312.74,309.13,311.95,321.00,321.45,325.77,328.02,336.41,339.42,354.19,348.36,352.53,345.51,337.57,337.97,336.35,341.49,342.77,341.81,344.98,348.72,348.10,351.86,350.96,354.67,353.28,356.63,351.94,350.76,345.04,344.54,344.69,342.98,337.43,334.17,331.35,322.13,294.78,188.04,287.22,280.86,242.16,322.65,320.21,322.10,308.37,313.85,327.80,323.66,256.39,265.99,269.39,274.60,300.72,,
2001-08-10 21:42:36.562000,L7,270.04,286.02,252.18,240.90,257.71,267.83,263.39,270.89,253.80,272.17,279.81,246.93,245.15,292.49,290.94,282.30,289.84,272.79,271.22,282.70,281.75,287.22,291.32,290.41,234.71,226.94,198.16,299.67,203.86,312.20,312.52,304.97,294.33,295.87,292.65,290.75,289.15,286.11,286.63,289.77,278.31,209.77,,,,,,,237.72,247.58,259.21,231.36,,,,,,,,
2001-08-26 21:42:25.671000,L7,349.99,341.35,306.74,296.52,304.57,309.33,307.23,313.17,312.90,320.05,330.15,335.27,336.42,349.58,349.22,340.95,339.13,339.32,336.58,335.15,340.23,337.54,342.70,338.94,344.38,346.82,347.69,345.92,356.08,353.51,355.58,348.69,349.43,349.60,343.80,337.62,338.08,376.77,333.62,333.66,323.21,292.67,220.43,290.15,285.72,284.02,333.06,358.01,330.30,312.75,329.42,334.34,326.55,265.52,272.18,272.70,282.01,340.06,351.58,374.09
2001-09-02 21:48:29.341000,L7,,508.05,431.17,404.25,394.93,356.90,371.42,392.10,345.84,360.25,356.29,372.57,352.95,369.04,361.42,357.74,349.15,347.98,352.89,357.87,353.11,351.86,344.58,344.82,352.48,350.14,351.12,349.65,360.65,360.95,361.27,356.05,345.70,347.66,342.13,343.40,339.99,336.85,332.67,329.46,321.24,298.38,240.55,294.28,293.34,298.31,336.30,324.80,326.05,321.88,332.42,335.19,321.68,288.23,271.51,276.31,275.52,325.89,189.77,274.04
2001-09-18 21:48:17.356000,L7,403.05,406.82,400.76,410.23,391.99,412.68,402.54,413.73,415.96,431.39,426.67,430.68,440.13,437.08,448.09,435.07,432.05,432.86,429.02,434.08,439.72,438.60,454.48,496.22,534.05,541.01,480.92,473.58,450.88,473.90,530.16,509.34,503.71,494.93,563.25,485.86,520.03,471.72,448.45,424.79,444.04,394.88,380.93,374.98,380.44,385.08,393.48,360.27,335.18,326.94,334.55,341.09,336.81,345.09,352.55,363.52,390.96,412.00,412.56,422.22
2001-09-27 21:42:05.338000,L7,409.02,412.12,402.62,420.65,417.04,450.67,417.48,428.70,461.40,446.05,441.38,430.06,439.59,430.37,440.66,436.53,432.24,429.72,435.00,438.17,435.46,440.66,435.56,440.96,425.88,435.52,442.52,436.77,441.88,445.25,446.67,451.29,455.50,451.97,430.70,430.23,435.39,425.03,425.24,425.74,415.54,415.78,387.46,387.17,390.17,389.59,396.32,392.88,392.84,395.66,408.80,404.74,390.64,379.34,377.96,385.57,396.45,411.30,418.22,435.60
2001-10-13 21:41:51.963000,L7,415.20,426.51,398.49,408.12,413.91,424.15,544.30,,,,,539.68,505.81,485.80,441.27,456.06,433.87,425.02,425.20,426.18,419.02,422.78,420.33,430.60,432.14,428.89,435.52,435.10,431.93,426.15,428.61,428.92,423.97,424.88,415.49,410.50,405.70,406.31,398.96,399.86,383.41,378.05,372.25,374.39,396.60,396.80,401.50,392.02,390.86,380.66,390.60,399.79,387.26,381.86,381.28,388.86,397.04,418.66,431.93,445.51
2001-10-20 21:48:09.707000,L7,,,,,246.99,263.89,263.80,277.02,274.77,281.70,288.91,290.16,297.55,307.81,300.99,295.53,298.33,291.88,293.82,294.20,296.38,295.54,299.50,298.21,302.95,298.23,293.31,308.82,313.06,311.86,319.35,309.29,301.64,306.24,298.23,286.87,286.16,283.89,288.57,290.53,281.96,207.77,,257.71,244.74,211.56,286.01,273.30,270.61,268.13,274.29,261.17,226.07,220.26,240.73,245.08,255.51,254.77,,
2002-01-24 21:48:42.967000,L7,377.24,388.28,392.79,406.39,397.29,381.62,380.85,392.81,407.35,382.87,403.10,428.39,419.29,426.52,432.58,428.01,436.25,431.57,437.01,430.23,396.68,396.98,406.23,405.29,396.93,393.39,410.90,432.16,441.97,451.47,450.22,441.67,426.43,421.01,401.77,385.22,392.98,402.19,406.94,411.42,396.68,376.92,376.45,372.42,402.11,520.55,560.43,550.36,414.22,414.62,383.04,521.18,453.70,452.54,,,,,,
2002-02-02 21:42:30.783000,L7,,,,500.45,402.65,451.40,414.75,398.19,400.37,404.19,403.36,404.73,414.23,413.69,418.24,418.30,404.58,397.94,396.66,404.12,400.89,401.78,402.34,404.03,391.72,408.93,405.74,398.53,407.34,409.72,403.31,412.55,399.24,394.30,400.55,393.31,377.15,372.46,376.26,375.27,381.98,373.72,367.79,364.30,361.74,384.26,386.88,371.24,366.89,372.00,380.36,384.18,369.04,359.65,361.76,374.28,391.19,411.33,410.20,410.79
2002-02-09 21:48:45.674000,L7,404.72,401.07,402.91,405.89,414.30,403.52,406.97,420.24,422.65,424.77,433.91,434.97,443.56,450.17,441.16,437.01,436.55,437.01,440.63,434.15,448.26,439.63,446.79,458.14,449.17,453.05,443.98,441.37,446.44,444.23,451.78,442.43,451.48,433.90,427.97,435.09,442.00,418.67,410.13,411.22,397.62,382.59,379.58,396.66,387.59,409.73,437.69,418.28,401.80,427.62,439.31,449.77,451.73,430.13,392.18,393.09,400.35,421.58,419.31,419.58
2002-02-18 21:42:30.251000,L7,386.43,386.17,394.31,396.73,384.96,397.31,393.81,399.81,411.19,413.33,418.61,427.52,436.74,444.92,430.45,426.85,426.18,419.55,420.05,430.84,425.36,418.43,410.78,412.61,417.25,429.26,439.64,442.79,417.45,420.07,421.28,417.87,425.70,429.21,431.83,439.33,459.25,443.95,412.51,409.71,390.93,384.09,382.85,369.26,383.45,376.98,399.79,394.39,378.42,380.92,387.57,399.99,372.02,372.68,388.22,384.16,396.99,416.28,424.32,421.99
2002-02-25 21:48:47.943000,L7,375.92,419.02,376.43,374.84,382.01,378.91,378.05,378.51,393.92,407.23,394.21,396.34,394.96,398.65,405.03,402.63,399.05,395.44,394.55,392.28,389.82,393.20,386.92,384.20,389.85,388.18,396.09,394.90,401.00,404.27,414.16,398.44,397.79,394.02,384.83,381.89,379.34,376.66,376.75,372.19,364.52,359.01,360.48,361.56,359.24,370.00,379.11,369.82,367.27,367.71,379.80,383.42,364.01,360.56,364.65,396.21,401.10,413.29,425.46,448.44
2002-03-22 21:42:28.269000,L7,346.97,338.12,314.52,315.63,313.23,319.33,316.61,332.46,331.23,336.97,334.36,342.96,348.74,350.33,346.98,347.96,350.05,341.14,338.57,344.76,344.87,345.91,348.14,342.23,346.91,353.89,350.22,350.63,354.77,354.24,357.81,355.83,349.39,348.65,344.97,341.34,340.92,335.44,336.61,326.73,291.64,311.20,223.38,288.03,295.44,314.66,340.10,329.40,333.57,330.61,345.30,341.69,335.38,319.92,309.47,342.12,335.66,377.37,377.96,384.55
2002-04-07 21:42:28.931000,L7,340.86,349.39,317.99,304.80,306.06,306.36,305.81,312.64,316.37,320.62,327.59,337.24,332.36,341.25,341.91,343.52,337.78,333.07,335.20,331.62,332.51,334.31,331.74,337.38,339.74,341.51,342.18,343.88,348.17,346.60,350.02,341.90,339.39,335.98,342.40,331.85,332.01,331.52,325.85,323.07,317.23,285.07,219.88,284.42,285.65,302.51,333.01,323.91,325.19,320.62,332.97,339.57,339.24,313.98,293.41,301.06,295.75,352.88,352.39,285.18
2002-04-14 21:48:38.601000,L7,341.79,343.28,314.88,314.16,313.13,318.32,321.55,362.65,362.90,384.18,336.77,347.98,356.10,360.32,371.01,375.70,353.87,377.57,350.98,344.15,378.64,350.66,339.00,341.75,355.43,351.70,348.84,359.97,389.57,382.01,368.91,356.24,363.11,379.85,371.39,367.92,363.92,370.93,354.61,331.58,324.20,300.90,211.53,287.11,299.74,307.92,348.77,331.91,329.23,330.98,339.17,342.06,339.53,325.62,311.65,341.60,339.89,368.97,372.56,381.48
2002-05-16 21:48:34.178000,L7,352.37,348.12,317.92,310.92,306.03,315.67,315.06,317.77,318.61,323.65,331.61,345.46,342.66,358.70,337.72,349.20,344.74,339.24,345.35,339.68,346.70,341.99,339.04,350.56,350.98,355.45,352.11,350.19,358.23,354.89,368.82,362.04,354.37,352.94,349.24,345.10,342.09,340.94,332.20,336.47,323.14,317.43,213.26,285.70,288.69,294.55,337.79,330.57,330.80,328.24,334.76,346.48,330.78,317.94,288.70,327.37,283.42,354.06,349.47,363.31
2002-06-01 21:48:28.245000,L7,353.67,356.02,324.51,316.99,315.70,313.15,316.05,323.45,323.15,334.78,337.20,342.60,342.29,348.39,347.44,349.09,345.78,343.93,339.47,340.63,341.87,338.56,342.41,346.70,347.03,354.43,348.33,351.45,352.13,362.78,359.37,357.27,356.36,357.70,352.67,342.85,342.70,346.68,335.34,335.59,329.52,285.42,204.68,283.63,282.49,287.44,340.85,330.31,334.00,338.37,340.71,341.09,330.86,308.91,296.12,291.50,288.60,349.38,354.37,344.10
2002-07-19 21:48:09.583000,L7,346.30,348.31,311.20,296.71,310.65,310.14,311.67,317.89,323.48,321.84,329.98,336.22,339.33,352.49,345.85,342.52,342.36,337.80,336.22,336.40,344.91,344.76,340.15,339.04,335.07,339.67,344.77,342.91,356.93,352.57,355.32,345.84,336.31,352.61,342.44,345.46,344.49,382.02,383.25,373.85,370.50,314.58,215.66,282.62,279.96,255.18,318.75,314.09,316.00,317.06,334.55,366.43,335.58,325.35,272.69,297.38,321.85,365.26,369.13,373.48
2002-08-20 21:47:58.545000,L7,334.46,335.90,308.82,302.84,312.25,311.83,318.35,326.84,326.44,335.34,332.99,338.43,342.71,352.99,346.66,348.46,349.58,340.15,341.36,343.72,345.81,349.80,346.20,344.64,350.21,347.68,349.33,353.17,358.62,356.14,360.27,359.40,358.62,359.44,350.13,349.55,350.41,351.79,347.48,344.45,331.98,314.85,205.18,285.92,276.15,244.27,336.57,324.06,319.84,302.62,326.63,345.57,334.70,243.94,261.31,275.36,275.98,354.14,363.87,371.16
2002-08-29 21:41:39.340000,L7,339.69,337.75,312.91,305.03,311.18,316.05,320.24,322.55,323.74,326.72,333.59,344.68,354.73,353.61,367.47,349.63,345.29,345.11,338.18,343.21,347.09,344.46,349.93,348.10,348.38,347.41,347.39,356.21,354.90,354.16,358.92,355.77,356.32,354.12,345.18,347.30,345.58,340.33,336.57,336.92,328.78,318.63,217.98,295.13,279.39,237.14,333.67,321.36,329.12,332.38,327.71,348.93,340.05,282.55,277.60,293.66,290.46,351.69,188.73,267.94
2002-09-14 21:41:31.043000,L7,330.06,327.84,302.44,304.55,310.68,313.64,311.94,320.22,325.16,337.80,336.11,343.89,347.21,353.86,355.78,350.24,347.13,344.68,341.11,335.62,336.95,339.89,339.46,335.55,334.09,327.87,323.21,330.66,337.44,347.00,343.02,344.15,355.19,363.40,362.84,351.81,352.59,368.86,404.86,464.79,496.76,547.54,534.86,377.02,360.15,317.41,345.90,331.80,335.59,391.88,403.28,377.01,368.24,294.92,280.50,342.24,367.18,380.22,388.03,402.66
2002-10-23 21:47:39.211000,L7,400.11,388.88,410.00,390.06,394.96,398.80,431.20,415.16,404.58,402.18,422.41,434.25,446.68,449.20,444.37,436.87,431.24,428.30,421.98,434.95,446.12,434.14,415.90,412.69,432.55,435.04,444.47,445.40,465.61,449.14,461.77,445.32,430.30,426.96,419.65,418.57,420.74,414.58,417.19,413.09,400.44,383.66,376.58,377.29,380.49,383.85,402.51,401.60,411.09,414.75,431.28,423.51,399.88,393.78,387.86,411.77,410.76,425.34,424.90,422.64
2002-11-08 21:47:44.401000,L7,311.40,314.55,289.81,296.04,301.17,305.74,303.74,316.82,321.49,321.95,329.74,335.93,339.51,349.69,338.30,339.18,337.70,336.95,333.52,335.90,337.60,335.69,335.54,338.65,343.30,338.70,341.18,343.25,346.46,351.14,354.77,351.90,349.22,351.32,344.10,344.26,339.83,332.35,333.24,333.21,324.65,284.94,227.54,285.73,274.58,248.37,343.35,331.98,336.29,334.34,338.61,348.53,339.45,273.58,282.52,290.63,300.40,354.08,366.59,292.82
2003-01-11 21:48:14.464000,L7,295.68,316.53,279.19,275.65,287.71,287.87,291.34,296.53,303.20,302.27,312.88,318.03,321.17,330.13,326.51,327.39,321.63,320.03,320.91,318.57,324.44,325.76,324.55,329.89,328.91,331.80,333.93,334.59,336.49,337.25,339.48,333.71,331.32,331.85,328.61,329.49,327.33,322.57,321.28,322.52,312.32,261.95,215.09,278.76,273.35,261.48,330.26,325.81,324.50,326.73,322.76,343.63,332.83,282.15,282.61,290.91,302.66,363.75,366.33,372.49
2003-01-20 21:42:09.421000,L7,199.47,361.51,290.17,329.69,364.39,363.32,297.94,302.03,316.00,336.79,410.44,465.59,551.27,,,,416.67,426.58,433.21,420.02,337.23,317.97,335.76,336.61,337.15,353.67,352.28,349.67,503.91,454.42,488.47,500.04,,,,,,504.26,371.61,477.41,482.97,353.95,352.71,313.80,290.18,274.47,348.15,352.44,315.93,347.05,344.19,357.71,346.68,301.97,298.35,352.68,371.03,396.97,390.40,363.18
2003-02-21 21:42:20.469000,L7,376.48,369.95,357.70,368.17,377.37,369.82,372.61,382.46,401.33,391.54,392.04,406.15,410.69,420.22,434.08,410.23,415.09,410.06,406.97,409.95,405.78,411.64,402.20,406.34,418.20,414.79,416.31,415.61,415.08,417.11,439.32,434.72,407.88,396.46,394.70,411.69,413.03,398.85,402.99,393.28,396.96,383.45,378.62,375.64,384.33,392.73,398.76,387.90,402.75,387.18,407.62,407.17,388.97,385.54,386.38,390.87,403.10,426.82,431.48,420.71
