dates,nzd0499-0000,nzd0499-0001,nzd0499-0002,nzd0499-0003,nzd0499-0004,nzd0499-0005,nzd0499-0006,nzd0499-0007,nzd0499-0008,nzd0499-0009,nzd0499-0010,nzd0499-0011,nzd0499-0012,nzd0499-0013,nzd0499-0014,nzd0499-0015,nzd0499-0016,nzd0499-0017,nzd0499-0018,nzd0499-0019,nzd0499-0020,nzd0499-0021,nzd0499-0022,nzd0499-0023,nzd0499-0024,nzd0499-0025,nzd0499-0026,nzd0499-0027,nzd0499-0028,nzd0499-0029,nzd0499-0030,nzd0499-0031,nzd0499-0032,nzd0499-0033,satname
1999-08-26 22:07:32+00:00,319.19,,,,,,,,,,265.89,,,,,,,,340.28,334.04,332.15,328.95,323.39,325.13,330.58,,,,,,,312.96,302.4,,L7
1999-12-07 22:13:41+00:00,330.025,240.72,236.57,249.83,250.92,,,236.87,237.2,258.86,262.53999999999996,260.85,265.82,266.66,282.52,,,369.82,354.115,349.565,347.17499999999995,342.59000000000003,340.485,341.27,347.085,,,,,,,312.96,302.4,,L7
2000-05-08 22:06:44+00:00,309.23,240.72,236.57,249.83,250.92,,,236.87,237.2,258.86,259.19,260.85,265.82,266.66,282.52,,,359.105,356.17499999999995,353.255,351.255,347.55,348.07,348.93,354.09,,,,,,,337.93,336.36,,L7
2000-05-15 22:12:54+00:00,290.93,259.68,247.57,250.04000000000002,251.5,264.11,276.93,246.91,251.005,266.81,260.54499999999996,260.505,266.66999999999996,269.31,295.745,293.23,,359.105,356.17499999999995,353.255,325.1933333333333,330.72333333333336,328.2733333333333,329.3666666666667,331.42333333333335,,,299.86,284.42,295.43,279.05,337.93,302.745,,L7
2000-06-25 22:06:19+00:00,265.96500000000003,278.64,258.57,250.25,252.08,264.11,276.93,256.95,264.81,284.81,261.9,260.16,267.52,271.96,308.97,292.405,,348.39,324.74,322.645,307.46999999999997,314.0,313.1133333333334,314.24333333333334,315.3533333333333,312.63,316.74,302.865,294.89,299.46000000000004,283.475,337.93,294.87666666666667,,L7
2000-09-20 22:11:14+00:00,263.1366666666667,261.37,260.45,254.70999999999998,259.225,263.615,272.65,257.1,260.71500000000003,277.09666666666664,259.64,246.06,266.52,261.955,308.97,285.9866666666667,,348.39,314.2,314.1166666666667,304.0175,309.18,307.63250000000005,309.50750000000005,310.905,309.58500000000004,312.565,303.87333333333333,293.74,299.46000000000004,283.475,334.505,298.24,,L7
2001-02-20 22:05:00+00:00,257.48,244.1,262.33,259.17,288.33000000000004,263.12,286.345,282.05,256.62,285.46500000000003,261.49,231.96,265.52,251.95,332.0,273.15,,,293.12,297.06,293.66,294.72,291.19,295.3,297.56,306.54,308.39,305.89,291.44,,,331.08,308.33,,L7
2001-04-16 22:10:54+00:00,,235.66,250.69,244.32,310.29,,304.32,306.85,219.82,312.305,293.005,,,,332.0,,,344.49,,356.08,277.23,286.88,283.7,287.2,289.96,288.14,294.32,296.61,287.52,281.48,,,,,L7
2001-06-28 22:03:56+00:00,,235.66,250.69,244.32,310.29,,304.32,321.105,219.82,320.8066666666667,309.29333333333335,242.58,276.17,,332.0,,,359.095,,359.945,277.23,286.88,283.7,296.195,301.435,297.71,294.32,279.475,260.34499999999997,281.48,292.98,,274.49,360.42,L7
2001-07-05 22:10:09+00:00,,235.66,250.69,244.32,309.765,,304.32,318.84666666666664,219.82,320.8066666666667,309.29333333333335,242.58,276.17,,335.08500000000004,,,359.095,,354.3233333333333,277.23,286.88,283.7,296.195,304.76,313.1666666666667,294.32,279.475,260.34499999999997,281.48,292.98,343.69,274.49,360.42,L7
2001-07-14 22:03:57+00:00,267.57,235.66,250.69,244.32,318.7033333333333,,321.475,315.9225,219.82,325.135,317.385,242.58,276.17,,344.0466666666667,,,363.1166666666666,,359.445,277.23,286.88,283.7,296.195,304.76,327.765,294.32,279.475,241.27666666666664,281.48,292.98,343.69,274.49,367.43,L7
2001-08-15 22:03:26+00:00,267.57,239.635,250.69,251.78499999999997,318.7033333333333,260.44,321.475,315.9225,239.98,325.135,317.385,242.58,276.17,233.08,344.0466666666667,,,363.1166666666666,,359.445,284.58500000000004,289.7,285.525,295.65000000000003,302.555,321.81399999999996,277.89,283.94666666666666,231.96499999999997,281.48,292.98,343.69,269.495,367.43,L7
2002-01-29 22:09:33+00:00,,243.61,,259.25,,260.44,,,260.14,,,,,233.08,359.0,,,,,,291.94,292.52,287.35,294.56,295.94,298.01,261.46,292.89,204.03,,,,264.5,347.06,L7
2002-02-23 22:03:31+00:00,,,,,,,,299.51,299.72,325.08,322.66,,,,359.0,292.88,283.58,,,,,,,,,,,,,314.25,272.43,315.59,,331.405,L7
