dates,satname,nzd0488-0000,nzd0488-0001,nzd0488-0002,nzd0488-0003,nzd0488-0004
2000-12-18 22:05:01.704000,L7,272.17,308.25,298.86,289.60,280.10
2001-01-03 22:05:00.181000,L7,252.38,244.97,268.28,281.02,249.51
2002-03-11 22:03:31.366000,L7,253.99,261.94,280.15,287.93,
2002-11-22 22:02:45.529000,L7,261.15,287.33,285.49,285.83,265.72
2002-12-24 22:02:57.022000,L7,256.36,287.77,285.84,278.24,
2003-11-17 21:52:57.120000,L5,255.61,277.36,278.75,271.32,248.10
2004-10-18 21:59:11.702000,L5,266.04,279.88,287.65,281.06,264.23
2005-03-11 22:01:31.683000,L5,259.59,289.64,292.64,287.45,238.43
2005-09-19 22:02:44.739000,L5,,279.13,290.79,278.54,228.76
2005-10-05 22:02:41.026000,L5,266.85,291.05,293.29,289.07,267.08
2005-11-06 22:02:46.848000,L5,288.23,299.67,305.19,297.52,303.41
2006-12-11 22:09:16.015000,L5,276.79,286.39,289.23,283.88,276.01
2007-09-16 22:13:28.554000,L5,265.63,286.54,298.99,292.22,238.17
2008-11-14 21:57:52.281000,L5,260.52,274.11,282.50,271.88,265.41
2009-01-17 21:59:44.398000,L5,271.25,287.69,288.01,279.29,274.61
2010-02-05 22:05:29.575000,L5,247.73,287.37,284.67,273.28,257.93
2011-03-12 22:04:31.079000,L5,246.12,275.39,282.20,269.05,220.42
2013-10-11 22:16:05.328000,L8,,,,,263.66
2013-10-27 22:15:55.590000,L8,423.47,294.84,294.90,293.82,322.50
2013-10-27 22:16:19.549000,L8,423.47,294.92,295.02,293.88,322.53
2013-11-19 22:22:25.407000,L8,262.52,267.45,267.69,279.36,251.32
2014-02-07 22:21:21.056000,L8,279.44,289.62,300.00,304.43,217.08
2014-09-28 22:14:20.662000,L8,264.64,275.18,279.40,290.09,260.34
2014-11-22 22:20:33.645000,L8,296.57,313.46,311.78,305.98,299.91
2014-12-01 22:14:24.062000,L8,288.46,297.04,299.02,294.80,282.55
2015-01-02 22:14:14.716000,L8,278.76,296.82,286.47,293.98,272.29
2015-01-02 22:14:38.674000,L8,274.19,293.15,286.23,294.17,272.04
2015-02-19 22:14:01.458000,L8,,,,,251.00
2015-03-14 22:20:23.206000,L8,261.95,275.98,273.28,282.14,243.88
2015-10-17 22:14:14.235000,L8,260.97,264.11,271.01,287.06,247.14
2015-10-17 22:14:38.194000,L8,261.84,265.58,272.68,287.83,247.75
2015-11-18 22:14:20.859000,L8,265.52,277.51,282.47,278.86,265.00
2016-01-05 22:14:17.033000,L8,270.05,297.95,294.05,294.88,283.25
2016-01-05 22:14:40.992000,L8,272.84,303.20,297.40,297.11,309.48
2016-04-17 22:20:21.343000,L8,253.33,,,,
2017-01-14 22:20:33.127000,L8,,,,,251.66
2017-11-30 22:20:32.227000,L8,313.62,320.39,314.66,302.77,300.74
2018-03-06 22:20:26.446000,L8,269.19,286.96,285.77,292.32,259.89
2018-03-31 22:13:39.641000,L8,259.46,259.51,264.67,278.97,
2018-09-07 22:13:48.162000,L8,255.95,258.64,265.80,279.49,
2018-09-07 22:14:12.130000,L8,256.94,259.55,266.62,280.95,
2018-11-10 22:14:08.770000,L8,265.26,270.03,271.40,284.14,260.65
2018-11-10 22:14:32.733000,L8,265.69,271.79,271.95,284.67,261.11
2018-12-28 22:14:29.227000,L8,268.10,280.44,281.07,287.63,264.12
2019-02-14 22:13:57.218000,L8,263.53,272.77,270.44,278.77,255.84
2019-02-14 22:14:21.185000,L8,268.72,283.01,284.07,288.22,264.09
2019-02-21 22:20:30.485000,L8,,,,,244.39
2019-09-10 22:14:27.602000,L8,299.93,312.41,326.77,316.40,316.25
2019-09-10 22:14:51.565000,L8,294.54,308.61,323.93,311.75,306.63
2019-11-13 22:14:33.870000,L8,266.50,271.44,272.11,286.02,258.06
2019-11-13 22:14:57.837000,L8,264.80,269.63,270.58,282.85,255.81
2019-11-29 22:14:55.870000,L8,264.31,270.71,271.07,280.41,260.56
