dates,nzd0027-0000,nzd0027-0001,nzd0027-0002,nzd0027-0003,nzd0027-0028,nzd0027-0029,nzd0027-0030,nzd0027-0041,nzd0027-0042,nzd0027-0043,nzd0027-0044,nzd0027-0045,nzd0027-0046,nzd0027-0047,nzd0027-0056,nzd0027-0057,nzd0027-0058,nzd0027-0059,nzd0027-0060,nzd0027-0061,nzd0027-0062,nzd0027-0063,nzd0027-0064,nzd0027-0004,nzd0027-0005,nzd0027-0006,nzd0027-0007,nzd0027-0008,nzd0027-0009,nzd0027-0010,nzd0027-0011,nzd0027-0012,nzd0027-0013,nzd0027-0014,nzd0027-0015,nzd0027-0016,nzd0027-0017,nzd0027-0018,nzd0027-0019,nzd0027-0020,nzd0027-0021,nzd0027-0039,nzd0027-0040,nzd0027-0065,nzd0027-0066,nzd0027-0067,nzd0027-0068,nzd0027-0022,nzd0027-0023,nzd0027-0024,nzd0027-0025,nzd0027-0026,nzd0027-0035,nzd0027-0036,nzd0027-0037,nzd0027-0038,nzd0027-0027,nzd0027-0031,nzd0027-0032,nzd0027-0033,nzd0027-0034,nzd0027-0048,nzd0027-0049,nzd0027-0050,nzd0027-0051,nzd0027-0052,nzd0027-0053,nzd0027-0054,nzd0027-0055,nzd0027-0069,nzd0027-0070,nzd0027-0071,nzd0027-0072,nzd0027-0073,nzd0027-0074,nzd0027-0075,nzd0027-0076,nzd0027-0077,nzd0027-0078,nzd0027-0079,nzd0027-0080,nzd0027-0081,nzd0027-0082,nzd0027-0083,nzd0027-0084,nzd0027-0085,nzd0027-0086,nzd0027-0087,nzd0027-0088,nzd0027-0089,nzd0027-0090,nzd0027-0091,nzd0027-0092,nzd0027-0093,nzd0027-0094,nzd0027-0095,nzd0027-0096,satname
2003-05-08 22:06:20+00:00,,369.55,352.41,359.28,413.47,410.81,410.73,389.02,382.14,392.625,392.93,381.13,373.49,377.43,374.18,,424.18,412.24,407.54,394.86,380.3,378.45,376.44,386.345,362.78,381.94,384.2,390.78,397.91,403.65,419.72,384.36,384.36,398.65,417.95,416.72,401.12,412.3,418.8,408.26,424.21,413.6,392.37,378.93,371.6,361.16,317.83,428.05,438.76,420.16,417.67,415.31,437.18,428.57,423.17,419.87,426.59,408.64,411.21,424.72,,372.84,368.15,355.86,,,,,387.03,,,,,320.81,331.61,,,,,,,,,,,,,,,,,,,,,,,L7
2003-05-24 22:06:17+00:00,,369.55,365.64,376.205,413.47,410.81,410.73,389.02,382.14,392.625,392.93,381.13,373.49,377.43,374.18,,424.18,412.24,407.54,394.86,380.3,378.45,376.44,390.3566666666666,374.16499999999996,381.94,398.7,403.075,413.025,408.615,427.33000000000004,384.36,384.36,398.65,417.95,416.72,401.12,412.3,418.8,408.26,424.21,413.6,392.37,378.93,371.6,361.16,317.83,428.05,438.76,420.16,417.67,415.31,437.18,428.57,423.17,419.87,426.59,408.64,411.21,424.72,,372.84,368.15,355.86,,,,,387.03,,,,,320.81,331.61,,,,,,,,,,,,,,,,,,,,,,,L7
2005-04-19 22:04:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,329.32,361.38,316.22,322.57,322.75,325.15,307.41,,320.05,315.95,318.85,322.82,333.15,337.48,327.81,344.24,,,,,,,338.2,344.33,332.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2013-06-28 22:19:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,329.69,372.91,320.02,330.3,311.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-07-14 22:19:34+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,330.53,379.48,319.9,331.45000000000005,322.31,331.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-08-31 22:19:38+00:00,,,,,,,,324.56,,,,,,,,,,,,,,,,,337.57,330.01666666666665,382.33666666666664,320.63666666666666,331.5933333333333,325.6366666666667,330.485,,,,,,,,,,,332.2,314.05,,,,,,,,,,,,339.68,349.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-03-27 22:17:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,333.99,327.92,361.92,322.74,330.35,326.35,330.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-04-12 22:17:37+00:00,,,,,,,,331.01,,,,,,,,,,,,,,,,,332.99,329.09000000000003,369.525,325.23,334.985,333.885,335.56,,326.48,337.48,345.86,321.56,336.75,,,,,340.1,324.37,,,,,,,,,,,,347.34,358.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-05-14 22:17:08+00:00,,,,,,,,331.01,,,,,,,,,,,,,,,,,320.8433333333333,329.5566666666667,369.525,325.23,334.985,333.885,335.56,,326.48,337.48,345.86,321.56,336.75,,,,,340.1,324.37,,,,,,,,,,,,347.34,358.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-05-30 22:17:11+00:00,,,,,,,,331.01,,,,,,,,,,,,,,,,,313.905,329.42,369.525,325.23,334.985,333.885,335.56,,326.48,337.48,345.86,321.56,336.75,,,,,340.1,324.37,,,,,,,,,,,,347.34,358.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-07-17 22:17:28+00:00,,,,,,,,331.01,,,,,,,,,,,,,,,,,313.905,329.47200000000004,369.1466666666667,324.8766666666667,334.5466666666667,333.885,335.56,,326.48,337.48,345.86,321.56,336.75,,,,,340.1,324.37,,,,,,,,,,,,347.34,358.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-01-25 22:17:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,297.28,333.47,355.99,325.59,337.44,338.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-07-04 22:17:02+00:00,,,,,,,,326.43,,,,,,,,,,,,,,,,,297.28,335.89,370.09000000000003,325.68499999999995,336.745,338.565,334.12,,,,,,,,,,,336.92,316.05,,,,,,,,,,,,347.17,357.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-07-20 22:17:10+00:00,,,,,,,,328.01,,,,,,,,,,,,,,,,,297.28,334.69666666666666,372.77666666666664,326.21666666666664,336.2266666666667,338.69666666666666,333.895,,,,,,,,,,,337.675,315.41499999999996,,,,,,,,,,,,345.295,356.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-10-24 22:17:40+00:00,,,,,,,,328.01,,,,,,,,,,,,,,,,,295.8,333.44,374.65000000000003,325.7033333333333,334.93,335.87333333333333,333.895,,,,,,,,,,,337.675,315.41499999999996,,,,,,,,,,,,345.295,356.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-12-11 22:17:42+00:00,,,,,,,,328.01,,,,,,,,,,,,,,,,,295.8,332.375,370.0925,325.455,333.2775,335.87333333333333,333.895,,,,,,,,,,,337.675,315.41499999999996,,,,,,,,,,,,345.295,356.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-12-27 22:17:43+00:00,,,,,,,,328.01,,,,,,,,,,,,,,,,,295.8,332.01,367.216,325.568,333.506,331.01,332.16333333333336,,,,,,,,,,,337.675,315.41499999999996,,,,,,,,,,,,345.295,356.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-01-12 22:17:40+00:00,,,,,,,,329.59,,,,,,,,,,,,,,,,,295.8,331.262,362.316,324.66999999999996,332.43,328.8175,331.185,,,,,,,,,,,338.43,314.78,,,,,,,,,,,,343.42,356.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-05-19 22:17:11+00:00,,,,,,,,331.69,313.78,,,,,,,,,,,,,,,,330.69,332.5775,365.08,325.8575,333.90250000000003,330.04,334.485,325.23,,,,,,338.27,347.35,337.73,349.33,346.07,328.41,,,,,,,,,,,,357.74,360.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-08-07 22:17:37+00:00,,,,,,,,326.895,313.78,,,,,,,,,,,,,,,,330.69,332.405,378.245,326.87,338.075,339.94,337.02,325.23,,,,,,338.27,347.35,337.73,349.33,342.17499999999995,320.83000000000004,,,,,,,,,,,,355.32,358.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-10-10 22:17:54+00:00,,,,,,,,326.895,313.78,,,,,,,,,,,,,,,,331.39,331.69,378.77,326.1033333333333,337.15000000000003,339.5,337.02,325.23,,,,,,338.27,347.35,337.73,349.33,342.17499999999995,320.83000000000004,,,,,,,,,,,,355.32,358.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-05-06 22:16:55+00:00,,,,,,,,330.61,,,,,,,,,,,,,,,,,330.1,331.98,395.03,329.35,339.54,343.13,339.96,,,,,,,336.61,344.39,331.69,321.16,343.91,323.98,,,,,,,,,,,,332.04,359.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-06-07 22:17:15+00:00,,,,,,,,332.58000000000004,316.64,320.27,320.47,,,,,,,,,,,,,,334.93,335.005,393.79499999999996,331.25,341.23,345.21000000000004,340.46,330.16,332.25,342.15,350.75,324.78,340.14,337.89,347.21,337.95,337.28,345.88,326.935,,,,,360.17,,,,,320.46,348.97,346.40999999999997,361.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-04-07 22:16:59+00:00,,,,,,,,329.97,,,,,,,,,,,,,,,,,330.09,331.84,377.26,330.08,342.12,344.07,339.96,,,,,,,336.54,345.53,330.58,346.96,343.18,324.87,,,,,,,,,,,,357.44,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-05-09 22:16:40+00:00,,,,,,,,330.47,312.96,317.19,,,,,,,,,,,,,,,324.41999999999996,333.01,379.735,331.005,341.94,345.78499999999997,340.975,,,,,,343.76,337.6,345.78999999999996,333.885,348.475,343.865,325.005,,,,,,,,,,321.93,348.38,359.075,359.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-05-25 22:16:28+00:00,,,,,,,,330.93666666666667,313.92499999999995,317.855,,,,,,,,,,,,,,,328.18666666666667,334.21,384.8733333333333,331.49,342.12999999999994,346.44,340.74,329.39,332.3,342.46,349.53,319.53,343.76,337.79333333333335,347.0833333333333,335.46999999999997,349.49666666666667,343.8966666666667,325.51666666666665,,,,,,,,,,318.275,347.53499999999997,359.3966666666667,359.41333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-06-26 22:16:36+00:00,,,,,,,,331.28000000000003,313.7233333333333,317.84999999999997,,,,,,,,,,,,,,,330.3325,334.48,387.73749999999995,331.59749999999997,342.60249999999996,346.545,341.0475,328.405,331.33000000000004,341.95,350.35,318.82,342.565,337.79333333333335,347.0833333333333,335.46999999999997,349.49666666666667,344.1125,325.875,,,,,,,,,,318.275,347.53499999999997,359.3966666666667,359.8225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-11-01 22:17:30+00:00,383.28,370.39,,,,,,330.83500000000004,313.7233333333333,317.84999999999997,,,,,,,,,,,,,,,321.875,334.89750000000004,392.09999999999997,331.355,342.44500000000005,347.0375,341.2125,327.92333333333335,331.2166666666667,341.17,349.25333333333333,318.04333333333335,341.27666666666664,337.9433333333334,347.6166666666666,336.20666666666665,349.99666666666667,343.1775,324.6575,,,,,,,,,,318.275,347.53499999999997,360.375,360.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-02-05 22:17:21+00:00,383.28,370.39,,,,,,328.19,,,,,,,,,,,,,,,,,295.105,332.54499999999996,376.435,328.26,338.805,344.275,340.62,326.96,330.99,339.61,347.06,316.49,338.7,336.99,347.13,332.79,348.46,339.44,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-03-25 22:17:09+00:00,383.28,370.39,,,,,,328.19,,,,,,,,,,,,,,,,,294.6566666666667,332.38,369.40333333333336,329.06333333333333,339.79,333.52,340.62,326.96,330.99,339.61,347.06,316.49,338.7,336.99,347.13,332.79,348.46,339.44,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-04-26 22:16:59+00:00,383.28,370.39,,,,,,329.19,312.64,318.04,,,,,,,,,,,,,,,294.645,332.975,366.215,329.70000000000005,340.6325,337.2,339.02,326.96,330.99,339.61,347.06,313.305,339.855,336.81,348.7,333.415,348.315,342.33000000000004,322.855,,,,,,,,,,317.69,351.96,363.38,361.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-05-28 22:17:17+00:00,,,,,,,,330.53,312.64,318.04,,,,,,,,,,,,,,,294.1066666666666,332.7966666666667,356.71666666666664,329.8966666666667,340.34666666666664,334.25333333333333,337.42,,334.43,343.88,352.32,325.98,343.365,338.745,351.71,335.78,350.725,344.57000000000005,325.91499999999996,,,,,366.04,368.26,,,,320.235,353.705,364.505,361.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-07-31 22:17:38+00:00,388.66,368.9,313.3,308.95,,,,331.7966666666667,316.4,320.845,318.54,,,,,,,,,,,,,317.8,295.2075,332.7966666666667,356.71666666666664,329.8966666666667,340.34666666666664,334.25333333333333,337.42,,334.43,343.88,355.345,334.0333333333333,347.95,342.9633333333333,354.8833333333334,338.6666666666667,355.5466666666666,345.7866666666667,327.8566666666666,,,,,370.915,373.155,361.88,,,320.235,353.705,364.505,363.19666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2019-12-22 22:17:51+00:00,388.66,368.9,313.3,305.93,,,,333.5,317.975,322.815,318.05,,,,,,,,,,,,,317.805,297.58,336.27,379.4,333.43,347.8,351.76,350.3,334.18,337.21,347.35,357.83000000000004,349.64,353.935,347.28999999999996,359.27,342.445,362.615,348.45000000000005,329.305,,,,,373.805,376.32,361.24,,,325.87,359.36,369.74,364.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-02-08 22:17:38+00:00,,,,302.91,,,,331.9,315.79,321.98,317.56,,,,,,,,,,,,,317.81,293.42499999999995,334.085,363.83,331.01,347.8,351.76,350.3,334.18,337.21,347.35,357.29,349.14,350.75,343.18,357.31,340.45,360.04,347.375,325.89,,,,,371.82,374.59,360.6,,,325.87,359.36,369.74,361.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-02-24 22:17:35+00:00,,,,302.91,,,,331.42,315.79,321.98,317.56,,,,,,,,,,,,,317.81,294.1033333333333,334.02666666666664,358.24666666666667,330.92,347.8,351.725,350.3,330.885,336.15999999999997,345.82500000000005,354.515,345.335,350.75,343.18,357.31,340.45,360.04,347.12000000000006,325.5366666666667,,,,,371.82,374.59,360.6,,,325.87,359.36,368.4,361.07666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-03-11 22:17:28+00:00,,,,302.91,,,,331.42,315.79,321.98,317.56,,,,,,,,,,,,,317.81,293.7975,333.0875,354.94,330.635,346.195,350.5233333333333,350.3,330.6466666666667,335.17333333333335,344.83,346.96000000000004,345.335,350.75,343.18,357.31,340.45,360.04,347.12000000000006,325.5366666666667,,,,,371.82,374.59,360.6,,,325.87,359.36,368.4,361.07666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-03-27 22:17:20+00:00,,,,302.91,,,,331.42,315.79,321.98,317.56,,,,,,,,,,,,,317.81,293.78599999999994,332.818,353.32,330.29,345.26,349.7425,348.025,330.6466666666667,335.17333333333335,344.83,346.96000000000004,345.335,350.75,343.18,357.31,340.45,360.04,347.12000000000006,325.5366666666667,,,,,371.82,374.59,360.6,,,325.87,359.36,368.4,361.07666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-07-01 22:17:22+00:00,,,,306.27,,,,331.8333333333333,317.68,323.02,317.34,,,,,,,,,,,,,322.58,294.08399999999995,333.52200000000005,356.55799999999994,330.82399999999996,345.57666666666665,349.8,348.405,330.1933333333333,335.47999999999996,344.53999999999996,346.2866666666667,329.84,350.39,,,,,347.39333333333326,325.9633333333333,,,,,,,,,,322.37,362.41,367.995,360.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2020-08-18 22:17:38+00:00,,,,306.27,,,,329.55333333333334,317.68,323.02,317.34,,,,,,,,,,,,,322.58,295.055,333.48999999999995,362.426,330.99,344.975,348.802,345.0133333333333,328.9325,334.22749999999996,343.7425,345.9325,325.47999999999996,345.01,340.04,351.09,332.2,346.28,345.27,324.49666666666667,,,,,,,,,,319.235,356.345,363.6166666666666,359.3766666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
