dates,satname,nzd0027-0000,nzd0027-0001,nzd0027-0002,nzd0027-0003,nzd0027-0028,nzd0027-0029,nzd0027-0030,nzd0027-0041,nzd0027-0042,nzd0027-0043,nzd0027-0044,nzd0027-0045,nzd0027-0046,nzd0027-0047,nzd0027-0056,nzd0027-0057,nzd0027-0058,nzd0027-0059,nzd0027-0060,nzd0027-0061,nzd0027-0062,nzd0027-0063,nzd0027-0064,nzd0027-0004,nzd0027-0005,nzd0027-0006,nzd0027-0007,nzd0027-0008,nzd0027-0009,nzd0027-0010,nzd0027-0011,nzd0027-0012,nzd0027-0013,nzd0027-0014,nzd0027-0015,nzd0027-0016,nzd0027-0017,nzd0027-0018,nzd0027-0019,nzd0027-0020,nzd0027-0021,nzd0027-0039,nzd0027-0040,nzd0027-0065,nzd0027-0066,nzd0027-0067,nzd0027-0068,nzd0027-0022,nzd0027-0023,nzd0027-0024,nzd0027-0025,nzd0027-0026,nzd0027-0035,nzd0027-0036,nzd0027-0037,nzd0027-0038,nzd0027-0027,nzd0027-0031,nzd0027-0032,nzd0027-0033,nzd0027-0034,nzd0027-0048,nzd0027-0049,nzd0027-0050,nzd0027-0051,nzd0027-0052,nzd0027-0053,nzd0027-0054,nzd0027-0055,nzd0027-0069,nzd0027-0070,nzd0027-0071,nzd0027-0072,nzd0027-0073,nzd0027-0074,nzd0027-0075,nzd0027-0076,nzd0027-0077,nzd0027-0078,nzd0027-0079,nzd0027-0080,nzd0027-0081,nzd0027-0082,nzd0027-0083,nzd0027-0084,nzd0027-0085,nzd0027-0086,nzd0027-0087,nzd0027-0088,nzd0027-0089,nzd0027-0090,nzd0027-0091,nzd0027-0092,nzd0027-0093,nzd0027-0094,nzd0027-0095,nzd0027-0096
2000-10-06 22:07:59.689000,L7,460.48,364.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-22 22:07:50.487000,L7,,412.85,416.13,402.54,382.28,369.96,339.54,315.68,,,,,,,374.49,386.03,384.22,,,,,,379.41,414.08,339.10,328.52,410.79,322.81,333.03,341.78,343.28,,,,,,,,,,,366.45,331.28,357.31,347.64,338.86,331.21,,,,,,,,377.98,380.18,381.58,346.27,,,,,,,,,,398.88,391.60,327.92,326.23,,,,,,,374.46,402.21,334.36,346.23,370.44,398.49,,,,,,,,,,,,,,
2000-11-07 22:07:53.532000,L7,,,434.70,409.48,,,,417.02,422.09,412.57,415.38,420.18,,,,,,,,,,,,405.30,385.95,,,,,,,,,,,,,,,,,,408.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-03 22:07:16.736000,L7,416.85,415.07,409.39,396.91,,,,,,,,,,,,,,,,,,,,406.10,404.11,444.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-19 22:07:05.722000,L7,,367.56,410.24,436.72,,,,,,,,,,,,,,,,,,,,443.72,420.28,431.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-12 22:06:14.960000,L7,,,382.47,383.42,,,,413.99,400.74,386.96,393.43,395.82,387.67,386.48,,401.42,400.68,405.61,404.54,399.96,399.67,403.41,410.95,390.78,374.80,393.24,,414.34,410.12,397.37,433.54,416.00,400.63,423.91,423.86,421.57,424.62,423.15,,,,414.22,409.38,392.05,393.54,390.06,402.11,,,,,,,,,433.06,,,,,,380.74,369.31,379.85,,,,,,373.98,383.27,368.35,361.73,353.56,342.33,343.15,331.09,333.25,337.63,340.01,327.86,337.99,329.76,332.45,337.29,343.77,435.38,,,,,,,,,,
2002-01-29 22:06:21.478000,L7,,,417.53,340.55,,,,375.35,374.43,363.49,361.65,357.15,373.66,364.23,330.57,339.47,336.42,415.61,407.71,399.53,369.77,370.43,416.38,373.47,331.61,,,375.43,438.73,414.66,424.63,389.77,381.57,391.76,405.58,388.47,391.82,407.26,423.52,401.28,417.63,421.09,376.16,414.77,425.91,,,,,,,,421.78,420.67,435.92,399.77,,,385.54,417.56,435.18,355.97,353.77,339.78,,312.13,331.57,335.06,328.41,,,,,417.05,371.52,374.39,354.41,388.48,396.88,448.41,414.85,406.46,320.33,435.62,,,415.50,418.10,,,,405.93,387.37,414.72,402.47,316.73,350.60
2002-02-14 22:06:29.522000,L7,,,,,,,,,,,,,,,,,383.94,341.12,345.57,328.52,323.21,326.82,327.29,384.97,376.73,407.02,,,,,,,,,,,,,,,,,,340.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-22 22:06:03.573000,L7,,,354.77,351.99,,,,,,,,,,,,,,,,,,395.72,341.55,357.50,317.44,,,402.10,387.76,384.01,380.31,378.68,405.81,381.02,398.59,396.61,408.68,413.04,,,,435.90,425.78,336.68,,,,,,,,,,,432.83,404.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-09 22:05:46.029000,L7,,,,,405.84,388.84,380.34,,,,,,,,,,352.01,356.65,353.88,341.90,333.16,,330.85,,,,,363.93,369.81,375.49,377.92,372.49,370.86,378.65,385.22,381.98,386.28,395.11,392.17,394.75,398.33,,,347.88,334.62,335.94,331.37,412.46,408.35,401.34,428.91,400.80,,,,,412.81,382.31,391.86,436.24,391.09,,,,,,,,,323.46,320.47,320.92,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-12 22:05:14.598000,L7,,,,,376.46,355.84,340.52,328.95,327.42,320.54,324.78,312.49,381.24,379.47,422.90,382.65,392.84,,,,,,,,,,,417.59,342.46,349.87,347.03,414.51,365.43,429.26,342.85,344.34,413.73,427.40,400.72,398.48,414.23,418.74,307.75,,,,,422.99,431.93,414.88,411.66,433.59,,,436.37,426.41,354.38,348.48,,,,378.45,378.73,386.76,393.47,387.14,381.88,344.83,,,,,,,321.03,349.42,357.61,377.47,,,,,,,,,,,,,,,,,,,
2002-10-28 22:05:22.323000,L7,,,367.20,362.90,422.44,411.35,410.18,400.94,390.70,382.68,383.32,378.71,377.77,379.46,348.92,354.84,429.39,422.22,423.09,414.94,412.80,397.89,389.60,374.17,358.38,400.15,383.21,394.37,405.10,403.23,401.60,396.09,395.71,405.66,406.95,408.56,405.50,416.86,435.34,,,417.15,400.18,364.91,346.82,376.90,330.05,,,433.08,430.54,426.02,,437.69,433.45,426.10,427.27,400.97,,,,370.99,367.38,370.16,380.72,360.54,360.32,347.06,349.92,347.06,319.83,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-13 22:05:30.425000,L7,,,,,,,,402.62,393.80,389.93,391.23,388.19,387.22,391.07,426.89,362.60,362.83,424.53,421.74,407.00,375.15,363.75,358.71,,,,373.50,405.68,383.82,389.71,423.59,411.08,415.31,384.00,395.88,342.03,345.14,344.68,,,,418.74,396.31,362.20,,,,,,,,,,,,438.56,,,,,,392.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31 22:05:56.221000,L7,,,330.10,409.37,,,,,,,,435.33,398.70,417.25,374.71,377.59,371.84,357.53,348.69,339.95,337.88,323.48,318.43,368.08,458.35,,,,,,,,,,,,,,,,,,,,,,,358.63,322.68,433.69,,,,,,,,,,,,356.45,321.96,387.68,391.43,386.71,373.81,316.05,365.04,350.22,364.58,339.84,374.45,391.98,407.66,,,,,,355.55,339.86,416.49,,,,,,,,,,,,,,
2003-01-16 22:06:02.914000,L7,,,,,,,,429.26,415.95,402.80,399.18,403.06,424.54,414.06,374.18,431.68,424.18,412.24,407.54,394.86,380.30,378.45,376.44,,,,,,,,,,,,,,,,,,,,,378.93,371.60,361.16,317.83,,,,,,,,,,,,,,,414.44,,,,,,,387.03,354.69,345.72,348.45,339.81,320.81,331.61,,,,,,,,,,,,,,,,,,,,,,
2003-03-21 22:06:15.912000,L7,,,,,,,,394.74,382.63,382.23,373.83,402.32,397.22,380.18,401.66,381.63,,,,,,,,,,,,,,399.59,400.97,396.67,395.61,442.80,424.47,400.58,405.66,424.55,413.06,419.61,429.56,419.46,393.98,,,,,,,,,,,,435.64,434.26,,,,,,375.85,363.86,350.04,340.54,324.23,321.95,339.19,419.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-06 22:06:21.012000,L7,,,377.36,369.67,,,,387.33,377.80,380.16,380.69,425.80,414.90,396.63,429.77,352.36,350.27,338.13,332.27,326.30,317.59,316.03,312.97,381.09,354.08,,416.35,394.92,327.36,433.12,434.02,389.40,393.28,430.63,404.05,423.08,403.61,424.64,,,,419.22,409.78,314.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.36,304.01,338.81,310.85,,,,,
2003-04-22 22:06:19.091000,L7,,,352.41,359.28,413.47,410.81,410.73,389.02,382.14,382.45,386.68,381.13,373.49,377.43,342.16,428.25,422.82,397.08,426.87,347.08,,,,375.42,362.78,381.94,384.20,390.78,397.91,403.65,419.72,384.36,384.36,398.65,417.95,416.72,401.12,412.30,418.80,408.26,424.21,413.60,392.37,,,,,428.05,438.76,420.16,417.67,415.31,437.18,428.57,423.17,419.87,426.59,408.64,411.21,424.72,,372.84,368.15,355.86,,,321.09,343.19,341.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-08 22:06:20.773000,L7,402.15,369.55,431.12,430.10,,,,,,,,,,,,,,,,,,,,397.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-24 22:06:17.162000,L7,338.44,369.55,378.87,393.13,,,,,,,,,,,,,,,,,,,,398.38,385.55,431.68,413.20,415.37,428.14,413.58,434.94,428.85,431.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-19 22:04:43.597000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,329.32,361.38,316.22,322.57,322.75,325.15,307.41,,320.05,315.95,318.85,322.82,333.15,337.48,327.81,344.24,,,,,,,338.20,344.33,332.79,323.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-12 22:10:59.603000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,393.51,398.93,314.46,319.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-25 22:06:19.953000,L5,,,,,,,,,,,,,,,,,,,316.24,335.82,328.35,336.85,338.57,,,,,,,,,,,,,,,,,,,,,340.26,343.51,334.26,320.12,,,,,,,,,,,,,,,,,,,,,,,331.16,332.88,327.92,335.32,327.43,326.71,333.83,340.13,347.29,362.59,369.31,372.54,372.59,363.78,358.63,353.12,360.90,346.70,342.80,339.00,350.69,350.86,340.75,357.99,356.38,363.23,371.05,342.77
2006-12-11 22:06:28.205000,L5,,,,,,,,322.81,326.28,337.13,328.28,,,,388.69,398.18,400.86,413.16,416.76,408.68,407.59,404.64,402.46,,,,,,,,,,,,,,,,,,,333.80,325.79,409.88,415.85,406.75,418.44,,,,,,,,313.98,327.23,,,,,,,,,,,,,338.81,423.53,425.84,430.50,427.36,430.01,,,,,,,,,,,,,,,,,,,,424.67,424.29,422.20,402.35
2013-04-25 22:19:21.025000,L8,,,,,,,,,,,,,,,,,,,,,,,,,331.97,331.31,363.45,328.87,309.41,,,,,,,,,339.91,343.09,337.12,345.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-11 22:19:31.249000,L8,,,,,,,,,,,,,,,,,,,,,,,,,294.71,332.17,351.75,319.19,330.74,329.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-28 22:19:33.252000,L8,,,,,,,,,,,,,,,,,,,,,,,,,290.25,329.69,372.91,320.02,330.30,311.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-14 22:19:34.707000,L8,,,,,,,,,,,,,,,,,,,,,,,,,292.97,331.37,386.05,319.78,332.60,333.00,331.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31 22:19:38.558000,L8,,,,,,,,324.56,,,,,,,,,,,,,,,,,337.57,328.99,388.05,322.11,331.88,332.29,329.24,,,,,,,,,,,332.20,314.05,,,,,,,,,,,,339.68,349.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-07 22:18:33.391000,L8,,,,,,,,,,,,,,,,,,,,,,,,,296.99,326.43,355.75,321.41,299.59,,,,,,,,,335.50,341.04,334.35,348.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-27 22:17:50.001000,L8,,,,,,,,,,,,,,,,,,,,,,,,,333.99,327.92,361.92,322.74,330.35,326.35,330.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-12 22:17:37.464000,L8,,,,,,,,331.01,,,,,,,,,,,,,,,,,331.99,330.26,377.13,327.72,339.62,341.42,340.47,,326.48,337.48,345.86,321.56,336.75,,,,,340.10,324.37,,,,,,,,,,,,347.34,358.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-14 22:17:08.923000,L8,,,,,,,,,,,,,,,,,,,,,,,,,296.55,330.49,362.66,326.36,337.09,336.97,330.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-30 22:17:11.184000,L8,,,,,,,,,,,,,,,,,,,,,,,,,293.09,329.01,378.14,327.21,335.06,336.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-01 22:17:22.417000,L8,362.96,359.04,,,,,,,,,,,,,,,,,,,,,,,288.88,326.30,356.52,316.06,328.79,327.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-17 22:17:28.260000,L8,,,,,,,,,,,,,,,,,,,,,,,,,291.69,329.68,368.39,324.17,333.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09 22:17:38.882000,L8,,,,,,,,,,,,,,,,,,,,,,,,,298.68,336.64,359.17,328.11,334.67,307.66,337.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-25 22:17:32.812000,L8,,,,,,,,,,,,,,,,,,,,,,,,,297.28,333.47,355.99,325.59,337.44,338.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26 22:17:23.009000,L8,,,,,,,,,,,,,,,,,,,,,,,,,296.55,331.81,357.11,323.57,333.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-04 22:17:02.361000,L8,,,,,,,,326.43,,,,,,,,,,,,,,,,,297.00,338.31,384.19,325.78,336.05,338.84,334.12,,,,,,,,,,,336.92,316.05,,,,,,,,,,,,347.17,357.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20 22:17:10.706000,L8,,,,,,,,329.59,,,,,,,,,,,,,,,,,294.66,332.31,378.15,327.28,335.19,338.96,333.67,,,,,,,,,,,338.43,314.78,,,,,,,,,,,,343.42,356.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-06 22:17:26.976000,L8,,,,,,,,333.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.61,327.11,,,,,,,,,,,,352.22,359.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08 22:17:36.852000,L8,,,,,,,,,,,,,,,,,,,,,,,,,337.77,333.21,390.19,327.85,337.48,339.66,338.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-24 22:17:40.820000,L8,,,,,,,,,,,,,,,,,,,,,,,,,295.80,329.70,361.61,324.05,333.55,329.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11 22:17:42.627000,L8,,,,,,,,,,,,,,,,,,,,,,,,,292.97,329.18,356.42,324.71,328.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-27 22:17:43.409000,L8,,,,,,,,,,,,,,,,,,,,,,,,,292.12,330.55,355.71,326.02,334.42,316.42,328.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12 22:17:40.472000,L8,,,,,,,,,,,,,,,,,,,,,,,,,298.25,334.57,359.69,321.29,330.67,330.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-03 22:17:13.318000,L8,,,,,,,402.90,403.85,401.63,380.89,375.34,341.90,,,,,,,,,,,,,,,,,,,,429.49,430.47,417.18,423.26,416.60,436.84,,,,,439.84,393.63,,,,,,,,,,,,,,,353.08,361.23,391.18,363.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-19 22:17:11.230000,L8,,,,,,,,331.69,313.78,,,,,,,,,,,,,,,,330.69,336.01,388.50,331.41,342.20,343.63,340.27,325.23,,,,,,338.27,347.35,337.73,349.33,346.07,328.41,,,,,,,,,,,,357.74,360.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-07 22:17:37.552000,L8,,,,,,,,322.10,,,,,,,,,,,,,,,,,289.95,328.80,367.99,322.33,333.95,336.25,333.77,,,,,,,,,,,338.28,313.25,,,,,,,,,,,,352.90,356.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-08 22:17:48.858000,L8,,,,,,,,,,,,,,,,,,,,,,,,,290.68,332.12,372.53,323.05,339.05,340.20,338.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.01,323.95,,,,,,
2016-10-10 22:17:54.274000,L8,,,,,,,,,,,,,,,,,,,,,,,,,332.09,330.26,379.82,324.57,335.30,338.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30 22:17:38.957000,L8,,,,,,,,,,,,,,,,,,,,,,,,,294.63,328.51,353.07,327.45,337.35,339.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-06 22:16:55.401000,L8,,,,,,,,330.61,,,,,,,,,,,,,,,,,330.10,331.98,395.03,329.35,339.54,343.13,339.96,,,,,,,336.61,344.39,331.69,321.16,343.91,323.98,,,,,,,,,,,,332.04,359.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-07 22:17:15.240000,L8,,,,,,,,334.55,316.64,320.27,320.47,,,,,,,,,,,,,,339.76,338.03,392.56,333.15,342.92,347.29,340.96,330.16,332.25,342.15,350.75,324.78,340.14,339.17,350.03,344.21,353.40,347.85,329.89,,,,,360.17,,,,,320.46,348.97,360.78,363.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-09 22:17:23.906000,L8,,,,,,,,,,,,,,,,,,,,,,,,,291.46,332.06,383.95,326.41,338.03,339.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-10 22:17:37.375000,L8,,,,,,,,324.78,,,,,,,,,,,,,,,,,293.48,333.40,382.75,325.44,336.94,339.90,,,,,,,,332.23,338.76,328.45,339.85,336.28,311.37,,,,,,,,,,,,347.03,348.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
