dates,nzd0440-0000,nzd0440-0001,nzd0440-0002,nzd0440-0003,nzd0440-0004,nzd0440-0005,nzd0440-0006,satname
1999-08-26 22:06:44+00:00,,,,297.38,305.78,306.51,301.0,L7
1999-09-04 22:00:33+00:00,,,,293.48,300.78999999999996,291.235,282.36,L7
1999-09-27 22:06:48+00:00,378.3,,,293.48,306.46,291.235,290.31666666666666,L7
2000-01-26 22:00:26+00:00,373.475,,,293.48,305.505,291.235,290.31666666666666,L7
2000-02-11 22:00:21+00:00,369.8066666666667,,,293.48,305.505,292.3433333333333,288.4475,L7
2000-02-27 22:00:16+00:00,369.85,,,289.58,289.3675,280.71666666666664,284.2125,L7
2000-03-30 22:00:09+00:00,367.0475,,,,271.935,283.095,283.44999999999993,L7
2000-05-01 21:59:54+00:00,364.394,,,287.78,272.56333333333333,280.6466666666667,283.44999999999993,L7
2000-05-08 22:05:56+00:00,364.605,,,298.17499999999995,273.4325,280.83500000000004,274.68,L7
2000-06-02 21:59:31+00:00,364.605,,,298.17499999999995,272.86199999999997,280.83500000000004,274.68,L7
2000-06-18 21:59:27+00:00,364.605,,,298.17499999999995,273.64666666666665,280.83500000000004,274.68,L7
2000-07-11 22:05:17+00:00,364.605,,335.08,298.17499999999995,273.1742857142857,280.83500000000004,274.68,L7
2000-08-05 21:58:44+00:00,363.43,,338.99,298.17499999999995,269.61857142857144,280.83500000000004,274.68,L7
2000-10-08 21:58:00+00:00,365.08,,338.99,298.17499999999995,274.34999999999997,278.57500000000005,276.45,L7
2001-06-05 21:57:16+00:00,,,340.73,308.01,276.1,,,L7
2001-07-07 21:57:00+00:00,,,340.73,307.515,282.815,286.43,,L7
2001-07-14 22:03:09+00:00,,,332.69500000000005,306.77666666666664,281.32,286.43,,L7
2001-09-25 21:56:04+00:00,372.97,,332.69500000000005,306.77666666666664,280.31,281.115,263.16,L7
2001-10-02 22:02:04+00:00,388.155,,332.69500000000005,306.77666666666664,286.18,281.115,278.905,L7
2001-12-14 21:56:17+00:00,379.2366666666667,,324.66,306.15999999999997,288.70000000000005,282.6166666666667,278.905,L7
2001-12-30 21:56:13+00:00,382.72249999999997,,324.66,306.15999999999997,288.70000000000005,288.405,278.905,L7
2002-02-16 21:56:30+00:00,382.72249999999997,,,,293.47,295.0275,284.44,L7
2002-03-04 21:56:33+00:00,378.95799999999997,,,,298.65666666666664,295.36,283.515,L7
2002-05-07 21:56:27+00:00,372.8225,,,,309.03,300.25,293.6666666666667,L7
2002-05-30 22:02:25+00:00,367.34000000000003,,319.7,301.47,291.215,300.25,293.6666666666667,L7
2002-06-15 22:02:19+00:00,368.825,,319.7,303.305,291.215,305.12666666666667,293.6666666666667,L7
2002-09-03 22:01:48+00:00,354.02333333333337,312.66,317.81,294.4166666666667,273.4,,304.75,L7
2002-10-14 21:55:19+00:00,355.2475,312.66,317.81,295.085,289.955,298.94,289.19,L7
2002-10-30 21:55:25+00:00,356.98400000000004,320.155,317.81,295.68,294.25666666666666,297.38,289.19,L7
2002-11-22 22:01:57+00:00,354.184,320.155,317.81,297.7416666666667,299.175,301.1666666666667,271.28,L7
2002-12-24 22:02:09+00:00,362.432,320.155,315.92,294.96000000000004,307.7666666666667,301.1666666666667,280.58,L7
2003-01-18 21:56:06+00:00,365.2966666666667,320.155,315.92,294.96000000000004,299.1975,301.1666666666667,284.8325,L7
2003-02-19 21:56:18+00:00,367.05571428571426,320.155,315.92,294.96000000000004,299.1975,301.1666666666667,286.298,L7
2003-04-08 21:56:23+00:00,366.03000000000003,319.53499999999997,304.42,293.77750000000003,299.1975,301.1666666666667,286.298,L7
2003-05-10 21:56:22+00:00,367.87199999999996,311.42,312.03,289.9800000000001,287.32,285.78,289.46500000000003,L7
2003-07-21 21:44:09+00:00,357.14,311.42,312.03,285.625,274.54,262.82,292.16,L5
2003-09-14 21:51:18+00:00,336.67,311.42,312.03,280.5733333333333,274.54,262.82,,L5
2003-10-16 21:51:43+00:00,,,319.64,283.2833333333333,274.54,262.82,,L5
2004-04-02 21:46:54+00:00,359.57,,323.77,278.8,,,,L5
