dates,satname,nzd0440-0000,nzd0440-0001,nzd0440-0002,nzd0440-0003,nzd0440-0004,nzd0440-0005,nzd0440-0006
1999-08-26 22:06:44.761000,L7,363.88,352.72,351.37,297.38,305.78,306.51,301.00
1999-09-04 22:00:33.926000,L7,365.45,338.84,347.56,289.58,295.80,275.96,263.72
1999-09-27 22:06:48.795000,L7,378.30,367.25,358.38,330.83,317.80,318.50,306.23
1999-12-16 22:06:45.781000,L7,392.25,335.71,342.66,302.09,287.76,287.75,258.21
2000-01-26 22:00:26.187000,L7,368.65,343.97,350.84,314.95,302.64,,
2000-02-11 22:00:21.827000,L7,362.47,342.21,352.33,320.84,332.15,294.56,282.84
2000-02-27 22:00:16.353000,L7,369.98,337.18,361.83,310.68,241.23,271.63,284.06
2000-03-30 22:00:09.363000,L7,367.09,346.31,358.81,312.79,,,
2000-05-01 21:59:54.563000,L7,353.78,341.70,348.33,287.78,273.82,275.75,
2000-05-08 22:05:56.985000,L7,365.66,341.40,345.17,308.57,276.04,281.40,257.14
2000-06-02 21:59:31.512000,L7,355.88,346.55,332.78,301.53,270.58,,
2000-06-18 21:59:27.736000,L7,348.62,341.39,339.24,305.50,277.57,,
2000-07-11 22:05:17.570000,L7,357.14,330.31,335.08,299.41,270.34,,
2000-08-05 21:58:44.520000,L7,361.60,346.78,342.90,301.52,277.75,,
2000-10-08 21:58:00.300000,L7,379.28,356.78,396.50,323.00,327.92,311.99,295.76
2000-11-25 21:57:58.896000,L7,388.41,370.73,371.40,333.59,299.30,348.27,302.22
2001-06-05 21:57:16.389000,L7,362.81,346.89,340.73,308.01,276.10,,
2001-07-07 21:57:00.006000,L7,357.31,351.82,374.90,307.02,289.53,286.43,
2001-07-14 22:03:09.614000,L7,352.37,338.77,324.66,305.30,278.33,,
2001-09-25 21:56:04.528000,L7,372.97,344.85,350.03,303.91,277.28,275.80,263.16
2001-10-02 22:02:04.420000,L7,403.34,354.57,374.76,317.41,309.66,348.76,294.65
2001-12-14 21:56:17.682000,L7,361.40,339.83,343.83,301.21,262.42,285.62,
2001-12-30 21:56:13.010000,L7,393.18,369.60,369.48,352.95,346.47,305.77,312.45
2002-01-22 22:02:40.699000,L7,353.92,344.53,328.09,,,,
2002-02-16 21:56:30.006000,L7,377.15,354.19,377.58,324.09,321.60,312.92,295.51
2002-03-04 21:56:33.807000,L7,363.90,337.25,342.37,305.21,309.03,296.69,280.74
2002-05-07 21:56:27.687000,L7,372.81,353.89,358.61,332.40,330.63,323.91,304.75
2002-05-30 22:02:25.514000,L7,345.41,335.80,319.70,301.47,273.40,,
2002-06-15 22:02:19.651000,L7,346.82,333.29,315.65,305.14,,,
2002-08-18 22:01:57.478000,L7,374.95,345.77,391.34,328.17,,,
2002-09-03 22:01:48.053000,L7,343.85,312.66,315.92,276.64,,,
2002-10-14 21:55:19.836000,L7,358.92,333.42,339.47,297.09,306.51,298.94,273.63
2002-10-21 22:01:36.247000,L7,,,,,,363.34,334.29
2002-10-30 21:55:25.430000,L7,363.93,327.65,348.94,298.06,302.86,295.82,
2002-11-22 22:01:57.598000,L7,358.81,345.67,351.41,308.05,313.93,308.74,268.93
2002-12-24 22:02:09.084000,L7,386.65,362.37,338.11,314.25,324.02,319.18,299.18
2003-01-18 21:56:06.129000,L7,379.62,359.99,369.20,336.28,273.49,339.03,297.59
2003-02-19 21:56:18.422000,L7,377.61,355.78,365.71,339.38,329.79,322.47,292.16
2003-04-08 21:56:23.401000,L7,336.67,311.42,304.42,271.91,,,
2003-05-10 21:56:22.313000,L7,347.59,332.40,319.64,298.00,274.54,262.82,
2003-07-21 21:44:09.463000,L5,363.76,338.00,334.83,299.34,,,
2003-09-14 21:51:18.345000,L5,346.11,319.02,326.16,270.47,,,
2003-10-16 21:51:43.799000,L5,353.66,321.91,327.39,280.04,,,
2003-12-03 21:52:19.254000,L5,528.08,389.16,388.19,337.89,336.35,315.88,289.72
2004-04-02 21:46:54.575000,L5,359.57,332.00,323.77,277.56,,,
2004-05-20 21:48:20.187000,L5,366.47,340.72,332.59,297.66,282.35,,
2004-06-05 21:48:48.638000,L5,364.19,338.56,336.80,303.75,279.72,275.68,
2004-07-07 21:49:44.929000,L5,367.86,341.37,339.21,303.89,272.05,,
2004-07-23 21:50:08.771000,L5,381.03,347.15,344.50,310.87,,,
2004-07-30 21:56:27.722000,L5,366.02,338.71,345.74,300.36,273.24,271.35,
2004-09-25 21:51:43.061000,L5,349.73,321.03,321.36,261.87,,,
2004-10-27 21:52:23.346000,L5,361.56,328.45,332.85,260.01,,,
2005-02-07 22:00:14.931000,L5,363.15,332.47,334.42,296.27,231.25,,
2005-03-04 21:54:27.824000,L5,359.74,339.26,338.49,302.82,263.30,278.01,
2005-03-11 22:00:43.594000,L5,369.55,350.07,355.02,313.24,291.23,293.12,274.42
2005-03-27 22:00:51.055000,L5,363.78,346.66,345.67,303.25,267.91,275.22,
2005-04-05 21:54:42.889000,L5,363.63,341.39,337.75,311.18,294.37,294.23,263.91
2005-04-21 21:54:46.500000,L5,390.99,364.30,353.13,326.83,314.00,301.16,283.90
2005-06-08 21:55:08.756000,L5,364.61,342.64,337.05,305.73,276.92,,
2005-06-24 21:55:13.674000,L5,371.13,346.54,338.26,307.11,284.44,278.53,
2005-07-01 22:01:25.987000,L5,376.74,351.53,348.58,308.20,287.33,286.01,265.59
2005-07-10 21:55:19.319000,L5,362.30,337.20,328.79,296.77,269.44,,
2005-08-27 21:55:43.837000,L5,356.06,329.65,330.90,287.15,,,
2005-09-28 21:55:44.137000,L5,332.06,323.42,323.74,261.97,,,
2005-10-05 22:01:53.080000,L5,356.34,322.43,323.95,275.71,,,
2005-11-22 22:02:22.550000,L5,391.80,363.66,383.89,344.40,346.28,339.77,333.01
2006-02-19 21:58:15.515000,L5,400.94,376.51,383.22,343.54,337.50,337.94,342.04
2006-02-26 22:04:34.983000,L5,366.46,348.87,352.87,314.04,296.06,295.66,267.88
2006-05-17 22:05:57.691000,L5,345.58,326.26,306.91,287.53,268.90,271.13,
2006-07-13 22:00:37.941000,L5,372.01,346.62,335.11,301.34,276.53,,
2006-10-08 22:07:52.968000,L5,368.89,338.84,339.99,290.02,,,
2006-10-24 22:08:02.241000,L5,391.75,361.77,369.19,328.90,314.88,324.95,292.49
2006-11-02 22:01:56.430000,L5,372.52,334.46,330.78,274.91,,,
2006-12-11 22:08:27.926000,L5,365.90,337.95,334.19,273.06,,,
2007-01-21 22:02:33.422000,L5,375.03,350.44,350.71,313.03,294.44,299.88,275.27
2008-02-16 22:04:21.599000,L5,366.20,346.95,353.08,312.06,295.99,303.71,279.33
2008-10-29 21:57:24.173000,L5,363.77,332.49,330.38,,,,
2008-11-14 21:57:04.192000,L5,361.50,332.36,343.70,294.15,277.76,287.62,
2010-01-29 21:58:29.033000,L5,363.68,341.24,331.78,303.50,276.68,291.48,
2010-02-21 22:04:44.494000,L5,371.41,324.13,315.18,286.41,266.83,275.10,
2010-10-19 22:03:43.463000,L5,,,,,,289.41,266.61
2010-12-22 22:03:41.192000,L5,401.13,357.85,361.49,322.03,309.67,315.41,294.04
2011-01-23 22:03:44.680000,L5,368.32,339.04,340.33,311.82,294.58,303.19,283.11
2011-09-13 21:56:09.668000,L5,359.53,331.35,322.76,283.12,281.37,,
2013-05-29 22:09:41.256000,L8,362.88,336.25,325.40,293.05,277.87,281.80,
2013-06-30 22:09:35.948000,L8,357.04,320.12,268.96,282.64,,,
2013-07-07 22:15:47.998000,L8,350.83,325.08,317.28,279.47,,,
2013-07-23 22:15:46.703000,L8,345.11,317.71,316.12,270.90,,,
2013-09-02 22:09:40.433000,L8,341.04,310.35,,,,,
2013-09-25 22:15:41.016000,L8,328.30,307.77,305.60,235.71,,,
2013-10-11 22:15:41.373000,L8,348.80,314.26,308.05,,,,
2013-12-07 22:09:14.668000,L8,338.35,310.61,304.85,242.54,,,
2013-12-14 22:15:21.385000,L8,346.17,324.99,310.27,275.36,,,
2013-12-30 22:15:13.133000,L8,346.88,321.64,310.98,282.63,,,
2014-03-13 22:08:09.214000,L8,351.59,322.41,317.09,276.92,,,
2014-06-01 22:07:14.657000,L8,355.88,316.86,321.63,275.08,,,
2014-07-03 22:07:25.958000,L8,356.36,325.87,316.97,269.74,,,
2014-08-04 22:07:38.344000,L8,350.24,318.30,315.47,271.46,,,
2014-08-27 22:13:53.214000,L8,343.69,315.47,333.16,282.98,,,
2014-09-28 22:13:56.699000,L8,337.41,282.21,,,,,
2014-10-07 22:07:49.758000,L8,342.22,314.26,310.43,241.82,,,
2014-10-14 22:14:02.495000,L8,343.44,312.33,308.79,241.76,,,
2014-10-23 22:07:51.237000,L8,342.03,312.05,265.48,,,,
2014-12-01 22:14:00.103000,L8,346.90,321.16,343.29,284.80,270.27,290.59,263.45
2014-12-26 22:07:42.898000,L8,343.22,319.60,314.51,271.95,,,
2015-01-18 22:13:48.486000,L8,356.59,334.49,335.22,289.22,269.16,282.83,
2015-02-03 22:13:44.870000,L8,344.52,318.86,312.25,276.30,,,
2015-02-12 22:07:27.072000,L8,349.20,321.19,320.12,279.84,,,
2015-02-19 22:13:37.503000,L8,356.84,333.50,348.60,304.41,272.69,292.54,283.37
2015-02-28 22:07:24.273000,L8,345.59,319.16,318.85,279.04,248.25,,
2015-03-23 22:13:20.918000,L8,354.92,324.16,323.67,284.60,269.47,276.27,
2015-04-01 22:07:01.610000,L8,343.81,314.31,318.01,274.69,,,
2015-04-24 22:13:08.174000,L8,336.54,315.57,315.25,272.05,,,
2015-05-03 22:06:48.575000,L8,347.39,318.94,316.48,278.99,,,
2015-05-19 22:06:40.529000,L8,387.62,366.04,379.29,357.57,364.26,356.16,
2015-06-20 22:06:56.810000,L8,357.76,325.14,324.21,293.17,271.39,274.07,
2015-06-27 22:13:10.096000,L8,348.76,314.19,317.84,279.99,,,
2015-07-22 22:07:13.408000,L8,353.41,326.54,330.26,287.46,,,
2015-07-29 22:13:25.654000,L8,347.48,319.18,318.24,277.83,,,
2015-08-23 22:07:24.416000,L8,,,,,,346.12,341.82
2015-09-08 22:07:30.411000,L8,345.04,311.29,308.66,244.66,,,
2015-09-24 22:07:37.598000,L8,346.73,316.23,316.09,269.28,,,
2015-10-01 22:13:49.763000,L8,343.52,316.96,315.99,269.48,,,
2015-10-10 22:07:38.780000,L8,349.82,318.68,321.45,283.11,,,
2015-10-17 22:13:50.272000,L8,341.33,312.21,306.52,240.29,,,
2015-11-27 22:07:47.119000,L8,369.85,348.15,357.40,315.97,312.64,303.53,286.66
2015-12-13 22:07:45.395000,L8,359.14,329.69,332.60,288.68,263.27,284.36,
2015-12-29 22:07:44.999000,L8,343.80,322.43,317.01,274.53,,,
2016-01-21 22:13:53.857000,L8,341.63,317.53,306.51,275.35,,,
2016-03-18 22:07:25.821000,L8,350.34,318.62,315.97,278.22,,,
2016-04-26 22:13:21.011000,L8,343.45,317.42,319.57,282.15,263.73,282.26,
2016-05-12 22:13:20.486000,L8,338.33,318.69,316.93,276.46,259.22,274.53,
2016-06-13 22:13:30.468000,L8,358.07,327.09,323.76,290.57,272.67,281.24,
2016-07-15 22:13:46.133000,L8,349.24,323.32,320.61,275.78,,,
2016-07-24 22:07:37.782000,L8,354.75,326.24,329.88,287.37,269.49,242.45,
2016-08-09 22:07:39.758000,L8,346.47,315.35,315.53,257.71,,,
2016-09-10 22:07:51.328000,L8,341.69,313.78,307.85,268.19,,,
2016-10-12 22:07:57.049000,L8,352.12,319.00,321.57,281.39,261.94,282.22,
2016-11-20 22:14:09.198000,L8,361.12,327.03,328.46,290.90,265.58,288.55,259.43
2016-12-15 22:07:53.950000,L8,366.65,344.40,362.59,307.57,302.42,297.60,277.74
2016-12-31 22:07:51.584000,L8,353.98,328.25,316.37,285.05,262.39,282.33,
2017-01-16 22:07:46.911000,L8,381.68,333.19,354.86,318.24,299.38,298.34,284.11
2017-01-23 22:13:55.126000,L8,345.01,320.31,313.94,280.07,258.59,270.52,
2017-02-24 22:13:41.814000,L8,342.71,324.78,310.26,281.57,259.29,271.67,
2017-06-16 22:13:31.641000,L8,356.44,315.75,325.97,284.34,,,
2017-06-25 22:07:23.481000,L8,355.01,328.07,321.69,277.24,,,
2017-08-28 22:07:43.849000,L8,336.20,308.37,,,,,
2017-09-13 22:07:44.261000,L8,348.32,315.97,322.56,277.08,,,
2017-12-02 22:07:46.733000,L8,353.87,323.21,322.98,282.30,,,
2017-12-09 22:13:57.340000,L8,344.39,313.71,308.81,276.48,,,
2018-01-19 22:07:38.489000,L8,369.38,344.08,352.14,313.99,304.03,296.02,284.10
2018-02-11 22:13:38.280000,L8,352.49,322.89,317.27,281.40,261.79,276.89,
2018-03-15 22:13:22.165000,L8,341.66,313.12,313.60,269.10,,,
2018-03-31 22:13:15.678000,L8,339.95,313.45,312.37,257.35,,,
2018-04-25 22:06:50.725000,L8,344.33,314.39,316.09,256.38,,,
2018-05-18 22:12:46.768000,L8,340.47,312.32,316.64,268.27,,,
2018-06-28 22:06:40.110000,L8,327.10,,,,,,238.97
2018-07-21 22:13:01.464000,L8,341.28,316.75,307.49,272.05,261.24,261.22,
2018-08-31 22:07:11.120000,L8,,,389.64,327.74,316.16,317.57,314.77
2018-10-18 22:07:29.549000,L8,343.46,315.83,328.19,278.41,,,
2018-12-21 22:07:30.529000,L8,343.70,316.73,310.19,276.16,,,
2019-01-22 22:07:26.086000,L8,350.07,322.11,315.82,284.04,261.44,280.51,
2019-02-14 22:13:33.263000,L8,354.95,329.56,339.89,301.04,276.32,297.87,282.43
2019-03-02 22:13:29.085000,L8,348.18,324.17,331.36,289.95,265.80,285.78,259.47
2019-03-11 22:07:14.802000,L8,344.33,321.63,325.24,284.92,247.63,279.33,
2019-07-01 22:07:32.340000,L8,349.58,317.90,317.49,283.01,,,
2019-07-08 22:13:44.519000,L8,346.63,315.37,321.94,284.49,,,
2019-07-17 22:07:34.929000,L8,354.25,328.97,319.51,289.51,268.55,266.44,
2019-08-02 22:07:41.830000,L8,346.78,320.20,324.19,274.43,,,
2019-08-18 22:07:47.079000,L8,341.86,314.28,314.93,,,,
2019-10-05 22:08:00.157000,L8,345.03,313.95,314.45,272.61,,,
2019-10-21 22:08:01.720000,L8,346.06,315.06,319.21,277.83,,,
2019-10-28 22:14:12.392000,L8,342.83,316.85,311.16,274.97,,,
2019-11-13 22:14:09.911000,L8,340.42,313.26,309.73,243.95,,,
2019-12-08 22:07:56.574000,L8,378.78,347.26,359.31,312.64,309.68,309.40,280.11
2020-02-10 22:07:40.719000,L8,375.00,347.83,363.85,304.30,301.55,301.73,295.53
