dates,satname,nzd0080-0000,nzd0080-0001,nzd0080-0002,nzd0080-0003
2002-01-06 22:00:31.992000,L7,329.57,300.72,,
2002-01-22 22:00:40.906000,L7,323.57,316.54,310.94,337.28
2002-08-18 21:59:57.690000,L7,338.79,338.47,253.43,265.78
2003-09-30 21:49:30.432000,L5,299.52,281.05,281.34,288.62
2004-02-21 21:50:47.082000,L5,277.77,245.14,239.50,257.51
2004-07-30 21:54:28.143000,L5,258.71,242.99,247.36,257.00
2004-11-19 21:56:55.269000,L5,274.09,253.28,251.47,266.65
2005-03-11 21:58:44.158000,L5,264.65,241.15,242.73,245.20
2005-05-30 21:59:15.499000,L5,286.12,270.89,274.39,282.26
2005-07-17 21:59:35.576000,L5,252.76,239.44,244.01,253.88
2006-05-17 22:03:57.969000,L5,258.16,244.87,249.40,258.98
2006-07-04 22:04:41.660000,L5,263.07,241.33,243.84,252.15
2011-03-12 22:01:43.554000,L5,273.48,248.16,246.45,259.52
2013-05-20 22:13:50.559000,L8,280.59,270.37,274.52,285.36
2013-06-21 22:13:43.313000,L8,286.28,272.60,277.05,284.63
2013-08-08 22:13:49.700000,L8,266.60,255.12,255.05,260.53
2013-09-09 22:13:25.749000,L8,266.59,250.72,255.92,258.12
2013-09-09 22:13:49.699000,L8,265.74,250.39,255.21,254.84
2013-09-25 22:13:17.289000,L8,295.51,294.75,284.60,302.84
2013-09-25 22:13:41.239000,L8,295.50,294.85,283.55,302.70
2013-11-28 22:13:02.012000,L8,279.28,265.41,266.36,274.72
2013-11-28 22:13:25.971000,L8,267.31,233.16,,
2013-12-30 22:12:49.393000,L8,278.03,263.29,260.88,273.83
2014-01-15 22:12:33.689000,L8,278.14,263.15,262.54,270.43
2014-04-05 22:11:58.702000,L8,278.50,265.02,263.26,275.07
2014-10-14 22:11:38.746000,L8,277.76,262.16,263.64,273.41
2014-10-14 22:12:02.705000,L8,278.38,262.65,264.24,274.01
2014-10-30 22:11:34.905000,L8,281.85,271.04,270.41,277.03
2014-12-01 22:11:36.363000,L8,280.93,265.15,265.42,275.56
2015-03-07 22:11:06.255000,L8,260.57,234.04,,
2015-06-11 22:10:40.593000,L8,283.61,266.77,268.47,278.59
2015-07-29 22:11:01.897000,L8,273.57,258.50,260.71,272.54
2015-11-02 22:11:31.889000,L8,282.70,269.27,269.85,280.80
2015-12-20 22:11:57.501000,L8,276.53,262.48,261.93,272.00
2016-02-22 22:11:18.630000,L8,277.92,263.73,262.32,274.47
2016-02-22 22:11:42.580000,L8,274.07,256.97,254.90,268.27
2016-05-12 22:10:56.720000,L8,265.35,244.40,243.37,260.09
2016-05-12 22:11:20.683000,L8,274.55,259.67,260.56,271.99
2016-07-15 22:11:22.376000,L8,266.16,258.06,259.91,271.55
2016-07-15 22:11:46.335000,L8,282.54,270.64,271.55,282.20
2016-08-16 22:11:29.744000,L8,279.90,268.93,269.57,280.33
2016-08-16 22:11:53.694000,L8,278.43,267.20,267.84,278.68
2016-10-19 22:11:45.519000,L8,264.14,248.76,248.15,260.65
2016-11-20 22:11:45.458000,L8,279.01,265.63,265.06,275.11
2016-11-20 22:12:09.409000,L8,280.94,267.27,268.40,277.38
2017-01-23 22:11:55.340000,L8,252.96,,,
2017-08-19 22:11:29.174000,L8,280.24,268.90,270.97,281.90
2017-08-19 22:11:53.133000,L8,261.08,246.11,242.37,253.55
2017-09-04 22:11:31.619000,L8,281.63,264.49,269.11,282.35
2017-09-04 22:11:55.578000,L8,279.40,262.17,265.49,279.18
2018-01-10 22:11:30.163000,L8,276.65,261.97,255.43,267.36
2018-04-16 22:11:06.667000,L8,281.40,268.48,265.00,279.38
2018-07-05 22:10:30.841000,L8,334.34,305.52,306.60,305.77
2018-07-05 22:10:54.795000,L8,334.17,303.90,306.42,304.27
2018-09-07 22:11:00.442000,L8,269.26,256.46,257.59,267.04
2018-09-07 22:11:24.397000,L8,264.05,247.69,246.03,258.34
2018-10-09 22:11:13.339000,L8,279.70,265.37,270.54,279.22
2019-02-14 22:11:33.473000,L8,258.04,,,
2019-03-02 22:11:05.349000,L8,249.40,,,
2019-03-02 22:11:29.304000,L8,267.26,257.39,250.54,268.53
2019-05-21 22:11:27.314000,L8,287.35,270.90,271.12,282.89
2019-06-06 22:11:11.322000,L8,270.19,247.72,246.30,262.36
2019-06-06 22:11:35.277000,L8,281.74,265.43,266.36,278.14
2019-06-22 22:11:17.033000,L8,266.50,242.99,244.75,259.88
2019-06-22 22:11:40.996000,L8,281.19,265.06,265.83,278.81
2019-07-08 22:11:20.766000,L8,299.93,271.52,278.51,279.46
2019-07-08 22:11:44.725000,L8,298.99,269.47,276.92,277.65
2019-08-09 22:11:31.395000,L8,268.06,255.77,255.68,266.80
2019-08-09 22:11:55.358000,L8,282.60,271.19,274.04,284.06
