dates,satname,nzd0167-0000,nzd0167-0001,nzd0167-0002,nzd0167-0008,nzd0167-0009,nzd0167-0010,nzd0167-0004,nzd0167-0005,nzd0167-0006,nzd0167-0007,nzd0167-0003
1999-12-25 21:58:52.197000,L7,,338.92,,,,,,,,,
2001-01-12 21:56:30.696000,L7,,309.38,,,,,,,,,
2002-01-22 22:00:40.906000,L7,,310.95,287.45,,,,,,,,286.42
2003-01-25 22:00:18.779000,L7,,313.17,287.21,,,,,,,,
2003-09-30 21:49:30.432000,L5,,328.34,294.24,,,,,,,,
2003-10-25 21:44:04.226000,L5,,335.58,309.09,,,,,,,,321.96
2003-11-17 21:50:09.452000,L5,,315.06,292.91,,,,,,,,
2004-02-14 21:44:33.705000,L5,,313.61,,,,,,,,,
2005-01-15 21:52:09.437000,L5,,333.25,287.06,,,,,,,,
2005-01-22 21:58:02.481000,L5,,330.20,,,,,,,,,
2005-03-11 21:58:44.158000,L5,,308.61,,,,,,,,,
2005-11-22 22:00:23.113000,L5,,314.74,,,,,,,,,
2006-02-19 21:56:39.909000,L5,,302.29,,,,,,,,,
2007-02-13 22:06:47.368000,L5,,304.99,,,,,,,,,
2007-09-25 22:04:48.945000,L5,326.35,344.83,303.46,314.67,310.60,326.32,,,,,
2009-11-26 21:56:28.873000,L5,,326.93,,,,,,,,,
2010-01-13 21:56:49.389000,L5,,320.56,,,,,,,,,
2010-02-21 22:02:44.773000,L5,,316.26,,,,,,,,,
2010-10-28 21:55:51.312000,L5,,330.19,,,,,,,,,
2011-01-07 22:01:44.406000,L5,,328.61,,,,,,,,,
2013-05-20 22:13:50.559000,L8,,313.10,,,,,,,,,
2013-10-11 22:13:41.596000,L8,,310.51,,,,,,,,,
2013-11-05 22:07:46.855000,L8,,317.08,,,,,,,,,
2013-11-21 22:07:37.752000,L8,,299.82,,,,,,,,,
2013-12-14 22:13:21.591000,L8,,310.01,,,,,,,,,
2014-01-24 22:07:09.509000,L8,,307.63,,,,,,,,,
2014-11-08 22:06:16.124000,L8,,300.62,,,,,,,,,
2015-01-02 22:11:50.958000,L8,,312.84,,,,,,,,,
2015-09-24 22:06:01.750000,L8,404.45,,,355.03,349.20,396.40,373.65,415.11,353.41,352.85,
2016-02-22 22:11:42.580000,L8,,309.33,,,,,,,,,
2016-04-26 22:11:21.230000,L8,,303.62,,,,,,,,,
2016-08-16 22:11:53.694000,L8,,309.25,,,,,,,,,
2016-10-28 22:06:23.178000,L8,,312.55,,,,,,,,,
2018-03-31 22:11:39.851000,L8,,329.12,,,,,,,,,
2018-09-16 22:05:39.825000,L8,,311.21,,,,,,,,,
2019-01-22 22:05:50.255000,L8,,314.76,,,,,,,,,
2019-10-21 22:06:25.884000,L8,,312.26,,,,,,,,,
2019-11-06 22:06:24.678000,L8,,311.17,,,,,,,,,
2020-02-01 22:12:17.731000,L8,,342.77,,,,,,,,,
2020-09-21 22:06:18.848000,L8,,311.34,,,,,,,,,
2020-12-01 22:12:09.987000,L8,,294.01,,,,,,,,,
2020-12-26 22:06:20.557000,L8,,302.25,,,,,,,,,
2021-02-12 22:06:07.348000,L8,,306.96,,,,,,,,,
2021-03-23 22:12:01.286000,L8,,341.82,,,,,,,,,
2021-05-03 22:05:32.764000,L8,,306.21,,,,,,,,,
2021-06-11 22:11:38.046000,L8,,298.88,,,,,,,,,
2021-11-18 22:12:08.776000,L8,,307.01,,,,,,,,,
2022-01-21 22:11:59.917000,L8,,313.94,300.87,,,,,,,,325.83
2022-01-22 22:06:18.213000,L9,,313.58,,,,,,,,,
2022-02-14 22:12:01.049000,L9,,310.75,,,,,,,,,
2022-02-15 22:06:06.152000,L8,,301.90,,,,,,,,,
2022-02-23 22:06:08.091000,L9,,315.72,,,,,,,,,
2022-03-02 22:11:50.022000,L9,,309.71,,,,,,,,,
2022-03-02 22:12:13.972000,L9,,321.09,,,,,,,,,
2022-08-02 22:06:07.308000,L9,,315.53,,,,,,,,,
2023-01-17 22:06:18.381000,L8,,315.43,,,,,,,,,
2023-02-17 22:12:13.542000,L9,,314.47,,,,,,,,,
2023-02-18 22:06:13.995000,L8,,310.00,,,,,,,,,
2023-03-13 22:11:47.152000,L8,,313.63,,,,,,,,,
2023-03-14 22:06:11.235000,L9,,315.39,,,,,,,,,
2023-06-09 22:11:12.914000,L9,,308.56,,,,,,,,,
2023-12-19 22:05:51.242000,L8,,316.51,,,,,,,,,
2023-12-19 22:06:15.197000,L8,,313.23,,,,,,,,,
2023-12-27 22:05:57.973000,L9,341.07,353.74,347.22,341.26,330.90,341.22,350.16,350.03,349.68,337.60,347.89
2024-01-11 22:11:56.446000,L8,,314.17,,,,,,,,,
2024-01-12 22:05:54.962000,L9,,318.05,,,,,,,,,
2024-01-12 22:06:18.916000,L9,,309.69,,,,,,,,,
2024-04-08 22:11:47.225000,L9,,313.49,,,,,,,,,
2024-05-10 22:11:24.784000,L9,,307.03,,,,,,,,,
2024-11-11 22:06:03.683000,L9,,317.23,286.11,,,,,,,,
2025-01-06 22:06:06.570000,L8,,313.13,,,,,,,,,
2025-01-13 22:11:54.516000,L8,,308.37,,,,,,,,,
2025-04-11 22:11:41.675000,L9,,316.40,,,,,,,,,
2025-08-01 22:11:42.925000,L9,,306.06,,,,,,,,,
2025-09-19 22:05:51.369000,L8,,314.11,,,,,,,,,
2025-11-05 22:12:10.440000,L9,,320.16,285.24,,,,,,,,
2025-11-06 22:06:19.899000,L8,,303.03,,,,,,,,,
