dates,nzd0167-0000,nzd0167-0001,nzd0167-0002,nzd0167-0008,nzd0167-0009,nzd0167-0010,nzd0167-0004,nzd0167-0005,nzd0167-0006,nzd0167-0007,nzd0167-0003,satname
1999-12-25 21:58:52+00:00,,338.92,,,,,,,,,,L7
2002-01-22 22:00:40+00:00,,310.95,287.45,,,,,,,,286.42,L7
2003-01-25 22:00:18+00:00,,313.17,287.21,,,,,,,,,L7
2003-09-30 21:49:30+00:00,,328.34,294.24,,,,,,,,,L5
2003-10-25 21:44:04+00:00,,331.96,301.66499999999996,,,,,,,,321.96,L5
2003-11-17 21:50:09+00:00,,326.32666666666665,298.74666666666667,,,,,,,,321.96,L5
2005-01-15 21:52:09+00:00,,333.25,287.06,,,,,,,,,L5
2005-01-22 21:58:02+00:00,,331.725,287.06,,,,,,,,,L5
2005-03-11 21:58:44+00:00,,324.02,287.06,,,,,,,,,L5
2005-11-22 22:00:23+00:00,,314.74,,,,,,,,,,L5
2006-02-19 21:56:39+00:00,,308.515,,,,,,,,,,L5
2007-02-13 22:06:47+00:00,,304.99,,,,,,,,,,L5
2007-09-25 22:04:48+00:00,326.35,344.83,303.46,314.67,310.6,326.32,,,,,,L5
2009-11-26 21:56:28+00:00,,326.93,,,,,,,,,,L5
2010-02-21 22:02:44+00:00,,321.595,,,,,,,,,,L5
2010-10-28 21:55:51+00:00,,330.19,,,,,,,,,,L5
2011-01-07 22:01:44+00:00,,329.4,,,,,,,,,,L5
2013-05-20 22:13:50+00:00,,313.1,,,,,,,,,,L8
2013-11-05 22:07:46+00:00,,315.09000000000003,,,,,,,,,,L8
2013-11-21 22:07:37+00:00,,308.45,,,,,,,,,,L8
2013-12-14 22:13:21+00:00,,308.96999999999997,,,,,,,,,,L8
2014-11-08 22:06:16+00:00,,300.62,,,,,,,,,,L8
2015-01-02 22:11:50+00:00,,306.73,,,,,,,,,,L8
2016-02-22 22:11:42+00:00,,309.33,,,,,,,,,,L8
2016-04-26 22:11:21+00:00,,306.475,,,,,,,,,,L8
2016-08-16 22:11:53+00:00,,307.40000000000003,,,,,,,,,,L8
2018-09-16 22:05:39+00:00,,311.21,,,,,,,,,,L8
2019-11-06 22:06:24+00:00,,311.17,,,,,,,,,,L8
2020-12-01 22:12:09+00:00,,294.01,,,,,,,,,,L8
2021-02-12 22:06:07+00:00,,300.485,,,,,,,,,,L8
2021-05-03 22:05:32+00:00,,302.3933333333333,,,,,,,,,,L8
2021-11-18 22:12:08+00:00,,307.01,,,,,,,,,,L8
2022-01-21 22:11:59+00:00,,310.475,300.87,,,,,,,,325.83,L8
2022-02-14 22:12:01+00:00,,310.56666666666666,300.87,,,,,,,,325.83,L9
2022-02-15 22:06:06+00:00,,308.4,300.87,,,,,,,,325.83,L8
2022-02-23 22:06:08+00:00,,309.864,300.87,,,,,,,,325.83,L9
2022-03-02 22:11:50+00:00,,309.8383333333333,300.87,,,,,,,,325.83,L9
2023-01-17 22:06:18+00:00,,315.43,,,,,,,,,,L8
2023-02-17 22:12:13+00:00,,314.95000000000005,,,,,,,,,,L9
2023-02-18 22:06:13+00:00,,313.3,,,,,,,,,,L8
2023-03-13 22:11:47+00:00,,313.3825,,,,,,,,,,L8
2023-03-14 22:06:11+00:00,,313.784,,,,,,,,,,L9
2023-06-09 22:11:12+00:00,,312.91333333333336,,,,,,,,,,L9
2023-12-19 22:05:51+00:00,,316.51,,,,,,,,,,L8
2024-01-12 22:06:18+00:00,,313.1,,,,,,,,,,L9
2024-04-08 22:11:47+00:00,,313.23,,,,,,,,,,L9
2024-05-10 22:11:24+00:00,,311.68,,,,,,,,,,L9
2024-11-11 22:06:03+00:00,,317.23,286.11,,,,,,,,,L9
2025-01-13 22:11:54+00:00,,312.8,286.11,,,,,,,,,L8
2025-04-11 22:11:41+00:00,,314.0,286.11,,,,,,,,,L9
2025-08-01 22:11:42+00:00,,311.23,,,,,,,,,,L9
2025-09-19 22:05:51+00:00,,312.19,,,,,,,,,,L8
2025-11-05 22:12:10+00:00,,313.4433333333333,285.24,,,,,,,,,L9
2025-11-06 22:06:19+00:00,,310.84000000000003,285.24,,,,,,,,,L8
