dates,nzd0065-0000,nzd0065-0001,nzd0065-0002,nzd0065-0003,nzd0065-0004,nzd0065-0005,nzd0065-0006,nzd0065-0007,nzd0065-0008,nzd0065-0010,nzd0065-0011,nzd0065-0012,nzd0065-0013,nzd0065-0014,nzd0065-0015,nzd0065-0019,nzd0065-0020,nzd0065-0021,nzd0065-0022,nzd0065-0016,nzd0065-0017,nzd0065-0018,nzd0065-0023,nzd0065-0024,nzd0065-0025,nzd0065-0026,nzd0065-0009,satname
1999-10-04 22:10:38+00:00,,333.75,319.93,300.32,296.85,288.1,285.07,273.57,157.98,286.36,268.26,269.53,269.32,261.22,,,,,,,,,,,,,259.62,L7
2002-03-18 22:06:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,284.34,,L7
2003-01-16 22:06:02+00:00,333.08,328.02,330.74,340.67,314.85,309.41,298.03,292.45,,284.2,280.74,275.16,274.41,266.47,,,,236.75,276.28,,,,,,,,,L7
2003-03-21 22:06:15+00:00,331.985,328.05499999999995,329.565,340.67,314.85,309.41,298.03,292.45,,284.2,280.74,275.16,274.41,266.47,,,,236.75,276.28,,,,,274.55,,,,L7
2003-04-22 22:06:19+00:00,331.985,328.05499999999995,329.565,340.67,314.85,309.41,298.03,292.45,,284.2,280.74,275.16,274.41,266.47,238.01,236.06,240.82,232.875,279.18499999999995,244.62,230.82,239.73,295.07,274.55,,,,L7
2003-12-26 21:56:18+00:00,,,,,,,,,,,,234.33,252.29,260.39,266.64,248.56,252.22,258.72,265.11,271.4,249.59,245.05,,,,,,L5
2004-04-16 21:57:19+00:00,,,,,,,,,,,,234.33,248.435,252.7,257.865,249.025,253.935,255.35500000000002,260.19,264.67999999999995,240.515,242.5,,,,258.58,,L5
2005-01-13 22:03:41+00:00,,,,,,,,,,,,218.46,246.13,256.46,265.14,267.23,270.7,268.72,270.59,270.49,256.7,258.74,,,,,,L5
2005-04-03 22:04:40+00:00,,,,,,,,,,,,236.32999999999998,255.075,258.66499999999996,265.225,262.52,267.51,268.17,269.965,270.49,254.49,258.83000000000004,,,,,,L5
2005-08-25 22:05:41+00:00,,,,,,,,,,,,237.95999999999998,254.475,255.59,260.495,259.94,265.76,268.675,270.03499999999997,254.64,246.435,256.04,,,,,,L5
2006-04-06 22:09:08+00:00,,,,,,,,,,,,211.57,246.97,248.21,256.08,261.24,259.85,264.4,267.3,259.51,246.32,249.75,,,,,,L5
2006-08-28 22:11:11+00:00,,,,,,,,,,,,211.57,246.97,248.21,242.55,247.22,246.235,247.96999999999997,267.3,249.565,236.49,237.4,,,,,,L5
2006-09-13 22:11:23+00:00,,,,,,,,,,,,211.57,252.075,251.37,249.44333333333336,252.83,253.31000000000003,253.39666666666665,266.135,255.32333333333335,242.16666666666666,244.57666666666668,,,,,,L5
2010-02-12 22:08:30+00:00,,,,,,,,,,,,,234.49,243.7,251.71,252.82,257.12,257.53,255.81,253.16,234.71,247.84,,,,277.32,,L5
2010-11-27 22:07:24+00:00,,,,,,,,,,,,,241.83,250.26,260.31,256.6,257.93,260.73,260.57,267.25,239.47,246.27,,,,,,L5
2013-11-03 22:19:44+00:00,,,,,,,,,,,,,,227.39,240.26,247.82,252.88,249.69,240.9,243.88,234.08,237.8,,,,,,L8
2014-03-27 22:17:50+00:00,,280.17,278.88,281.03,273.02,259.57,262.58,230.59,,198.84,225.58,237.81,,227.39,240.26,247.82,252.88,249.69,240.9,243.88,234.08,237.8,,,,,170.72,L8
2014-04-12 22:18:01+00:00,,280.17,278.88,281.03,273.02,259.57,262.58,230.59,,202.155,222.13,238.255,,227.39,240.26,247.82,252.88,249.69,240.9,243.88,234.08,237.8,,,,,147.055,L8
2015-02-26 22:17:23+00:00,,,,,,,,,,210.7,225.14,237.2,,225.56,240.49,247.12,251.19,240.28,240.24,242.55,228.74,235.25,240.95,,,,114.54,L8
2017-01-30 22:17:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,267.04,,L8
2018-02-02 22:17:51+00:00,,,,,,,,,,,,,,,245.03,253.67,247.84,239.18,244.24,247.61,228.94,236.97,,,,,,L8
2019-11-04 22:18:22+00:00,,,,,,,,,,,,,,226.98,235.91,245.66,244.22,237.84,287.56,241.03,226.9,232.91,,,,,,L8
2020-01-07 22:18:11+00:00,,,,,,,,,,,,,,226.98,235.91,244.59,239.735,238.41500000000002,287.56,241.03,226.9,229.165,,,,,,L8
2020-02-24 22:17:59+00:00,,,,,,,,,,,,,,226.98,235.91,244.59,239.735,238.41500000000002,287.56,241.03,226.9,229.165,,,,249.53,,L8
2022-01-04 22:17:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,264.93,,L9
2022-01-20 22:17:51+00:00,,,,,,,,,,,,,,,,233.93,234.59,225.06,288.6,,,223.74,,,,270.91499999999996,,L9
2023-01-07 22:18:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,288.89,,L9
2023-03-04 22:18:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,281.405,,L8
2023-04-13 22:17:51+00:00,,,,,,,,,,,,,,,,235.08,240.53,231.25,280.66,,223.09,243.68,,,,281.405,,L9
2023-11-15 22:18:11+00:00,,,,,,,,,,,,,,,,240.71,240.02,233.88,,235.91,230.34,244.34,,,,,,L8
2023-12-01 22:17:46+00:00,,,,,,,,,,,,,,,,238.005,238.405,232.39499999999998,274.49,235.91,230.34,239.4,,,,,,L8
