dates,satname,nzd0065-0000,nzd0065-0001,nzd0065-0002,nzd0065-0003,nzd0065-0004,nzd0065-0005,nzd0065-0006,nzd0065-0007,nzd0065-0008,nzd0065-0010,nzd0065-0011,nzd0065-0012,nzd0065-0013,nzd0065-0014,nzd0065-0015,nzd0065-0019,nzd0065-0020,nzd0065-0021,nzd0065-0022,nzd0065-0016,nzd0065-0017,nzd0065-0018,nzd0065-0023,nzd0065-0024,nzd0065-0025,nzd0065-0026,nzd0065-0009
1999-10-04 22:10:38.131000,L7,,333.75,319.93,300.32,296.85,288.10,285.07,273.57,157.98,286.36,268.26,269.53,269.32,261.22,,,,,,,,,,,,,259.62
2002-03-18 22:06:22.131000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,284.34,
2003-01-16 22:06:02.914000,L7,333.08,328.02,330.74,340.67,314.85,309.41,298.03,292.45,127.57,284.20,280.74,275.16,274.41,266.47,282.97,283.97,282.37,236.75,276.28,,,,,,,,
2003-03-21 22:06:15.912000,L7,330.89,328.09,328.39,322.04,321.15,312.94,306.85,297.39,,,328.42,309.10,276.72,294.44,238.92,241.43,242.39,237.11,281.02,242.73,229.91,249.30,288.34,274.55,,,
2003-04-22 22:06:19.091000,L7,,,,,,,,,,,,,,,238.01,236.06,240.82,229.00,282.09,244.62,230.82,239.73,295.07,354.43,,,
2003-12-26 21:56:18.593000,L5,,,,,,,,,,,,234.33,252.29,260.39,266.64,248.56,252.22,258.72,265.11,271.40,249.59,245.05,,,,,
2004-04-16 21:57:19.749000,L5,,,,,,,,,,,,,244.58,245.01,249.09,249.49,255.65,251.99,255.27,257.96,231.44,239.95,,,,258.58,
2005-01-13 22:03:41.143000,L5,,,,,,,,,,,,218.46,246.13,256.46,265.14,267.23,270.70,268.72,270.59,270.49,256.70,258.74,,,,,
2005-04-03 22:04:40.528000,L5,,,,,,,,,,,,254.20,264.02,260.87,265.31,257.81,264.32,267.62,269.34,273.22,252.28,258.92,,,,,
2005-08-25 22:05:41.221000,L5,,,,,,,,,,,,221.72,244.93,250.31,255.68,262.07,267.20,269.73,270.73,254.64,240.59,253.16,,,,,
2005-09-26 22:05:42.687000,L5,,,,,,,,,,,,,249.44,252.45,260.68,255.59,260.17,260.12,262.43,264.45,244.08,247.78,,,,,
2006-04-06 22:09:08.139000,L5,,,,,,,,,,,,211.57,246.97,248.21,256.08,261.24,259.85,264.40,267.30,259.51,246.32,249.75,,,,,
2006-08-28 22:11:11.674000,L5,,,,,,,,,,,,,,,229.02,233.20,232.62,231.54,,239.62,226.66,225.05,,,,,
2006-09-13 22:11:23.474000,L5,,,,,,,,,,,,,257.18,254.53,263.23,264.05,267.46,264.25,264.97,266.84,253.52,258.93,,,,,
2006-09-29 22:11:34.525000,L5,,,,,,,,,,,,221.37,245.77,252.93,261.79,261.97,266.67,269.53,269.17,261.67,248.49,254.58,,,,,
2007-01-03 22:12:49.248000,L5,,,,,,,,,,,,223.93,293.66,308.66,305.79,311.99,314.91,319.25,315.74,312.60,314.25,300.72,318.63,241.41,,,
