dates,satname,nzd0436-0000,nzd0436-0001,nzd0436-0002,nzd0436-0005,nzd0436-0006,nzd0436-0007,nzd0436-0008,nzd0436-0003,nzd0436-0004,nzd0436-0009
2014-12-24 22:20:05.791000,L8,288.13,271.43,261.26,259.08,261.00,266.92,286.34,262.85,258.17,276.98
2014-12-31 22:26:11.523000,L8,296.79,276.40,265.05,268.22,280.43,268.76,291.00,270.32,270.90,271.87
2015-02-10 22:19:50.748000,L8,293.36,273.81,271.67,262.26,271.10,268.27,288.89,267.47,269.30,293.33
2015-02-17 22:25:59.091000,L8,288.08,271.28,263.41,256.77,263.25,265.67,283.93,264.23,266.50,284.92
2015-02-26 22:19:46.745000,L8,288.34,268.98,256.26,262.61,237.67,262.32,284.33,240.52,254.07,277.50
2015-03-14 22:19:35.284000,L8,,,,,,260.98,167.06,,,293.04
2015-04-15 22:19:22.587000,L8,300.13,281.23,275.38,261.20,271.03,272.87,288.79,271.70,271.28,303.42
2015-05-01 22:19:12.426000,L8,294.23,280.96,267.80,251.99,262.63,269.18,284.94,268.59,211.70,289.78
2015-05-24 22:25:14.229000,L8,295.90,286.19,263.13,260.58,269.76,271.68,287.10,276.68,269.78,287.39
2015-08-21 22:19:45.276000,L8,298.61,284.94,274.87,266.87,269.99,276.30,288.94,275.83,271.90,294.35
2015-09-06 22:19:50.737000,L8,291.47,278.38,262.51,261.07,265.10,268.99,285.51,270.08,265.54,280.43
2015-09-13 22:26:05.653000,L8,306.71,280.16,276.85,266.38,273.48,273.64,297.57,274.79,273.17,319.27
2015-12-27 22:20:07.153000,L8,,,,208.97,262.38,265.64,288.16,,250.66,285.30
2016-01-03 22:26:15.584000,L8,285.44,269.67,259.29,262.57,262.78,262.97,282.31,264.38,263.47,279.75
2016-02-13 22:19:56.477000,L8,293.81,275.87,263.51,266.40,270.60,271.28,288.68,268.76,270.31,284.82
2016-02-20 22:26:03.799000,L8,288.60,270.58,268.73,260.49,271.53,266.45,286.13,268.54,272.09,282.67
2016-02-29 22:19:53.146000,L8,291.51,274.30,268.75,262.78,268.91,276.46,288.03,266.56,265.98,288.75
2016-03-07 22:26:02.901000,L8,292.37,267.70,273.72,257.51,267.01,266.81,280.49,265.71,262.10,291.40
2016-03-16 22:19:48.512000,L8,292.65,273.61,266.35,260.46,268.27,273.22,285.36,265.59,269.74,285.22
2016-04-17 22:19:33.425000,L8,287.73,273.80,256.35,253.70,264.84,269.18,288.65,263.85,265.29,280.27
2016-04-24 22:25:40.542000,L8,293.43,279.30,266.79,266.61,270.51,274.52,288.09,274.47,268.85,284.57
2016-09-08 22:20:12.615000,L8,292.63,277.17,265.54,259.51,269.18,273.13,287.05,265.16,270.75,304.12
2016-11-18 22:26:30.748000,L8,286.24,269.12,254.32,270.62,270.49,276.96,289.42,223.86,269.78,306.09
2016-12-04 22:26:29.548000,L8,290.74,273.58,267.59,256.93,254.18,262.09,287.55,263.55,263.68,295.17
2017-02-15 22:19:55.596000,L8,296.22,277.16,272.01,267.57,275.78,274.25,293.80,268.17,270.82,301.37
2017-04-20 22:19:23.200000,L8,292.70,280.60,258.04,260.31,266.44,273.69,288.18,269.32,262.23,292.59
2017-09-02 22:26:16.853000,L8,293.12,275.00,262.08,266.96,260.93,,,199.56,272.68,
2017-09-18 22:26:19.014000,L8,294.72,280.37,260.23,266.02,269.23,280.76,298.12,268.35,269.00,305.37
2017-11-05 22:26:27.533000,L8,292.12,278.76,263.18,267.01,270.22,274.21,295.58,270.40,269.41,294.64
2017-11-30 22:20:08.264000,L8,293.28,278.42,268.01,269.54,270.81,275.05,291.31,270.62,268.97,301.78
2018-02-02 22:19:51.630000,L8,297.57,276.54,271.56,271.60,277.08,283.16,296.49,273.07,271.52,316.31
2018-02-25 22:25:54.146000,L8,298.27,274.38,276.78,267.48,272.51,276.06,295.02,268.27,273.21,299.44
2018-03-06 22:19:38.520000,L8,295.73,279.02,274.96,263.96,273.05,275.41,297.08,269.76,272.73,307.39
2018-04-30 22:25:20.430000,L8,301.11,279.43,262.01,257.40,263.41,269.84,298.64,267.53,267.09,289.50
2018-05-16 22:25:09.912000,L8,296.14,280.76,260.30,216.80,266.16,268.46,297.20,266.26,271.46,283.46
2018-07-28 22:19:15.360000,L8,287.69,277.68,250.27,257.19,261.98,287.52,289.05,265.36,264.87,290.70
2018-08-20 22:25:39.037000,L8,243.28,206.02,231.23,250.03,261.04,262.58,283.69,255.08,256.09,275.42
2018-08-29 22:19:32.027000,L8,289.88,279.11,260.66,258.58,248.73,266.66,264.35,265.78,270.03,
2018-10-07 22:25:57.862000,L8,293.18,279.84,264.99,266.84,272.21,275.11,290.71,266.77,269.50,294.35
2018-12-26 22:26:02.982000,L8,286.25,269.08,260.25,251.73,234.95,265.19,283.94,256.76,252.04,280.86
2019-01-11 22:26:01.243000,L8,298.41,280.84,280.00,272.05,278.53,278.57,290.83,273.55,273.19,306.34
2019-02-05 22:19:45.318000,L8,294.05,274.17,265.12,262.75,270.42,273.62,289.57,266.54,261.01,283.11
2019-02-28 22:25:51.358000,L8,293.07,273.03,270.44,262.07,272.95,274.28,287.79,266.33,266.59,281.10
2019-04-01 22:25:42.620000,L8,290.78,268.76,256.43,255.23,268.19,264.91,283.17,263.25,264.73,275.21
2019-04-17 22:25:36.915000,L8,288.95,268.27,249.64,252.34,264.10,267.98,283.19,262.63,259.12,272.87
2019-05-12 22:19:32.441000,L8,322.77,310.08,299.23,289.67,293.20,298.50,335.22,302.63,293.99,337.34
2019-07-31 22:20:02.646000,L8,305.22,277.01,,,,269.08,275.12,,,279.35
2019-08-23 22:26:20.734000,L8,290.29,272.32,260.11,250.60,262.36,269.95,282.74,264.74,264.70,278.35
2019-09-01 22:20:11.708000,L8,294.46,277.92,258.15,262.95,270.80,273.29,288.09,264.07,261.59,284.60
2019-09-08 22:26:24.429000,L8,289.89,270.42,256.17,260.50,271.14,270.22,285.79,256.16,265.95,280.34
2019-09-17 22:20:17.064000,L8,290.41,273.54,257.54,258.82,270.01,274.01,286.52,261.15,261.09,284.72
2019-11-11 22:26:31.992000,L8,296.97,269.45,262.51,260.19,268.54,271.96,286.29,253.78,266.96,288.21
2019-12-22 22:20:15.572000,L8,293.87,269.63,260.62,259.92,267.33,271.02,289.04,264.61,263.03,279.32
2020-02-08 22:20:02.656000,L8,294.56,277.76,257.53,,,,,,,
2020-02-24 22:19:58.916000,L8,296.42,275.78,267.86,265.73,275.06,273.00,288.38,266.89,270.03,297.79
2020-03-11 22:19:52.609000,L8,293.37,276.59,265.67,,,273.16,284.96,,,295.62
2020-08-25 22:26:16.815000,L8,280.57,,,,238.01,261.20,266.35,,,
2020-09-10 22:26:23.660000,L8,294.07,282.33,268.15,268.16,273.70,274.49,235.22,271.34,266.81,241.12
2020-10-21 22:20:19.635000,L8,285.82,271.77,255.05,255.91,263.46,266.26,284.76,238.81,259.99,280.76
2021-02-17 22:26:14.043000,L8,291.01,274.65,262.89,267.07,274.20,266.97,286.54,266.07,270.45,280.78
2021-03-30 22:19:46.369000,L8,296.04,280.59,273.03,264.32,275.55,274.13,287.12,270.51,270.29,288.09
2021-05-17 22:19:36.460000,L8,245.88,213.02,249.87,183.87,265.01,275.18,283.58,270.18,261.92,
2021-08-12 22:26:18.451000,L8,296.47,279.03,262.28,258.66,270.42,274.36,282.90,271.32,267.87,284.18
2021-09-13 22:26:27.233000,L8,284.71,273.35,256.83,256.17,262.53,266.51,281.77,262.09,263.84,276.30
2021-09-22 22:20:17.465000,L8,,,211.46,264.37,278.58,274.05,274.66,263.35,266.83,277.18
2021-09-29 22:26:31.350000,L8,293.76,275.84,262.25,265.73,274.40,277.34,287.36,268.28,269.20,290.43
2021-10-08 22:20:23.573000,L8,290.41,275.66,258.95,261.01,269.31,273.09,286.43,264.61,266.36,283.12
2021-10-31 22:26:35.918000,L8,290.72,275.49,264.10,263.98,271.19,274.88,286.68,266.59,267.20,292.86
2021-11-21 22:22:10.853000,L9,296.15,277.07,273.63,265.99,277.00,275.71,292.71,272.24,273.90,294.45
2021-12-11 22:20:20.735000,L8,297.14,281.72,271.53,270.51,276.49,275.97,292.92,274.79,271.11,295.77
2022-01-11 22:26:24.727000,L9,296.63,279.97,274.40,272.82,278.29,284.34,293.88,275.30,273.14,302.54
2022-01-12 22:20:13.302000,L8,297.82,282.13,272.96,271.05,278.52,277.08,292.64,273.75,270.63,295.26
2022-01-19 22:26:22.128000,L8,291.06,274.97,263.19,266.06,270.55,275.47,290.95,269.49,268.52,284.19
2022-01-20 22:20:15.352000,L9,291.67,275.54,267.29,264.80,274.10,275.41,290.38,266.73,265.72,288.05
2022-01-27 22:26:26.928000,L9,296.35,278.49,271.23,269.88,277.14,277.30,289.46,272.02,271.71,303.41
2022-01-28 22:20:07.765000,L8,291.71,272.68,263.03,258.30,273.13,272.47,288.14,265.36,264.70,284.51
2022-02-13 22:20:04.573000,L8,298.11,281.69,275.87,270.58,277.39,278.05,294.09,274.31,271.59,306.39
2022-02-20 22:26:12.023000,L8,296.71,281.09,275.28,267.73,276.00,276.85,293.25,273.47,271.30,301.98
2022-03-01 22:20:00.590000,L8,294.33,273.32,264.84,265.22,273.33,272.96,286.50,266.57,269.86,284.65
2022-03-08 22:26:09.497000,L8,281.17,271.32,263.87,223.04,244.88,213.74,178.05,217.54,215.18,179.26
2022-03-09 22:20:01.331000,L9,292.87,280.54,272.72,257.04,275.35,272.84,285.65,272.44,270.51,299.39
2022-03-16 22:26:11.067000,L9,292.87,278.18,268.51,265.91,276.24,274.93,288.30,270.54,270.11,285.81
2022-03-17 22:19:53.789000,L8,289.15,275.08,259.49,256.09,264.74,271.86,287.73,263.48,260.15,281.07
2022-03-24 22:25:59.048000,L8,289.31,273.77,261.15,257.73,271.93,269.51,284.41,265.79,265.07,284.62
2022-03-25 22:19:56.534000,L9,289.17,275.41,260.79,255.34,263.53,267.69,284.98,263.38,268.25,281.77
2022-04-01 22:26:07.074000,L9,293.86,273.49,269.08,260.31,269.78,270.73,286.39,266.93,270.36,287.75
2022-04-02 22:19:43.573000,L8,291.23,281.62,261.99,258.63,268.92,273.70,286.44,268.25,270.56,288.99
2022-04-17 22:25:58.828000,L9,296.37,281.13,267.73,263.64,268.25,274.50,284.84,269.90,267.64,291.08
2022-04-26 22:19:44.760000,L9,288.90,278.64,256.05,,260.50,272.95,284.79,263.16,261.56,281.55
2022-09-08 22:26:23.531000,L9,292.31,277.71,265.44,268.41,268.31,274.93,288.27,270.27,269.10,287.06
2022-09-09 22:20:35.372000,L8,294.43,279.50,266.19,269.79,276.74,272.29,289.27,272.41,272.79,299.89
2022-10-02 22:26:47.853000,L8,291.01,275.79,266.88,267.39,274.08,274.14,285.11,269.18,270.24,283.58
2022-10-10 22:26:34.391000,L9,287.31,272.40,257.63,259.92,268.88,270.31,287.59,258.41,268.22,285.85
2022-10-18 22:26:43.860000,L8,292.81,272.46,261.75,266.43,274.43,271.21,287.08,263.74,269.51,289.01
2022-11-04 22:20:24.254000,L9,286.79,271.82,255.84,259.13,264.47,269.68,283.10,234.98,265.43,284.85
2022-12-21 22:26:33.383000,L8,294.48,273.33,272.92,268.72,276.89,274.81,291.58,270.16,271.87,291.39
2022-12-22 22:20:23.268000,L9,289.79,268.61,260.97,265.75,271.07,268.92,286.24,242.73,268.51,279.99
2022-12-30 22:20:24.536000,L8,292.64,268.98,269.68,264.23,275.04,266.20,287.72,264.56,269.90,282.24
2023-01-07 22:20:26.525000,L9,298.06,281.94,279.01,272.67,279.33,281.68,297.83,275.16,273.81,303.54
2023-01-14 22:26:33.640000,L9,294.56,273.28,267.03,267.14,239.90,242.92,174.85,264.00,262.81,
2023-01-15 22:20:17.720000,L8,290.54,268.90,264.75,264.64,272.42,269.88,286.83,262.27,268.84,278.88
2023-01-22 22:26:31.057000,L8,292.05,274.52,272.92,268.87,276.78,274.54,291.14,271.42,270.82,295.64
2023-01-23 22:20:20.544000,L9,286.00,267.76,259.75,257.86,262.12,272.12,287.15,170.44,260.92,281.94
2023-02-08 22:20:30.253000,L9,296.56,276.41,273.56,270.58,278.05,276.96,292.85,270.78,273.89,317.20
2023-02-15 22:26:37.292000,L9,290.18,268.63,269.21,260.08,269.04,271.46,286.00,263.20,266.78,279.51
2023-02-16 22:20:13.766000,L8,287.66,265.17,251.32,256.83,223.68,261.82,282.68,220.82,255.24,273.86
2023-02-23 22:26:14.985000,L8,295.52,279.15,272.46,270.97,277.25,280.22,293.84,274.07,271.61,306.00
2023-02-24 22:20:15.533000,L9,298.88,277.40,274.82,271.83,279.41,277.29,294.19,273.06,273.41,304.59
2023-03-03 22:26:24.521000,L9,286.92,264.34,256.32,255.75,265.79,264.16,281.91,237.34,268.44,280.22
2023-03-12 22:20:08.489000,L9,287.24,273.17,259.15,257.02,266.67,272.09,283.89,251.86,268.22,284.61
2023-03-27 22:25:59.465000,L8,285.54,273.36,260.87,256.89,265.49,269.02,282.06,264.78,267.02,287.30
2023-03-28 22:19:57.226000,L9,289.96,275.43,268.17,261.16,273.39,273.63,286.21,265.96,269.35,293.73
2023-04-13 22:19:50.783000,L9,293.06,277.76,264.83,259.96,270.38,268.84,284.57,264.24,268.04,280.32
2023-05-14 22:25:26.945000,L8,,,,,238.66,263.05,277.43,,,274.15
2023-05-23 22:19:17.699000,L8,,,,,229.04,268.13,281.36,,,273.31
2023-08-02 22:26:01.505000,L8,295.04,276.72,261.12,254.62,260.08,268.93,283.43,264.19,271.32,278.41
2023-08-26 22:26:04.475000,L9,290.19,276.20,259.14,261.85,270.35,269.91,282.95,239.47,268.86,283.10
2023-08-27 22:19:59.676000,L8,288.81,275.18,258.46,255.19,261.73,269.80,283.15,257.86,267.60,275.30
2023-09-03 22:26:09.141000,L8,287.90,273.27,255.98,259.42,265.22,271.18,283.77,259.31,265.99,282.93
2023-10-06 22:20:06.973000,L9,280.18,261.35,247.40,253.43,230.83,263.30,281.41,226.29,260.56,271.74
2023-10-21 22:26:20.084000,L8,289.19,270.22,261.95,262.25,269.02,273.15,283.13,257.21,268.63,285.18
2023-10-29 22:26:21.224000,L9,286.11,264.59,254.57,259.14,260.30,267.81,283.89,245.03,264.80,281.46
2023-10-30 22:20:12.688000,L8,,,,263.17,240.64,266.60,282.59,232.14,265.75,273.68
2023-11-06 22:26:20.628000,L8,288.54,264.58,259.75,260.44,264.50,266.28,282.35,250.62,268.69,275.22
2023-11-23 22:20:17.141000,L9,291.69,271.50,268.73,266.50,271.32,274.15,286.00,264.70,269.38,279.85
2023-11-30 22:26:28.621000,L9,285.44,264.06,261.26,263.10,237.73,263.28,281.94,255.59,268.22,274.36
2023-12-09 22:20:14.489000,L9,285.64,264.96,263.22,258.46,263.85,270.33,285.14,232.10,265.56,281.56
2023-12-17 22:20:12.171000,L8,291.70,272.52,269.57,266.02,273.38,272.96,286.44,265.22,268.85,285.11
2024-01-26 22:20:14.221000,L9,287.08,267.77,259.93,261.20,268.92,273.06,287.92,224.13,268.42,289.94
2024-02-02 22:26:28.722000,L9,286.81,269.30,261.12,266.13,247.47,269.06,282.80,265.85,269.15,282.03
2024-02-10 22:26:16.362000,L8,277.15,265.51,249.09,255.01,215.98,265.65,281.13,218.42,253.32,271.41
2024-02-19 22:20:03.384000,L8,287.67,269.54,255.71,258.05,265.98,274.38,284.18,262.99,262.84,278.08
2024-02-27 22:20:07.716000,L9,294.28,273.80,266.74,262.22,269.16,275.90,285.15,265.49,268.41,304.06
2024-03-21 22:26:18.428000,L9,286.41,273.29,256.21,261.17,267.39,274.06,283.94,263.34,260.74,284.90
2024-03-22 22:19:42.401000,L8,299.79,278.39,256.86,,241.74,273.24,283.47,265.76,255.13,281.31
2024-03-29 22:25:46.458000,L8,286.44,274.51,258.03,259.53,269.31,273.94,282.14,266.47,261.76,292.53
2024-04-07 22:19:35.570000,L8,290.79,276.45,253.86,252.44,263.88,272.74,283.31,264.91,260.97,281.69
2024-04-22 22:25:49.613000,L9,307.78,295.26,257.07,223.78,266.14,272.11,197.37,231.72,252.10,
2024-05-08 22:25:46.666000,L9,286.48,293.23,286.19,254.56,262.34,272.22,275.75,267.28,270.53,281.87
2024-05-24 22:25:35.582000,L9,297.30,279.70,239.24,194.36,260.94,203.94,283.03,274.20,269.40,276.73
2024-08-05 22:19:30.401000,L9,286.53,272.84,,,,,,,,
2024-08-13 22:19:38.484000,L8,,,,,,262.93,271.79,,,271.93
2024-11-17 22:20:02.598000,L8,284.93,269.66,254.84,260.42,264.08,272.73,283.09,249.73,261.90,282.58
2024-12-18 22:26:19.938000,L9,290.39,276.49,268.60,270.15,278.23,277.88,288.04,271.04,270.39,296.37
2024-12-26 22:26:13.117000,L8,288.32,271.70,258.45,265.10,274.08,274.69,284.41,265.31,264.51,286.11
2024-12-27 22:20:09.787000,L9,,,,262.76,274.18,274.30,286.07,232.32,267.09,288.95
2025-01-03 22:26:15.249000,L9,287.04,268.97,259.94,262.70,272.47,272.03,286.07,259.24,268.58,287.46
2025-01-04 22:20:02.767000,L8,294.25,274.11,265.79,268.60,276.90,275.94,289.45,267.52,269.04,297.59
2025-01-11 22:26:16.066000,L8,286.43,268.42,259.21,259.60,270.37,272.45,285.79,259.94,264.70,286.48
2025-01-12 22:20:09.312000,L9,286.46,270.05,254.53,261.31,268.18,272.75,282.29,228.63,262.47,228.74
2025-01-19 22:26:22.997000,L9,287.57,275.27,259.23,265.82,275.05,275.29,285.01,265.71,267.48,303.20
2025-01-20 22:20:01.302000,L8,285.48,264.40,257.58,259.09,270.57,272.27,282.70,255.82,265.38,275.42
2025-01-27 22:26:12.664000,L8,296.11,271.32,254.63,257.24,268.01,270.30,284.25,239.67,260.71,287.52
2025-02-13 22:20:10.653000,L9,286.22,270.09,257.51,262.39,275.03,272.95,282.77,262.55,267.01,280.19
2025-02-21 22:19:55.138000,L8,289.78,272.46,256.29,265.93,272.86,273.09,284.63,247.75,263.54,298.16
2025-03-08 22:26:14.458000,L9,286.91,274.09,256.87,263.99,270.71,274.39,283.76,264.69,263.71,284.42
2025-03-24 22:26:03.112000,L9,287.18,273.44,261.65,266.54,272.12,276.31,285.19,268.65,264.41,294.67
2025-03-25 22:19:39.831000,L8,285.67,272.25,256.58,258.23,268.93,273.02,283.31,262.40,263.93,291.71
2025-04-09 22:26:02.899000,L9,292.17,280.00,261.42,269.31,272.64,275.08,287.12,272.09,271.87,293.05
2025-04-25 22:25:53.879000,L9,297.29,285.77,272.12,271.72,277.11,277.20,291.28,276.33,275.64,311.54
2025-05-03 22:25:34.866000,L8,246.86,209.17,255.50,257.94,264.62,273.08,277.80,269.30,265.23,291.03
2025-05-04 22:19:41.408000,L9,295.51,280.96,260.23,261.81,268.36,275.01,283.69,273.40,271.86,299.77
2025-07-30 22:26:03.222000,L9,291.55,282.73,251.14,254.31,261.42,267.48,276.69,270.36,265.36,284.17
2025-07-31 22:19:53.675000,L8,288.57,281.85,253.70,224.45,239.21,270.89,278.52,268.11,269.19,288.49
2025-08-07 22:26:09.817000,L8,296.19,282.17,256.37,257.58,263.81,275.08,281.54,269.05,264.09,291.22
2025-08-08 22:20:00.257000,L9,293.02,283.33,259.79,263.84,268.24,274.80,285.67,273.17,269.12,287.64
