dates,nzd0341-0000,nzd0341-0001,nzd0341-0002,nzd0341-0003,nzd0341-0004,nzd0341-0005,nzd0341-0006,nzd0341-0018,nzd0341-0019,nzd0341-0020,nzd0341-0021,nzd0341-0022,nzd0341-0023,nzd0341-0024,nzd0341-0025,nzd0341-0026,nzd0341-0027,nzd0341-0028,nzd0341-0029,nzd0341-0030,nzd0341-0031,nzd0341-0032,nzd0341-0033,nzd0341-0034,nzd0341-0035,nzd0341-0036,nzd0341-0037,nzd0341-0038,nzd0341-0039,nzd0341-0040,nzd0341-0041,nzd0341-0042,nzd0341-0043,nzd0341-0044,nzd0341-0014,nzd0341-0015,nzd0341-0016,nzd0341-0017,nzd0341-0008,nzd0341-0009,nzd0341-0010,nzd0341-0011,nzd0341-0012,nzd0341-0013,nzd0341-0007,satname
2001-05-22 21:44:42+00:00,331.72,332.59,,,,,,,,,275.99,293.07500000000005,276.585,272.52,287.28999999999996,291.0,312.93,326.105,304.665,300.87,302.92999999999995,310.19,299.01,,304.47,307.2,309.91,257.125,281.2,284.74,285.61,,322.18,321.05,336.29,273.81,298.55,279.52,333.38,,,324.70000000000005,331.54499999999996,354.16,327.66,L7
2001-07-25 21:44:06+00:00,331.72,332.59,,,,,,,,,275.99,293.07500000000005,276.585,272.52,287.28999999999996,291.0,312.93,325.3833333333334,308.2866666666667,312.82,305.81,310.19,294.16333333333336,,301.92333333333335,307.2,308.98333333333335,268.94666666666666,295.76,296.17,298.81,323.3,322.18,323.20500000000004,,,,279.52,,,,326.47,310.5,,,L7
2001-09-18 21:49:29+00:00,331.72,332.59,,,,,,,,,275.99,293.07500000000005,276.585,272.52,287.28999999999996,291.0,312.93,325.3833333333334,308.2866666666667,312.82,305.81,310.19,294.16333333333336,304.9,301.92333333333335,307.2,308.98333333333335,281.23,308.5466666666667,311.1266666666667,298.81,323.3,322.18,323.20500000000004,,,,279.52,,,,326.47,309.985,327.65,,L7
2002-03-06 21:43:47+00:00,,,,363.74,352.07,,321.02,,,,317.68,,,308.84,324.71,333.57,,339.3,339.04,,,,,304.9,,,,318.08,334.12,341.04,,,,,,,,299.08,,,,,309.47,327.65,,L7
2002-05-09 21:43:40+00:00,,,,363.74,352.07,,321.02,,,,317.68,,,308.84,324.71,333.57,,344.35,339.04,,,,,,,,,,,,,,,,,,288.39,299.08,,,,,,,,L7
2002-07-19 21:49:21+00:00,353.71,,,365.81,347.985,,328.145,,,,317.68,,,308.84,324.71,333.57,,344.35,339.04,,,,,,,,,,,,,,,,355.92,,295.45,299.08,369.18,,,,,,353.95,L7
2002-09-14 21:42:42+00:00,353.71,,,367.88,343.9,,335.27,,,,317.39,316.57,,312.76,317.21,323.94,334.04,339.07,,,,,,,305.08,,,,,,,,,,355.92,,295.45,,359.115,353.31,351.13,366.59,335.93,,353.95,L7
2002-10-16 21:42:36+00:00,353.71,,,367.88,343.9,,323.71,,,,317.39,316.57,,312.76,330.5,323.94,334.04,339.07,,,,,,,305.08,,,,,,,,,,355.92,,295.45,,357.71333333333337,353.31,351.13,366.59,335.93,,346.265,L7
2003-01-11 21:49:02+00:00,353.71,,,367.375,342.965,316.25,326.31333333333333,,,,317.39,316.57,,312.76,330.5,323.94,334.04,334.82,341.4,,,,314.75,,305.08,,,324.45,331.0,,,,,336.51,355.48,,302.51,332.19,354.8025,352.555,354.945,368.59,335.93,372.92,339.92333333333335,L7
2003-01-27 21:49:33+00:00,,,,367.73,352.45,319.52,310.93666666666667,326.91,320.45,323.93,321.66499999999996,316.57,,312.76,330.5,325.65,334.04,335.52666666666664,336.015,,,,308.345,293.72,306.30499999999995,302.94,,315.525,321.85,312.53,,,,336.51,355.04,,,300.425,350.01,352.555,356.58,365.45,335.93,372.92,313.97666666666663,L7
2003-03-16 21:49:46+00:00,,,,367.73,352.45,319.52,312.4225,326.91,320.45,323.93,325.94,,,,343.79,327.36,,338.91999999999996,336.015,,,,308.345,300.305,309.705,309.655,319.95,316.0133333333333,323.65333333333336,317.885,,325.54,334.09,336.51,355.04,,,300.425,341.99333333333334,336.53999999999996,344.10999999999996,364.88,,372.92,314.49,L7
2003-07-23 21:31:26+00:00,336.96,326.68,331.24,349.83,339.065,322.79,303.01000000000005,326.91,320.45,323.93,325.94,,,,,327.36,,336.94,330.63,,,,301.94,300.305,309.705,309.655,319.95,311.79499999999996,305.03666666666663,300.6066666666666,270.87,300.44,303.465,282.39,,,,268.66,325.0,321.28,336.78499999999997,359.17,,,296.07000000000005,L5
2003-07-30 21:37:21+00:00,339.84000000000003,329.91499999999996,332.69,332.14,316.66499999999996,,316.88,,,,,,,,,,,,,,,,,306.89,311.88,316.37,319.95,316.99,292.63333333333327,287.6933333333333,272.985,291.46666666666664,294.80333333333334,283.31,,,,,325.0,321.28,313.72,,,,316.03,L5
2003-08-15 21:37:36+00:00,339.80333333333334,328.46999999999997,331.3966666666667,332.99666666666667,319.52666666666664,,316.88,,,,,,,,,,,,,,,270.26,,306.89,311.88,316.37,319.95,316.99,288.33,285.0325,273.72,287.03,290.22249999999997,283.62333333333333,,,,,325.0,321.28,313.72,,,,316.03,L5
2003-08-24 21:32:00+00:00,339.80333333333334,328.46999999999997,331.3966666666667,332.99666666666667,319.52666666666664,,316.88,,,,,,,,,,,,,,,270.26,,306.89,311.88,316.37,319.95,316.99,288.33,285.0325,273.72,281.18,285.368,279.595,,,,,325.0,321.28,313.72,,,,316.03,L5
2003-10-18 21:39:00+00:00,339.80333333333334,328.46999999999997,331.3966666666667,337.8425,319.52666666666664,329.64,289.87,298.31,,,,,,318.17,320.5,312.54,317.37,331.03,311.78,320.41,311.99,298.29999999999995,307.88,297.61,308.0,314.76,315.74,318.53,281.10749999999996,280.76,282.16,278.20799999999997,280.61199999999997,286.18199999999996,,,,263.04,275.31,275.77,,,,,269.76,L5
2003-11-19 21:39:26+00:00,339.80333333333334,328.46999999999997,331.3966666666667,344.742,332.995,328.61,289.45500000000004,306.3,318.97,,,301.16,301.35,305.775,312.775,311.38,315.84000000000003,340.485,322.52,328.3,322.5,309.09666666666664,309.125,298.015,296.98,306.83500000000004,306.46000000000004,309.965,285.07,285.88800000000003,291.668,287.25166666666667,289.6433333333334,295.0516666666667,,,,272.6,275.31,275.77,,,,,267.695,L5
2003-11-28 21:33:21+00:00,339.80333333333334,335.98249999999996,337.3125,348.81333333333333,339.194,327.13,289.84666666666664,305.72333333333336,315.625,316.14,312.22,306.83000000000004,308.19,306.7,313.17333333333335,313.71333333333337,318.65000000000003,339.03,321.96666666666664,328.93333333333334,324.3866666666667,312.7775,307.27,296.93333333333334,298.75,306.7733333333333,307.93333333333334,309.4,290.0,291.01166666666666,295.24666666666667,291.20714285714286,293.87857142857143,299.49571428571426,,,,273.21333333333337,272.745,271.53499999999997,,,,,265.8066666666667,L5
2003-12-14 21:33:26+00:00,339.80333333333334,340.418,342.652,351.38,344.3833333333334,327.6225,289.96500000000003,305.8125,315.59666666666664,319.53999999999996,313.77,306.83000000000004,311.3833333333333,308.24,314.855,314.58000000000004,321.0125,337.8075,320.9975,328.3675,324.055,314.87399999999997,307.005,296.8275,300.9475,307.7075,309.27250000000004,309.9175,292.79714285714283,295.1257142857143,298.07,294.2225,297.04125,303.09875,,,,272.4775,272.28333333333336,270.7733333333333,,,,,265.71,L5
2003-12-30 21:33:36+00:00,339.80333333333334,340.418,344.78666666666663,352.925,346.6471428571428,326.252,289.636,305.444,314.1775,318.1133333333333,311.8966666666667,309.58666666666664,314.0275,308.558,315.67600000000004,316.46400000000006,323.508,338.466,321.402,328.21,323.858,315.645,304.954,295.62399999999997,300.37800000000004,308.116,310.32800000000003,310.912,296.11,298.865,301.37875,297.34555555555556,300.03444444444443,305.46444444444444,,,,272.024,272.28333333333336,270.7733333333333,,,,,265.71,L5
2004-02-23 21:40:02+00:00,,358.34,358.17666666666656,364.25499999999994,366.98749999999995,326.252,291.95166666666665,304.64166666666665,314.1775,318.1133333333333,311.8966666666667,309.58666666666664,314.0275,309.56166666666667,314.8533333333333,316.005,322.99833333333333,337.2816666666667,320.00166666666667,327.0083333333333,322.50333333333333,324.74833333333333,305.84999999999997,296.3183333333333,302.5083333333334,308.81166666666667,311.55833333333334,310.1583333333333,307.81333333333333,313.97999999999996,316.6033333333333,317.21999999999997,321.1066666666667,325.645,,,,270.80333333333334,274.1225,272.865,271.6,,,,267.588,L5
2004-03-19 21:33:59+00:00,,358.34,358.17666666666656,364.25499999999994,366.98749999999995,326.09666666666664,291.69142857142856,305.1471428571429,314.088,318.1133333333333,311.3625,311.5025,312.88599999999997,309.46000000000004,315.1271428571428,317.1228571428572,323.94714285714286,337.98,320.0514285714286,327.83714285714285,322.9614285714286,323.5785714285715,305.31142857142856,295.84000000000003,302.67571428571426,308.36428571428576,311.5028571428571,310.47285714285715,308.7214285714286,315.4842857142857,317.13142857142856,317.5142857142857,321.2657142857143,325.62571428571425,,,,271.3757142857143,273.134,272.865,271.6,,,,267.96,L5
2004-04-20 21:34:43+00:00,337.22,350.89000000000004,352.24749999999995,362.465,359.41999999999996,317.84833333333336,291.99499999999995,306.2866666666667,314.088,318.1133333333333,311.3625,311.5025,312.88599999999997,308.0083333333334,314.2316666666666,312.3528571428572,319.7814285714286,339.1383333333334,321.43,329.075,324.79,323.1183333333334,304.88333333333327,289.7657142857143,301.78833333333336,307.29833333333335,310.7966666666667,309.13,306.4057142857143,317.04,318.74,318.65333333333336,323.0916666666667,322.0657142857143,,,,272.76500000000004,272.59000000000003,271.8966666666667,271.6,,,,267.6,L5
2004-06-23 21:36:34+00:00,333.905,333.6,337.78999999999996,350.52250000000004,333.8066666666667,308.74666666666667,293.9933333333333,304.26000000000005,311.82500000000005,315.26,308.95500000000004,316.17499999999995,315.13999999999993,311.08666666666676,315.48999999999995,310.1725,317.94750000000005,338.21000000000004,318.79,327.13000000000005,321.50333333333333,320.31333333333345,303.0533333333333,284.665,304.98,309.24000000000007,314.47666666666663,311.2133333333333,304.9225,319.8,318.1966666666667,316.3933333333334,321.76,315.145,,,,269.9066666666667,274.41,279.14,271.6,,,,272.46000000000004,L5
2004-07-25 21:37:25+00:00,333.905,333.81333333333333,328.82,346.11666666666673,320.595,283.83,296.8299999999999,304.4050000000001,313.73,,309.76,317.25,308.32,311.71500000000015,313.75499999999994,305.5633333333334,312.7666666666667,336.7650000000001,316.67500000000007,326.9050000000001,320.72,320.72000000000014,306.2049999999999,282.6166666666667,308.41999999999996,308.9850000000001,314.43999999999994,309.375,300.13000000000005,317.17999999999995,315.0250000000001,313.425,320.65,312.06333333333333,,,,269.75500000000005,274.41,279.14,271.6,,,,272.46000000000004,L5
2004-10-13 21:39:20+00:00,327.42333333333335,328.3325,328.82,330.32,307.50666666666666,259.24,,,,,,,,,,279.15,288.21,,,,,,,249.79000000000002,,,,,271.70500000000004,,,,,280.675,,,,,,,,,,,,L5
2004-11-30 21:40:15+00:00,322.525,325.78,326.0,339.56,296.685,248.785,286.92,309.36,312.14,,312.01,308.2,306.65,303.75,314.16,317.19,324.95,341.94,327.73,330.72,325.16,322.25,303.61,269.06,293.49,297.86,301.42,304.32,284.245,314.06,317.97,321.67,325.14,301.95500000000004,,,,283.63,270.23,,,,,,264.29,L5
2004-12-16 21:40:34+00:00,322.525,325.78,326.0,347.385,296.685,248.785,288.74,308.59000000000003,312.725,,311.22,310.18,307.94,304.71000000000004,314.275,318.2,326.635,340.425,326.44,330.23,325.255,321.46500000000003,301.29,274.53333333333336,292.66499999999996,296.695,298.925,302.395,291.83666666666664,315.81,316.995,320.165,325.53999999999996,311.3,,,,286.41999999999996,270.23,,,,,,264.29,L5
2005-01-17 21:41:01+00:00,314.46,333.67,344.74,354.91,281.33,248.785,287.69666666666666,306.6033333333333,311.42,323.6,312.84666666666664,314.25666666666666,309.27,308.50333333333333,315.96,321.1933333333333,325.25666666666666,338.3966666666667,322.47333333333336,328.03000000000003,323.08666666666664,319.23333333333335,301.1333333333334,280.07,296.4166666666667,301.23,301.93666666666667,304.74666666666667,297.805,314.9633333333333,315.9433333333333,318.58666666666664,323.46999999999997,314.7125,,,,280.6033333333333,270.23,,,,,,264.29,L5
2005-02-18 21:41:30+00:00,314.46,333.385,360.93,357.498,281.33,251.55,288.08500000000004,306.395,312.585,326.78,315.255,314.25666666666666,309.27,309.51,315.96,320.6725,325.25666666666666,338.15,321.75,328.415,322.485,320.155,301.73,283.488,299.5175,303.2425,303.7725,305.6775,300.956,315.21500000000003,315.9425,318.65250000000003,323.395,318.148,,,,279.2425,270.23,,,,,,264.29,L5
2005-03-06 21:41:43+00:00,314.46,333.385,360.93,357.498,281.33,251.55,287.75,306.692,313.092,326.78,317.53200000000004,314.25666666666666,309.27,309.906,316.2825,320.6725,325.25666666666666,338.41400000000004,321.628,328.952,322.72200000000004,320.12600000000003,301.524,284.58,300.306,304.712,304.70799999999997,306.802,303.82,315.846,316.13800000000003,318.716,323.442,320.105,,,,278.544,269.13,,,,,,263.07000000000005,L5
2005-05-09 21:42:07+00:00,,354.88,360.93,368.556,,,287.8516666666667,306.692,313.2683333333333,326.78,317.53200000000004,315.6675,310.96,310.69,317.796,320.6725,326.2075,338.56166666666667,322.32666666666665,328.7316666666667,322.7916666666667,320.5733333333333,301.075,292.98833333333334,300.34666666666664,304.8583333333333,305.795,307.97333333333336,312.75333333333333,316.22499999999997,316.56333333333333,318.62166666666667,324.085,329.3183333333333,,,,279.1433333333334,269.13,,,,,,262.64000000000004,L5
2005-05-25 21:42:16+00:00,327.09,341.395,345.775,361.9116666666667,317.2,,287.8516666666667,306.692,313.2683333333333,326.78,317.53200000000004,315.6675,310.96,310.69,317.796,320.6725,326.2075,338.56166666666667,322.32666666666665,328.7316666666667,322.7916666666667,320.5733333333333,301.075,292.98833333333334,300.34666666666664,304.8583333333333,305.795,307.97333333333336,305.9785714285714,309.2685714285714,308.75857142857143,308.27857142857147,324.085,321.45142857142855,,,,279.1433333333334,269.13,,,,,,262.64000000000004,L5
2005-06-10 21:42:24+00:00,326.42999999999995,337.6433333333334,338.4433333333333,356.25,317.12,,288.038,306.025,313.49399999999997,326.78,318.9125,318.1566666666667,312.39666666666665,312.078,318.705,321.8333333333333,326.6266666666666,337.886,321.246,328.334,322.318,320.238,300.56800000000004,292.86,301.71799999999996,306.258,306.66999999999996,308.70400000000006,305.7683333333333,308.47,307.2233333333333,306.0466666666667,323.87399999999997,319.9983333333333,,,,278.246,268.03,,,,,,261.81500000000005,L5
2005-06-26 21:42:28+00:00,327.4533333333333,335.885,337.03999999999996,350.2633333333333,319.24666666666667,243.1,287.4075,305.4266666666667,313.53999999999996,326.78,321.74,321.15500000000003,313.97999999999996,313.67999999999995,320.1433333333334,323.14500000000004,325.78,337.63,320.27,327.9825,321.56,320.1275,300.9675,294.70500000000004,304.1875,308.93999999999994,309.23,310.76250000000005,299.28833333333336,301.38166666666666,299.79833333333335,297.82500000000005,323.3575,311.75333333333333,,,,275.50500000000005,268.03,,,,,,261.81500000000005,L5
2005-07-12 21:42:35+00:00,328.5525,335.49,336.242,348.1385714285714,318.6825,244.87,287.4075,305.4266666666667,313.53999999999996,326.78,321.74,321.15500000000003,313.97999999999996,313.67999999999995,320.1433333333334,323.14500000000004,325.78,337.63,320.27,327.9825,321.56,320.1275,300.9675,294.70500000000004,304.1875,308.93999999999994,309.23,310.76250000000005,295.67571428571426,297.6,296.11857142857144,293.6228571428572,323.3575,306.89285714285717,,,,275.50500000000005,268.03,,,,,,261.81500000000005,L5
2005-07-28 21:42:45+00:00,328.5525,332.84400000000005,331.488,344.60714285714283,320.76599999999996,257.55,288.0066666666667,306.82500000000005,315.1166666666666,329.96,324.56000000000006,299.79499999999996,296.445,303.2575,307.9766666666667,305.23,308.91499999999996,338.7266666666667,322.18,329.43333333333334,322.49666666666667,321.91333333333336,301.01666666666665,294.0466666666667,304.27666666666664,308.4866666666666,309.65333333333336,311.20000000000005,292.33666666666664,294.9883333333334,293.165,289.98833333333334,324.7,303.8833333333334,,,,277.6833333333334,268.03,,,,,,261.81500000000005,L5
2005-08-29 21:42:58+00:00,328.5525,332.84400000000005,331.488,340.73333333333335,320.76599999999996,275.335,288.5266666666667,311.03999999999996,315.32666666666665,,326.64,304.12666666666667,301.85999999999996,301.7925,310.5675,307.05,315.10999999999996,339.38500000000005,327.39,331.27666666666664,325.89000000000004,322.21999999999997,302.40999999999997,293.62,300.3766666666667,306.3566666666666,308.56333333333333,311.38666666666666,291.41833333333335,294.655,294.07666666666665,290.66833333333335,324.5833333333333,303.11833333333334,,,,280.3966666666667,268.28999999999996,268.34,,,,,263.98333333333335,L5
2005-09-30 21:42:58+00:00,328.5525,332.84400000000005,331.488,344.93,327.68333333333334,285.196,289.67333333333335,311.565,314.22666666666663,323.68,317.1,304.12666666666667,305.7475,300.88,310.60249999999996,313.13000000000005,318.9275,341.495,329.18666666666667,331.1266666666667,325.59,321.9533333333333,303.265,293.7966666666666,298.12,304.8766666666666,307.2166666666667,310.01,289.81,293.25333333333333,293.7916666666667,289.71999999999997,323.66333333333336,301.8416666666667,,,,278.76666666666665,268.55,268.34,,,,,265.04999999999995,L5
2005-11-08 21:49:16+00:00,328.5525,337.6716666666667,331.488,345.1657142857143,327.68333333333334,292.81166666666667,291.93666666666667,313.77,316.9266666666667,326.525,320.28,302.7766666666667,304.1925,298.735,308.15999999999997,314.27750000000003,318.515,339.20500000000004,332.41333333333336,335.09,328.4566666666667,323.3933333333334,309.455,294.73,296.6166666666666,301.75666666666666,303.50333333333333,306.42,288.7683333333334,291.7716666666667,293.68,291.05,324.43,302.21333333333337,,,,279.8866666666667,270.315,268.34,,,,,268.71500000000003,L5
2005-11-17 21:43:19+00:00,328.5525,337.6716666666667,331.488,348.26750000000004,332.8157142857143,297.65142857142854,291.7325,313.0225,316.675,326.2366666666667,320.25666666666666,307.1175,307.184,301.868,311.76,317.534,323.01599999999996,343.98,332.7625,335.91749999999996,328.06,322.1625,307.06,293.4775,297.21999999999997,301.5725,304.305,308.245,293.46857142857147,296.21714285714285,298.3357142857143,296.09285714285716,326.4875,305.8771428571429,,,,280.68,270.315,268.34,,,,,268.71500000000003,L5
2006-01-20 21:44:49+00:00,351.37,348.87999999999994,342.245,361.79,348.205,315.91166666666663,283.92400000000004,313.0225,316.675,326.2366666666667,320.25666666666666,307.1175,307.184,301.868,311.76,317.534,323.01599999999996,334.7675,332.7625,335.91749999999996,320.092,314.658,296.265,285.094,297.21999999999997,301.5725,296.788,308.245,306.588,310.738,314.49999999999994,316.904,322.644,324.18,,,,280.68,270.315,268.34,,,,,268.71500000000003,L5
2006-01-27 21:51:10+00:00,351.37,352.49499999999995,347.33,366.995,354.57333333333327,322.512,287.2416666666667,313.91999999999996,318.448,326.2366666666667,322.98,319.5325,314.765,309.29,320.28000000000003,323.928,331.5775,335.498,331.27200000000005,337.166,320.092,314.658,300.16999999999996,287.3616666666667,300.442,301.5725,296.788,309.942,308.93,312.95,315.47666666666663,318.3866666666667,322.644,324.18,,,,281.98400000000004,273.0466666666667,272.54999999999995,278.21,,,,269.87666666666667,L5
2006-02-21 21:45:32+00:00,351.37,352.49499999999995,347.33,366.995,354.57333333333327,322.512,287.2416666666667,313.91999999999996,318.448,326.2366666666667,322.98,319.5325,314.765,309.29,320.28000000000003,323.928,331.5775,335.498,331.27200000000005,337.166,320.092,314.658,300.16999999999996,290.3985714285714,300.442,301.5725,296.788,309.942,308.93,312.95,315.47666666666663,320.83714285714285,325.78833333333336,324.18,,,324.47,287.75,273.0466666666667,272.54999999999995,278.21,,284.08,,269.87666666666667,L5
2006-02-28 21:51:52+00:00,351.37,352.49499999999995,347.33,366.995,354.57333333333327,322.65,287.4,313.84999999999997,318.8825,326.2366666666667,322.98,321.78000000000003,315.4566666666667,310.0,320.765,324.68199999999996,333.96500000000003,336.47499999999997,330.668,338.036,319.56399999999996,312.36249999999995,298.28749999999997,290.6342857142857,302.232,303.0025,294.4825,311.43600000000004,310.3016666666667,315.18,315.90833333333336,321.31,326.785,325.546,,,324.47,286.935,273.9966666666666,275.03,276.28499999999997,,284.08,,268.18666666666667,L5
2006-03-09 21:45:52+00:00,351.37,352.64000000000004,347.33,366.995,354.57333333333327,323.91833333333335,288.21,312.448,318.8825,326.2366666666667,321.20799999999997,321.78000000000003,315.4566666666667,310.0,320.765,324.75333333333333,334.942,336.9757142857143,329.7033333333333,336.56666666666666,320.0366666666667,313.364,298.85,290.80375,301.45,304.032,294.4825,311.7666666666667,311.46000000000004,315.9942857142857,317.3528571428571,321.39375,327.0728571428572,326.09166666666664,,,324.47,284.79857142857145,273.9966666666666,275.03,276.28499999999997,,284.08,,268.18666666666667,L5
2006-04-26 21:46:44+00:00,351.37,352.64000000000004,347.33,365.9566666666667,350.72499999999997,323.774,289.90285714285716,313.3275,321.2366666666667,327.515,322.235,321.78000000000003,314.48,310.53999999999996,321.89000000000004,324.646,336.0825,335.8566666666666,329.9783333333333,337.75,319.49,311.90250000000003,298.85,290.8925,302.402,303.5025,291.17333333333335,312.875,313.0228571428571,318.2942857142857,317.71,323.0675,329.17571428571426,327.9216666666667,,,324.47,287.12166666666667,274.085,275.54,273.81,,284.08,,268.2475,L5
2006-06-13 21:47:25+00:00,341.345,338.2033333333334,336.615,348.81500000000005,329.05499999999995,320.43,288.61,312.17499999999995,325.54,,322.635,329.35,,310.865,325.43,324.98333333333335,337.95,331.72249999999997,327.64,336.9433333333334,312.9466666666667,301.005,293.59000000000003,289.94666666666666,305.6466666666667,308.38,251.22000000000003,315.1175,312.178,319.188,315.49249999999995,322.01000000000005,328.394,327.105,,,324.47,288.5425,274.75333333333333,275.54,273.81,,284.08,,267.96000000000004,L5
