dates,satname,nzd0341-0000,nzd0341-0001,nzd0341-0002,nzd0341-0003,nzd0341-0004,nzd0341-0005,nzd0341-0006,nzd0341-0018,nzd0341-0019,nzd0341-0020,nzd0341-0021,nzd0341-0022,nzd0341-0023,nzd0341-0024,nzd0341-0025,nzd0341-0026,nzd0341-0027,nzd0341-0028,nzd0341-0029,nzd0341-0030,nzd0341-0031,nzd0341-0032,nzd0341-0033,nzd0341-0034,nzd0341-0035,nzd0341-0036,nzd0341-0037,nzd0341-0038,nzd0341-0039,nzd0341-0040,nzd0341-0041,nzd0341-0042,nzd0341-0043,nzd0341-0044,nzd0341-0014,nzd0341-0015,nzd0341-0016,nzd0341-0017,nzd0341-0008,nzd0341-0009,nzd0341-0010,nzd0341-0011,nzd0341-0012,nzd0341-0013,nzd0341-0007
2005-09-30 21:42:58.225000,L5,367.80,364.86,356.32,370.11,362.27,324.64,289.85,308.93,311.82,323.68,317.10,320.24,317.41,307.84,317.39,325.29,330.38,343.69,326.53,330.65,322.77,319.21,299.56,290.57,296.69,306.15,304.41,307.17,308.49,309.96,315.21,313.28,320.87,322.23,,,,270.86,,,,,,,
2005-11-08 21:48:52.559000,L5,360.70,361.40,365.31,370.31,371.78,330.93,295.36,318.11,321.91,329.43,323.02,316.82,310.02,305.57,313.54,317.85,326.41,334.19,336.64,339.03,331.64,326.97,311.20,297.52,295.63,296.34,299.54,302.84,308.30,309.18,318.66,326.43,329.44,330.78,,,,284.53,272.34,,,,,,268.59
2005-11-08 21:49:16.532000,L5,360.79,361.81,365.65,370.67,372.00,330.89,295.15,318.18,322.25,329.37,323.46,315.85,309.81,306.03,314.08,317.72,327.41,334.72,335.50,339.52,331.74,327.13,311.21,297.74,296.04,296.23,300.09,303.06,308.60,309.23,318.02,326.13,329.60,331.25,,,,285.50,272.08,,,,,,269.11
2005-11-17 21:43:19.361000,L5,376.24,371.98,367.23,369.98,363.61,326.69,291.12,310.78,315.92,325.66,320.21,320.14,319.15,314.40,326.16,330.56,341.02,353.53,333.81,338.40,326.87,318.47,302.27,289.72,299.03,301.02,306.71,313.72,321.67,322.89,326.27,326.35,332.66,327.86,,,,283.06,,,,,,,
2006-01-20 21:44:49.210000,L5,351.37,343.18,347.33,357.22,337.84,301.65,252.69,,,,,,,,283.42,283.23,286.77,307.13,284.16,292.31,288.22,284.64,263.88,251.56,257.70,257.40,266.72,263.80,286.13,297.64,291.59,295.83,307.27,312.26,,,,,,,,,,,
2006-01-27 21:51:10.462000,L5,,,,,374.86,339.38,303.83,317.51,325.54,335.52,331.15,329.35,330.82,311.51,325.43,323.32,337.72,338.42,325.31,342.16,336.30,327.38,315.79,298.70,313.33,310.15,311.69,316.73,320.64,324.01,320.36,325.80,338.74,346.38,,,,287.20,278.51,276.76,278.21,,,,272.20
2006-02-05 21:45:11.980000,L5,360.93,364.63,363.18,372.83,364.07,333.08,292.69,306.43,318.58,322.06,318.35,313.19,313.46,304.26,318.94,316.11,328.87,329.99,328.28,333.78,319.63,320.07,308.52,297.70,299.55,302.81,305.90,306.46,308.11,319.01,317.38,320.76,327.05,329.11,,,,275.22,270.71,,,,,,265.92
2006-02-21 21:45:32.507000,L5,378.42,366.90,374.30,377.33,384.58,358.69,356.43,324.23,323.39,330.93,342.37,335.61,330.11,332.76,351.77,350.80,357.03,360.13,359.89,354.98,343.48,340.78,325.48,308.62,322.24,319.51,327.99,334.00,340.38,345.14,338.77,335.54,341.51,349.56,,332.97,324.47,316.58,363.89,366.18,380.76,379.82,284.08,,361.22
2006-02-28 21:51:52.186000,L5,375.15,360.46,362.30,370.44,369.99,329.38,291.76,315.59,315.08,323.46,315.83,321.30,320.99,310.22,322.61,326.52,337.05,341.36,332.19,339.45,328.22,326.81,310.05,297.53,306.07,308.61,310.77,316.50,316.28,327.35,324.00,326.24,328.80,334.13,,,,278.41,271.40,273.30,274.36,,,,263.25
2006-03-09 21:45:52.499000,L5,371.84,352.93,360.14,372.06,365.98,330.26,293.07,306.84,311.37,320.68,314.12,318.06,322.45,314.89,323.68,325.11,338.85,339.98,324.88,329.22,322.40,317.37,301.10,291.99,297.54,308.15,314.79,313.42,318.41,320.88,326.02,321.98,328.80,328.82,,,,271.98,,,,,,,
2006-04-26 21:46:44.812000,L5,375.03,365.73,373.09,377.39,373.70,336.06,301.70,315.21,318.62,326.03,320.48,324.90,318.85,313.45,319.77,324.31,332.32,338.03,328.18,335.23,327.42,323.45,310.01,291.28,304.94,314.63,314.44,313.82,319.43,326.06,322.60,326.67,335.59,333.21,,,,288.49,274.35,276.56,268.86,,,,268.43
2006-06-13 21:47:25.691000,L5,331.32,318.50,325.90,340.41,320.27,,,,,,,,,,,,,,,,,,,,,246.99,235.72,257.22,278.06,274.75,275.54,278.58,281.45,286.44,,,,,,,,,,,
2006-06-29 21:47:40.526000,L5,327.66,308.31,325.04,332.99,301.46,,,,,,,,,,,,,,,,,,,,,,,245.05,273.18,272.52,271.01,268.17,271.64,277.46,,,,,,,,,,,
2006-07-15 21:47:54.076000,L5,332.40,328.01,327.78,331.75,295.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-22 21:54:10.491000,L5,370.26,358.02,364.25,376.52,369.20,322.61,282.31,309.10,310.62,318.29,311.62,315.36,311.20,312.63,319.15,316.63,332.90,341.43,329.31,334.43,329.51,326.69,309.02,297.50,307.32,306.09,312.34,311.21,316.60,319.25,317.14,321.36,325.82,327.58,,,,279.94,,,,,,,
2006-08-23 21:54:11.272000,L5,374.46,364.23,364.92,371.43,370.70,328.13,285.76,314.07,317.44,306.23,304.76,310.66,304.43,304.01,312.94,322.44,338.30,345.65,333.23,340.79,332.76,326.93,296.30,286.50,296.79,299.29,309.41,305.26,318.88,323.54,327.40,324.79,330.32,332.34,,,,284.24,,,,,,,
2006-09-01 21:48:31.320000,L5,362.78,354.52,359.17,365.19,358.02,319.48,285.41,312.27,309.86,311.00,316.93,311.07,313.64,308.54,315.17,322.30,327.94,334.58,319.23,326.73,323.80,317.13,296.90,290.80,297.61,300.58,302.92,308.10,313.59,321.19,315.82,316.82,315.21,321.81,,,,273.80,,,,,,,
2006-09-17 21:48:42.941000,L5,363.73,360.96,360.47,371.39,359.76,312.86,284.78,305.49,308.40,316.25,314.10,312.48,308.84,307.38,316.40,319.26,332.39,336.78,324.05,329.59,324.94,316.31,302.08,288.63,295.11,302.88,307.26,311.68,316.74,318.24,315.89,316.37,319.53,320.26,,,,269.81,,,,,,,
2006-10-10 21:54:44.695000,L5,372.11,368.20,373.32,381.96,375.70,354.22,341.52,330.90,333.35,342.55,331.82,341.12,329.17,331.41,342.35,341.96,339.13,348.83,347.82,355.28,344.61,336.40,323.20,308.09,318.68,311.96,315.77,317.85,330.68,332.08,328.13,327.05,348.87,352.33,337.74,,302.08,323.99,360.57,353.32,352.78,356.18,,357.31,356.64
2006-11-20 21:49:20.699000,L5,373.84,364.48,362.09,368.96,362.84,319.72,285.25,311.42,314.72,320.03,311.78,314.72,317.20,314.28,327.51,326.35,339.48,340.66,334.44,329.14,324.87,316.47,298.69,295.16,303.76,312.51,317.46,317.48,324.16,324.29,330.39,328.93,325.07,323.56,,,,272.97,,,,,,,
2006-11-27 21:55:35.233000,L5,382.69,367.60,373.47,380.45,374.80,331.87,290.11,318.90,322.38,325.38,310.45,313.38,312.66,304.71,313.93,321.49,328.19,348.01,342.05,350.81,338.60,332.09,314.80,302.30,294.41,297.30,300.42,305.96,307.76,315.97,317.60,333.20,337.74,341.51,,,,282.45,265.97,,,,,,262.54
2006-12-06 21:49:29.117000,L5,366.02,361.02,366.25,384.16,374.23,331.29,293.53,308.60,318.43,330.74,322.64,325.76,320.06,319.36,326.00,327.92,328.96,331.83,326.73,328.28,323.07,315.20,308.52,303.49,310.79,313.02,316.50,318.45,329.04,329.45,321.96,318.46,325.31,326.45,,,,269.93,277.01,275.72,278.37,,,,270.40
2006-12-29 21:55:50.726000,L5,369.14,355.15,354.85,366.51,365.37,323.40,292.03,301.92,307.74,315.92,311.76,313.60,313.83,294.29,302.04,306.79,318.41,320.89,305.85,309.70,316.84,309.67,298.10,284.69,291.01,296.77,298.34,289.57,295.66,301.48,304.04,301.97,306.41,309.30,,,,271.06,,,,,,,
2007-01-30 21:56:00.553000,L5,397.33,371.37,359.44,373.20,370.62,330.09,291.62,302.19,311.17,315.65,316.92,314.06,313.18,315.15,330.66,329.86,343.83,347.69,337.07,330.00,327.86,315.64,299.70,301.04,304.11,310.04,318.36,319.11,324.38,336.51,333.29,330.28,324.64,335.90,,256.44,260.40,263.76,,,,,,,
2007-02-08 21:49:50.615000,L5,370.93,367.31,366.41,369.56,366.66,326.08,290.41,302.45,312.05,322.03,316.46,320.53,312.00,319.66,323.81,333.30,334.50,339.13,331.52,328.92,321.22,309.22,301.23,291.94,297.96,303.16,312.07,317.81,319.15,322.01,319.68,323.73,325.11,324.82,,256.70,259.91,280.70,269.71,267.36,275.30,,,,262.78
2011-01-25 21:50:35.036000,L5,372.61,368.08,362.71,371.58,369.37,336.43,305.94,308.54,317.91,324.84,316.06,312.62,309.05,309.07,318.90,319.95,328.65,333.08,330.88,337.75,334.74,324.74,306.87,287.35,290.07,294.48,302.24,308.10,304.36,321.27,325.56,333.41,338.89,338.52,,,,285.28,277.74,276.96,281.11,,,,274.66
2011-01-25 21:50:59.151000,L5,373.97,369.23,364.12,371.91,370.57,337.66,307.97,310.41,318.89,325.33,316.84,313.71,309.23,309.71,319.89,321.28,329.66,335.12,332.70,340.59,335.50,326.65,307.11,288.00,291.09,294.66,302.51,309.03,305.07,322.34,325.97,334.09,339.18,339.88,,,,285.82,278.84,278.59,282.47,,,,276.37
2011-10-24 21:48:35.845000,L5,,,,,412.48,333.20,303.53,298.48,314.76,323.26,320.08,321.85,320.54,311.98,327.50,327.15,332.64,334.68,332.40,339.25,326.22,320.31,310.36,299.87,313.83,316.20,317.38,318.81,311.02,317.13,319.70,321.96,330.15,326.14,,,,275.56,279.73,283.19,279.98,,,,270.02
2013-05-31 21:56:55.601000,L8,323.72,326.30,322.44,333.29,310.67,259.45,,,,,,,,,,,,,,,,,,,,,,254.12,273.05,276.42,265.86,275.77,272.11,291.03,,,,,,,,,,,
2013-06-07 22:02:40.903000,L8,341.87,353.96,343.44,355.70,335.77,283.03,263.96,287.88,293.49,294.31,294.18,292.60,289.50,288.75,304.87,304.85,311.57,307.62,311.50,314.43,302.77,294.93,275.80,275.58,271.81,283.62,283.29,280.37,292.66,304.86,302.99,308.77,309.35,315.53,,,,268.71,,,,,,,
2013-06-23 22:02:34.637000,L8,318.77,328.06,318.90,329.69,306.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-18 21:56:50.290000,L8,323.69,319.03,320.95,329.86,309.15,,,,,,,,,,,,,,,,,,,,,,,238.70,274.64,280.03,266.57,272.78,265.81,288.82,,,,,,,,,,,
2013-07-25 22:02:37.865000,L8,323.10,327.95,319.54,330.15,307.44,,,,,,,,,,,,,,,,,,,,,,,234.13,276.10,280.37,272.02,272.08,267.55,284.74,,,,,,,,,,,
2013-07-25 22:03:01.828000,L8,321.75,326.51,318.55,328.98,305.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-06 21:56:45.562000,L8,336.76,353.90,341.65,360.08,336.57,291.16,268.89,290.80,305.10,314.03,299.44,297.51,291.55,302.90,310.11,313.81,336.51,321.16,317.64,332.57,309.25,324.45,284.21,295.67,289.38,305.13,315.89,292.81,361.78,376.39,,,,,,,,272.03,,,,,,,
2013-10-29 22:02:22.230000,L8,329.08,336.82,330.12,341.91,323.51,286.33,258.82,285.11,293.26,297.13,291.84,290.62,287.17,288.58,299.13,298.00,308.35,304.84,310.78,310.84,302.12,295.94,279.74,272.21,273.15,283.32,284.45,282.47,311.13,305.11,299.46,306.78,306.45,313.16,,,,268.03,,,,,,,
2013-10-29 22:02:46.185000,L8,399.51,376.13,330.71,342.74,325.78,287.37,261.65,286.52,294.96,298.56,293.04,291.97,288.66,289.92,300.81,299.76,309.49,305.92,311.81,311.98,303.79,297.25,280.83,274.03,275.38,285.07,285.52,284.11,311.98,306.21,300.76,308.16,307.48,314.12,,,,269.34,,,,,,,
2013-11-14 22:02:21.400000,L8,323.39,328.26,321.06,332.80,308.78,268.21,,,,,,,,267.27,281.48,282.32,291.75,287.76,286.36,,,,,,,,248.03,258.41,278.89,288.58,280.78,287.80,289.57,295.94,,,,,,,,,,,
2013-11-14 22:02:45.355000,L8,,,373.09,396.97,337.24,298.72,268.33,288.42,325.90,335.03,329.02,297.42,291.28,291.99,308.95,304.67,324.87,306.93,315.43,313.35,306.17,319.15,288.58,283.82,285.10,301.08,310.58,285.19,315.45,307.80,305.13,312.22,313.42,316.83,,,,269.81,,,,,,,
2013-11-30 22:02:16.559000,L8,387.82,379.14,368.16,340.76,318.90,284.41,256.26,280.05,287.26,293.96,289.11,285.78,281.77,286.69,298.00,294.98,309.37,299.97,305.53,305.34,295.74,293.77,277.67,283.34,272.96,289.54,280.23,276.25,299.86,299.80,297.61,306.08,303.61,312.73,,,,262.14,,,,,,,
2013-11-30 22:02:40.518000,L8,390.34,358.26,368.75,341.20,320.93,285.85,258.80,281.70,288.21,294.94,290.06,286.78,282.89,287.49,299.14,295.90,310.83,301.57,307.07,306.26,296.52,294.87,279.60,284.38,274.39,291.84,281.64,277.79,301.85,300.55,298.58,307.22,304.65,313.39,,,,262.86,,,,,,,
2013-12-09 21:56:28.323000,L8,326.48,329.27,320.64,334.23,307.77,263.01,,,,,,,,,,,,,,292.35,282.08,250.04,257.08,254.81,236.81,252.96,260.23,250.95,278.98,288.07,284.69,292.01,291.79,304.36,,,,,,,,,,,
2013-12-16 22:02:09.908000,L8,,,,,,,,,,,371.81,338.02,336.97,322.36,315.49,300.77,354.44,358.87,313.28,313.39,301.15,313.04,306.04,316.99,319.61,322.35,326.45,329.54,326.94,373.94,,,,,,,,,,,,,,,
2014-02-18 22:01:51.922000,L8,397.89,337.43,332.77,345.32,320.40,283.15,259.00,276.31,283.63,285.26,278.99,276.50,278.14,280.07,288.68,289.12,304.65,298.72,304.21,307.97,298.32,289.89,264.52,272.88,273.04,279.49,281.66,277.47,290.09,300.48,299.16,304.13,309.48,314.19,,,,267.74,,,,,,,
2014-03-06 22:01:13.234000,L8,318.66,326.03,319.96,334.19,308.43,268.84,,,,,,,,,,,,,,,,,,,,,,240.26,271.67,278.85,276.74,279.46,288.03,292.72,,,,,,,,,,,
2014-03-06 22:01:37.193000,L8,319.36,326.13,319.96,334.33,309.01,269.53,,,,,,,,,,,,,,,,,,,,,,238.25,271.58,278.69,276.53,278.89,287.88,292.78,,,,,,,,,,,
2014-05-09 22:00:15.454000,L8,322.44,326.97,322.26,333.67,310.75,269.52,,,,,,,,,274.03,271.23,286.07,295.16,306.12,306.55,294.69,291.85,269.50,274.87,269.69,276.47,277.28,277.92,294.76,304.55,304.08,304.54,306.40,314.08,,,,,,,,,,,
2014-05-18 21:54:23.552000,L8,367.85,371.01,358.67,376.82,351.89,308.92,291.78,303.81,314.28,315.41,306.47,312.66,303.64,318.38,329.41,312.01,337.33,337.94,335.30,329.92,319.42,325.90,292.66,310.76,295.09,304.69,323.70,315.58,330.96,345.21,338.87,351.05,355.29,355.53,,,,305.80,344.16,345.68,282.92,,,,351.25
2014-05-25 22:00:10.718000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.96,272.33,275.79,264.52,274.36,279.21,291.67,,,,,,,,,,,
2014-05-25 22:00:34.672000,L8,363.95,375.55,366.34,387.79,353.82,311.49,298.16,307.67,317.50,330.25,318.07,315.62,314.77,308.43,345.89,313.64,332.35,325.41,331.97,331.83,340.56,314.34,294.36,313.42,309.78,320.99,322.25,314.80,331.90,341.66,375.91,378.58,339.38,347.47,,,,287.19,295.62,292.06,276.99,,,,292.21
2014-06-19 21:54:35.268000,L8,317.79,324.33,318.93,330.08,306.01,,,,,,,,,,,,,,,,,,,,,,,248.35,271.75,277.25,273.48,272.13,279.17,288.24,,,,,,,,,,,
2014-07-05 21:54:41.613000,L8,321.07,319.72,323.12,331.78,309.75,,,,,,,,,,,,,,,,,,,,,,,243.37,276.27,277.55,272.56,277.14,280.02,289.51,,,,,,,,,,,
2014-08-13 22:00:42.730000,L8,323.58,324.83,318.57,331.79,308.96,263.12,,,,,,,,,,,,,,,,,,,,,,242.69,274.44,276.72,275.45,275.43,279.11,288.93,,,,,,,,,,,
2014-08-13 22:01:06.684000,L8,321.92,323.46,317.84,330.46,307.54,259.25,,,,,,,,,,,,,,,,,,,,,,239.34,272.61,273.96,271.16,271.83,275.15,259.72,,,,,,,,,,,
2014-09-07 21:55:00.661000,L8,322.57,325.96,318.69,330.22,309.26,268.55,,,,,,,,264.75,276.34,276.35,285.53,287.33,283.73,,,,,,,,,252.01,276.38,281.69,277.46,277.19,281.29,289.94,,,,,,,,,,,
2014-09-14 22:01:11.669000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.25,280.28,281.40,276.97,277.10,268.77,,,,,,,,,,,,
2014-10-25 21:55:04.686000,L8,,,,,,,,285.53,290.72,292.18,289.35,287.30,285.10,285.58,297.65,296.18,310.67,306.21,307.20,311.50,298.51,295.78,276.74,271.80,268.84,273.30,282.84,281.21,296.42,301.01,298.89,303.22,304.13,309.53,,,,262.98,,,,,,,
2014-11-01 22:00:50.529000,L8,339.71,342.83,338.18,356.38,330.32,290.35,269.18,290.90,294.83,297.74,293.41,292.34,288.82,289.10,300.74,300.77,312.95,307.53,311.41,314.44,303.08,297.98,279.23,287.33,277.41,284.10,285.91,285.54,299.62,304.67,306.30,307.57,312.14,314.75,,,,270.34,,,,,,,
2014-11-01 22:01:14.483000,L8,320.66,326.78,318.56,331.31,308.26,267.49,,,,,,,,,,,,,,,,,,,,,,245.30,277.44,281.39,279.16,283.97,282.32,291.44,,,,,,,,,,,
2014-11-17 22:00:50.637000,L8,319.48,324.46,319.06,330.84,309.04,267.35,,,,,,,,,,,,,,,,,,,,,,235.20,275.52,280.69,276.41,282.73,284.02,290.04,,,,,,,,,,,
2014-11-17 22:01:14.600000,L8,318.92,324.11,318.45,330.29,308.27,265.63,,,,,,,,,,,,,,,,,,,,,,232.72,274.53,279.50,275.11,280.81,282.59,288.67,,,,,,,,,,,
2015-01-04 22:00:41.874000,L8,359.59,371.41,331.77,341.60,325.44,288.13,266.68,287.19,291.90,293.06,291.72,288.72,285.82,286.54,296.51,294.97,306.65,300.13,309.94,310.31,299.77,294.57,268.28,274.17,273.32,281.47,283.42,280.89,292.96,302.35,303.02,312.24,315.36,317.24,,,,267.80,,,,,,,
2015-01-04 22:01:05.828000,L8,361.04,373.55,364.96,344.18,334.20,290.61,271.88,289.94,295.12,296.43,294.10,291.32,288.73,289.19,299.52,297.35,310.49,302.54,312.76,312.39,301.94,297.03,272.45,279.70,276.73,285.86,285.75,284.55,295.84,305.54,306.23,315.24,318.28,319.99,,,,271.78,,,,,,,
2015-03-09 22:00:18.465000,L8,330.43,333.96,328.00,375.19,339.89,302.36,275.05,286.35,288.41,294.39,293.15,292.09,287.02,289.99,298.65,293.42,307.29,306.47,310.34,309.91,300.54,298.53,265.00,277.74,273.78,278.25,284.51,282.25,293.20,305.39,308.13,313.42,318.45,320.89,,,,268.99,,,,,,,
2015-03-09 22:00:42.428000,L8,324.82,327.69,320.54,339.94,315.07,275.15,,,,,,,,,,,,,,,,,,,,248.73,257.73,247.91,277.79,285.31,284.86,293.71,301.14,305.38,,,,,,,,,,,
2015-04-19 21:54:14.629000,L8,344.30,339.43,352.88,360.96,336.91,287.88,270.87,289.91,295.25,296.80,294.86,293.40,288.28,286.58,301.41,298.09,310.42,306.35,310.22,309.53,299.75,295.38,266.40,289.27,275.13,281.48,284.69,283.92,291.38,303.25,302.21,307.99,312.14,316.80,,,,265.91,,,,,,,
2015-05-05 21:54:00.633000,L8,339.74,375.06,339.10,349.00,328.92,286.08,260.82,289.57,293.92,296.32,293.77,291.87,286.58,285.29,298.80,294.65,307.80,304.73,309.64,310.54,301.86,293.49,266.64,273.43,271.70,281.19,285.71,285.44,291.55,301.40,302.79,308.57,310.80,316.68,,,,265.85,,,,,,,
2015-05-12 21:59:40.983000,L8,321.34,322.93,320.18,331.30,310.93,263.37,,,,,,,,,,,,,,,,,,,,,,250.51,273.66,282.13,278.56,285.26,281.67,293.24,,,,,,,,,,,
2015-05-12 22:00:04.946000,L8,323.48,323.42,321.01,332.16,313.03,265.14,,,,,,,,,,,,,,,,,,,,,,250.76,274.21,282.69,278.96,285.63,282.01,293.88,,,,,,,,,,,
2015-05-28 21:59:43.617000,L8,317.79,314.01,317.80,328.26,308.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28 22:00:07.580000,L8,318.81,316.84,318.81,328.91,308.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-13 21:59:55.847000,L8,324.04,328.62,323.29,335.67,313.25,263.58,,,,,,,,,,,,,,,,,,,,,,,276.22,281.26,278.04,284.88,284.68,297.11,,,,,,,,,,,
2015-06-13 22:00:19.815000,L8,342.97,371.23,343.98,366.85,337.99,290.20,256.18,295.64,303.66,301.94,303.40,301.07,299.33,296.60,318.21,301.23,314.47,311.58,312.94,314.67,339.29,321.08,267.28,289.93,286.80,306.97,287.37,288.04,296.05,306.69,312.07,312.74,319.59,329.65,,,,273.56,,,,,,,
2015-06-29 22:00:02.432000,L8,322.15,323.97,321.08,331.20,308.63,,,,,,,,,,,,,,,,,,,,,,,,270.14,275.21,272.38,276.62,265.67,289.29,,,,,,,,,,,
2015-06-29 22:00:26.396000,L8,320.85,323.06,320.36,330.52,307.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15 22:00:12.360000,L8,322.27,324.43,320.16,327.63,305.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15 22:00:36.323000,L8,322.44,325.16,320.41,327.77,303.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24 21:54:28.327000,L8,318.79,313.04,317.44,327.94,306.74,250.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31 22:00:40.324000,L8,303.77,313.39,,,,,,,,,,,,,,,,,,,,,,,,,,,275.20,279.82,277.44,282.09,262.05,290.34,,,,,,,,,,,
2015-08-16 22:00:22.731000,L8,320.78,321.85,320.21,332.19,311.34,265.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-16 22:00:46.699000,L8,322.20,323.47,320.96,333.09,312.37,267.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25 21:54:39.518000,L8,320.49,323.21,317.79,327.59,310.16,268.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17 22:01:00.336000,L8,322.37,325.92,320.05,331.97,309.24,269.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19 22:00:41.924000,L8,330.98,378.08,342.25,346.29,336.57,325.14,,,,,,,,,332.70,337.12,335.13,,,314.78,339.24,334.48,206.13,,,,,295.73,327.34,309.32,305.53,348.35,366.21,386.39,,,,,,,,,,,
2015-10-19 22:01:05.887000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.05,304.87,298.27,337.33,280.46,291.59,,,,,,,,,,,
2015-12-06 22:00:46.946000,L8,320.76,326.97,320.52,331.95,309.42,268.39,,,,,,,,,,,,,,,,,,,,,,241.34,277.24,284.55,283.94,292.37,297.54,300.68,,,,,,,,,,,
2015-12-06 22:01:10.909000,L8,333.05,339.84,334.47,345.97,333.69,299.09,269.94,288.41,296.18,300.87,296.87,294.15,289.28,289.51,300.94,298.99,311.32,308.42,311.70,313.39,303.17,298.56,277.55,275.54,274.30,284.71,287.51,281.55,299.50,306.26,306.38,313.33,318.88,318.20,,,,271.89,,,,,,,
2015-12-31 21:54:58.788000,L8,347.89,359.25,345.59,351.50,336.27,299.30,274.29,289.28,295.69,296.38,296.31,294.00,291.71,296.48,305.97,300.73,312.78,309.53,314.60,314.31,309.32,316.97,280.15,279.03,304.11,298.54,300.35,291.42,314.26,308.97,311.98,316.79,321.34,322.28,,,,270.76,,,,,,,276.80
2016-02-01 21:54:55.246000,L8,385.54,371.73,344.64,376.04,385.90,293.18,277.66,290.46,298.76,297.25,295.38,293.07,291.28,291.62,301.05,297.70,312.18,308.72,312.88,312.20,302.10,297.54,274.98,279.02,278.04,286.73,307.18,289.31,294.77,306.35,303.86,311.76,322.10,322.31,,,,272.41,281.88,269.22,384.00,396.02,399.77,,284.45
2016-02-08 22:01:03.169000,L8,382.62,372.05,332.31,345.01,320.56,284.05,,280.73,288.47,290.62,288.87,286.75,284.50,285.02,293.78,291.77,306.92,301.28,305.70,307.30,296.51,291.12,265.15,267.86,268.10,278.25,285.11,281.72,289.61,298.24,298.84,306.72,313.40,315.45,,,,265.21,,,,,,,
2016-02-24 22:00:32.934000,L8,371.84,367.32,331.27,341.24,323.49,288.47,262.31,286.80,293.67,294.51,292.27,290.77,290.25,286.26,297.59,294.97,305.47,303.07,308.99,310.27,299.62,295.91,272.00,273.74,272.31,280.95,285.59,285.35,292.42,301.90,302.07,315.67,323.74,317.13,,,,267.43,365.52,374.15,379.33,392.51,396.02,,
2016-02-24 22:00:56.902000,L8,374.68,366.20,330.68,341.28,323.27,287.90,249.67,285.92,292.82,293.89,291.65,290.07,289.54,285.34,297.12,294.90,304.78,302.57,307.75,309.40,299.04,294.61,270.75,272.25,270.33,278.81,284.25,283.72,291.29,300.45,300.81,311.87,318.14,316.13,,,,266.32,363.78,374.22,378.39,392.64,395.20,,
2016-03-04 21:54:45.519000,L8,358.53,376.89,372.24,342.42,325.38,288.54,266.92,291.96,295.49,297.08,293.36,294.01,292.88,290.41,300.86,294.91,313.15,307.37,311.79,313.62,300.29,300.46,278.17,281.68,280.96,284.32,287.08,289.41,294.45,303.28,302.57,309.13,316.58,318.77,,,,272.46,291.88,,,,,,286.34
2016-03-20 21:54:39.082000,L8,367.48,374.81,357.28,347.48,324.59,288.56,253.09,283.99,292.27,292.93,292.54,290.78,285.49,286.09,293.06,293.36,307.38,304.86,305.34,306.90,296.99,292.14,266.46,266.20,265.05,276.99,284.87,283.28,288.93,298.64,298.15,305.46,307.33,314.14,,,,265.72,,,,,,,
2016-03-27 22:00:21.157000,L8,324.55,324.77,320.47,332.76,313.67,271.08,,,,,,,,,,,,,,,,,,,,,,237.53,270.73,276.47,275.65,278.78,284.43,293.18,,,,,,,,,,,
2016-03-27 22:00:45.116000,L8,325.60,325.71,321.87,334.19,314.70,272.02,,,,,,,,,,,,,,,,246.68,224.95,250.75,233.32,,,238.03,271.90,278.10,276.61,280.01,285.73,294.14,,,,,,,,,,,
2016-04-21 21:54:24.190000,L8,349.95,388.63,358.85,395.10,332.24,287.67,265.54,291.43,294.70,295.65,293.40,295.11,292.62,288.25,302.56,296.22,310.22,306.83,311.47,313.07,301.53,298.62,269.04,282.27,277.27,289.87,286.56,288.59,292.86,302.40,301.00,308.96,313.99,317.86,,,,270.50,,,,,,,
2016-04-28 22:00:13.508000,L8,382.41,342.51,367.17,347.49,328.51,288.82,254.71,291.52,293.11,296.98,293.18,294.64,289.96,286.33,297.18,296.54,308.44,305.40,310.69,309.80,299.32,298.50,267.76,279.91,273.32,282.19,287.32,287.47,291.71,301.94,302.49,310.92,307.98,317.13,,,,271.85,,,,,,,
