dates,nzd0280-0000,nzd0280-0001,nzd0280-0002,nzd0280-0003,nzd0280-0004,nzd0280-0005,nzd0280-0006,nzd0280-0007,nzd0280-0008,nzd0280-0009,nzd0280-0010,nzd0280-0011,nzd0280-0012,nzd0280-0013,nzd0280-0014,nzd0280-0015,nzd0280-0016,nzd0280-0017,nzd0280-0018,nzd0280-0019,nzd0280-0020,nzd0280-0021,nzd0280-0022,nzd0280-0023,nzd0280-0024,nzd0280-0025,nzd0280-0026,nzd0280-0027,nzd0280-0028,nzd0280-0029,nzd0280-0030,nzd0280-0031,nzd0280-0032,nzd0280-0033,nzd0280-0034,nzd0280-0035,nzd0280-0036,nzd0280-0037,nzd0280-0039,nzd0280-0040,nzd0280-0041,nzd0280-0042,nzd0280-0043,nzd0280-0044,nzd0280-0045,nzd0280-0057,nzd0280-0058,nzd0280-0059,nzd0280-0060,nzd0280-0061,nzd0280-0073,nzd0280-0074,nzd0280-0075,nzd0280-0076,nzd0280-0077,nzd0280-0078,nzd0280-0079,nzd0280-0080,nzd0280-0081,nzd0280-0082,nzd0280-0083,nzd0280-0084,nzd0280-0085,nzd0280-0086,nzd0280-0087,nzd0280-0088,nzd0280-0089,nzd0280-0090,nzd0280-0091,nzd0280-0092,nzd0280-0093,nzd0280-0094,nzd0280-0095,nzd0280-0096,nzd0280-0097,nzd0280-0098,nzd0280-0099,nzd0280-0100,nzd0280-0101,nzd0280-0102,nzd0280-0103,nzd0280-0104,nzd0280-0105,nzd0280-0106,nzd0280-0107,nzd0280-0108,nzd0280-0109,nzd0280-0110,nzd0280-0111,nzd0280-0112,nzd0280-0113,nzd0280-0114,nzd0280-0115,nzd0280-0116,nzd0280-0117,nzd0280-0118,nzd0280-0119,nzd0280-0123,nzd0280-0124,nzd0280-0125,nzd0280-0126,nzd0280-0127,nzd0280-0128,nzd0280-0129,nzd0280-0130,nzd0280-0131,nzd0280-0132,nzd0280-0133,nzd0280-0134,nzd0280-0135,nzd0280-0137,nzd0280-0138,nzd0280-0139,nzd0280-0140,nzd0280-0141,nzd0280-0142,nzd0280-0143,nzd0280-0144,nzd0280-0145,nzd0280-0146,nzd0280-0147,nzd0280-0148,nzd0280-0149,nzd0280-0150,nzd0280-0151,nzd0280-0152,nzd0280-0153,nzd0280-0154,nzd0280-0155,nzd0280-0156,nzd0280-0157,nzd0280-0158,nzd0280-0159,nzd0280-0160,nzd0280-0161,nzd0280-0162,nzd0280-0163,nzd0280-0164,nzd0280-0165,nzd0280-0166,nzd0280-0167,nzd0280-0168,nzd0280-0055,nzd0280-0056,nzd0280-0070,nzd0280-0071,nzd0280-0072,nzd0280-0038,nzd0280-0068,nzd0280-0069,nzd0280-0136,nzd0280-0046,nzd0280-0047,nzd0280-0049,nzd0280-0050,nzd0280-0051,nzd0280-0052,nzd0280-0053,nzd0280-0054,nzd0280-0062,nzd0280-0063,nzd0280-0064,nzd0280-0065,nzd0280-0066,nzd0280-0067,nzd0280-0120,nzd0280-0121,nzd0280-0122,nzd0280-0048,satname
1999-08-21 21:46:56+00:00,304.62,337.19,336.24,340.67,338.19,344.19,,340.09,334.7,340.58,323.13,,,,,,,,348.82,337.62,332.7,335.78,328.25,326.27,,337.74,,,,,,293.48,,,,326.71,,288.8,,,,,,,,,,,,,278.3,304.21,300.01,295.33,314.05,314.69,317.61,292.32,321.45,312.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.84,,299.84,313.07,,292.93,309.46,298.48,284.5,272.29,,,,,,,,,,,,,,,,317.13,341.57,,,319.92,302.57,276.22,,,,,,330.57,306.82,316.38,296.8,,308.82,302.75,303.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-09-22 21:47:00+00:00,304.62,337.725,338.395,340.67,339.645,345.025,341.0,343.4,336.935,339.04999999999995,324.54499999999996,323.77,318.85,320.34,312.11,339.79,353.32,354.5,346.62,336.805,333.685,336.15999999999997,331.2,329.66499999999996,344.12,337.1,339.61,329.63,337.31,340.21,326.74,294.44500000000005,293.3,,,326.71,,288.8,,,,,,,,,,,,,281.695,305.15999999999997,302.125,296.46,315.95500000000004,317.635,318.01,296.96000000000004,326.455,319.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.61,329.85,315.92499999999995,321.96000000000004,,292.93,310.35,305.77,298.095,279.735,,,,,,,,,,,,,,,,318.425,343.735,344.86,,331.815,308.9,281.355,268.45,,,327.19,332.34,329.67499999999995,306.82,316.38,296.8,,308.82,302.75,303.8,,,293.14,302.9,284.89,,,,,,,,,,,,,,,,,,,,,,,L7
1999-10-24 21:46:56+00:00,310.34000000000003,337.725,338.395,340.67,339.645,345.025,341.0,345.4266666666667,339.43666666666667,340.11999999999995,327.67,324.485,323.06,319.63,314.98,339.79,353.32,354.5,346.62,336.805,333.685,336.15999999999997,335.65000000000003,329.66499999999996,344.12,337.1,339.61,329.63,337.31,340.21,335.83500000000004,294.44500000000005,306.75,304.98,340.14,320.24,333.26,301.09000000000003,316.51,,,,,,,,,,,,281.695,309.24666666666667,302.125,296.46,315.95500000000004,322.08666666666664,319.77333333333337,300.36,329.8566666666666,323.96666666666664,289.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.71666666666664,333.96500000000003,322.74333333333334,321.96000000000004,327.68,300.345,313.3433333333333,308.90000000000003,304.82,286.5133333333333,,,,,334.46,,,,,,,,,,,318.425,343.735,344.86,,331.27,312.41333333333336,289.3766666666667,280.66999999999996,,303.22,327.78,334.58,331.35999999999996,326.2,316.38,303.935,336.17,308.82,302.75,314.495,,,293.14,319.78,298.21,318.86,296.97,284.37,,,,,,,,,,,,,,,,,,,,L7
2000-02-13 21:46:48+00:00,310.34000000000003,340.20666666666665,339.93,341.0566666666667,341.33,343.8766666666667,343.08500000000004,346.4575,343.0375,343.235,332.5825,324.485,323.06,319.23333333333335,314.34,332.815,353.755,355.16999999999996,347.5366666666667,338.7266666666667,335.50666666666666,336.43333333333334,335.245,331.13666666666666,342.11,335.84,335.72,330.305,337.015,340.21,337.48333333333335,309.89000000000004,317.0366666666667,304.98,340.14,320.24,340.11,301.09000000000003,316.51,332.08,315.36,325.08,333.15,324.06,321.33,336.83,338.78,324.37,306.77,334.56,294.8633333333333,311.83,298.46666666666664,298.95666666666665,316.45666666666665,322.03999999999996,321.1875,311.695,331.2475,327.62,301.335,,,346.27,343.48,,,,,339.47,323.61,,,,,,,,,,334.31,331.91,326.64,326.3,328.14,316.14,323.68,317.04,324.33,,,327.07,323.34,317.21,329.55,,,312.71666666666664,334.6366666666667,325.12,329.24,327.68,300.345,313.3433333333333,308.90000000000003,304.82,286.5133333333333,,319.67,326.47,,334.46,,,,,312.35,327.5,338.2,328.58,347.42,335.29,324.56333333333333,343.735,344.86,354.34,331.27,312.41333333333336,289.3766666666667,280.66999999999996,,322.39,332.9633333333333,335.43666666666667,331.35999999999996,325.69,324.625,313.68666666666667,335.71000000000004,323.525,320.38,321.92333333333335,336.62,331.56,307.23,319.0933333333333,302.46999999999997,318.86,300.8,296.425,332.03,322.95,322.39,308.98,317.4,333.62,328.13,336.23,331.56,325.13,320.49,320.42,318.77,319.98,315.59,,,,,L7
2000-05-19 21:46:07+00:00,312.61,339.79,338.235,340.385,340.395,339.17999999999995,341.69,342.09000000000003,341.115,338.86,331.51,317.7,314.8,316.53999999999996,310.25,327.525,352.63,352.96,342.99,336.305,333.1,333.17,329.39,329.35,329.04,325.515,325.735,324.46000000000004,323.805,322.3,325.725,328.13,318.46000000000004,313.91,,,346.96,,,332.08,315.36,325.08,333.15,324.06,321.33,336.83,338.78,324.37,306.77,334.56,321.2,319.58,291.15,303.95,304.125,308.645,318.5,345.7,333.20000000000005,325.28499999999997,313.64,,,346.27,343.48,,,,,339.47,323.61,,,,,,,,,,334.31,331.91,326.64,326.3,328.14,316.14,323.68,317.04,324.33,,,327.07,323.34,317.21,329.55,,,,335.98,332.25,343.8,,,,,,,,319.67,326.47,,,,,,,312.35,327.5,338.2,328.58,347.42,335.29,336.84,,329.8,348.42999999999995,311.23,299.49,290.79,276.23,,341.56,342.615,338.32,335.16,323.70000000000005,327.635,315.46500000000003,316.195,325.895,325.78,323.27,336.62,331.56,321.32,317.72,310.99,,304.63,308.48,332.03,322.95,322.39,308.98,317.4,333.62,328.13,336.23,331.56,325.13,320.49,320.42,318.77,319.98,315.59,,,,,L7
2000-08-07 21:45:08+00:00,318.17,339.79,343.57,340.385,340.395,344.09999999999997,343.84666666666664,345.01666666666665,339.5833333333333,338.74,328.78666666666663,318.36,316.78499999999997,315.44,307.47,327.525,352.63,352.96,342.99,338.7166666666667,332.87333333333333,332.01,327.6066666666666,327.6433333333334,329.04,330.73,331.03666666666663,324.46000000000004,323.805,329.685,322.73,316.10999999999996,307.80333333333334,300.26,,,346.96,334.6,293.39,332.08,315.36,325.08,333.15,324.06,321.33,336.83,338.78,324.37,306.77,334.56,321.2,306.125,291.15,297.375,303.62666666666667,308.68333333333334,317.94,345.7,333.20000000000005,325.28499999999997,313.64,,,346.27,343.48,,,,,339.47,323.61,,,,,,,,,,334.31,331.91,326.64,326.3,328.14,316.14,323.68,317.04,324.33,,,327.07,323.34,317.21,329.55,,,310.8,315.87,332.25,343.8,,295.92,313.9,,315.55,280.5,,319.67,326.47,,,,,,,312.35,327.5,338.2,328.58,347.42,335.29,336.84,,329.8,348.42999999999995,311.23,299.49,290.79,276.23,,341.56,338.8933333333333,338.32,335.975,320.83666666666664,327.635,322.25333333333333,320.74666666666667,329.94,327.42333333333335,318.88,334.52,331.56,305.03999999999996,310.845,291.09000000000003,302.04,304.63,308.48,332.03,322.95,322.39,308.98,317.4,333.62,328.095,333.79,339.505,325.13,320.49,320.42,318.77,319.98,315.59,,,,,L7
2000-10-26 21:44:22+00:00,318.17,338.91,343.25333333333333,341.90999999999997,340.465,345.94000000000005,342.2,343.58666666666664,335.3866666666667,333.9266666666667,321.72,318.5933333333333,319.06,316.8233333333333,310.93,327.66499999999996,348.87,351.15,338.83000000000004,337.1366666666667,331.56,331.7966666666667,327.36333333333334,328.17,328.38,329.76000000000005,329.46000000000004,320.815,319.625,329.97333333333336,322.36333333333334,300.4633333333333,292.22333333333336,300.26,,,,334.6,293.39,,,,,,,,,,,,,292.67,289.66,288.21500000000003,298.63000000000005,305.17,313.90666666666664,,330.94500000000005,313.84000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.8,295.76,,,,295.92,310.87,307.73,313.53499999999997,269.85,,,,328.48,,,,,,,,,,,,,,329.8,342.52,311.23,299.49,290.79,276.23,,,336.67499999999995,339.49,335.975,318.91999999999996,322.4,316.78499999999997,313.495,325.79499999999996,322.13,309.93,332.42,,288.76,303.97,271.19,302.04,,,,,,,,,328.06,331.35,347.45,,,,,,,,,,,L7
2000-11-27 21:44:26+00:00,336.77,343.41,352.12000000000006,340.33,334.765,345.86666666666673,339.3066666666667,346.5133333333333,343.5933333333333,343.17,331.66,328.02666666666664,329.9866666666667,317.91499999999996,312.675,326.12,346.67,352.22,341.05,347.49,340.87000000000006,341.8866666666666,336.30333333333334,329.94500000000005,338.78,335.785,334.37,339.21500000000003,342.895,333.81000000000006,328.21000000000004,292.955,288.68000000000006,286.61,,,,334.6,293.39,,,,354.41,356.19,350.57,347.68,,,,,324.86,310.07000000000005,289.66,288.21500000000003,302.55,310.06,324.87333333333333,339.86,341.64,333.51,284.2,,,,,,,,,,,,,,325.09,331.07,323.73,327.77,,,346.06,342.72,,337.87,,,,,,,,,,,293.21,303.91,321.5,324.485,295.76,,,,295.92,310.87,307.73,313.53499999999997,269.85,,,,328.48,332.86,,,,,,,,,336.97,349.4,,,,,,,,,,338.23,331.45,,341.40999999999997,329.83000000000004,352.64,335.83,329.85,338.03,330.71,332.19,345.33000000000004,342.77,306.515,315.71500000000003,271.19,322.925,323.86,308.59,,352.26,338.3,308.9,317.96,355.01,336.015,343.07000000000005,351.555,,305.62,322.43,329.05,,324.34,,345.4,327.84,,L7
2000-12-13 21:44:28+00:00,332.09,343.04,350.495,342.02,338.77666666666664,346.35,340.40250000000003,346.88,343.89,342.16999999999996,332.6925,328.47499999999997,331.22,322.4866666666666,320.92333333333335,333.61,350.435,354.46000000000004,345.83000000000004,347.545,341.3525,342.265,337.41,333.7566666666667,340.66499999999996,336.7166666666667,335.5433333333333,337.15333333333336,340.40333333333336,334.6933333333333,327.9666666666667,299.59,295.35333333333335,295.39,,322.8,336.07,329.685,300.54499999999996,298.89,,,354.41,356.19,350.57,347.68,,,,,307.105,309.31666666666666,295.27,294.0466666666667,307.6066666666667,314.3833333333333,325.735,320.5,338.2,330.8833333333333,284.2,,,,,,,,,,,,,,325.09,331.07,323.73,327.77,,,346.06,342.72,,337.87,,,,,,,,,,,293.21,303.91,321.5,323.15000000000003,313.5,339.94,335.38,334.93,298.23,312.58,311.99,313.53499999999997,269.85,,,,328.48,332.86,,,,,,,,,336.97,349.4,328.04,351.69,343.9,343.88,337.13,321.19,294.0,267.43,,338.23,332.375,337.11,337.66,327.6066666666667,341.32,319.645,325.37,327.105,327.885,329.59,345.33000000000004,342.77,303.8733333333333,313.1066666666666,287.445,322.34999999999997,312.70000000000005,285.765,,352.26,338.3,308.9,317.96,355.01,336.015,343.07000000000005,351.555,,305.62,322.43,329.05,,324.34,,345.4,327.84,,L7
2001-01-14 21:44:33+00:00,325.395,343.04,350.495,342.02,338.77666666666664,346.35,340.40250000000003,346.88,343.89,342.16999999999996,332.6925,328.47499999999997,331.22,326.0675,320.92333333333335,333.61,349.98,353.4466666666667,345.83000000000004,347.262,341.3525,342.265,337.434,333.7566666666667,340.66499999999996,336.7166666666667,335.5433333333333,337.15333333333336,340.40333333333336,334.6933333333333,327.9666666666667,299.59,295.35333333333335,295.39,,322.8,336.07,329.685,300.54499999999996,298.89,,,354.41,356.19,350.57,348.405,,,,,311.97,309.31666666666666,302.73,294.0466666666667,307.4825,314.3833333333333,330.424,320.5,338.2,330.8833333333333,284.2,,,,,,,,,,,325.01,,337.9,325.09,332.0,323.73,327.77,,,346.06,342.72,,337.87,,,,,,,,,,,293.21,303.91,321.5,323.15000000000003,317.2,339.94,330.91499999999996,332.45500000000004,305.2766666666667,313.9375,314.5133333333333,315.7833333333333,285.68333333333334,,,,328.48,332.86,,,,,,,,,336.97,349.4,328.04,351.69,343.9,343.88,337.13,321.19,294.0,267.43,,338.23,332.375,337.11,337.66,327.6066666666667,336.7366666666667,319.645,323.7266666666667,327.105,331.06,318.6525,345.33000000000004,342.77,303.8733333333333,313.1066666666666,287.445,322.34999999999997,312.70000000000005,285.765,,352.26,338.3,308.9,317.96,355.01,336.015,343.07000000000005,351.555,,305.62,322.43,329.05,,324.34,,345.4,327.84,,L7
