dates,satname,nzd0103-0000,nzd0103-0001,nzd0103-0002
2021-11-06 22:12:48.299000,L9,269.44,267.74,304.14
2021-11-18 22:12:08.776000,L8,269.08,268.95,302.53
2022-01-13 22:12:02.740000,L9,269.83,266.96,304.20
2022-01-21 22:11:59.917000,L8,166.82,265.58,301.13
2022-01-29 22:12:05.530000,L9,269.44,265.14,303.23
2022-02-14 22:12:01.049000,L9,,266.22,299.89
2022-02-22 22:11:50.626000,L8,286.69,299.70,324.52
2022-05-05 22:11:31.114000,L9,277.23,277.11,304.81
2022-05-21 22:11:19.594000,L9,278.23,293.96,329.52
2022-06-14 22:11:59.156000,L8,280.85,292.46,321.29
2022-07-16 22:12:03.012000,L8,275.24,281.82,312.74
2022-09-10 22:12:03.656000,L9,281.36,294.25,324.52
2022-11-13 22:12:17.201000,L9,275.15,278.53,309.64
2023-02-09 22:12:09.040000,L8,279.35,287.47,325.98
2023-03-13 22:11:47.152000,L8,280.71,281.10,336.88
2023-03-21 22:11:55.188000,L9,274.35,268.30,310.48
2023-03-29 22:11:37.049000,L8,275.95,272.44,312.44
2023-05-16 22:11:04.371000,L8,292.37,283.01,327.58
2023-05-24 22:11:17.213000,L9,283.09,279.11,334.36
2023-06-09 22:11:12.914000,L9,298.94,298.54,324.07
2023-06-25 22:11:08.216000,L9,280.82,294.13,315.63
2023-07-27 22:11:26.959000,L9,292.43,279.20,330.43
2023-08-28 22:11:44.258000,L9,282.30,275.15,320.81
2023-09-13 22:11:53.459000,L9,275.97,271.49,300.53
2023-10-07 22:11:57.146000,L8,275.38,272.49,300.93
2023-10-15 22:12:03.081000,L9,276.17,277.00,310.05
2023-11-08 22:11:57.030000,L8,268.87,267.63,297.24
2024-01-11 22:11:56.446000,L8,267.31,267.94,305.31
2024-02-04 22:12:07.739000,L9,275.46,271.52,307.43
2024-02-12 22:11:54.234000,L8,266.13,265.98,300.72
2024-02-20 22:11:56.095000,L9,286.33,262.97,304.96
2024-02-28 22:11:48.245000,L8,275.86,274.93,307.76
2024-03-07 22:12:00.069000,L9,280.16,280.01,321.37
2024-03-15 22:11:37.973000,L8,278.28,275.29,316.77
2024-04-16 22:11:19.307000,L8,278.63,281.15,321.44
2024-05-02 22:11:08.519000,L8,278.56,274.52,311.34
2024-05-10 22:11:24.784000,L9,277.79,280.64,316.31
2024-05-18 22:10:55.940000,L8,274.86,272.26,307.68
2024-05-26 22:11:12.218000,L9,268.09,266.42,296.93
2024-06-11 22:11:06.286000,L9,276.45,274.81,312.67
2024-06-27 22:10:53.037000,L9,159.21,281.33,316.06
2024-08-06 22:11:21.454000,L8,280.91,303.82,317.37
2024-08-22 22:11:34.534000,L8,289.99,322.92,344.47
2024-09-23 22:11:42.698000,L8,280.25,286.08,317.29
2024-11-18 22:11:59.014000,L9,275.78,273.72,309.09
2024-12-04 22:12:00.480000,L9,318.21,318.80,345.26
2024-12-28 22:11:50.695000,L8,373.69,286.77,320.86
2025-01-05 22:11:55.058000,L9,266.61,269.48,300.72
2025-01-29 22:11:52.495000,L8,272.04,276.22,314.07
2025-05-13 22:11:22.590000,L9,278.25,277.87,314.29
2025-05-21 22:11:16.046000,L8,273.11,268.55,300.40
2025-05-29 22:11:15.744000,L9,292.52,295.09,335.74
2025-06-06 22:11:18.842000,L8,275.25,267.38,311.49
2025-06-30 22:11:31.747000,L9,293.98,301.66,361.98
2025-07-16 22:11:36.965000,L9,180.34,268.39,304.72
2025-08-09 22:11:49.526000,L8,303.19,312.55,336.33
2025-09-18 22:12:01.813000,L9,278.07,272.18,317.96
2025-10-04 22:12:06.102000,L9,166.95,266.15,300.99
2025-11-05 22:12:10.440000,L9,272.78,268.78,310.18
