dates,satname,nzd0082-0000,nzd0082-0001,nzd0082-0002,nzd0082-0003,nzd0082-0004,nzd0082-0005,nzd0082-0006,nzd0082-0007,nzd0082-0008,nzd0082-0009,nzd0082-0010,nzd0082-0011,nzd0082-0012,nzd0082-0013,nzd0082-0014,nzd0082-0015,nzd0082-0016,nzd0082-0017,nzd0082-0018,nzd0082-0019,nzd0082-0020,nzd0082-0021,nzd0082-0022,nzd0082-0023,nzd0082-0024,nzd0082-0025,nzd0082-0026,nzd0082-0027,nzd0082-0028,nzd0082-0029,nzd0082-0030,nzd0082-0031,nzd0082-0032,nzd0082-0033,nzd0082-0034,nzd0082-0035,nzd0082-0036,nzd0082-0037,nzd0082-0038,nzd0082-0039,nzd0082-0040,nzd0082-0041,nzd0082-0042,nzd0082-0043,nzd0082-0044,nzd0082-0045,nzd0082-0046,nzd0082-0047,nzd0082-0048,nzd0082-0049,nzd0082-0050,nzd0082-0051,nzd0082-0052,nzd0082-0053,nzd0082-0054,nzd0082-0055,nzd0082-0056,nzd0082-0057,nzd0082-0058,nzd0082-0059,nzd0082-0060,nzd0082-0061,nzd0082-0062,nzd0082-0063,nzd0082-0064,nzd0082-0065,nzd0082-0066,nzd0082-0067,nzd0082-0068,nzd0082-0069,nzd0082-0070,nzd0082-0071,nzd0082-0072,nzd0082-0073,nzd0082-0074,nzd0082-0075,nzd0082-0076,nzd0082-0077,nzd0082-0078,nzd0082-0079,nzd0082-0080,nzd0082-0081,nzd0082-0082,nzd0082-0083,nzd0082-0084,nzd0082-0085,nzd0082-0086,nzd0082-0087,nzd0082-0088,nzd0082-0089,nzd0082-0090,nzd0082-0091,nzd0082-0092,nzd0082-0093,nzd0082-0094,nzd0082-0095,nzd0082-0096,nzd0082-0097,nzd0082-0098,nzd0082-0099,nzd0082-0100,nzd0082-0101,nzd0082-0102,nzd0082-0103,nzd0082-0104,nzd0082-0105,nzd0082-0106,nzd0082-0107,nzd0082-0108,nzd0082-0109,nzd0082-0111,nzd0082-0112,nzd0082-0113,nzd0082-0114,nzd0082-0115,nzd0082-0135,nzd0082-0136,nzd0082-0137,nzd0082-0110,nzd0082-0116,nzd0082-0117,nzd0082-0118,nzd0082-0119,nzd0082-0120,nzd0082-0121,nzd0082-0122,nzd0082-0123,nzd0082-0124,nzd0082-0125,nzd0082-0126,nzd0082-0127,nzd0082-0128,nzd0082-0129,nzd0082-0130,nzd0082-0131,nzd0082-0132,nzd0082-0133,nzd0082-0134,nzd0082-0138,nzd0082-0139,nzd0082-0140,nzd0082-0141
2004-08-22 22:01:12.537000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.85,303.20,290.13,277.57,240.44,,,,,,,,,,,,,332.88,257.26,196.79,,,,,,,,,,,236.54,244.99,253.39,266.99,329.09,244.71,242.89,222.40,,,,,,,,,233.70,415.95,303.58,270.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-16 21:55:41.721000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.63,250.83,309.45,231.11,192.72,,,,,179.21,476.26,534.60,402.22,358.37,510.55,249.29,243.27,244.75,225.50,248.77,194.04,,,,173.55,199.04,213.83,226.41,269.80,289.54,281.09,342.67,537.58,260.08,431.84,259.35,262.20,266.40,260.14,329.44,388.97,333.38,271.43,254.43,283.19,338.09,524.03,426.69,315.65,333.42,341.72,348.70,355.67,338.26,494.24,502.36,503.25,329.28,319.88,310.72,350.93,366.59,368.16,374.53,409.30,482.27,477.21,261.16,362.00,368.01,396.04,409.30,450.60,489.08,481.95,471.19,473.44,502.23,495.00,455.51,424.54
2004-10-18 21:56:23.891000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.83,197.51,199.00,220.40,228.94,237.26,239.68,248.07,254.23,259.71,266.85,264.84,265.24,267.60,257.24,253.44,272.28,281.39,267.31,251.61,286.38,310.49,312.17,314.30,311.55,303.32,480.85,472.35,496.85,301.55,282.67,,,329.37,342.39,349.15,346.50,357.67,346.53,235.73,195.20,181.55,221.03,377.73,441.28,482.86,458.68,457.57,449.98,500.93,486.44,440.29,403.59
2004-11-03 21:56:42.977000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.19,197.41,199.15,218.72,223.82,234.22,234.13,241.45,245.88,254.48,259.96,255.20,256.63,258.23,249.56,249.61,267.35,279.84,268.01,251.43,283.39,306.38,303.96,304.23,306.16,295.82,473.72,478.36,484.61,295.55,273.40,,,322.11,334.31,341.62,346.25,356.08,346.57,181.74,183.13,183.25,214.45,361.20,426.53,480.11,444.93,452.15,444.48,489.31,475.50,440.08,393.42
2004-11-19 21:56:55.269000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.23,204.16,199.59,215.44,219.36,230.08,233.45,238.22,248.96,255.24,263.07,256.38,261.25,267.76,262.33,256.04,268.14,284.56,270.13,252.77,282.40,300.40,304.58,306.79,309.21,299.36,475.96,470.75,491.22,292.08,282.55,,,212.25,343.87,351.11,349.24,357.55,351.37,180.88,,,211.59,366.46,424.32,470.01,449.85,459.01,450.06,,492.82,449.82,410.33
2005-01-22 21:58:02.481000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.61,197.36,185.33,202.44,214.95,227.05,231.70,242.77,250.26,254.22,261.78,260.72,261.83,260.10,245.19,244.31,263.84,273.81,261.34,247.71,268.90,302.24,309.44,309.03,311.95,296.55,473.01,467.70,492.82,282.74,282.16,,,207.27,332.20,333.17,332.93,351.85,333.36,,,,204.67,354.41,431.40,475.44,454.62,463.20,451.84,486.81,478.13,433.79,385.35
2005-02-07 21:58:15.209000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.04,194.77,203.49,210.68,211.56,232.28,246.72,251.30,260.51,258.57,261.05,266.47,,,245.48,267.28,256.39,244.44,265.35,284.99,289.28,296.13,308.56,299.16,481.70,472.56,494.16,275.75,282.82,,,204.46,338.83,346.27,339.79,345.49,306.85,,,,200.02,372.06,431.29,458.82,455.35,461.42,449.20,493.29,485.65,437.29,358.51
2005-02-23 21:58:31.621000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.38,203.94,214.55,222.74,223.20,226.63,240.01,246.34,254.18,250.30,253.56,261.02,,,,271.21,257.22,249.53,271.93,293.02,300.33,301.72,302.98,293.46,477.21,475.07,487.81,285.07,278.53,,,207.30,337.31,338.69,340.05,350.89,327.43,,,,201.93,371.60,430.81,469.43,451.52,459.00,446.52,490.17,480.75,439.23,387.26
2005-03-11 21:58:44.158000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.42,187.12,195.35,210.73,228.18,235.12,228.16,243.27,251.72,257.95,269.50,279.84,282.62,289.14,282.20,282.95,306.50,344.11,342.05,347.07,343.34,342.34,316.16,300.49,324.56,327.14,342.31,345.79,342.71,332.95,482.87,488.22,502.87,317.97,317.21,265.77,334.62,357.09,370.45,380.96,381.01,367.05,359.07,232.38,281.53,363.68,403.43,410.14,450.30,487.16,468.00,469.01,461.44,501.18,491.59,453.62,430.60
2005-03-18 22:04:58.791000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.46,201.68,194.37,196.43,192.49,186.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.71,222.57,212.25,215.52,227.52,244.97,231.31,223.01,232.29,225.18,,,,,,,,,,,,205.79,218.53,209.25,208.20,,,,,,,,202.96,,,,,,,,,,,,,,,,,,,,,,,
2005-04-03 22:05:04.358000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.65,197.62,196.51,197.09,193.96,193.33,180.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.65,,,,,,,,,,,,,,,,,,,,,236.73,264.64,,
2005-05-30 21:59:15.499000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.65,206.85,221.11,227.19,225.80,220.83,235.26,235.38,245.67,247.64,253.69,251.39,241.86,,,,,,,,,,,441.42,436.97,463.32,,,,,191.90,327.13,337.19,324.24,333.97,332.74,178.95,,,184.83,329.59,372.65,438.27,430.88,431.59,410.85,455.57,442.42,405.92,
2005-06-06 22:05:29.697000,L5,207.85,207.91,204.17,196.43,191.59,186.55,,,,,,,,,,,,,,,,,,,183.70,234.71,225.98,221.82,224.41,227.90,211.31,206.97,199.90,208.97,199.64,183.83,,,,,,,,,,,,,,,,,,,,182.36,209.66,206.73,197.07,186.67,191.98,218.20,193.07,187.43,185.32,190.48,184.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.72,188.69,189.95,193.80,185.90,214.61,204.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-25 22:06:05.194000,L5,,,,,,,,,,,,,236.38,246.19,241.30,262.52,352.31,265.45,260.44,232.21,216.14,233.27,311.18,269.27,267.33,264.54,267.51,269.83,278.96,311.77,283.69,255.42,265.83,232.80,227.03,415.26,348.29,260.27,242.71,231.86,208.37,352.00,281.78,330.79,222.00,222.99,199.43,,301.47,231.39,212.21,216.05,228.58,360.21,311.62,262.55,247.26,262.89,242.47,227.81,234.09,229.35,229.12,216.41,241.78,251.10,281.64,289.85,254.94,247.85,234.79,216.69,,,,,,,,208.09,212.60,224.19,261.48,249.22,254.01,259.44,419.16,244.73,203.17,,198.94,201.15,200.52,218.30,226.31,240.22,260.28,431.77,427.36,223.38,221.17,209.83,198.34,195.82,210.31,277.39,223.72,207.43,196.55,194.62,217.74,192.63,,,173.85,,,,187.32,197.34,200.64,240.99,234.38,241.01,259.27,211.47,199.20,202.14,229.80,245.96,244.81,,,,,,,,,,,
2005-09-03 21:59:56.285000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.73,187.89,208.91,218.24,225.08,228.23,237.98,246.67,254.01,262.86,255.70,257.62,263.09,258.86,245.65,263.01,273.73,259.73,242.51,274.40,301.70,304.94,306.23,304.94,296.61,472.86,476.58,485.56,289.70,277.76,,,318.00,334.56,341.92,333.49,351.58,339.46,176.16,,,203.32,370.90,422.54,466.54,447.02,455.18,445.65,488.51,470.88,434.52,387.42
2005-09-19 21:59:56.928000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.94,338.86,291.92,,,,,,,,,,,,,,,,,184.57,206.95,231.64,251.77,256.86,274.79,276.75,280.68,269.71,280.23,324.83,290.01,273.55,280.68,283.33,280.01,288.13,299.94,326.03,331.36,328.31,339.36,317.77,481.44,482.25,490.98,310.13,287.39,246.98,306.50,339.09,352.90,356.18,350.73,360.56,346.36,203.37,183.83,181.27,233.83,394.55,441.61,480.38,457.26,491.79,463.21,489.66,476.93,436.18,398.57
2005-11-22 22:00:23.113000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.35,200.94,192.91,209.94,218.97,230.73,234.81,245.86,252.04,261.59,271.17,260.33,261.58,258.28,,,172.63,253.91,246.20,235.23,266.27,307.33,308.52,311.38,302.71,298.37,485.17,480.03,503.17,292.43,279.88,,,223.15,345.20,347.90,344.16,357.07,338.55,182.44,,,218.81,377.54,440.03,483.15,458.92,460.96,452.37,501.71,491.69,442.89,399.38
2006-04-15 22:03:30.798000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.37,195.88,196.46,213.73,234.36,249.40,249.04,247.11,252.17,257.71,262.97,269.47,280.38,283.66,284.40,291.01,302.22,299.40,293.99,293.54,300.56,306.92,288.79,286.36,302.66,318.88,326.20,328.10,333.89,322.84,488.81,488.72,505.46,314.66,305.21,267.31,326.97,345.21,354.42,366.06,373.44,368.85,372.48,357.78,323.35,402.24,412.87,439.14,450.58,491.70,475.65,466.54,469.89,503.43,495.36,468.75,426.39
2006-07-04 22:04:41.660000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.02,202.04,209.80,223.07,228.89,233.08,234.58,249.27,248.33,257.49,260.08,251.54,250.95,251.12,259.91,267.64,258.56,245.24,266.78,296.46,296.42,300.26,306.16,292.55,461.00,455.27,480.02,288.55,274.53,,,315.80,331.29,337.01,320.99,339.76,332.76,187.10,,,192.64,347.46,405.36,466.51,437.70,450.92,433.19,481.93,478.32,429.14,384.63
2006-10-24 22:06:02.805000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.29,519.07,532.12,315.85,336.69,206.00,,,,,,,171.01,218.12,215.28,233.21,254.96,250.95,244.66,246.72,255.10,255.31,269.95,313.99,321.33,328.87,333.20,337.97,311.87,310.44,314.26,332.46,329.59,343.89,353.44,341.45,342.27,340.85,340.24,337.55,332.79,497.67,505.50,512.07,345.78,307.14,312.52,349.66,372.05,385.07,388.03,377.33,377.65,392.07,377.30,375.55,430.34,432.19,455.32,454.65,485.12,465.27,471.16,470.36,507.01,496.95,457.57,428.01
2006-12-11 22:06:28.205000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.11,190.18,189.14,192.77,200.97,202.82,202.54,178.51,,,,,,,,205.88,239.07,245.39,244.16,269.24,280.46,289.03,295.41,303.91,315.83,326.41,331.22,342.66,350.86,357.35,356.45,345.08,370.68,363.37,350.37,363.82,384.22,372.93,349.52,383.91,391.01,398.05,402.13,401.99,,,,379.07,395.54,372.51,290.50,250.51,307.46,417.88,437.94,438.49,444.71,446.05,275.65,265.16,262.81,301.14,440.79,507.09,,,,,,,
2007-02-13 22:06:47.368000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.11,205.12,215.39,224.79,228.04,234.82,239.42,245.50,247.98,252.12,248.33,256.67,249.44,240.13,254.33,279.55,266.63,252.91,279.76,296.49,296.34,305.04,299.98,288.90,466.74,473.75,489.91,287.29,264.99,,,206.28,329.22,332.23,329.92,349.64,337.50,169.71,,,208.02,360.82,424.50,475.40,452.18,447.71,443.13,487.96,468.86,426.84,390.51
2007-09-25 22:04:48.945000,L5,,,,,,,,,,,,,,,,,,,,,485.44,467.09,335.76,377.09,476.11,550.55,,,,,,,,,,,,,259.35,344.95,260.01,191.58,,,,,,,,,,,,,,,,,513.81,525.20,260.48,326.99,345.75,496.51,310.22,308.81,269.36,255.73,254.43,241.18,175.39,,,,,,,,,,,,,,,,227.94,185.13,211.37,228.71,226.98,258.20,273.33,284.21,282.17,284.64,286.82,288.62,306.28,305.95,301.11,285.49,285.23,316.24,275.84,301.95,326.42,333.35,339.13,366.96,351.95,356.63,341.12,344.18,346.25,,,,366.02,346.19,355.40,364.27,376.90,386.74,394.29,417.78,412.47,409.79,405.41,391.63,388.29,427.40,488.86,545.21,,,,,,,,
2008-02-16 22:02:22.163000,L5,285.39,291.06,,480.45,458.39,516.26,,,,,,541.99,522.72,512.05,479.02,435.75,388.83,318.16,305.50,291.40,266.05,295.24,515.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.30,187.22,200.57,223.06,233.78,226.10,227.87,238.33,243.74,258.57,269.58,271.97,281.38,286.98,,,,,,,,,,,327.93,335.56,363.23,347.54,374.31,,,,331.29,330.07,,,,,,,,,,,,,,,,,,,,,,
2008-10-29 21:55:24.451000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.14,360.10,394.91,395.35,474.17,478.24,,,,,,,,,,,,,,,,,,,,,,,,,182.46,186.69,205.56,221.16,225.64,246.59,269.56,254.01,256.36,263.00,271.81,280.30,277.98,279.65,284.22,290.42,292.14,305.16,310.10,314.84,328.82,321.22,315.20,320.98,318.04,324.53,342.65,332.29,329.00,336.02,337.88,508.31,523.99,517.94,336.27,338.18,322.81,349.10,379.29,386.02,386.28,382.56,390.99,387.22,385.52,387.49,385.96,388.01,430.58,467.39,506.88,481.25,494.40,477.66,517.50,515.92,480.40,462.22
2009-02-02 21:57:22.411000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.70,197.90,194.74,213.82,213.50,227.50,228.10,241.11,249.10,254.26,256.59,258.47,260.29,265.62,262.19,257.51,261.13,275.86,267.35,248.65,279.87,291.71,297.23,308.28,308.47,303.80,470.21,471.75,489.59,291.08,278.66,,,313.56,338.54,340.26,338.59,347.91,330.98,,,,222.16,371.13,424.50,467.40,451.77,451.59,444.05,488.60,476.83,436.15,385.17
2010-02-21 22:02:44.773000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.64,488.41,499.37,361.68,390.70,278.47,491.02,410.25,420.62,491.36,313.99,,,,,,170.47,241.84,246.35,250.12,255.36,273.52,276.27,315.62,287.51,305.05,281.77,278.39,287.82,290.13,273.86,268.20,293.00,311.50,313.54,314.77,313.13,314.98,381.50,489.98,485.61,306.35,293.30,218.24,289.48,336.05,352.94,355.72,361.94,385.48,388.92,232.98,221.59,,,,,,,404.06,432.30,484.35,474.82,430.68,404.56
2011-01-07 22:01:44.406000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.35,195.08,207.21,222.89,230.06,234.61,245.82,252.90,257.48,256.01,251.92,261.39,262.29,256.30,270.25,277.40,268.90,246.43,283.91,291.58,300.45,303.29,305.34,300.23,471.19,474.25,490.37,288.00,274.12,,,205.86,331.20,336.16,337.02,348.53,328.84,,,,214.65,357.00,427.14,467.58,449.85,454.93,448.17,486.17,474.79,430.11,384.67
2011-03-12 22:01:43.554000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.86,210.55,218.07,227.40,235.46,239.16,246.57,252.88,257.29,248.98,248.92,258.69,252.05,248.64,256.06,266.62,251.62,242.44,278.70,298.62,305.14,307.26,308.32,301.77,469.48,463.70,485.87,290.57,278.92,,,304.00,333.20,336.92,332.43,347.99,333.09,,,,208.95,362.35,425.38,473.30,452.95,450.67,441.46,485.23,468.44,429.60,387.92
2011-03-28 22:01:38.376000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.21,339.33,313.96,466.35,536.21,,,,,,,,,,,,,,,,,,,,,,,,185.38,188.54,202.82,209.90,221.88,222.43,239.27,261.37,270.47,274.27,278.86,292.97,277.64,273.18,272.40,283.45,308.51,308.17,311.60,307.85,300.63,302.46,319.64,326.58,343.13,334.09,327.37,333.45,343.66,358.62,362.98,365.03,363.48,363.40,385.13,381.88,387.36,410.07,398.32,,,,352.61,414.81,440.98,390.51,385.94,381.02,391.53,381.72,370.19,439.19,412.55,383.09,352.76,428.93,523.53,,,,,,,,,
2011-04-13 22:01:34.017000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.82,181.83,197.55,207.97,216.00,229.81,231.09,238.91,243.64,251.15,253.28,257.96,256.12,260.55,254.83,251.82,265.68,279.83,270.64,252.04,287.53,302.05,305.75,309.01,305.33,299.98,455.65,447.39,471.42,300.10,280.76,,,310.93,334.48,344.50,337.52,352.22,342.58,,,,211.26,358.06,417.89,468.82,456.39,443.24,425.08,468.58,454.30,415.14,372.71
2011-09-04 22:00:27.603000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.53,189.94,203.49,218.39,227.48,234.19,239.31,243.38,256.24,261.53,264.51,264.04,268.57,263.89,260.99,273.47,285.07,273.71,248.12,286.57,299.78,301.66,310.32,309.03,302.63,472.48,468.73,,296.82,276.98,,419.43,440.78,440.14,428.47,342.13,349.47,335.57,476.91,481.21,,201.60,350.91,422.78,472.71,442.40,450.24,439.67,528.26,481.64,439.36,388.56
2013-05-11 22:19:55.208000,L8,,,196.70,210.51,206.47,197.21,194.30,,,,,,,,,,,,,,,452.76,,,,211.87,213.74,215.79,202.89,214.92,224.77,184.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.94,434.60,459.54,,,,,,,,,,,,,,303.92,310.72,500.83,,,,,,,,,,,,,,372.17,371.43,363.09,,,,,,,,,,,,393.24,399.68,492.80,,,,,,,,,,
2013-05-20 22:13:50.559000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.09,188.06,213.12,227.28,234.38,242.67,241.09,248.64,258.01,262.70,265.92,258.45,270.94,275.15,251.60,262.24,282.54,269.14,261.47,287.30,296.63,306.44,310.48,310.64,305.37,461.16,451.68,487.04,294.75,273.62,,289.42,326.19,346.10,346.83,324.17,332.00,342.55,,,,194.86,347.44,404.42,465.00,434.33,450.91,429.72,481.65,480.81,431.13,395.80
2013-06-28 22:19:33.252000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.12,210.88,,,,,,,,,,,,,,,,,,,,,238.65,236.02,235.19,
2013-07-07 22:13:48.209000,L8,381.81,481.77,339.95,471.69,281.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.76,203.98,220.83,214.94,217.65,267.94,255.42,250.76,249.14,255.81,266.71,271.54,271.23,294.79,277.65,276.39,248.78,260.29,286.72,270.18,263.36,289.61,436.00,319.61,338.64,330.34,353.05,469.01,459.22,530.48,554.89,284.04,264.53,295.04,320.33,341.54,352.73,323.87,335.73,347.10,,,180.79,206.84,350.99,407.75,478.42,437.71,455.95,432.89,486.85,489.64,427.45,400.72
2013-07-14 22:19:34.707000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.63,,,,,,,,,,,,,,,,,286.23,348.53,274.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-08 22:13:49.700000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.77,218.11,217.80,219.55,228.12,233.46,246.14,263.32,253.00,261.78,262.37,265.11,258.48,271.92,273.63,254.60,265.67,283.20,268.59,262.46,292.24,310.78,310.48,311.21,310.06,305.01,466.62,512.03,521.93,299.12,280.28,271.58,298.26,327.47,341.84,354.27,336.21,338.92,344.22,,,184.34,209.57,353.91,405.70,464.98,433.95,450.28,431.59,516.01,484.74,429.39,398.98
2013-08-31 22:19:38.558000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.34,238.63,229.49,172.84,185.51,189.03,180.68,178.48,186.52,188.77,183.07,187.86,180.58,183.64,200.59,207.33,198.74,265.80,198.08,203.46,202.70,251.69,270.22,215.73,237.22,199.04,,,,,,181.91,,,,,220.37,220.53,179.25,192.05,197.38,192.90,189.57,233.10,199.03,220.67,225.67,,221.56,246.91,237.53,234.82,,,,,,,
2013-08-31 22:20:02.513000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.05,239.41,229.83,249.10,248.71,243.73,230.83,248.91,243.98,232.77,225.60,240.18,227.76,214.31,201.95,208.06,199.56,265.81,198.75,204.68,203.32,251.69,270.23,216.19,237.89,199.57,,,,,,182.59,,,,,221.66,281.55,180.30,192.63,198.43,193.50,190.47,233.24,199.52,220.61,226.26,,221.46,247.09,239.34,236.78,,,,223.27,240.73,225.02,
2013-10-11 22:13:41.596000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.91,302.80,323.89,372.60,440.30,334.17,206.49,218.80,230.51,237.89,246.54,249.63,255.55,263.85,266.87,270.13,269.69,280.30,278.49,260.30,275.46,289.98,273.67,269.84,296.63,305.19,313.67,316.57,317.99,309.34,469.02,465.79,489.25,306.81,284.70,,,318.13,338.95,347.69,342.83,345.60,350.99,,,,215.71,354.89,414.23,473.52,440.31,457.05,435.22,480.00,479.89,431.26,399.65
2013-10-27 22:13:31.854000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.38,197.40,215.56,226.92,235.23,244.68,245.82,252.55,260.81,265.40,267.06,265.32,274.82,270.25,256.12,269.45,285.12,270.40,264.86,291.01,297.63,306.42,310.17,311.45,303.74,470.09,479.48,489.66,299.69,273.15,,,317.36,337.86,348.05,338.98,347.95,347.67,,,181.29,216.00,346.57,414.07,464.81,437.52,452.90,442.24,481.24,482.61,432.05,399.66
