dates,satname,nzd0082-0000,nzd0082-0001,nzd0082-0002,nzd0082-0003,nzd0082-0004,nzd0082-0005,nzd0082-0006,nzd0082-0007,nzd0082-0008,nzd0082-0009,nzd0082-0010,nzd0082-0011,nzd0082-0012,nzd0082-0013,nzd0082-0014,nzd0082-0015,nzd0082-0016,nzd0082-0017,nzd0082-0018,nzd0082-0019,nzd0082-0020,nzd0082-0021,nzd0082-0022,nzd0082-0023,nzd0082-0024,nzd0082-0025,nzd0082-0026,nzd0082-0027,nzd0082-0028,nzd0082-0029,nzd0082-0030,nzd0082-0031,nzd0082-0032,nzd0082-0033,nzd0082-0034,nzd0082-0035,nzd0082-0036,nzd0082-0037,nzd0082-0038,nzd0082-0039,nzd0082-0040,nzd0082-0041,nzd0082-0042,nzd0082-0043,nzd0082-0044,nzd0082-0045,nzd0082-0046,nzd0082-0047,nzd0082-0048,nzd0082-0049,nzd0082-0050,nzd0082-0051,nzd0082-0052,nzd0082-0053,nzd0082-0054,nzd0082-0055,nzd0082-0056,nzd0082-0057,nzd0082-0058,nzd0082-0059,nzd0082-0060,nzd0082-0061,nzd0082-0062,nzd0082-0063,nzd0082-0064,nzd0082-0065,nzd0082-0066,nzd0082-0067,nzd0082-0068,nzd0082-0069,nzd0082-0070,nzd0082-0071,nzd0082-0072,nzd0082-0073,nzd0082-0074,nzd0082-0075,nzd0082-0076,nzd0082-0077,nzd0082-0078,nzd0082-0079,nzd0082-0080,nzd0082-0081,nzd0082-0082,nzd0082-0083,nzd0082-0084,nzd0082-0085,nzd0082-0086,nzd0082-0087,nzd0082-0088,nzd0082-0089,nzd0082-0090,nzd0082-0091,nzd0082-0092,nzd0082-0093,nzd0082-0094,nzd0082-0095,nzd0082-0096,nzd0082-0097,nzd0082-0098,nzd0082-0099,nzd0082-0100,nzd0082-0101,nzd0082-0102,nzd0082-0103,nzd0082-0104,nzd0082-0105,nzd0082-0106,nzd0082-0107,nzd0082-0108,nzd0082-0109,nzd0082-0111,nzd0082-0112,nzd0082-0113,nzd0082-0114,nzd0082-0115,nzd0082-0135,nzd0082-0136,nzd0082-0137,nzd0082-0110,nzd0082-0116,nzd0082-0117,nzd0082-0118,nzd0082-0119,nzd0082-0120,nzd0082-0121,nzd0082-0122,nzd0082-0123,nzd0082-0124,nzd0082-0125,nzd0082-0126,nzd0082-0127,nzd0082-0128,nzd0082-0129,nzd0082-0130,nzd0082-0131,nzd0082-0132,nzd0082-0133,nzd0082-0134,nzd0082-0138,nzd0082-0139,nzd0082-0140,nzd0082-0141
2001-12-12 22:06:38.912000,L7,,,,,403.01,454.70,457.50,515.61,476.51,378.34,338.37,323.88,352.20,,,324.28,288.26,266.98,227.82,,244.72,212.70,219.54,226.23,409.66,339.08,455.61,,245.26,341.54,316.64,302.67,,,,,,,,,,336.59,281.96,,492.62,481.40,287.16,304.69,272.31,251.78,,,,,186.04,212.41,288.11,295.47,256.87,258.15,223.27,490.53,341.05,372.14,367.10,514.22,542.13,554.03,,,,,,,,,,,,,,,,,,,,,,,387.06,328.91,371.62,336.68,389.81,341.75,273.31,308.00,350.20,,183.94,258.79,250.65,226.99,,,,,301.10,308.14,,,,,,193.23,227.22,213.46,353.86,,,,,,,,,,,528.58,546.99,500.67,501.80,,,,,224.85,228.69,227.26,205.67,172.39
2001-12-21 22:00:29.925000,L7,,,,,,542.04,513.08,,399.65,,,,,,,,,,,,,,,,532.08,534.61,185.01,307.51,461.56,194.44,260.79,231.53,419.98,510.89,372.48,312.62,423.35,486.16,263.19,427.22,321.17,323.03,,,,,,539.00,350.58,304.00,275.01,290.56,277.37,419.83,337.61,222.92,,,553.71,317.56,469.05,318.49,241.31,242.92,279.33,363.75,425.50,506.89,,504.67,514.14,,,,,,,,,,,,,,,,,,,,184.45,189.41,215.63,224.97,228.19,235.16,232.12,245.40,242.66,256.23,248.94,,,,,,466.18,444.96,519.70,502.01,261.72,304.34,299.49,272.59,291.31,465.23,452.65,473.36,,290.51,388.60,,179.97,329.51,331.03,327.66,343.95,357.44,244.54,210.37,,364.17,334.23,415.39,466.10,438.58,453.22,432.98,477.62,467.34,420.14,398.36
2002-01-22 22:00:40.906000,L7,193.87,215.37,277.86,250.96,223.37,252.11,260.83,268.54,253.48,260.47,295.41,351.50,306.59,241.86,225.69,307.32,328.05,360.86,349.28,236.36,205.60,221.57,244.90,277.68,240.28,242.85,362.28,421.42,396.56,366.04,251.08,214.24,213.23,240.04,255.27,334.51,432.29,369.79,377.61,291.57,405.16,390.89,367.38,438.39,446.11,317.30,394.10,431.22,445.12,296.50,389.28,410.37,478.42,349.58,543.68,370.18,374.69,384.53,350.91,347.84,354.58,342.78,314.09,290.30,275.75,261.83,233.52,275.62,275.83,519.40,525.89,543.73,465.57,535.11,538.44,508.22,489.37,454.13,436.65,359.25,377.99,375.62,378.63,393.99,281.84,320.71,313.58,329.31,312.91,251.97,342.78,347.74,355.15,349.78,345.22,304.23,352.05,356.91,333.83,355.00,367.26,358.99,383.47,403.46,394.48,262.76,275.90,265.11,228.52,279.84,302.56,303.95,307.83,308.85,300.68,510.04,493.05,512.90,295.31,447.58,453.66,443.46,189.87,339.57,347.14,336.11,412.61,346.27,244.24,213.05,485.99,414.12,450.67,468.11,524.61,528.92,499.39,517.56,510.75,518.17,481.88,467.95
2002-01-29 22:06:45.431000,L7,280.52,341.23,327.14,363.27,402.63,321.62,286.90,289.87,402.03,344.86,328.08,295.16,361.75,308.07,280.01,289.44,355.23,385.69,377.98,371.66,241.65,253.61,283.49,301.99,311.74,330.42,268.86,436.83,518.00,445.92,339.67,414.46,417.55,447.74,443.29,362.95,219.88,201.97,236.69,268.36,231.50,231.98,325.31,404.26,440.32,407.74,296.95,297.12,319.25,313.31,283.71,305.32,402.10,393.72,401.68,321.07,335.98,297.85,292.17,291.78,336.23,381.04,267.68,343.48,355.07,311.18,320.90,302.99,218.34,206.84,212.98,235.46,236.31,252.72,230.05,274.64,296.06,249.77,252.06,244.97,264.53,265.72,263.56,251.65,232.15,236.85,247.34,312.67,243.63,264.04,238.62,261.90,273.02,286.68,281.40,266.72,344.17,415.11,405.07,290.43,318.37,291.80,313.63,326.81,284.65,295.26,352.69,312.44,295.25,292.60,244.67,281.00,311.61,257.51,270.43,330.57,462.22,388.80,279.09,262.98,241.82,241.98,339.22,313.96,338.75,214.88,238.60,257.23,238.63,228.04,250.58,272.08,418.77,485.65,435.01,336.47,329.95,314.54,289.59,279.11,258.91,212.92
2002-02-14 22:06:53.474000,L7,411.75,383.17,454.74,,,,,467.77,472.60,424.33,371.25,443.26,520.21,424.00,425.18,366.12,492.62,,392.61,308.58,316.13,341.59,486.91,481.96,,,470.84,536.12,399.21,401.82,406.82,419.47,306.11,237.24,200.46,380.28,386.97,376.80,463.35,412.56,378.72,313.06,357.68,437.94,436.05,328.92,354.36,407.11,409.18,195.05,207.14,400.85,444.03,509.03,474.43,424.00,431.38,307.60,314.03,281.68,278.53,283.53,321.03,373.92,386.99,463.42,414.59,401.00,422.90,168.32,410.91,385.65,492.79,494.53,410.48,399.12,366.85,370.75,358.13,376.51,508.18,545.16,338.59,424.89,361.44,402.79,414.88,433.81,422.27,543.14,517.91,506.23,539.62,519.71,529.91,532.91,438.70,551.45,183.51,239.37,324.96,491.70,281.31,444.82,487.21,329.75,421.54,390.16,439.71,257.22,495.55,554.75,551.23,189.70,182.30,527.97,434.77,480.42,486.24,167.80,370.74,392.50,358.94,436.08,505.15,256.21,258.81,280.87,239.70,278.14,499.33,521.88,534.49,521.91,503.04,500.11,475.57,489.75,435.01,539.28,358.22,321.31
2002-02-23 22:00:43.620000,L7,182.29,246.07,272.85,509.53,439.59,417.01,382.91,359.12,337.96,351.67,290.29,345.27,370.83,,335.73,341.31,362.52,377.22,,,,,,,,,,,407.11,420.04,428.77,259.92,316.68,238.73,319.80,266.59,227.53,250.82,193.72,230.82,210.45,518.67,493.13,489.55,515.15,548.04,495.09,504.35,493.49,234.45,239.90,256.16,,,428.02,268.16,230.17,271.36,281.24,328.59,321.78,306.90,313.81,374.86,375.52,362.22,357.16,360.40,255.75,240.88,393.54,329.69,342.42,521.61,489.74,479.46,405.23,475.34,446.24,,,535.53,546.04,462.08,506.38,508.43,505.17,532.43,454.37,461.16,450.50,451.54,375.48,374.10,369.62,503.42,425.90,433.09,434.61,435.94,249.07,250.82,252.08,508.78,551.19,512.47,491.71,495.32,518.64,522.38,523.65,507.65,490.98,313.94,304.79,463.66,480.15,482.59,550.78,290.19,353.68,,183.26,331.95,330.40,407.12,419.96,423.28,236.60,207.45,217.75,407.42,322.40,416.11,474.42,436.00,450.15,430.84,468.12,455.00,422.26,401.70
2002-03-02 22:06:57.012000,L7,337.66,381.06,,399.37,361.86,432.38,469.03,388.30,390.00,367.42,,,,,382.59,495.56,424.47,425.64,339.99,321.00,393.32,421.03,475.86,498.42,484.72,465.70,415.95,451.34,457.87,438.68,429.84,436.64,405.89,447.21,,,,,336.22,423.40,,,,,,,,,372.46,391.21,406.61,413.79,455.38,470.45,470.39,417.96,389.47,413.60,418.04,495.64,425.80,476.42,459.34,489.03,518.52,,,,379.44,407.38,375.41,455.18,469.28,341.31,398.49,388.47,384.52,388.97,420.12,418.39,455.64,485.55,370.47,437.40,408.79,409.97,469.04,,436.65,433.57,425.95,,,,428.19,313.04,395.78,469.74,461.61,,,,,,,,,308.64,399.69,,,,,,,326.12,295.74,333.22,,,,,,,,344.43,416.21,418.21,441.89,443.42,,352.70,432.35,458.12,451.65,335.97,,,324.55,457.35,316.92,308.22
2002-03-18 22:06:46.073000,L7,,271.72,310.50,354.92,233.82,235.77,253.63,,302.06,289.94,413.99,330.47,367.32,416.27,238.24,240.89,,268.58,226.78,208.67,491.20,463.00,,,404.30,379.10,409.26,375.16,,263.12,253.23,242.52,254.37,,460.84,514.15,324.85,262.77,342.94,349.45,428.36,370.08,368.97,399.27,403.24,381.71,379.10,432.50,361.71,512.78,,554.68,486.65,529.09,228.38,250.73,489.54,556.00,450.13,247.57,268.99,223.92,333.89,319.51,258.38,280.38,345.92,332.14,,202.59,183.46,175.82,199.17,249.44,322.17,314.65,311.47,189.13,186.31,192.50,312.30,328.99,341.75,269.57,285.15,258.76,320.73,316.51,372.37,351.53,299.47,407.26,327.05,335.69,376.32,308.78,270.83,403.06,400.57,238.07,232.31,279.97,267.34,312.25,348.48,354.06,338.01,339.04,322.64,283.31,418.19,381.40,411.03,404.81,502.54,210.22,213.42,223.57,428.72,462.18,521.68,500.18,514.38,262.80,377.61,236.42,317.38,388.90,324.06,212.83,375.79,201.46,230.08,290.93,376.73,325.02,352.58,226.43,228.97,228.31,239.51,284.60
2002-03-27 22:00:37.575000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.64,297.97,238.07,244.30,245.59,,,,,,,,292.76,314.32,,,,476.11,213.13,315.86,375.19,360.54,270.08,439.32,431.13,,,,,,187.90,222.27,455.76,538.54,504.34,255.27,550.99,480.21,332.48,338.91,,262.54,289.10,558.26,429.21,331.01,445.43,420.96,306.40,276.37,292.28,541.58,,433.90,404.85,309.98,342.90,,281.12,265.70,270.55,214.31,192.21,,,,,,411.12,454.01,439.07,320.94,526.95,444.38,,376.47,427.65,265.87,,,,
2002-04-12 22:00:37.812000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.87,266.36,276.81,287.35,256.79,,,,,,,,184.28,254.88,272.99,277.77,,,,,,,,,,,,,188.97,183.92,219.98,271.09,277.55,299.99,298.89,256.68,353.45,338.28,358.71,395.96,468.31,474.43,483.49,253.03,272.66,319.30,384.90,411.63,401.26,287.41,306.38,311.54,299.03,446.55,483.75,485.45,501.36,535.51,418.20,381.46,524.87,427.91,192.15,211.30,229.90,227.11,232.52,442.95,461.67,324.95,318.58,327.60,341.72,335.80,,363.47,350.15,339.08,343.12,348.19,353.33,387.12,387.95,387.93,437.99,480.53,458.45,448.49,485.39,365.49,478.58,505.48,485.99,533.62,486.03,508.64,488.47,501.58,505.97,503.22,511.62,524.37,529.39,523.49,523.46,554.98,254.23,447.95,427.40,480.02,457.22,419.88,391.75
2002-05-21 22:06:41.364000,L7,,,,,,381.31,395.81,,418.31,385.24,,,,377.02,,,,,,,453.95,444.59,408.29,,,,337.54,423.47,419.59,427.77,,,,550.94,444.89,418.79,430.30,420.87,330.39,374.90,345.72,329.51,324.46,290.82,541.37,543.26,209.15,378.59,365.26,396.78,411.25,304.18,447.61,357.75,279.36,257.59,279.71,312.51,,283.54,457.87,421.84,427.05,400.20,375.25,377.89,329.75,196.68,350.62,413.27,383.10,336.74,326.17,288.90,255.82,246.96,263.74,361.64,364.72,468.57,306.95,314.09,284.12,264.87,263.18,,,468.36,214.24,262.45,424.83,453.15,230.88,399.69,,,,507.47,486.61,485.09,,,,192.77,431.71,434.17,435.71,455.76,449.04,314.18,,,,221.35,224.34,,408.53,338.53,327.60,229.23,293.83,430.96,451.92,,455.10,469.07,492.17,481.67,493.58,468.38,465.57,462.94,462.17,468.87,447.54,388.96,283.87,278.57,503.80,474.28,471.78,457.01
2002-07-01 22:00:15.186000,L7,,,,,,,,,,,514.64,503.15,445.57,431.32,374.58,355.24,449.09,524.78,488.24,493.33,471.46,474.08,460.64,432.19,483.53,475.62,454.90,441.87,535.13,472.67,,,,,,,,,476.88,493.76,,,,456.42,361.91,474.92,514.38,424.22,440.45,450.15,454.46,469.44,483.93,516.90,495.09,566.16,301.26,258.63,286.93,,,,,348.25,325.24,223.77,229.27,179.38,178.78,183.22,187.17,219.92,180.16,,,,420.16,418.30,283.62,249.62,301.82,284.63,299.94,308.21,406.62,248.75,254.22,270.98,281.77,292.36,298.53,295.89,493.16,492.28,497.30,488.03,461.47,249.11,258.71,354.99,332.55,252.66,259.90,373.32,397.18,382.92,413.81,437.70,348.12,278.78,326.75,384.13,551.24,549.72,537.36,460.87,479.89,501.01,307.04,506.38,531.53,346.75,,,,,,,,,,,,336.45,436.30,441.74,439.44,431.55,498.01,493.07,437.30,400.61
2002-10-21 21:59:36.443000,L7,,306.29,424.09,482.50,352.26,356.94,368.69,338.27,350.62,337.39,505.16,469.49,418.01,463.74,460.58,449.10,455.00,443.06,365.68,455.07,497.22,469.49,,472.75,335.73,394.55,408.67,412.71,416.01,363.21,,,,,,,,,,495.99,408.04,492.30,504.12,490.72,506.39,479.45,509.04,,,,,,,,,,,,,,,320.90,303.22,311.61,308.42,,,,256.87,192.50,188.84,227.88,,241.34,,237.35,233.36,259.54,,,,,,,,436.08,440.34,304.32,,,,342.76,209.47,217.20,219.43,388.88,481.42,326.96,291.20,253.41,249.52,249.86,254.33,,,,206.83,263.70,518.48,487.01,525.50,529.93,335.59,408.36,446.66,481.54,469.86,467.72,496.19,296.05,235.61,300.71,510.06,510.51,522.55,504.00,488.48,351.42,185.04,483.24,183.19,223.00,397.54,462.50,511.30,470.57,501.95,445.11,451.64,495.35,233.78,
2002-10-28 22:05:46.496000,L7,225.08,456.86,286.46,348.89,265.69,486.98,470.07,312.37,475.55,482.60,479.96,256.99,396.12,375.45,479.50,474.03,352.81,345.86,533.82,449.01,417.57,473.70,429.38,513.47,377.72,415.54,365.76,424.92,552.46,418.19,,,452.55,394.00,249.94,282.31,239.71,426.53,509.36,271.78,504.18,422.71,346.60,247.15,310.99,184.34,199.58,211.20,204.13,525.02,313.42,552.58,531.35,480.43,494.72,305.72,222.38,237.38,237.20,323.87,335.00,371.14,332.37,329.73,294.60,529.77,481.23,440.08,375.92,445.19,417.39,413.64,434.52,432.94,428.51,282.48,467.03,400.03,489.94,428.81,460.50,450.72,443.59,418.66,439.13,455.11,468.48,371.40,372.35,214.31,351.87,370.98,350.70,429.51,440.60,340.27,476.14,511.59,516.52,453.17,385.60,465.20,292.23,205.52,401.40,448.67,385.98,486.68,402.51,208.12,437.30,411.77,388.06,376.74,330.24,283.51,375.21,390.58,388.86,323.84,551.92,480.67,468.44,468.41,535.30,384.24,391.80,,,,420.70,399.54,,333.36,309.25,344.35,353.43,511.38,371.12,384.03,518.81,450.64
2002-11-06 21:59:41.879000,L7,,,,,,,,,,,,414.60,285.39,,,,,,,,,,,,308.08,,,,,,,,,,,,,,,,,,,,406.97,509.18,,,,,,,,,,,,,,,,,,,,,,,,401.61,471.34,460.60,343.69,,,,,,,,,,,,,,,,,,,,181.91,207.64,215.71,213.52,212.88,235.61,234.65,245.99,240.33,231.66,238.15,,,,215.95,234.96,199.52,253.47,287.72,276.40,279.44,290.49,295.91,476.92,465.56,355.97,263.33,281.56,,,,302.47,322.16,319.68,337.88,310.93,,,,204.17,315.43,421.47,487.37,431.95,455.37,436.21,356.36,282.83,,
2002-11-13 22:05:54.371000,L7,363.53,512.74,391.18,447.09,516.55,394.55,359.67,267.87,221.45,208.91,333.89,297.37,472.69,452.28,465.55,387.63,180.88,184.25,190.00,189.70,204.53,187.72,197.98,497.05,405.04,383.30,473.75,533.06,500.38,270.66,220.72,215.72,213.84,288.02,487.46,329.16,210.42,189.49,374.74,487.34,259.39,524.77,331.75,560.27,542.78,537.12,502.97,540.49,293.08,325.07,291.34,381.86,440.43,449.82,181.20,196.07,204.97,204.16,356.61,345.20,475.94,289.88,242.27,264.83,320.57,283.52,248.01,313.76,380.24,510.84,375.01,530.95,407.94,409.01,396.98,387.57,390.03,465.38,458.79,424.47,355.81,466.68,427.16,496.98,401.12,463.55,453.81,542.31,551.21,257.43,253.22,414.45,410.94,434.51,459.81,472.96,488.89,268.50,285.83,232.98,350.74,465.69,544.36,363.81,402.51,418.48,534.89,452.91,462.57,535.25,446.34,315.80,337.35,324.25,396.08,373.91,378.09,399.50,464.58,537.00,370.06,379.15,485.46,382.04,380.42,435.78,431.89,234.03,313.87,335.30,,,,206.17,286.46,343.53,292.85,304.62,544.03,371.90,375.95,298.73
2002-12-24 22:00:09.147000,L7,,,,,,,,,,,,,,,276.67,283.78,311.13,280.40,316.02,287.84,386.66,,307.35,342.76,356.00,,395.57,409.38,408.13,459.75,442.93,386.07,383.21,415.80,428.89,465.80,462.44,457.37,315.36,356.22,333.45,352.95,290.70,314.77,,380.47,425.43,345.45,354.61,395.57,440.38,513.08,536.94,531.25,477.07,230.47,399.35,502.80,521.66,453.94,480.07,531.66,498.26,551.66,478.62,,,,,511.95,480.37,416.00,277.19,261.90,402.71,557.09,521.02,541.67,411.76,461.77,494.39,483.94,466.73,471.98,464.88,435.91,,549.12,510.51,495.88,520.52,533.41,277.04,234.05,398.23,515.28,479.91,333.97,385.43,396.29,254.07,248.57,,,,472.94,492.72,457.99,444.12,477.07,377.76,379.96,376.45,497.62,298.52,513.43,510.30,514.33,365.86,311.50,316.14,,182.28,326.70,342.06,338.86,361.56,352.66,369.74,407.72,195.85,271.21,331.45,543.32,,473.61,506.93,431.84,,508.41,490.53,486.15
2002-12-31 22:06:20.175000,L7,267.24,294.87,262.24,208.02,197.80,207.48,199.67,312.64,213.69,306.60,404.10,471.94,491.38,474.70,449.53,411.80,535.54,516.00,432.73,484.08,498.07,479.41,419.31,293.15,534.71,554.64,423.43,319.44,459.07,425.88,453.22,302.57,293.45,457.14,444.50,527.65,509.49,240.96,385.43,358.47,270.09,529.58,526.06,448.08,547.30,327.17,380.24,421.38,361.41,428.33,446.04,534.63,534.92,501.52,476.72,465.13,556.84,420.57,435.61,440.80,502.63,530.68,510.16,194.54,232.01,219.07,240.75,359.62,360.76,424.18,308.18,527.47,452.32,390.13,398.06,331.70,218.38,417.74,561.17,542.34,548.16,497.51,440.74,542.56,513.55,327.46,308.94,400.99,359.42,347.69,427.32,443.80,532.54,451.95,406.81,394.24,504.75,498.19,523.84,523.38,537.38,301.50,441.85,343.55,507.17,267.50,528.09,456.70,461.69,,200.64,206.13,197.58,495.52,470.89,360.70,379.70,512.72,366.28,466.43,535.28,475.66,514.00,474.90,486.01,444.98,464.35,495.64,494.96,518.35,524.21,492.13,447.57,444.24,478.37,466.70,286.51,335.78,355.82,435.43,420.18,392.89
2003-01-16 22:06:26.858000,L7,447.12,440.14,374.02,331.98,367.02,479.95,482.85,435.37,501.68,528.07,390.53,467.13,483.49,472.00,412.00,430.23,375.40,367.30,322.81,427.53,440.35,412.78,337.70,376.17,361.69,407.19,347.54,334.23,352.84,443.92,433.14,425.35,335.97,445.63,481.57,500.46,455.40,359.59,290.17,269.83,266.33,404.32,391.23,300.93,343.99,390.19,397.94,414.30,298.95,303.85,272.14,325.74,381.21,395.45,358.04,395.04,430.16,434.97,418.90,346.38,306.46,342.38,367.43,340.12,296.66,324.88,412.92,456.23,508.84,318.03,315.54,347.79,377.05,372.58,311.84,311.84,309.42,348.77,326.59,342.64,399.89,367.00,373.57,314.58,349.04,435.84,311.75,323.00,356.53,406.86,473.17,450.19,430.35,416.70,321.81,299.20,291.49,302.66,307.13,312.35,409.23,280.53,346.21,446.17,489.00,489.59,375.64,416.57,424.34,422.69,325.48,318.57,302.73,340.83,374.71,380.75,384.95,362.19,347.51,388.94,384.35,385.43,351.02,325.25,276.86,389.10,375.84,407.03,425.49,432.82,436.14,459.63,474.86,505.29,261.45,263.16,250.34,267.86,349.40,296.36,276.31,287.27
2003-03-21 22:06:39.861000,L7,329.16,328.00,326.56,346.96,295.80,265.89,,,306.80,270.54,237.66,,,,,,,,396.32,499.41,247.22,268.97,316.19,410.45,448.61,266.65,459.16,354.23,327.21,425.32,487.36,494.26,425.34,485.55,521.00,,,,,,,,,412.38,497.27,389.63,393.87,404.52,355.54,415.79,360.76,279.95,252.00,282.40,324.46,549.54,509.66,514.01,506.96,550.83,499.45,490.40,498.32,430.20,373.30,347.15,399.11,413.44,450.45,317.03,391.95,229.87,237.90,244.52,265.05,435.76,195.51,186.98,354.37,202.91,385.02,369.36,395.23,211.26,206.81,215.08,220.34,244.23,259.25,252.94,242.96,348.12,310.15,300.80,344.20,386.16,371.62,353.97,370.95,364.98,331.51,504.64,502.90,491.40,466.97,356.23,314.33,321.20,320.49,371.82,463.04,462.53,449.28,436.20,340.54,402.50,306.72,320.32,363.61,320.17,319.75,310.09,321.24,324.38,313.75,375.73,358.92,411.36,467.98,443.16,445.75,470.32,350.79,473.65,489.57,454.14,447.69,438.33,192.76,182.87,471.29,458.59
2003-03-30 22:00:31.029000,L7,,,,,,,,,,,,,,,,,,,,,,352.29,456.17,454.65,401.66,,,332.67,257.05,331.19,482.93,449.75,415.06,494.52,467.35,221.29,,365.94,279.92,,,,,,,242.54,377.54,299.07,337.23,486.57,514.33,473.99,420.10,248.68,270.91,,,,,,,,,,,,,,,,,299.02,357.87,,,,,310.99,398.83,473.73,526.38,497.05,339.74,344.89,497.12,,,,,,,,205.51,199.03,219.68,228.75,191.36,,,,,,,,,,,,,,,,,,,497.23,450.35,536.85,,,,,,,,,,,,,,,,264.04,338.14,430.99,449.06,466.11,475.73,463.83,413.88,276.10
2003-05-24 22:06:41.120000,L7,361.01,462.37,536.69,532.52,394.01,536.19,530.51,,,,521.90,507.31,517.21,467.14,476.90,393.77,465.08,526.89,525.74,521.15,524.62,510.72,537.93,537.61,554.89,426.15,431.04,439.19,376.00,,,,,,399.46,417.32,548.86,398.51,424.51,389.67,370.49,539.69,431.88,368.21,449.83,421.00,453.97,497.25,484.83,559.70,457.85,465.03,400.53,450.47,390.39,435.93,419.85,,,,430.98,504.04,481.04,363.26,482.09,471.50,455.06,248.55,295.66,403.00,412.90,389.65,412.44,542.05,551.61,551.66,506.50,503.17,,,448.67,182.20,250.60,260.91,258.42,260.21,255.28,477.96,482.47,353.40,543.76,551.60,471.37,,,,405.84,429.41,449.40,445.16,472.00,488.60,469.01,473.02,441.60,422.44,223.60,232.11,232.02,201.17,465.08,479.61,217.05,242.33,238.67,435.48,443.76,431.06,447.70,439.58,438.75,474.82,453.27,538.94,508.64,443.09,448.94,490.59,476.53,493.77,490.76,500.30,522.93,520.66,417.07,434.22,497.32,267.79,403.81,249.04,270.41,336.67
2003-07-28 21:48:28.960000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.20,194.19,222.36,226.46,241.16,243.51,254.19,243.86,283.39,267.37,273.74,268.14,276.42,278.90,282.99,290.48,276.24,311.13,336.11,301.66,269.39,309.62,331.11,323.89,332.49,326.13,313.55,478.82,474.72,497.90,330.77,404.55,369.61,327.20,343.08,356.72,379.82,390.24,362.96,365.12,210.43,260.37,,327.72,396.78,453.67,481.56,457.54,455.76,469.80,492.25,493.16,448.53,405.42
2003-08-13 21:48:45.123000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.17,194.40,212.63,220.43,228.07,229.68,231.76,240.07,245.60,248.92,253.28,252.61,254.01,,,243.05,265.82,255.03,240.11,268.52,297.47,297.30,307.32,308.88,297.97,471.29,471.55,488.99,292.35,276.86,,,314.44,341.67,341.84,330.55,346.66,338.03,181.36,,,196.86,358.93,425.32,470.90,447.82,451.28,444.06,487.12,468.94,432.57,389.05
2003-09-14 21:49:18.766000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.64,251.54,254.71,255.11,,,,,244.82,224.31,264.29,294.77,296.71,302.27,304.84,296.72,474.19,252.83,370.79,286.11,272.37,,,202.18,310.45,267.30,305.00,307.13,323.37,,,,206.11,363.33,427.97,468.72,449.25,449.90,443.36,481.88,462.48,424.91,323.81
2003-12-03 21:50:19.675000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.83,192.59,216.61,227.69,234.54,237.50,239.46,248.90,255.82,259.89,258.12,252.44,255.35,,242.72,256.45,266.87,252.47,242.15,270.75,303.32,307.21,310.88,310.41,300.45,475.97,475.62,491.92,295.31,283.76,,,310.40,338.02,342.74,335.41,350.74,325.91,172.42,,,215.41,375.41,441.53,473.00,454.49,460.55,452.70,487.96,473.29,435.59,388.55
2004-06-12 21:53:11.618000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.36,184.61,203.15,216.86,218.25,222.06,230.77,231.90,245.86,245.92,246.88,243.89,251.05,,,244.76,261.18,247.56,246.20,261.79,382.38,399.61,400.12,401.41,290.58,463.83,458.03,478.06,281.09,276.39,,430.17,394.37,437.23,460.10,448.18,489.91,486.18,192.52,,464.16,495.07,493.55,402.53,463.66,439.05,446.50,433.26,482.91,471.89,421.32,381.43
2004-07-30 21:54:28.143000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.01,261.28,,173.81,185.97,206.27,213.75,221.27,224.96,229.48,234.60,220.74,,,,,,,,,211.05,208.58,235.66,279.30,288.55,300.74,301.57,287.05,463.25,454.53,476.89,271.82,271.45,,,299.52,332.19,339.27,326.22,351.62,463.57,439.85,456.44,,208.09,348.95,411.67,464.03,439.96,446.88,430.76,474.54,471.83,427.60,381.69
