dates,nzd0004-0000,nzd0004-0001,nzd0004-0002,nzd0004-0003,nzd0004-0004,nzd0004-0005,nzd0004-0006,nzd0004-0007,nzd0004-0008,nzd0004-0009,nzd0004-0010,nzd0004-0011,nzd0004-0012,nzd0004-0013,nzd0004-0014,nzd0004-0015,nzd0004-0016,nzd0004-0017,nzd0004-0018,nzd0004-0019,nzd0004-0020,nzd0004-0021,nzd0004-0022,nzd0004-0023,nzd0004-0024,nzd0004-0025,nzd0004-0026,nzd0004-0027,nzd0004-0028,nzd0004-0029,nzd0004-0030,nzd0004-0031,nzd0004-0032,nzd0004-0033,nzd0004-0034,nzd0004-0035,nzd0004-0036,nzd0004-0037,nzd0004-0038,nzd0004-0039,nzd0004-0040,nzd0004-0041,nzd0004-0042,nzd0004-0043,nzd0004-0044,nzd0004-0045,nzd0004-0046,nzd0004-0047,nzd0004-0048,nzd0004-0049,nzd0004-0050,nzd0004-0051,nzd0004-0052,nzd0004-0053,nzd0004-0054,nzd0004-0055,nzd0004-0056,nzd0004-0057,nzd0004-0058,nzd0004-0059,nzd0004-0060,nzd0004-0061,nzd0004-0062,nzd0004-0063,nzd0004-0064,nzd0004-0065,nzd0004-0066,nzd0004-0067,nzd0004-0068,nzd0004-0069,nzd0004-0070,nzd0004-0071,nzd0004-0072,nzd0004-0073,nzd0004-0074,nzd0004-0075,nzd0004-0076,nzd0004-0077,nzd0004-0078,nzd0004-0079,nzd0004-0080,nzd0004-0081,nzd0004-0082,nzd0004-0083,satname
2002-02-14 22:06:29.522,234.41500000000002,247.62666666666667,237.54,235.715,223.57000000000002,219.0225,226.1,222.99,208.695,213.18999999999997,334.45,232.90666666666667,236.0533333333333,243.6525,236.8766666666667,245.35999999999999,255.21666666666667,263.00666666666666,261.965,459.72,258.79999999999995,244.22,,232.315,426.67,,,,353.94,,369.29,341.44,394.185,,408.8433333333333,400.975,,366.52,,334.9,452.68333333333334,228.36,237.59,211.99,239.98,248.38,244.34,299.88,312.78,319.75,301.36,321.48,299.79,,,311.74,297.83500000000004,250.02,301.5,269.95666666666665,281.56,272.75,282.3733333333334,274.48333333333335,,,,273.61,316.695,262.705,278.615,395.87,232.53,,217.96666666666667,369.85,,205.71,204.75333333333333,216.1833333333333,416.21,357.09666666666664,387.06,438.0,L7
2002-03-18 22:06:22.131,236.36,250.06000000000003,240.815,235.595,227.12666666666667,220.755,226.8975,225.1825,205.715,214.1833333333333,334.45,234.65333333333334,235.72666666666666,245.2875,240.45333333333335,246.60666666666665,257.78499999999997,264.22499999999997,249.54,438.28,261.51,249.19,,242.12,426.67,448.2,,416.56,,,,326.93,410.89,,413.4166666666667,404.93,,386.355,,334.9,452.68333333333334,218.62,233.33,198.89,220.14,227.75,241.86,,305.54,303.24,273.84,286.39,291.67,257.92,249.48,302.09,296.87,255.92000000000002,292.38,269.5466666666667,279.45666666666665,265.59000000000003,280.56333333333333,274.0833333333333,,,,271.53499999999997,309.385,259.59,265.855,395.87,228.95333333333335,,213.66,369.85,,209.555,209.70999999999998,213.73499999999996,,358.0433333333333,387.06,418.56,L7
2002-08-09 22:05:46.029,224.81,243.50666666666666,231.075,220.49,224.265,220.20666666666668,225.86333333333332,225.79666666666665,218.16,217.235,321.94,237.38,228.74,242.53666666666663,238.985,240.70999999999998,246.22,251.61,261.13,378.00333333333333,241.73,230.67,,216.16,,448.2,344.24,416.56,344.44,324.55,337.25,330.9,367.595,361.81,410.01,429.995,,386.355,,334.9,480.46,210.13,233.33,198.985,217.725,224.8,239.79500000000002,,302.32000000000005,299.51,269.30499999999995,283.815,280.025,250.69,266.965,289.455,285.245,258.505,278.865,266.53499999999997,269.22499999999997,269.1,272.46000000000004,268.57000000000005,,,,278.105,303.495,274.03999999999996,254.175,395.87,222.32,,197.045,369.85,,,,,449.43,356.84999999999997,387.06,418.56,L7
2003-05-08 22:06:20.773,,,,,,,,,,,,,,,265.72,233.55,245.35,253.28,260.11,259.39,,,,,422.44,,314.29,,,,,,361.93,,,,295.01,363.31,,,,,,,,,,,,,,,,,,,,,,,,,,,358.96,,,,,,,,,,,,312.61,,,,353.79,376.83,386.97,394.17,L7
2003-09-05 21:54:56.069,223.97,225.09,229.25,226.99,219.05,220.01,228.56,221.5,228.54,201.19,,224.81,237.43,238.01,251.48000000000002,232.775,245.14999999999998,253.3,261.925,259.03,240.62,229.97,,207.99,422.44,,314.29,,,,,,361.93,,,,295.01,363.31,,,,201.76,214.94,196.25,220.72,246.24,263.21,288.15,298.87,309.24,286.36,280.77,280.02,280.29,276.59,284.52,265.6,252.06,246.64,239.2,244.04,241.32,251.47,258.92,358.96,,,258.57,281.06,257.78,240.18,,194.89,191.67,,,312.61,,,,353.79,376.83,386.97,394.17,L5
2003-12-26 21:56:18.593,217.51,223.385,226.63,223.14,216.98000000000002,218.345,222.715,217.5,220.94,201.19,,218.26,232.575,233.89999999999998,235.145,230.065,244.445,249.29500000000002,256.89,251.325,231.825,224.16,,206.495,,,,,,,,,,,,,,,,,,201.76,214.94,196.25,211.3,230.72500000000002,244.375,278.78999999999996,280.445,302.77,274.21500000000003,264.75,266.07,280.29,246.73999999999998,252.66,260.93,253.66,245.73,241.47,254.12,250.695,260.305,260.895,,,,257.89,272.79499999999996,252.38,232.29500000000002,,191.105,197.445,186.45,,,,,,,,,,L5
2004-05-18 21:58:14.785,223.3,225.70499999999998,227.83999999999997,225.22,218.535,219.365,224.32,219.035,221.64,,,218.76,235.55,234.57999999999998,235.95,233.495,248.07999999999998,254.42499999999998,268.05,243.98,242.245,231.635,,204.275,,,,,,,,,,,,,,,,,,215.23,237.5,227.99,216.075,208.85000000000002,214.355,255.29000000000002,261.67499999999995,300.135,255.20499999999998,248.865,251.26999999999998,,211.765,225.235,259.505,258.43,251.96,252.385,271.04499999999996,266.235,279.985,271.81,,,,273.72,264.53,266.75,230.39499999999998,,187.32,211.88,190.83499999999998,,,,,,,,,,L5
2004-06-19 21:59:10.521,223.3,225.70499999999998,227.83999999999997,225.22,218.535,219.365,224.32,219.035,221.64,,281.12,218.76,235.55,234.57999999999998,235.95,233.495,248.07999999999998,254.42499999999998,268.05,243.98,242.245,231.635,317.02,204.275,320.42,318.13,307.59,360.59,284.4,277.6,266.01,,,,266.57,280.46,272.49,284.51,296.61,283.24,311.34,215.23,237.5,227.99,216.075,208.85000000000002,214.355,255.29000000000002,261.67499999999995,300.135,255.20499999999998,248.865,251.26999999999998,,211.765,225.235,259.505,258.43,251.96,252.385,271.04499999999996,266.235,279.985,271.81,,371.48,349.55,273.72,264.53,266.75,230.39499999999998,359.47,187.32,211.88,190.83499999999998,255.61,242.42,251.08,234.22,,278.61,291.67,308.68,320.03,L5
2004-08-22 22:00:48.706,235.55,229.73,231.67,231.15,222.16,222.05,231.77,224.57,229.94,,281.12,222.65,243.01,237.63,231.06,232.325,247.45,263.61499999999995,276.01,250.76,249.615,232.535,317.02,203.55,320.42,318.13,307.59,360.59,284.4,277.6,266.01,,,,266.57,280.46,272.49,284.51,296.61,283.24,311.34,206.79,234.16,227.45,232.985,223.20499999999998,219.61,260.12,272.28499999999997,303.97,248.34,249.0,250.42,,206.64,229.67,262.75,271.05,272.08500000000004,276.55999999999995,287.12,285.685,296.42499999999995,289.7,287.9,317.78499999999997,323.145,291.09000000000003,295.0,285.37,245.62,299.675,230.79,222.14499999999998,203.375,228.44,220.805,251.08,234.22,,278.61,291.67,308.68,320.03,L5
2005-01-13 22:03:41.143,,,,,,,,,,,,219.49,242.64,235.89,223.27,225.79,242.68,263.65,265.96,250.76,237.77,220.15,,,,,,,,,,,,,,,,,,,,198.35,230.82,226.91,235.7,243.92,235.22,271.90999999999997,298.255,328.13,,300.46,301.19,282.69,241.87,245.2,270.53,279.065,281.12,279.52,284.45,286.59000000000003,287.985,292.03,282.485,279.445,293.82500000000005,297.29999999999995,299.08000000000004,283.82500000000005,252.93,237.3,226.52499999999998,217.17000000000002,205.625,195.505,199.63,204.56,209.07,212.84,203.53,,,,L5
2005-02-14 22:04:09.465,216.85,223.1,229.38,228.52,218.75,191.54,225.54,225.75,229.91,,,212.88,226.295,235.37,227.92000000000002,228.935,250.32999999999998,264.72,271.92999999999995,260.84000000000003,244.93,230.525,221.8,215.28,213.27,212.25,196.03,,,,,,,,,,,,,,,198.35,230.82,204.245,234.0,242.85,230.70666666666668,275.67,298.2966666666667,316.33500000000004,,300.46,301.19,282.69,215.575,230.99,259.39,273.47333333333336,269.4766666666667,270.19,279.37666666666667,278.64000000000004,273.68333333333334,273.09666666666664,282.485,279.445,293.82500000000005,297.29999999999995,299.08000000000004,283.82500000000005,252.93,237.3,226.52499999999998,217.17000000000002,205.625,195.505,199.63,204.56,209.07,212.84,203.53,,,,L5
2005-04-03 22:04:40.528,213.915,217.195,221.055,215.76,213.215,200.51,218.70499999999998,218.535,218.74,,,210.9,216.765,229.70499999999998,230.005,228.01,249.71999999999997,255.25,264.5,256.48,237.29000000000002,227.815,215.35500000000002,208.66,199.435,212.25,196.03,,,,,,,,,,,,,,,,213.31,185.64,217.58,225.04500000000002,225.23333333333335,273.05,299.1333333333333,309.43,270.44,283.47499999999997,281.635,260.03999999999996,218.15333333333334,232.34,260.7233333333333,263.6433333333334,257.3766666666667,255.61,264.51,266.33666666666664,261.4433333333333,261.46666666666664,268.78499999999997,279.07,281.26,284.935,285.775,264.82,240.975,222.025,208.54500000000002,198.14,199.72,189.74,200.07,204.56,209.07,212.84,203.53,,,,L5
2005-04-19 22:04:43.597,212.53333333333333,214.80666666666664,217.41,211.8166666666667,210.86666666666667,203.05999999999997,214.55666666666664,214.85999999999999,216.40666666666667,,,211.90666666666667,219.35666666666665,226.75,229.41333333333333,226.20333333333335,246.42,250.89666666666668,259.24,251.43666666666664,231.57000000000002,223.01333333333332,213.38333333333333,206.28333333333333,195.51,212.25,196.03,,,,,,,,,,,,,,,,213.31,184.63666666666666,212.35,219.65666666666667,223.58499999999998,271.1625,292.0575,305.6975,263.32000000000005,273.70666666666665,275.3766666666667,249.24666666666667,222.335,238.29500000000002,259.60749999999996,262.03,257.49750000000006,253.455,262.8025,262.3725,259.485,259.8775,261.95,270.1766666666667,273.68333333333334,278.08,279.81,259.58,235.51999999999998,218.4766666666667,208.54500000000002,198.14,199.72,189.74,200.07,204.56,209.07,212.84,203.53,,,,L5
2005-06-06 22:05:05.724,213.3025,215.655,218.18,213.8475,210.07,205.57,216.125,214.5875,217.26,,,212.57999999999998,221.5425,226.49,228.745,224.5575,243.905,249.0575,258.275,250.97,230.85750000000002,222.6875,213.16,205.39499999999998,195.89249999999998,205.16500000000002,196.03,,,,,,,,,,,,,,,189.06,216.275,186.7625,210.525,222.73,225.238,272.894,291.044,304.724,267.2766666666667,272.835,273.925,253.0125,231.06,241.73200000000003,260.024,259.84000000000003,256.29200000000003,252.79000000000002,263.502,261.702,260.47,259.192,260.155,265.86,270.05,275.7425,278.8175,259.5175,234.76749999999998,218.405,205.54666666666665,197.62333333333333,194.92000000000002,189.74,200.07,204.56,209.07,212.84,203.53,,,,L5
2005-07-08 22:05:15.796,216.76399999999998,216.536,220.17,216.91,212.292,210.042,219.39000000000001,216.664,220.796,209.57,,215.88600000000002,225.04000000000002,229.112,232.08200000000002,227.296,244.208,250.954,259.558,253.22799999999998,234.09,224.442,215.288,207.91799999999998,199.884,208.21666666666667,196.45999999999998,181.88,,,,,,,,,,,,,,188.65,220.1833333333333,191.69,214.34,228.06599999999997,231.1833333333333,270.59999999999997,286.105,303.1566666666667,267.2766666666667,267.42999999999995,272.024,257.192,240.01,248.34,263.2333333333333,262.1816666666667,258.5133333333334,254.245,266.1016666666667,264.3233333333333,263.38166666666666,260.52833333333336,263.356,264.74399999999997,269.898,277.31800000000004,282.21799999999996,261.024,236.536,219.71999999999997,208.255,200.2525,196.07666666666668,188.47500000000002,200.07,204.56,209.07,212.84,203.53,,,,L5
2005-08-25 22:05:41.221,218.892,215.888,218.12600000000003,217.442,213.192,217.12600000000003,220.464,217.0,221.51800000000003,213.68,207.84,220.37800000000001,230.48999999999995,229.94400000000002,232.61400000000003,226.96999999999997,241.542,250.51400000000004,257.98,251.33800000000002,229.708,218.91199999999998,212.452,202.804,196.5375,206.2,196.89,181.88,,,,,,,,,,,,184.9,191.63,195.51666666666665,221.85250000000002,196.106,207.68400000000003,214.43200000000002,232.7575,268.91999999999996,276.245,297.712,274.0375,259.17249999999996,268.48400000000004,253.266,256.244,261.174,267.78999999999996,260.094,256.93,244.648,263.70750000000004,262.2475,265.315,260.6325,259.9275,249.906,255.416,263.102,272.376,249.292,227.66199999999998,211.942,203.58666666666667,196.80666666666664,194.255,187.21,,,,,,,,,L5
2005-09-26 22:05:42.687,218.13833333333332,215.18166666666664,214.41666666666666,215.21333333333334,211.485,214.92999999999998,217.61666666666667,215.48666666666668,219.51333333333332,213.68,207.84,216.54166666666666,228.845,228.0666666666667,231.26500000000001,225.91,240.8183333333333,247.84,255.77833333333334,247.64499999999998,225.21333333333334,218.11,209.95833333333334,200.57833333333335,195.196,206.2,196.89,181.88,,,,,,,,,,,,184.9,191.63,195.51666666666665,221.85250000000002,196.106,205.74833333333333,212.82500000000002,229.61200000000002,267.082,273.956,295.0933333333333,268.39,254.904,265.24,249.32166666666663,251.20333333333335,258.25333333333333,265.2,258.33666666666664,256.594,244.03,262.36800000000005,261.46999999999997,264.528,259.198,258.25800000000004,248.99,254.16833333333332,261.22999999999996,270.9733333333333,247.615,225.91833333333332,210.79333333333332,200.1575,196.02499999999998,194.255,187.21,,,,,,,,,L5
2005-11-13 22:05:57.059,222.01999999999998,217.4425,215.9125,221.08749999999998,213.76500000000001,217.98499999999999,221.8925,218.52250000000004,224.44249999999997,213.68,207.84,213.56799999999998,231.08200000000002,231.852,234.156,229.458,242.83800000000002,251.25,254.6,250.56200000000004,227.24200000000002,221.842,211.362,200.75,200.90666666666667,206.2,196.89,181.88,,,,,,,,,,,,184.9,191.63,191.7875,222.07000000000002,198.93,207.776,214.67199999999997,233.95750000000004,266.93499999999995,272.1625,295.096,269.3125,250.92999999999998,265.048,253.50799999999998,260.83799999999997,265.31,268.83,261.688,258.4175,244.536,267.255,260.8925,257.8575,259.03999999999996,260.8366666666667,244.5525,248.71750000000003,258.9475,272.3925,249.762,228.862,213.98199999999997,203.89,202.6875,193.84333333333333,187.21,,,,,,,,,L5
2006-02-17 22:08:11.136,220.92999999999995,215.755,207.515,217.62499999999997,213.10000000000002,215.45499999999996,217.145,217.67500000000004,221.50499999999994,217.79,207.84,210.61749999999998,229.67249999999999,231.6875,233.57500000000002,231.63,245.01,251.13750000000002,253.2975,246.8075,223.28,221.21499999999997,208.4275,199.01749999999998,194.91500000000002,193.55,,,,,,,,,,,,,,184.9,191.63,192.01333333333332,220.82666666666668,195.33,201.85,201.585,222.54666666666665,265.5433333333333,270.94666666666666,293.7525,266.72,248.34333333333333,262.485,241.48,247.255,261.3575,269.08750000000003,262.72,257.75333333333333,241.815,262.27,255.46,251.07000000000002,259.03000000000003,254.37500000000003,241.06000000000003,243.83,250.24,267.4766666666667,245.0725,227.52499999999998,213.8175,198.13,198.41666666666666,193.02,,,,,,,,,,L5
2006-04-06 22:09:08.139,216.76,216.57,213.1,210.97,211.46,211.21,206.83,206.06,212.96,,,209.97333333333336,230.7266666666667,233.33666666666667,235.11,235.87,248.35999999999999,252.56333333333336,252.21000000000004,249.07000000000002,232.00333333333333,228.86333333333334,214.57666666666668,209.22333333333333,200.425,195.125,,,,,,,,,,,,,,,,184.99333333333334,218.1833333333333,196.17666666666665,209.35,216.04666666666665,225.50666666666666,267.3766666666666,276.89000000000004,294.93666666666667,263.2266666666667,252.6633333333333,257.5366666666667,232.05666666666664,235.04333333333332,252.61,263.50666666666666,258.50666666666666,241.70666666666668,243.54333333333332,256.6766666666666,245.92666666666665,242.58,253.115,254.62000000000003,257.82000000000005,261.8,266.27,280.605,257.76666666666665,238.09,218.24,202.26,200.785,193.02,,,,,,,,,,L5
2006-05-08 22:09:38.251,216.32999999999998,215.94,214.785,214.215,212.47500000000002,213.87,210.84,209.675,214.31,,189.62,210.695,230.05,232.22,233.23000000000002,233.235,245.9775,250.62,253.18,249.345,231.835,227.63,213.61249999999998,208.61499999999998,199.17333333333332,194.62333333333333,,,,,,,,,,,,,,,,184.6975,217.0275,194.4075,208.5575,216.51749999999998,224.63,268.15,277.1,294.03499999999997,264.55,253.94249999999997,257.76750000000004,233.2025,237.8125,252.745,262.195,255.16500000000002,239.84,237.7575,250.02749999999997,245.92666666666665,242.58,253.115,254.62000000000003,257.82000000000005,261.8,253.63,271.7133333333333,249.97,232.88,216.5,198.3033333333333,198.71,193.02,,,,,,,,,,L5
