dates,nzd0004-0000,nzd0004-0001,nzd0004-0002,nzd0004-0003,nzd0004-0004,nzd0004-0005,nzd0004-0006,nzd0004-0007,nzd0004-0008,nzd0004-0009,nzd0004-0010,nzd0004-0011,nzd0004-0012,nzd0004-0013,nzd0004-0014,nzd0004-0015,nzd0004-0016,nzd0004-0017,nzd0004-0018,nzd0004-0019,nzd0004-0020,nzd0004-0021,nzd0004-0022,nzd0004-0023,nzd0004-0024,nzd0004-0025,nzd0004-0026,nzd0004-0027,nzd0004-0028,nzd0004-0029,nzd0004-0030,nzd0004-0031,nzd0004-0032,nzd0004-0033,nzd0004-0034,nzd0004-0035,nzd0004-0036,nzd0004-0037,nzd0004-0038,nzd0004-0039,nzd0004-0040,nzd0004-0041,nzd0004-0042,nzd0004-0043,nzd0004-0044,nzd0004-0045,nzd0004-0046,nzd0004-0047,nzd0004-0048,nzd0004-0049,nzd0004-0050,nzd0004-0051,nzd0004-0052,nzd0004-0053,nzd0004-0054,nzd0004-0055,nzd0004-0056,nzd0004-0057,nzd0004-0058,nzd0004-0059,nzd0004-0060,nzd0004-0061,nzd0004-0062,nzd0004-0063,nzd0004-0064,nzd0004-0065,nzd0004-0066,nzd0004-0067,nzd0004-0068,nzd0004-0069,nzd0004-0070,nzd0004-0071,nzd0004-0072,nzd0004-0073,nzd0004-0074,nzd0004-0075,nzd0004-0076,nzd0004-0077,nzd0004-0078,nzd0004-0079,nzd0004-0080,nzd0004-0081,nzd0004-0082,nzd0004-0083,satname
2014-11-06 22:17:49.451,252.56499999999997,236.77666666666667,253.52999999999997,261.99333333333334,240.96333333333334,242.38666666666666,245.02999999999997,234.40666666666667,238.10333333333332,226.26999999999998,231.88666666666666,241.38,243.84,242.8025,240.10999999999999,246.215,253.3675,264.09499999999997,278.8075,269.165,263.07,246.82000000000002,230.46499999999997,225.675,221.12666666666667,229.32000000000002,203.34333333333333,200.05499999999998,202.72500000000002,208.02499999999998,205.88,,274.435,279.73,197.71333333333334,211.95000000000002,195.92500000000004,208.40999999999997,209.73000000000005,227.07500000000005,218.85999999999999,235.48333333333335,250.28666666666666,241.7166666666667,255.76333333333335,284.8933333333334,297.39,316.32500000000005,324.99,331.61499999999995,329.17,327.62499999999994,308.88499999999993,313.98499999999996,308.63000000000005,310.08,319.37999999999994,301.08000000000004,291.6266666666666,274.735,282.8125,281.53000000000003,284.5425,273.42,271.445,284.76,292.295,286.3075,301.2975,280.33000000000004,256.9866666666666,239.3833333333333,223.44333333333336,216.35000000000005,204.48000000000002,205.54333333333332,210.175,199.39000000000001,202.275,219.01333333333332,236.36999999999998,240.44999999999996,233.38666666666666,256.79333333333335,L8
2015-02-10 22:17:27.012,,222.44,,,228.885,260.3,265.41499999999996,235.07999999999998,240.10000000000002,225.37,230.35,242.18,227.97,251.09,244.04,251.08,257.46000000000004,269.23,287.33000000000004,272.82,264.1,245.89,233.01,227.19,216.64,227.74,206.345,203.06,210.23,210.43,196.82,,201.55,192.9,195.56,209.17,199.9,217.52,231.99,241.38,223.485,241.945,250.81,248.23000000000002,251.58499999999998,286.88,303.85,318.49,334.25,345.27,339.52,333.15,319.38,321.78,319.05,316.97,308.44,308.49,296.975,289.36,296.41499999999996,294.755,295.47,282.96500000000003,275.935,284.96000000000004,302.025,297.055,308.84000000000003,294.495,273.15,256.55,238.51,230.91,217.58,212.7,210.7,210.9,206.54,222.41500000000002,242.64999999999998,249.01999999999998,254.375,270.795,L8
2015-02-26 22:17:23.009,256.68,234.805,257.36,252.83,229.89333333333332,254.64000000000001,258.5833333333333,235.48666666666668,240.37666666666667,225.4,229.71333333333334,243.50666666666666,234.01999999999998,251.445,245.06,251.435,270.9766666666667,269.23,287.33000000000004,272.82,264.1,245.89,233.01,227.19,216.64,227.74,206.345,203.06,210.23,210.43,196.82,,198.935,194.535,198.9,214.805,201.97500000000002,216.495,229.485,242.84,230.28,244.25333333333333,250.92666666666665,249.39333333333335,260.01,286.96,302.94666666666666,317.89,335.135,346.41499999999996,341.125,333.435,312.975,327.25,319.63,318.055,307.475,311.945,289.70666666666665,285.81333333333333,299.9433333333333,297.69666666666666,298.3433333333333,286.57666666666665,282.5366666666667,289.30333333333334,301.9066666666667,298.44,309.6333333333334,292.49333333333334,272.9,255.86,234.405,229.57,216.585,211.93,210.70499999999998,206.26,204.19,220.36333333333334,237.9,249.33,259.45666666666665,267.2633333333333,L8
2015-06-02 22:16:44.532,256.68,247.17,269.39,264.53000000000003,238.35333333333335,265.27000000000004,264.05,242.92333333333332,246.9766666666667,237.21666666666667,229.255,255.06000000000003,245.99333333333334,251.8,262.115,270.085,286.51666666666665,274.5,293.47,276.71,271.67,,,,,238.68,215.57,203.06,229.91,227.84,218.76999999999998,251.72,198.935,194.535,202.24,214.805,201.97500000000002,216.495,229.485,255.98333333333335,254.17,263.56333333333333,253.21999999999997,259.61,283.1133333333333,294.8566666666666,308.23999999999995,317.89,347.52666666666664,354.9166666666667,346.28,338.9633333333333,312.975,338.1366666666667,319.63,330.47333333333336,307.475,321.75333333333333,290.27,290.71500000000003,318.7033333333334,315.94,302.38,289.31,284.95500000000004,287.36,303.755,302.32499999999993,311.80000000000007,300.9266666666667,272.9,268.7366666666667,234.405,240.07000000000002,216.585,218.54666666666665,222.79,206.26,204.19,218.185,229.3,264.28000000000003,282.9633333333333,276.11,L8
2015-07-20 22:17:10.706,246.57,242.315,260.54,255.7166666666667,236.495,257.32500000000005,257.0675,239.1875,242.875,233.55,227.75666666666666,250.40500000000003,244.19,246.53500000000003,253.81000000000003,261.00666666666666,278.255,270.72,285.37,271.85,264.365,241.25,231.28,228.54,215.49,229.06,207.07999999999998,203.06,229.91,227.84,218.76999999999998,251.72,198.935,194.535,202.24,206.79666666666665,197.36666666666667,212.32333333333335,220.35,244.77249999999998,244.44,255.855,251.85999999999999,249.18666666666664,274.05,285.27,304.5833333333333,315.2266666666667,341.4,347.54,339.65,331.1375,309.10999999999996,327.935,313.38,322.395,302.88666666666666,314.045,288.6033333333333,283.59,307.51250000000005,309.1925,300.0366666666667,284.19666666666666,280.94000000000005,284.89,295.75333333333333,297.72666666666663,309.5166666666667,295.95,270.9533333333333,263.25,232.6833333333333,236.14749999999998,212.65333333333334,215.61,218.025,206.26,204.19,218.185,229.3,264.28000000000003,282.9633333333333,276.11,L8
2015-08-05 22:17:13.094,246.57,242.315,260.54,255.7166666666667,236.495,257.32500000000005,257.0675,239.1875,242.875,229.288,226.215,249.22600000000003,243.404,244.12333333333333,250.6475,257.11,272.876,268.85999999999996,282.65000000000003,271.01,261.6366666666667,241.035,231.82999999999998,228.3,214.7,226.6966666666667,204.07666666666668,194.01,229.91,227.84,218.76999999999998,251.72,198.935,194.535,202.24,202.6875,195.10500000000002,210.2275,215.6,237.744,238.26999999999998,251.006,250.58749999999998,244.60500000000002,268.6,279.64,300.9375,313.69,337.294,342.802,335.942,327.646,306.9975,321.51599999999996,309.82,317.242,300.5425,309.164,287.78749999999997,279.995,301.68600000000004,304.498,296.3425,281.4075,279.245,283.28249999999997,292.5425,295.155,308.1125,293.366,269.48749999999995,260.48400000000004,231.745,233.17399999999998,212.9475,214.394,216.08200000000002,203.92,203.33333333333334,216.51333333333332,227.5333333333333,256.3,268.1375,263.9533333333334,L8
2015-09-06 22:17:26.976,240.825,243.8,257.4433333333333,254.61666666666667,246.2166666666667,251.44666666666672,247.29,239.63,243.10666666666668,230.3,226.23666666666668,249.76500000000001,251.54,243.37,249.95,256.7,266.5375,267.87666666666667,280.2133333333333,269.4866666666666,257.88666666666666,243.42999999999998,233.34,229.54999999999998,217.42666666666665,223.4433333333333,201.29333333333332,191.38,222.61,223.375,223.45499999999998,219.5,,,,189.2733333333333,187.68666666666664,204.3033333333333,202.72333333333333,228.56749999999997,231.5575,248.2475,247.00333333333333,235.67333333333332,265.17,277.6075,296.72999999999996,312.4533333333333,338.73333333333335,340.3933333333334,332.4866666666667,323.7866666666667,301.02,317.6933333333333,300.01,304.515,294.4,305.92,288.7,272.59999999999997,291.805,300.22,287.6066666666666,274.34666666666664,274.92333333333335,282.52,283.9733333333333,290.6266666666667,306.78999999999996,294.1425,267.51,261.0475,230.84666666666666,233.8875,211.88333333333333,214.87,216.6925,203.55,204.07,216.915,227.125,256.31,254.15333333333334,249.15000000000003,L8
2015-10-08 22:17:36.852,237.70666666666668,240.26999999999998,251.8975,254.61666666666667,246.2166666666667,251.44666666666672,247.29,239.63,243.10666666666668,230.3,226.23666666666668,249.76500000000001,251.54,248.22750000000002,248.55599999999998,255.51,265.158,269.0675,281.5375,270.9025,258.98,245.42,234.715,230.5775,219.6575,226.0,203.3725,193.51666666666665,211.9466666666667,216.15,209.92666666666665,219.5,,,,189.2733333333333,187.68666666666664,204.3033333333333,202.72333333333333,228.56749999999997,231.5575,248.2475,247.00333333333333,235.67333333333332,265.17,274.36800000000005,289.955,313.3325,338.14,343.25250000000005,333.65,324.9475,305.97666666666663,320.155,309.5333333333333,307.894,298.66999999999996,306.466,293.1525,280.79249999999996,294.834,301.718,290.5925,278.885,278.8025,287.42499999999995,288.66499999999996,293.5725,307.9575,293.43199999999996,263.40749999999997,254.266,226.45,229.37600000000003,207.7725,210.93,211.17600000000002,203.55,204.07,216.915,227.125,256.31,254.15333333333334,249.15000000000003,L8
2015-10-24 22:17:40.820,239.26749999999998,241.0875,251.28000000000003,252.47,244.07250000000002,248.24,245.4375,237.77499999999998,242.07500000000002,229.058,226.4375,247.83,249.73399999999998,248.086,247.62833333333333,254.59833333333333,263.93,269.304,281.92199999999997,271.222,259.248,246.388,235.102,230.766,220.564,226.06799999999998,203.878,194.27,206.60500000000002,211.45999999999998,203.5025,210.85666666666665,,,192.87,190.9725,190.08749999999998,206.1225,204.8725,227.17799999999997,228.78599999999997,246.32600000000002,248.5225,235.98,264.81800000000004,274.69666666666666,292.226,313.96999999999997,337.012,342.642,333.366,325.316,306.7075,320.432,311.4,309.65333333333336,301.32399999999996,306.95,295.588,285.12,296.6016666666667,302.11,290.986,279.61199999999997,278.37,285.64799999999997,285.904,291.668,306.828,292.74499999999995,264.338,254.08166666666668,226.454,230.13,210.048,211.70666666666668,211.3166666666667,205.75333333333333,206.37333333333333,218.07000000000002,230.29666666666665,255.6425,247.905,263.32,L8
2015-12-11 22:17:42.627,239.664,240.87600000000003,244.314,243.8525,235.6075,237.46,238.85,230.605,236.2375,220.978,225.738,240.25,241.81799999999998,247.8116666666667,241.79666666666662,248.31500000000003,256.28833333333336,269.42,281.95166666666665,271.2733333333333,259.21166666666664,246.83666666666667,235.16333333333333,230.86,221.0233333333333,226.63666666666666,203.81500000000003,194.48600000000002,192.125,199.8675,189.11249999999998,191.19666666666663,,,191.49,191.894,191.462,207.408,205.92399999999998,215.752,215.48200000000003,237.458,249.436,235.79000000000002,255.108,264.80833333333334,293.67,314.28000000000003,328.394,335.758,328.124,319.662,306.572,309.98999999999995,312.006,303.135,302.43333333333334,301.06333333333333,296.2816666666667,283.825,289.54833333333335,295.50333333333333,292.6933333333333,281.80833333333334,280.37666666666667,287.88666666666666,288.19666666666666,293.3233333333333,307.52166666666665,287.19166666666666,265.8183333333333,247.13166666666666,227.18166666666664,224.39666666666668,211.375,208.345,205.145,205.275,205.945,217.45,230.1625,244.21,225.99499999999998,259.7225,L8
2015-12-27 22:17:43.409,238.76999999999998,240.13833333333332,243.62666666666667,241.87600000000003,233.98600000000002,236.574,237.914,229.36999999999998,236.2375,220.24833333333333,224.9466666666667,239.18999999999997,240.81499999999997,247.29142857142855,241.58571428571426,248.21285714285713,256.2271428571429,268.71,281.63428571428574,270.6685714285714,258.2542857142857,246.46428571428572,234.60714285714286,230.27,220.1314285714286,224.8814285714286,202.21857142857144,194.48600000000002,192.125,199.8675,189.11249999999998,191.19666666666663,,,191.49,191.29999999999998,191.29666666666665,206.80499999999998,205.3216666666667,214.515,214.5533333333333,235.33833333333334,249.19500000000002,234.44333333333336,252.04833333333332,262.2285714285714,286.58714285714285,313.1714285714285,327.535,334.44666666666666,325.48833333333334,315.445,304.7366666666666,309.98999999999995,310.18,301.7142857142857,301.13714285714286,298.6614285714286,294.15142857142854,281.8342857142857,287.83142857142855,292.2285714285714,291.36285714285714,280.90285714285716,279.40285714285716,286.8357142857143,286.55285714285714,292.23,306.9028571428571,286.3971428571428,265.6271428571428,246.6057142857143,226.25428571428571,223.85714285714286,210.25428571428571,207.32571428571427,204.69428571428574,205.275,205.945,217.45,230.1625,244.21,225.99499999999998,259.7225,L8
2016-01-12 22:17:40.472,238.76999999999998,240.13833333333332,243.62666666666667,237.14333333333332,231.81499999999997,233.3066666666667,235.60666666666665,227.67499999999998,236.2375,215.9114285714286,224.9466666666667,238.32999999999998,241.25428571428571,246.47125,241.00624999999997,247.68,255.64875,267.5125,280.51375,269.65625,258.2542857142857,245.1775,233.48000000000002,229.42625,219.15,222.39249999999998,199.775,194.48600000000002,192.125,199.8675,189.11249999999998,191.19666666666663,,,191.49,191.29999999999998,191.29666666666665,206.80499999999998,205.3216666666667,214.515,214.5533333333333,235.33833333333334,249.19500000000002,234.44333333333336,246.86857142857144,257.40625,280.37,313.1714285714285,322.04714285714283,329.42571428571426,325.48833333333334,309.2214285714286,299.34857142857146,309.98999999999995,310.18,299.1275,299.465,294.87624999999997,291.6375,280.03625,285.71999999999997,288.49625,289.27875,279.72,277.77625,284.85749999999996,284.65875,290.27500000000003,305.72999999999996,284.86875,264.20875,243.56375,224.63375,222.35625000000002,208.20125000000002,205.695,204.69428571428574,205.275,205.945,217.45,230.1625,244.21,225.99499999999998,259.7225,L8
2016-04-01 22:17:14.685,237.156,239.0,244.772,236.464,230.442,233.04000000000002,235.032,225.448,236.14666666666668,213.94400000000002,223.65666666666667,236.2,240.186,247.19166666666663,240.845,247.60833333333335,255.97833333333335,266.79166666666663,280.0366666666667,269.17333333333335,257.35799999999995,246.1,233.09500000000003,228.76333333333332,219.1783333333333,220.37333333333333,198.55999999999997,193.1925,188.95999999999998,199.32333333333335,183.42,193.15499999999997,,,191.49,192.0175,193.66500000000002,207.59750000000003,206.195,216.7125,214.41249999999997,232.60250000000002,249.995,232.66,244.406,254.58833333333334,266.60999999999996,312.354,322.21666666666664,330.42833333333334,325.38199999999995,307.16499999999996,298.8,313.39250000000004,312.386,304.26666666666665,300.4666666666667,294.32166666666666,291.68333333333334,282.00666666666666,289.36,288.6616666666667,288.7666666666667,281.3466666666667,278.53333333333336,285.2033333333333,284.445,288.8516666666667,304.575,284.0,261.9633333333333,240.135,221.275,220.45166666666668,205.48166666666665,203.115,203.15400000000002,207.0,207.82,217.98499999999999,233.2,247.825,225.17999999999998,270.2950000000001,L8
2016-05-03 22:17:13.318,240.61499999999998,243.8125,250.8325,237.988,232.94400000000002,234.97799999999998,236.78400000000002,227.68800000000002,237.37333333333333,215.08200000000002,227.07000000000002,237.03399999999996,240.75,244.83199999999997,240.68199999999996,247.03400000000002,256.216,267.024,280.30600000000004,267.40999999999997,254.00499999999997,243.1,230.68400000000003,227.23600000000002,216.92000000000002,215.61800000000002,195.328,190.51666666666665,191.92666666666665,201.07,183.16,192.74,,,190.11,189.2825,190.9375,204.635,203.7225,214.87,213.315,226.9675,247.29250000000002,231.24666666666667,234.102,245.906,253.99,309.9925,318.082,323.03000000000003,319.18,296.9425,287.32,302.245,301.96000000000004,295.34799999999996,293.63800000000003,282.082,282.91600000000005,270.36,279.022,277.012,282.344,276.61600000000004,274.174,281.036,280.588,285.128,302.53000000000003,280.13,262.456,238.792,221.852,219.006,203.13400000000001,202.18400000000003,204.4675,203.84,204.66,215.59,229.76,242.01,221.2,248.93,L8
2016-05-19 22:17:11.230,241.706,243.834,250.93400000000003,239.595,233.69833333333335,235.81666666666663,237.44833333333335,228.74,236.805,216.84,226.7875,237.35666666666665,241.24333333333334,242.99,240.68199999999996,247.03400000000002,257.25,268.215,281.86833333333334,268.32666666666665,255.73599999999996,245.135,231.37833333333333,227.75166666666667,220.16666666666666,220.14333333333335,197.13,191.165,195.79749999999999,202.77666666666664,183.67000000000002,192.74,,,200.59,194.276,193.138,207.12600000000003,209.408,219.388,214.73600000000002,230.63400000000001,248.58200000000002,238.94500000000002,240.57833333333335,250.99666666666667,261.4683333333333,311.142,319.9533333333334,327.3416666666667,323.415,303.294,290.9,306.52666666666664,304.182,298.6483333333333,296.8283333333333,286.6383333333333,285.98333333333335,271.12333333333333,283.02666666666664,281.00333333333333,284.64,278.68833333333333,276.6083333333333,283.565,283.4783333333333,286.8833333333333,303.44666666666666,281.38166666666666,263.66166666666663,240.96833333333333,223.98166666666668,220.48666666666668,205.80166666666665,204.11833333333334,206.5,202.54500000000002,202.595,217.465,228.19,247.69,225.82,251.79000000000002,L8
2016-08-07 22:17:37.552,244.32666666666668,247.56333333333336,255.96333333333337,249.4533333333333,232.2375,241.7475,241.0575,232.425,236.51500000000001,223.215,225.2733333333333,239.16,235.1125,238.5825,238.25333333333333,244.06000000000003,257.03,269.77750000000003,284.35249999999996,269.20500000000004,255.57,247.4325,231.855,227.97000000000003,221.28249999999997,224.47,201.07500000000002,189.85999999999999,195.4975,202.0666666666667,184.18,,,,211.07,194.63500000000002,192.485,206.20999999999998,209.4375,219.6525,215.5675,229.89,247.95499999999998,241.9266666666667,244.10750000000002,256.7675,269.2975,310.89750000000004,325.7,331.685,323.8966666666667,314.91,294.885,303.9766666666667,301.99,301.53,296.47249999999997,289.2975,287.22,270.9,281.865,287.0725,285.865,277.71500000000003,277.5775,284.4525,285.3025,287.1075,303.755,281.615,264.405,244.6,227.4625,222.4025,208.57999999999998,206.245,207.1875,201.35,201.995,216.555,226.76999999999998,240.87,230.44,254.65,L8
2016-09-08 22:17:48.858,244.7375,243.9725,248.75500000000002,240.09,229.57600000000002,238.76999999999998,238.272,229.48600000000002,233.58200000000002,223.215,225.2733333333333,236.51999999999998,234.154,238.442,237.2625,243.7775,256.014,268.48,285.15999999999997,269.28000000000003,255.442,245.666,231.855,227.97000000000003,221.28249999999997,224.47,201.07500000000002,189.85999999999999,195.4975,202.0666666666667,184.18,,,,211.07,194.63500000000002,192.485,206.20999999999998,209.4375,218.256,215.81599999999997,232.42199999999997,248.81799999999998,239.88500000000002,246.844,259.352,276.05,311.258,325.86199999999997,334.738,324.96250000000003,317.385,297.004,305.5625,303.384,303.26,298.864,292.5,289.166,272.102,285.368,289.73199999999997,289.306,279.22400000000005,277.806,287.142,287.87600000000003,288.836,304.702,283.012,265.304,245.488,228.586,223.83,210.192,205.996,204.46800000000002,201.35,201.995,216.555,226.76999999999998,240.87,221.865,245.77000000000004,L8
2016-09-24 22:17:49.840,244.68200000000002,244.27799999999996,248.69,241.07199999999997,231.03666666666666,238.84666666666666,238.74166666666667,229.27333333333334,233.5666666666667,222.856,224.5675,236.39833333333334,234.965,239.11833333333334,237.31199999999998,243.98200000000003,255.76166666666666,267.95166666666665,284.34499999999997,268.87666666666667,255.38166666666666,246.15666666666667,232.15,228.16,220.22799999999998,224.82199999999997,201.524,189.64,193.902,202.0666666666667,184.18,,,,211.07,194.13600000000002,192.788,206.254,207.98600000000002,216.78166666666667,215.36833333333334,232.525,248.01999999999998,238.458,248.89499999999998,260.25666666666666,279.55333333333334,311.69666666666666,326.49833333333333,332.80833333333334,321.168,317.385,297.004,305.5625,301.6116666666667,302.98333333333335,298.864,290.84,286.4483333333333,272.25666666666666,287.4483333333333,291.3016666666667,286.41833333333335,275.375,276.4533333333333,285.49499999999995,287.87600000000003,290.87833333333333,303.15000000000003,281.8833333333334,265.98333333333335,246.59666666666666,230.29333333333332,224.49333333333334,210.39333333333332,206.17999999999998,204.80666666666664,202.57666666666668,204.12333333333333,217.29333333333332,227.24,243.25666666666666,223.2733333333333,247.00333333333333,L8
2017-01-30 22:17:38.957,244.10333333333332,240.44333333333336,240.79,234.67333333333332,227.245,236.0925,235.8125,226.1325,230.1075,220.85333333333335,219.13,234.0625,230.08249999999998,238.4325,236.45,244.2775,253.495,265.455,283.3175,269.2825,257.1825,247.1325,234.63,230.38333333333333,219.71333333333334,229.42666666666665,203.77666666666667,192.54999999999998,193.02666666666667,199.055,183.73,195.4,199.72,193.82,194.75,192.72333333333336,194.75333333333333,208.97000000000003,205.26,215.9475,215.6575,237.4725,250.04500000000002,234.0275,256.1425,265.85749999999996,296.15,312.23249999999996,327.7275,333.58500000000004,321.68,322.6566666666667,305.4433333333334,307.1566666666667,304.1975,307.4875,301.31666666666666,298.05,291.4175,281.6075,294.95750000000004,299.9825,292.32500000000005,277.405,280.7975,290.03249999999997,295.40333333333336,296.40500000000003,304.84499999999997,284.7425,269.27,250.99,233.92000000000002,227.16250000000002,214.9825,207.44,204.52499999999998,201.98000000000002,204.13666666666668,216.61333333333334,228.37666666666667,241.6966666666667,221.34333333333333,244.17000000000004,L8
2017-03-03 22:17:25.727,246.52249999999998,244.72,245.39249999999998,239.4275,238.83749999999998,239.765,239.98,231.6375,233.5125,226.29666666666665,228.30999999999997,237.18,239.68,245.6225,243.77249999999998,251.4475,260.80499999999995,271.94,289.9075,277.345,266.3075,253.85,236.20499999999998,243.73333333333335,235.38,239.74333333333334,205.5,193.76,206.17333333333332,213.87,183.73,208.835,213.91500000000002,210.86,214.285,207.29999999999998,209.97333333333336,221.44000000000003,220.63666666666666,226.1675,215.77999999999997,245.8775,255.66500000000002,234.45666666666668,266.54249999999996,276.095,302.4475,317.145,333.16999999999996,343.05,330.2025,332.6166666666666,319.06666666666666,321.1933333333334,313.5375,315.43,314.95,308.64750000000004,304.79499999999996,299.54,307.01750000000004,307.0075,300.8225,290.645,294.27750000000003,291.03,299.06000000000006,298.21000000000004,304.44666666666666,284.71000000000004,269.81666666666666,250.95333333333335,234.97333333333336,227.60666666666668,215.01666666666665,207.46333333333334,203.30999999999997,202.24500000000003,204.47500000000002,218.03500000000003,229.10500000000002,248.36,221.34333333333333,244.17000000000004,L8
2017-03-19 22:17:15.956,244.46499999999997,248.42749999999998,251.33749999999998,248.48499999999999,245.47333333333333,243.0125,243.19,235.9475,237.83499999999998,226.1025,228.1775,240.7275,242.9875,248.0775,245.945,253.5125,262.495,273.74,289.09749999999997,277.89250000000004,268.065,257.0875,236.38333333333333,240.825,232.32999999999998,236.9325,205.94666666666663,194.30999999999997,202.98000000000002,207.67999999999998,183.73,208.835,213.91500000000002,210.86,214.285,203.1575,206.22750000000002,218.51500000000001,217.39499999999998,230.075,216.81333333333336,245.20499999999998,256.0775,235.31000000000003,263.8975,274.1625,302.24333333333334,317.4275,330.7875,341.75,330.88333333333327,336.52,325.86,326.63000000000005,315.06333333333333,315.90999999999997,312.49666666666667,307.76,303.5925,298.17499999999995,301.4475,309.21999999999997,300.0733333333333,292.44,299.46333333333337,285.7366666666667,286.42499999999995,293.89000000000004,303.08666666666664,286.06666666666666,269.67,253.20000000000002,233.67,226.49333333333334,214.66,208.9333333333333,208.98666666666668,202.59,203.46,217.65333333333334,229.37666666666667,249.51,232.17666666666665,261.3866666666667,L8
2017-04-20 22:16:59.468,245.84,250.60999999999999,253.2225,250.88,249.14,244.8675,244.925,239.27249999999998,239.58999999999997,228.3075,230.89749999999998,241.66000000000003,244.3975,249.3475,248.1775,255.38,265.21999999999997,277.4175,291.27750000000003,278.8825,269.9775,260.0225,238.03666666666666,244.675,240.9975,242.65499999999997,210.50333333333333,197.23333333333335,209.335,205.445,184.20499999999998,201.59333333333333,213.91500000000002,210.86,214.285,203.77249999999998,206.8725,219.17000000000002,220.12249999999997,235.46,228.35,250.76749999999998,260.73,247.64333333333335,268.66999999999996,279.9675,304.07,318.9975,333.1725,351.73,342.75666666666666,335.37333333333333,322.7033333333334,325.16333333333336,323.1233333333333,320.5775,313.2525,314.4925,310.9875,303.71999999999997,303.225,310.35999999999996,310.7166666666667,306.5833333333333,307.92,293.26666666666665,291.41333333333336,296.1066666666667,309.6366666666667,292.1933333333333,272.48,255.54333333333332,233.42999999999998,227.63,218.9333333333333,212.89333333333332,213.20666666666668,205.50333333333333,205.28,219.78,232.26,252.94333333333336,249.59666666666666,277.0966666666667,L8
2017-05-06 22:16:55.401,248.158,252.28599999999997,254.17600000000002,251.68,250.005,246.176,245.908,240.98999999999995,240.61599999999999,229.82800000000003,232.652,242.32800000000003,245.038,250.206,249.31799999999998,256.768,267.184,279.46999999999997,292.658,282.64399999999995,274.038,261.294,247.285,248.41000000000003,244.37600000000003,244.856,219.4975,206.0575,213.49,208.796,194.91,204.54500000000002,213.76333333333332,213.15666666666667,216.35,208.212,211.77400000000003,221.88000000000002,224.53999999999996,238.158,235.3475,252.69399999999996,262.176,254.32999999999998,271.898,282.654,305.3075,320.652,335.892,354.48,344.4575,336.5625,324.785,328.135,325.29999999999995,322.134,315.694,316.87399999999997,312.364,308.618,305.48,311.39,310.97,306.70000000000005,311.85249999999996,298.0125,303.29499999999996,308.2575,313.19,297.0725,274.7875,255.5525,232.4775,224.8475,214.24,209.4025,209.1125,201.6875,203.70499999999998,220.44,234.1,255.79500000000002,256.5,272.435,L8
2017-07-09 22:17:23.906,248.158,252.28599999999997,254.17600000000002,251.68,250.005,246.176,245.908,240.98999999999995,240.61599999999999,229.82800000000003,232.652,242.32800000000003,245.038,250.206,249.31799999999998,256.768,267.184,279.46999999999997,292.658,282.64399999999995,274.038,256.29333333333335,243.08200000000002,243.49166666666667,238.365,238.02999999999997,211.91800000000003,206.0575,213.49,208.796,194.91,204.54500000000002,213.76333333333332,213.15666666666667,216.35,208.212,211.77400000000003,221.88000000000002,224.53999999999996,238.158,235.3475,252.69399999999996,262.176,254.32999999999998,261.83,271.895,305.3075,320.652,330.55833333333334,343.352,344.4575,336.5625,324.785,328.135,325.29999999999995,314.40000000000003,305.10333333333335,316.87399999999997,312.364,308.618,305.48,311.39,310.97,306.70000000000005,311.85249999999996,298.0125,303.29499999999996,308.2575,313.19,297.0725,274.7875,255.5525,232.4775,224.8475,214.24,209.4025,209.1125,201.6875,203.70499999999998,220.44,234.1,255.79500000000002,256.5,272.435,L8
2017-08-10 22:17:37.375,248.004,252.25,253.69400000000002,252.84500000000003,252.57333333333335,247.84249999999997,247.414,241.792,241.18,230.72799999999998,235.56799999999998,243.052,245.414,249.948,249.11999999999998,256.442,267.084,278.992,292.97999999999996,282.412,273.21000000000004,255.80333333333337,242.62199999999999,242.89000000000001,237.85666666666668,237.0533333333333,211.67199999999997,204.4325,212.254,207.648,194.14666666666665,207.59333333333336,220.78499999999997,222.82500000000002,227.14999999999998,211.52499999999998,215.07250000000002,223.6175,228.06249999999997,241.05499999999998,241.33,255.59249999999994,258.508,260.1533333333333,257.03000000000003,268.5683333333333,304.795,321.072,328.5366666666667,341.868,342.58250000000004,335.39,327.64,333.81333333333333,329.54999999999995,309.6266666666667,302.6983333333333,321.352,305.204,303.554,305.77750000000003,299.53749999999997,301.3225,299.6125,304.53749999999997,292.3225,296.47499999999997,303.89250000000004,310.28,294.305,272.71,255.14749999999998,232.76,225.36499999999998,211.5,209.10666666666668,208.87000000000003,202.42999999999998,204.75,221.48666666666665,235.45666666666668,258.16333333333336,267.1166666666667,281.19666666666666,L8
