dates,satname,nzd0004-0000,nzd0004-0001,nzd0004-0002,nzd0004-0003,nzd0004-0004,nzd0004-0005,nzd0004-0006,nzd0004-0007,nzd0004-0008,nzd0004-0009,nzd0004-0010,nzd0004-0011,nzd0004-0012,nzd0004-0013,nzd0004-0014,nzd0004-0015,nzd0004-0016,nzd0004-0017,nzd0004-0018,nzd0004-0019,nzd0004-0020,nzd0004-0021,nzd0004-0022,nzd0004-0023,nzd0004-0024,nzd0004-0025,nzd0004-0026,nzd0004-0027,nzd0004-0028,nzd0004-0029,nzd0004-0030,nzd0004-0031,nzd0004-0032,nzd0004-0033,nzd0004-0034,nzd0004-0035,nzd0004-0036,nzd0004-0037,nzd0004-0038,nzd0004-0039,nzd0004-0040,nzd0004-0041,nzd0004-0042,nzd0004-0043,nzd0004-0044,nzd0004-0045,nzd0004-0046,nzd0004-0047,nzd0004-0048,nzd0004-0049,nzd0004-0050,nzd0004-0051,nzd0004-0052,nzd0004-0053,nzd0004-0054,nzd0004-0055,nzd0004-0056,nzd0004-0057,nzd0004-0058,nzd0004-0059,nzd0004-0060,nzd0004-0061,nzd0004-0062,nzd0004-0063,nzd0004-0064,nzd0004-0065,nzd0004-0066,nzd0004-0067,nzd0004-0068,nzd0004-0069,nzd0004-0070,nzd0004-0071,nzd0004-0072,nzd0004-0073,nzd0004-0074,nzd0004-0075,nzd0004-0076,nzd0004-0077,nzd0004-0078,nzd0004-0079,nzd0004-0080,nzd0004-0081,nzd0004-0082,nzd0004-0083
2005-08-25 22:05:41.221000,L5,227.49,219.86,219.16,231.18,223.25,226.96,230.91,227.43,233.52,217.79,207.84,228.73,237.20,239.01,235.23,230.45,244.65,263.59,270.01,261.47,230.18,213.25,207.62,189.71,,,,,,,,,,,,,,,,184.90,191.63,209.25,226.86,203.66,199.02,173.61,,,,302.29,294.32,286.11,283.49,263.06,272.31,277.81,278.33,267.30,202.09,216.25,,,,,,220.61,218.50,231.57,253.95,224.77,206.63,195.83,,,,,,,,,,,,
2005-09-26 22:05:42.687000,L5,214.37,211.65,195.87,204.07,202.95,203.95,203.38,207.92,209.49,,,197.36,220.62,218.68,224.52,220.61,237.20,234.47,244.77,229.18,202.74,214.10,197.49,189.45,189.83,,,,,,,,,,,,,,,,,,,,196.07,204.79,217.03,259.73,264.80,282.00,245.80,237.83,249.02,229.60,226.00,243.65,252.25,249.55,255.25,240.94,257.01,258.36,261.38,253.46,251.58,244.41,247.93,251.87,263.96,239.23,217.20,205.05,189.87,193.68,,,,,,,,,,
2005-11-13 22:05:57.059000,L5,,,,,,,,,,,,196.07,228.49,234.67,236.67,236.69,248.53,253.33,235.19,247.07,223.74,225.93,213.36,200.68,,,,,,,,,,,,,,,,,,,212.38,184.96,206.10,210.67,223.71,266.05,270.07,292.18,258.42,246.69,255.59,234.71,247.28,264.80,269.91,264.71,254.27,251.52,264.28,245.49,222.09,196.25,,,,,,254.55,240.84,222.87,206.68,209.80,190.62,,,,,,,,,
2006-02-17 22:08:11.136000,L5,,,,,,,,,,,,201.84,217.03,220.62,226.06,227.03,238.60,236.03,246.89,234.22,204.66,207.92,196.33,197.29,183.77,,,,,,,,,,,,,,,,,,,,188.58,195.09,210.14,245.87,242.93,278.32,245.85,237.12,243.72,223.27,213.50,209.60,254.25,246.11,234.35,238.40,251.44,246.34,252.82,251.86,246.20,243.72,249.01,247.45,263.57,237.31,221.93,200.69,,,,,,,,,,,,
2006-04-06 22:09:08.139000,L5,219.74,220.15,217.20,215.22,214.29,213.58,211.61,208.64,216.28,,,216.46,235.09,234.41,233.81,235.08,251.28,254.35,262.43,253.99,239.77,232.34,217.21,213.38,204.16,200.79,185.89,,,,,,,,,,,,,,,192.36,222.50,211.58,220.96,225.19,232.73,269.79,288.50,297.68,271.58,256.77,259.65,226.80,218.46,248.07,249.34,245.99,216.39,228.81,243.43,234.15,239.60,244.42,254.91,260.59,261.75,268.87,280.08,262.01,234.47,212.22,,,,,,,,,,,,
2006-05-08 22:09:38.251000,L5,215.90,215.31,216.47,217.46,213.49,216.53,214.85,213.29,215.66,,189.62,212.86,228.02,228.87,227.59,225.33,238.83,244.79,256.09,250.17,231.33,223.93,210.72,206.79,196.67,193.62,,,,,,,,,,,,,,,,183.81,213.56,189.10,206.18,217.93,222.00,270.47,277.73,291.33,268.52,257.78,258.46,236.64,246.12,253.15,258.26,245.14,234.24,220.40,230.08,,,,,,217.03,228.35,253.93,226.58,217.25,211.28,190.39,194.56,,,,,,,,,,
2006-08-12 22:10:59.603000,L5,230.31,228.23,230.72,225.99,224.42,226.62,229.64,225.38,229.09,,,225.99,238.65,238.03,235.20,237.96,250.96,257.05,269.59,258.52,244.80,230.31,217.13,213.78,207.54,205.53,190.73,,,,,,,,,,,,188.21,195.64,193.38,198.75,225.92,218.26,233.47,233.32,251.93,286.70,292.68,311.75,297.99,287.17,286.45,268.21,271.40,280.82,279.73,275.46,270.42,264.99,273.73,273.74,273.94,271.49,265.87,275.33,277.70,284.93,298.70,273.17,253.52,232.34,214.54,208.80,198.51,186.56,,,,,,,,
2006-09-13 22:11:23.474000,L5,237.43,237.37,234.66,236.89,229.70,232.98,234.03,227.59,230.54,218.07,225.23,236.43,,191.60,231.38,243.86,255.75,284.56,283.41,270.06,248.43,238.17,225.19,216.43,211.30,207.26,192.61,,,,,,,,,,,,,,,,,,,194.54,205.82,272.16,307.55,310.16,276.39,242.84,259.29,219.29,,,,,,,,,265.25,275.23,271.80,218.34,,,278.73,266.38,254.47,229.38,214.39,205.01,197.01,201.49,205.24,200.39,198.23,212.51,201.55,,,
2006-12-02 22:12:34.352000,L5,236.90,237.59,232.90,235.12,236.11,236.12,239.77,210.83,,,,241.65,243.72,246.75,244.85,257.85,261.90,269.93,274.47,268.46,260.11,248.86,236.15,246.19,214.04,217.85,197.44,190.43,,,,,,,,,,,191.28,201.39,187.73,230.88,229.15,225.71,237.28,243.61,278.95,284.33,324.14,317.10,297.80,300.18,297.85,272.52,276.66,299.50,302.55,293.03,297.99,289.05,295.76,,,,,,,,,,,,,,,,,,,,,,,
2007-09-16 22:10:40.887000,L5,262.29,263.07,264.59,255.72,261.16,253.87,258.12,262.15,257.92,251.68,254.28,255.12,267.14,259.67,268.77,278.52,281.74,304.52,314.12,309.27,292.36,280.33,281.24,268.93,275.56,260.71,263.06,258.26,243.84,238.88,223.94,211.23,228.39,216.86,228.82,229.43,226.03,234.97,238.38,249.40,255.95,261.73,276.22,291.63,309.47,304.74,334.47,351.85,348.31,381.05,379.11,349.49,352.50,347.81,343.49,330.59,329.24,326.44,349.99,356.04,325.30,350.87,342.64,332.94,318.93,333.34,325.05,331.70,328.50,323.67,310.48,276.58,266.55,260.70,242.15,250.56,252.24,215.65,223.65,232.28,267.33,246.92,274.43,302.03
2007-10-02 22:10:31.289000,L5,233.43,235.26,234.82,228.90,226.80,229.08,232.54,227.42,230.82,215.85,220.05,230.31,239.28,241.89,231.04,230.29,244.67,261.42,272.80,257.18,250.38,238.59,228.45,223.76,215.00,211.24,193.80,180.29,,,,,,,,,,191.65,193.89,198.04,204.02,209.27,230.33,220.76,233.87,241.97,249.43,280.04,297.93,307.63,292.29,281.48,279.93,274.32,286.04,288.11,289.10,284.50,285.02,277.23,279.36,267.08,268.43,271.53,264.38,269.08,269.00,275.96,292.30,274.63,255.07,236.62,220.08,213.27,196.96,187.49,,,,,,,,
2010-01-27 22:08:26.527000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.44,307.27,297.37,343.28,325.07,302.90,294.04,297.76,300.77,306.22,303.49,317.85,316.59,310.08,309.55,283.18,293.71,293.50,311.93,315.43,301.10,277.22,256.14,234.03,235.07,229.43,205.62,,,,,,,212.54,197.90
2010-02-12 22:08:30.110000,L5,223.66,230.83,226.85,225.39,224.99,223.51,223.30,218.94,222.96,,,221.04,233.62,233.88,243.45,238.62,250.46,252.70,269.30,253.80,243.79,235.72,219.53,220.67,211.54,206.03,191.43,,,,,,,,,,,,193.37,198.37,211.67,209.86,233.36,223.18,234.53,244.16,263.34,288.53,304.73,316.96,303.58,294.28,285.48,284.60,294.13,285.49,291.84,290.51,284.27,280.79,278.33,268.24,272.99,270.61,265.55,271.74,271.09,272.38,292.89,275.35,254.80,236.29,224.63,214.61,198.76,187.90,,,,,,,,
2010-11-27 22:07:24.215000,L5,213.88,221.87,224.86,222.39,217.08,217.59,222.28,216.15,215.98,,,216.13,229.76,232.92,233.46,230.40,243.07,237.02,251.00,243.65,233.62,226.46,217.98,212.69,204.76,197.54,,,,,,,,,,,,,,,,198.05,223.15,197.57,223.73,228.71,242.26,278.64,293.98,301.19,266.71,259.99,266.00,244.49,260.73,261.77,272.61,279.07,271.91,270.40,273.49,271.83,276.52,269.11,255.60,259.89,262.97,269.19,274.79,255.21,242.66,225.53,214.36,206.98,200.92,188.94,,,,,,,,
2011-09-11 22:06:09.236000,L5,181.67,236.89,237.73,241.52,231.55,235.12,236.23,229.06,230.28,,,231.26,238.83,244.29,238.42,243.21,252.45,259.91,268.20,262.98,248.42,235.60,226.54,216.86,210.96,210.54,197.46,,,,,,,,,,,,189.09,198.12,206.00,207.98,233.53,231.46,249.90,255.84,270.20,293.12,315.34,310.51,271.32,241.99,249.00,248.73,251.77,275.72,282.38,278.94,280.21,273.54,277.17,276.62,280.39,273.13,268.30,274.61,269.32,,,,,224.59,213.70,211.83,202.70,197.92,190.96,,,,,,,
2013-05-11 22:19:31.249000,L8,246.38,244.56,250.47,245.87,238.98,237.19,241.03,232.06,232.79,225.28,230.94,237.60,239.70,245.78,240.34,252.05,256.52,268.97,283.92,273.89,260.99,248.36,231.17,230.05,222.09,225.05,204.48,196.15,185.85,202.47,181.29,,,,184.38,200.69,194.54,204.22,204.17,216.83,220.93,236.40,248.01,226.12,246.34,267.97,287.82,310.86,321.08,327.52,322.47,313.56,304.03,298.90,300.17,297.74,291.38,296.61,285.26,271.61,275.83,288.59,284.73,273.85,271.19,279.58,282.56,285.26,308.43,282.45,269.49,254.12,230.51,236.37,221.78,215.60,217.45,213.19,205.83,226.74,224.33,233.80,,
2013-06-28 22:19:33.252000,L8,246.43,241.73,248.63,245.21,241.05,238.38,243.14,232.86,237.86,227.29,235.17,240.88,241.38,244.98,240.55,247.73,255.47,268.33,290.33,272.94,260.66,248.33,232.83,228.69,219.72,225.90,204.45,194.16,187.98,202.15,182.05,,,,184.54,207.50,192.64,205.58,203.06,214.46,219.47,236.43,248.87,226.34,245.93,261.50,288.85,310.97,319.89,327.15,319.19,310.29,302.95,297.73,301.86,301.32,298.18,297.75,287.19,267.69,275.54,296.52,285.23,272.96,270.69,278.28,287.25,287.18,304.40,280.26,264.49,246.53,236.64,225.41,211.53,213.89,209.50,211.77,200.90,213.90,227.21,235.50,220.71,235.04
2013-08-31 22:19:38.558000,L8,243.57,242.95,249.11,245.79,240.39,238.83,240.67,230.70,235.35,224.51,228.02,238.13,239.71,244.04,239.77,247.07,255.47,266.49,280.70,271.11,257.67,246.64,232.19,229.25,215.04,223.58,202.81,191.18,187.28,196.14,181.13,,,,184.85,195.54,193.27,204.08,203.17,215.13,217.78,234.26,246.01,231.12,247.55,261.11,290.17,310.60,322.44,328.82,322.97,317.08,302.05,298.59,304.16,300.93,297.45,298.12,285.73,270.30,284.00,287.02,288.07,274.66,273.01,280.06,280.93,286.13,304.21,283.11,264.25,247.01,229.50,224.57,216.72,212.42,213.42,207.54,213.12,217.76,228.15,233.44,226.05,254.26
2013-10-02 22:19:28.820000,L8,,,,,,,,,,,213.74,237.14,241.81,246.63,246.57,258.66,254.32,263.91,271.86,263.40,,,,,,,,,,,,,,,,193.12,193.38,203.28,204.67,213.65,216.02,232.00,247.89,230.58,247.26,260.13,286.96,312.78,325.17,332.69,321.97,312.61,304.07,299.00,306.72,303.54,301.13,298.21,291.06,273.08,287.82,289.78,288.26,276.85,274.85,281.78,283.55,287.68,305.15,284.63,263.46,243.64,223.00,224.17,212.22,209.55,210.18,203.10,206.00,212.09,226.90,231.46,224.30,248.11
2013-10-18 22:19:25.762000,L8,,,,,,,,,,226.12,227.33,241.67,245.39,250.28,244.80,251.82,260.03,271.49,,,,,,,,219.55,209.06,193.86,192.76,191.85,181.07,,,,186.84,197.76,195.90,208.72,206.57,216.20,217.82,236.63,249.71,231.53,251.62,263.87,283.74,314.96,328.65,336.13,325.86,314.83,307.47,305.95,309.31,310.77,308.30,303.12,281.38,270.49,273.57,265.38,272.57,269.90,267.34,270.53,271.53,280.41,297.76,273.60,251.42,,,,,,,,,,,,,
2013-11-03 22:19:20.378000,L8,244.30,242.07,248.28,245.83,241.58,239.79,241.71,231.73,238.11,222.09,223.92,238.66,241.54,247.31,242.27,249.72,257.36,267.65,280.47,270.94,257.92,247.09,233.17,230.24,215.32,222.42,201.49,191.60,187.24,,,,,,,193.32,192.72,203.41,203.92,211.45,215.45,234.38,247.42,232.26,247.91,258.23,286.78,311.16,324.49,334.04,320.70,326.69,302.89,309.61,305.08,304.53,300.54,305.95,298.88,275.05,300.63,284.84,298.56,278.23,274.99,285.01,294.15,292.50,305.82,283.92,269.31,252.69,225.64,224.01,212.92,207.77,205.56,198.60,202.09,208.62,226.22,233.58,,
2013-12-05 22:19:13.005000,L8,246.76,245.59,250.94,247.88,245.40,240.35,241.02,231.20,236.49,221.86,219.92,240.64,239.81,249.23,244.51,251.58,258.15,269.72,279.77,272.29,260.06,247.49,234.66,232.10,222.29,222.46,203.03,195.32,187.86,,,,,,184.12,193.84,194.73,204.07,205.28,214.04,215.50,234.04,249.14,232.47,248.69,261.06,262.42,314.81,324.75,331.92,326.12,314.26,306.95,304.87,309.32,305.43,304.68,300.45,293.49,276.62,294.67,290.60,291.19,283.36,277.38,289.92,290.95,293.40,307.24,284.46,269.62,247.91,225.81,224.00,215.25,206.30,205.71,201.53,201.89,210.89,226.22,238.18,,
2014-01-06 22:18:54.881000,L8,280.03,256.55,275.66,267.46,259.88,260.15,257.59,269.47,247.47,254.36,268.70,286.33,261.93,263.52,258.80,288.32,281.11,297.46,311.51,302.73,292.05,276.55,273.87,278.84,267.41,258.63,252.51,238.97,227.68,241.56,219.91,201.52,203.17,205.91,220.38,230.63,234.12,235.32,244.00,255.80,253.62,255.79,275.23,276.73,280.28,296.45,308.92,327.15,344.11,361.40,349.50,345.70,334.10,327.96,328.09,329.94,329.30,323.73,317.31,308.87,314.10,318.73,312.59,307.28,310.90,313.33,312.23,315.91,350.96,321.67,306.85,283.32,261.72,251.11,248.40,221.00,213.69,222.19,217.35,222.25,239.41,260.82,276.99,296.59
2014-02-23 22:18:20.398000,L8,241.17,237.68,246.24,243.79,233.84,238.53,240.62,226.86,234.76,221.66,224.58,238.31,241.45,245.55,239.20,247.25,255.70,265.16,280.45,269.78,257.17,246.86,232.36,227.57,214.83,215.20,197.67,184.75,183.82,,,,,,,190.57,190.94,201.98,200.96,209.08,214.49,230.43,245.39,229.22,242.60,251.75,245.55,308.29,321.30,327.74,315.93,300.61,300.42,297.22,302.53,295.21,294.25,277.91,283.47,269.38,276.14,268.47,280.24,274.10,271.14,280.32,280.18,283.14,304.13,281.59,263.06,242.55,220.56,220.83,202.58,202.13,202.35,191.65,199.06,206.52,223.88,231.37,,
2014-03-27 22:17:50.001000,L8,244.30,239.64,247.89,242.71,238.52,240.97,244.30,232.00,235.24,223.43,222.77,242.80,244.21,250.42,243.57,249.96,258.17,267.49,285.20,271.66,260.58,250.91,232.65,230.18,214.89,225.71,203.53,192.06,188.32,197.93,179.56,,,,186.97,194.94,191.73,204.30,204.14,215.70,216.21,237.83,249.60,233.21,255.88,270.39,290.83,313.43,325.22,333.57,324.83,325.91,306.28,303.71,308.45,307.92,300.10,299.29,293.08,272.15,298.40,299.16,292.91,281.71,276.33,292.17,294.95,291.93,307.74,282.24,264.49,245.88,227.13,222.43,211.18,205.12,206.82,197.04,201.47,213.12,227.62,237.05,,
2014-04-12 22:17:37.464000,L8,252.28,244.15,256.00,252.11,246.86,243.85,249.01,246.06,246.09,227.58,231.64,250.40,249.61,253.88,246.60,254.92,259.92,276.32,294.68,280.31,268.45,251.17,243.16,253.88,265.38,242.41,209.28,201.02,211.54,214.89,213.29,289.63,213.83,,200.67,211.87,228.84,215.17,217.64,235.87,255.17,,253.28,269.39,275.76,290.81,304.30,320.51,333.79,358.51,344.35,334.21,315.65,322.75,318.10,317.63,320.63,306.31,296.92,278.00,303.85,302.22,303.17,282.39,283.51,299.01,303.13,300.47,309.54,287.81,271.41,249.53,232.13,225.68,217.31,211.57,185.71,230.33,205.24,219.22,231.63,246.74,267.41,261.94
2014-04-28 22:17:22.576000,L8,232.17,231.78,240.98,233.42,226.31,233.02,233.90,224.17,229.82,216.85,,233.43,235.11,241.92,237.74,242.81,253.93,264.71,273.30,267.59,255.95,241.74,228.02,227.35,214.17,213.36,196.41,,,,,,,,,188.87,185.07,198.34,197.90,206.81,214.14,229.52,243.82,227.23,240.29,252.49,247.43,304.66,317.05,323.18,311.60,305.03,297.63,293.58,295.52,293.70,289.29,279.37,282.16,270.03,273.40,267.49,277.83,271.46,269.51,275.45,276.57,280.72,300.62,275.53,254.11,229.54,218.64,213.58,190.81,198.88,,,,,,,,
2014-05-14 22:17:08.923000,L8,249.24,241.73,250.73,248.34,238.43,239.55,243.81,234.15,238.13,225.12,228.61,241.30,241.89,249.13,240.96,247.49,258.72,272.14,290.86,275.04,263.45,255.51,232.86,232.35,222.85,235.29,205.96,200.94,209.92,208.68,206.71,197.34,201.09,197.04,200.14,212.23,194.75,207.54,207.70,224.92,222.02,238.71,251.88,252.83,255.80,273.44,299.36,315.39,325.32,331.59,341.31,327.77,307.58,308.30,307.90,304.89,299.37,294.26,291.01,274.66,274.53,292.19,294.38,274.83,274.94,286.65,302.38,288.79,308.00,281.71,262.44,244.83,231.19,225.20,213.60,209.56,212.19,199.24,202.25,220.06,228.85,253.30,271.72,275.35
2014-05-30 22:17:11.184000,L8,242.01,243.99,249.37,244.11,240.37,239.77,242.10,231.78,234.55,223.44,239.98,243.03,246.39,254.42,242.94,249.21,258.32,280.73,296.28,294.92,270.98,255.62,235.86,248.09,226.62,226.35,205.96,189.82,190.86,196.34,185.44,195.94,199.64,195.36,215.77,202.98,193.56,199.74,200.44,205.68,207.99,220.26,241.63,225.32,236.46,241.91,245.32,297.85,313.06,307.05,308.08,303.36,297.96,293.77,294.82,291.95,290.06,267.67,279.87,267.38,272.22,264.90,273.16,270.26,268.24,276.14,276.36,282.21,298.77,275.44,257.71,241.04,228.06,221.55,206.27,208.57,206.35,196.56,198.27,215.78,229.45,235.25,253.81,264.39
2014-07-01 22:17:22.417000,L8,236.98,234.72,241.60,237.68,229.91,234.58,235.07,225.40,231.73,220.19,221.76,233.03,236.71,241.35,239.22,243.20,256.89,266.04,275.16,269.48,254.60,245.59,229.80,225.78,212.69,217.97,197.24,186.87,183.88,,,,,,,190.77,187.10,199.56,200.42,207.39,212.27,232.60,244.08,230.13,243.42,253.76,248.94,308.04,317.58,326.19,315.84,327.57,298.37,294.14,296.77,296.25,291.38,285.98,281.87,269.32,274.77,279.72,278.89,271.75,270.45,275.74,276.83,257.22,207.91,275.03,257.94,236.30,220.12,214.32,200.10,199.30,195.63,,,,,,,
2014-07-17 22:17:28.260000,L8,230.97,230.67,236.74,231.26,227.80,233.69,235.45,225.43,229.38,219.82,220.75,233.77,237.34,240.74,238.14,242.79,253.37,265.63,273.07,269.86,254.60,241.63,229.88,227.46,213.65,213.84,196.85,,,,,,,,,,,,,205.26,212.54,228.57,244.83,218.91,237.00,247.68,241.07,306.39,278.66,299.91,309.02,301.71,293.84,249.16,290.95,293.35,288.62,268.78,281.10,267.81,271.22,260.20,274.38,270.03,267.19,272.61,274.75,280.31,300.37,277.47,257.61,233.47,219.48,214.12,197.80,199.80,195.76,,,,,,,
2014-11-06 22:17:49.451000,L8,297.77,209.78,365.76,260.31,241.27,247.13,246.30,232.20,237.24,225.40,229.71,240.03,244.13,250.29,243.55,250.54,256.15,263.12,280.32,268.11,255.29,244.43,232.02,225.50,215.37,215.21,195.02,184.27,,,,,,,,,,439.32,530.93,528.04,210.24,225.90,245.41,227.47,238.36,297.70,288.31,,415.16,566.05,,,,,,,,191.08,286.79,274.87,281.73,280.01,286.86,278.72,276.12,290.46,274.65,287.94,303.28,297.19,,,,,,,,,,,,,231.87,247.33
2015-02-10 22:17:27.012000,L8,,,427.88,363.04,231.39,462.08,409.87,384.14,243.78,226.33,233.29,246.19,213.56,,,300.06,259.49,277.10,296.26,294.77,284.04,199.66,,271.80,258.47,244.94,233.96,213.14,218.39,215.65,205.12,205.67,204.61,195.50,,213.39,203.36,222.83,236.55,244.95,241.54,259.14,258.05,279.49,425.44,333.05,324.69,320.88,338.00,353.02,345.13,336.63,325.68,324.42,323.89,321.24,314.27,313.19,310.05,306.76,308.75,306.65,303.76,288.14,276.52,280.35,308.39,306.97,315.35,293.62,275.45,258.66,242.42,235.55,220.42,215.79,213.40,213.89,210.13,225.01,232.96,258.68,274.75,295.58
2015-02-26 22:17:23.009000,L8,259.97,250.87,258.92,254.05,234.26,244.34,246.17,239.10,241.84,226.28,230.21,248.02,247.26,253.05,246.68,252.46,302.58,,,276.80,275.24,,,,,,,,,,,,197.84,202.84,205.86,223.05,206.22,218.19,236.00,246.24,248.11,469.16,566.39,264.75,278.54,289.84,301.88,318.72,338.27,351.95,345.17,335.64,308.99,336.48,324.86,321.47,310.41,316.72,275.81,279.63,308.29,305.31,305.35,296.40,298.09,299.90,303.49,303.20,313.26,290.65,274.19,256.51,232.73,230.48,217.72,212.86,212.77,210.29,203.50,218.37,229.58,253.64,272.27,291.10
2015-06-02 22:16:44.532000,L8,284.98,268.83,276.18,266.36,265.06,268.46,256.05,253.33,255.16,257.11,263.03,273.61,278.81,292.14,263.36,285.47,299.97,325.29,303.77,331.05,325.29,332.62,313.44,303.30,284.63,278.54,276.56,253.53,247.70,243.26,238.78,250.31,252.39,241.88,248.87,260.09,262.13,269.89,278.11,280.02,281.29,279.81,294.12,301.68,309.42,325.10,345.19,360.89,369.78,369.53,354.39,348.15,362.21,357.01,364.95,352.53,352.63,338.23,342.82,347.09,338.12,327.87,341.75,340.90,335.75,341.83,348.97,341.37,353.40,318.69,311.66,290.29,280.92,257.34,255.77,226.82,243.75,251.01,255.58,270.21,278.68,285.49,307.12,324.15
2015-07-20 22:17:10.706000,L8,228.20,231.38,237.42,232.22,225.62,230.84,232.22,224.55,195.50,218.24,,233.03,235.25,239.23,234.95,239.59,250.77,264.36,272.82,263.93,250.04,236.56,228.65,225.99,213.25,211.68,185.68,,,,,,,,,,182.25,198.59,197.60,205.28,208.46,199.31,244.51,198.31,236.02,232.93,238.91,303.15,316.80,301.66,291.39,290.52,294.45,249.32,293.41,293.38,289.49,269.41,279.57,265.79,270.87,262.66,272.82,270.56,267.20,273.75,273.75,282.28,300.40,275.62,258.56,235.70,223.64,218.67,195.98,200.07,194.12,,,,,,,
2015-08-05 22:17:13.094000,L8,478.94,512.84,,,,,,,,,200.30,243.48,239.45,238.65,239.61,244.52,250.45,264.52,275.44,268.53,254.58,239.47,231.71,227.19,213.41,219.64,196.61,182.33,,,,,,,,189.29,187.24,202.83,200.32,207.43,212.11,229.94,245.28,229.70,245.09,253.84,284.80,307.46,319.62,322.35,318.45,310.88,299.21,294.93,297.78,295.82,291.85,287.03,283.83,268.55,276.17,284.18,281.45,272.36,272.75,277.46,280.58,286.14,302.94,281.80,263.77,247.87,227.35,220.05,210.52,208.09,206.57,,,,,,,
2015-09-06 22:17:26.976000,L8,243.89,246.98,246.58,247.97,237.54,240.34,241.32,233.05,239.73,223.85,231.02,241.72,245.56,248.35,242.64,249.45,257.38,269.98,284.80,271.34,258.92,247.20,235.54,231.30,221.25,227.10,205.87,196.56,193.01,200.31,204.97,186.10,,,,185.86,184.83,203.63,203.35,208.93,212.82,240.88,242.95,244.28,253.03,266.78,301.63,314.46,211.85,220.79,210.08,255.08,,,,259.36,291.15,298.54,292.83,277.57,269.99,283.17,280.20,274.23,276.57,284.79,285.89,293.00,309.06,287.22,268.74,251.59,232.95,226.78,215.26,209.91,205.36,204.01,205.33,219.05,229.34,244.10,228.27,255.38
2015-10-08 22:17:36.852000,L8,230.00,232.34,233.20,404.49,,,,,,,,509.27,372.74,253.40,242.35,250.19,259.16,271.56,284.51,274.38,260.94,250.34,237.21,232.93,225.02,230.85,208.31,196.47,189.54,200.24,181.54,,,,,,,,,,,,,,,255.64,261.17,314.20,333.94,345.91,333.73,325.34,311.55,324.51,323.24,318.90,306.75,305.57,302.47,301.83,305.21,306.29,297.49,288.85,287.50,299.34,299.80,300.60,310.04,289.17,249.97,224.35,212.12,210.37,194.28,194.06,187.79,,,,,,,
2015-10-24 22:17:40.820000,L8,224.64,226.42,225.14,217.04,218.73,227.33,226.30,217.97,189.57,,,227.86,229.07,236.76,233.98,240.87,249.75,258.63,270.12,261.22,243.85,234.91,226.09,220.00,209.56,204.44,,,,,,,,,,,,,,,,190.56,236.61,191.93,211.08,219.67,235.84,268.26,309.19,300.74,263.38,274.52,267.55,248.10,255.99,283.75,284.02,267.16,274.34,266.56,268.50,262.39,264.98,267.44,263.71,257.56,261.99,270.42,287.50,,,,,,,,,,,,,,,
2015-12-11 22:17:42.627000,L8,233.99,234.04,240.47,232.60,226.72,231.81,230.58,221.99,225.69,215.75,,232.57,235.73,241.69,239.29,247.00,253.82,264.08,276.02,266.27,250.26,240.72,230.43,225.55,214.31,211.37,189.89,,,,,,,,,186.04,190.11,201.72,199.72,206.40,208.45,221.36,246.97,226.24,239.86,245.45,242.44,305.54,320.71,313.66,310.68,290.91,291.54,251.86,298.32,292.10,290.36,279.49,280.54,271.07,276.25,271.96,280.56,274.88,272.81,279.47,275.53,284.00,302.04,282.92,261.93,240.43,220.78,219.35,203.72,202.33,199.20,,,,,,,
2015-12-27 22:17:43.409000,L8,235.40,237.26,241.22,235.09,228.83,233.91,235.56,225.18,228.54,217.59,221.92,234.54,236.62,244.79,240.82,248.07,256.44,265.33,280.44,267.74,254.97,245.45,232.01,227.73,215.31,215.95,194.26,183.19,184.40,,,,,,,189.61,191.45,205.44,203.41,209.86,211.42,229.24,248.97,228.94,239.77,249.49,246.10,307.93,324.24,330.67,314.65,297.34,297.79,255.67,302.87,294.82,294.63,288.13,283.11,270.64,279.09,276.20,288.08,277.38,275.20,287.10,284.67,287.10,304.59,283.23,266.71,245.80,222.09,221.64,205.56,203.03,203.10,,,,,,,
2016-01-12 22:17:40.472000,L8,,,240.29,215.93,222.68,227.38,226.26,220.58,189.62,196.32,,235.72,249.21,243.99,238.19,245.23,252.75,260.94,274.46,264.17,243.02,237.62,227.21,225.12,213.58,208.04,186.23,,,,,,,,,,,,,,,193.37,242.17,196.61,219.60,240.11,239.40,259.97,314.03,301.72,262.03,277.46,269.92,252.01,264.64,286.50,289.63,272.68,275.80,268.80,272.14,264.19,276.49,272.81,268.70,274.08,273.42,278.32,299.02,276.91,257.45,226.76,216.07,213.89,196.45,196.95,,,,,,,,
2016-04-01 22:17:14.685000,L8,237.67,244.88,255.30,248.74,235.81,241.57,241.38,225.83,236.35,219.28,,237.35,238.55,242.83,239.48,243.47,254.33,265.19,278.49,267.23,254.30,247.02,231.60,226.84,214.83,217.56,198.94,188.09,185.02,,,,,,,189.34,191.37,204.02,202.48,214.70,214.78,228.84,247.20,232.67,245.91,255.57,249.72,308.40,324.42,327.64,317.69,304.65,301.64,298.92,303.09,297.32,291.78,291.17,285.48,270.51,276.19,286.93,285.01,274.24,275.61,281.73,283.23,284.86,303.13,278.98,262.91,244.43,224.30,219.84,205.39,202.67,204.65,,,,,,,
