dates,satname,nzd0004-0000,nzd0004-0001,nzd0004-0002,nzd0004-0003,nzd0004-0004,nzd0004-0005,nzd0004-0006,nzd0004-0007,nzd0004-0008,nzd0004-0009,nzd0004-0010,nzd0004-0011,nzd0004-0012,nzd0004-0013,nzd0004-0014,nzd0004-0015,nzd0004-0016,nzd0004-0017,nzd0004-0018,nzd0004-0019,nzd0004-0020,nzd0004-0021,nzd0004-0022,nzd0004-0023,nzd0004-0024,nzd0004-0025,nzd0004-0026,nzd0004-0027,nzd0004-0028,nzd0004-0029,nzd0004-0030,nzd0004-0031,nzd0004-0032,nzd0004-0033,nzd0004-0034,nzd0004-0035,nzd0004-0036,nzd0004-0037,nzd0004-0038,nzd0004-0039,nzd0004-0040,nzd0004-0041,nzd0004-0042,nzd0004-0043,nzd0004-0044,nzd0004-0045,nzd0004-0046,nzd0004-0047,nzd0004-0048,nzd0004-0049,nzd0004-0050,nzd0004-0051,nzd0004-0052,nzd0004-0053,nzd0004-0054,nzd0004-0055,nzd0004-0056,nzd0004-0057,nzd0004-0058,nzd0004-0059,nzd0004-0060,nzd0004-0061,nzd0004-0062,nzd0004-0063,nzd0004-0064,nzd0004-0065,nzd0004-0066,nzd0004-0067,nzd0004-0068,nzd0004-0069,nzd0004-0070,nzd0004-0071,nzd0004-0072,nzd0004-0073,nzd0004-0074,nzd0004-0075,nzd0004-0076,nzd0004-0077,nzd0004-0078,nzd0004-0079,nzd0004-0080,nzd0004-0081,nzd0004-0082,nzd0004-0083
2016-05-03 22:17:13.318000,L8,253.52,259.49,265.98,254.67,251.86,251.91,250.06,245.59,243.58,231.38,239.68,245.59,246.06,252.40,245.09,251.17,264.36,279.12,291.85,270.77,253.75,242.53,231.23,229.76,222.66,219.52,202.37,195.16,206.53,206.05,179.19,,,,,186.41,188.69,201.64,203.20,228.19,214.88,220.58,244.03,224.22,213.48,243.24,243.25,312.10,327.42,326.73,266.23,260.04,284.63,250.03,293.36,292.30,289.35,287.34,277.39,268.22,271.83,267.31,272.81,270.71,267.30,275.91,274.41,280.28,299.80,277.75,262.71,243.67,222.45,218.68,200.79,205.41,204.97,,,,,,,
2016-05-19 22:17:11.230000,L8,244.32,242.17,249.76,246.46,235.83,238.90,239.54,230.10,234.28,224.74,223.09,238.14,242.90,231.63,,,258.54,271.64,288.01,272.13,260.81,253.57,234.15,229.04,234.04,240.10,204.80,191.82,203.44,204.16,181.63,,,,204.54,211.71,199.31,214.34,206.02,235.88,216.75,242.19,252.38,260.06,270.99,270.30,297.19,314.45,327.46,336.52,334.72,327.73,306.98,302.44,309.17,312.18,297.76,307.69,287.22,272.61,301.36,299.69,294.44,286.38,285.59,294.75,295.25,292.73,306.88,286.06,268.41,250.43,233.31,226.17,217.34,211.69,212.28,198.81,199.86,217.51,224.22,251.46,228.54,252.27
2016-08-07 22:17:37.552000,L8,447.41,470.87,534.24,401.25,285.23,311.17,285.09,288.19,289.21,284.50,283.52,300.91,279.57,282.56,305.34,303.71,311.31,326.27,344.86,338.55,329.44,320.76,313.78,311.87,301.71,299.12,287.94,276.65,262.77,261.93,245.90,241.31,242.16,248.09,251.83,260.10,269.01,274.43,276.61,290.94,296.89,300.45,303.56,308.47,314.96,326.49,344.79,357.94,379.62,388.00,386.37,376.72,371.43,368.40,363.60,370.65,361.80,398.01,360.73,400.77,387.76,390.71,385.62,353.99,381.66,375.60,385.43,367.92,402.41,382.41,368.66,347.99,321.92,310.75,308.08,307.37,300.13,302.38,318.70,312.09,342.71,348.69,385.44,367.39
2016-09-08 22:17:48.858000,L8,251.41,237.46,235.67,222.66,222.58,231.18,232.04,220.83,226.62,,,229.27,233.85,240.36,236.46,244.70,253.90,264.89,292.74,272.13,260.91,249.44,,,,,,,,,,,,,,,,,,236.47,220.47,252.15,255.66,259.00,272.07,278.19,308.73,320.58,332.02,355.53,334.63,331.14,310.75,322.43,314.82,320.65,318.09,311.24,307.23,279.50,307.99,306.34,307.32,296.78,300.14,304.39,302.84,304.01,312.84,292.78,273.09,253.32,236.72,233.60,220.93,208.58,198.79,,,,,,218.27,241.38
2016-09-24 22:17:49.840000,L8,246.25,247.15,249.64,245.93,239.73,240.03,241.96,229.77,234.13,222.25,223.66,236.46,239.82,243.54,238.30,245.54,255.15,265.88,281.51,267.77,255.87,249.70,233.96,229.75,220.33,229.48,204.60,190.29,188.57,,,,,,,193.78,194.83,207.74,203.65,210.16,214.56,237.35,245.17,234.41,260.83,267.46,298.70,315.33,330.55,325.24,310.42,,248.52,251.63,295.26,303.70,248.00,289.08,275.84,276.15,301.94,302.01,275.54,259.24,272.13,289.20,258.45,303.97,303.18,279.80,272.46,254.16,242.20,229.45,215.93,209.60,209.34,207.40,210.64,222.45,230.21,253.03,229.79,252.49
2017-01-30 22:17:38.957000,L8,228.48,230.76,217.77,212.39,220.01,198.41,225.12,219.67,,,,229.62,227.42,239.36,236.27,243.61,251.53,259.32,271.32,262.64,248.05,239.50,228.57,220.97,212.46,206.61,181.90,,,,,,,,,,,,,,,,,,211.39,219.51,235.38,243.32,267.20,297.11,255.58,254.62,266.70,248.99,257.87,258.65,287.84,262.69,273.36,266.08,270.29,260.41,269.05,269.86,263.58,272.80,273.24,278.22,296.38,270.53,249.50,210.09,213.90,212.15,189.82,194.53,,,,,,,,
2017-03-03 22:17:25.727000,L8,253.78,257.55,259.20,253.69,255.78,253.46,251.57,249.88,247.02,235.89,240.14,249.56,252.25,256.49,261.07,267.92,278.77,289.34,307.06,300.25,291.64,275.27,281.44,267.00,261.51,256.77,247.99,238.84,229.91,226.38,226.19,222.27,228.11,227.90,233.82,234.80,237.34,242.96,249.28,256.02,260.94,266.82,272.47,283.14,289.84,300.05,315.40,329.88,346.43,365.24,354.81,346.13,343.62,342.16,339.89,336.41,334.92,338.43,341.65,343.28,326.55,326.59,328.91,331.39,334.94,340.30,340.98,348.81,351.26,347.71,317.29,305.25,288.14,276.25,277.33,273.19,272.04,265.79,273.17,266.66,296.72,320.34,313.67,361.35
2017-03-19 22:17:15.956000,L8,234.62,243.80,247.60,244.08,,188.49,236.36,229.39,236.45,222.83,223.79,236.85,241.22,245.48,241.02,249.41,257.01,266.67,281.06,268.52,257.74,247.33,234.24,229.21,218.15,213.91,201.32,187.70,187.02,,,,,,,186.10,191.23,204.36,203.12,213.16,215.06,232.25,250.15,232.08,238.38,251.92,246.78,308.87,313.31,292.62,239.32,223.49,253.62,242.76,261.17,303.56,296.26,293.96,283.87,269.05,273.28,,,,,275.68,269.84,279.88,300.61,284.26,263.56,251.21,223.93,222.83,209.37,204.88,206.73,193.52,198.91,211.47,226.92,233.12,,
2017-04-20 22:16:59.468000,L8,252.11,255.92,257.18,255.74,251.01,247.97,249.10,243.49,241.53,232.89,234.60,240.24,245.41,248.29,247.20,252.83,267.18,281.65,290.90,271.46,263.96,262.05,240.44,248.53,254.01,251.19,225.34,199.42,215.71,200.36,186.38,188.37,,,,195.76,197.71,210.52,216.88,233.50,249.85,256.88,265.11,271.52,279.75,290.06,304.30,321.46,341.28,355.14,343.38,335.29,320.69,324.63,321.54,322.18,317.92,311.70,306.78,303.95,307.23,305.34,306.86,301.61,302.00,304.79,304.85,312.03,317.09,296.80,285.85,262.54,239.71,232.90,225.81,220.92,220.83,216.14,215.51,226.52,238.30,259.86,279.55,298.38
2017-05-06 22:16:55.401000,L8,252.49,255.24,254.32,252.39,248.85,246.71,247.10,243.51,241.77,230.01,235.64,241.85,245.62,251.65,246.98,253.25,269.23,281.95,293.86,275.98,271.96,262.07,269.65,251.34,251.12,249.19,236.53,224.68,223.24,216.50,211.55,204.20,209.39,212.15,216.76,221.59,226.00,224.50,238.27,244.78,250.43,256.03,260.89,270.13,280.54,288.41,304.38,323.23,342.42,357.08,344.71,335.30,323.09,327.52,326.47,324.19,318.54,317.36,313.85,310.51,311.06,308.91,307.37,301.22,302.23,305.99,310.11,310.16,317.48,297.47,275.04,252.04,226.57,214.06,194.81,194.03,,186.08,196.52,219.39,235.73,262.14,274.43,252.31
2017-07-09 22:17:23.906000,L8,,,,,,,,,,,,,,,,,,,,,,231.29,226.27,218.90,208.31,203.90,181.60,,,,,,,,,,,,,,,,188.76,185.24,211.49,218.10,234.17,245.21,303.89,298.84,259.79,275.13,270.75,246.57,249.82,275.73,252.15,251.60,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-10 22:17:37.375000,L8,241.11,242.45,244.40,247.66,239.04,240.11,247.66,234.74,234.51,226.08,236.92,241.03,239.01,244.33,241.23,248.51,257.50,267.43,285.52,271.53,259.44,249.98,236.78,231.67,225.57,230.37,206.45,192.26,194.91,195.62,181.44,,,,,,,,,,,,235.55,188.71,230.59,249.90,292.21,314.21,317.93,329.43,324.35,322.22,319.52,249.36,250.86,284.89,287.07,330.70,271.92,279.62,238.35,254.51,260.74,261.45,264.50,275.17,272.67,280.33,297.82,278.22,262.86,250.06,234.14,227.54,206.05,,,,,,,,,
2017-09-11 22:17:42.311000,L8,241.92,244.66,243.20,243.02,235.73,237.11,236.60,229.61,234.87,222.65,220.38,236.74,255.67,234.10,237.97,248.56,257.10,269.87,280.47,270.47,257.23,246.95,236.05,230.62,219.03,223.08,202.60,188.86,187.96,190.88,,,,,185.49,193.13,194.26,207.62,206.21,216.87,215.48,233.24,251.61,234.92,248.02,259.97,283.23,310.58,323.90,329.37,320.10,315.52,297.92,303.03,303.66,301.94,297.63,293.97,288.81,277.68,285.22,287.35,289.22,277.49,280.10,283.31,285.42,289.77,305.06,282.26,265.56,246.91,228.53,225.52,213.22,209.68,208.74,198.58,206.01,214.71,228.16,240.49,,
2017-11-30 22:17:44.511000,L8,250.82,296.64,241.82,208.80,235.13,232.83,459.67,444.18,502.02,475.49,226.69,247.47,393.83,443.06,512.80,251.36,260.84,273.41,223.69,270.45,258.85,251.14,239.13,233.65,231.02,209.39,213.47,190.59,189.00,193.89,191.19,201.25,,,,,202.84,214.73,232.88,238.27,236.54,251.30,257.87,262.80,273.23,278.63,301.21,318.44,333.96,340.47,334.59,331.11,314.04,322.19,318.57,318.41,315.20,311.08,310.37,307.33,309.78,307.60,304.97,297.37,300.66,301.90,300.22,304.94,308.37,296.95,273.12,256.65,238.46,232.76,221.38,213.82,205.16,192.89,218.09,224.13,239.85,262.17,276.64,294.10
2018-02-02 22:17:27.894000,L8,221.77,188.72,541.54,327.58,399.96,489.91,229.89,223.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.96,197.62,201.39,205.76,218.43,214.68,233.80,251.35,233.51,246.60,253.31,251.43,307.71,323.59,328.71,318.24,312.16,300.10,299.68,302.10,296.66,294.29,292.55,289.28,276.02,284.35,283.27,286.00,277.66,272.14,289.55,273.98,285.22,293.17,265.88,244.76,215.47,219.50,220.85,213.72,206.51,208.62,199.44,202.05,214.26,228.81,232.00,,
2018-04-07 22:16:59.037000,L8,243.85,237.17,254.00,244.98,261.02,234.81,232.52,221.85,229.24,225.15,,,,239.95,241.92,243.22,254.17,261.29,269.36,261.98,246.40,239.24,229.05,225.49,225.14,214.33,208.44,,,425.24,555.75,533.70,202.42,199.37,190.91,202.08,199.56,216.27,228.95,237.73,504.45,246.24,261.85,267.78,276.62,282.64,302.73,319.61,335.65,344.43,340.80,325.19,292.35,216.95,288.28,296.13,302.83,309.44,305.34,288.52,306.31,302.79,304.77,296.91,298.29,302.63,301.94,295.30,303.25,290.34,269.63,270.55,235.11,229.41,220.30,216.00,217.54,204.80,212.21,222.71,236.41,253.11,284.45,290.34
2018-06-10 22:16:26.226000,L8,237.71,238.17,234.68,237.41,231.96,234.58,232.63,227.14,230.21,221.67,222.87,234.88,238.46,240.36,240.99,246.87,262.55,269.14,284.44,270.37,261.12,254.75,232.70,229.40,236.08,235.30,206.50,198.31,212.01,207.20,207.03,195.73,,,207.70,209.93,197.32,211.34,225.52,235.43,221.44,248.22,257.71,262.53,273.38,285.67,299.93,316.03,330.35,328.15,332.45,328.74,305.45,316.06,310.19,313.20,298.52,299.10,290.23,274.76,306.54,303.27,304.03,277.37,287.05,296.82,299.54,301.75,312.10,287.12,269.30,252.43,233.46,227.22,217.90,213.65,213.17,203.81,209.03,221.91,234.52,255.29,272.59,293.21
2018-08-29 22:17:08.269000,L8,242.33,241.27,242.08,240.83,240.86,236.87,238.89,231.84,250.66,224.70,226.71,244.13,242.32,270.26,241.64,249.24,259.84,274.16,289.66,274.25,262.43,254.01,239.68,233.36,228.46,229.56,207.43,192.95,200.95,198.56,183.59,,,,,200.88,199.22,211.96,209.50,210.10,211.55,243.09,259.87,257.64,263.08,269.92,299.02,317.20,326.43,332.52,329.79,326.24,307.28,313.57,309.14,309.77,302.84,305.11,302.56,284.94,303.51,301.08,297.11,282.76,285.59,297.93,297.17,294.72,306.15,285.73,266.55,246.69,230.29,223.89,215.19,209.78,207.71,200.22,207.68,219.24,232.40,243.11,260.08,259.97
2018-11-17 22:17:31.986000,L8,242.53,242.34,243.96,241.60,237.14,236.65,238.61,230.66,237.58,222.89,224.79,240.64,245.23,247.83,240.27,250.81,260.58,274.95,284.39,271.68,263.25,253.90,240.55,237.33,228.41,238.10,209.33,201.84,207.01,204.09,188.84,196.52,,,199.99,197.69,200.97,216.00,222.65,234.71,222.08,249.62,264.02,266.38,273.32,281.68,301.59,319.24,333.69,338.34,337.12,329.67,312.11,322.48,316.64,317.76,317.59,311.05,310.31,289.34,308.87,309.41,306.02,291.77,298.24,304.05,303.54,304.41,314.44,294.40,274.04,258.12,235.67,230.70,220.19,215.63,213.83,211.48,218.52,222.81,237.91,259.89,273.81,287.55
2018-12-03 22:17:30.217000,L8,240.84,241.35,244.77,238.72,236.23,243.95,243.02,234.59,,220.84,226.92,243.37,246.37,252.10,244.68,251.62,262.53,269.79,300.79,268.32,254.14,250.83,262.64,238.46,,240.26,216.94,203.91,209.54,209.08,197.17,202.53,207.21,194.80,197.79,206.13,206.08,212.39,204.62,233.08,223.26,249.96,266.64,234.21,246.72,252.42,263.25,321.75,,344.81,336.12,325.72,296.71,252.95,313.58,312.88,298.86,225.00,286.89,287.66,310.65,308.35,308.00,292.11,297.75,294.73,302.02,308.46,317.85,298.69,275.26,258.20,235.69,232.72,220.02,221.80,216.32,213.27,219.95,225.75,241.77,259.92,271.17,252.65
2018-12-19 22:17:28.292000,L8,188.21,238.83,239.75,230.76,230.32,234.55,234.84,225.13,233.77,195.01,,239.23,244.02,246.40,238.87,248.27,256.86,265.80,274.29,266.45,255.83,248.18,234.79,231.26,223.43,224.68,203.84,197.26,191.82,198.57,,,,,,190.71,193.90,208.09,207.49,216.88,214.95,236.99,253.58,235.00,247.52,257.23,294.33,314.20,326.41,329.37,318.50,325.39,300.72,306.26,310.39,304.33,300.72,291.83,283.52,276.93,300.05,285.57,292.21,276.94,279.98,298.98,299.06,300.08,306.95,289.75,268.15,248.65,231.01,226.46,216.88,211.03,210.72,204.72,205.46,217.02,229.71,243.40,226.19,255.80
2019-01-04 22:17:27.803000,L8,240.20,239.21,242.99,240.43,236.43,238.10,237.90,229.41,239.53,222.24,224.38,248.81,238.97,244.58,237.72,244.92,258.92,279.84,277.14,272.47,262.84,242.51,234.66,234.42,230.75,238.65,210.54,207.44,203.64,205.35,189.31,194.01,,,,,,,,,,,,,,,252.30,316.12,280.80,222.90,,231.72,233.80,281.78,273.53,313.52,315.08,315.52,302.32,278.43,308.14,370.54,257.61,243.54,231.20,341.73,297.31,311.36,310.66,357.83,310.66,,,210.04,208.66,218.05,216.60,204.30,227.51,,239.85,254.99,284.75,318.04
2019-01-20 22:17:24.544000,L8,242.65,240.63,242.49,239.86,238.02,240.11,237.74,228.92,239.77,223.25,225.30,240.29,242.44,248.59,242.52,251.92,260.63,273.92,286.35,272.89,263.27,255.16,242.63,239.60,236.00,244.49,212.01,205.15,208.36,206.85,192.34,198.73,205.61,199.82,202.65,202.07,203.97,219.44,231.32,239.87,228.95,251.67,263.20,268.36,278.44,286.64,303.21,320.04,334.68,345.47,341.53,332.06,320.25,323.71,322.43,321.67,317.58,315.63,313.16,308.99,310.65,309.27,307.07,298.12,302.20,305.52,306.57,307.90,317.20,297.01,276.95,258.71,239.04,230.76,222.48,218.33,214.65,213.47,218.07,227.84,241.32,261.31,276.48,293.59
2019-02-05 22:17:21.574000,L8,246.33,207.89,224.60,234.96,230.61,236.01,234.61,230.81,,,225.39,240.00,241.92,248.37,243.52,253.60,262.36,274.30,289.09,275.71,266.37,255.27,244.87,246.37,246.50,248.69,222.52,216.50,217.52,210.93,199.64,203.17,205.05,203.75,205.50,211.31,203.61,222.59,234.45,244.41,247.24,252.00,262.95,271.08,281.87,288.89,303.99,318.41,334.90,349.50,342.38,332.91,322.63,325.72,325.65,323.76,320.55,313.33,312.37,308.88,309.75,311.37,308.08,301.28,303.64,307.54,308.04,309.14,316.59,294.61,276.23,257.73,236.76,229.83,222.16,219.30,217.13,210.72,214.11,226.41,240.53,259.79,276.44,294.84
2019-03-25 22:17:09.739000,L8,228.71,233.35,228.45,215.24,224.88,229.70,228.47,221.66,225.05,,,231.39,233.69,242.23,234.96,245.17,254.54,262.20,268.61,261.72,249.39,239.79,227.54,223.39,213.28,206.10,,,,,,,,,,,,,,,,,,,226.58,237.22,236.23,243.15,267.33,298.55,265.14,251.09,267.46,250.08,221.02,281.03,287.47,262.24,274.84,269.35,271.29,259.17,271.48,268.36,265.32,271.48,273.35,281.79,295.55,272.67,253.09,223.08,216.27,214.72,189.89,191.53,,,,,,,,
2019-04-26 22:16:59.330000,L8,263.52,261.01,258.77,258.07,256.87,261.56,254.53,252.27,254.50,257.70,253.51,259.93,266.70,264.89,286.19,288.52,298.41,332.53,352.18,311.05,307.14,302.16,298.83,295.57,317.35,285.37,266.83,257.96,251.36,253.18,241.37,270.97,240.15,237.90,242.03,245.34,252.54,259.84,259.17,265.64,276.58,285.16,289.88,300.18,310.19,318.14,329.57,344.80,364.15,378.18,368.48,371.37,366.83,364.56,353.92,351.70,348.63,348.57,345.50,347.71,349.97,340.67,338.86,341.42,339.94,339.24,350.02,352.21,359.22,339.90,324.20,300.30,292.34,278.04,268.34,266.08,258.86,252.80,253.53,263.16,317.37,330.49,351.15,374.43
2019-05-12 22:17:08.680000,L8,384.16,403.82,421.67,345.28,350.79,318.91,321.15,326.81,348.90,309.69,309.86,325.97,319.70,327.04,335.84,356.61,374.49,407.28,384.25,376.60,372.40,366.73,363.65,366.53,374.82,318.16,317.76,317.95,314.77,305.28,291.31,344.92,307.10,360.34,372.75,364.42,374.56,382.82,399.75,391.36,414.92,419.11,417.42,383.27,407.30,411.44,434.46,460.60,403.73,424.32,413.84,383.65,388.28,387.63,453.59,442.26,454.64,459.64,386.55,467.95,471.46,487.12,544.51,456.41,474.87,451.75,501.85,521.99,534.87,522.16,477.30,455.17,317.86,307.65,297.06,284.79,288.65,289.81,293.72,305.11,318.20,333.43,433.93,459.13
2019-05-28 22:17:17.913000,L8,245.97,236.12,232.40,233.88,225.03,234.41,236.80,225.58,230.02,221.46,224.49,237.28,233.69,245.41,237.48,247.86,255.81,268.90,289.84,274.56,260.96,249.94,234.28,231.14,241.85,240.23,206.93,206.93,212.20,208.24,203.44,193.26,,,194.21,202.88,197.08,212.55,213.07,231.95,216.63,242.98,257.63,260.39,268.05,270.30,297.64,308.82,236.84,247.24,,,,194.53,237.40,302.53,293.56,304.51,294.04,296.55,302.92,300.71,297.64,280.68,277.41,287.60,286.22,290.47,306.71,285.12,267.88,248.38,232.05,223.25,212.68,207.16,208.48,202.46,205.56,217.30,228.64,252.39,232.64,261.59
2019-07-15 22:17:32.572000,L8,273.27,266.81,264.41,527.64,447.78,484.25,250.44,242.39,271.41,391.58,407.12,276.43,284.26,272.28,286.95,304.52,302.78,314.36,388.17,412.72,284.92,295.76,306.34,300.16,298.72,280.82,272.50,277.39,271.65,276.05,260.92,253.98,253.76,260.55,247.75,267.46,268.52,276.92,256.16,269.19,276.46,293.68,299.60,288.07,313.94,336.23,355.92,371.50,384.97,399.10,397.05,403.73,387.74,367.49,381.33,377.67,376.64,371.60,377.72,363.35,338.62,357.01,347.32,351.19,344.22,363.09,318.56,310.16,316.98,292.92,275.13,253.84,240.46,244.27,254.76,228.42,229.37,227.78,238.11,262.61,270.23,305.25,327.98,359.99
2019-08-16 22:17:44.396000,L8,226.69,230.05,228.79,221.47,223.37,227.49,226.72,222.08,226.53,212.65,,230.45,230.69,238.16,232.62,240.55,251.55,262.54,268.08,261.50,248.29,237.63,227.71,223.91,211.68,207.02,185.29,,,,,,,,,,,,,,,187.28,226.33,191.08,212.10,218.72,237.74,244.86,265.83,299.61,258.89,227.41,258.58,243.41,215.19,272.75,282.95,265.48,271.94,265.21,266.79,259.75,269.81,263.13,263.03,264.47,266.96,275.82,287.34,201.52,197.46,198.41,214.07,207.13,192.71,188.78,,,,,,,,
2019-11-04 22:17:58.697000,L8,242.46,239.44,242.05,246.61,239.06,233.42,234.59,231.26,237.01,222.91,226.15,238.59,242.14,245.67,239.98,250.70,259.00,272.85,285.76,273.80,263.36,254.35,242.39,238.14,229.55,242.31,212.19,204.46,211.66,204.35,193.14,197.38,205.16,205.47,203.86,211.72,205.92,222.60,226.40,239.96,227.27,256.97,266.22,267.59,276.73,281.37,302.63,319.92,335.37,344.66,341.34,331.31,317.06,325.51,321.01,318.94,317.41,313.69,311.84,307.02,310.79,308.24,307.44,297.42,300.10,303.14,304.66,305.53,314.92,293.41,274.66,256.17,235.34,230.94,219.08,214.62,212.36,207.34,211.73,221.18,236.99,258.67,269.61,265.58
2019-11-20 22:17:54.950000,L8,243.07,240.70,236.46,238.96,234.87,238.28,241.41,235.01,233.10,218.74,,230.26,233.20,239.85,232.23,245.66,253.86,223.99,297.00,218.68,,,,,,,,,,,,,,,,,,184.52,209.76,240.22,248.17,251.68,258.32,259.56,271.18,269.04,262.85,307.88,234.21,,299.37,316.13,271.23,192.25,,,,,,,,311.04,300.30,307.31,302.47,307.22,308.85,314.40,309.30,293.28,276.50,257.91,243.47,232.77,290.27,220.34,239.78,210.23,223.72,251.55,256.48,301.76,302.19,300.15
2019-12-22 22:17:51.823000,L8,239.30,236.64,227.50,225.64,227.71,231.13,231.86,225.55,235.10,216.49,180.57,234.32,239.29,245.17,239.76,250.12,258.48,268.95,279.39,269.13,259.41,249.15,236.20,232.82,224.84,236.36,206.43,199.59,199.15,200.39,186.07,192.87,,,196.08,197.53,199.05,215.66,216.34,236.50,217.13,251.46,262.11,262.32,274.17,271.75,300.79,316.20,333.21,338.37,332.50,326.98,309.65,316.91,317.23,316.30,309.74,310.08,307.19,292.34,306.87,306.05,304.24,290.37,291.54,301.41,300.25,297.70,309.86,288.95,271.99,251.51,231.34,227.28,215.84,211.95,210.25,203.50,209.44,220.38,234.10,254.95,217.52,249.90
2020-02-08 22:17:38.924000,L8,228.98,227.49,211.24,215.83,220.35,225.68,225.49,220.25,224.68,,,232.31,234.01,240.60,236.52,246.97,253.42,263.12,270.44,261.43,251.17,241.55,230.72,226.40,216.48,213.05,190.25,,,,,,,,,186.01,191.01,204.47,202.72,205.31,207.16,219.90,252.27,226.59,236.16,245.69,241.13,308.95,321.69,301.18,267.69,288.84,288.26,251.76,294.21,288.44,289.03,271.06,273.91,272.63,274.36,262.06,277.28,271.26,266.97,276.61,275.09,285.07,299.06,275.53,250.11,219.61,217.65,214.60,193.77,197.74,,,,,,,,
2020-02-24 22:17:35.189000,L8,229.47,230.58,218.49,215.60,220.34,221.30,230.35,219.27,222.91,,218.79,233.70,233.67,241.36,236.78,248.38,254.68,265.50,274.65,265.12,256.32,246.48,232.30,228.78,221.64,230.90,199.30,193.97,188.66,,,,,,,190.01,193.83,209.49,205.84,216.55,213.05,236.31,257.35,208.72,241.08,250.03,243.51,313.74,326.13,328.60,318.21,310.75,297.58,296.75,307.05,294.05,295.23,303.63,278.51,275.58,276.87,263.14,279.17,272.45,270.02,278.83,279.54,286.07,301.92,281.17,263.71,230.64,220.43,217.67,194.91,200.13,,,,,,,,
2020-03-11 22:17:28.877000,L8,,,,,467.03,251.37,564.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.04,395.88,416.05,268.00,564.62,477.40,249.05,336.08,209.54,238.27,363.32,535.39,497.71,544.75,329.90,297.05,288.13,269.75,236.43,233.55,223.61,220.95,220.66,221.09,223.96,229.39,243.03,264.64,279.66,299.38
2020-03-27 22:17:20.128000,L8,243.65,237.61,230.01,229.66,226.99,230.86,229.77,227.06,233.33,219.76,221.75,236.31,238.46,244.94,240.49,252.09,258.71,270.13,290.72,272.63,265.14,258.86,239.65,237.09,237.99,242.16,212.87,203.64,211.39,208.17,205.12,198.90,207.04,208.83,209.73,217.12,206.09,222.69,237.20,243.59,227.54,257.09,268.88,228.57,247.73,252.81,302.74,318.93,336.28,347.03,341.42,332.41,319.74,327.29,326.70,324.40,315.17,310.85,318.48,306.53,308.79,312.06,309.42,302.23,305.00,306.92,305.64,309.27,313.68,290.28,274.23,254.55,230.69,228.21,219.86,213.84,212.60,199.59,211.23,224.45,236.80,260.02,278.89,296.08
2020-08-02 22:17:33.048000,L8,229.86,235.85,235.43,227.40,233.20,237.66,239.33,233.21,232.37,197.51,,233.96,242.76,246.49,241.59,253.44,261.48,275.30,287.32,274.48,265.46,258.02,243.34,244.64,239.61,247.34,213.25,208.02,216.81,210.79,199.36,199.78,209.91,211.19,210.81,217.73,206.66,227.32,228.76,244.20,247.32,257.14,266.44,267.13,277.81,287.05,304.77,316.93,334.50,331.27,301.80,298.58,294.08,295.91,300.84,299.98,296.06,291.02,284.23,279.65,305.75,309.73,309.07,297.83,299.52,304.88,303.96,301.26,310.66,297.28,275.05,210.10,216.31,,,214.98,214.12,209.14,215.58,221.37,236.26,255.41,268.71,286.99
2020-09-03 22:17:46.393000,L8,234.61,232.11,230.16,226.29,226.46,232.75,231.36,230.36,232.72,221.72,223.33,235.17,237.44,241.18,237.53,247.59,257.69,268.33,283.46,272.72,261.42,254.78,239.91,233.52,237.55,239.28,210.90,204.44,211.03,204.64,196.19,196.93,206.68,206.47,208.26,213.12,206.06,220.90,225.70,239.56,227.74,252.72,263.63,262.25,275.74,277.37,301.54,318.14,333.79,337.59,334.75,328.30,311.66,314.84,315.24,314.43,308.69,308.91,309.62,290.60,309.50,307.34,305.91,295.42,294.21,299.09,300.15,301.63,311.69,287.73,270.40,249.79,232.41,225.33,215.22,211.42,210.61,205.00,212.92,219.49,235.25,252.64,255.83,262.94
2021-01-25 22:17:44.203000,L8,241.63,238.68,231.68,230.43,230.59,232.50,233.71,230.43,235.42,221.02,221.26,238.62,240.18,246.71,243.01,253.02,260.20,274.47,287.61,274.23,266.51,258.91,245.47,244.63,246.34,247.18,220.46,207.39,211.65,207.12,195.23,201.27,211.61,216.85,212.96,224.57,223.58,226.49,237.73,246.57,249.75,256.95,264.77,270.51,278.12,285.98,306.32,320.92,339.23,351.82,344.06,332.75,327.44,328.04,326.01,323.93,320.05,318.46,316.28,311.11,311.89,312.18,309.13,301.12,303.57,306.89,305.33,308.60,315.92,291.58,274.84,255.98,234.29,230.16,219.53,216.79,214.16,210.16,214.99,224.18,235.95,259.64,276.52,294.67
