dates,satname,nzd0196-0000,nzd0196-0001,nzd0196-0002,nzd0196-0003,nzd0196-0004,nzd0196-0005,nzd0196-0006,nzd0196-0007,nzd0196-0008,nzd0196-0009,nzd0196-0010,nzd0196-0011,nzd0196-0012
1999-09-27 22:05:12.911000,L7,402.46,328.72,,,,,,,,,,,
1999-11-14 22:05:06.309000,L7,382.35,357.75,374.75,368.05,366.13,325.06,324.63,326.07,335.72,285.19,,,
2000-02-18 22:04:53.186000,L7,387.38,370.83,297.05,,,,,,,,,,
2000-07-11 22:03:41.691000,L7,,296.60,330.78,311.26,313.63,226.81,276.89,256.37,,,,,
2000-09-22 21:56:29.431000,L7,350.97,341.64,353.02,340.62,350.69,336.79,311.60,335.56,345.74,,,,
2000-10-15 22:02:20.178000,L7,380.13,324.29,291.36,376.71,372.57,244.54,290.43,290.58,278.95,,,,
2001-09-25 21:54:28.694000,L7,366.61,339.87,344.68,343.60,344.86,326.04,306.57,324.73,349.11,297.53,,,
2001-10-11 21:54:09.862000,L7,365.24,344.03,354.15,341.57,347.19,327.82,315.02,333.67,348.80,306.34,,,
2001-12-21 22:00:53.965000,L7,388.31,364.09,373.86,368.06,366.03,310.15,331.60,333.72,,,,,
2002-01-06 22:00:55.947000,L7,328.51,313.51,282.97,,,,,,,,,,
2002-01-22 22:01:04.880000,L7,377.96,356.66,372.03,373.57,364.92,302.39,319.15,318.31,325.24,,,,
2002-02-16 21:54:54.191000,L7,321.12,292.67,315.52,308.22,310.89,264.72,267.13,282.68,290.84,,,,
2002-10-05 21:59:55.463000,L7,364.17,310.90,299.42,313.82,315.46,,,,,,,,
2002-10-14 21:53:43.769000,L7,361.26,338.77,351.39,350.78,356.27,332.27,318.67,335.06,350.07,298.43,,,
2002-10-21 22:00:00.402000,L7,379.72,352.49,350.98,348.13,342.74,153.43,307.81,314.10,295.62,,,,
2003-01-25 22:00:42.755000,L7,394.43,369.93,376.64,373.03,365.37,298.77,322.72,327.61,327.31,278.33,,,
2003-07-21 21:42:33.857000,L5,,,313.87,296.55,298.54,212.92,249.92,275.05,,,,,
2003-08-06 21:42:51.203000,L5,,293.12,323.30,297.68,304.17,224.18,271.60,278.13,280.84,,,,
2003-08-13 21:49:09.096000,L5,341.07,345.75,348.22,330.22,326.59,233.80,293.68,281.68,,,,,
2003-10-25 21:44:04.226000,L5,348.17,336.88,343.84,332.88,332.81,292.13,310.87,319.66,326.06,291.88,,,
2003-11-17 21:50:33.425000,L5,350.09,330.13,339.84,331.62,334.81,247.58,298.22,296.94,,,,,
2004-01-04 21:50:58.245000,L5,347.04,331.61,341.33,319.44,316.88,236.60,282.07,277.05,260.81,,,,
2004-03-01 21:45:02.553000,L5,337.98,311.02,325.41,323.25,323.81,255.81,282.22,291.20,303.71,,,,
2004-04-02 21:45:18.969000,L5,310.35,290.38,313.03,303.88,301.57,,,,,,,,
2004-04-18 21:45:49.558000,L5,,288.93,311.34,301.70,304.32,236.30,261.44,263.51,,,,,
2004-05-20 21:46:44.438000,L5,,299.12,315.07,309.46,311.63,251.37,274.49,284.99,271.06,,,,
