dates,nzd0386-0000,nzd0386-0001,nzd0386-0002,nzd0386-0003,nzd0386-0004,nzd0386-0005,nzd0386-0006,nzd0386-0007,nzd0386-0008,satname
1999-12-25 22:00:04+00:00,,,,,,,,294.46,320.01,L7
2000-01-26 22:00:02+00:00,,,,,,,,290.635,322.24,L7
2000-02-11 21:59:57+00:00,,,,,,,,292.7133333333333,322.3866666666667,L7
2000-02-27 21:59:52+00:00,338.93,,344.1,343.11,,333.2,,292.7133333333333,322.3866666666667,L7
2000-03-30 21:59:45+00:00,323.87,315.25,329.725,329.39,309.05,330.755,329.32,295.145,326.6775,L7
2001-02-13 21:57:39+00:00,,,,,,,333.59,,,L7
2001-08-08 21:56:12+00:00,,,,,,,333.59,,315.78,L7
2003-03-23 21:55:52+00:00,,,,,,,300.35,336.24,333.16,L7
2003-07-21 21:43:45+00:00,,,340.31,,,,300.35,336.24,333.16,L5
2003-12-28 21:45:57+00:00,,,340.31,,,302.75,323.33,319.88,333.1,L5
2004-04-02 21:46:30+00:00,326.25,324.09,324.14,323.52,325.86,316.55,328.845,330.75,335.39,L5
2004-05-04 21:47:27+00:00,329.095,323.715,323.41499999999996,323.53999999999996,328.985,323.42333333333335,332.82666666666665,335.94,340.75666666666666,L5
2004-06-05 21:48:24+00:00,329.095,323.715,324.2133333333333,322.11999999999995,329.6433333333334,323.42333333333335,335.395,337.945,343.3,L5
2004-09-25 21:51:19+00:00,328.26666666666665,321.88666666666666,321.0225,320.29499999999996,327.85,327.54333333333335,337.45000000000005,342.385,343.85249999999996,L5
2005-01-15 21:53:21+00:00,319.78499999999997,311.44500000000005,305.51,315.615,322.135,320.475,331.28999999999996,336.105,337.2,L5
2005-03-04 21:54:04+00:00,322.93333333333334,316.24666666666667,314.2266666666667,322.20666666666665,328.09,329.75333333333333,337.24666666666667,336.105,344.97666666666663,L5
2005-04-05 21:54:19+00:00,317.49333333333334,310.46333333333337,312.5566666666667,321.09,325.3966666666667,330.45,332.0966666666667,328.53499999999997,342.1933333333333,L5
2005-04-21 21:54:22+00:00,322.165,315.02750000000003,316.83,323.7675,329.5625,333.3225,332.0966666666667,334.78,344.73,L5
2005-06-08 21:54:44+00:00,322.165,315.02750000000003,314.98199999999997,323.356,328.236,331.038,331.77250000000004,333.9225,345.38800000000003,L5
2005-07-10 21:54:55+00:00,322.165,315.02750000000003,314.98199999999997,323.356,328.236,331.038,329.7,332.534,343.945,L5
2005-08-27 21:55:20+00:00,325.23333333333335,318.48333333333335,318.835,325.0925,329.845,324.616,327.39400000000006,332.004,343.81999999999994,L5
2006-02-19 21:57:51+00:00,314.89,309.39,312.68,315.41,317.11,307.39,322.55,323.345,332.49,L5
2006-11-02 22:01:32+00:00,335.52,330.47,333.71,335.47,337.69,339.14,337.04,342.03,341.47,L5
2007-01-21 22:02:09+00:00,331.90999999999997,326.845,328.815,328.44000000000005,333.03499999999997,334.385,333.78499999999997,337.53999999999996,343.485,L5
2008-02-25 21:57:37+00:00,316.24,311.18,324.07,323.17,323.72,325.22,327.78,333.06,335.82,L5
2010-01-29 21:58:05+00:00,296.43,299.58,313.26,308.02,306.49,314.59,318.43,306.98,327.35,L5
2010-10-12 21:57:13+00:00,319.63,316.09,320.2,321.24,321.94,320.76,326.15,331.67,314.63,L5
