dates,satname,nzd0189-0000,nzd0189-0001,nzd0189-0002,nzd0189-0003,nzd0189-0004,nzd0189-0005,nzd0189-0006,nzd0189-0007,nzd0189-0008,nzd0189-0009,nzd0189-0010,nzd0189-0011,nzd0189-0012,nzd0189-0013,nzd0189-0014,nzd0189-0015,nzd0189-0016,nzd0189-0017,nzd0189-0018,nzd0189-0019,nzd0189-0020,nzd0189-0021,nzd0189-0022,nzd0189-0023,nzd0189-0024,nzd0189-0025,nzd0189-0026,nzd0189-0027,nzd0189-0028,nzd0189-0029,nzd0189-0030,nzd0189-0031
1999-09-29 21:52:52.243000,L7,298.47,309.90,276.12,291.40,307.91,310.40,303.66,309.11,308.74,309.24,291.62,284.34,256.80,284.30,327.58,287.87,297.32,305.96,306.10,313.13,312.96,305.09,294.69,296.36,300.86,300.09,297.44,298.30,301.82,293.84,296.43,291.42
1999-10-15 21:52:49.322000,L7,315.23,333.55,274.46,282.93,300.81,298.31,333.79,327.09,322.88,298.17,287.09,283.54,280.83,284.90,274.32,288.38,356.94,346.70,320.35,293.74,299.00,344.23,354.36,357.41,383.74,382.90,341.13,347.85,345.85,338.34,336.96,336.48
2000-02-04 21:52:37.377000,L7,349.03,347.11,348.71,340.39,307.47,352.33,346.66,344.26,339.33,341.72,308.72,347.08,336.79,332.32,333.41,339.11,356.56,354.36,352.37,350.57,352.05,355.63,361.61,361.55,360.39,361.51,364.11,362.92,365.86,361.06,325.93,326.26
2000-03-14 21:58:35.291000,L7,355.24,359.42,365.14,361.55,355.24,361.05,358.78,349.25,335.33,332.69,340.87,347.42,341.16,331.02,328.42,343.76,360.87,313.01,360.06,360.98,312.79,377.29,375.49,361.91,370.67,365.43,371.64,323.37,316.39,308.49,307.91,253.31
2000-03-30 21:58:33.541000,L7,362.70,364.19,322.12,363.87,366.67,358.91,352.51,349.94,340.90,277.27,291.54,303.70,292.55,290.99,290.63,299.14,302.00,304.66,305.05,308.96,311.64,312.64,309.64,314.65,318.85,317.86,319.97,318.96,313.20,324.09,316.33,314.68
2000-04-24 21:52:10.308000,L7,,,287.32,289.94,301.50,328.06,327.75,327.07,321.27,276.38,333.49,331.31,329.41,320.32,317.38,322.88,321.23,322.78,326.73,331.83,343.72,344.51,344.22,345.62,344.00,340.62,314.34,339.68,300.59,321.34,319.85,318.41
2000-05-17 21:58:07.485000,L7,,,,,,,,,,,,,,346.57,327.92,346.02,,,,,,,,,,,,,,,,
2000-08-14 21:50:56.232000,L7,320.47,287.55,293.43,288.37,287.63,295.40,300.54,301.90,290.08,282.19,294.34,247.98,245.50,262.96,258.07,259.09,255.57,272.22,295.30,272.04,282.86,303.14,302.34,291.81,299.98,300.30,296.47,294.42,296.96,294.46,298.73,239.76
2000-09-22 21:56:29.431000,L7,,,349.57,306.18,376.23,,,,,,,354.90,332.61,336.18,329.72,323.53,339.17,365.07,,,,,,,,,,,,,,
2000-10-17 21:50:01.277000,L7,297.01,300.23,278.11,305.28,310.06,316.23,307.08,339.16,328.00,331.40,333.10,336.89,337.50,313.14,323.72,317.41,319.47,291.19,,329.14,328.15,329.22,336.64,351.56,340.56,328.01,325.40,327.01,336.20,,,
2000-12-20 21:50:16.996000,L7,315.12,329.32,273.34,284.00,292.22,301.48,308.20,302.95,292.45,296.70,293.12,297.01,294.25,291.99,287.48,288.12,293.05,298.21,298.83,303.89,298.08,299.53,303.42,304.31,300.62,296.45,294.85,296.75,311.26,300.43,292.68,303.11
2001-01-05 21:50:16.585000,L7,329.72,320.24,316.94,318.12,286.53,298.88,304.76,306.43,305.69,310.30,311.76,299.97,299.74,291.82,298.44,302.68,304.73,300.64,303.18,313.06,307.20,362.39,363.21,363.01,359.77,364.35,356.58,351.34,346.12,345.28,348.88,310.84
2001-01-12 21:56:30.696000,L7,299.38,317.04,292.93,303.47,322.24,352.47,331.90,342.06,327.74,309.93,347.31,350.54,346.40,334.56,302.67,296.45,320.40,,,,,,,,,,,,,,,359.34
2001-03-10 21:50:10.732000,L7,,,,,,,,,,,,,,,,,,,,,,,318.59,312.42,308.11,,,,,,,
2001-05-20 21:55:53.025000,L7,,,,,,,,340.55,339.20,331.46,326.35,324.96,335.70,336.29,,,,,,,,,,,,,,,,,,
2001-06-05 21:55:40.577000,L7,359.65,366.42,359.76,361.01,374.91,384.92,368.52,380.57,373.57,279.43,281.25,285.78,282.91,283.37,301.01,299.68,303.48,276.12,347.21,339.91,350.22,362.02,354.60,301.04,298.67,298.37,298.49,291.89,288.06,288.45,301.96,306.51
2001-06-21 21:55:29.297000,L7,,,,,,,,,333.86,335.19,325.54,320.14,323.65,329.51,324.84,322.50,341.33,332.12,333.20,332.01,319.05,,,,,342.63,314.45,331.77,325.15,,,
2001-06-30 21:49:12.248000,L7,367.28,357.66,350.71,351.47,358.87,385.30,365.35,357.80,302.93,339.36,356.51,346.06,328.30,334.00,339.42,344.96,300.59,332.42,334.86,335.70,341.04,359.48,359.38,294.10,301.33,297.53,295.26,296.60,349.91,343.85,340.85,343.33
2001-09-09 21:54:36.880000,L7,348.48,345.89,381.51,360.80,377.25,373.15,359.43,341.82,340.49,340.14,337.04,334.00,329.72,338.75,328.59,326.21,277.27,293.78,294.36,299.60,303.36,306.77,305.11,302.97,301.79,298.84,303.67,292.85,295.43,293.97,286.61,287.09
2001-09-25 21:54:28.694000,L7,356.36,373.74,361.59,344.43,340.86,336.78,323.11,324.17,324.93,317.44,323.89,327.66,324.10,328.13,327.83,326.70,321.56,328.83,335.34,335.20,344.22,341.02,340.23,344.20,340.99,331.63,333.59,331.37,327.77,330.42,319.02,305.73
2001-10-11 21:54:09.862000,L7,383.89,374.72,366.33,372.27,366.14,368.24,379.86,396.06,303.79,299.61,301.11,250.10,252.42,349.19,350.83,350.99,353.79,338.17,351.07,358.24,360.86,307.08,304.98,368.70,356.95,364.86,356.51,350.03,353.89,346.18,339.91,340.77
2001-12-30 21:54:37.254000,L7,362.03,357.45,347.83,345.66,349.31,347.20,359.01,358.96,349.06,343.12,344.36,353.30,346.41,345.79,350.20,350.67,357.14,332.70,345.83,344.53,345.53,344.02,359.05,341.78,352.05,356.78,354.14,350.03,339.24,335.46,336.67,338.32
2002-01-24 21:48:42.967000,L7,330.43,319.79,304.90,303.15,304.74,310.05,313.82,318.47,315.31,312.42,315.22,321.62,323.31,328.38,336.80,329.29,314.41,308.45,305.36,317.38,313.58,318.47,317.24,319.15,324.82,332.47,324.81,317.21,307.93,304.45,307.09,311.51
2002-02-16 21:54:54.191000,L7,,360.79,331.00,334.09,299.35,351.48,337.48,335.57,315.27,320.21,292.40,,,,,,,,356.18,363.58,,,,,,,,,,,,
2002-03-20 21:54:48.224000,L7,385.88,356.35,339.32,339.84,327.26,336.67,344.73,349.48,345.10,336.06,326.78,345.04,346.70,350.42,347.08,341.67,346.71,348.05,349.89,356.92,364.18,349.87,348.95,350.65,357.01,361.98,356.38,349.27,345.75,338.28,354.37,349.31
2002-03-29 21:48:39.145000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.86
2002-06-01 21:48:28.245000,L7,357.74,344.11,300.05,315.72,,,,,335.46,339.70,304.03,302.17,295.47,317.70,,332.59,330.39,327.36,,,,,,331.40,343.47,336.11,,,,,,
2002-08-20 21:47:58.545000,L7,,,,,,339.61,343.70,349.45,336.85,351.51,349.57,353.50,297.22,303.20,304.31,345.36,323.92,312.13,322.15,352.68,,,,309.20,288.76,308.32,340.05,342.27,351.00,311.97,356.95,
2002-08-27 21:54:00.253000,L7,357.48,361.84,341.24,331.10,338.79,342.73,350.58,367.23,369.00,354.66,264.06,256.50,261.23,265.29,259.46,265.24,263.23,272.04,281.42,283.13,258.11,264.43,275.47,276.94,359.14,363.12,361.72,355.76,357.61,358.10,301.32,294.19
2002-10-07 21:47:33.100000,L7,337.24,347.61,325.87,327.66,329.88,355.65,355.76,359.24,371.41,378.25,376.87,346.56,342.94,340.88,335.73,334.91,337.17,354.37,359.17,359.01,363.07,363.49,285.77,296.07,295.19,296.19,295.89,289.08,292.79,281.13,281.87,271.14
2002-10-14 21:53:43.769000,L7,355.07,345.63,324.38,325.46,344.20,362.50,370.43,365.77,357.53,361.56,365.37,347.45,300.72,356.26,356.05,359.30,362.67,297.17,346.68,344.51,360.44,354.25,364.65,376.26,377.97,375.39,365.74,314.85,358.32,310.73,312.49,268.44
2002-10-23 21:47:39.211000,L7,343.17,337.94,321.93,316.93,267.87,288.02,300.96,303.89,299.82,303.52,296.89,283.66,280.90,292.18,293.84,255.53,289.28,284.84,333.21,334.92,290.57,343.65,357.28,367.62,365.01,350.07,352.76,350.39,346.75,345.91,344.27,345.81
2002-11-08 21:47:44.401000,L7,350.63,341.15,323.37,335.19,282.44,300.94,313.92,308.66,266.00,313.78,310.01,296.79,300.87,276.97,304.32,274.18,275.42,288.93,350.53,300.08,310.90,308.63,308.33,315.24,312.89,305.35,310.22,270.45,314.13,314.84,321.64,
2002-12-01 21:54:16.937000,L7,311.94,314.32,305.72,305.82,,,326.26,321.74,320.01,313.01,,,,,,316.14,319.97,318.28,317.03,,,,,,,,,,,,,
2003-01-18 21:54:30.278000,L7,348.20,335.74,329.74,335.96,350.87,358.77,359.89,302.60,346.38,348.17,345.72,348.99,348.05,337.17,339.32,298.82,346.59,338.65,336.11,335.33,341.26,339.98,280.89,350.26,356.24,353.16,354.08,300.85,346.12,337.46,334.44,344.18
2003-03-23 21:54:40.711000,L7,,,,,,,,,,,,,,317.21,310.28,306.98,,,,,,330.46,327.97,325.25,322.62,,,,,,,
2003-05-10 21:54:46.466000,L7,347.88,336.64,339.45,343.86,362.21,371.32,373.90,361.37,357.36,358.32,379.95,306.89,303.84,256.49,250.55,253.79,250.95,263.66,279.26,270.13,259.72,302.38,303.67,380.13,370.23,371.95,362.94,353.11,349.21,342.07,344.45,353.85
2003-05-26 21:54:43.917000,L7,365.11,340.47,333.23,339.79,350.90,363.40,304.25,304.98,295.74,298.97,303.53,306.26,310.18,309.49,333.73,310.05,288.75,303.85,312.47,307.63,310.30,306.85,298.44,312.33,328.68,300.53,298.47,326.44,291.32,294.10,305.46,330.78
2003-07-21 21:42:33.857000,L5,,,,267.15,274.31,274.94,277.06,275.42,280.80,277.02,281.06,272.62,277.97,283.51,279.69,270.35,270.98,287.47,293.69,276.73,286.29,280.88,292.49,291.71,289.65,,,,,,,
2003-08-06 21:42:51.203000,L5,,,,,,,,,,268.38,270.44,250.45,263.57,271.28,278.36,243.16,,,,,,,,,,,,,,,,
2003-08-15 21:36:48.503000,L5,,,,265.11,271.50,270.79,273.37,271.63,276.98,276.79,273.06,260.34,266.72,270.91,275.68,264.83,252.74,,,,,,,,,,,,,,,
2003-08-31 21:37:06.588000,L5,,,,,,,,,,,265.41,251.75,262.52,269.07,269.22,255.12,,278.62,264.25,273.44,272.42,273.90,272.59,,,,,,,,,
2003-10-18 21:37:48.406000,L5,,,,,,,,,,,,258.01,263.12,267.61,267.55,265.16,252.65,275.69,278.49,274.50,276.45,273.85,276.28,,,,,,,,,
2003-10-25 21:44:04.226000,L5,300.11,308.73,313.95,346.61,369.32,366.46,362.20,354.79,360.26,367.23,350.96,349.75,361.99,367.56,374.48,,342.30,341.01,331.31,342.00,334.55,338.15,336.53,348.13,350.83,352.18,355.72,359.09,343.48,335.08,331.52,328.65
2003-11-19 21:38:14.402000,L5,,,,,,,,,,,,271.43,273.64,279.50,265.78,257.31,261.85,274.46,283.21,262.87,281.32,284.44,292.71,296.36,287.98,291.24,289.12,279.47,278.68,267.07,,
2004-01-22 21:38:40.402000,L5,,,,,,,,,,,,,,,,,,275.01,274.93,269.25,286.11,283.86,287.21,276.54,281.50,291.04,292.91,283.30,280.60,278.12,251.25,
2004-02-14 21:44:57.678000,L5,,,,281.29,306.79,310.42,313.71,283.39,307.00,287.20,284.44,279.56,282.41,289.11,289.22,280.22,287.33,298.64,315.34,309.42,319.09,316.33,319.34,319.42,321.05,313.24,306.31,295.83,296.38,329.12,261.04,260.79
2004-03-01 21:45:02.553000,L5,,,,285.96,290.20,294.29,296.71,301.77,305.01,303.98,302.35,299.58,300.77,308.14,296.82,295.28,294.82,301.05,308.85,301.76,307.73,317.21,319.28,323.73,319.58,320.54,319.03,310.40,298.70,293.86,267.72,244.61
2004-03-17 21:45:08.368000,L5,,,276.45,292.69,298.20,292.96,295.89,295.61,296.75,291.49,290.24,289.53,300.20,306.67,303.93,306.06,309.74,309.62,318.87,307.57,311.57,307.49,314.23,314.76,313.02,311.96,314.06,307.86,307.52,304.35,278.18,246.77
2004-04-02 21:45:18.969000,L5,,,,,,,,,,,,,,,,,,,,,,,,282.23,283.15,282.08,288.83,263.93,271.87,265.80,,
2004-05-20 21:46:44.438000,L5,,,,,,,,,,,263.98,265.55,268.95,276.79,283.19,271.75,257.93,279.92,289.72,283.43,289.52,284.11,284.72,,,,,,,,,
2004-06-30 21:41:46.478000,L5,,,,,,,,,,,,290.38,299.51,306.00,305.53,300.00,305.35,305.07,313.80,309.69,311.20,311.87,319.65,320.62,316.15,309.36,317.99,314.51,308.93,304.78,268.44,238.72
2004-07-07 21:48:09.180000,L5,,,,266.52,270.08,277.55,283.48,276.30,280.47,279.55,280.67,276.28,277.42,284.84,285.13,282.00,278.19,285.62,294.47,291.83,277.57,274.02,292.11,294.29,291.48,,,,,,,
2004-07-23 21:48:33.165000,L5,,,,,,,,,,,264.58,259.87,270.94,276.98,278.31,275.03,266.76,278.58,283.87,277.23,255.90,,,,,,,,,,,
2004-08-08 21:48:50.888000,L5,,,,,,,,,,,264.05,256.61,272.43,278.69,280.55,276.75,272.66,275.55,283.70,281.20,263.06,,,,,,,,,,,
2004-09-25 21:50:07.312000,L5,,,,286.94,293.15,295.61,297.54,296.32,298.21,304.21,303.04,296.98,302.53,310.70,308.86,306.65,300.18,306.08,311.27,307.34,305.20,303.55,311.58,319.54,320.73,314.34,314.22,306.76,301.40,299.98,269.72,237.01
2004-10-20 21:44:28.706000,L5,,,272.59,291.01,299.14,299.57,304.90,299.52,298.67,299.54,295.19,293.49,296.62,302.41,304.29,304.19,305.94,309.82,314.79,313.74,310.42,308.54,314.23,316.85,312.39,309.43,308.03,300.99,298.67,300.74,271.21,246.06
2004-10-27 21:50:47.740000,L5,,,,284.35,290.84,295.80,294.20,296.86,309.13,307.68,304.70,302.86,305.90,310.01,309.96,299.88,302.78,305.25,308.15,309.83,307.56,307.92,321.65,321.14,320.83,319.11,317.01,308.58,307.39,290.16,262.93,240.26
2004-12-07 21:45:24.093000,L5,,,,287.21,288.29,289.77,292.28,291.88,291.91,289.11,287.67,289.14,292.29,301.31,300.12,298.43,253.66,,,,,,,,303.59,315.36,315.31,304.71,293.19,287.13,256.15,
2004-12-23 21:45:40.703000,L5,,,,273.69,275.57,278.34,279.30,277.69,278.35,277.43,277.25,278.14,280.87,289.20,288.85,283.99,284.21,284.65,279.92,,,,,,,,,,,,,
2005-01-15 21:52:09.437000,L5,,,,,,,,,,,,250.30,257.23,273.57,288.66,279.81,278.31,288.93,296.50,282.02,293.56,274.40,276.11,281.56,280.73,279.42,277.64,266.01,281.88,281.20,245.51,
2005-01-24 21:46:06.161000,L5,,,,,,,,,,,,,,,,,,,,,,,,,269.13,263.65,269.22,269.11,274.51,264.21,229.67,
2005-02-09 21:46:19.482000,L5,,,,,,,,,,,,260.29,266.96,273.68,276.80,272.49,264.04,,,,,,,,268.09,269.26,285.54,273.35,276.87,276.11,242.34,
2005-02-25 21:46:35.721000,L5,,,,,,,,,,,,,,,,,,,,,267.48,267.27,270.83,280.16,279.14,278.19,280.38,269.20,266.10,259.04,,
2005-03-13 21:46:47.612000,L5,,,,,,,,,,,,,,,,,,,,,,,,,278.13,279.51,280.49,272.20,273.83,265.95,227.88,
2005-03-29 21:46:54.602000,L5,,,,278.02,278.24,274.92,270.55,270.95,266.45,,,258.56,268.65,276.17,276.32,271.20,265.60,273.77,280.43,264.57,275.00,275.38,268.16,,280.63,272.84,283.21,272.60,275.30,268.83,241.97,
2005-04-21 21:53:10.893000,L5,,,,,,,,,,,,257.19,259.54,270.32,269.59,266.74,263.57,275.03,286.86,274.13,286.52,281.86,284.55,289.96,292.15,,,,,,,
2005-06-01 21:47:18.718000,L5,,,,267.07,272.67,275.24,278.22,275.31,277.59,274.80,264.23,264.19,271.79,280.85,277.60,283.02,277.11,286.76,294.13,293.47,290.46,288.44,293.93,296.19,293.61,284.14,288.48,272.13,273.58,269.95,235.72,
2005-06-08 21:53:33.007000,L5,,,,267.30,265.53,270.31,272.52,267.31,270.93,,,270.41,276.63,283.28,281.61,282.60,275.80,285.79,283.90,281.15,277.29,277.94,288.14,281.18,280.68,,,,,,,
2005-07-19 21:47:39.248000,L5,,,,266.52,273.34,269.60,275.41,271.01,272.49,273.48,268.22,267.01,274.76,282.38,273.30,280.39,268.82,278.89,289.70,280.35,276.76,272.65,,,,,,,,,,
2005-10-30 21:54:03.531000,L5,,,,282.50,290.05,292.19,293.75,308.49,311.17,308.10,305.81,307.89,306.36,312.82,292.93,298.25,296.39,300.09,309.39,304.33,305.00,322.79,318.28,326.50,324.33,324.15,321.02,313.82,296.74,288.66,259.39,
2006-02-12 21:50:20.287000,L5,,,,269.29,272.21,273.37,289.62,291.50,282.08,294.32,281.74,289.89,292.99,298.31,293.67,292.19,289.46,300.80,309.13,304.75,309.71,307.57,310.16,311.69,303.05,300.24,300.82,299.44,308.04,270.86,265.36,247.16
2006-02-19 21:56:39.909000,L5,53.06,360.60,359.09,343.69,348.13,353.58,361.84,361.99,344.80,340.57,346.98,328.77,330.05,319.32,321.80,322.32,318.27,323.01,329.74,331.73,333.46,331.45,338.06,340.85,333.39,325.60,323.11,322.88,313.33,308.13,300.87,303.13
2006-02-28 21:50:40.410000,L5,,,,,,,,,,,,263.85,266.78,277.94,279.57,265.85,268.70,277.45,289.60,253.54,283.62,283.84,280.34,287.54,286.34,291.32,287.31,277.96,279.70,274.51,232.52,
2006-04-08 21:57:36.601000,L5,,,276.65,293.82,300.91,306.20,311.04,307.49,304.74,296.87,292.92,294.93,297.92,304.68,301.93,306.18,306.81,310.72,317.30,318.51,318.70,316.71,320.36,318.74,312.73,313.88,313.06,305.03,304.00,304.05,290.51,
