dates,nzd0193-0000,nzd0193-0001,nzd0193-0002,satname
1999-07-18 21:58:49+00:00,292.84,309.89,304.54,L7
1999-08-12 21:52:44+00:00,292.49,297.16499999999996,295.175,L7
1999-09-29 21:52:52+00:00,299.16333333333336,302.3566666666666,304.67333333333335,L7
1999-10-15 21:52:49+00:00,300.9975,302.8675,305.8475,L7
2000-02-04 21:52:37+00:00,304.27250000000004,300.8725,308.06500000000005,L7
2000-02-20 21:52:29+00:00,306.82,302.225,311.635,L7
2000-03-14 21:58:35+00:00,304.98199999999997,301.36,310.536,L7
2000-03-30 21:58:33+00:00,302.96799999999996,298.058,301.962,L7
2000-08-05 21:57:08+00:00,295.935,294.66,295.6766666666667,L7
2000-08-14 21:50:56+00:00,295.935,294.66,309.6625,L7
2000-09-15 21:50:25+00:00,302.09999999999997,307.02,316.21000000000004,L7
2000-10-17 21:50:01+00:00,303.50333333333333,310.26,335.45,L7
2000-12-20 21:50:16+00:00,303.4175,306.18666666666667,326.0233333333333,L7
2001-01-05 21:50:16+00:00,304.194,307.1725,321.86,L7
2001-01-12 21:56:30+00:00,304.194,307.1725,318.012,L7
2001-03-10 21:50:10+00:00,312.55,308.072,311.51000000000005,L7
2001-06-05 21:55:40+00:00,310.17,308.095,311.53599999999994,L7
2001-06-21 21:55:29+00:00,314.86,313.97,319.096,L7
2001-06-30 21:49:12+00:00,309.75,311.54,319.096,L7
2001-09-09 21:54:36+00:00,305.895,310.545,324.9066666666667,L7
2001-09-25 21:54:28+00:00,305.93199999999996,308.57,320.73249999999996,L7
2001-10-11 21:54:09+00:00,305.79333333333335,307.1116666666667,317.38599999999997,L7
2001-11-05 21:48:14+00:00,304.1557142857143,305.4214285714285,317.38599999999997,L7
2002-01-24 21:48:42+00:00,303.962,302.18999999999994,309.0275,L7
2002-01-31 21:54:50+00:00,303.68,301.15,307.444,L7
2002-02-25 21:48:47+00:00,303.7557142857143,301.20285714285717,307.68833333333333,L7
2002-03-20 21:54:48+00:00,303.36428571428576,299.84714285714284,305.1616666666667,L7
2002-03-29 21:48:39+00:00,303.2742857142857,299.8971428571428,304.05833333333334,L7
2002-06-01 21:48:28+00:00,304.12666666666667,300.83599999999996,304.07,L7
2002-10-07 21:47:33+00:00,308.95,309.82,,L7
2002-10-14 21:53:43+00:00,308.48,304.73,,L7
2002-10-23 21:47:39+00:00,308.295,304.3066666666667,309.96,L7
2003-01-18 21:54:30+00:00,308.595,300.74,301.88,L7
2003-03-23 21:54:40+00:00,309.898,300.74,301.88,L7
2003-04-24 21:54:46+00:00,303.77,292.565,293.91499999999996,L7
2003-05-03 21:48:37+00:00,301.8975,296.01,293.91499999999996,L7
